Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Henry Andreou,CYP,MF,AÉK Lárnaka,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Andrich,GER,MF,Leverkusen,27,1994,6.3,0,5,1,20.0,0.80,0.16,0.00,0.00,23.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,28,1994,1.0,0,2,0,0.0,2.05,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Thanasis Androutsos,GRE,DF,Olympiacos,25,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ángel,ESP,DF,AÉK Lárnaka,29,1993,4.9,0,2,0,0.0,0.41,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Karim Ansarifard,IRN,FW,AC Omonia,32,1990,2.2,1,4,2,50.0,1.84,0.92,0.25,0.50,13.9,0,0,0,0.6,0.6,0.16,+0.4,+0.4
Marcos Antônio,BRA,MF,Lazio,22,2000,1.6,0,1,0,0.0,0.63,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Antony,BRA,FW,Manchester Utd,22,2000,7.0,2,21,10,47.6,2.99,1.42,0.10,0.20,19.5,0,0,0,1.9,1.9,0.09,+0.1,+0.1
Dennis Appiah,FRA,"DF,FW",Nantes,30,1992,3.2,0,2,1,50.0,0.63,0.31,0.00,0.00,12.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Youssef El-Arabi,MAR,"FW,MF",Olympiacos,35,1987,1.8,1,3,2,66.7,1.70,1.13,0.33,0.50,9.3,0,0,0,0.7,0.7,0.24,+0.3,+0.3
Paulus Arajuuri,FIN,DF,HJK,34,1988,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aritz Arambarri,ESP,DF,Real Sociedad,24,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Willian Arão,BRA,MF,Fenerbahçe,29,1992,3.5,1,3,1,33.3,0.86,0.29,0.33,1.00,17.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Ronald Araújo,URU,DF,Barcelona,23,1999,1.9,0,1,0,0.0,0.53,0.00,0.00,,21.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Arthur,BRA,"DF,MF",Sporting CP,24,1998,2.0,0,2,0,0.0,1.02,0.00,0.00,,7.0,0,0,0,0.8,0.8,0.42,-0.8,-0.8
Emam Ashour,EGY,"FW,MF",Midtjylland,24,1998,0.8,1,4,2,50.0,5.22,2.61,0.25,0.50,22.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Lorenz Assignon,TOG,DF,Rennes,22,2000,3.3,1,4,1,25.0,1.20,0.30,0.25,1.00,15.4,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Iyayi Atiemwen,NGA,FW,Sheriff Tiraspol,26,1996,3.6,1,8,0,0.0,2.20,0.00,0.00,,24.9,1,1,1,1.1,0.3,0.04,-0.1,-0.3
Noah Atubolu,GER,GK,Freiburg,20,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Donis Avdijaj,KVX,"MF,FW",Zürich,25,1996,0.9,1,2,1,50.0,2.20,1.10,0.50,1.00,21.8,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Irakli Azarov,GEO,DF,Red Star,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Serdar Aziz,TUR,DF,Fenerbahçe,31,1990,5.0,0,3,0,0.0,0.61,0.00,0.00,,6.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Sardar Azmoun,IRN,FW,Leverkusen,27,1995,3.0,0,6,4,66.7,1.99,1.32,0.00,0.00,13.1,0,0,0,1.3,1.3,0.22,-1.3,-1.3
Oussama El Azzouzi,MAR,MF,Union SG,21,2001,1.6,0,2,1,50.0,1.22,0.61,0.00,0.00,24.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ousseynou Ba,SEN,DF,Olympiacos,26,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fouad Bachirou,COM,MF,AC Omonia,32,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Loïc Bade,FRA,DF,Sevilla,22,2000,5.8,1,3,2,66.7,0.51,0.34,0.33,0.50,8.4,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Nikolai Baden Frederiksen,DEN,FW,Ferencváros,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benoît Badiashile,FRA,DF,Monaco,21,2001,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,11.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Cédric Badolo,BFA,"MF,FW",Sheriff Tiraspol,23,1998,6.0,0,8,2,25.0,1.34,0.33,0.00,0.00,26.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Anastasios Bakasetas,GRE,MF,Trabzonspor,29,1993,5.1,3,14,9,64.3,2.72,1.75,0.21,0.33,24.7,2,0,0,0.7,0.7,0.05,+2.3,+2.3
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,2.7,1,11,3,27.3,4.04,1.10,0.09,0.33,15.1,0,0,0,1.4,1.4,0.13,-0.4,-0.4
Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,5.7,1,7,3,42.9,1.22,0.52,0.14,0.33,15.0,0,0,0,0.8,0.8,0.12,+0.2,+0.2
Alejandro Balde,ESP,DF,Barcelona,18,2003,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Banza,COD,FW,Braga,25,1996,2.0,0,4,2,50.0,1.97,0.98,0.00,0.00,11.5,0,0,0,0.7,0.7,0.17,-0.7,-0.7
Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,3.6,1,10,4,40.0,2.80,1.12,0.10,0.25,21.3,1,0,0,0.4,0.4,0.04,+0.6,+0.6
Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,2.1,0,3,0,0.0,1.44,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Enzo Barrenechea,ARG,MF,Juventus,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marc Bartra,ESP,DF,Trabzonspor,31,1991,6.0,0,7,0,0.0,1.17,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Toma Bašić,CRO,MF,Lazio,25,1996,2.2,0,4,0,0.0,1.81,0.00,0.00,,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Calvin Bassey,NGA,DF,Ajax,22,1999,2.0,0,1,0,0.0,0.50,0.00,0.00,,8.6,0,0,0,0.0,0.0,0.04,0.0,0.0
Michy Batshuayi,BEL,FW,Fenerbahçe,28,1993,3.7,3,8,5,62.5,2.18,1.36,0.25,0.40,15.5,0,1,1,2.1,1.3,0.16,+0.9,+0.7
Altay Bayındır,TUR,GK,Fenerbahçe,24,1998,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Toral Bayramov,AZE,DF,Qarabağ,21,2001,2.6,0,3,1,33.3,1.17,0.39,0.00,0.00,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,9.5,1,28,13,46.4,2.94,1.37,0.04,0.08,21.7,1,0,0,2.2,2.2,0.08,-1.2,-1.2
Donny van de Beek,NED,MF,Manchester Utd,25,1997,0.8,0,1,0,0.0,1.30,0.00,0.00,,6.1,0,0,0,0.2,0.2,0.15,-0.2,-0.2
Kevin Behrens,GER,FW,Union Berlin,31,1991,3.8,0,7,4,57.1,1.84,1.05,0.00,0.00,12.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Felix Beijmo,SWE,DF,Malmö,24,1998,5.6,0,2,0,0.0,0.36,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Karim Bellarabi,GER,FW,Leverkusen,32,1990,0.1,0,1,1,100.0,18.00,18.00,0.00,0.00,11.7,0,0,0,0.4,0.4,0.40,-0.4,-0.4
Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,0.9,0,1,1,100.0,1.06,1.06,0.00,0.00,5.6,0,0,0,0.3,0.3,0.34,-0.3,-0.3
Jeanuël Belocian,FRA,DF,Rennes,17,2005,3.3,0,3,0,0.0,0.90,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Andrea Belotti,ITA,FW,Roma,28,1993,8.6,3,20,7,35.0,2.33,0.82,0.15,0.43,12.6,0,0,0,4.6,4.6,0.23,-1.6,-1.6
Eliesse Ben Seghir,MAR,FW,Monaco,17,2005,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,14.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Wissam Ben Yedder,FRA,FW,Monaco,31,1990,5.8,4,14,5,35.7,2.41,0.86,0.14,0.40,14.3,0,2,2,3.4,1.8,0.13,+0.6,+0.2
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Patrick Berg,NOR,MF,Bodø/Glimt,24,1997,5.0,0,3,0,0.0,0.60,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,2.0,0,3,0,0.0,1.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,1.7,0,3,1,33.3,1.76,0.59,0.00,0.00,17.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Bernardo,BRA,DF,RB Salzburg,27,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Muhamed Bešić,BIH,MF,Ferencváros,29,1992,3.6,0,4,0,0.0,1.10,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Artem Besyedin,UKR,FW,Dynamo Kyiv,26,1996,2.8,0,1,0,0.0,0.36,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Roman Bezus,UKR,MF,AC Omonia,31,1990,2.2,0,4,1,25.0,1.81,0.45,0.00,0.00,19.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3
Pep Biel,ESP,"MF,FW",Olympiacos,25,1996,4.4,0,6,3,50.0,1.38,0.69,0.00,0.00,16.0,1,0,0,1.1,1.1,0.19,-1.1,-1.1
Justin Bijlow,NED,GK,Feyenoord,24,1998,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emmanuel van de Blaak,NED,DF,PSV Eindhoven,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ludovic Blas,FRA,"MF,FW",Nantes,24,1997,7.5,3,26,10,38.5,3.47,1.33,0.12,0.30,20.6,0,0,0,1.6,1.6,0.06,+1.4,+1.4
Myron Boadu,NED,"FW,MF",Monaco,21,2001,1.3,0,1,0,0.0,0.76,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Franck Boli,CIV,FW,Ferencváros,28,1993,1.2,0,1,0,0.0,0.87,0.00,0.00,,33.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Valerii Bondar,UKR,DF,Shakhtar,23,1999,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Artem Bondarenko,UKR,MF,Shakhtar,21,2000,3.9,1,1,0,0.0,0.26,0.00,0.00,,28.6,0,1,1,0.9,0.1,0.08,+0.1,-0.1
Victor Boniface,NGA,FW,Union SG,21,2000,8.6,6,25,10,40.0,2.91,1.17,0.24,0.60,17.0,0,0,0,3.3,3.3,0.13,+2.7,+2.7
Leonardo Bonucci,ITA,DF,Juventus,35,1987,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nikola Boranijašević,SRB,DF,Zürich,30,1992,5.6,1,4,2,50.0,0.71,0.36,0.25,0.50,21.4,0,0,0,0.5,0.5,0.12,+0.5,+0.5
Kady Borges,BRA,"MF,FW",Qarabağ,26,1996,5.7,0,14,5,35.7,2.47,0.88,0.00,0.00,21.3,2,0,0,0.7,0.7,0.05,-0.7,-0.7
Cristian Borja,COL,DF,Braga,29,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Milan Borjan,CAN,GK,Red Star,34,1987,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aleksandar Borković,AUT,DF,Sturm Graz,23,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Endre Botka,HUN,DF,Ferencváros,27,1994,5.6,0,1,0,0.0,0.18,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Andreas Bouchalakis,GRE,MF,Olympiacos,29,1993,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nassim Boujellab,MAR,MF,HJK,23,1999,2.7,0,7,2,28.6,2.56,0.73,0.00,0.00,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Yassine Bounou,MAR,GK,Sevilla,31,1991,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,28,1994,5.7,0,10,6,60.0,1.76,1.06,0.00,0.00,21.4,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Edoardo Bove,ITA,MF,Roma,20,2002,2.8,1,3,1,33.3,1.08,0.36,0.33,1.00,16.9,0,0,0,0.3,0.3,0.10,+0.7,+0.7
Josh Bowler,ENG,FW,Olympiacos,23,1999,2.0,0,2,2,100.0,1.01,1.01,0.00,0.00,16.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Denys Boyko,UKR,GK,Dynamo Kyiv,34,1988,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Umut Bozok,TUR,"FW,MF",Trabzonspor,25,1996,2.6,1,3,2,66.7,1.15,0.77,0.33,0.50,14.7,0,0,0,0.2,0.2,0.07,+0.8,+0.8
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Claudio Bravo,CHI,GK,Betis,39,1983,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yanick Brecher,SUI,GK,Zürich,29,1993,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gleison Bremer,BRA,DF,Juventus,25,1997,7.1,0,4,1,25.0,0.56,0.14,0.00,0.00,7.9,0,0,0,0.7,0.7,0.18,-0.7,-0.7
Brian Brobbey,NED,FW,Ajax,20,2002,0.8,0,1,0,0.0,1.25,0.00,0.00,,4.5,0,0,0,0.2,0.2,0.21,-0.2,-0.2
David Browne,PNG,DF,HJK,26,1995,5.5,0,4,2,50.0,0.73,0.36,0.00,0.00,16.8,0,0,0,0.6,0.6,0.14,-0.6,-0.6
Osman Bukari,GHA,"MF,FW",Red Star,23,1998,3.9,0,5,2,40.0,1.29,0.52,0.00,0.00,20.0,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Ezequiel Bullaude,ARG,"MF,DF",Feyenoord,21,2000,0.8,1,1,1,100.0,1.25,1.25,1.00,1.00,7.7,0,0,0,0.2,0.2,0.24,+0.8,+0.8
Mykyta Burda,UKR,DF,Dynamo Kyiv,27,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian Burgess,ENG,DF,Union SG,30,1991,9.5,1,3,2,66.7,0.32,0.21,0.33,0.50,9.5,0,0,0,0.4,0.4,0.14,+0.6,+0.6
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,28,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Busquets,ESP,MF,Barcelona,34,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Buya Turay,SLE,"FW,MF",Malmö,27,1995,2.4,0,6,2,33.3,2.50,0.83,0.00,0.00,21.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Vitaliy Buyalskyi,UKR,"FW,MF",Dynamo Kyiv,29,1993,5.6,0,5,3,60.0,0.89,0.54,0.00,0.00,16.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Uğurcan Çakır,TUR,GK,Trabzonspor,26,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Camara,GUI,MF,Roma,25,1997,2.4,0,4,0,0.0,1.64,0.00,0.00,,26.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Mohamed Camara,MLI,MF,Monaco,22,2000,7.2,0,5,0,0.0,0.70,0.00,0.00,,24.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Sergio Canales,ESP,"MF,FW",Betis,31,1991,5.4,2,17,6,35.3,3.17,1.12,0.12,0.33,23.9,0,0,0,0.9,0.9,0.05,+1.1,+1.1
Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.5,0,5,1,20.0,2.01,0.40,0.00,0.00,13.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5
Nicolás Capaldo,ARG,MF,RB Salzburg,24,1997,1.9,1,4,2,50.0,2.09,1.05,0.25,0.50,21.0,0,0,0,0.2,0.2,0.06,+0.8,+0.8
William Carvalho,POR,MF,Betis,30,1992,3.7,0,3,1,33.3,0.82,0.27,0.00,0.00,15.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Nicolò Casale,ITA,DF,Lazio,24,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Casemiro,BRA,MF,Manchester Utd,30,1992,11.0,0,23,6,26.1,2.10,0.55,0.00,0.00,20.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6
Moreto Cassamã,GNB,MF,AC Omonia,24,1998,3.7,0,1,0,0.0,0.27,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
André Castro,POR,MF,Braga,34,1988,2.9,0,1,1,100.0,0.34,0.34,0.00,0.00,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0
Danilo Cataldi,ITA,MF,Lazio,27,1994,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joseph Ceesay,GAM,"MF,DF",Malmö,24,1998,3.1,1,2,2,100.0,0.65,0.65,0.50,0.50,15.1,0,0,0,0.2,0.2,0.09,+0.8,+0.8
Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,30,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zeki Çelik,TUR,DF,Roma,25,1997,4.7,0,2,0,0.0,0.43,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Fabien Centonze,FRA,DF,Nantes,26,1996,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Matěj Chaluš,CZE,DF,Malmö,24,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Charalampos Charalampous,CYP,MF,AC Omonia,20,2002,5.0,0,6,1,16.7,1.19,0.20,0.00,0.00,24.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Youssef Chermiti,POR,FW,Sporting CP,18,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Federico Chiesa,ITA,"FW,MF",Juventus,24,1997,4.5,1,10,4,40.0,2.23,0.89,0.10,0.25,15.0,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Edward Chilufya,ZAM,FW,Midtjylland,22,1999,2.8,0,3,1,33.3,1.07,0.36,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pedro Chirivella,ESP,MF,Nantes,25,1997,5.2,0,1,0,0.0,0.19,0.00,0.00,,22.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Andreas Christensen,DEN,DF,Barcelona,26,1996,1.3,0,1,0,0.0,0.79,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
