Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Lee Kang-in,KOR,"FW,MF",Paris S-G,Ligue 1,22,2001,16.3,835,1011,82.6,12568,3151,462,507,91.1,284,339,83.8,54,110,49.1,4,2.3,4.2,+1.7,27,58,31,8,103
Yann Karamoh,FRA,"MF,FW",Torino,Serie A,25,1998,1.8,45,66,68.2,696,176,21,30,70.0,21,28,75.0,2,4,50.0,0,0.1,0.2,-0.1,1,3,1,0,5
Yann Karamoh,FRA,"FW,MF",Montpellier,Ligue 1,25,1998,3.2,63,88,71.6,887,140,35,46,76.1,18,24,75.0,4,7,57.1,0,0.2,0.2,-0.2,5,3,3,1,3
Atakan Karazor,,MF,Stuttgart,Bundesliga,26,1996,29.1,1698,1900,89.4,24791,6910,946,1027,92.1,637,684,93.1,55,75,73.3,4,2.6,2.5,+1.4,29,138,19,3,142
Ayman Kari,FRA,MF,Lorient,Ligue 1,18,2004,9.9,338,386,87.6,4814,925,181,204,88.7,118,131,90.1,13,19,68.4,1,0.8,1.0,+0.2,13,25,12,0,37
Emir Karic,AUT,DF,Darmstadt 98,Bundesliga,26,1997,19.8,953,1210,78.8,15725,6219,492,551,89.3,361,439,82.2,81,152,53.3,0,1.3,1.9,-1.3,21,89,27,9,115
Loris Karius,GER,GK,Newcastle Utd,Premier League,30,1993,1.0,21,37,56.8,507,279,4,4,100.0,14,14,100.0,3,18,16.7,0,0.0,0.0,0.0,0,0,0,0,0
Jesper Karlsson,SWE,FW,Bologna,Serie A,25,1998,3.8,103,152,67.8,1738,429,49,61,80.3,38,52,73.1,11,25,44.0,0,0.3,0.4,-0.3,5,8,7,1,16
Jon Karrikaburu,ESP,"MF,FW",Alavés,La Liga,20,2002,0.2,2,5,40.0,58,9,0,2,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Rick Karsdorp,NED,DF,Roma,Serie A,28,1995,13.2,544,684,79.5,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,2,2.2,1.6,-0.2,10,21,7,3,33
Grigoris Kastanos,CYP,"MF,DF",Salernitana,Serie A,25,1998,16.4,458,650,70.5,7578,2346,216,260,83.1,141,205,68.8,61,105,58.1,3,2.8,1.5,+0.2,28,52,11,2,78
Silas Katompa,COD,"FW,MF",Stuttgart,Bundesliga,24,1998,10.0,210,279,75.3,3355,617,93,112,83.0,96,113,85.0,11,24,45.8,2,2.3,1.7,-0.3,15,6,15,0,25
Panos Katseris,GRE,DF,Lorient,Ligue 1,22,2001,11.6,275,393,70.0,4101,1231,153,195,78.5,99,137,72.3,14,31,45.2,1,0.8,0.5,+0.2,9,13,4,2,21
Mikkel Kaufmann,DEN,FW,Union Berlin,Bundesliga,22,2001,5.4,67,126,53.2,956,318,39,65,60.0,16,31,51.6,5,8,62.5,0,1.0,0.4,-1.0,4,13,1,0,11
Michael Kayode,ITA,DF,Fiorentina,Serie A,19,2004,22.9,1056,1297,81.4,19700,5416,426,463,92.0,503,579,86.9,112,192,58.3,1,1.1,1.4,-0.1,15,68,23,15,80
Moise Kean,ITA,FW,Juventus,Serie A,23,2000,7.3,66,96,68.8,911,134,37,49,75.5,18,20,90.0,5,6,83.3,0,0.7,0.1,-0.7,5,3,0,0,6
Michael Keane,ENG,DF,Everton,Premier League,30,1993,4.9,171,221,77.4,3519,1261,47,60,78.3,98,113,86.7,23,42,54.8,0,0.0,0.1,0.0,0,15,0,0,14
Ibrahima Kebe,MLI,MF,Girona,La Liga,22,2000,0.1,5,8,62.5,67,10,3,6,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Kévin Keben Biakolo,CMR,DF,Toulouse,Ligue 1,19,2004,5.8,209,260,80.4,3723,1447,91,104,87.5,102,117,87.2,15,32,46.9,0,0.1,0.1,-0.1,3,13,0,0,13
Yassine Kechta,MAR,MF,Le Havre,Ligue 1,21,2002,20.5,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1,2.2,1.4,-1.2,27,87,11,0,122
Thilo Kehrer,GER,"DF,MF",West Ham,Premier League,26,1996,0.2,9,9,100.0,86,36,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Thilo Kehrer,GER,DF,Monaco,Ligue 1,26,1996,14.7,859,966,88.9,16369,6851,292,325,89.8,463,496,93.3,88,118,74.6,1,1.1,0.3,-0.1,5,88,2,0,90
Habib Keita,MLI,MF,Clermont Foot,Ligue 1,21,2002,14.2,591,675,87.6,11080,2447,253,287,88.2,253,278,91.0,74,89,83.1,0,0.6,0.6,-0.6,10,45,7,0,53
Naby Keïta,GUI,"MF,DF",Werder Bremen,Bundesliga,28,1995,1.2,52,67,77.6,844,293,22,27,81.5,23,28,82.1,4,8,50.0,0,0.0,0.0,0.0,0,8,2,0,13
Yannik Keitel,GER,"DF,MF",Freiburg,Bundesliga,23,2000,10.2,443,560,79.1,8934,3894,145,170,85.3,239,260,91.9,57,115,49.6,0,0.4,0.2,-0.4,2,49,4,0,48
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,24,1998,10.0,359,442,81.2,8077,5323,101,101,100.0,196,198,99.0,62,140,44.3,0,0.0,0.0,0.0,1,9,0,0,1
Thomas Keller,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,0.0,5,7,71.4,73,37,3,3,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2
Lloyd Kelly,ENG,DF,Bournemouth,Premier League,24,1998,17.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1,1.2,0.8,-0.2,9,76,7,4,56
Omari Kellyman,ENG,FW,Aston Villa,Premier League,17,2005,0.4,6,7,85.7,78,11,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,18,2004,0.3,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
Tobias Kempe,GER,MF,Darmstadt 98,Bundesliga,34,1989,15.0,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2,2.1,2.5,-0.1,28,38,5,3,44
Milos Kerkez,HUN,DF,Bournemouth,Premier League,19,2003,21.9,613,844,72.6,9811,3390,322,375,85.9,237,333,71.2,43,94,45.7,1,0.8,1.0,+0.2,12,34,14,9,44
Kaine Kesler-Hayden,ENG,"MF,DF",Aston Villa,Premier League,20,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Reda Khadra,GER,"FW,MF",Reims,Ligue 1,22,2001,15.2,289,389,74.3,4676,1169,131,162,80.9,118,149,79.2,21,41,51.2,3,3.5,2.4,-0.5,22,21,19,9,40
Wahbi Khazri,TUN,FW,Montpellier,Ligue 1,32,1991,12.6,227,318,71.4,3892,1215,108,141,76.6,71,98,72.4,28,47,59.6,0,1.2,0.8,-1.2,10,21,5,2,33
Rani Khedira,GER,MF,Union Berlin,Bundesliga,29,1994,14.9,329,450,73.1,5258,1287,160,192,83.3,135,174,77.6,19,45,42.2,0,0.1,0.5,-0.1,5,21,5,1,35
Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,19,2004,9.0,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0,0.1,0.2,-0.1,1,28,1,0,23
Kiké,ESP,"FW,MF",Alavés,La Liga,33,1989,15.8,200,301,66.4,2973,589,105,147,71.4,67,95,70.5,11,19,57.9,2,2.0,1.4,0.0,18,15,8,2,32
Luca Kilian,GER,DF,Köln,Bundesliga,23,1999,7.1,241,317,76.0,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0.0,0.0,0.0,1,11,0,0,12
Max Kilman,ENG,DF,Wolves,Premier League,26,1997,38.0,1979,2309,85.7,36846,13119,766,824,93.0,1008,1087,92.7,183,346,52.9,0,1.4,1.1,-1.4,17,109,11,1,117
Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,28,1995,24.2,1951,2267,86.1,35635,10089,809,864,93.6,923,1013,91.1,187,320,58.4,6,7.1,9.3,-1.1,72,188,51,18,229
Jakub Kiwior,POL,DF,Arsenal,Premier League,23,2000,10.5,523,625,83.7,8555,3042,270,303,89.1,214,249,85.9,34,58,58.6,3,0.9,0.6,+2.1,6,43,8,3,55
Simon Kjær,DEN,DF,Milan,Serie A,34,1989,13.0,735,833,88.2,13856,5025,257,274,93.8,409,435,94.0,62,108,57.4,1,0.8,0.6,+0.2,4,42,1,0,52
Davy Klaassen,NED,MF,Inter,Serie A,30,1993,2.3,82,95,86.3,1290,289,46,52,88.5,28,29,96.6,6,7,85.7,0,0.2,0.2,-0.2,3,6,1,0,7
Christoph Klarer,AUT,DF,Darmstadt 98,Bundesliga,23,2000,26.2,1044,1200,87.0,20473,6575,336,363,92.6,586,633,92.6,111,176,63.1,2,0.9,1.0,+1.1,12,58,4,1,64
Tim Kleindienst,GER,FW,Heidenheim,Bundesliga,27,1995,31.9,516,874,59.0,7296,1708,295,462,63.9,147,231,63.6,30,47,63.8,3,3.3,2.0,-0.3,27,58,10,2,73
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,27,1996,16.0,1035,1155,89.6,19235,6293,340,372,91.4,610,647,94.3,77,112,68.8,0,0.4,0.9,-0.4,5,77,7,0,90
Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,24,1999,21.3,288,421,68.4,4393,1193,147,194,75.8,104,137,75.9,18,32,56.3,1,1.9,1.6,-0.9,21,10,24,2,50
Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,Bundesliga,21,2002,23.4,475,747,63.6,7063,2278,274,355,77.2,160,245,65.3,26,60,43.3,2,2.3,2.7,-0.3,18,25,26,10,57
Robin Knoche,GER,DF,Union Berlin,Bundesliga,31,1992,21.3,931,1153,80.7,18490,7064,269,307,87.6,539,606,88.9,107,204,52.5,0,0.3,0.4,-0.3,3,49,3,0,71
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,26.3,974,1175,82.9,24299,15016,210,211,99.5,500,505,99.0,259,450,57.6,0,0.0,0.0,0.0,0,13,1,0,0
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,27,1996,30.4,1902,2161,88.0,36596,12775,590,638,92.5,1145,1225,93.5,158,262,60.3,0,0.2,0.6,-0.2,4,97,4,0,116
Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,22.0,479,667,71.8,13030,9307,81,81,100.0,238,240,99.2,159,344,46.2,0,0.0,0.0,0.0,0,4,0,0,0
Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,29,1994,24.3,876,1159,75.6,16488,5668,326,390,83.6,454,540,84.1,82,181,45.3,0,1.2,1.2,-1.2,15,87,15,5,99
Koke,ESP,MF,Atlético Madrid,La Liga,31,1992,27.7,2037,2263,90.0,33074,10659,1066,1117,95.4,724,790,91.6,174,242,71.9,4,3.6,3.0,+0.4,26,196,33,1,212
Sead Kolašinac,BIH,DF,Atalanta,Serie A,30,1993,24.2,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0,1.1,0.6,-1.1,8,79,7,2,94
Luca Koleosho,ITA,"MF,FW",Burnley,Premier League,18,2004,10.8,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19
Randal Kolo Muani,FRA,"FW,MF",Paris S-G,Ligue 1,24,1998,14.1,259,359,72.1,3749,980,157,204,77.0,77,101,76.2,12,21,57.1,5,3.3,1.6,+1.7,26,23,14,3,42
Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24,1998,1.7,17,26,65.4,227,67,11,15,73.3,3,4,75.0,2,4,50.0,0,0.0,0.0,0.0,0,2,1,0,3
Mert Kömür,GER,"MF,DF",Augsburg,Bundesliga,18,2005,1.3,30,34,88.2,462,132,17,19,89.5,9,9,100.0,2,2,100.0,0,0.0,0.1,0.0,1,1,2,0,4
Cheick Konaté,MLI,DF,Clermont Foot,Ligue 1,19,2004,11.9,319,484,65.9,5214,1779,162,210,77.1,125,175,71.4,24,70,34.3,1,1.6,1.3,-0.6,16,27,13,6,37
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,24,1999,17.5,1286,1463,87.9,22733,9043,514,566,90.8,673,718,93.7,81,140,57.9,0,0.4,0.5,-0.4,8,145,8,0,118
Geoffrey Kondogbia,CTA,MF,Marseille,Ligue 1,30,1993,16.3,832,952,87.4,14691,4488,359,389,92.3,379,413,91.8,72,108,66.7,0,0.5,1.0,-0.5,11,105,11,1,93
Abdoul Koné,FRA,DF,Reims,Ligue 1,18,2005,2.1,53,85,62.4,1041,401,19,24,79.2,26,42,61.9,8,17,47.1,0,0.7,0.0,-0.7,2,6,1,0,5
Amadou Koné,MLI,MF,Reims,Ligue 1,18,2005,5.3,204,256,79.7,3787,1027,72,95,75.8,99,113,87.6,23,28,82.1,0,0.2,0.1,-0.2,3,19,1,0,28
Ibrahima Koné,MLI,FW,Almería,La Liga,24,1999,3.1,38,56,67.9,533,141,22,30,73.3,13,18,72.2,2,3,66.7,0,0.1,0.5,-0.1,2,0,0,0,3
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,24,1999,0.4,2,3,66.7,16,7,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Manu Koné,FRA,MF,Gladbach,Bundesliga,22,2001,17.3,583,688,84.7,8747,2218,330,368,89.7,199,225,88.4,31,44,70.5,0,1.2,0.8,-1.2,24,45,12,0,70
Ezri Konsa,ENG,DF,Aston Villa,Premier League,25,1997,34.1,1907,2094,91.1,31947,10672,827,878,94.2,959,1029,93.2,95,129,73.6,0,0.5,1.0,-0.5,8,132,14,2,136
Teun Koopmeiners,NED,MF,Atalanta,Serie A,25,1998,29.2,1092,1419,77.0,18824,6491,505,590,85.6,442,531,83.2,107,201,53.2,5,5.9,5.4,-0.9,60,126,45,17,169
Odilon Kossounou,CIV,DF,Leverkusen,Bundesliga,22,2001,20.1,1274,1428,89.2,19913,6199,680,733,92.8,497,535,92.9,75,105,71.4,0,0.7,1.5,-0.7,10,155,16,0,141
Filip Kostić,SRB,DF,Juventus,Serie A,30,1992,20.2,726,997,72.8,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,4,5.4,4.1,-1.4,40,53,30,19,88
N'Guessan Kouadio,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,37,46,80.4,682,151,14,19,73.7,19,22,86.4,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,5
Christian Kouamé,CIV,FW,Fiorentina,Serie A,25,1997,12.1,325,448,72.5,4901,1038,171,216,79.2,120,155,77.4,20,35,57.1,1,1.8,1.2,-0.8,12,15,18,1,41
Rominigue Kouamé,MLI,MF,Cádiz,La Liga,26,1996,9.1,355,411,86.4,6129,1351,166,194,85.6,152,169,89.9,30,34,88.2,0,0.1,0.3,-0.1,4,41,5,1,34
Koffi Kouao,CIV,DF,Metz,Ligue 1,25,1998,9.6,317,401,79.1,5434,2296,155,176,88.1,129,157,82.2,28,56,50.0,2,1.5,0.7,+0.5,6,23,7,4,29
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,3.0,69,98,70.4,2113,1604,11,11,100.0,31,31,100.0,27,55,49.1,0,0.0,0.0,0.0,0,1,0,0,0
Therence Koudou,FRA,DF,Reims,Ligue 1,18,2004,3.5,142,173,82.1,2412,704,62,69,89.9,66,73,90.4,10,21,47.6,0,0.3,0.3,-0.3,5,8,3,2,14
Jules Koundé,FRA,DF,Barcelona,La Liga,24,1998,32.2,2478,2757,89.9,41514,13135,1192,1263,94.4,1090,1164,93.6,156,237,65.8,2,2.2,2.6,-0.2,23,267,20,5,245
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,26,1997,21.4,719,873,82.4,14305,5064,217,251,86.5,387,436,88.8,99,155,63.9,2,1.3,0.4,+0.7,5,49,1,0,58
Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,33,1989,2.4,47,74,63.5,604,159,32,43,74.4,11,19,57.9,1,2,50.0,0,0.0,0.0,0.0,1,3,0,0,5
Mateo Kovačić,CRO,MF,Manchester City,Premier League,29,1994,17.2,1435,1527,94.0,20506,4603,835,862,96.9,514,544,94.5,41,57,71.9,0,1.6,1.9,-1.6,21,120,15,0,100
Viktor Kovalenko,UKR,MF,Empoli,Serie A,27,1996,6.8,179,250,71.6,2662,743,100,122,82.0,63,87,72.4,11,27,40.7,1,0.8,0.6,+0.2,8,15,5,2,20
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,23,2000,1.0,17,17,100.0,376,274,4,4,100.0,9,9,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Dawid Kownacki,POL,FW,Werder Bremen,Bundesliga,26,1997,4.2,69,109,63.3,942,199,36,50,72.0,21,34,61.8,4,7,57.1,0,0.4,0.6,-0.4,5,10,1,0,10
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,28,1994,10.1,488,580,84.1,7498,2971,246,275,89.5,216,236,91.5,15,39,38.5,0,1.0,0.8,-1.0,9,26,13,7,29
Alex Král,CZE,MF,Union Berlin,Bundesliga,25,1998,15.2,340,487,69.8,5624,1533,158,196,80.6,149,196,76.0,24,55,43.6,0,0.4,0.5,-0.4,5,32,6,2,44
Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,32,1991,24.4,904,1139,79.4,13884,3748,494,558,88.5,305,373,81.8,72,132,54.5,6,7.3,7.0,-1.3,78,67,22,3,119
Christoph Kramer,GER,MF,Gladbach,Bundesliga,32,1991,2.8,145,183,79.2,1896,667,87,108,80.6,38,43,88.4,7,12,58.3,0,0.1,0.4,-0.1,2,14,1,0,17
Frans Krätzig,GER,DF,Bayern Munich,Bundesliga,20,2003,0.6,45,50,90.0,705,183,24,26,92.3,18,20,90.0,2,3,66.7,0,0.3,0.1,-0.3,2,3,1,0,7
Tom Krauß,GER,MF,Mainz 05,Bundesliga,22,2001,15.0,486,651,74.7,7591,2399,262,314,83.4,186,228,81.6,28,61,45.9,2,0.4,0.8,+1.6,7,42,9,2,68
Rasmus Kristensen,DEN,DF,Roma,Serie A,26,1997,19.4,799,1037,77.0,12574,3602,413,468,88.2,323,408,79.2,43,100,43.0,1,0.9,1.3,+0.1,12,35,11,8,40
Thomas Kristensen,DEN,DF,Udinese,Serie A,21,2002,23.3,662,863,76.7,12745,5457,262,307,85.3,316,399,79.2,77,132,58.3,1,0.4,0.2,+0.6,4,33,2,0,47
Toni Kroos,GER,MF,Real Madrid,La Liga,33,1990,23.6,2291,2505,91.5,42164,15443,1087,1121,97.0,828,881,94.0,333,438,76.0,8,4.9,5.9,+3.1,62,327,23,5,290
Nikola Krstović,MNE,FW,Lecce,Serie A,23,2000,26.4,354,526,67.3,4950,1126,207,284,72.9,97,128,75.8,22,35,62.9,1,3.0,1.7,-2.0,41,28,14,1,52
Rade Krunić,BIH,MF,Milan,Serie A,29,1993,7.6,388,431,90.0,5999,1258,195,209,93.3,161,179,89.9,19,23,82.6,0,0.5,0.3,-0.5,5,17,2,0,24
Lukas Kübler,GER,DF,Freiburg,Bundesliga,30,1992,20.5,805,1030,78.2,13760,4910,379,427,88.8,340,423,80.4,74,146,50.7,0,0.3,0.6,-0.3,4,74,4,2,70
Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,22,2001,23.9,611,862,70.9,9540,2892,353,417,84.7,183,255,71.8,54,116,46.6,4,6.4,6.5,-2.4,58,38,31,5,89
Mahmut Kücüksahin,,MF,Augsburg,Bundesliga,19,2004,0.0,4,4,100.0,59,17,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Mohammed Kudus,GHA,"FW,MF",West Ham,Premier League,22,2000,27.6,677,875,77.4,11263,1764,357,405,88.1,231,281,82.2,70,108,64.8,6,3.5,3.7,+2.5,28,32,29,16,80
Christian Kühlwetter,GER,MF,Heidenheim,Bundesliga,27,1996,0.1,1,2,50.0,24,11,0,1,0.0,1,1,100.0,0,0,,1,0.6,0.4,+0.4,1,0,0,0,0
Dejan Kulusevski,SWE,"FW,MF",Tottenham,Premier League,23,2000,30.7,953,1234,77.2,13509,3584,610,700,87.1,279,363,76.9,39,72,54.2,3,7.7,6.7,-4.7,66,55,73,19,144
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,18,2005,10.3,470,592,79.4,7036,1816,266,306,86.9,180,224,80.4,14,40,35.0,1,0.7,0.6,+0.3,5,30,11,4,42
Marash Kumbulla,ALB,DF,Sassuolo,Serie A,23,2000,4.0,83,106,78.3,1761,785,20,22,90.9,52,59,88.1,8,20,40.0,0,0.0,0.0,0.0,0,5,2,0,3
Justin Kumi,ITA,FW,Sassuolo,Serie A,19,2004,0.0,2,2,100.0,41,15,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,30,1992,0.1,13,13,100.0,206,38,7,7,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Berkan Kutlu,TUR,MF,Genoa,Serie A,25,1998,2.2,46,64,71.9,867,363,21,27,77.8,12,14,85.7,10,16,62.5,0,0.3,0.3,-0.3,5,7,4,3,5
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,30,1993,23.2,824,1050,78.5,12347,3407,422,511,82.6,305,360,84.7,42,77,54.5,2,1.3,1.3,+0.7,29,87,21,1,119
Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22,2001,30.4,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89
Giorgi Kvernadze,GEO,"FW,DF",Frosinone,Serie A,20,2003,0.7,31,36,86.1,498,57,17,18,94.4,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1
Moritz-Broni Kwarteng,GHA,FW,Bochum,Bundesliga,25,1998,3.1,67,94,71.3,990,208,37,42,88.1,25,36,69.4,3,9,33.3,1,0.5,0.1,+0.5,4,3,2,0,6
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27,1995,11.4,198,265,74.7,2891,584,98,122,80.3,47,65,72.3,22,27,81.5,1,1.2,1.1,-0.2,12,19,12,1,30
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,27,1996,19.0,891,1080,82.5,15032,4779,446,472,94.5,366,434,84.3,64,120,53.3,3,1.4,2.0,+1.6,21,62,20,12,70
Luca de la Torre,USA,MF,Celta Vigo,La Liga,25,1998,21.7,620,764,81.2,7881,2176,396,440,90.0,176,205,85.9,14,27,51.9,4,1.4,1.5,+2.6,17,58,7,0,93
Gaëtan Laborde,FRA,"FW,MF",Nice,Ligue 1,29,1994,21.2,366,558,65.6,5696,1386,188,253,74.3,132,194,68.0,24,66,36.4,2,1.8,2.2,+0.2,27,25,26,12,46
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,32,1991,25.5,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63.0,2,1.9,2.1,+0.1,21,38,17,2,61
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,23,2000,26.2,1228,1449,84.7,24787,9524,396,448,88.4,674,748,90.1,150,216,69.4,1,0.8,1.3,+0.2,8,91,6,2,79
Alban Lafont,FRA,GK,Nantes,Ligue 1,24,1999,27.7,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0.0,0.0,0.0,0,14,0,0,3
Yoel Lago,ESP,DF,Celta Vigo,La Liga,19,2004,1.0,82,86,95.3,1376,591,35,38,92.1,43,43,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26,1996,11.9,404,512,78.9,6574,1856,194,228,85.1,154,191,80.6,35,52,67.3,3,1.0,1.6,+2.0,12,38,17,5,56
Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,1294,1457,88.8,19611,5056,701,763,91.9,535,579,92.4,38,51,74.5,3,3.9,4.5,-0.9,24,104,26,7,127
Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,375,483,77.6,5727,1973,203,232,87.5,151,191,79.1,15,38,39.5,1,0.7,1.1,+0.3,8,22,12,4,37
Kenny Lala,MAD,DF,Brest,Ligue 1,31,1991,33.0,1713,2195,78.0,35548,12428,600,693,86.6,773,938,82.4,321,488,65.8,3,3.3,4.3,-0.3,35,164,45,19,200
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,451,509,88.6,4936,1088,326,352,92.6,78,90,86.7,7,8,87.5,1,1.7,2.0,-0.7,15,21,16,1,39
Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,0.1,4,5,80.0,45,13,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,142,174,81.6,1854,451,90,102,88.2,43,54,79.6,2,6,33.3,0,1.0,0.7,-1.0,12,11,6,2,17
Mohamed Lamine Bayo,GUI,FW,Le Havre,Ligue 1,25,1998,15.4,201,310,64.8,2723,559,115,163,70.6,62,94,66.0,6,13,46.2,1,0.6,0.6,+0.4,13,17,11,1,20
Didier Lamkel Zé,CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,137,190,72.1,2652,608,54,67,80.6,61,81,75.3,17,28,60.7,0,0.9,0.2,-0.9,6,14,3,0,19
Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,379,454,83.5,5485,916,217,242,89.7,135,163,82.8,13,22,59.1,3,1.2,0.8,+1.8,10,6,12,6,17
Bruno Langa,MOZ,DF,Almería,La Liga,25,1997,9.1,307,400,76.8,5062,2470,153,176,86.9,123,153,80.4,24,51,47.1,0,0.4,0.3,-0.4,7,18,8,3,25
Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,13.4,120,171,70.2,1645,217,72,91,79.1,34,42,81.0,6,11,54.5,1,1.1,0.7,-0.1,19,2,3,2,4
Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,0.1,11,11,100.0,202,48,4,4,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,20.2,883,1023,86.3,18687,7085,251,271,92.6,482,515,93.6,140,219,63.9,0,0.0,0.3,0.0,1,66,7,1,56
Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,20.3,184,294,62.6,2419,410,107,149,71.8,51,79,64.6,10,16,62.5,2,1.4,0.5,+0.6,11,8,1,0,13
Yasser Larouci,ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,131,185,70.8,1969,714,76,89,85.4,45,59,76.3,6,17,35.3,0,0.3,0.1,-0.3,2,11,0,0,14
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,835,965,86.5,13897,3346,376,419,89.7,379,417,90.9,54,76,71.1,1,1.4,1.5,-0.4,10,52,8,4,68
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,12.0,669,774,86.4,11616,3694,252,275,91.6,383,421,91.0,29,61,47.5,0,0.1,0.1,-0.1,2,38,1,0,31
