Player,Nation,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Mohamed Amoura,ALG,FW,Union SG,23,2000,15.9,220,367,59.9,3154,800,120,183,65.6,60,108,55.6,15,26,57.7,2,2.4,3.3,-0.4,17,20,12,0,30
Francis Amuzu,BEL,FW,Anderlecht,23,1999,6.3,141,181,77.9,2067,423,69,79,87.3,54,65,83.1,7,14,50.0,0,1.5,0.9,-1.5,9,5,10,4,13
Frederic Ananou,TOG,"DF,MF",Sint-Truiden,25,1997,6.0,250,290,86.2,3718,714,139,151,92.1,90,100,90.0,10,21,47.6,1,0.5,0.3,+0.5,7,6,4,1,17
Stelios Andreou,CYP,DF,Charleroi,21,2002,26.8,842,1064,79.1,16814,6120,265,317,83.6,424,505,84.0,131,200,65.5,1,0.6,0.6,+0.4,2,55,1,0,84
Nilson Angulo,ECU,"FW,MF",Anderlecht,20,2003,0.5,24,36,66.7,337,121,13,18,72.2,9,12,75.0,0,2,0.0,0,0.1,0.2,-0.1,1,2,2,0,3
Bill Antonio,ZIM,"MF,FW",Mechelen,20,2002,6.4,120,185,64.9,2020,930,59,78,75.6,50,73,68.5,9,19,47.4,0,1.2,1.4,-1.2,5,5,10,4,16
Kristian Arnstad,NOR,"DF,MF",Anderlecht,19,2003,7.2,308,398,77.4,4744,1289,167,194,86.1,100,135,74.1,23,41,56.1,1,0.3,0.5,+0.7,6,21,1,0,26
Tolu Arokodare,NGA,FW,Genk,22,2000,14.5,200,294,68.0,2546,442,119,166,71.7,57,82,69.5,6,11,54.5,2,2.0,1.4,0.0,19,12,5,0,20
Gerardo Arteaga,MEX,DF,Genk,24,1998,13.4,588,733,80.2,9376,3428,290,324,89.5,230,281,81.9,38,71,53.5,0,0.5,0.8,-0.5,9,70,10,8,83
Isaac Asante,GHA,"DF,MF",Mechelen,20,2002,0.1,1,2,50.0,5,2,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Dirk Asare,BEL,MF,Mechelen,19,2004,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Majeed Ashimeru,GHA,MF,Anderlecht,25,1997,1.3,48,60,80.0,754,198,25,29,86.2,16,21,76.2,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4
Christalino Atemona,GER,DF,Kortrijk,21,2002,1.1,31,41,75.6,560,237,10,12,83.3,18,22,81.8,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,2
Lynnt Audoor,BEL,MF,Kortrijk,19,2003,4.5,155,190,81.6,2345,821,69,82,84.1,67,79,84.8,7,11,63.6,0,0.2,0.1,-0.2,2,16,1,0,22
Ludwig Augustinsson,SWE,DF,Anderlecht,29,1994,18.1,851,1089,78.1,14326,5487,390,453,86.1,362,430,84.2,68,155,43.9,3,4.0,2.5,-1.0,22,67,31,17,84
Felipe Augusto,BRA,"FW,MF",Cercle Brugge,19,2004,4.9,50,95,52.6,611,208,31,49,63.3,15,31,48.4,0,3,0.0,1,0.9,0.6,+0.1,8,5,4,1,8
Felipe Avenatti,URU,"FW,MF",Kortrijk,30,1993,17.4,382,607,62.9,6230,1712,193,304,63.5,117,177,66.1,43,76,56.6,0,0.9,1.3,-0.9,13,52,13,0,61
Gastón Ávila,ARG,DF,Antwerp,21,2001,2.0,103,130,79.2,2157,705,34,38,89.5,51,60,85.0,18,27,66.7,1,0.2,0.2,+0.8,4,16,5,2,16
Youssouph Badji,SEN,"FW,MF",Charleroi,21,2001,10.4,194,285,68.1,2591,704,113,161,70.2,55,81,67.9,9,13,69.2,0,0.4,0.8,-0.4,7,21,4,0,21
Bilal Bafdili,BEL,"MF,FW",Mechelen,18,2004,1.9,38,51,74.5,575,157,22,27,81.5,12,17,70.6,3,6,50.0,0,0.0,0.1,0.0,0,1,0,0,7
Jonas Bager,DEN,DF,Charleroi,27,1996,16.7,466,609,76.5,8449,3388,185,222,83.3,223,275,81.1,44,87,50.6,1,0.6,0.6,+0.4,7,37,7,1,58
Brandon Baiye,BEL,MF,Eupen,22,2000,23.0,735,890,82.6,12799,3130,295,354,83.3,353,404,87.4,63,79,79.7,0,0.8,0.7,-0.8,12,56,8,0,69
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,19.8,627,851,73.7,10853,2877,287,343,83.7,264,334,79.0,60,117,51.3,5,4.0,3.5,+1.0,36,40,36,9,102
William Balikwisha,COD,MF,Standard Liège,24,1999,12.1,424,555,76.4,7403,2162,169,211,80.1,196,245,80.0,43,66,65.2,1,1.3,1.2,-0.3,19,50,17,8,70
Sacha Banse,BFA,MF,Standard Liège,22,2001,0.5,12,17,70.6,260,83,5,6,83.3,4,4,100.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,0
Ezechiel Banzuzi,NED,MF,OH Leuven,18,2005,19.4,496,686,72.3,8725,2120,223,297,75.1,204,266,76.7,55,81,67.9,0,1.6,1.2,-1.6,9,45,8,0,62
Víctor Barberá,ESP,"FW,MF",Club Brugge,18,2004,0.4,4,9,44.4,42,0,2,5,40.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,21,2001,4.8,74,104,71.2,984,184,46,57,80.7,19,28,67.9,3,9,33.3,0,0.3,0.1,-0.3,5,3,1,0,4
Jacob Barrett Laursen,DEN,DF,Standard Liège,28,1994,1.7,55,67,82.1,887,250,26,31,83.9,19,22,86.4,6,9,66.7,0,0.0,0.0,0.0,0,2,0,0,0
Norman Bassette,BEL,"FW,MF",Mechelen,18,2004,6.4,57,103,55.3,848,129,34,56,60.7,17,29,58.6,3,7,42.9,0,0.7,0.2,-0.7,4,4,1,0,5
Jelle Bataille,BEL,DF,Antwerp,24,1999,24.2,1568,1920,81.7,26566,8206,745,842,88.5,662,772,85.8,124,228,54.4,0,2.3,3.7,-2.3,28,128,47,12,174
David Bates,SCO,DF,Mechelen,26,1996,23.2,1205,1356,88.9,25860,7893,259,308,84.1,790,829,95.3,145,193,75.1,0,1.4,1.0,-1.4,7,53,1,0,53
Emin Bayram,TUR,DF,Westerlo,20,2003,21.9,1009,1243,81.2,20825,6686,309,378,81.7,515,581,88.6,164,243,67.5,2,0.8,0.9,+1.2,5,67,7,1,78
Rafik Belghali,ALG,DF,Mechelen,21,2002,2.9,140,168,83.3,2054,588,65,75,86.7,62,72,86.1,4,7,57.1,1,0.2,0.2,+0.8,4,7,5,3,12
Nadhir Benbouali,ALG,"FW,MF",Charleroi,23,2000,3.7,76,112,67.9,843,204,49,63,77.8,12,23,52.2,1,2,50.0,0,0.4,0.3,-0.4,4,2,1,0,10
Ján Bernát,SVK,MF,Westerlo,22,2001,0.0,1,2,50.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Antoine Bernier,BEL,"FW,MF",Charleroi,25,1997,7.4,115,153,75.2,1443,413,61,72,84.7,35,51,68.6,1,2,50.0,1,0.4,0.8,+0.6,6,6,8,2,17
Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,22,2000,0.4,6,9,66.7,82,15,5,6,83.3,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,25,1997,16.1,246,362,68.0,3949,1103,129,173,74.6,82,118,69.5,23,39,59.0,1,1.8,1.6,-0.8,13,26,12,1,40
Nathan Bitumazala,FRA,"MF,FW",Eupen,20,2002,1.3,25,33,75.8,407,117,11,13,84.6,9,12,75.0,3,4,75.0,0,0.1,0.1,-0.1,3,5,1,1,6
Eric Bocat,FRA,"DF,MF",Sint-Truiden,24,1999,27.2,1171,1469,79.7,19145,4528,555,641,86.6,516,618,83.5,69,142,48.6,3,3.2,4.1,-0.2,35,56,32,16,83
Arnaud Bodart,BEL,GK,Standard Liège,25,1998,29.0,639,952,67.1,17259,12309,113,114,99.1,330,332,99.4,189,496,38.1,0,0.0,0.0,0.0,0,17,0,0,1
Merveille Bokadi,COD,DF,Standard Liège,31,1992,14.5,686,790,86.8,13397,5053,214,242,88.4,366,404,90.6,85,114,74.6,1,0.2,0.2,+0.8,3,38,0,0,55
Sinan Bolat,TUR,GK,Westerlo,34,1988,26.0,731,985,74.2,19577,12310,114,114,100.0,374,380,98.4,235,480,49.0,0,0.0,0.0,0.0,0,5,0,0,0
Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28,1995,0.9,44,52,84.6,694,254,18,18,100.0,23,29,79.3,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,5
Christopher Bonsu Baah,GHA,FW,Genk,18,2004,13.2,341,486,70.2,5330,1356,176,236,74.6,122,163,74.8,20,38,52.6,1,3.0,2.6,-2.0,33,18,23,2,47
Jordan Bos,AUS,DF,Westerlo,20,2002,19.0,670,895,74.9,10179,3238,346,423,81.8,276,358,77.1,27,65,41.5,1,1.9,1.4,-0.9,16,38,10,5,64
Mohamed Bouchouari,BEL,DF,Anderlecht,22,2000,0.0,3,4,75.0,50,17,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Mehdi Boukamir,MAR,DF,Charleroi,19,2004,5.2,178,240,74.2,3031,912,75,92,81.5,89,102,87.3,8,33,24.2,0,0.0,0.0,0.0,2,8,0,0,13
Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,2.0,82,101,81.2,1585,490,28,33,84.8,45,52,86.5,8,14,57.1,0,0.0,0.0,0.0,0,3,0,0,2
Jonatan Braut Brunes,NOR,FW,OH Leuven,22,2000,11.8,139,217,64.1,2028,376,67,101,66.3,56,84,66.7,7,10,70.0,1,0.6,0.6,+0.4,7,6,3,0,15
Archie Brown,ENG,DF,Gent,21,2002,18.3,726,1035,70.1,12126,4413,350,445,78.7,286,382,74.9,65,144,45.1,3,2.9,2.6,+0.1,16,42,21,14,59
Massimo Bruno,BEL,"MF,FW",Kortrijk,29,1993,12.6,406,550,73.8,6941,2098,182,233,78.1,162,206,78.6,41,76,53.9,3,1.5,1.8,+1.5,18,39,12,3,60
Tajon Buchanan,CAN,DF,Club Brugge,24,1999,9.2,394,517,76.2,5959,2043,218,249,87.6,141,194,72.7,19,47,40.4,2,1.9,0.9,+0.1,9,31,8,3,39
Christian Burgess,ENG,DF,Union SG,31,1991,27.5,1181,1430,82.6,26423,9899,260,323,80.5,676,769,87.9,235,310,75.8,1,0.5,0.3,+0.5,7,58,3,0,110
Jean Butez,FRA,GK,Antwerp,28,1995,30.0,1085,1410,77.0,29135,21320,198,201,98.5,552,558,98.9,334,646,51.7,0,0.8,0.7,-0.8,3,24,4,0,3
Etienne Camara,FRA,MF,Charleroi,20,2003,3.8,134,185,72.4,2370,460,59,79,74.7,57,66,86.4,13,30,43.3,0,0.2,0.1,-0.2,2,7,0,0,8
Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20,2003,17.8,506,701,72.2,7540,3008,276,344,80.2,178,242,73.6,25,65,38.5,5,2.8,1.9,+2.2,19,27,11,6,36
Cihan Çanak,TUR,"DF,MF",Standard Liège,18,2005,6.9,201,298,67.4,3266,1212,105,119,88.2,68,104,65.4,17,49,34.7,2,1.7,1.9,+0.3,14,17,8,4,22
Alessio Castro-Montes,BEL,DF,Gent,26,1997,0.7,49,70,70.0,873,269,22,29,75.9,22,27,81.5,4,10,40.0,0,0.0,0.0,0.0,2,6,1,0,8
Alessio Castro-Montes,BEL,DF,Union SG,26,1997,20.8,684,934,73.2,12027,5036,305,375,81.3,278,359,77.4,79,144,54.9,2,2.9,2.7,-0.9,35,70,33,13,112
Nacer Chadli,BEL,"MF,FW",Westerlo,33,1989,7.9,270,345,78.3,4355,1121,121,150,80.7,116,135,85.9,18,35,51.4,2,0.5,1.0,+1.5,10,17,14,3,42
Youssef Challouk,BEL,"MF,FW",Kortrijk,27,1995,0.5,19,25,76.0,239,70,11,12,91.7,7,9,77.8,0,2,0.0,0,0.1,0.1,-0.1,2,3,1,1,4
Regan Charles-Cook,GRN,"FW,MF",Eupen,26,1997,14.9,268,351,76.4,3869,792,154,192,80.2,86,106,81.1,13,20,65.0,2,2.2,1.5,-0.2,15,10,11,1,25
Isaac Christie-Davies,WAL,MF,Eupen,25,1997,6.3,236,294,80.3,3921,1031,109,126,86.5,104,124,83.9,18,29,62.1,1,0.5,0.3,+0.5,6,18,3,0,24
Elias Cobbaut,BEL,DF,Mechelen,25,1997,24.0,1218,1441,84.5,26928,9927,273,311,87.8,753,794,94.8,184,300,61.3,0,1.0,1.4,-1.0,6,134,11,2,114
Valentin Cojocaru,ROU,GK,OH Leuven,27,1995,3.0,92,100,92.0,2454,1690,17,17,100.0,48,49,98.0,26,32,81.3,0,0.0,0.0,0.0,0,3,0,0,1
Antoine Colassin,BEL,FW,Anderlecht,22,2001,0.1,6,6,100.0,65,7,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Jo Coppens,BEL,GK,Sint-Truiden,32,1990,4.0,162,199,81.4,3368,2155,57,57,100.0,76,79,96.2,27,61,44.3,0,0.0,0.0,0.0,0,0,0,0,0
Kobe Corbanie,BEL,"DF,MF",Antwerp,18,2005,1.6,71,97,73.2,1118,420,38,49,77.6,27,36,75.0,5,8,62.5,1,0.1,0.4,+0.9,1,5,0,0,5
Gaëtan Coucke,BEL,GK,Mechelen,24,1998,30.0,801,1094,73.2,22758,16906,153,155,98.7,360,369,97.6,286,566,50.5,0,0.0,0.1,0.0,0,17,0,0,2
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,15.1,1160,1258,92.2,24812,6421,216,236,91.5,799,829,96.4,138,179,77.1,0,0.1,0.3,-0.1,3,43,2,1,40
Carlos Cuesta,COL,DF,Genk,24,1999,22.8,1115,1285,86.8,23102,7363,280,328,85.4,692,738,93.8,127,183,69.4,0,0.8,0.8,-0.8,7,103,8,0,143
Hugo Cuypers,BEL,FW,Gent,26,1997,18.1,300,441,68.0,4329,983,174,241,72.2,87,126,69.0,19,24,79.2,0,1.4,1.5,-1.4,13,20,18,3,37
Oday Dabbagh,PLE,FW,Charleroi,24,1998,16.3,343,452,75.9,4412,557,205,259,79.2,90,113,79.6,12,15,80.0,1,1.2,1.2,-0.2,14,22,6,1,22
Erdon Daci,MKD,FW,Westerlo,25,1998,7.7,116,172,67.4,1973,390,56,78,71.8,43,59,72.9,11,16,68.8,1,0.5,0.6,+0.5,4,11,4,1,11
Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,24,1998,20.3,489,753,64.9,8751,2953,223,296,75.3,191,267,71.5,62,130,47.7,5,4.6,3.3,+0.4,45,35,38,12,83
Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,21,2001,3.6,82,113,72.6,1247,481,46,57,80.7,28,36,77.8,5,14,35.7,0,0.1,0.2,-0.1,4,7,1,0,7
Jesper Daland,NOR,DF,Cercle Brugge,23,2000,28.1,709,1108,64.0,14366,6899,238,341,69.8,345,489,70.6,107,230,46.5,1,1.5,1.5,-0.5,14,95,16,1,116
Achraf Dari,MAR,DF,Charleroi,24,1999,3.5,97,147,66.0,2196,830,27,40,67.5,46,61,75.4,24,44,54.5,0,0.0,0.0,0.0,0,8,1,0,5
Jason Davidson,AUS,DF,Eupen,32,1991,25.9,1120,1588,70.5,19562,9616,521,614,84.9,451,607,74.3,119,280,42.5,0,1.2,1.9,-1.2,15,99,23,14,126
Isaak Davies,WAL,FW,Kortrijk,21,2001,19.2,180,272,66.2,2485,272,101,145,69.7,57,78,73.1,8,14,57.1,0,0.2,0.4,-0.2,5,6,2,0,15
Maxim De Cuyper,BEL,DF,Club Brugge,22,2000,24.0,1423,1790,79.5,26641,9053,589,662,89.0,593,712,83.3,201,338,59.5,7,4.2,6.3,+2.8,53,121,44,17,184
Ritchie De Laet,BEL,DF,Antwerp,34,1988,10.9,632,758,83.4,11232,4370,252,281,89.7,313,347,90.2,52,99,52.5,1,0.6,0.5,+0.4,6,51,3,2,51
Dion De Neve,BEL,"DF,MF",Kortrijk,21,2002,21.4,612,935,65.5,9765,3976,316,394,80.2,229,350,65.4,43,124,34.7,1,1.4,1.8,-0.4,20,28,28,25,41
Alexis De Sart,BEL,MF,RWD Molenbeek,26,1996,5.4,144,213,67.6,2308,798,64,81,79.0,57,88,64.8,11,20,55.0,2,1.2,1.3,+0.8,4,16,4,1,19
Julien De Sart,BEL,MF,Gent,28,1994,28.3,1297,1739,74.6,29290,9361,406,515,78.8,541,690,78.4,312,457,68.3,0,2.8,2.3,-2.8,26,215,27,4,210
Tibe De Vlieger,BEL,"MF,FW",Gent,17,2005,0.4,22,30,73.3,372,54,11,13,84.6,8,11,72.7,2,4,50.0,0,0.0,0.0,0.0,0,4,0,0,2
Nils De Wilde,BEL,MF,Cercle Brugge,20,2003,8.0,188,295,63.7,3250,1593,88,123,71.5,73,108,67.6,20,45,44.4,1,0.5,0.5,+0.5,8,40,7,1,58
Zeno Debast,BEL,DF,Anderlecht,19,2003,27.5,1687,1996,84.5,38012,11903,385,433,88.9,966,1036,93.2,315,484,65.1,0,0.7,1.0,-0.7,11,168,8,1,153
Massimo Decoene,BEL,FW,Kortrijk,19,2004,0.1,9,13,69.2,132,47,4,5,80.0,5,8,62.5,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
Robbe Decostere,BEL,DF,Cercle Brugge,25,1998,0.0,4,7,57.1,92,71,1,2,50.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Théo Defourny,BEL,GK,RWD Molenbeek,31,1992,29.8,581,894,65.0,18935,15323,87,87,100.0,222,226,98.2,260,563,46.2,0,0.0,0.1,0.0,1,17,1,0,1
Tristan Degreef,BEL,MF,Anderlecht,18,2005,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Thomas Delaney,DEN,"MF,DF",Anderlecht,31,1991,10.1,353,507,69.6,6583,1738,131,176,74.4,166,219,75.8,44,86,51.2,0,0.9,1.1,-0.9,5,31,8,2,45
Martin Delavallée,BEL,GK,Charleroi,19,2004,0.0,3,3,100.0,140,135,0,0,,0,0,,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Hannes Delcroix,BEL,DF,Anderlecht,24,1999,0.1,1,1,100.0,16,7,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Mathias Delorge,BEL,MF,Sint-Truiden,19,2004,29.5,1625,1885,86.2,32616,8484,566,649,87.2,762,824,92.5,261,340,76.8,2,1.4,2.3,+0.6,24,166,20,2,190
Olivier Deman,BEL,"DF,MF",Cercle Brugge,23,2000,4.2,154,214,72.0,2773,1295,59,73,80.8,82,111,73.9,11,19,57.9,0,1.1,0.7,-1.1,7,13,7,3,24
Kévin Denkey,TOG,FW,Cercle Brugge,22,2000,27.7,444,668,66.5,5948,1278,240,358,67.0,148,201,73.6,11,20,55.0,0,2.8,3.4,-2.8,30,32,25,0,62
Jerome Deom,BEL,"MF,FW",Eupen,24,1999,8.5,212,296,71.6,3278,1105,105,131,80.2,73,98,74.5,15,37,40.5,1,0.8,0.9,+0.2,7,17,2,1,28
Laurent Depoitre,BEL,FW,Gent,34,1988,4.3,81,124,65.3,1144,269,48,71,67.6,26,36,72.2,3,5,60.0,1,0.7,0.8,+0.3,5,10,7,1,10
Gilles Dewaele,BEL,"DF,MF",Standard Liège,27,1996,7.5,329,464,70.9,5509,1932,155,195,79.5,145,185,78.4,20,64,31.3,1,1.0,0.4,0.0,7,21,3,1,30
Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21,2002,1.0,36,45,80.0,724,287,7,9,77.8,24,26,92.3,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,0
Amadou Diawara,GUI,MF,Anderlecht,26,1997,6.6,235,278,84.5,4173,1112,93,103,90.3,115,132,87.1,18,32,56.3,0,0.0,0.2,0.0,3,23,1,0,27
Moussa Djenepo,MLI,"DF,FW",Standard Liège,25,1998,16.6,371,479,77.5,5593,1144,199,231,86.1,135,167,80.8,22,41,53.7,0,1.5,2.2,-1.5,16,21,12,5,28
Noah Dodeigne,BEL,"DF,FW",Standard Liège,20,2003,0.4,15,19,78.9,271,98,7,8,87.5,5,6,83.3,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Kasper Dolberg,DEN,FW,Anderlecht,25,1997,23.9,297,399,74.4,3795,711,182,233,78.1,74,97,76.3,11,15,73.3,2,1.8,1.7,+0.2,17,25,7,0,33
Joren Dom,BEL,"MF,DF",OH Leuven,33,1989,16.0,374,565,66.2,7043,2489,152,200,76.0,164,225,72.9,48,110,43.6,1,0.3,0.6,+0.7,7,39,9,5,49
Djovkar Doudaev,BEL,DF,RWD Molenbeek,19,2003,2.3,95,113,84.1,1732,539,37,42,88.1,49,54,90.7,9,14,64.3,0,0.1,0.0,-0.1,1,4,1,0,6
Mahamadou Doumbia,MLI,MF,Antwerp,19,2004,4.1,127,151,84.1,1976,483,65,71,91.5,42,51,82.4,11,12,91.7,0,0.0,0.1,0.0,0,14,2,0,16
Souleyman Doumbia,CIV,DF,Standard Liège,26,1996,6.2,368,441,83.4,6269,1983,158,173,91.3,182,205,88.8,21,47,44.7,0,0.0,0.1,0.0,1,16,2,1,28
Vetle Dragsnes,NOR,"DF,MF",Charleroi,29,1994,19.5,677,911,74.3,10148,4068,353,427,82.7,259,348,74.4,32,70,45.7,3,1.7,1.8,+1.3,13,40,9,3,72
Denis Drăguș,ROU,FW,Standard Liège,24,1999,3.5,48,78,61.5,794,227,24,40,60.0,18,25,72.0,4,6,66.7,0,0.0,0.1,0.0,1,5,5,0,15
Anders Dreyer,DEN,"FW,MF",Anderlecht,25,1998,24.9,659,936,70.4,10312,3129,342,437,78.3,224,287,78.0,56,121,46.3,8,6.1,6.6,+1.9,46,45,58,4,107
Olivier Dumont,BEL,MF,Sint-Truiden,21,2002,0.9,30,39,76.9,431,110,16,20,80.0,10,13,76.9,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,2
Maxime Dupé,FRA,GK,Anderlecht,30,1993,7.0,216,268,80.6,5121,2957,49,50,98.0,123,129,95.3,44,89,49.4,0,0.0,0.0,0.0,0,1,0,0,0
Pierre Dwomoh,BEL,MF,RWD Molenbeek,19,2004,25.3,774,986,78.5,12843,4260,353,416,84.9,307,385,79.7,72,110,65.5,1,2.3,1.7,-1.3,14,80,14,2,114
Aron Dønnum,NOR,"DF,FW",Standard Liège,25,1998,4.8,133,197,67.5,2741,1023,54,67,80.6,47,66,71.2,27,57,47.4,1,0.7,0.6,+0.3,11,10,5,1,15
Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,19,2003,1.6,31,46,67.4,462,156,21,25,84.0,8,12,66.7,2,8,25.0,1,0.1,0.2,+0.9,2,3,2,1,5
Dennis Eckert,GER,FW,Union SG,26,1997,12.6,180,248,72.6,2675,621,89,121,73.6,58,76,76.3,14,21,66.7,2,1.6,1.4,+0.4,14,20,9,0,31
Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19,2004,2.0,27,39,69.2,372,105,14,19,73.7,11,17,64.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Chidera Ejuke,NGA,"FW,DF",Antwerp,25,1998,14.7,643,797,80.7,10866,2653,307,362,84.8,246,287,85.7,66,99,66.7,4,4.0,4.4,0.0,30,54,43,10,99
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,23.5,798,933,85.5,13675,3216,354,399,88.7,339,383,88.5,71,91,78.0,1,2.7,2.2,-1.7,17,75,18,1,109
Renaud Emond,BEL,FW,Standard Liège,31,1991,1.1,12,23,52.2,169,29,9,13,69.2,3,7,42.9,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
