Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Trent Alexander-Arnold,ENG,DF,Liverpool,24,1998,3.1,0,6,1,16.7,1.94,0.32,0.00,0.00,30.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Sotiris Alexandropoulos,GRE,"MF,FW",Olympiacos,21,2001,2.7,0,8,2,25.0,3.01,0.75,0.00,0.00,14.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Alisson,BRA,GK,Liverpool,30,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Barış Alper Yılmaz,TUR,"FW,DF",Galatasaray,23,2000,2.0,0,1,0,0.0,0.50,0.00,0.00,,15.4,0,0,0,0.0,0.0,0.05,0.0,0.0
Adrià Altimira,ESP,DF,Villarreal,22,2001,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Edson Álvarez,MEX,MF,West Ham,25,1997,5.5,1,3,1,33.3,0.54,0.18,0.33,1.00,17.8,0,0,0,0.5,0.5,0.16,+0.5,+0.5
Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Romeo Amane,CIV,MF,Häcken,20,2003,4.1,0,9,3,33.3,2.17,0.72,0.00,0.00,17.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2
Jaydon Amauri Banel,NED,MF,Ajax,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aurele Amenda,SUI,DF,Young Boys,20,2003,2.0,0,1,0,0.0,0.50,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Michael Amir Murillo,PAN,"DF,MF",Marseille,27,1996,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Amoura,ALG,FW,Union SG,23,2000,4.9,2,15,7,46.7,3.08,1.44,0.13,0.29,14.7,0,0,0,3.5,3.5,0.24,-1.5,-1.5
Nordin Amrabat,MAR,"MF,FW",AEK Athens,36,1987,5.1,0,7,1,14.3,1.37,0.20,0.00,0.00,21.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Andrés Andrade Cedeño,PAN,DF,LASK,24,1998,5.2,0,2,0,0.0,0.39,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Leandro Andrade,CPV,"FW,MF",Qarabağ,23,1999,8.7,2,17,7,41.2,1.95,0.80,0.12,0.29,17.3,0,0,0,1.2,1.2,0.07,+0.8,+0.8
Patrick Andrade,CPV,MF,Qarabağ,30,1993,2.8,0,6,2,33.3,2.16,0.72,0.00,0.00,24.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Markus Andreas Kaasa,NOR,MF,Molde,26,1997,4.0,0,6,0,0.0,1.50,0.00,0.00,,22.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Robert Andrich,GER,"MF,DF",Leverkusen,28,1994,8.4,1,12,3,25.0,1.42,0.36,0.08,0.33,22.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Angeliño,ESP,"DF,FW",Roma,26,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Goran Antonić,SRB,DF,TSC Bačka Top,32,1990,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Michail Antonio,JAM,FW,West Ham,33,1990,3.6,1,5,2,40.0,1.40,0.56,0.20,0.50,10.0,0,0,0,0.8,0.8,0.16,+0.2,+0.2
Alexis Antunes,SUI,"MF,FW",Servette FC,23,2000,3.2,0,5,3,60.0,1.55,0.93,0.00,0.00,24.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Houssem Aouar,ALG,MF,Roma,25,1998,4.4,0,2,0,0.0,0.45,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Ayman Aourir,GER,MF,Leverkusen,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,0.4,1,3,2,66.7,7.94,5.29,0.33,0.50,16.1,0,0,0,0.7,0.7,0.23,+0.3,+0.3
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,4.3,0,5,0,0.0,1.17,0.00,0.00,,11.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,2.3,0,6,2,33.3,2.65,0.88,0.00,0.00,18.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alphonse Areola,FRA,GK,West Ham,30,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lorenz Assignon,TOG,DF,Rennes,23,2000,4.0,1,4,2,50.0,1.00,0.50,0.25,0.50,11.7,0,0,0,0.3,0.3,0.09,+0.7,+0.7
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Noah Atubolu,GER,GK,Freiburg,21,2002,10.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,11.4,10,36,13,36.1,3.16,1.14,0.19,0.54,17.6,2,3,3,5.9,3.6,0.10,+4.1,+3.4
Fredrik Aursnes,NOR,DF,Benfica,27,1995,5.6,0,5,1,20.0,0.89,0.18,0.00,0.00,26.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Gastón Ávila,ARG,DF,Ajax,21,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,0.7,1,1,1,100.0,1.34,1.34,1.00,1.00,10.9,0,0,0,0.1,0.1,0.06,+0.9,+0.9
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Neil El Aynaoui,FRA,MF,Lens,22,2001,2.3,0,1,0,0.0,0.43,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Irakli Azarov,GEO,DF,Shakhtar,21,2002,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sardar Azmoun,IRN,FW,Roma,28,1995,1.9,0,4,2,50.0,2.06,1.03,0.00,0.00,18.1,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,0.4,0,1,0,0.0,2.81,0.00,0.00,,29.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,3.9,3,11,3,27.3,2.85,0.78,0.27,1.00,20.7,0,0,0,1.9,1.9,0.17,+1.1,+1.1
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,4.4,0,3,1,33.3,0.68,0.23,0.00,0.00,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,4.6,2,6,3,50.0,1.31,0.66,0.33,0.67,17.4,2,0,0,1.1,1.1,0.18,+0.9,+0.9
Alexander Bah,DEN,DF,Benfica,25,1997,5.6,0,3,1,33.3,0.53,0.18,0.00,0.00,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Eric Bailly,CIV,DF,Villarreal,29,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mitchel Bakker,NED,DF,Atalanta,23,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,1.5,0,2,0,0.0,1.32,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Carlos Baleba,CMR,MF,Brighton,19,2004,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Leonardo Balerdi,ARG,DF,Marseille,24,1999,11.4,0,1,0,0.0,0.09,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Husein Balic,AUT,FW,LASK,27,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David von Ballmoos,SUI,GK,Young Boys,28,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Banza,COD,FW,Braga,26,1996,2.3,2,4,2,50.0,1.71,0.86,0.25,0.50,14.2,0,1,1,1.9,1.1,0.28,+0.1,-0.1
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,1.4,1,1,1,100.0,0.71,0.71,1.00,1.00,4.5,0,0,0,0.3,0.3,0.30,+0.7,+0.7
Borna Barišić,CRO,DF,Rangers,30,1992,5.0,0,4,1,25.0,0.80,0.20,0.00,0.00,26.2,3,0,0,0.3,0.3,0.08,-0.3,-0.3
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,1.4,0,2,1,50.0,1.42,0.71,0.00,0.00,24.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Marc Bartra,ESP,DF,Betis,32,1991,1.0,0,1,0,0.0,1.00,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,3.7,1,2,0,0.0,0.54,0.00,0.00,,38.2,0,1,1,0.8,0.0,0.02,+0.2,0.0
Chris Bedia,CIV,FW,Servette FC,27,1996,4.4,2,8,1,12.5,1.81,0.23,0.13,1.00,17.6,0,1,1,1.7,0.9,0.12,+0.3,+0.1
Thomas Beelen,NED,DF,Feyenoord,22,2001,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,0.4,0,3,1,33.3,7.94,2.65,0.00,0.00,10.6,0,0,0,0.9,0.9,0.31,-0.9,-0.9
Héctor Bellerín,ESP,DF,Betis,28,1995,2.0,0,1,1,100.0,0.51,0.51,0.00,0.00,13.7,0,0,0,0.0,0.0,0.05,0.0,0.0
George Bello,USA,"MF,DF",LASK,21,2002,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,15.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Jeanuël Belocian,FRA,DF,Rennes,18,2005,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Belotti,ITA,FW,Roma,29,1993,3.0,3,9,5,55.6,2.99,1.66,0.33,0.60,12.3,0,0,0,1.7,1.7,0.19,+1.3,+1.3
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,5.1,1,11,2,18.2,2.16,0.39,0.09,0.50,19.1,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Ismaël Bennacer,ALG,MF,Milan,25,1997,2.0,0,4,0,0.0,1.97,0.00,0.00,,23.6,1,0,0,0.2,0.2,0.05,-0.2,-0.2
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,3.4,0,10,3,30.0,2.93,0.88,0.00,0.00,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Yassine Benzia,ALG,MF,Qarabağ,28,1994,8.0,2,9,2,22.2,1.13,0.25,0.22,1.00,20.2,1,0,0,0.6,0.6,0.07,+1.4,+1.4
Gustav Berggren,SWE,MF,RKS Raków,25,1997,4.9,0,4,0,0.0,0.82,0.00,0.00,,19.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,4.3,1,10,5,50.0,2.34,1.17,0.10,0.20,22.7,1,0,0,0.5,0.5,0.05,+0.5,+0.5
Steven Bergwijn,NED,FW,Ajax,25,1997,4.8,1,5,3,60.0,1.04,0.62,0.00,0.00,17.8,0,1,1,1.6,0.8,0.16,-0.6,-0.8
Veton Berisha,NOR,FW,Molde,29,1994,2.2,0,7,3,42.9,3.23,1.38,0.00,0.00,13.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,5.0,0,3,0,0.0,0.61,0.00,0.00,,22.4,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Pep Biel,ESP,MF,Olympiacos,26,1996,0.8,0,3,2,66.7,3.70,2.47,0.00,0.00,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,0.4,1,2,1,50.0,5.00,2.50,0.50,1.00,10.1,0,0,0,0.2,0.2,0.12,+0.8,+0.8
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,7.1,4,15,10,66.7,2.12,1.42,0.27,0.40,16.9,0,0,0,2.4,2.4,0.16,+1.6,+1.6
Martin Bjørnbak,NOR,DF,Molde,31,1992,2.5,1,1,1,100.0,0.40,0.40,1.00,1.00,3.4,0,0,0,0.2,0.2,0.18,+0.8,+0.8
Rubén Blanco,ESP,GK,Marseille,28,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,4.1,3,15,9,60.0,3.64,2.18,0.13,0.22,19.6,0,1,1,1.6,0.8,0.05,+1.4,+1.2
Lewin Blum,SUI,DF,Young Boys,22,2001,1.3,0,1,0,0.0,0.75,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.05,0.0,0.0
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,4.7,0,14,7,50.0,2.95,1.48,0.00,0.00,21.2,1,0,0,0.5,0.5,0.04,-0.5,-0.5
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,5.9,0,0,0,0.2,0.2,0.22,+0.8,+0.8
Victor Boniface,NGA,FW,Leverkusen,22,2000,4.2,5,23,9,39.1,5.46,2.14,0.17,0.44,17.6,0,1,1,4.6,3.8,0.17,+0.4,+0.2
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,2.2,0,1,0,0.0,0.45,0.00,0.00,,7.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Cristian Borja,COL,DF,Braga,30,1993,1.7,0,1,0,0.0,0.57,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,5.2,3,7,3,42.9,1.34,0.58,0.14,0.33,26.9,1,2,2,1.9,0.3,0.05,+1.1,+0.7
Edoardo Bove,ITA,MF,Roma,21,2002,7.9,1,5,1,20.0,0.64,0.13,0.20,1.00,15.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7
Jarrod Bowen,ENG,FW,West Ham,26,1996,6.1,1,19,6,31.6,3.11,0.98,0.05,0.17,14.4,0,0,0,2.0,2.0,0.11,-1.0,-1.0
Conor Bradley,NIR,DF,Liverpool,20,2003,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Bragança,POR,MF,Sporting CP,24,1999,5.5,0,10,4,40.0,1.83,0.73,0.00,0.00,19.7,0,0,0,1.4,1.3,0.13,-1.4,-1.3
Claudio Bravo,CHI,GK,Betis,40,1983,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Emil Breivik,NOR,MF,Molde,23,2000,5.0,2,6,5,83.3,1.20,1.00,0.33,0.40,11.8,0,0,0,0.7,0.7,0.11,+1.3,+1.3
Ben Brereton,CHI,FW,Villarreal,24,1999,2.4,0,9,4,44.4,3.72,1.65,0.00,0.00,19.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Maximilian Breunig,GER,FW,Freiburg,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brian Brobbey,NED,FW,Ajax,21,2002,5.1,2,7,5,71.4,1.38,0.99,0.29,0.40,9.7,0,0,0,1.7,1.7,0.24,+0.3,+0.3
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,1.3,0,1,0,0.0,0.75,0.00,0.00,,18.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Bruma,POR,"DF,MF",Braga,28,1994,0.6,0,1,0,0.0,1.55,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Isak Brusberg,SWE,MF,Häcken,16,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Facundo Buonanotte,ARG,"MF,FW",Brighton,18,2004,2.4,0,2,1,50.0,0.83,0.41,0.00,0.00,15.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Mick van Buren,NED,FW,Slavia Prague,30,1992,2.4,0,10,2,20.0,4.15,0.83,0.00,0.00,15.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Christian Burgess,ENG,DF,Union SG,31,1991,6.0,1,2,1,50.0,0.33,0.17,0.50,1.00,5.3,0,0,0,0.8,0.8,0.38,+0.2,+0.2
Jack Butland,ENG,GK,Rangers,30,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arthur Cabral,BRA,FW,Benfica,25,1998,2.4,0,9,3,33.3,3.79,1.26,0.00,0.00,14.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Caju,BRA,DF,Aris Limassol FC,28,1995,4.7,0,2,1,50.0,0.42,0.21,0.00,0.00,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Davide Calabria,ITA,DF,Milan,26,1996,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Josip Čalušić,CRO,DF,TSC Bačka Top,29,1993,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,12.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Mohamed Camara,GUI,MF,Olympiacos,26,1997,5.9,0,7,0,0.0,1.18,0.00,0.00,,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Aitor Cantalapiedra,ESP,FW,Panathinaikos,27,1996,2.6,0,7,1,14.3,2.74,0.39,0.00,0.00,15.4,1,0,0,0.9,0.9,0.13,-0.9,-0.9
Todd Cantwell,ENG,"FW,MF",Rangers,25,1998,2.0,1,5,3,60.0,2.45,1.47,0.20,0.33,14.0,0,0,0,0.5,0.5,0.10,+0.5,+0.5
Étienne Capoue,FRA,MF,Villarreal,35,1988,5.2,1,9,1,11.1,1.72,0.19,0.11,1.00,22.3,0,0,0,0.4,0.4,0.04,+0.6,+0.6
Christian Cappis,USA,"MF,DF",Molde,23,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Carreras,ESP,DF,Benfica,20,2003,1.2,0,1,1,100.0,0.82,0.82,0.00,0.00,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0
João Carvalho,POR,MF,Olympiacos,26,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vitor Carvalho,BRA,MF,Braga,26,1997,1.4,0,5,2,40.0,3.52,1.41,0.00,0.00,17.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
William Carvalho,POR,MF,Betis,31,1992,3.4,0,3,2,66.7,0.88,0.58,0.00,0.00,30.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,5.4,0,1,0,0.0,0.19,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Alessio Castro-Montes,BEL,"DF,MF",Union SG,26,1997,5.2,0,3,0,0.0,0.58,0.00,0.00,,19.8,1,0,0,0.2,0.2,0.07,-0.2,-0.2
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,3.7,0,7,1,14.3,1.88,0.27,0.00,0.00,19.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Marcin Cebula,POL,"FW,MF",RKS Raków,27,1995,3.3,0,4,2,50.0,1.22,0.61,0.00,0.00,14.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Zeki Çelik,TUR,DF,Roma,26,1997,9.0,0,4,1,25.0,0.44,0.11,0.00,0.00,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Luke Chambers,ENG,DF,Liverpool,19,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jhoanner Chávez,ECU,DF,Lens,21,2002,1.2,0,1,0,0.0,0.83,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Luigi Cherubini,ITA,MF,Roma,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tjaronn Chery,SUR,"MF,FW",Maccabi Haifa,35,1988,2.9,1,5,3,60.0,1.70,1.02,0.20,0.33,23.8,0,0,0,0.4,0.4,0.08,+0.6,+0.6
Edward Chilufya,ZAM,FW,Häcken,23,1999,5.1,0,8,2,25.0,1.57,0.39,0.00,0.00,15.8,0,0,0,1.4,1.4,0.17,-1.4,-1.4
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.3,0,2,1,50.0,1.55,0.78,0.00,0.00,23.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Mojmir Chytil,CZE,FW,Slavia Prague,24,1999,4.4,4,15,7,46.7,3.39,1.58,0.27,0.57,11.0,0,0,0,2.1,2.1,0.14,+1.9,+1.9
José Cifuentes,ECU,MF,Rangers,24,1999,2.7,0,1,0,0.0,0.38,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Aleksandar Ćirković,SRB,"FW,MF",TSC Bačka Top,21,2001,2.5,1,6,5,83.3,2.42,2.02,0.17,0.20,17.3,0,0,0,0.6,0.6,0.10,+0.4,+0.4
Moustapha Cissé,GUI,FW,Atalanta,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ibrahim Cissoko,NED,MF,Toulouse,20,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
