Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Jhonder Cádiz,VEN,FW,Famalicão,28,1995,25.6,15,88,29,33.0,3.44,1.13,0.14,0.41,15.1,0,3,4,12.5,9.5,0.11,+2.5,+2.5
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,23.1,4,56,18,32.1,2.42,0.78,0.07,0.22,20.1,0,0,1,4.4,3.6,0.07,-0.4,+0.4
Ibrahima Camará,GUI,"MF,DF",Boavista,24,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Cambila,ANG,GK,Estrela,21,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luan Campos,BRA,"FW,MF",Portimonense,21,2002,5.2,1,9,3,33.3,1.73,0.58,0.11,0.33,17.2,0,0,0,1.1,1.1,0.12,-0.1,-0.1
Fábio Cardoso,POR,DF,Porto,29,1994,13.4,1,11,4,36.4,0.82,0.30,0.09,0.25,12.2,0,0,0,1.2,1.2,0.11,-0.2,-0.2
Felippe Cardoso,BRA,FW,Casa Pia,24,1998,17.4,6,46,15,32.6,2.65,0.86,0.13,0.40,14.9,0,0,1,5.7,4.9,0.11,+0.3,+1.1
Carlinhos,BRA,MF,Portimonense,29,1994,31.6,10,78,26,33.3,2.47,0.82,0.08,0.23,27.4,19,4,4,7.2,4.0,0.05,+2.8,+2.0
João Carlos,BRA,"FW,DF",Estoril,28,1995,3.5,2,21,7,33.3,6.02,2.01,0.10,0.29,17.6,2,0,0,1.7,1.7,0.08,+0.3,+0.3
Zé Carlos,POR,"MF,DF",Vitória,21,2001,4.7,0,2,0,0.0,0.43,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Zé Carlos,POR,DF,Gil Vicente FC,25,1998,21.4,1,13,3,23.1,0.61,0.14,0.08,0.33,23.3,0,0,0,0.8,0.8,0.06,+0.2,+0.2
David Carmo,ANG,DF,Porto,24,1999,6.8,0,5,0,0.0,0.74,0.00,0.00,,9.6,0,0,0,0.7,0.7,0.14,-0.7,-0.7
Marcelo Carné,BRA,GK,Estoril,33,1990,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carraça,POR,"DF,MF",Chaves,30,1993,11.1,0,8,1,12.5,0.72,0.09,0.00,0.00,23.5,1,0,0,0.2,0.2,0.02,-0.2,-0.2
Álvaro Carreras,ESP,DF,Benfica,20,2003,6.3,1,5,2,40.0,0.79,0.32,0.20,0.50,24.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Ronie Carrillo,ECU,"FW,MF",Portimonense,26,1996,14.6,4,24,10,41.7,1.64,0.68,0.17,0.40,13.8,0,0,0,3.0,3.0,0.12,+1.0,+1.0
António Filipe de Carvalho,POR,GK,Estrela,38,1985,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Miguel Carvalho,POR,GK,Farense,27,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vitor Carvalho,BRA,MF,Braga,26,1997,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,15.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4
Facundo Cáseres,ARG,MF,Farense,22,2001,12.4,0,2,1,50.0,0.16,0.08,0.00,0.00,18.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Midana Cassama,GNB,"FW,MF",Portimonense,20,2002,3.2,1,10,1,10.0,3.14,0.31,0.10,1.00,16.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4
Cassiano,BRA,FW,Estoril,34,1989,17.9,7,28,15,53.6,1.56,0.84,0.21,0.40,14.3,1,1,1,6.9,6.1,0.22,+0.1,-0.1
Jesús Castillo,PER,MF,Gil Vicente FC,22,2001,2.7,0,3,3,100.0,1.09,1.09,0.00,0.00,26.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1
André Castro,POR,MF,Braga,35,1988,0.5,0,1,0,0.0,2.20,0.00,0.00,,17.4,0,0,0,0.0,0.0,0.03,0.0,0.0
André Castro,POR,MF,Moreirense,35,1988,6.0,1,9,3,33.3,1.50,0.50,0.11,0.33,22.3,0,0,0,0.2,0.2,0.02,+0.8,+0.8
Cristian Castro,COL,DF,Rio Ave,22,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,18.7,5,31,8,25.8,1.66,0.43,0.16,0.63,18.0,1,0,0,2.1,2.1,0.07,+2.9,+2.9
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21,2002,12.0,3,31,14,45.2,2.58,1.17,0.10,0.21,19.0,0,0,0,2.1,2.1,0.07,+0.9,+0.9
Charles,BRA,GK,Vitória,29,1994,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chiquinho,POR,"FW,MF",Famalicão,23,2000,19.3,5,45,10,22.2,2.33,0.52,0.11,0.50,16.5,2,0,0,3.5,3.5,0.08,+1.5,+1.5
Chiquinho,POR,MF,Benfica,28,1995,2.1,0,3,0,0.0,1.42,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Clayton,BRA,FW,Casa Pia,24,1999,18.8,8,56,18,32.1,2.99,0.96,0.13,0.39,16.8,0,1,1,6.8,6.0,0.11,+1.2,+1.0
Sebastián Coates,URU,DF,Sporting CP,32,1990,25.3,4,26,11,42.3,1.03,0.43,0.15,0.36,10.2,0,0,0,3.4,3.4,0.13,+0.6,+0.6
Fábio Conceição,POR,"MF,FW",Rio Ave,22,2001,28.2,1,29,7,24.1,1.03,0.25,0.03,0.14,16.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4
Francisco Conceição,POR,"FW,MF",Porto,20,2002,21.0,5,76,23,30.3,3.62,1.10,0.07,0.22,18.0,4,0,0,5.7,5.7,0.08,-0.7,-0.7
Leo Cordeiro,BRA,MF,Estrela,27,1995,29.0,3,35,9,25.7,1.21,0.31,0.09,0.33,21.5,2,0,0,2.4,2.4,0.07,+0.6,+0.6
Jeriel Córdova,VEN,FW,Boavista,21,2002,1.7,0,3,0,0.0,1.73,0.00,0.00,,9.4,0,0,0,0.8,0.8,0.25,-0.8,-0.8
Félix Correia,POR,FW,Gil Vicente FC,22,2001,24.1,5,37,15,40.5,1.54,0.62,0.14,0.33,18.8,1,0,0,5.8,5.8,0.16,-0.8,-0.8
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,23.3,3,35,10,28.6,1.50,0.43,0.09,0.30,19.7,0,0,0,3.1,3.1,0.09,-0.1,-0.1
Alberto costa,POR,DF,Vitória,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bruno Xavier Almeida Costa,POR,MF,Vizela,26,1997,6.8,0,3,0,0.0,0.44,0.00,0.00,,25.0,1,0,0,0.1,0.1,0.04,-0.1,-0.1
Diogo Costa,POR,GK,Porto,23,1999,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gonçalo Costa,POR,"DF,MF",Portimonense,23,2000,19.0,0,18,6,33.3,0.95,0.32,0.00,0.00,21.2,2,0,0,0.7,0.7,0.04,-0.7,-0.7
Michel Costa,BRA,MF,Estoril,21,2001,3.3,0,2,0,0.0,0.60,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Murilo Costa,BRA,FW,Gil Vicente FC,28,1994,22.1,4,40,12,30.0,1.81,0.54,0.05,0.17,18.4,3,2,3,6.2,3.8,0.10,-2.2,-1.8
Rui Costa,POR,"FW,MF",Farense,27,1996,7.8,3,20,7,35.0,2.56,0.89,0.15,0.43,22.6,1,0,1,2.5,1.7,0.08,+0.5,+1.3
Tomás Costa Silva,POR,DF,Vizela,23,1999,29.1,0,18,7,38.9,0.62,0.24,0.00,0.00,20.6,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Costinha,POR,"MF,DF",Rio Ave,23,2000,33.9,3,26,6,23.1,0.77,0.18,0.00,0.00,16.4,0,3,3,4.7,2.3,0.09,-1.7,-2.3
Sandro Cruz,ANG,"DF,MF",Chaves,22,2001,18.1,1,5,1,20.0,0.28,0.06,0.20,1.00,22.6,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Florian Danho Seke,FRA,FW,Famalicão,23,2000,2.7,1,8,3,37.5,3.01,1.13,0.13,0.33,12.2,0,0,0,0.8,0.8,0.10,+0.2,+0.2
Ignacio De Arruabarrena,URU,GK,Arouca,26,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fran Delgado,ESP,DF,Farense,22,2001,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dener,BRA,MF,Portimonense,31,1992,19.6,1,14,6,42.9,0.72,0.31,0.07,0.17,13.6,0,0,0,1.2,1.1,0.08,-0.2,-0.1
Depú,ANG,FW,Gil Vicente FC,23,2000,8.6,3,20,10,50.0,2.32,1.16,0.15,0.30,9.7,0,0,0,4.1,4.1,0.21,-1.1,-1.1
Ángel Di María,ARG,FW,Benfica,35,1988,24.6,9,90,35,38.9,3.65,1.42,0.08,0.20,22.5,9,2,3,9.0,6.7,0.07,0.0,+0.3
Tiago Dias,POR,"MF,FW",Casa Pia,25,1998,8.8,1,10,4,40.0,1.13,0.45,0.10,0.25,24.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7
Vinicius Dias,BRA,GK,Gil Vicente FC,26,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dida,BRA,GK,Estrela,25,1998,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,23.5,2,17,5,29.4,0.72,0.21,0.12,0.40,7.9,0,0,0,1.8,1.8,0.11,+0.2,+0.2
Álvaro djaló,ESP,"FW,MF",Braga,23,1999,19.9,8,75,29,38.7,3.76,1.45,0.11,0.28,15.9,6,0,0,9.5,9.5,0.13,-1.5,-1.5
Mihai Dobre,ROU,FW,Famalicão,24,1998,3.9,0,10,5,50.0,2.58,1.29,0.00,0.00,17.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27,1996,25.9,6,36,14,38.9,1.39,0.54,0.14,0.36,19.2,1,1,1,3.8,3.0,0.08,+2.2,+2.0
Bruno Duarte,BRA,FW,Farense,27,1996,25.1,13,49,20,40.8,1.96,0.80,0.18,0.45,15.7,0,4,4,9.8,6.7,0.14,+3.2,+2.3
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,6.3,0,8,1,12.5,1.28,0.16,0.00,0.00,16.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7
Marcus Edwards,ENG,"FW,MF",Sporting CP,24,1998,14.9,4,34,14,41.2,2.28,0.94,0.12,0.29,16.4,0,0,0,4.2,4.2,0.12,-0.2,-0.2
Úmaro Embaló,POR,"MF,FW",Rio Ave,22,2001,8.8,1,8,1,12.5,0.91,0.11,0.13,1.00,22.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6
João Escoval,POR,DF,Vizela,26,1997,15.2,0,10,1,10.0,0.66,0.07,0.00,0.00,12.2,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Ricardo Esgaio,POR,"MF,DF",Sporting CP,30,1993,16.6,0,6,2,33.3,0.36,0.12,0.00,0.00,18.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7
Tiago Esgaio,POR,DF,Arouca,27,1995,25.3,2,12,3,25.0,0.47,0.12,0.17,0.67,13.1,0,0,0,0.6,0.6,0.05,+1.4,+1.4
Samuel Essende,COD,FW,Vizela,25,1998,29.6,15,82,38,46.3,2.77,1.28,0.18,0.39,12.7,0,0,1,13.7,12.9,0.16,+1.3,+2.1
Dario Essugo,POR,MF,Chaves,18,2005,12.9,0,2,0,0.0,0.15,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Dario Essugo,POR,MF,Sporting CP,18,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Paulo Estrela Moreira,POR,"MF,FW",Portimonense,24,1999,5.9,0,5,2,40.0,0.84,0.34,0.00,0.00,26.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Stephen Eustáquio,CAN,MF,Porto,26,1996,17.0,2,19,5,26.3,1.12,0.29,0.11,0.40,19.4,0,0,0,1.7,1.7,0.09,+0.3,+0.3
Evanilson,BRA,FW,Porto,23,1999,22.8,13,68,22,32.4,2.98,0.97,0.16,0.50,13.1,0,2,3,12.7,10.1,0.15,+0.3,+0.9
Fabiano,BRA,DF,Moreirense,23,2000,23.7,1,9,3,33.3,0.38,0.13,0.11,0.33,24.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2
Claudio Falcão,BRA,MF,Farense,29,1994,28.9,4,29,8,27.6,1.00,0.28,0.14,0.50,14.6,0,0,0,3.6,3.6,0.13,+0.4,+0.4
Jean Felipe,BRA,"MF,DF",Estrela,29,1994,12.8,1,10,3,30.0,0.78,0.23,0.10,0.33,23.4,4,0,0,0.5,0.5,0.05,+0.5,+0.5
Volnei Feltes,BRA,DF,Estoril,23,2000,16.4,0,12,4,33.3,0.73,0.24,0.00,0.00,22.0,3,0,0,0.5,0.5,0.04,-0.5,-0.5
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,26,1997,27.1,1,17,4,23.5,0.63,0.15,0.06,0.25,11.0,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Martim Fernandes,POR,DF,Porto,17,2006,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mateus Fernandes,POR,MF,Estoril,19,2004,24.8,1,14,6,42.9,0.56,0.24,0.07,0.17,27.4,1,0,0,0.3,0.3,0.02,+0.7,+0.7
Mateus Fernandes,POR,FW,Sporting CP,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rafael Fernandes,POR,DF,Arouca,21,2002,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,6.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Roger Fernandes,GNB,"MF,FW",Braga,17,2005,7.5,2,20,10,50.0,2.68,1.34,0.10,0.20,14.5,0,0,0,3.5,3.5,0.17,-1.5,-1.5
Rúben Fernandes,POR,DF,Gil Vicente FC,37,1986,29.0,1,10,2,20.0,0.34,0.07,0.10,0.50,11.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3
Vasco Fernandes,POR,DF,Casa Pia,36,1986,10.0,0,2,0,0.0,0.20,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Vasco Fernandes,POR,DF,Chaves,36,1986,16.8,0,2,0,0.0,0.12,0.00,0.00,,9.8,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Fernando,BRA,"FW,MF",Casa Pia,30,1993,6.0,2,12,5,41.7,2.01,0.84,0.08,0.20,18.1,0,1,1,1.4,0.6,0.05,+0.6,+0.4
Filipe Ferreira,POR,DF,Boavista,32,1990,19.2,0,5,0,0.0,0.26,0.00,0.00,,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,34,1989,26.0,2,14,3,21.4,0.54,0.12,0.14,0.67,11.7,0,0,0,0.9,0.9,0.06,+1.1,+1.1
Vitó Ferreira,POR,MF,Estrela,25,1997,6.4,0,4,0,0.0,0.62,0.00,0.00,,26.6,2,0,0,0.2,0.2,0.06,-0.2,-0.2
