Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Claudio Bravo,CHI,GK,Betis,39,1983,6.0,193,160,192,1,0,0,193,0,0,,0,,104,614,368,0,0,0,0,0,68,0
Yanick Brecher,SUI,GK,Zürich,29,1993,6.0,272,235,271,1,0,0,272,0,0,,0,,151,642,355,0,0,0,0,0,145,0
Gleison Bremer,BRA,DF,Juventus,25,1997,7.1,466,94,263,186,19,11,466,2,1,50.0,1,50.0,306,1397,535,1,1,0,4,0,277,1
Brian Brobbey,NED,FW,Ajax,20,2002,0.8,22,1,1,2,19,5,22,0,0,,0,,11,31,0,0,0,0,4,2,15,9
David Browne,PNG,DF,HJK,26,1995,5.5,252,18,70,100,86,15,252,10,3,30.0,7,70.0,150,882,363,14,4,6,17,5,151,29
Osman Bukari,GHA,"MF,FW",Red Star,23,1998,3.9,154,3,14,57,87,18,154,16,10,62.5,4,25.0,101,718,392,15,9,4,15,6,111,43
Ezequiel Bullaude,ARG,"MF,DF",Feyenoord,21,2000,0.8,32,0,0,22,10,1,32,0,0,,0,,23,127,43,1,0,0,1,0,25,7
Mykyta Burda,UKR,DF,Dynamo Kyiv,27,1995,1.0,35,6,26,9,0,0,35,0,0,,0,,15,69,20,0,0,0,0,0,16,0
Christian Burgess,ENG,DF,Union SG,30,1991,9.5,638,89,373,259,10,4,638,2,2,100.0,0,0.0,352,1815,989,7,0,0,2,0,370,1
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,28,1994,2.0,87,75,86,1,0,0,87,0,0,,0,,49,248,180,0,0,0,0,0,44,0
Sergio Busquets,ESP,MF,Barcelona,34,1988,1.0,70,8,24,40,6,0,70,1,1,100.0,0,0.0,21,55,33,0,0,0,1,0,30,0
Mohamed Buya Turay,SLE,"FW,MF",Malmö,27,1995,2.4,76,0,7,26,43,6,76,2,1,50.0,1,50.0,47,228,40,1,1,0,4,6,54,19
Vitaliy Buyalskyi,UKR,"FW,MF",Dynamo Kyiv,29,1993,5.6,148,2,12,78,59,12,148,5,3,60.0,2,40.0,91,327,157,5,4,0,11,5,104,22
Uğurcan Çakır,TUR,GK,Trabzonspor,26,1996,5.0,212,178,212,0,0,0,212,0,0,,0,,108,575,427,0,0,0,0,0,99,0
Mohamed Camara,GUI,MF,Roma,25,1997,2.4,162,1,18,113,35,2,162,1,0,0.0,1,100.0,132,797,368,2,4,0,1,3,123,3
Mohamed Camara,MLI,MF,Monaco,22,2000,7.2,408,9,86,273,56,2,408,22,11,50.0,5,22.7,311,1605,719,5,11,0,5,4,277,10
Sergio Canales,ESP,"MF,FW",Betis,31,1991,5.4,475,1,45,255,181,11,475,11,5,45.5,6,54.5,337,1946,1039,21,22,1,7,6,372,27
Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.5,93,2,13,42,40,12,93,9,6,66.7,1,11.1,63,425,157,4,3,2,9,1,60,15
Nicolás Capaldo,ARG,MF,RB Salzburg,24,1997,1.9,71,2,14,31,26,3,71,1,0,0.0,0,0.0,43,206,86,1,0,0,4,2,37,5
William Carvalho,POR,MF,Betis,30,1992,3.7,296,3,47,195,58,7,296,7,5,71.4,2,28.6,195,848,398,3,7,0,3,4,232,4
Nicolò Casale,ITA,DF,Lazio,24,1998,1.1,93,6,38,55,1,1,93,0,0,,0,,79,481,227,0,0,0,2,0,76,1
Casemiro,BRA,MF,Manchester Utd,30,1992,11.0,899,43,249,493,160,23,899,7,3,42.9,2,28.6,484,1600,823,13,5,0,10,9,556,19
Moreto Cassamã,GNB,MF,AC Omonia,24,1998,3.7,202,11,75,114,14,0,202,3,2,66.7,1,33.3,113,572,201,3,0,0,6,1,123,3
Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,6.1,326,46,163,135,31,9,326,0,0,,0,,176,802,319,1,4,0,5,2,192,4
André Castro,POR,MF,Braga,34,1988,2.9,179,6,29,129,21,0,179,0,0,,0,,107,542,238,3,5,0,0,1,107,3
Danilo Cataldi,ITA,MF,Lazio,27,1994,4.1,328,12,79,223,29,0,328,5,3,60.0,2,40.0,267,1198,282,1,3,0,3,3,249,3
Joseph Ceesay,GAM,"MF,DF",Malmö,24,1998,3.1,120,8,35,50,38,4,120,6,2,33.3,3,50.0,67,520,224,8,8,1,7,5,86,23
Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,30,1992,1.0,31,29,31,0,0,0,31,0,0,,0,,8,49,41,0,0,0,0,0,3,0
Zeki Çelik,TUR,DF,Roma,25,1997,4.7,217,14,58,91,69,4,217,6,2,33.3,2,33.3,100,420,169,1,2,0,3,2,93,14
Fabien Centonze,FRA,DF,Nantes,26,1996,2.0,137,7,32,58,48,1,137,7,4,57.1,2,28.6,91,464,225,4,2,0,5,2,92,17
Matěj Chaluš,CZE,DF,Malmö,24,1998,2.0,116,26,63,49,4,4,116,0,0,,0,,65,228,108,0,1,0,0,0,72,1
Charalampos Charalampous,CYP,MF,AC Omonia,20,2002,5.0,237,10,62,128,52,10,237,20,9,45.0,9,45.0,140,655,252,3,5,1,11,11,146,15
Youssef Chermiti,POR,FW,Sporting CP,18,2004,1.5,43,2,4,26,13,1,43,5,3,60.0,1,20.0,27,131,32,0,0,0,6,6,30,6
Federico Chiesa,ITA,"FW,MF",Juventus,24,1997,4.5,186,5,34,60,98,17,186,18,8,44.4,9,50.0,139,1047,623,17,9,3,9,5,129,35
Edward Chilufya,ZAM,FW,Midtjylland,22,1999,2.8,89,1,7,39,45,7,89,13,6,46.2,5,38.5,70,429,147,5,4,2,12,4,71,17
Pedro Chirivella,ESP,MF,Nantes,25,1997,5.2,375,3,54,267,54,0,375,3,3,100.0,0,0.0,260,1380,605,3,9,0,3,5,281,5
Andreas Christensen,DEN,DF,Barcelona,26,1996,1.3,85,12,52,29,5,2,85,0,0,,0,,57,431,301,1,1,0,0,0,55,0
Gustav Christensen,DEN,FW,Midtjylland,17,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Anders Christiansen,DEN,"FW,MF",Malmö,32,1990,5.0,322,4,52,188,85,13,322,2,1,50.0,0,0.0,160,722,274,4,1,0,4,3,220,23
Cicinho,BUL,DF,Ludogorets,33,1988,5.0,324,24,128,132,67,4,324,11,3,27.3,6,54.5,141,845,434,8,5,0,5,5,157,7
Eldar Ćivić,BIH,DF,Ferencváros,26,1996,2.2,157,10,45,77,36,0,157,3,0,0.0,2,66.7,88,491,324,13,6,0,0,0,94,5
Sebastián Coates,URU,DF,Sporting CP,31,1990,5.0,370,37,166,190,15,12,370,2,2,100.0,0,0.0,256,962,439,1,2,0,2,2,252,1
Marcus Coco,FRA,"DF,FW",Nantes,26,1996,1.4,66,2,12,36,19,3,66,4,1,25.0,2,50.0,45,315,160,5,1,1,2,3,52,6
Francisco Conceição,POR,MF,Ajax,19,2002,0.1,12,0,0,6,6,1,12,1,1,100.0,0,0.0,10,93,56,2,1,0,0,0,10,0
Sébastien Corchia,FRA,DF,Nantes,31,1990,4.0,193,18,57,81,58,1,193,0,0,,0,,89,485,203,8,3,0,5,3,85,18
Kalifa Coulibaly,MLI,"FW,MF",Red Star,30,1991,0.4,15,0,0,5,10,5,15,1,1,100.0,0,0.0,7,14,6,0,0,0,2,0,12,1
Nichita Covali,MDA,FW,Sheriff Tiraspol,19,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Crespo,POR,MF,Fenerbahçe,25,1996,4.8,282,6,37,172,74,4,282,4,1,25.0,2,50.0,167,798,333,5,8,0,8,3,214,12
