Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Franco Russo,ARG,DF,OH Leuven,28,1994,2,53,27,2.0,0.6,1,21,0,1,32,1,1.58,1,0,+1,+1.70,+2.17,1.6,0.9,+0.8,+1.36,+1.77
Kyriani Sabbe,BEL,DF,Club Brugge,18,2005,12,563,47,20.9,6.3,5,69,1,7,31,5,2.33,14,7,+7,+1.12,+0.02,13.4,6.0,+7.3,+1.18,+0.06
Mujaid Sadick,ESP,DF,Genk,23,2000,17,"1,441",85,53.4,16.0,16,90,16,1,1,8,1.52,30,16,+14,+0.87,+0.45,32.7,16.2,+16.5,+1.03,+0.36
Noah Sadiki,COD,MF,Union SG,18,2004,27,"1,145",42,42.4,12.7,11,82,5,16,15,0,2.08,25,14,+11,+0.86,-0.35,24.7,9.7,+14.9,+1.17,+0.22
Richie Sagrado,BEL,"DF,MF",OH Leuven,19,2004,24,"1,705",71,63.1,18.9,21,77,12,3,26,0,1.19,18,23,-5,-0.26,+0.46,20.6,28.8,-8.2,-0.43,-0.16
Hakim Sahabo,RWA,MF,Standard Liège,18,2005,9,473,53,17.5,5.3,5,80,3,4,18,2,0.89,5,8,-3,-0.57,-0.37,6.4,6.8,-0.4,-0.08,+0.37
Marsoni Sambu,ANG,DF,RWD Molenbeek,27,1996,14,"1,055",75,39.1,11.7,12,85,9,2,19,1,0.75,13,26,-13,-1.11,+0.15,13.6,27.0,-13.4,-1.14,-0.13
Matisse Samoise,BEL,DF,Gent,21,2001,29,"2,329",80,86.3,25.9,27,84,17,2,27,0,1.74,48,31,+17,+0.66,+1.14,44.3,34.7,+9.6,+0.37,+1.00
Philipe Sampaio,BRA,DF,RWD Molenbeek,28,1994,5,409,82,15.1,4.5,5,82,3,0,,1,0.20,5,13,-8,-1.76,-0.66,4.1,11.7,-7.6,-1.68,-0.72
Killian Sardella,BEL,DF,Anderlecht,21,2002,25,"1,980",79,73.3,22.0,22,87,18,3,24,0,2.00,41,20,+21,+0.95,+0.08,36.6,27.7,+9.0,+0.41,+0.14
Mamadou Sarr,FRA,"MF,DF",RWD Molenbeek,17,2005,6,540,90,20.0,6.0,6,90,6,0,,1,0.70,6,16,-10,-1.67,-0.58,4.9,16.9,-12.0,-2.01,-1.18
Allahyar Sayyadmanesh,IRN,"FW,MF",Westerlo,22,2001,7,388,55,14.4,4.3,4,70,0,3,36,0,0.69,4,6,-2,-0.46,-0.07,7.0,6.9,+0.1,+0.03,+0.36
Joël Schingtienne,BEL,DF,OH Leuven,20,2002,25,"1,951",78,72.3,21.7,22,85,19,3,24,4,1.20,28,33,-5,-0.23,+0.73,24.9,31.4,-6.5,-0.30,+0.25
Kasper Schmeichel,DEN,GK,Anderlecht,36,1986,23,"2,070",90,76.7,23.0,23,90,23,0,,0,2.00,49,23,+26,+1.13,+0.84,39.7,26.9,+12.8,+0.56,+0.79
Daniel Schmidt,JPN,GK,Gent,31,1992,8,720,90,26.7,8.0,8,90,8,0,,2,0.89,11,17,-6,-0.75,-1.70,10.9,14.7,-3.8,-0.48,-0.97
Daniel Schmidt,JPN,GK,Sint-Truiden,31,1992,4,360,90,13.3,4.0,4,90,4,0,,0,1.75,4,3,+1,+0.25,+0.71,3.8,3.8,0.0,-0.01,+0.23
Rob Schoofs,BEL,MF,Mechelen,29,1994,28,"2,429",87,90.0,27.0,27,89,23,1,28,0,1.58,37,30,+7,+0.26,+0.92,38.9,37.3,+1.6,+0.06,+0.61
Siebe Schrijvers,BEL,MF,OH Leuven,27,1996,29,"2,464",85,91.3,27.4,29,85,19,0,,0,1.10,32,43,-11,-0.40,+0.36,30.8,40.8,-10.0,-0.36,+0.08
Christopher Scott,GER,MF,Antwerp,21,2002,1,11,11,0.4,0.1,0,,0,1,11,1,3.00,0,0,0,0.00,-0.94,0.1,0.0,+0.1,+0.61,-0.04
Djiby Seck,SEN,"FW,MF",Kortrijk,19,2004,6,56,9,2.1,0.6,0,,0,6,9,3,0.67,1,1,0,0.00,+1.19,0.7,1.9,-1.2,-1.89,-0.93
Luis Segovia,ECU,DF,RWD Molenbeek,25,1997,13,"1,015",78,37.6,11.3,12,83,11,1,16,0,0.92,13,15,-2,-0.18,+1.64,13.0,18.6,-5.6,-0.50,+0.92
Matias Segovia,PAR,"FW,MF",RWD Molenbeek,20,2003,2,36,18,1.3,0.4,0,,0,2,18,3,0.86,0,0,0,0.00,+1.22,0.1,0.8,-0.7,-1.75,-0.70
Jordan Semedo,FRA,DF,Cercle Brugge,20,2003,14,489,35,18.1,5.4,6,60,0,8,16,14,1.14,8,8,0,0.00,-0.41,9.2,6.7,+2.5,+0.46,+0.09
Joaquin Seys,BEL,DF,Club Brugge,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nick Shinton,BEL,GK,Club Brugge,22,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Raz Shlomo,ISR,"MF,DF",OH Leuven,23,1999,8,525,66,19.4,5.8,5,87,4,3,29,6,1.00,6,11,-5,-0.86,-0.53,4.3,10.9,-6.5,-1.12,-0.93
Florent da Silva,FRA,MF,RWD Molenbeek,20,2003,13,503,39,18.6,5.6,6,69,0,7,13,2,1.15,3,10,-7,-1.25,-0.06,5.1,10.6,-5.5,-0.98,+0.10
João Silva,POR,DF,Kortrijk,24,1999,30,"2,561",85,94.9,28.5,29,88,26,1,8,0,0.86,20,48,-28,-0.98,+3.55,23.3,50.1,-26.7,-0.94,+0.78
Leonardo da Silva Lopes,POR,"MF,DF",Cercle Brugge,24,1998,23,"1,780",77,65.9,19.8,20,86,15,3,23,0,1.52,31,17,+14,+0.71,+1.10,34.2,23.2,+10.9,+0.55,+0.48
Hugo Siquet,BEL,DF,Cercle Brugge,21,2002,20,"1,617",81,59.9,18.0,19,84,10,1,25,2,1.57,22,20,+2,+0.11,-0.55,27.7,20.2,+7.5,+0.41,+0.06
Abdoulaye Sissako,FRA,MF,Kortrijk,25,1998,25,"1,893",76,70.1,21.0,22,83,14,3,23,2,0.97,16,33,-17,-0.81,+1.20,18.7,36.4,-17.7,-0.84,+0.46
Moussa Sissako,MLI,DF,RWD Molenbeek,22,2000,16,986,62,36.5,11.0,10,84,7,6,24,3,0.88,11,19,-8,-0.73,+0.74,11.0,22.3,-11.3,-1.04,+0.04
Michał Skóraś,POL,"FW,MF",Club Brugge,23,2000,18,446,25,16.5,5.0,3,80,1,15,14,6,1.97,13,8,+5,+1.01,-0.11,11.9,7.2,+4.7,+0.94,-0.22
Andreas Skov Olsen,DEN,FW,Club Brugge,23,1999,28,"2,126",76,78.7,23.6,25,82,10,3,25,1,1.73,53,21,+32,+1.35,+1.20,48.4,19.2,+29.3,+1.24,+0.52
Islam Slimani,ALG,FW,Mechelen,35,1988,6,404,67,15.0,4.5,5,74,1,1,32,0,1.77,7,2,+5,+1.11,+1.11,6.9,4.6,+2.2,+0.49,+0.58
Gaga Slonina,USA,GK,Eupen,19,2004,28,"2,520",90,93.3,28.0,28,90,28,0,,0,0.70,21,56,-35,-1.25,-1.75,27.5,52.9,-25.5,-0.91,+0.64
Matte Smets,BEL,DF,Sint-Truiden,19,2004,30,"2,700",90,100.0,30.0,30,90,30,0,,0,1.33,35,46,-11,-0.37,,38.0,44.2,-6.1,-0.20,
Milan Smits,BEL,MF,Antwerp,18,2004,3,73,24,2.7,0.8,1,45,0,2,14,5,2.00,1,2,-1,-1.23,-2.23,1.9,1.2,+0.7,+0.88,+0.23
Eduard Sobol,UKR,DF,Genk,28,1995,7,321,46,11.9,3.6,4,78,2,3,4,2,1.77,4,6,-2,-0.56,-1.39,5.2,4.4,+0.8,+0.22,-0.73
Frederic Soelle Soelle,BEL,FW,Mechelen,17,2005,2,23,12,0.9,0.3,0,,0,2,12,8,3.00,2,0,+2,+7.83,+7.73,1.6,0.2,+1.4,+5.66,+5.71
Frederic Soelle Soelle,BEL,"FW,MF",RWD Molenbeek,17,2005,3,64,21,2.4,0.7,0,,0,3,21,4,0.50,1,2,-1,-1.41,-0.21,0.3,2.4,-2.1,-3.02,-2.00
Thibo Somers,BEL,"FW,MF",Cercle Brugge,24,1999,26,"2,294",88,85.0,25.5,26,88,24,0,,0,1.57,39,27,+12,+0.47,+0.91,46.1,31.6,+14.5,+0.57,+1.21
Momodou Sonko,SWE,FW,Gent,18,2005,3,120,40,4.4,1.3,2,45,0,1,30,4,2.29,3,4,-1,-0.75,-1.31,1.9,3.5,-1.6,-1.19,-1.49
Yira Sor,NGA,FW,Genk,23,2000,20,"1,069",53,39.6,11.9,14,70,3,6,16,2,1.65,23,10,+13,+1.09,+0.71,25.3,12.5,+12.7,+1.07,+0.35
Matthew Sorinola,ENG,"DF,MF",Union SG,22,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mohamed Soumah,GUI,DF,Gent,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
David Sousa,BRA,DF,RWD Molenbeek,22,2001,9,676,75,25.0,7.5,8,84,7,1,1,1,0.60,8,24,-16,-2.13,-1.24,8.3,19.1,-10.9,-1.45,-0.51
Kamal Sowah,GHA,"FW,MF",Standard Liège,23,2000,21,"1,225",58,45.4,13.6,13,81,5,8,21,3,1.11,16,21,-5,-0.37,-0.18,16.4,21.3,-4.9,-0.36,+0.05
Jorne Spileers,BEL,DF,Club Brugge,18,2005,27,"2,063",76,76.4,22.9,22,88,18,5,25,3,1.76,51,23,+28,+1.22,+0.52,48.0,19.0,+29.0,+1.27,+0.58
Lucas Stassin,BEL,"FW,MF",Westerlo,18,2004,18,864,48,32.0,9.6,9,79,4,9,17,1,0.81,14,21,-7,-0.73,-0.48,10.1,16.2,-6.1,-0.64,-0.53
Jarne Steuckers,BEL,"MF,FW",Sint-Truiden,21,2002,29,"2,439",84,90.3,27.1,28,86,11,1,28,0,1.34,30,38,-8,-0.30,+0.74,33.4,37.9,-4.5,-0.17,+0.38
Nikola Storm,BEL,"FW,MF",Mechelen,28,1994,16,982,61,36.4,10.9,11,81,4,5,19,0,1.43,13,15,-2,-0.18,-0.55,14.2,17.7,-3.5,-0.32,-0.49
Mario Stroeykens,BEL,"MF,FW",Anderlecht,18,2004,28,"1,688",60,62.5,18.8,20,77,4,8,20,1,1.97,42,20,+22,+1.17,+0.64,33.4,24.0,+9.4,+0.50,+0.35
Nikola Štulić,SRB,"FW,MF",Charleroi,21,2001,15,445,30,16.5,4.9,5,59,1,10,15,3,1.06,6,7,-1,-0.20,+0.64,7.9,9.9,-1.9,-0.39,+0.05
Franck Surdez,SUI,"FW,DF",Gent,21,2002,3,55,18,2.0,0.6,0,,0,3,18,4,2.11,1,1,0,0.00,-0.51,1.1,1.4,-0.3,-0.48,-0.73
Zion Suzuki,JPN,GK,Sint-Truiden,20,2002,22,"1,980",90,73.3,22.0,22,90,22,0,,0,1.31,24,35,-11,-0.50,-0.50,27.1,33.3,-6.3,-0.29,-0.31
Serhiy Sydorchuk,UKR,MF,Westerlo,32,1991,23,"1,930",84,71.5,21.4,23,84,15,0,,1,1.10,31,36,-5,-0.23,+0.59,28.2,31.1,-2.9,-0.14,+0.51
Ross Sykes,ENG,DF,Union SG,24,1999,16,"1,266",79,46.9,14.1,14,90,13,2,5,9,2.21,32,14,+18,+1.28,+0.40,26.4,11.2,+15.2,+1.08,+0.07
Youssuf Sylla,BEL,FW,Charleroi,20,2002,15,618,41,22.9,6.9,7,74,1,8,13,7,1.52,6,14,-8,-1.17,-0.56,5.3,11.1,-5.8,-0.85,-0.53
Ravil Tagir,TUR,DF,Westerlo,20,2003,21,983,47,36.4,10.9,10,81,7,11,16,2,0.87,15,15,0,0.00,+0.63,12.7,18.6,-5.8,-0.53,-0.40
Chemsdine Talbi,BEL,"DF,FW",Club Brugge,18,2005,3,10,3,0.4,0.1,0,,0,3,3,0,2.00,0,0,0,0.00,-1.10,0.1,0.0,+0.1,+0.96,-0.17
Henok Teklab,GER,DF,Union SG,24,1998,12,346,29,12.8,3.8,2,85,1,10,18,4,1.90,9,7,+2,+0.52,-0.63,8.0,3.3,+4.7,+1.24,+0.22
Casper Terho,FIN,DF,Union SG,20,2003,20,979,49,36.3,10.9,11,78,3,9,13,8,2.52,26,8,+18,+1.65,+0.92,22.1,7.5,+14.7,+1.35,+0.48
Thiago,BRA,FW,Club Brugge,22,2001,26,"1,840",71,68.1,20.4,21,81,9,5,27,0,1.82,42,21,+21,+1.03,-0.23,43.0,16.0,+27.0,+1.32,+0.60
Jean Thierry Lazare,CIV,"MF,FW",Union SG,25,1998,23,"1,355",59,50.2,15.1,15,77,5,8,25,1,2.03,32,16,+16,+1.06,-0.01,31.1,16.0,+15.0,+1.00,-0.09
Yannick Thoelen,BEL,GK,Mechelen,33,1990,0,,,,,0,,0,0,,30,1.50,,,,,,,,,,
Tarik Tissoudali,MAR,"FW,MF",Gent,30,1993,26,"1,543",59,57.1,17.1,16,83,8,10,22,1,1.89,32,22,+10,+0.58,+0.19,30.3,26.0,+4.3,+0.25,+0.04
Jordan Torunarigha,GER,DF,Gent,25,1997,24,"1,843",77,68.3,20.5,21,84,17,3,27,1,1.97,40,19,+21,+1.03,+1.66,35.4,28.7,+6.8,+0.33,+0.31
Adrien Trebel,FRA,"MF,DF",Charleroi,32,1991,5,105,21,3.9,1.2,0,,0,5,21,0,0.80,2,4,-2,-1.71,-1.02,2.3,3.2,-0.9,-0.77,-0.34
Mike Trésor,BEL,FW,Genk,24,1999,2,119,60,4.4,1.3,1,90,1,1,29,0,1.50,1,1,0,0.00,-0.70,3.0,0.5,+2.6,+1.93,+1.12
Ryotaro Tsunoda,JPN,DF,Kortrijk,24,1999,9,792,88,29.3,8.8,9,88,8,0,,0,1.22,8,13,-5,-0.57,+0.85,7.6,13.2,-5.7,-0.64,+0.47
Eran Tuypens,BEL,DF,Antwerp,17,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Victor Udoh,NGA,"FW,MF",Antwerp,18,2004,7,68,10,2.5,0.8,0,,0,7,10,3,1.58,3,1,+2,+2.65,+1.76,1.8,1.8,0.0,-0.03,-0.70
Edgaras Utkus,LTU,DF,Cercle Brugge,23,2000,24,"1,431",60,53.0,15.9,19,73,7,5,10,0,1.32,24,21,+3,+0.19,-0.31,27.5,22.9,+4.5,+0.29,-0.22
Kyan Vaesen,BEL,FW,Westerlo,22,2001,15,511,34,18.9,5.7,3,89,2,12,20,1,0.81,14,7,+7,+1.23,+2.01,11.6,10.1,+1.5,+0.26,+0.66
Anthony Valencia,ECU,"FW,MF",Antwerp,20,2003,7,189,27,7.0,2.1,1,63,0,6,21,4,1.38,2,1,+1,+0.48,-0.49,3.4,1.3,+2.1,+1.00,+0.37
Jules Van Cleemput,BEL,DF,Charleroi,26,1997,9,712,79,26.4,7.9,8,83,7,1,48,1,0.89,7,13,-6,-0.76,-0.03,8.1,9.7,-1.7,-0.21,+0.30
Hendrik Van Crombrugge,BEL,GK,Genk,30,1993,0,,,,,0,,0,0,,27,,,,,,,,,,,
Zeno Van den Bosch,BEL,DF,Antwerp,20,2003,23,"1,332",58,49.3,14.8,12,90,12,11,23,6,1.33,25,13,+12,+0.81,-0.24,26.8,15.8,+11.0,+0.74,+0.18
Thomas Van den Keybus,BEL,"MF,FW",Westerlo,22,2001,25,"1,273",51,47.1,14.1,13,82,6,12,17,2,0.89,23,31,-8,-0.57,-0.31,19.8,28.3,-8.5,-0.60,-0.60
Hannes Van der Bruggen,BEL,MF,Cercle Brugge,30,1993,23,"1,865",81,69.1,20.7,21,84,9,2,53,1,1.70,36,19,+17,+0.82,+1.57,37.6,25.9,+11.8,+0.57,+0.58
Stan Van Dessel,BEL,"MF,DF",Sint-Truiden,22,2001,4,60,15,2.2,0.7,0,,0,4,15,0,1.75,0,0,0,0.00,+0.37,0.6,0.4,+0.2,+0.35,+0.57
Lukas Van Eenoo,BEL,"MF,DF",Westerlo,32,1991,11,387,35,14.3,4.3,4,81,1,7,9,2,1.45,7,6,+1,+0.23,+0.74,3.9,5.5,-1.6,-0.37,-0.10
Yentl Van Genechten,BEL,DF,Eupen,22,2000,23,"1,569",68,58.1,17.4,19,77,5,4,25,6,0.64,15,35,-20,-1.15,-0.03,16.4,30.1,-13.7,-0.78,+0.40
Robbie Van Hauter,BEL,MF,Gent,20,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Jannes Van Hecke,BEL,"MF,DF",Mechelen,21,2002,17,416,24,15.4,4.6,3,81,2,14,12,10,2.05,7,5,+2,+0.43,+0.31,8.3,7.5,+0.8,+0.17,+0.20
Rein Van Helden,BEL,DF,Sint-Truiden,21,2002,29,"2,478",85,91.8,27.5,29,85,23,0,,0,1.44,33,41,-8,-0.29,+0.93,34.1,39.2,-5.1,-0.18,+0.24
Alec Van Hoorenbeeck,BEL,DF,Mechelen,24,1998,3,48,16,1.8,0.5,0,,0,3,16,0,0.33,0,1,-1,-1.87,-2.08,1.8,1.0,+0.8,+1.50,+1.53
Koen Van Langendonck,BEL,GK,Westerlo,34,1989,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,
Hans Vanaken,BEL,MF,Club Brugge,30,1992,29,"2,539",88,94.0,28.2,28,90,27,1,20,0,1.82,54,28,+26,+0.92,-2.99,56.4,25.3,+31.1,+1.10,-0.44
Tom Vandenberghe,BEL,GK,Kortrijk,30,1992,21,"1,890",90,70.0,21.0,21,90,21,0,,6,0.48,12,47,-35,-1.67,-1.67,18.0,40.7,-22.7,-1.08,-0.34
Matteo Vandendaele,BEL,DF,RWD Molenbeek,18,2005,2,20,10,0.7,0.2,0,,0,2,10,2,0.00,0,0,0,0.00,+1.21,0.0,0.5,-0.5,-2.16,-1.10
Maarten Vandevoordt,BEL,GK,Genk,21,2002,30,"2,700",90,100.0,30.0,30,90,30,0,,0,1.46,51,31,+20,+0.67,,59.3,33.4,+25.9,+0.86,
Zinho Vanheusden,BEL,DF,Standard Liège,24,1999,21,"1,743",83,64.6,19.4,21,83,16,0,,0,0.95,16,27,-11,-0.57,-0.85,18.8,27.2,-8.3,-0.43,-0.13
Charles Vanhoutte,BEL,MF,Union SG,24,1998,29,"2,229",77,82.6,24.8,26,83,18,3,21,0,2.08,53,29,+24,+0.97,-0.56,47.5,23.7,+23.9,+0.96,-0.46
Jordi Vanlerberghe,BEL,"DF,MF",Mechelen,27,1996,21,"1,647",78,61.0,18.3,19,86,16,2,11,0,1.19,21,22,-1,-0.05,-0.57,24.2,28.0,-3.8,-0.21,-0.53
Robert-Jan Vanwesemael,BEL,DF,Sint-Truiden,21,2002,8,457,57,16.9,5.1,6,70,0,2,19,4,1.13,5,8,-3,-0.59,-0.27,6.2,8.6,-2.4,-0.47,-0.32
Luis Vázquez,ARG,FW,Anderlecht,22,2001,28,695,25,25.7,7.7,3,77,1,25,19,1,1.95,20,6,+14,+1.81,+1.18,15.7,9.5,+6.1,+0.80,+0.57
Leko Verbauwhede,BEL,DF,Kortrijk,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Davino Verhulst,BEL,GK,Antwerp,35,1987,0,,,,,0,,0,0,,6,,,,,,,,,,,
Romeo Vermant,BEL,FW,Westerlo,19,2004,7,490,70,18.1,5.4,6,74,0,1,45,0,0.83,10,9,+1,+0.18,+0.71,10.7,6.4,+4.3,+0.79,+1.31
Romeo Vermant,BEL,FW,Club Brugge,19,2004,1,10,10,0.4,0.1,0,,0,1,10,0,1.00,0,0,0,0.00,-1.10,0.0,0.2,-0.2,-1.53,-2.66
Arthur Vermeeren,BEL,MF,Antwerp,18,2005,21,"1,870",89,69.3,20.8,21,89,18,0,,0,1.67,40,21,+19,+0.91,-0.06,36.5,23.4,+13.1,+0.63,-0.08
Yari Verschaeren,BEL,"MF,FW",Anderlecht,22,2001,15,930,62,34.4,10.3,12,72,3,3,22,0,1.89,21,11,+10,+0.97,+0.05,16.0,15.1,+0.9,+0.09,-0.43
Jan Vertonghen,BEL,DF,Anderlecht,36,1987,27,"2,425",90,89.8,26.9,27,90,26,0,,0,1.91,53,29,+24,+0.89,-0.42,44.0,31.3,+12.7,+0.47,+1.00
Hugo Vetlesen,NOR,MF,Club Brugge,23,2000,28,"1,853",66,68.6,20.6,23,74,7,5,32,0,1.84,44,19,+25,+1.21,+0.36,41.2,19.4,+21.8,+1.06,-0.22
Sam Vines,USA,DF,Antwerp,24,1999,5,209,42,7.7,2.3,3,60,1,2,15,0,1.00,2,4,-2,-0.86,-1.95,1.0,3.3,-2.2,-0.95,-1.74
Thibault Vlietinck,BEL,"DF,FW",OH Leuven,25,1997,8,456,57,16.9,5.1,6,65,1,2,33,1,0.75,8,7,+1,+0.20,+0.76,7.2,6.2,+1.0,+0.19,+0.68
Sandy Walsh,IDN,DF,Mechelen,28,1995,24,"1,521",63,56.3,16.9,19,72,7,5,29,3,1.52,12,20,-8,-0.47,-1.47,22.0,23.0,-1.1,-0.06,-0.14
Warleson,BRA,GK,Cercle Brugge,26,1996,30,"2,700",90,100.0,30.0,30,90,30,0,,0,1.50,44,34,+10,+0.33,,50.9,39.2,+11.7,+0.39,
Martin Wasinski,BEL,DF,Kortrijk,19,2004,7,566,81,21.0,6.3,6,87,5,1,45,13,0.57,7,19,-12,-1.91,-0.94,7.8,12.3,-4.5,-0.72,+0.33
Tsuyoshi Watanabe,JPN,DF,Gent,26,1997,26,"2,326",89,86.1,25.8,26,89,25,0,,0,1.92,47,28,+19,+0.74,+1.70,43.8,34.1,+9.7,+0.38,+1.03
Owen Wijndal,NED,DF,Antwerp,23,1999,20,"1,542",77,57.1,17.1,18,81,12,2,45,3,1.48,28,12,+16,+0.93,0.00,29.6,17.4,+12.1,+0.71,+0.13
Rihito Yamamoto,JPN,"MF,FW",Sint-Truiden,21,2001,28,731,26,27.1,8.1,5,72,0,23,16,2,1.52,11,17,-6,-0.74,-0.51,12.6,13.8,-1.2,-0.15,+0.07
Roman Yaremchuk,UKR,FW,Club Brugge,27,1995,3,67,22,2.5,0.7,0,,0,3,22,0,3.00,4,0,+4,+5.37,+4.38,3.0,0.7,+2.2,+3.00,+1.92
Kelvin Yeboah,ITA,FW,Standard Liège,23,2000,6,441,74,16.3,4.9,5,87,4,1,7,1,0.86,11,7,+4,+0.82,+1.29,6.4,7.6,-1.2,-0.25,+0.16
Daisuke Yokota,JPN,"FW,MF",Gent,23,2000,4,316,79,11.7,3.5,4,79,1,0,,0,0.67,3,5,-2,-0.57,-1.21,3.1,7.1,-4.0,-1.14,-1.56
Lorenzo Youndje,BEL,"DF,MF",Eupen,18,2005,10,90,9,3.3,1.0,0,,0,10,9,7,0.50,1,5,-4,-4.00,-2.97,1.6,5.2,-3.6,-3.53,-2.67
Pape Youssou Niang,SEN,MF,Eupen,20,2003,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,
Griffin Yow,USA,"FW,MF",Westerlo,20,2002,20,"1,503",75,55.7,16.7,18,82,6,2,16,1,1.07,26,27,-1,-0.06,+0.77,25.5,24.4,+1.1,+0.07,+0.79
Alhassan Yusuf,NGA,MF,Antwerp,23,2000,20,"1,095",55,40.6,12.2,11,84,6,9,19,4,1.30,20,15,+5,+0.41,-0.88,19.5,14.5,+5.0,+0.41,-0.41
Wassim Zaatout,MAR,DF,Eupen,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kahveh Zahiroleslam,USA,FW,Sint-Truiden,21,2002,18,"1,251",70,46.3,13.9,16,76,1,2,15,0,1.33,17,19,-2,-0.14,+0.42,16.8,17.3,-0.6,-0.04,+0.31
Andi Zeqiri,SUI,"FW,MF",Genk,24,1999,20,686,34,25.4,7.6,7,67,0,13,17,5,1.33,15,12,+3,+0.39,-0.37,14.6,12.6,+2.0,+0.26,-0.81
Philip Zinckernagel,DEN,"FW,MF",Club Brugge,28,1994,24,"1,512",63,56.0,16.8,21,70,3,3,12,0,2.00,35,14,+21,+1.25,+0.34,31.0,13.6,+17.4,+1.04,-0.21
Adem Zorgane,ALG,MF,Charleroi,23,2000,23,"1,841",80,68.2,20.5,20,88,17,3,29,0,1.21,20,36,-16,-0.78,-0.15,24.6,34.5,-9.8,-0.48,-0.14
