Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Adrià Altimira,ESP,DF,Villarreal,22,2001,4,283,71,39.3,3.1,3,90,3,1,13,3,2.50,5,4,+1,+0.32,+0.52,6.9,3.2,+3.7,+1.19,+2.25
Edson Álvarez,MEX,MF,West Ham,25,1997,7,499,71,55.4,5.5,6,80,2,1,19,0,1.86,12,2,+10,+1.80,+2.25,9.0,4.9,+4.1,+0.75,+0.92
Iker Álvarez,AND,GK,Villarreal,22,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,1,87,87,48.3,1.0,1,87,0,0,,0,0.00,1,3,-2,-2.07,-2.07,0.5,1.7,-1.2,-1.20,+1.31
Romeo Amane,CIV,MF,Häcken,20,2003,6,373,62,69.1,4.1,4,72,1,2,43,0,1.00,1,12,-11,-2.65,-1.04,5.4,7.5,-2.1,-0.51,-0.37
Jaydon Amauri Banel,NED,MF,Ajax,18,2004,1,1,1,0.2,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,+0.50,0.0,0.1,-0.1,-6.97,-6.78
Aurele Amenda,SUI,DF,Young Boys,20,2003,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,2,4,-2,-1.00,,1.4,5.2,-3.7,-1.87,
Michael Amir Murillo,PAN,"DF,MF",Marseille,27,1996,7,283,40,21.9,3.1,2,81,1,5,24,3,2.00,6,4,+2,+0.64,+0.37,5.6,5.5,+0.1,+0.04,-0.25
Mohamed Amoura,ALG,FW,Union SG,23,2000,6,438,73,81.1,4.9,5,82,3,1,29,0,1.33,5,6,-1,-0.21,+1.56,9.0,6.5,+2.5,+0.51,+1.18
Nordin Amrabat,MAR,"MF,FW",AEK Athens,36,1987,6,460,77,85.2,5.1,6,77,2,0,,0,0.67,6,11,-5,-0.98,+0.15,7.3,10.4,-3.1,-0.60,+1.72
Joseph Anang,ENG,GK,West Ham,23,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,
Andrés Andrade Cedeño,PAN,DF,LASK,24,1998,6,465,78,86.1,5.2,5,90,5,1,15,0,0.88,5,12,-7,-1.35,-2.55,6.5,10.0,-3.5,-0.67,+0.11
Leandro Andrade,CPV,"FW,MF",Qarabağ,23,1999,10,783,78,84.2,8.7,10,78,0,0,,0,1.71,13,11,+2,+0.23,+2.68,10.3,13.6,-3.3,-0.38,+1.67
Patrick Andrade,CPV,MF,Qarabağ,30,1993,9,250,28,26.9,2.8,2,90,2,7,10,1,1.55,5,9,-4,-1.44,-1.70,3.6,7.2,-3.7,-1.38,-0.99
Markus Andreas Kaasa,NOR,MF,Molde,26,1997,5,360,72,66.7,4.0,5,72,0,0,,0,1.20,7,8,-1,-0.25,-0.75,4.2,7.0,-2.7,-0.69,-1.53
Robert Andrich,GER,"MF,DF",Leverkusen,28,1994,11,760,69,65.0,8.4,8,90,8,3,13,2,2.36,23,8,+15,+1.78,+1.12,17.2,9.6,+7.6,+0.90,-0.16
Angeliño,ESP,"DF,FW",Roma,26,1997,4,133,33,10.3,1.5,1,80,0,3,18,4,1.25,2,2,0,0.00,-0.86,3.2,2.7,+0.4,+0.32,+0.09
Goran Antonić,SRB,DF,TSC Bačka Top,32,1990,5,419,84,77.6,4.7,5,84,3,0,,1,0.20,3,12,-9,-1.93,+1.04,2.8,8.2,-5.4,-1.16,+0.12
Michail Antonio,JAM,FW,West Ham,33,1990,6,322,54,35.8,3.6,3,86,2,3,21,1,1.17,9,3,+6,+1.68,+1.37,5.4,4.4,+0.9,+0.26,-0.12
Alexis Antunes,SUI,"MF,FW",Servette FC,23,2000,5,290,58,53.7,3.2,4,67,0,1,23,0,0.40,1,10,-9,-2.79,-2.79,2.4,6.1,-3.8,-1.16,-1.36
Houssem Aouar,ALG,MF,Roma,25,1998,9,398,44,30.9,4.4,6,56,0,3,20,5,1.89,7,2,+5,+1.13,+0.53,5.3,3.1,+2.2,+0.54,+0.42
Ayman Aourir,GER,MF,Leverkusen,18,2004,1,3,3,0.3,0.0,0,,0,1,3,2,3.00,0,0,0,0.00,-1.39,0.0,0.5,-0.5,-15.17,-16.17
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,6,197,33,36.5,2.2,2,63,1,4,18,0,0.89,3,9,-6,-2.74,-1.17,1.5,7.6,-6.2,-2.81,-1.92
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,2,34,17,6.3,0.4,0,,0,2,17,4,2.17,1,0,+1,+2.65,+3.36,1.0,0.0,+1.0,+2.72,+2.96
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,6,386,64,71.5,4.3,4,90,4,2,13,0,0.67,5,7,-2,-0.47,+0.12,7.6,6.8,+0.8,+0.19,+0.34
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,4,204,51,37.8,2.3,2,79,1,2,24,0,1.00,3,4,-1,-0.44,+0.90,3.8,4.9,-1.1,-0.49,+0.59
Tomás Araújo,POR,DF,Benfica,21,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Alphonse Areola,FRA,GK,West Ham,30,1993,1,90,90,10.0,1.0,1,90,1,0,,7,0.00,1,2,-1,-1.00,-2.00,1.0,0.9,+0.1,+0.08,-0.29
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,1,13,13,2.4,0.1,1,13,0,0,,1,1.00,0,0,0,0.00,+1.20,0.0,0.0,0.0,0.00,+0.80
Arthur,BRA,DF,Leverkusen,20,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,6,496,83,91.9,5.5,6,83,3,0,,0,0.90,5,15,-10,-1.81,+2.28,2.8,10.9,-8.0,-1.46,+1.65
Lorenz Assignon,TOG,DF,Rennes,23,2000,5,361,72,50.1,4.0,4,90,4,1,1,1,2.40,10,4,+6,+1.50,+1.75,5.4,5.0,+0.5,+0.11,-0.29
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,3,212,71,39.3,2.4,2,90,2,1,32,3,0.00,1,7,-6,-2.55,-2.55,2.8,7.0,-4.3,-1.82,-1.59
Noah Atubolu,GER,GK,Freiburg,21,2002,10,930,93,100.0,10.3,10,93,10,0,,0,1.90,21,14,+7,+0.68,,17.3,11.5,+5.7,+0.57,+0.57
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,13,"1,026",79,79.5,11.4,11,88,5,2,31,0,1.46,22,18,+4,+0.35,+0.01,17.9,14.5,+3.4,+0.31,+0.29
Fredrik Aursnes,NOR,DF,Benfica,27,1995,6,503,84,88.2,5.6,5,96,5,1,23,0,1.83,7,5,+2,+0.36,+0.36,9.8,5.0,+4.8,+0.92,+1.42
Gastón Ávila,ARG,DF,Ajax,21,2001,2,91,46,16.9,1.0,1,90,1,1,1,4,1.00,1,1,0,0.00,+0.60,1.9,2.5,-0.6,-0.60,-0.48
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,7,67,10,7.2,0.7,0,,0,7,10,3,1.63,1,6,-5,-6.72,-7.03,0.5,4.2,-3.7,-6.47,-6.17
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,2,123,62,68.3,1.4,2,62,0,0,,0,1.50,2,2,0,0.00,+3.16,1.8,2.4,-0.6,-0.41,+1.61
Neil El Aynaoui,FRA,MF,Lens,22,2001,2,210,105,100.0,2.3,2,105,2,0,,0,0.50,2,3,-1,-0.43,,1.4,4.8,-3.4,-1.70,-1.70
Irakli Azarov,GEO,DF,Shakhtar,21,2002,2,173,87,96.1,1.9,2,87,1,0,,0,0.50,3,5,-2,-1.04,-1.04,2.5,2.8,-0.3,-0.15,-0.25
Sardar Azmoun,IRN,FW,Roma,28,1995,4,175,44,13.6,1.9,2,80,0,2,8,3,1.00,2,1,+1,+0.51,-0.29,3.4,3.3,+0.1,+0.07,-0.19
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,2,5,3,0.9,0.1,0,,0,2,3,4,1.00,0,0,0,0.00,+1.01,0.0,0.5,-0.5,-8.33,-7.72
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,2,32,16,4.4,0.4,0,,0,2,16,0,0.50,1,1,0,0.00,+0.26,0.4,1.2,-0.8,-2.28,-1.58
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,5,347,69,64.3,3.9,4,80,1,1,26,1,1.00,4,7,-3,-0.78,+0.62,3.7,6.0,-2.3,-0.60,-0.14
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,5,400,80,74.1,4.4,4,89,3,1,45,0,1.00,4,11,-7,-1.58,+1.64,2.2,10.9,-8.7,-1.97,-1.44
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,8,412,52,57.2,4.6,5,70,2,3,21,0,2.00,10,8,+2,+0.44,+1.02,5.9,6.2,-0.2,-0.06,+0.25
Alexander Bah,DEN,DF,Benfica,25,1997,6,505,84,88.6,5.6,5,95,4,1,32,0,1.83,7,5,+2,+0.36,+0.36,9.6,6.7,+2.9,+0.55,-0.78
Eric Bailly,CIV,DF,Villarreal,29,1994,2,140,70,19.4,1.6,2,70,1,0,,0,1.50,1,4,-3,-1.93,-2.39,1.2,3.5,-2.3,-1.47,-1.60
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,1,60,60,6.7,0.7,1,60,0,0,,1,3.00,1,1,0,0.00,-1.82,1.3,0.2,+1.0,+1.57,+0.42
Adrian Bajrami,ALB,DF,Benfica,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Johan Bakke,NOR,MF,Molde,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mitchel Bakker,NED,DF,Atalanta,23,2000,5,152,30,13.0,1.7,2,67,0,3,6,6,2.20,1,2,-1,-0.59,-2.18,3.0,1.6,+1.4,+0.82,+0.33
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,5,136,27,10.5,1.5,1,82,0,4,14,3,1.00,0,1,-1,-0.66,-1.60,1.4,1.8,-0.4,-0.34,-0.63
Carlos Baleba,CMR,MF,Brighton,19,2004,6,61,10,8.5,0.7,0,,0,6,10,2,2.50,0,0,0,0.00,-0.27,0.4,0.6,-0.2,-0.28,-0.79
Leonardo Balerdi,ARG,DF,Marseille,24,1999,12,"1,029",86,79.8,11.4,11,93,10,1,11,1,1.33,17,15,+2,+0.17,-0.86,16.6,14.6,+2.0,+0.18,-0.27
Husein Balic,AUT,FW,LASK,27,1996,1,8,8,1.5,0.1,0,,0,1,8,5,3.00,0,0,0,0.00,+1.02,0.2,0.1,+0.1,+1.13,+1.84
David von Ballmoos,SUI,GK,Young Boys,28,1994,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,2,4,-2,-1.00,,1.4,5.2,-3.7,-1.87,
Mamady Bangré,BFA,MF,Toulouse,22,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
Sebastian Banozic,SWE,GK,Häcken,20,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Simon Banza,COD,FW,Braga,26,1996,2,210,105,100.0,2.3,2,105,2,0,,0,1.50,5,6,-1,-0.43,,4.2,3.5,+0.8,+0.38,+0.38
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,2,126,63,70.0,1.4,1,90,1,1,36,0,1.50,3,5,-2,-1.43,-1.43,1.5,2.9,-1.4,-1.00,-0.27
Borna Barišić,CRO,DF,Rangers,30,1992,5,450,90,62.5,5.0,5,90,5,0,,2,2.00,8,6,+2,+0.40,+0.73,7.1,6.4,+0.7,+0.14,+1.21
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,3,127,42,23.5,1.4,1,89,0,2,19,1,1.33,3,1,+2,+1.42,+3.81,2.1,1.6,+0.5,+0.33,+1.13
Davide Bartesaghi,ITA,DF,Milan,17,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Marc Bartra,ESP,DF,Betis,32,1991,1,90,90,16.7,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,-1.60,0.8,2.0,-1.2,-1.16,-1.87
Afonso Bastardo,POR,FW,Sporting CP,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yann Batola,FRA,GK,Rennes,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mika Baur,GER,MF,Freiburg,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,10,335,34,36.0,3.7,2,90,2,8,19,0,1.71,8,18,-10,-2.69,-3.90,5.8,10.3,-4.5,-1.33,-1.02
Chris Bedia,CIV,FW,Servette FC,27,1996,6,397,66,73.5,4.4,5,74,1,1,27,0,0.83,3,13,-10,-2.27,-2.90,4.0,8.3,-4.3,-0.97,-1.65
Thomas Beelen,NED,DF,Feyenoord,22,2001,2,210,105,100.0,2.3,2,105,2,0,,0,1.00,2,2,0,0.00,,2.0,2.1,-0.1,-0.07,-0.07
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,3,34,11,4.7,0.4,0,,0,3,11,3,1.33,0,1,-1,-2.65,-2.52,1.1,0.4,+0.7,+1.89,+2.79
Héctor Bellerín,ESP,DF,Betis,28,1995,3,177,59,32.8,2.0,2,86,1,1,6,3,1.00,2,4,-2,-1.02,-2.01,2.3,4.0,-1.7,-0.86,-1.86
George Bello,USA,"MF,DF",LASK,21,2002,6,359,60,66.5,4.0,5,71,1,1,3,0,0.50,4,6,-2,-0.50,+1.49,5.5,5.9,-0.4,-0.10,+1.73
Jeanuël Belocian,FRA,DF,Rennes,18,2005,3,190,63,26.4,2.1,3,63,1,0,,4,2.00,4,3,+1,+0.47,-0.21,1.8,4.6,-2.9,-1.36,-2.20
Andrea Belotti,ITA,FW,Roma,29,1993,6,271,45,21.0,3.0,3,76,1,3,14,0,2.17,6,1,+5,+1.66,+1.13,5.7,2.6,+3.1,+1.02,+0.99
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,6,458,76,84.8,5.1,5,83,1,1,45,0,0.88,6,11,-5,-0.98,+0.12,6.6,8.7,-2.1,-0.41,+0.93
Ismaël Bennacer,ALG,MF,Milan,25,1997,5,183,37,33.9,2.0,3,52,0,2,13,1,1.20,3,5,-2,-0.98,-2.50,3.9,3.8,+0.2,+0.09,-1.06
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,5,307,61,34.1,3.4,4,74,1,1,11,1,2.40,4,3,+1,+0.29,-0.77,4.6,2.0,+2.6,+0.76,+0.65
Yassine Benzia,ALG,MF,Qarabağ,28,1994,10,717,72,77.1,8.0,9,75,0,1,45,0,1.71,12,4,+8,+1.00,+5.23,9.0,9.1,-0.1,-0.02,+2.75
Gustav Berggren,SWE,MF,RKS Raków,25,1997,6,437,73,80.9,4.9,5,84,3,1,16,0,0.67,3,9,-6,-1.24,-0.36,6.8,9.4,-2.6,-0.53,+1.29
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,5,385,77,71.3,4.3,5,77,2,0,,0,0.71,6,11,-5,-1.17,-2.33,6.1,8.5,-2.4,-0.56,-1.25
Steven Bergwijn,NED,FW,Ajax,25,1997,5,433,87,80.2,4.8,5,87,3,0,,0,0.71,7,12,-5,-1.04,-2.72,6.7,9.6,-3.0,-0.62,-2.13
Veton Berisha,NOR,FW,Molde,29,1994,4,195,49,36.1,2.2,2,78,0,2,20,0,1.75,2,2,0,0.00,0.00,2.6,1.9,+0.6,+0.29,+0.73
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,6,446,74,82.6,5.0,6,74,2,0,,0,0.67,4,10,-6,-1.21,-4.08,6.2,7.3,-1.1,-0.21,-1.79
Léo Besson,KVX,GK,Servette FC,20,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Pep Biel,ESP,MF,Olympiacos,26,1996,3,73,24,13.5,0.8,1,45,0,2,14,3,1.86,2,2,0,0.00,+0.58,2.3,1.2,+1.0,+1.27,+1.52
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,4,36,9,3.1,0.4,0,,0,4,9,3,2.50,1,0,+1,+2.50,+1.23,0.3,0.8,-0.5,-1.15,-1.74
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,9,636,71,70.7,7.1,8,76,1,1,26,0,1.18,11,16,-5,-0.71,-0.71,9.2,10.1,-0.9,-0.12,+0.23
Martin Bjørnbak,NOR,DF,Molde,31,1992,3,225,75,41.7,2.5,2,90,2,1,45,2,1.00,6,4,+2,+0.80,+1.37,2.5,3.6,-1.2,-0.46,-0.49
Rubén Blanco,ESP,GK,Marseille,28,1995,1,90,90,7.0,1.0,1,90,1,0,,13,3.00,3,1,+2,+2.00,+1.77,3.0,1.0,+2.1,+2.09,+1.99
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,8,371,46,51.5,4.1,3,87,2,5,22,0,1.88,9,4,+5,+1.21,+1.21,7.8,4.3,+3.4,+0.83,+1.18
Lewin Blum,SUI,DF,Young Boys,22,2001,2,120,60,66.7,1.3,1,90,1,1,30,0,0.50,2,3,-1,-0.75,+0.75,1.4,3.4,-1.9,-1.45,+1.26
Benicio Boaitey,ENG,FW,Brighton,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,3,194,65,35.9,2.2,3,65,1,0,,0,1.20,4,4,0,0.00,+1.56,2.9,2.5,+0.4,+0.21,+1.18
Pietro Boer,ITA,GK,Roma,21,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,6,427,71,79.1,4.7,5,80,2,1,27,0,0.83,4,8,-4,-0.84,+3.14,5.4,6.5,-1.1,-0.23,+1.45
Andrea Bonanomi,ITA,MF,Atalanta,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1,90,90,50.0,1.0,1,90,1,0,,0,1.00,2,2,0,0.00,+2.00,0.8,1.1,-0.3,-0.30,-0.33
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,2,172,86,95.6,1.9,2,86,0,0,,0,0.50,2,5,-3,-1.57,-12.82,2.2,2.8,-0.6,-0.29,-3.38
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1,90,90,7.7,1.0,1,90,1,0,,7,3.00,4,0,+4,+4.00,+2.92,2.7,2.3,+0.3,+0.32,-0.23
Victor Boniface,NGA,FW,Leverkusen,22,2000,8,379,47,32.4,4.2,4,67,1,4,28,3,2.38,14,3,+11,+2.61,+1.82,10.5,3.4,+7.0,+1.67,+1.06
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,4,201,50,27.9,2.2,2,90,2,2,11,2,2.25,5,3,+2,+0.90,-0.32,4.5,2.0,+2.5,+1.12,+0.71
Cristian Borja,COL,DF,Braga,30,1993,2,157,79,74.8,1.7,2,79,1,0,,0,1.50,2,4,-2,-1.15,-2.84,2.8,3.0,-0.2,-0.13,-1.81
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,1,71,71,13.1,0.8,1,71,0,0,,4,0.00,0,0,0,0.00,+0.96,1.1,1.2,0.0,-0.05,+0.68
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,1,1,1,0.2,0.0,0,,0,1,1,0,0.50,0,0,0,0.00,+2.00,0.0,0.2,-0.2,-14.48,-12.91
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,7,469,67,65.1,5.2,7,67,2,0,,1,1.71,9,8,+1,+0.19,-1.24,6.9,7.7,-0.8,-0.15,-1.18
Edoardo Bove,ITA,MF,Roma,21,2002,12,708,59,54.9,7.9,8,80,3,4,18,1,2.00,14,7,+7,+0.89,+0.27,10.3,8.0,+2.3,+0.29,+0.11
Jarrod Bowen,ENG,FW,West Ham,26,1996,7,549,78,61.0,6.1,6,86,4,1,33,0,1.86,12,3,+9,+1.48,+1.73,9.3,5.9,+3.4,+0.56,+0.57
Conor Bradley,NIR,DF,Liverpool,20,2003,4,234,59,26.0,2.6,2,90,2,2,27,1,2.25,10,4,+6,+2.31,+0.82,4.9,3.4,+1.4,+0.54,-0.85
Daniel Bragança,POR,MF,Sporting CP,24,1999,9,492,55,54.7,5.5,5,86,3,4,16,0,1.67,10,6,+4,+0.73,+0.51,11.8,4.3,+7.6,+1.38,+1.70
Johan Brattberg,SWE,GK,Häcken,26,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,
Claudio Bravo,CHI,GK,Betis,40,1983,2,180,90,33.3,2.0,2,90,2,0,,2,1.50,4,2,+2,+1.00,+1.00,3.1,2.9,+0.1,+0.06,-0.50
Emil Breivik,NOR,MF,Molde,23,2000,5,450,90,83.3,5.0,5,90,5,0,,0,1.40,11,7,+4,+0.80,+4.80,8.0,7.9,+0.1,+0.03,+1.21
Ben Brereton,CHI,FW,Villarreal,24,1999,5,218,44,30.3,2.4,3,63,0,2,14,1,2.00,0,3,-3,-1.24,-1.78,3.6,3.1,+0.5,+0.20,+0.54
Maximilian Breunig,GER,FW,Freiburg,22,2000,1,4,4,0.4,0.0,0,,0,1,4,1,0.00,0,0,0,0.00,-0.68,0.2,0.2,+0.1,+1.22,+0.67
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5,450,90,83.3,5.0,5,90,5,0,,1,0.80,6,8,-2,-0.40,+0.60,7.8,7.0,+0.8,+0.15,+0.35
Brian Brobbey,NED,FW,Ajax,21,2002,6,455,76,84.3,5.1,6,76,1,0,,0,1.00,9,12,-3,-0.59,-0.59,7.3,8.7,-1.4,-0.28,-0.54
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,5,192,38,35.6,2.1,2,68,1,3,19,1,1.00,3,4,-1,-0.47,+0.82,1.8,3.3,-1.5,-0.69,-0.21
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,6,120,20,22.2,1.3,0,,0,6,20,0,0.88,3,5,-2,-1.50,-0.64,1.8,4.1,-2.3,-1.70,-1.48
Bruma,POR,"DF,MF",Braga,28,1994,1,58,58,27.6,0.6,0,,0,1,58,0,3.00,3,2,+1,+1.55,+2.74,1.6,0.5,+1.0,+3.22,+3.34
