Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Otavio Ataide,BRA,DF,Porto,21,2002,12,"1,080",90,35.3,12.0,12,90,12,0,,2,2.25,27,9,+18,+1.50,+0.68,27.5,8.3,+19.2,+1.60,+0.83
Fredrik Aursnes,NOR,DF,Benfica,27,1995,33,"2,791",85,91.2,31.0,31,89,25,2,22,0,2.33,62,26,+36,+1.16,-3.19,69.4,30.5,+39.0,+1.26,-0.76
Chidozie Awaziem,NGA,DF,Boavista,26,1997,24,"1,952",81,63.8,21.7,22,87,20,2,24,0,0.96,26,40,-14,-0.65,+0.09,23.1,33.1,-10.0,-0.46,+0.17
Abdul Awudu,GHA,"FW,MF",Vizela,22,2001,6,185,31,6.0,2.1,2,51,0,4,21,2,0.67,0,11,-11,-5.35,-4.76,2.0,5.7,-3.8,-1.84,-1.62
Daniel Azevedo,POR,GK,Casa Pia,25,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
Amadou Ba-Sy,FRA,"FW,MF",Vizela,22,2001,7,119,17,3.9,1.3,0,,0,7,17,3,1.00,0,3,-3,-2.27,-1.44,1.1,2.9,-1.8,-1.37,-1.09
Alexander Bah,DEN,DF,Benfica,25,1997,19,"1,517",80,49.6,16.9,18,83,13,1,16,0,2.58,44,14,+30,+1.78,+0.67,38.0,14.5,+23.5,+1.39,+0.14
Adrian Bajrami,ALB,DF,Benfica,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Elves Baldé,GNB,"FW,MF",Farense,23,1999,28,976,35,31.9,10.8,9,65,1,19,20,5,0.89,12,16,-4,-0.37,-0.33,14.1,18.2,-4.1,-0.38,-0.07
Robson Bambu,BRA,DF,Arouca,25,1997,10,882,88,28.8,9.8,10,88,9,0,,0,1.90,20,17,+3,+0.31,+0.26,16.2,15.8,+0.4,+0.05,+0.14
Daniel Bandeira,POR,MF,Vitória,23,2000,16,705,44,23.0,7.8,8,72,3,8,16,1,2.00,14,9,+5,+0.64,+0.29,10.8,10.2,+0.5,+0.07,-0.13
Simon Banza,COD,FW,Braga,26,1996,28,"1,999",71,65.3,22.2,23,83,16,5,16,0,2.14,55,30,+25,+1.13,+1.46,48.0,31.0,+17.0,+0.77,+0.86
Rafael Barbosa,POR,"MF,FW",Farense,27,1996,27,857,32,28.0,9.5,8,64,0,19,18,5,1.11,17,16,+1,+0.11,+0.35,13.3,13.8,-0.5,-0.05,+0.39
Romário Baró,POR,"MF,FW",Porto,23,2000,10,225,23,7.4,2.5,2,44,0,8,17,7,2.50,6,2,+4,+1.60,+0.58,4.9,2.8,+2.1,+0.86,-0.21
Afonso Bastardo,POR,"FW,DF",Gil Vicente FC,18,2005,4,42,11,1.4,0.5,0,,0,4,11,0,1.00,2,0,+2,+4.29,+4.64,1.3,0.1,+1.2,+2.55,+2.85
Afonso Bastardo,POR,MF,Sporting CP,18,2005,1,25,25,0.8,0.3,0,,0,1,25,7,3.00,1,2,-1,-3.60,-5.62,0.4,1.2,-0.7,-2.56,-3.95
Gilberto Batista,GNB,DF,Moreirense,19,2003,4,227,57,7.4,2.5,2,90,2,2,24,17,3.00,3,1,+2,+0.79,+0.82,3.4,3.2,+0.2,+0.10,+0.09
Ricardo Batista,POR,GK,Casa Pia,36,1986,31,"2,785",90,91.0,30.9,31,90,30,0,,0,1.13,35,45,-10,-0.32,+0.33,26.6,40.0,-13.4,-0.43,-0.33
Roko Baturina,CRO,FW,Gil Vicente FC,23,2000,15,707,47,23.1,7.9,9,67,1,6,18,1,0.87,10,14,-4,-0.51,-0.28,9.0,12.5,-3.5,-0.44,-0.24
Bachir Belloumi,ALG,"FW,MF",Farense,21,2002,33,"2,069",63,67.6,23.0,26,72,2,7,27,0,1.09,35,35,0,0.00,+0.45,29.7,37.2,-7.6,-0.33,+0.02
Fahem Benaissa Yahia,FRA,MF,Casa Pia,21,2002,1,13,13,0.4,0.1,0,,0,1,13,5,3.00,1,0,+1,+6.92,+7.31,0.2,0.1,0.0,+0.20,+0.61
Beni,ANG,MF,Casa Pia,21,2002,25,"1,470",59,48.0,16.3,14,78,3,11,35,1,1.20,17,28,-11,-0.67,-0.62,12.2,23.0,-10.8,-0.67,-0.50
Benny,POR,"MF,FW",Chaves,23,2000,29,"1,265",44,41.3,14.1,11,67,2,18,30,2,0.66,19,27,-8,-0.57,+1.09,17.3,24.5,-7.2,-0.51,+0.44
Berna,ANG,"FW,DF",Boavista,19,2003,18,322,18,10.5,3.6,1,45,0,17,16,14,1.00,5,11,-6,-1.68,-1.12,6.1,7.9,-1.8,-0.49,+0.03
Juan Bernat,ESP,DF,Benfica,30,1993,3,81,27,2.6,0.9,1,63,0,2,9,2,1.67,2,1,+1,+1.11,-0.34,1.8,2.3,-0.5,-0.57,-1.94
Emmanuel Boateng,GHA,FW,Rio Ave,27,1996,27,"1,859",69,60.8,20.7,19,85,13,8,31,0,1.07,26,21,+5,+0.24,+0.99,26.1,23.9,+2.1,+0.10,+0.55
Kiko Bondoso,POR,"FW,MF",Vizela,27,1995,3,193,64,6.3,2.1,2,90,1,1,14,0,0.33,4,4,0,0.00,+0.94,3.2,2.7,+0.5,+0.24,+0.59
Toni Borevkovic,CRO,DF,Vitória,26,1997,23,"2,043",89,66.8,22.7,23,89,22,0,,4,1.87,34,25,+9,+0.40,-0.05,30.5,27.0,+3.5,+0.15,-0.05
Gonçalo Borges,POR,"MF,FW",Porto,22,2001,17,291,17,9.5,3.2,1,69,0,16,14,11,2.24,8,3,+5,+1.55,+0.54,9.2,2.4,+6.8,+2.09,+1.14
Cristian Borja,COL,DF,Braga,30,1993,30,"2,452",82,80.1,27.2,28,85,20,2,38,1,2.03,53,38,+15,+0.55,-0.34,52.3,35.2,+17.1,+0.63,+0.80
Róbert Boženík,SVK,FW,Boavista,23,1999,31,"2,577",83,84.2,28.6,30,86,21,1,1,0,0.97,35,56,-21,-0.73,-0.36,32.1,47.3,-15.1,-0.53,-0.03
Daniel Bragança,POR,MF,Sporting CP,24,1999,28,"1,028",37,33.6,11.4,10,66,2,18,20,3,2.86,40,9,+31,+2.71,+1.12,26.9,9.5,+17.3,+1.52,+0.24
Gabriel Brás,POR,DF,Porto,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Brenner,BRA,FW,Estrela,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Bruno Brigido,BRA,GK,Estrela,32,1991,26,"2,340",90,76.5,26.0,26,90,26,0,,0,0.85,24,43,-19,-0.73,-0.61,30.5,38.8,-8.3,-0.32,0.00
Rafael Brito,POR,MF,Casa Pia,21,2002,9,342,38,11.2,3.8,5,52,0,4,21,2,1.22,7,7,0,0.00,+0.40,4.1,4.2,0.0,-0.01,+0.44
Bruma,POR,"FW,MF",Braga,28,1994,26,"1,720",66,56.2,19.1,19,81,5,7,27,1,2.15,44,28,+16,+0.84,+0.50,33.2,28.2,+5.0,+0.26,-0.47
Jonathan Buatu Mananga,ANG,DF,Gil Vicente FC,29,1993,5,450,90,14.7,5.0,5,90,5,0,,7,1.60,6,4,+2,+0.40,+0.81,6.6,5.7,+0.8,+0.17,+0.50
Leonel Bucca,ARG,"MF,FW",Estrela,24,1999,15,818,55,26.7,9.1,8,86,6,7,18,1,1.00,9,16,-7,-0.77,-0.25,13.5,13.3,+0.2,+0.02,+0.47
André Bukia,COD,"MF,FW",Arouca,28,1995,10,157,16,5.1,1.7,0,,0,10,16,4,1.10,3,2,+1,+0.57,+0.48,3.1,2.1,+1.0,+0.57,+0.66
Fabijan Buntić,CRO,GK,Vizela,26,1997,28,"2,496",89,81.6,27.7,27,90,27,1,66,6,0.68,29,60,-31,-1.12,-1.28,33.0,42.6,-9.6,-0.35,-0.15
Nikola Bursać,CAN,GK,Vizela,21,2001,0,,,,,0,,0,0,,9,,,,,,,,,,,
Aleksandar Busnić,SRB,"MF,FW",Vizela,25,1997,19,767,40,25.1,8.5,8,69,2,11,20,8,0.74,10,25,-15,-1.76,-1.17,10.1,16.5,-6.4,-0.75,-0.57
Oriol Busquets,ESP,MF,Arouca,24,1999,18,436,24,14.2,4.8,3,65,1,15,16,9,1.50,5,9,-4,-0.83,-1.10,4.2,5.3,-1.1,-0.22,-0.19
Rafael Bustamante,COL,MF,Vizela,23,1999,12,715,60,23.4,7.9,8,77,2,4,26,3,0.67,7,17,-10,-1.26,-0.49,9.1,11.5,-2.5,-0.31,+0.01
Leonardo Buta,POR,DF,Gil Vicente FC,21,2002,29,"2,187",75,71.5,24.3,24,87,17,5,20,2,1.07,31,38,-7,-0.29,+0.02,29.7,35.6,-6.0,-0.25,+0.06
Adrián Butzke,ESP,FW,Vitória,24,1999,17,369,22,12.1,4.1,3,63,0,14,13,12,1.94,5,5,0,0.00,-0.47,3.6,7.4,-3.8,-0.92,-1.24
Erick Cabaco,URU,DF,Estoril,28,1995,6,335,56,10.9,3.7,3,84,2,3,27,0,0.67,9,10,-1,-0.27,0.00,7.7,4.3,+3.4,+0.90,+1.43
Arthur Cabral,BRA,FW,Benfica,25,1998,28,"1,329",47,43.4,14.8,13,73,1,15,25,3,2.39,30,11,+19,+1.29,-0.27,30.1,11.6,+18.5,+1.26,-0.11
Jovane Cabral,CPV,"FW,MF",Sporting CP,25,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jhonder Cádiz,VEN,FW,Famalicão,28,1995,30,"2,300",77,75.2,25.6,27,83,13,3,17,0,1.27,30,32,-2,-0.08,+0.16,27.7,36.2,-8.5,-0.33,-0.17
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,29,"2,080",72,68.0,23.1,27,76,5,2,19,0,1.38,24,28,-4,-0.17,-0.63,19.4,21.0,-1.6,-0.07,-0.24
Ibrahima Camará,GUI,"MF,DF",Boavista,24,1999,15,476,32,15.6,5.3,4,68,1,11,19,10,0.87,0,11,-11,-2.08,-1.66,2.0,8.8,-6.8,-1.28,-0.89
Cambila,ANG,GK,Estrela,21,2002,1,17,17,0.6,0.2,0,,0,1,17,6,0.00,0,3,-3,-15.88,-15.38,0.0,2.8,-2.8,-14.99,-14.76
Luan Campos,BRA,"FW,MF",Portimonense,21,2002,16,467,29,15.3,5.2,5,67,0,11,12,3,1.06,3,11,-8,-1.54,-0.67,3.9,9.0,-5.1,-0.98,-0.42
Fábio Cardoso,POR,DF,Porto,29,1994,18,"1,205",67,39.4,13.4,14,82,11,4,16,11,2.00,25,12,+13,+0.97,-0.14,23.8,11.4,+12.4,+0.93,-0.22
Felippe Cardoso,BRA,FW,Casa Pia,24,1998,29,"1,564",54,51.1,17.4,16,79,4,13,23,1,1.07,23,25,-2,-0.12,+0.49,17.2,20.8,-3.6,-0.20,+0.41
Carlinhos,BRA,MF,Portimonense,29,1994,32,"2,843",89,92.9,31.6,32,89,23,0,,0,1.00,33,65,-32,-1.01,-0.60,31.1,51.3,-20.2,-0.64,-0.12
João Carlos,BRA,"FW,DF",Estoril,28,1995,20,314,16,10.3,3.5,1,80,0,19,12,14,0.60,3,8,-5,-1.43,-1.30,4.3,8.5,-4.2,-1.20,-0.92
Zé Carlos,POR,"MF,DF",Vitória,21,2001,23,420,18,13.7,4.7,2,51,0,21,15,9,2.00,8,7,+1,+0.21,-0.23,6.7,5.9,+0.8,+0.18,+0.01
Zé Carlos,POR,DF,Gil Vicente FC,25,1998,26,"1,927",74,63.0,21.4,21,86,16,5,25,1,1.04,33,37,-4,-0.19,+0.29,25.0,32.7,-7.7,-0.36,-0.27
David Carmo,ANG,DF,Porto,24,1999,7,608,87,19.9,6.8,7,87,5,0,,4,2.14,8,4,+4,+0.59,-0.58,10.0,7.3,+2.7,+0.40,-0.82
Marcelo Carné,BRA,GK,Estoril,33,1990,22,"1,979",90,64.7,22.0,22,90,21,0,,12,1.18,30,28,+2,+0.09,+1.01,21.9,35.8,-13.9,-0.63,-0.76
Carraça,POR,"DF,MF",Chaves,30,1993,20,995,50,32.5,11.1,12,73,7,8,15,3,0.65,11,16,-5,-0.45,+1.12,10.2,19.9,-9.7,-0.88,-0.16
Álvaro Carreras,ESP,DF,Benfica,20,2003,11,567,52,18.5,6.3,5,89,4,6,20,6,2.09,16,6,+10,+1.59,+0.18,13.3,4.2,+9.1,+1.44,+0.14
Ronie Carrillo,ECU,"FW,MF",Portimonense,26,1996,25,"1,314",53,42.9,14.6,13,78,5,12,25,3,1.08,21,26,-5,-0.34,+1.10,17.2,18.2,-1.0,-0.07,+0.99
António Filipe de Carvalho,POR,GK,Estrela,38,1985,3,270,90,8.8,3.0,3,90,3,0,,21,2.00,4,3,+1,+0.33,+1.01,4.5,3.1,+1.4,+0.46,+0.86
Euri Carvalho,POR,FW,Estrela,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Miguel Carvalho,POR,GK,Farense,27,1996,2,180,90,5.9,2.0,2,90,2,0,,11,0.00,1,5,-4,-2.00,-1.97,1.3,3.4,-2.1,-1.06,-0.77
Vitor Carvalho,BRA,MF,Braga,26,1997,27,"1,302",48,42.5,14.5,16,67,4,11,21,6,2.04,28,17,+11,+0.76,+0.25,21.4,15.6,+5.8,+0.40,-0.12
Facundo Cáseres,ARG,MF,Farense,22,2001,21,"1,112",53,36.3,12.4,12,78,4,9,20,6,0.95,16,20,-4,-0.32,-0.28,15.8,20.3,-4.5,-0.37,-0.05
Midana Cassama,GNB,"FW,MF",Portimonense,20,2002,12,287,24,9.4,3.2,2,44,0,10,20,3,0.83,7,10,-3,-0.94,+0.03,4.4,6.3,-1.9,-0.60,+0.03
Cassiano,BRA,FW,Estoril,34,1989,29,"1,612",56,52.7,17.9,20,68,1,9,27,1,1.00,31,25,+6,+0.33,+1.27,22.3,22.8,-0.5,-0.03,+0.72
Jesús Castillo,PER,MF,Gil Vicente FC,22,2001,11,247,22,8.1,2.7,2,85,0,9,9,10,1.64,3,5,-2,-0.73,-0.47,2.8,3.5,-0.7,-0.25,+0.02
André Castro,POR,MF,Braga,35,1988,3,41,14,1.3,0.5,0,,0,3,14,5,1.33,1,3,-2,-4.39,-5.08,1.3,0.5,+0.9,+1.88,+1.43
André Castro,POR,MF,Moreirense,35,1988,14,541,39,17.7,6.0,6,68,0,8,16,1,1.64,6,3,+3,+0.50,+0.57,7.0,4.5,+2.5,+0.42,+0.50
Cristian Castro,COL,DF,Rio Ave,22,2001,1,73,73,2.4,0.8,1,73,0,0,,3,1.00,1,1,0,0.00,+0.15,0.2,1.1,-0.8,-1.03,-0.94
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,27,"1,684",62,55.0,18.7,17,82,8,10,29,1,2.67,57,14,+43,+2.30,+0.73,41.8,14.3,+27.5,+1.47,+0.25
César,BRA,GK,Boavista,31,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21,2002,28,"1,080",39,35.3,12.0,8,74,1,20,24,3,1.11,13,14,-1,-0.08,+0.33,15.1,18.3,-3.2,-0.26,-0.01
Charles,BRA,GK,Vitória,29,1994,8,675,84,22.1,7.5,7,90,7,1,45,25,1.89,13,10,+3,+0.40,-0.02,11.5,8.3,+3.2,+0.43,+0.33
Chiquinho,POR,"FW,MF",Famalicão,23,2000,27,"1,740",64,56.9,19.3,22,74,3,5,22,0,1.26,26,22,+4,+0.21,+0.75,21.3,26.7,-5.4,-0.28,+0.03
Chiquinho,POR,MF,Benfica,28,1995,9,190,21,6.2,2.1,1,90,1,8,13,8,2.22,2,3,-1,-0.47,-2.04,4.3,3.4,+0.9,+0.42,-0.96
Clayton,BRA,FW,Casa Pia,24,1999,24,"1,688",70,55.2,18.8,21,78,6,3,19,0,1.13,17,31,-14,-0.75,-0.88,14.1,23.1,-9.0,-0.48,-0.17
Sebastián Coates,URU,DF,Sporting CP,32,1990,29,"2,278",79,74.4,25.3,26,84,21,3,32,0,2.69,67,19,+48,+1.90,-0.29,48.5,18.9,+29.6,+1.17,-0.75
Fábio Conceição,POR,"MF,FW",Rio Ave,22,2001,34,"2,536",75,82.9,28.2,30,80,11,4,33,0,1.09,33,35,-2,-0.07,+0.44,34.5,31.4,+3.1,+0.11,+1.29
Francisco Conceição,POR,"FW,MF",Porto,20,2002,27,"1,888",70,61.7,21.0,21,84,6,6,21,2,1.96,43,14,+29,+1.38,+0.84,43.4,16.4,+27.0,+1.29,+0.60
Leo Cordeiro,BRA,MF,Estrela,27,1995,32,"2,607",81,85.2,29.0,29,85,21,3,45,0,0.94,31,39,-8,-0.28,+2.11,33.8,40.5,-6.6,-0.23,+0.59
Jeriel Córdova,VEN,FW,Boavista,21,2002,12,156,13,5.1,1.7,0,,0,12,13,9,1.17,3,3,0,0.00,+0.71,3.7,2.5,+1.2,+0.68,+1.26
Félix Correia,POR,FW,Gil Vicente FC,22,2001,30,"2,167",72,70.8,24.1,26,79,7,4,30,0,1.07,31,29,+2,+0.08,+1.29,31.1,30.5,+0.7,+0.03,+0.99
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,30,"2,097",70,68.5,23.3,24,80,12,6,29,0,0.73,22,52,-30,-1.29,-0.26,22.1,37.0,-14.9,-0.64,+0.43
Alberto costa,POR,DF,Vitória,19,2003,1,15,15,0.5,0.2,0,,0,1,15,10,0.00,0,0,0,0.00,-0.41,0.1,0.2,-0.1,-0.34,-0.51
Bruno Xavier Almeida Costa,POR,MF,Vizela,26,1997,8,614,77,20.1,6.8,7,81,2,1,45,2,1.00,6,14,-8,-1.17,-0.36,6.0,11.1,-5.0,-0.77,-0.56
Diogo Costa,POR,GK,Porto,23,1999,33,"2,944",89,96.2,32.7,33,89,32,0,,0,2.09,61,25,+36,+1.10,+1.10,62.7,27.5,+35.2,+1.08,+0.47
Gonçalo Costa,POR,"DF,MF",Portimonense,23,2000,33,"1,711",52,55.9,19.0,18,71,5,15,29,0,0.97,23,45,-22,-1.16,-0.42,18.6,32.2,-13.6,-0.71,-0.18
Michel Costa,BRA,MF,Estoril,21,2001,8,299,37,9.8,3.3,3,83,2,5,10,12,0.63,4,5,-1,-0.30,-0.04,3.7,5.0,-1.3,-0.38,-0.02
Murilo Costa,BRA,FW,Gil Vicente FC,28,1994,31,"1,990",64,65.0,22.1,26,74,10,5,15,0,1.06,27,34,-7,-0.32,-0.06,27.1,30.7,-3.6,-0.16,+0.28
Rui Costa,POR,"FW,MF",Farense,27,1996,21,704,34,23.0,7.8,6,64,0,15,21,3,1.29,14,11,+3,+0.38,+0.69,10.5,12.7,-2.2,-0.28,+0.07
Tomás Costa Silva,POR,DF,Vizela,23,1999,30,"2,620",87,85.6,29.1,30,87,25,0,,2,0.87,32,47,-15,-0.52,+2.55,34.2,40.5,-6.4,-0.22,+0.70
Costinha,POR,"MF,DF",Rio Ave,23,2000,34,"3,050",90,99.7,33.9,34,90,33,0,,0,1.09,37,43,-6,-0.18,-9.18,38.7,42.5,-3.8,-0.11,-0.49
Sandro Cruz,ANG,"DF,MF",Chaves,22,2001,24,"1,629",68,53.2,18.1,20,74,11,4,35,3,0.58,14,39,-25,-1.38,-0.37,16.2,34.3,-18.1,-1.00,-0.49
Augusto Dabo,POR,DF,Boavista,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Florian Danho Seke,FRA,FW,Famalicão,23,2000,10,239,24,7.8,2.7,2,79,0,8,10,4,1.20,1,3,-2,-0.75,-0.69,2.9,4.0,-1.1,-0.43,-0.15
Ignacio De Arruabarrena,URU,GK,Arouca,26,1997,31,"2,790",90,91.2,31.0,31,90,31,0,,0,1.42,51,45,+6,+0.19,+0.86,43.2,47.0,-3.8,-0.12,-0.74
Dele,NGA,FW,Estoril,22,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fran Delgado,ESP,DF,Farense,22,2001,9,492,55,16.1,5.5,6,78,2,3,8,9,1.44,6,10,-4,-0.73,-0.70,6.2,9.5,-3.3,-0.60,-0.32
Dener,BRA,MF,Portimonense,31,1992,26,"1,762",68,57.6,19.6,23,76,10,3,4,4,1.04,20,35,-15,-0.77,+0.48,17.7,31.4,-13.7,-0.70,-0.17
Depú,ANG,FW,Gil Vicente FC,23,2000,16,777,49,25.4,8.6,7,77,3,9,27,1,0.94,15,16,-1,-0.12,+0.24,13.0,15.8,-2.8,-0.32,-0.08
Derick,BRA,DF,Casa Pia,29,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ángel Di María,ARG,FW,Benfica,35,1988,28,"2,218",79,72.5,24.6,26,83,11,2,36,2,2.29,51,20,+31,+1.26,-0.67,56.4,22.0,+34.4,+1.39,+0.26
Tiago Dias,POR,"MF,FW",Casa Pia,25,1998,19,794,42,25.9,8.8,10,69,1,9,12,9,0.84,9,19,-10,-1.13,-1.05,6.1,12.3,-6.2,-0.70,-0.40
Vinicius Dias,BRA,GK,Gil Vicente FC,26,1997,2,180,90,5.9,2.0,2,90,2,0,,11,0.50,4,6,-2,-1.00,-0.75,3.4,1.8,+1.6,+0.80,+1.13
Dida,BRA,GK,Estrela,25,1998,5,427,85,14.0,4.7,5,85,4,0,,6,1.00,5,4,+1,+0.21,+0.93,3.6,4.7,-1.1,-0.22,+0.11
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,26,"2,115",81,69.1,23.5,25,84,19,1,19,2,2.54,54,24,+30,+1.28,-2.25,44.2,19.2,+24.9,+1.06,-0.96
Álvaro djaló,ESP,"FW,MF",Braga,23,1999,30,"1,795",60,58.7,19.9,20,77,3,10,26,1,1.93,38,35,+3,+0.15,-1.13,38.0,28.0,+10.0,+0.50,+0.08
Mihai Dobre,ROU,FW,Famalicão,24,1998,14,349,25,11.4,3.9,2,56,0,12,20,7,1.07,0,8,-8,-2.06,-2.20,2.8,6.4,-3.7,-0.95,-0.75
Thiago Dombroski,BRA,DF,Portimonense,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27,1996,33,"2,335",71,76.3,25.9,29,76,10,4,33,0,1.06,34,41,-7,-0.27,+0.10,27.9,38.0,-10.1,-0.39,-0.54
Bruno Duarte,BRA,FW,Farense,27,1996,32,"2,255",70,73.7,25.1,26,80,9,6,27,0,1.16,32,37,-5,-0.20,-0.20,34.1,41.6,-7.5,-0.30,+0.13
