Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Nikita Contini Baranovsky,ITA,GK,Napoli,27,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,
Kobe Corbanie,BEL,"DF,FW",Antwerp,18,2005,2,33,17,6.1,0.4,0,,0,2,17,2,1.50,1,2,-1,-2.73,-0.95,0.9,1.5,-0.5,-1.44,-0.67
Andreas Cornelius,DEN,"FW,MF",FC Copenhagen,30,1993,3,82,27,11.4,0.9,0,,0,3,27,1,1.00,0,1,-1,-1.10,-0.67,0.8,2.3,-1.6,-1.71,-1.41
Ángel Correa,ARG,"FW,MF",Atlético Madrid,28,1995,10,324,32,34.8,3.6,2,76,1,8,22,0,2.00,11,5,+6,+1.67,+1.07,6.8,4.6,+2.2,+0.68,+0.44
David Costa,POR,"MF,FW",Lens,22,2001,3,114,38,21.1,1.3,1,71,0,2,22,0,1.33,2,1,+1,+0.79,+2.06,1.3,1.5,-0.2,-0.20,+0.04
Diogo Costa,POR,GK,Porto,23,1999,8,750,94,100.0,8.3,8,94,8,0,,0,1.88,16,9,+7,+0.84,,11.4,7.7,+3.7,+0.46,+0.46
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,6,540,90,100.0,6.0,6,90,6,0,,0,1.13,6,17,-11,-1.83,,6.2,11.1,-4.9,-0.81,
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,1,90,90,7.5,1.0,1,90,1,0,,2,3.00,2,0,+2,+2.00,+1.11,1.1,2.1,-1.0,-0.95,-1.65
Juan Cuadrado,COL,"DF,FW",Inter,35,1988,2,113,57,15.1,1.3,1,90,1,1,23,1,1.00,1,0,+1,+0.80,+0.51,1.9,0.8,+1.0,+0.81,-0.12
Pau Cubarsí,ESP,DF,Barcelona,16,2007,3,270,90,30.0,3.0,3,90,3,0,,3,2.00,7,7,0,0.00,-0.86,5.7,4.8,+0.9,+0.29,-0.38
Luigi D'Avino,ITA,DF,Napoli,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Alberto Dadie,ESP,FW,Real Sociedad,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Diogo Dalot,POR,DF,Manchester Utd,24,1999,6,463,77,85.7,5.1,5,90,5,1,13,0,0.67,9,12,-3,-0.58,-0.58,9.5,10.1,-0.6,-0.12,+0.22
Kevin Danso,AUT,DF,Lens,24,1998,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,6,11,-5,-0.83,,6.1,7.5,-1.4,-0.23,
Matteo Darmian,ITA,"DF,FW",Inter,33,1989,7,407,58,54.3,4.5,4,79,2,3,31,1,2.00,3,4,-1,-0.22,-1.27,8.9,4.9,+3.9,+0.94,+0.07
David Datro Fofana,CIV,FW,Union Berlin,20,2002,4,199,50,36.9,2.2,2,80,1,2,20,1,0.50,1,3,-2,-0.90,-0.38,2.0,3.7,-1.7,-0.78,+0.31
Alphonso Davies,CAN,DF,Bayern Munich,22,2000,10,706,71,65.4,7.8,7,89,6,3,27,0,2.10,15,10,+5,+0.64,-0.08,11.5,9.7,+1.8,+0.23,-0.30
Lucas De Bolle,ENG,MF,Newcastle Utd,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kevin De Bruyne,BEL,MF,Manchester City,32,1991,2,201,101,21.6,2.2,2,101,1,0,,2,2.00,4,2,+2,+0.90,-0.71,5.9,1.7,+4.2,+1.88,+0.21
Ritchie De Laet,BEL,DF,Antwerp,34,1988,4,223,56,41.3,2.5,3,64,0,1,30,0,1.50,4,6,-2,-0.81,+1.75,2.5,4.8,-2.3,-0.93,-0.20
Rodrigo De Paul,ARG,MF,Atlético Madrid,29,1994,8,611,76,65.7,6.8,8,76,2,0,,0,2.00,13,10,+3,+0.44,-1.53,10.9,8.3,+2.6,+0.39,+0.01
Ortwin De Wolf,BEL,GK,Antwerp,26,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,
Amar Dedić,BIH,DF,RB Salzburg,20,2002,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,4,8,-4,-0.67,,7.4,11.4,-3.9,-0.66,
Miloš Degenek,AUS,FW,Red Star,29,1994,1,9,9,1.7,0.1,0,,0,1,9,5,0.00,0,0,0,0.00,+1.36,0.0,0.1,-0.1,-0.58,+0.45
Laurenz Dehl,GER,MF,Union Berlin,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Ousmane Dembélé,FRA,"FW,MF",Paris S-G,26,1997,11,951,86,88.1,10.6,11,86,7,0,,0,1.45,16,13,+3,+0.28,-0.41,19.8,11.4,+8.4,+0.79,-1.00
Kerem Demirbay,GER,MF,Galatasaray,30,1993,2,61,31,11.3,0.7,1,58,0,1,3,4,2.00,0,2,-2,-2.95,-2.76,0.9,0.9,0.0,+0.02,+0.10
Thomas van den Belt,NED,MF,Feyenoord,22,2001,1,36,36,6.7,0.4,0,,0,1,36,5,0.00,1,1,0,0.00,+0.18,1.3,0.9,+0.4,+0.94,+0.54
Sergiño Dest,USA,DF,PSV Eindhoven,22,2000,8,647,81,89.9,7.2,7,90,7,1,17,0,1.40,8,12,-4,-0.56,-0.56,9.8,10.5,-0.8,-0.11,-1.09
Niels Devalckeneer,BEL,GK,Antwerp,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Raffaele Di Gennaro,ITA,GK,Inter,29,1993,0,,,,,0,,0,0,,8,,,,,,,,,,,
Giovanni Di Lorenzo,ITA,DF,Napoli,29,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,12,13,-1,-0.12,,10.5,11.6,-1.1,-0.13,
Ángel Di María,ARG,FW,Benfica,35,1988,5,412,82,76.3,4.6,5,82,1,0,,0,0.80,7,10,-3,-0.66,+0.05,7.1,14.1,-6.9,-1.52,-0.73
Mamady Diambou,MLI,MF,RB Salzburg,20,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Rúben Dias,POR,DF,Manchester City,26,1997,9,765,85,82.3,8.5,9,85,6,0,,1,2.56,22,11,+11,+1.29,-0.89,22.2,5.4,+16.8,+2.06,+1.63
Brahim Díaz,MAR,"MF,FW",Real Madrid,23,1999,9,323,36,26.9,3.6,3,73,0,6,17,4,2.33,12,3,+9,+2.51,+2.10,10.8,4.8,+6.0,+1.84,+1.67
Eric Dier,ENG,DF,Bayern Munich,29,1994,5,450,90,41.7,5.0,5,90,5,0,,1,1.60,9,6,+3,+0.60,-0.11,8.6,6.5,+2.1,+0.42,+0.15
Kevin Diks,NED,DF,FC Copenhagen,26,1996,8,707,88,98.2,7.9,8,88,7,0,,0,1.43,10,13,-3,-0.38,+6.54,8.7,12.4,-3.6,-0.46,-0.07
Javairô Dilrosun,NED,DF,Feyenoord,25,1998,1,12,12,2.2,0.1,0,,0,1,12,5,0.00,1,1,0,0.00,+0.17,1.2,0.8,+0.4,+2.67,+2.29
Federico Dimarco,ITA,DF,Inter,25,1997,7,364,52,48.5,4.0,4,78,0,3,18,1,1.71,3,1,+2,+0.49,+0.26,7.6,3.4,+4.2,+1.04,+0.27
Andy Diouf,FRA,MF,Lens,20,2003,2,38,19,7.0,0.4,0,,0,2,19,4,2.00,0,0,0,0.00,+0.90,0.8,0.7,+0.1,+0.18,+0.44
Novatus Dismas,TAN,DF,Shakhtar,20,2002,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,1,3,-2,-2.00,-2.00,0.5,1.8,-1.3,-1.34,-0.91
Andreas Dithmer,DEN,GK,FC Copenhagen,17,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
Álvaro djaló,ESP,FW,Braga,23,1999,5,405,81,75.0,4.5,5,81,1,0,,0,1.78,4,9,-5,-1.11,-0.44,6.4,7.8,-1.4,-0.30,-0.09
Nasser Djiga,BFA,DF,Red Star,20,2002,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,7,15,-8,-1.33,,8.7,14.8,-6.1,-1.02,
Marko Dmitrović,SRB,GK,Sevilla,31,1992,4,360,90,66.7,4.0,4,90,4,0,,2,0.25,4,8,-4,-1.00,-0.50,3.9,6.3,-2.4,-0.61,+0.61
Danilho Doekhi,NED,DF,Union Berlin,25,1998,3,259,86,48.0,2.9,3,86,2,0,,0,0.00,2,5,-3,-1.04,-0.72,2.6,5.1,-2.5,-0.87,+0.21
Jeremy Doku,BEL,"FW,MF",Manchester City,21,2002,7,304,43,32.7,3.4,1,71,0,6,39,1,2.71,13,3,+10,+2.96,+2.24,11.1,1.9,+9.3,+3.04,+1.88
Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,12,"1,080",90,100.0,12.0,12,90,12,0,,0,1.42,19,15,+4,+0.33,,24.3,13.3,+11.0,+0.91,
Nene Dorgeles,MLI,"FW,MF",RB Salzburg,20,2002,4,138,35,25.6,1.5,2,58,0,2,12,2,0.25,0,2,-2,-1.30,-0.86,1.9,2.2,-0.3,-0.19,+0.63
Aleksandar Dragović,AUT,DF,Red Star,32,1991,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,7,15,-8,-1.33,,8.7,14.8,-6.1,-1.02,
Joel Drommel,NED,GK,PSV Eindhoven,26,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,
Amario Duberry,ENG,FW,Arsenal,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,1,90,90,16.7,1.0,1,90,1,0,,4,0.00,1,2,-1,-1.00,-1.00,1.8,1.9,-0.1,-0.11,+1.15
Denzel Dumfries,NED,DF,Inter,27,1996,5,320,64,42.7,3.6,4,75,1,1,22,1,2.00,6,3,+3,+0.84,+0.84,6.2,3.6,+2.6,+0.73,-0.31
Paul Dummett,WAL,DF,Newcastle Utd,31,1991,0,,,,,0,,0,0,,6,,,,,,,,,,,
Julien Duranville,BEL,FW,Dortmund,17,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,
Matteo Dutu,ROU,DF,Lazio,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ederson,BRA,GK,Manchester City,29,1993,7,660,94,71.0,7.3,7,94,7,0,,2,2.71,19,6,+13,+1.77,+1.11,20.7,4.6,+16.1,+2.29,+1.80
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,6,185,31,24.7,2.1,1,75,0,5,22,2,2.00,7,2,+5,+2.43,+2.11,3.2,2.2,+1.0,+0.57,+0.16
Eguinaldo,BRA,"MF,FW",Shakhtar,18,2004,3,16,5,3.0,0.2,0,,0,3,5,3,0.00,1,0,+1,+5.63,+6.14,0.2,0.1,+0.1,+0.63,+1.25
Chidera Ejuke,NGA,FW,Antwerp,25,1998,4,152,38,28.1,1.7,1,79,0,3,24,2,0.75,2,3,-1,-0.59,+1.73,2.1,2.3,-0.2,-0.12,+0.96
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,4,274,69,50.7,3.0,4,69,1,0,,0,1.00,3,11,-8,-2.63,-1.61,2.0,4.8,-2.8,-0.91,-0.21
Meschak Elia,COD,"FW,MF",Young Boys,25,1997,6,498,83,92.2,5.5,6,83,4,0,,0,1.00,7,13,-6,-1.08,-1.08,5.9,14.4,-8.4,-1.52,-0.47
Elif Elmas,MKD,MF,RB Leipzig,23,1999,2,21,11,2.9,0.2,0,,0,2,11,0,0.50,0,0,0,0.00,-0.26,0.4,0.4,0.0,-0.04,-0.24
Elif Elmas,MKD,"FW,MF",Napoli,23,1999,5,148,30,20.6,1.6,0,,0,5,30,1,1.80,2,4,-2,-1.22,-1.37,1.6,2.9,-1.3,-0.81,-0.85
Mohamed Elneny,EGY,MF,Arsenal,31,1992,2,62,31,6.7,0.7,1,61,0,1,1,8,2.00,1,1,0,0.00,-1.14,0.3,1.2,-0.9,-1.31,-1.91
Aritz Elustondo,ESP,DF,Real Sociedad,29,1994,5,172,34,23.9,1.9,2,65,0,3,14,0,2.20,3,1,+2,+1.05,+1.05,4.0,1.8,+2.1,+1.12,+0.83
Mohamed Elyounoussi,NOR,"FW,MF",FC Copenhagen,28,1994,8,684,86,95.0,7.6,8,86,4,0,,0,1.17,8,13,-5,-0.66,-3.16,7.9,11.4,-3.6,-0.47,-0.11
Youssef En-Nesyri,MAR,FW,Sevilla,26,1997,6,512,85,94.8,5.7,6,85,4,0,,0,0.33,7,10,-3,-0.53,+5.90,5.6,9.6,-4.0,-0.70,+2.21
Björn Engels,BEL,DF,Antwerp,28,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luis Enrique Palma,HON,FW,Celtic,23,2000,5,266,53,49.3,3.0,4,59,0,1,29,0,0.80,3,6,-3,-1.02,+1.28,2.9,4.9,-2.0,-0.69,+0.87
Christian Eriksen,DEN,MF,Manchester Utd,31,1992,4,203,51,37.6,2.3,2,57,0,2,45,0,0.75,5,7,-2,-0.89,-0.62,4.9,6.1,-1.2,-0.52,-0.61
Stephen Eustáquio,CAN,MF,Porto,26,1996,8,532,67,70.9,5.9,6,85,3,2,11,0,1.88,14,7,+7,+1.18,+1.18,8.8,6.2,+2.7,+0.47,+0.07
Evanilson,BRA,FW,Porto,23,1999,7,488,70,65.1,5.4,5,83,0,2,37,0,1.71,10,5,+5,+0.92,+0.24,7.6,5.1,+2.5,+0.46,+0.04
Jonny Evans,NIR,DF,Manchester Utd,35,1988,2,66,33,12.2,0.7,1,15,0,1,51,3,0.00,1,1,0,0.00,+0.57,1.1,0.9,+0.2,+0.24,+0.44
Rasmus Falk,DEN,MF,FC Copenhagen,31,1992,7,630,90,87.5,7.0,7,90,7,0,,0,1.54,9,11,-2,-0.29,+1.71,7.9,12.0,-4.2,-0.60,-1.06
João Félix,POR,FW,Barcelona,23,1999,9,369,41,41.0,4.1,4,71,0,5,17,1,2.11,13,3,+10,+2.44,+3.12,8.8,4.0,+4.9,+1.19,+1.07
Bruno Fernandes,POR,"MF,FW",Manchester Utd,28,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.67,12,15,-3,-0.50,,10.5,11.4,-0.9,-0.15,
Roger Fernandes,GNB,FW,Braga,17,2005,1,9,9,1.7,0.1,0,,0,1,9,1,2.00,0,0,0,0.00,+1.02,0.1,0.5,-0.4,-4.09,-3.87
Carlos Fernández,ESP,FW,Real Sociedad,27,1996,4,68,17,9.4,0.8,0,,0,4,17,0,2.50,0,0,0,0.00,-0.28,0.4,0.7,-0.3,-0.43,-1.01
Fernando,BRA,FW,RB Salzburg,24,1999,1,36,36,6.7,0.4,0,,0,1,36,1,0.00,1,1,0,0.00,+0.71,0.5,2.0,-1.4,-3.62,-3.17
Fernando,BRA,MF,Sevilla,36,1987,4,328,82,60.7,3.6,4,82,2,0,,0,0.50,3,5,-2,-0.55,+0.72,3.2,5.3,-2.1,-0.56,+0.66
Alessandro Florenzi,ITA,DF,Milan,32,1991,4,158,40,29.3,1.8,1,90,1,3,23,2,2.00,2,1,+1,+0.57,+1.51,2.8,2.3,+0.5,+0.27,-0.06
Phil Foden,ENG,"FW,MF",Manchester City,23,2000,8,681,85,73.2,7.6,7,91,4,1,45,2,2.50,19,11,+8,+1.06,-1.47,18.8,5.0,+13.9,+1.92,+0.68
Bernardo Folha,POR,MF,Porto,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Diogo Fonseca,POR,DF,Braga,21,2002,1,18,18,3.3,0.2,0,,0,1,18,0,0.00,0,0,0,0.00,+1.03,0.5,0.0,+0.5,+2.42,+2.79
José Fonte,POR,DF,Braga,39,1983,4,360,90,66.7,4.0,4,90,4,0,,2,1.63,2,8,-6,-1.50,-1.50,5.6,7.1,-1.5,-0.37,-0.29
James Forrest,SCO,FW,Celtic,32,1991,3,94,31,17.4,1.0,1,60,0,2,17,3,1.33,1,1,0,0.00,+2.02,1.2,2.1,-0.9,-0.85,+0.33
Emil Forsberg,SWE,"MF,FW",RB Leipzig,31,1991,6,406,68,56.4,4.5,6,68,0,0,,0,2.00,9,4,+5,+1.11,+1.97,7.3,5.2,+2.1,+0.47,+0.64
Amankwah Forson,GHA,"MF,FW",RB Salzburg,20,2002,4,68,17,12.6,0.8,0,,0,4,17,2,0.25,0,0,0,0.00,+0.76,0.7,0.9,-0.3,-0.35,+0.36
Omari Forson,ENG,MF,Manchester Utd,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Héctor Fort,ESP,DF,Barcelona,16,2006,1,59,59,6.6,0.7,1,59,0,0,,5,0.00,1,2,-1,-1.53,-2.27,0.6,0.9,-0.3,-0.51,-1.14
Aitor Fraga,ESP,GK,Real Sociedad,20,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Mitchel Frame,SCO,FW,Celtic,17,2006,1,16,16,3.0,0.2,0,,0,1,16,1,3.00,1,1,0,0.00,+1.72,0.8,1.2,-0.4,-2.21,-1.11
Fran,ESP,GK,Real Madrid,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
André Franco,POR,"MF,FW",Porto,25,1998,4,236,59,31.5,2.6,3,76,0,1,9,3,3.00,7,3,+4,+1.53,+1.00,5.3,1.4,+3.9,+1.49,+1.53
Przemysław Frankowski,POL,DF,Lens,28,1995,6,527,88,97.6,5.9,6,88,5,0,,0,1.33,6,11,-5,-0.85,-0.85,5.4,7.3,-1.9,-0.32,-3.69
Davide Frattesi,ITA,MF,Inter,23,1999,7,452,65,60.3,5.0,4,90,4,3,31,0,1.71,8,5,+3,+0.60,+0.60,9.9,4.9,+4.9,+1.05,+0.34
Victor Froholdt,DEN,MF,FC Copenhagen,17,2006,1,57,57,7.9,0.6,1,57,0,0,,3,0.00,1,3,-2,-3.16,-2.89,0.6,0.6,-0.1,-0.10,+0.39
Darío Fuentes,ESP,DF,Sevilla,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Angelo Fulgini,FRA,MF,Lens,26,1996,6,290,48,53.7,3.2,3,76,1,3,21,0,1.33,2,9,-7,-2.17,-2.89,3.1,5.1,-2.0,-0.61,-0.82
Niclas Füllkrug,GER,FW,Dortmund,30,1993,13,"1,036",80,88.5,11.5,12,84,5,1,29,0,1.85,16,9,+7,+0.61,+1.28,16.4,20.2,-3.8,-0.33,+1.38
Kyogo Furuhashi,JPN,FW,Celtic,28,1995,6,447,75,82.8,5.0,6,75,1,0,,0,0.67,4,9,-5,-1.01,+3.83,3.8,9.2,-5.3,-1.08,+0.32
Oscar Gadeberg Buur,DEN,GK,FC Copenhagen,16,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kouakou Gadou,FRA,DF,Paris S-G,16,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gianluca Gaetano,ITA,MF,Napoli,23,2000,1,22,22,3.1,0.2,0,,0,1,22,5,3.00,0,0,0,0.00,+0.13,0.2,0.3,-0.1,-0.39,-0.26
Javi Galán,ESP,DF,Atlético Madrid,28,1994,2,74,37,8.0,0.8,1,45,0,1,29,4,2.00,1,2,-1,-1.22,-2.37,1.4,1.3,0.0,+0.05,-0.36
Javi Galán,ESP,DF,Real Sociedad,28,1994,2,177,89,24.6,2.0,2,89,1,0,,0,0.00,1,4,-3,-1.53,-2.35,1.5,2.6,-1.2,-0.59,-1.43
Galeno,BRA,"MF,FW",Porto,25,1997,7,649,93,86.5,7.2,7,93,3,0,,0,1.71,14,9,+5,+0.69,-1.09,8.8,7.0,+1.8,+0.26,-1.04
Silvère Ganvoula M'Boussy,CGO,FW,Young Boys,27,1996,6,115,19,21.3,1.3,0,,0,6,19,0,1.00,0,4,-4,-3.13,-2.71,1.5,3.2,-1.7,-1.32,+0.20
Fran Garcia,ESP,DF,Real Madrid,23,1999,4,189,47,15.8,2.1,2,82,1,2,13,9,3.00,6,3,+3,+1.43,+0.54,5.6,2.8,+2.8,+1.35,+0.93
Gonzalo García,ESP,MF,Real Madrid,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ulisses Garcia,SUI,DF,Young Boys,27,1996,6,502,84,93.0,5.6,6,84,3,0,,0,0.67,7,11,-4,-0.72,+4.02,6.3,13.7,-7.3,-1.31,+2.45
Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,19,2004,6,301,50,55.7,3.3,3,80,1,3,20,0,0.67,9,11,-2,-0.60,-0.22,6.5,8.2,-1.7,-0.50,-0.80
Aleix Garrido,ESP,MF,Barcelona,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Federico Gattoni,ARG,DF,Sevilla,24,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Gavi,ESP,MF,Barcelona,18,2004,3,226,75,25.1,2.5,3,75,0,0,,0,2.00,5,1,+4,+1.59,+1.33,3.0,1.6,+1.3,+0.53,-0.04
Lutsharel Geertruida,NED,DF,Feyenoord,23,2000,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,9,10,-1,-0.17,,10.6,8.0,+2.6,+0.43,
Mario Gila,ESP,DF,Lazio,22,2000,4,350,88,48.6,3.9,4,88,3,0,,4,1.50,3,5,-2,-0.51,-0.51,5.1,6.1,-1.0,-0.26,-0.23
Santiago Giménez,MEX,FW,Feyenoord,22,2001,4,347,87,64.3,3.9,4,87,3,0,,0,0.75,5,6,-1,-0.26,-0.26,6.6,5.7,+0.9,+0.23,-0.59
Olivier Giroud,FRA,FW,Milan,36,1986,6,510,85,94.4,5.7,6,85,4,0,,0,1.33,4,8,-4,-0.71,-3.71,8.2,7.4,+0.9,+0.15,-2.98
Aitor Gismera,ESP,MF,Atlético Madrid,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jamie Gittens,ENG,FW,Dortmund,18,2004,7,205,29,17.5,2.3,2,62,0,5,16,6,1.14,6,2,+4,+1.76,+1.57,4.2,5.5,-1.3,-0.56,-0.08
Omri Glazer,ISR,GK,Red Star,27,1996,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,7,15,-8,-1.33,,8.7,14.8,-6.1,-1.02,
Oscar Gloukh,ISR,"MF,FW",RB Salzburg,19,2004,6,476,79,88.1,5.3,6,79,0,0,,0,0.67,4,7,-3,-0.57,+0.84,6.4,10.0,-3.5,-0.67,-0.09
Serge Gnabry,GER,FW,Bayern Munich,28,1995,7,200,29,18.5,2.2,3,52,0,4,11,0,1.71,5,4,+1,+0.45,-0.27,3.2,3.4,-0.2,-0.08,-0.51
Giorgi Gocholeishvili,GEO,DF,Shakhtar,22,2001,4,285,71,52.8,3.2,3,90,3,1,15,2,1.50,5,5,0,0.00,+0.71,3.8,4.7,-0.9,-0.29,+0.62
Pierluigi Gollini,ITA,GK,Napoli,28,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,
Sergio Gómez,ESP,"DF,FW",Manchester City,22,2000,5,194,39,20.9,2.2,2,74,1,3,16,3,3.00,4,3,+1,+0.46,-1.25,5.1,2.2,+2.9,+1.35,-0.46
Victor Gomez,ESP,DF,Braga,23,2000,4,312,78,57.8,3.5,4,78,1,0,,0,1.63,2,8,-6,-1.73,-1.73,5.0,6.1,-1.1,-0.31,-0.08
Antonio Gomis,ESP,GK,Atlético Madrid,20,2003,0,,,,,0,,0,0,,10,,,,,,,,,,,
Diogo Gonçalves,POR,MF,FC Copenhagen,26,1997,7,530,76,73.6,5.9,7,76,0,0,,0,1.54,7,8,-1,-0.17,+1.25,5.4,9.8,-4.4,-0.75,-1.08
Fran González,ESP,DF,Real Madrid,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nicolás González,ESP,MF,Porto,21,2002,6,222,37,29.6,2.5,2,90,0,4,11,1,1.50,1,1,0,0.00,-1.19,2.2,1.6,+0.6,+0.24,-0.29
Urko González,ESP,DF,Real Sociedad,22,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
Anthony Gordon,ENG,FW,Newcastle Utd,22,2001,6,437,73,80.9,4.9,5,78,2,1,45,0,0.83,6,5,+1,+0.21,+1.95,5.5,9.8,-4.3,-0.89,+0.96
Daniel Gore,ENG,MF,Manchester Utd,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leon Goretzka,GER,"MF,DF",Bayern Munich,28,1995,10,761,76,70.5,8.5,9,83,7,1,14,1,2.10,14,8,+6,+0.71,+0.15,15.0,7.6,+7.4,+0.87,+1.82
Robin Gosens,GER,"DF,MF",Union Berlin,29,1994,6,440,73,81.5,4.9,5,86,3,1,11,0,0.33,4,7,-3,-0.61,+0.29,4.5,10.1,-5.6,-1.14,-0.89
Lucas Gourna-Douath,FRA,MF,RB Salzburg,19,2003,5,399,80,73.9,4.4,4,89,3,1,45,0,0.60,4,8,-4,-0.90,-0.90,6.5,9.6,-3.2,-0.72,-0.23
Tiago Gouveia,POR,FW,Benfica,22,2001,3,31,10,5.7,0.3,0,,0,3,10,3,0.33,0,0,0,0.00,+0.71,0.2,0.0,+0.2,+0.46,+1.91
Kamil Grabara,POL,GK,FC Copenhagen,24,1999,8,720,90,100.0,8.0,8,90,8,0,,0,1.43,10,14,-4,-0.50,,9.1,12.8,-3.7,-0.46,
Jonathan Gradit,FRA,DF,Lens,30,1992,6,510,85,94.4,5.7,6,85,4,0,,0,1.33,6,10,-4,-0.71,+2.29,6.0,6.3,-0.3,-0.05,+3.18
True Grant,ENG,GK,Manchester City,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ivo Grbić,CRO,GK,Atlético Madrid,27,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,
Jack Grealish,ENG,"FW,MF",Manchester City,27,1995,8,530,66,57.0,5.9,8,66,3,0,,0,2.50,12,8,+4,+0.68,-1.80,13.6,3.3,+10.3,+1.75,+0.09
Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,32,1991,10,818,82,88.0,9.1,10,82,5,0,,0,2.00,19,12,+7,+0.77,-1.64,14.8,11.4,+3.4,+0.37,-0.09
Marko Grujić,SRB,MF,Porto,27,1996,3,50,17,6.7,0.6,0,,0,3,17,5,2.00,2,1,+1,+1.80,+1.03,0.7,0.2,+0.6,+2.68,+2.30
Nemanja Gudelj,SRB,DF,Sevilla,31,1991,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,7,12,-5,-0.83,,5.9,10.8,-4.9,-0.81,
Gonçalo Guedes,POR,FW,Benfica,26,1996,2,29,15,5.4,0.3,0,,0,2,15,2,1.50,1,0,+1,+3.10,+3.98,1.7,0.3,+1.5,+4.53,+6.21
Mattéo Guendouzi,FRA,MF,Lazio,24,1999,8,495,62,68.8,5.5,4,90,4,4,34,0,1.63,6,6,0,0.00,+0.80,8.4,9.2,-0.8,-0.14,-0.01
Raphaël Guerreiro,POR,"DF,FW",Bayern Munich,29,1993,7,387,55,35.8,4.3,4,80,2,3,22,1,1.71,6,3,+3,+0.70,+0.05,7.9,4.1,+3.9,+0.90,+0.89
Morgan Guilavogui,GUI,"FW,MF",Lens,25,1998,4,70,18,13.0,0.8,0,,0,4,18,1,1.25,1,1,0,0.00,+0.96,2.2,1.5,+0.7,+0.87,+1.26
Bruno Guimarães,BRA,MF,Newcastle Utd,25,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,6,7,-1,-0.17,,5.9,12.3,-6.4,-1.07,
Marc Guiu,ESP,FW,Barcelona,17,2006,2,35,18,3.9,0.4,0,,0,2,18,3,1.50,1,1,0,0.00,-0.62,0.9,1.0,-0.1,-0.29,-0.88
Péter Gulácsi,HUN,GK,RB Leipzig,33,1990,3,270,90,37.5,3.0,3,90,3,0,,5,1.33,3,3,0,0.00,-0.40,3.1,3.7,-0.6,-0.20,-0.62
Arda Güler,TUR,MF,Real Madrid,18,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,
