Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Andre-Frank Zambo Anguissa,CMR,MT,Napoli,28-333,1995,7,7,630,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.9,7,39,15,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.13,0.06,0.13,https://fbref.com/fr/joueurs/6bb2c084/Andre-Frank-Zambo-Anguissa
Francesco Zampano,ITA,DF,Venezia,31-014,1993,7,6,568,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,21,15,23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/8e45910b/Francesco-Zampano
Nicolò Zaniolo,ITA,"MT,AT",Atalanta,25-104,1999,3,0,56,0.6,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.6,2,4,9,0.00,1.61,1.61,0.00,1.61,0.53,0.37,0.90,0.53,0.90,https://fbref.com/fr/joueurs/9907b1c8/Nicolo-Zaniolo
Alessandro Zanoli,ITA,DF,Genoa,24-011,2000,5,3,305,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,12,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/3b12b11f/Alessandro-Zanoli
Duván Zapata,COL,AT,Torino,33-196,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.00,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59,https://fbref.com/fr/joueurs/d3de9af0/Duvan-Zapata
Gabriele Zappa,ITA,DF,Cagliari,24-297,1999,7,7,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,27,14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/ca3db240/Gabriele-Zappa
Davide Zappacosta,ITA,DF,Atalanta,32-125,1992,6,5,401,4.5,1,1,2,1,0,0,1,0,0.4,0.4,0.5,0.9,16,19,35,0.22,0.22,0.45,0.22,0.45,0.09,0.12,0.21,0.09,0.21,https://fbref.com/fr/joueurs/7fe90ccd/Davide-Zappacosta
Oier Zarraga,ESP,MT,Udinese,25-284,1999,4,2,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,11,9,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,https://fbref.com/fr/joueurs/968a1c2f/Oier-Zarraga
Jordan Zemura,ZIM,DF,Udinese,24-335,1999,5,3,305,3.4,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.7,5,14,23,0.30,0.30,0.59,0.30,0.59,0.13,0.09,0.22,0.13,0.22,https://fbref.com/fr/joueurs/e8271ad9/Jordan-Zemura
Kevin Zeroli,ITA,MT,Milan,19-277,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7d6d4395/Kevin-Zeroli
Piotr Zieliński,POL,MT,Inter,30-147,1994,4,0,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,8,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25,https://fbref.com/fr/joueurs/a5296e55/Piotr-Zielinski
Nadir Zortea,ITA,"DF,AT",Cagliari,25-117,1999,4,3,287,3.2,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,10,5,11,0.31,0.00,0.31,0.31,0.31,0.17,0.10,0.27,0.17,0.27,https://fbref.com/fr/joueurs/82598b71/Nadir-Zortea
Milan Đurić,BIH,AT,Monza,34-145,1990,6,5,442,4.9,2,0,2,2,0,0,1,0,0.8,0.8,0.1,0.9,1,9,6,0.41,0.00,0.41,0.41,0.41,0.16,0.02,0.18,0.16,0.18,https://fbref.com/fr/joueurs/405f6586/Milan-Djuric
