Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Lisandro Martínez,ARG,DF,Manchester Utd,26-270,1998,6,6,526,5.8,0,0,0,0,0,0,3,0,0.8,0.8,0.1,0.9,3,29,2,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,https://fbref.com/fr/joueurs/bac46a10/Lisandro-Martinez
Pape Matar Sarr,SEN,MT,Tottenham,22-030,2002,7,2,216,2.4,0,1,1,0,0,0,1,0,0.6,0.6,1.0,1.6,3,11,11,0.00,0.42,0.42,0.00,0.42,0.26,0.43,0.69,0.26,0.69,https://fbref.com/fr/joueurs/feb5d972/Pape-Matar-Sarr
Jean-Philippe Mateta,FRA,AT,Crystal Palace,27-108,1997,7,6,459,5.1,2,0,2,1,1,1,0,0,1.7,0.9,0.7,1.6,3,8,20,0.39,0.00,0.39,0.20,0.20,0.34,0.14,0.47,0.18,0.32,https://fbref.com/fr/joueurs/50e6dc35/Jean-Philippe-Mateta
Stephy Mavididi,ENG,AT,Leicester City,26-136,1998,7,4,385,4.3,2,0,2,2,0,0,0,0,0.7,0.7,0.3,1.0,15,13,31,0.47,0.00,0.47,0.47,0.47,0.16,0.07,0.23,0.16,0.23,https://fbref.com/fr/joueurs/30144daa/Stephy-Mavididi
Konstantinos Mavropanos,GRE,DF,West Ham,26-308,1997,6,5,495,5.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,13,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/00963611/Konstantinos-Mavropanos
Noussair Mazraoui,MAR,DF,Manchester Utd,26-335,1997,7,7,558,6.2,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.4,6,32,8,0.00,0.16,0.16,0.00,0.16,0.03,0.02,0.06,0.03,0.06,https://fbref.com/fr/joueurs/b74277a0/Noussair-Mazraoui
Bryan Mbeumo,CMR,AT,Brentford,25-068,1999,7,7,629,7.0,6,0,6,5,1,1,2,0,2.8,2.1,1.7,3.8,27,22,53,0.86,0.00,0.86,0.72,0.72,0.41,0.24,0.65,0.29,0.54,https://fbref.com/fr/joueurs/6afaebf2/Bryan-Mbeumo
James Mcatee,ENG,AT,Manchester City,21-362,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/96593e89/James-Mcatee
Kasey McAteer,IRL,"DF,AT",Leicester City,22-327,2001,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,https://fbref.com/fr/joueurs/b2c66859/Kasey-McAteer
Alex McCarthy,ENG,GB,Southampton,34-316,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/36c2ca73/Alex-McCarthy
John McGinn,SCO,"AT,MT",Aston Villa,29-362,1994,5,5,349,3.9,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,10,13,20,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.15,0.13,0.15,https://fbref.com/fr/joueurs/90f91999/John-McGinn
Dwight McNeil,ENG,"MT,AT",Everton,24-327,1999,7,7,622,6.9,3,2,5,3,0,0,1,0,0.6,0.6,2.5,3.1,12,33,33,0.43,0.29,0.72,0.43,0.72,0.08,0.36,0.44,0.08,0.44,https://fbref.com/fr/joueurs/fc15fb84/Dwight-McNeil
Scott McTominay,SCO,MT,Manchester Utd,27-311,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,https://fbref.com/fr/joueurs/d93c2511/Scott-McTominay
Ben Mee,ENG,DF,Brentford,35-023,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8df7a2fb/Ben-Mee
Mikel Merino,ESP,MT,Arsenal,28-114,1996,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,https://fbref.com/fr/joueurs/d080ed5e/Mikel-Merino
Nikola Milenković,SRB,DF,Nott'ham Forest,27-002,1997,6,6,540,6.0,0,1,1,0,0,0,0,0,1.1,1.1,0.2,1.3,0,7,0,0.00,0.17,0.17,0.00,0.17,0.18,0.04,0.22,0.18,0.22,https://fbref.com/fr/joueurs/bee704fc/Nikola-Milenkovic
James Milner,ENG,MT,Brighton,38-284,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,https://fbref.com/fr/joueurs/2f90f6b8/James-Milner
Yankuba Minteh,GAM,"AT,MT",Brighton,20-084,2004,7,5,406,4.5,1,1,2,1,0,0,2,0,0.8,0.8,1.5,2.3,17,12,54,0.22,0.22,0.44,0.22,0.44,0.18,0.34,0.52,0.18,0.52,https://fbref.com/fr/joueurs/c3cf087d/Yankuba-Minteh
Tyrick Mitchell,ENG,"DF,MT",Crystal Palace,25-043,1999,7,7,597,6.6,0,1,1,0,0,0,0,0,0.2,0.2,1.3,1.6,15,19,53,0.00,0.15,0.15,0.00,0.15,0.04,0.20,0.23,0.04,0.23,https://fbref.com/fr/joueurs/5cbd1eb0/Tyrick-Mitchell
Kaoru Mitoma,JPN,"AT,MT",Brighton,27-147,1997,7,7,621,6.9,1,2,3,1,0,0,0,0,1.8,1.8,2.1,3.9,47,21,82,0.14,0.29,0.43,0.14,0.43,0.26,0.31,0.57,0.26,0.57,https://fbref.com/fr/joueurs/74618572/Kaoru-Mitoma
Mikey Moore,ENG,AT,Tottenham,17-064,2007,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,5,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,https://fbref.com/fr/joueurs/00953a9d/Mikey-Moore
Morato,BRA,DF,Nott'ham Forest,23-106,2001,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/0f41e2ee/Morato
Álex Moreno,ESP,DF,Nott'ham Forest,31-128,1993,4,4,288,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,7,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/16e9d0ea/Alex-Moreno
Sam Morsy,EGY,MT,Ipswich Town,33-034,1991,7,7,623,6.9,1,0,1,1,0,0,4,0,0.2,0.2,0.1,0.4,4,31,2,0.14,0.00,0.14,0.14,0.14,0.03,0.02,0.05,0.03,0.05,https://fbref.com/fr/joueurs/a23c0949/Sam-Morsy
Yerson Mosquera,COL,DF,Wolves,23-165,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,https://fbref.com/fr/joueurs/1e159d70/Yerson-Mosquera
Mason Mount,ENG,"MT,AT",Manchester Utd,25-278,1999,3,2,145,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,4,4,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.30,0.24,0.30,https://fbref.com/fr/joueurs/9674002f/Mason-Mount
Mykhailo Mudryk,UKR,AT,Chelsea,23-283,2001,4,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,5,5,0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.05,0.00,1.05,https://fbref.com/fr/joueurs/049a888d/Mykhailo-Mudryk
Rodrigo Muniz,BRA,AT,Fulham,23-163,2001,7,3,291,3.2,1,1,2,1,0,0,0,0,1.4,1.4,0.5,2.0,2,8,12,0.31,0.31,0.62,0.31,0.62,0.44,0.17,0.61,0.44,0.61,https://fbref.com/fr/joueurs/a755db8c/Rodrigo-Muniz
Daniel Muñoz,COL,"DF,MT",Crystal Palace,28-141,1996,7,7,546,6.1,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,10,18,44,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.05,0.11,https://fbref.com/fr/joueurs/778ef829/Daniel-Munoz
Arijanet Muric,KVX,GB,Ipswich Town,25-342,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/99aa1a84/Arijanet-Muric
Murillo,BRA,DF,Nott'ham Forest,22-102,2002,7,7,630,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,8,16,0,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,0.06,https://fbref.com/fr/joueurs/1704b0b8/Murillo
Jacob Murphy,ENG,AT,Newcastle Utd,29-233,1995,7,5,409,4.5,0,2,2,0,0,0,1,0,0.3,0.3,1.3,1.6,13,24,28,0.00,0.44,0.44,0.00,0.44,0.06,0.29,0.36,0.06,0.36,https://fbref.com/fr/joueurs/de112b84/Jacob-Murphy
Vitaliy Mykolenko,UKR,DF,Everton,25-138,1999,5,5,385,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,3,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04,https://fbref.com/fr/joueurs/30d4a2e5/Vitaliy-Mykolenko
Iliman Ndiaye,SEN,AT,Everton,24-222,2000,7,5,484,5.4,1,0,1,1,0,0,1,0,0.5,0.5,0.4,1.0,24,11,25,0.19,0.00,0.19,0.19,0.19,0.10,0.08,0.18,0.10,0.18,https://fbref.com/fr/joueurs/5ed97752/Iliman-Ndiaye
Wilfred Ndidi,NGA,MT,Leicester City,27-303,1996,7,7,612,6.8,0,4,4,0,0,0,3,0,0.2,0.2,1.3,1.5,5,20,27,0.00,0.59,0.59,0.00,0.59,0.04,0.19,0.22,0.04,0.22,https://fbref.com/fr/joueurs/6b47c5db/Wilfred-Ndidi
Kosta Nedeljković,SRB,DF,Aston Villa,18-303,2005,3,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c70be9cf/Kosta-Nedeljkovic
Reiss Nelson,ENG,AT,Arsenal,24-309,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c5bdb6e3/Reiss-Nelson
Reiss Nelson,ENG,"AT,MT",Fulham,24-309,1999,4,0,78,0.9,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.7,11,4,10,1.15,1.15,2.31,1.15,2.31,0.47,0.34,0.82,0.47,0.82,https://fbref.com/fr/joueurs/c5bdb6e3/Reiss-Nelson
Neto,BRA,GB,Bournemouth,35-087,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a9dc785c/Neto
Pedro Neto,POR,AT,Chelsea,24-219,2000,7,2,243,2.7,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,18,4,30,0.00,0.37,0.37,0.00,0.37,0.04,0.22,0.26,0.04,0.26,https://fbref.com/fr/joueurs/7ba2eaa9/Pedro-Neto
Eddie Nketiah,ENG,"MT,AT",Crystal Palace,25-137,1999,4,4,317,3.5,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.8,10,6,19,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22,https://fbref.com/fr/joueurs/a53649b7/Eddie-Nketiah
Christopher Nkunku,FRA,AT,Chelsea,26-335,1997,7,1,131,1.5,1,0,1,1,0,0,0,0,1.6,1.6,0.3,1.8,3,5,14,0.69,0.00,0.69,0.69,0.69,1.06,0.20,1.26,1.06,1.26,https://fbref.com/fr/joueurs/7c56da38/Christopher-Nkunku
Matheus Nunes,POR,"AT,MT",Manchester City,26-048,1998,4,0,23,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2,1,6,0.00,3.91,3.91,0.00,3.91,0.00,2.14,2.14,0.00,2.14,https://fbref.com/fr/joueurs/e6af02e0/Matheus-Nunes
Darwin Núñez,URU,AT,Liverpool,25-112,1999,4,1,136,1.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,6,4,12,0.66,0.00,0.66,0.66,0.66,0.30,0.01,0.31,0.30,0.31,https://fbref.com/fr/joueurs/4d77b365/Darwin-Nunez
Ethan Nwaneri,ENG,"MT,AT",Arsenal,17-207,2007,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,3,0.00,0.00,0.00,0.00,0.00,0.17,0.86,1.04,0.17,1.04,https://fbref.com/fr/joueurs/7f94982c/Ethan-Nwaneri
Christian Nørgaard,DEN,MT,Brentford,30-218,1994,5,5,436,4.8,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,4,16,6,0.21,0.00,0.21,0.21,0.21,0.18,0.04,0.22,0.18,0.22,https://fbref.com/fr/joueurs/df0a4c90/Christian-Norgaard
Jake O'Brien,IRL,DF,Everton,23-152,2001,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/25f2ef01/Jake-OBrien
Dara O'Shea,IRL,DF,Ipswich Town,25-224,1999,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/1d042188/Dara-OShea
Wilson Odobert,FRA,AT,Tottenham,19-321,2004,3,2,162,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,13,10,18,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.27,0.23,0.27,https://fbref.com/fr/joueurs/35516eac/Wilson-Odobert
Chiedozie Ogbene,IRL,AT,Ipswich Town,27-166,1997,4,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,0,13,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/788c0277/Chiedozie-Ogbene
Caleb Okoli,ITA,DF,Leicester City,23-093,2001,5,5,448,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/8ec109e6/Caleb-Okoli
Amadou Onana,BEL,MT,Aston Villa,23-059,2001,6,6,421,4.7,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.2,6,14,3,0.43,0.00,0.43,0.43,0.43,0.24,0.02,0.26,0.24,0.26,https://fbref.com/fr/joueurs/828657ff/Amadou-Onana
André Onana,CMR,GB,Manchester Utd,28-195,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e9c0c1b2/Andre-Onana
Paul Onuachu,NGA,AT,Southampton,30-139,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c06d1086/Paul-Onuachu
Frank Onyeka,NGA,MT,Brentford,26-287,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/2944f86f/Frank-Onyeka
William Osula,DEN,AT,Newcastle Utd,21-071,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7b355808/William-Osula
Dango Ouattara,BFA,"AT,DF",Bournemouth,22-246,2002,6,2,262,2.9,1,1,2,1,0,0,0,0,1.5,1.5,1.0,2.5,15,6,33,0.34,0.34,0.69,0.34,0.69,0.51,0.34,0.85,0.51,0.85,https://fbref.com/fr/joueurs/2f9e4435/Dango-Ouattara
Cole Palmer,ENG,"MT,AT",Chelsea,22-161,2002,7,7,595,6.6,6,5,11,5,1,1,3,0,4.4,3.6,3.8,7.3,24,47,32,0.91,0.76,1.66,0.76,1.51,0.66,0.57,1.23,0.54,1.11,https://fbref.com/fr/joueurs/dc7f8a28/Cole-Palmer
Emerson Palmieri,ITA,"DF,MT",West Ham,30-072,1994,7,7,503,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.4,9,19,24,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,https://fbref.com/fr/joueurs/e0bc6fdc/Emerson-Palmieri
Lucas Paquetá,BRA,MT,West Ham,27-048,1997,7,6,526,5.8,2,0,2,1,1,1,1,0,2.0,1.2,0.6,1.8,6,39,22,0.34,0.00,0.34,0.17,0.17,0.35,0.10,0.45,0.21,0.31,https://fbref.com/fr/joueurs/9b6f7fd5/Lucas-Paqueta
Thomas Partey,GHA,"MT,DF",Arsenal,31-123,1993,7,7,617,6.9,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,2,38,6,0.15,0.00,0.15,0.15,0.15,0.04,0.03,0.07,0.04,0.07,https://fbref.com/fr/joueurs/529f49ab/Thomas-Partey
Andreas Pereira,BRA,MT,Fulham,28-287,1996,7,7,543,6.0,1,0,1,1,0,0,2,0,1.0,1.0,1.2,2.2,4,30,22,0.17,0.00,0.17,0.17,0.17,0.16,0.20,0.36,0.16,0.36,https://fbref.com/fr/joueurs/6639e500/Andreas-Pereira
Kalvin Phillips,ENG,MT,Ipswich Town,28-317,1995,4,4,301,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,16,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/4f565d77/Kalvin-Phillips
Jaden Philogene Bidace,ENG,"AT,MT",Aston Villa,22-249,2002,4,1,135,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,https://fbref.com/fr/joueurs/19f4d211/Jaden-Philogene-Bidace
Jordan Pickford,ENG,GB,Everton,30-221,1994,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4806ec67/Jordan-Pickford
Ethan Pinnock,JAM,DF,Brentford,31-138,1993,7,7,630,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,1,12,4,0.14,0.00,0.14,0.14,0.14,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/e541326e/Ethan-Pinnock
Daniel Podence,POR,"MT,AT",Wolves,28-359,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/7fcc71d8/Daniel-Podence
Nick Pope,ENG,GB,Newcastle Utd,32-178,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4b40d9ca/Nick-Pope
Pedro Porro,ESP,DF,Tottenham,25-031,1999,7,7,626,7.0,1,0,1,1,0,0,1,0,0.5,0.5,1.0,1.5,17,45,21,0.14,0.00,0.14,0.14,0.14,0.08,0.14,0.22,0.08,0.22,https://fbref.com/fr/joueurs/27d0a506/Pedro-Porro
Jarell Quansah,ENG,DF,Liverpool,21-259,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4125cb98/Jarell-Quansah
Aaron Ramsdale,ENG,GB,Southampton,26-153,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/466fb2c5/Aaron-Ramsdale
Jacob Ramsey,ENG,"AT,MT",Aston Villa,23-139,2001,6,3,337,3.7,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.1,14,13,29,0.00,0.27,0.27,0.00,0.27,0.12,0.17,0.29,0.12,0.29,https://fbref.com/fr/joueurs/1544f145/Jacob-Ramsey
Marcus Rashford,ENG,AT,Manchester Utd,26-349,1997,7,6,481,5.3,1,0,1,1,0,0,1,0,0.6,0.6,1.6,2.2,11,7,35,0.19,0.00,0.19,0.19,0.19,0.11,0.30,0.41,0.11,0.41,https://fbref.com/fr/joueurs/a1d5bd30/Marcus-Rashford
David Raya,ESP,GB,Arsenal,29-029,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/98ea5115/David-Raya
Harrison Reed,ENG,MT,Fulham,29-261,1995,6,0,47,0.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,https://fbref.com/fr/joueurs/803ae100/Harrison-Reed
Bobby Reid,JAM,AT,Leicester City,31-255,1993,5,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,6,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/0f7533cd/Bobby-Reid
Chadi Riad,MAR,DF,Crystal Palace,21-119,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b3b9b8b8/Chadi-Riad
Declan Rice,ENG,MT,Arsenal,25-274,1999,6,6,492,5.5,0,0,0,0,0,0,4,1,0.4,0.4,0.8,1.2,16,38,23,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.22,0.07,0.22,https://fbref.com/fr/joueurs/1c7012b8/Declan-Rice
Chris Richards,USA,DF,Crystal Palace,24-200,2000,4,4,344,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/0a3d6d2b/Chris-Richards
Richarlison,BRA,"AT,MT",Tottenham,27-157,1997,2,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,1,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,https://fbref.com/fr/joueurs/fa031b34/Richarlison
Andrew Robertson,SCO,DF,Liverpool,30-217,1994,7,6,514,5.7,0,0,0,0,0,0,1,0,0.4,0.4,1.5,1.9,14,30,13,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.33,0.08,0.33,https://fbref.com/fr/joueurs/2e4f5f03/Andrew-Robertson
Antonee Robinson,USA,DF,Fulham,27-067,1997,7,7,630,7.0,0,2,2,0,0,0,1,0,0.1,0.1,0.6,0.7,15,17,42,0.00,0.29,0.29,0.00,0.29,0.02,0.09,0.10,0.02,0.10,https://fbref.com/fr/joueurs/289601e6/Antonee-Robinson
Rodri,ESP,MT,Manchester City,28-114,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/6434f10d/Rodri
Guido Rodríguez,ARG,MT,West Ham,30-185,1994,7,7,529,5.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,15,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/34e393f2/Guido-Rodriguez
Mads Roerslev,DEN,DF,Brentford,25-112,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/57c94db2/Mads-Roerslev
Morgan Rogers,ENG,"MT,AT",Aston Villa,22-080,2002,7,7,603,6.7,1,2,3,1,0,0,1,0,0.9,0.9,2.1,3.0,19,18,39,0.15,0.30,0.45,0.15,0.45,0.14,0.31,0.45,0.14,0.45,https://fbref.com/fr/joueurs/2e5915f1/Morgan-Rogers
Cristian Romero,ARG,DF,Tottenham,26-170,1998,7,7,630,7.0,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.2,4,31,1,0.14,0.00,0.14,0.14,0.14,0.14,0.04,0.18,0.14,0.18,https://fbref.com/fr/joueurs/a3d94a58/Cristian-Romero
Georginio Rutter,FRA,"AT,MT",Brighton,22-177,2002,6,4,298,3.3,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.6,10,22,23,0.60,0.00,0.60,0.60,0.60,0.38,0.11,0.49,0.38,0.49,https://fbref.com/fr/joueurs/c64c01fc/Georginio-Rutter
José Sá,POR,GB,Wolves,31-271,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/903b6e8b/Jose-Sa
Bukayo Saka,ENG,"MT,AT",Arsenal,23-039,2001,7,7,566,6.3,2,7,9,2,0,0,1,0,2.0,2.0,3.5,5.6,31,30,75,0.32,1.11,1.43,0.32,1.43,0.33,0.56,0.89,0.33,0.89,https://fbref.com/fr/joueurs/bc7dc64d/Bukayo-Saka
Mohamed Salah,EGY,AT,Liverpool,32-121,1992,7,7,604,6.7,4,4,8,3,1,1,0,0,4.1,3.3,2.1,5.4,27,27,84,0.60,0.60,1.19,0.45,1.04,0.60,0.32,0.92,0.49,0.81,https://fbref.com/fr/joueurs/e342ad68/Mohamed-Salah
