Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Luis Guilherme,BRA,MT,West Ham,18-248,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b7672d43/Luis-Guilherme
Bruno Guimarães,BRA,MT,Newcastle Utd,26-333,1997,7,7,626,7.0,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,10,44,7,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.09,0.06,0.09,https://fbref.com/fr/joueurs/82518f62/Bruno-Guimaraes
Marc Guiu,ESP,AT,Chelsea,18-284,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d3d774cc/Marc-Guiu
İlkay Gündoğan,GER,MT,Manchester City,33-356,1990,6,4,376,4.2,0,0,0,0,0,0,0,0,0.9,0.9,0.8,1.6,13,25,18,0.00,0.00,0.00,0.00,0.00,0.21,0.18,0.39,0.21,0.39,https://fbref.com/fr/joueurs/819b3158/Ilkay-Gundogan
Malo Gusto,FRA,DF,Chelsea,21-148,2003,5,5,433,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,19,18,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,https://fbref.com/fr/joueurs/d56b9520/Malo-Gusto
Joško Gvardiol,CRO,DF,Manchester City,22-265,2002,7,6,582,6.5,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,17,50,12,0.15,0.00,0.15,0.15,0.15,0.06,0.08,0.14,0.06,0.14,https://fbref.com/fr/joueurs/5ad50391/Josko-Gvardiol
Erling Haaland,NOR,AT,Manchester City,24-085,2000,7,7,629,7.0,10,0,10,9,1,1,1,0,6.5,5.7,0.5,6.1,6,3,30,1.43,0.00,1.43,1.29,1.29,0.92,0.07,0.99,0.81,0.88,https://fbref.com/fr/joueurs/1f44ac21/Erling-Haaland
Lewis Hall,ENG,DF,Newcastle Utd,20-036,2004,7,4,429,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,12,28,13,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,https://fbref.com/fr/joueurs/da011f18/Lewis-Hall
Ali Al Hamadi,IRQ,AT,Ipswich Town,22-227,2002,3,0,35,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,https://fbref.com/fr/joueurs/8450467d/Ali-Al-Hamadi
Marcus Harness,ENG,MT,Ipswich Town,28-233,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/90e9ca3d/Marcus-Harness
Jack Harrison,ENG,AT,Everton,27-329,1996,7,5,435,4.8,0,0,0,0,0,0,0,0,0.8,0.8,0.9,1.7,10,10,31,0.00,0.00,0.00,0.00,0.00,0.16,0.18,0.35,0.16,0.35,https://fbref.com/fr/joueurs/aa849a12/Jack-Harrison
Taylor Harwood-Bellis,ENG,DF,Southampton,22-258,2002,7,6,500,5.6,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,3,18,3,0.18,0.00,0.18,0.18,0.18,0.09,0.02,0.12,0.09,0.12,https://fbref.com/fr/joueurs/47327321/Taylor-Harwood-Bellis
Kai Havertz,GER,"AT,MT",Arsenal,25-125,1999,7,7,630,7.0,4,1,5,4,0,0,0,0,4.3,4.3,0.9,5.2,17,23,45,0.57,0.14,0.71,0.57,0.71,0.62,0.13,0.75,0.62,0.75,https://fbref.com/fr/joueurs/fed7cb61/Kai-Havertz
Jan Paul van Hecke,NED,DF,Brighton,24-128,2000,5,5,450,5.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,8,46,0,0.00,0.20,0.20,0.00,0.20,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/4fd08daa/Jan-Paul-van-Hecke
Hwang Hee-chan,KOR,"AT,MT",Wolves,28-262,1996,6,2,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/169fd162/Hwang-Hee-chan
Dean Henderson,ENG,GB,Crystal Palace,27-216,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e5a76dfe/Dean-Henderson
Mads Hermansen,DEN,GB,Leicester City,24-095,2000,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c924b17d/Mads-Hermansen
Son Heung-min,KOR,AT,Tottenham,32-098,1992,5,5,449,5.0,2,2,4,2,0,0,0,0,1.4,1.4,1.7,3.1,19,29,64,0.40,0.40,0.80,0.40,0.80,0.28,0.34,0.62,0.28,0.62,https://fbref.com/fr/joueurs/92e7e919/Son-Heung-min
Jack Hinshelwood,ENG,"DF,MT",Brighton,19-186,2005,7,7,607,6.7,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,8,24,26,0.15,0.00,0.15,0.15,0.15,0.06,0.04,0.10,0.06,0.10,https://fbref.com/fr/joueurs/e98211e7/Jack-Hinshelwood
George Hirst,ENG,AT,Ipswich Town,25-242,1999,4,0,59,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,2,5,0.00,0.00,0.00,0.00,0.00,0.77,0.05,0.81,0.77,0.81,https://fbref.com/fr/joueurs/78e87179/George-Hirst
Mason Holgate,ENG,"AT,DF",Everton,27-358,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d0042ab9/Mason-Holgate
Callum Hudson-Odoi,ENG,AT,Nott'ham Forest,23-342,2000,7,5,481,5.3,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.4,31,16,41,0.19,0.00,0.19,0.19,0.19,0.11,0.16,0.27,0.11,0.27,https://fbref.com/fr/joueurs/15f3ec41/Callum-Hudson-Odoi
Will Hughes,ENG,MT,Crystal Palace,29-180,1995,6,2,235,2.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,4,12,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,https://fbref.com/fr/joueurs/a0666d3e/Will-Hughes
Dean Huijsen,ESP,DF,Bournemouth,19-183,2005,3,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05,https://fbref.com/fr/joueurs/87278bce/Dean-Huijsen
Omari Hutchinson,ENG,"MT,AT",Ipswich Town,20-350,2003,7,7,614,6.8,0,1,1,0,0,0,3,0,0.4,0.4,0.6,1.0,19,19,29,0.00,0.15,0.15,0.00,0.15,0.06,0.09,0.15,0.06,0.15,https://fbref.com/fr/joueurs/bd9553e6/Omari-Hutchinson
Rasmus Højlund,DEN,AT,Manchester Utd,21-253,2003,3,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/491a433d/Rasmus-Hojlund
Igor,BRA,DF,Brighton,26-250,1998,2,0,116,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/a4e85758/Igor
Danny Ings,ENG,"AT,MT",West Ham,32-083,1992,3,0,31,0.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,2.90,0.00,2.90,2.90,2.90,1.44,0.00,1.44,1.44,1.44,https://fbref.com/fr/joueurs/07802f7f/Danny-Ings
Tim Iroegbunam,ENG,MT,Everton,21-106,2003,6,4,383,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,10,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,https://fbref.com/fr/joueurs/84c5ceea/Tim-Iroegbunam
Andy Irving,SCO,MT,West Ham,24-154,2000,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,https://fbref.com/fr/joueurs/b1be9fc0/Andy-Irving
Alexander Isak,SWE,AT,Newcastle Utd,25-023,1999,5,5,405,4.5,1,1,2,1,0,0,0,0,1.5,1.5,0.5,2.0,9,4,25,0.22,0.22,0.44,0.22,0.44,0.33,0.11,0.44,0.33,0.44,https://fbref.com/fr/joueurs/8e92be30/Alexander-Isak
Alex Iwobi,NGA,"AT,DF",Fulham,28-164,1996,7,7,587,6.5,1,1,2,1,0,0,0,0,0.8,0.8,1.7,2.5,22,39,53,0.15,0.15,0.31,0.15,0.31,0.12,0.26,0.38,0.12,0.38,https://fbref.com/fr/joueurs/6ca5ec4b/Alex-Iwobi
Nicolas Jackson,SEN,AT,Chelsea,23-116,2001,7,7,522,5.8,4,3,7,4,0,0,2,0,5.2,5.2,1.0,6.1,15,9,24,0.69,0.52,1.21,0.69,1.21,0.89,0.17,1.06,0.89,1.06,https://fbref.com/fr/joueurs/9c36ed83/Nicolas-Jackson
Vitaly Janelt,GER,"MT,DF",Brentford,26-157,1998,7,7,560,6.2,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,3,21,8,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.11,0.03,0.11,https://fbref.com/fr/joueurs/8449d35e/Vitaly-Janelt
Vitezslav Jaros,CZE,GB,Liverpool,23-083,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/12bb4d6a/Vitezslav-Jaros
Daniel Jebbison,ENG,AT,Bournemouth,21-062,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,https://fbref.com/fr/joueurs/03edb878/Daniel-Jebbison
Mathias Jensen,DEN,MT,Brentford,28-287,1996,3,3,238,2.6,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.8,1,12,11,0.00,0.38,0.38,0.00,0.38,0.04,0.28,0.32,0.04,0.32,https://fbref.com/fr/joueurs/0f134faf/Mathias-Jensen
Gabriel Jesus,BRA,"AT,MT",Arsenal,27-194,1997,5,1,81,0.9,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.9,5,2,6,0.00,0.00,0.00,0.00,0.00,0.54,0.44,0.98,0.54,0.98,https://fbref.com/fr/joueurs/b66315ae/Gabriel-Jesus
Raúl Jiménez,MEX,AT,Fulham,33-162,1991,7,4,339,3.8,3,1,4,2,1,1,0,0,2.1,1.4,1.6,2.9,4,7,14,0.80,0.27,1.06,0.53,0.80,0.57,0.42,0.99,0.36,0.78,https://fbref.com/fr/joueurs/b561db50/Raul-Jimenez
João Pedro,BRA,"MT,AT",Brighton,23-018,2001,4,3,281,3.1,2,0,2,2,0,0,1,0,0.8,0.8,0.2,1.1,14,14,16,0.64,0.00,0.64,0.64,0.64,0.27,0.07,0.34,0.27,0.34,https://fbref.com/fr/joueurs/e8832875/Joao-Pedro
Joelinton,BRA,MT,Newcastle Utd,28-061,1996,7,7,568,6.3,1,0,1,1,0,0,4,0,1.1,1.1,0.6,1.8,9,26,26,0.16,0.00,0.16,0.16,0.16,0.18,0.10,0.28,0.18,0.28,https://fbref.com/fr/joueurs/c17bfb65/Joelinton
Ben Johnson,ENG,DF,Ipswich Town,24-264,2000,4,2,223,2.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,4,9,4,0.00,0.40,0.40,0.00,0.40,0.00,0.12,0.12,0.00,0.12,https://fbref.com/fr/joueurs/9319781b/Ben-Johnson
Brennan Johnson,WAL,AT,Tottenham,23-144,2001,7,6,513,5.7,3,0,3,3,0,0,1,0,2.9,2.9,0.5,3.4,26,21,66,0.53,0.00,0.53,0.53,0.53,0.50,0.09,0.59,0.50,0.59,https://fbref.com/fr/joueurs/0cd31129/Brennan-Johnson
Sam Johnstone,ENG,GB,Wolves,31-203,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/9e5708be/Sam-Johnstone
Curtis Jones,ENG,MT,Liverpool,23-258,2001,4,1,152,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,7,3,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.18,0.15,0.18,https://fbref.com/fr/joueurs/4fb9c88f/Curtis-Jones
Jorginho,ITA,MT,Arsenal,32-299,1991,2,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,https://fbref.com/fr/joueurs/45db685d/Jorginho
Diogo Jota,POR,AT,Liverpool,27-315,1996,6,6,463,5.1,2,2,4,2,0,0,1,0,2.7,2.7,0.8,3.5,11,5,33,0.39,0.39,0.78,0.39,0.78,0.53,0.15,0.68,0.53,0.68,https://fbref.com/fr/joueurs/178ae8f8/Diogo-Jota
James Justin,ENG,DF,Leicester City,26-234,1998,7,7,630,7.0,2,1,3,2,0,0,1,0,0.4,0.4,0.3,0.6,4,13,6,0.29,0.14,0.43,0.29,0.43,0.05,0.04,0.09,0.05,0.09,https://fbref.com/fr/joueurs/fb614c44/James-Justin
Ferdi Kadioglu,TUR,DF,Brighton,25-007,1999,3,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,12,13,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/66c52a77/Ferdi-Kadioglu
Daichi Kamada,JPN,MT,Crystal Palace,28-070,1996,7,4,365,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,10,24,21,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,https://fbref.com/fr/joueurs/15b287da/Daichi-Kamada
Michael Keane,ENG,DF,Everton,31-277,1993,6,6,540,6.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,0,9,0,0.17,0.00,0.17,0.17,0.17,0.04,0.01,0.06,0.04,0.06,https://fbref.com/fr/joueurs/c5b7c315/Michael-Keane
Caoimhín Kelleher,IRL,GB,Liverpool,25-326,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/62d7ef38/Caoimhin-Kelleher
Lloyd Kelly,ENG,DF,Newcastle Utd,26-008,1998,5,3,205,2.3,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.6,0,6,2,0.00,0.44,0.44,0.00,0.44,0.08,0.20,0.28,0.08,0.28,https://fbref.com/fr/joueurs/f31def1e/Lloyd-Kelly
Milos Kerkez,HUN,DF,Bournemouth,20-342,2003,7,7,577,6.4,0,0,0,0,0,0,2,0,0.1,0.0,0.2,0.2,16,29,23,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.01,0.03,https://fbref.com/fr/joueurs/0ad53bdc/Milos-Kerkez
Bilal El Khannouss,MAR,MT,Leicester City,20-157,2004,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,8,3,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,https://fbref.com/fr/joueurs/f7042636/Bilal-El-Khannouss
Max Kilman,ENG,DF,West Ham,27-144,1997,7,7,630,7.0,0,1,1,0,0,0,3,0,0.3,0.3,0.2,0.5,8,36,1,0.00,0.14,0.14,0.00,0.14,0.04,0.03,0.07,0.04,0.07,https://fbref.com/fr/joueurs/d0f72bf1/Max-Kilman
Jakub Kiwior,POL,DF,Arsenal,24-242,2000,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/dc3e663e/Jakub-Kiwior
Justin Kluivert,NED,"MT,AT",Bournemouth,25-162,1999,7,5,383,4.3,0,1,1,0,0,0,3,0,0.7,0.7,0.8,1.6,10,15,32,0.00,0.23,0.23,0.00,0.23,0.17,0.19,0.37,0.17,0.37,https://fbref.com/fr/joueurs/4c3a6744/Justin-Kluivert
Ibrahima Konaté,FRA,DF,Liverpool,25-142,1999,7,6,569,6.3,1,1,2,1,0,0,2,0,0.4,0.4,0.2,0.6,3,22,0,0.16,0.16,0.32,0.16,0.32,0.06,0.03,0.09,0.06,0.09,https://fbref.com/fr/joueurs/5ed9b537/Ibrahima-Konate
Ezri Konsa,ENG,DF,Aston Villa,26-357,1997,7,7,551,6.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,8,26,4,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/0313a347/Ezri-Konsa
Mateo Kovačić,CRO,MT,Manchester City,30-161,1994,7,6,524,5.8,3,0,3,3,0,0,2,0,0.7,0.7,0.3,0.9,20,31,7,0.52,0.00,0.52,0.52,0.52,0.11,0.05,0.16,0.11,0.16,https://fbref.com/fr/joueurs/79c0821a/Mateo-Kovacic
Emil Krafth,SWE,DF,Newcastle Utd,30-073,1994,3,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,https://fbref.com/fr/joueurs/77cf6852/Emil-Krafth
Mohammed Kudus,GHA,"MT,AT",West Ham,24-073,2000,7,7,578,6.4,1,0,1,1,0,0,0,0,2.1,2.1,0.8,2.9,35,15,58,0.16,0.00,0.16,0.16,0.16,0.33,0.12,0.45,0.33,0.45,https://fbref.com/fr/joueurs/b62878a5/Mohammed-Kudus
Dejan Kulusevski,SWE,"MT,AT",Tottenham,24-172,2000,7,6,528,5.9,1,1,2,1,0,0,2,0,1.1,1.1,1.9,3.0,29,36,50,0.17,0.17,0.34,0.17,0.34,0.19,0.32,0.51,0.19,0.51,https://fbref.com/fr/joueurs/df3cda47/Dejan-Kulusevski
Maxence Lacroix,FRA,DF,Crystal Palace,24-191,2000,4,4,360,4.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,1,7,0,0.00,0.25,0.25,0.00,0.25,0.04,0.08,0.12,0.04,0.12,https://fbref.com/fr/joueurs/277c49ed/Maxence-Lacroix
Adam Lallana,ENG,MT,Southampton,36-157,1988,4,1,116,1.3,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.0,1,9,3,0.00,1.55,1.55,0.00,1.55,0.13,0.62,0.75,0.13,0.75,https://fbref.com/fr/joueurs/99813635/Adam-Lallana
Roméo Lavia,BEL,MT,Chelsea,20-282,2004,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.55,0.00,0.55,https://fbref.com/fr/joueurs/ecad9aa5/Romeo-Lavia
Mario Lemina,GAB,"MT,AT",Wolves,31-043,1993,7,7,629,7.0,1,1,2,1,0,0,2,0,1.0,1.0,0.3,1.3,3,21,13,0.14,0.14,0.29,0.14,0.29,0.15,0.04,0.18,0.15,0.18,https://fbref.com/fr/joueurs/2b471f99/Mario-Lemina
Bernd Leno,GER,GB,Fulham,32-224,1992,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/2628fd2b/Bernd-Leno
Jefferson Lerma,COL,"MT,DF",Crystal Palace,29-355,1994,5,3,304,3.4,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.8,2,20,9,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.25,0.03,0.25,https://fbref.com/fr/joueurs/9b5ce51a/Jefferson-Lerma
Rico Lewis,ENG,"MT,DF",Manchester City,19-328,2004,6,6,485,5.4,0,2,2,0,0,0,0,0,0.7,0.7,0.2,0.9,14,18,33,0.00,0.37,0.37,0.00,0.37,0.13,0.03,0.16,0.13,0.16,https://fbref.com/fr/joueurs/b57e066e/Rico-Lewis
Keane Lewis-Potter,ENG,"DF,MT",Brentford,23-235,2001,7,5,458,5.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,16,28,0.00,0.20,0.20,0.00,0.20,0.07,0.10,0.17,0.07,0.17,https://fbref.com/fr/joueurs/41f08ac8/Keane-Lewis-Potter
Myles Lewis-Skelly,ENG,DF,Arsenal,18-018,2006,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5dff6c28/Myles-Lewis-Skelly
Matthijs de Ligt,NED,DF,Manchester Utd,25-063,1999,7,4,401,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,0,7,0,0.22,0.00,0.22,0.22,0.22,0.25,0.00,0.26,0.25,0.26,https://fbref.com/fr/joueurs/d6e53a3a/Matthijs-de-Ligt
Victor Lindelöf,SWE,DF,Manchester Utd,30-089,1994,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f5deef4c/Victor-Lindelof
Jesper Lindstrøm,DEN,AT,Everton,24-228,2000,4,2,149,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.1,3,2,10,0.00,0.00,0.00,0.00,0.00,0.31,0.33,0.64,0.31,0.64,https://fbref.com/fr/joueurs/37dc1a48/Jesper-Lindstrom
Valentino Livramento,ENG,DF,Newcastle Utd,21-337,2002,7,4,350,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,5,10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/afed6722/Valentino-Livramento
Sean Longstaff,ENG,MT,Newcastle Utd,26-350,1997,6,4,305,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,13,6,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,https://fbref.com/fr/joueurs/a2b105e0/Sean-Longstaff
Saša Lukić,SRB,MT,Fulham,28-062,1996,7,7,547,6.1,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,4,28,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/c6e8cf1f/Sasa-Lukic
Massimo Luongo,AUS,MT,Ipswich Town,32-019,1992,4,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/967ac6e1/Massimo-Luongo
Ian Maatsen,NED,"DF,MT",Aston Villa,22-218,2002,7,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.9,3,8,10,0.00,0.00,0.00,0.00,0.00,0.01,0.62,0.62,0.01,0.62,https://fbref.com/fr/joueurs/cab9634e/Ian-Maatsen
Alexis Mac Allister,ARG,MT,Liverpool,25-295,1998,7,7,554,6.2,0,0,0,0,0,0,1,0,0.2,0.2,1.0,1.2,9,38,16,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.19,0.03,0.19,https://fbref.com/fr/joueurs/83d074ff/Alexis-Mac-Allister
James Maddison,ENG,MT,Tottenham,27-326,1996,7,7,563,6.3,2,2,4,2,0,0,2,0,2.1,2.1,1.4,3.5,15,54,37,0.32,0.32,0.64,0.32,0.64,0.34,0.22,0.56,0.34,0.56,https://fbref.com/fr/joueurs/ee38d9c5/James-Maddison
Noni Madueke,ENG,AT,Chelsea,22-218,2002,6,6,477,5.3,4,0,4,4,0,0,0,0,1.9,1.9,1.1,3.0,29,13,44,0.75,0.00,0.75,0.75,0.75,0.36,0.20,0.56,0.36,0.56,https://fbref.com/fr/joueurs/bf34eebd/Noni-Madueke
Gabriel Magalhães,BRA,DF,Arsenal,26-300,1997,7,7,630,7.0,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,2,21,3,0.29,0.00,0.29,0.29,0.29,0.20,0.04,0.24,0.20,0.24,https://fbref.com/fr/joueurs/67ac5bb8/Gabriel-Magalhaes
Harry Maguire,ENG,DF,Manchester Utd,31-223,1993,5,3,242,2.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/d8931174/Harry-Maguire
Kobbie Mainoo,ENG,MT,Manchester Utd,19-178,2005,7,7,571,6.3,0,0,0,0,0,0,4,0,0.1,0.1,0.7,0.8,5,24,11,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13,https://fbref.com/fr/joueurs/c6220452/Kobbie-Mainoo
Orel Mangala,BEL,MT,Everton,26-210,1998,4,3,255,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,12,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,https://fbref.com/fr/joueurs/a572e291/Orel-Mangala
Ryan Manning,IRL,DF,Southampton,28-122,1996,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/847b53eb/Ryan-Manning
Gabriel Martinelli,BRA,"MT,AT",Arsenal,23-118,2001,7,5,440,4.9,2,2,4,2,0,0,0,0,1.0,1.0,1.6,2.7,27,9,52,0.41,0.41,0.82,0.41,0.82,0.21,0.33,0.55,0.21,0.55,https://fbref.com/fr/joueurs/48a5a5d6/Gabriel-Martinelli
Emiliano Martínez,ARG,GB,Aston Villa,32-042,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/7956236f/Emiliano-Martinez
