Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Ado Onaiwu,JPN,"AT,MT",Auxerre,28-341,1995,6,4,327,3.6,1,0,1,1,0,0,0,1,1.8,1.8,0.3,2.1,2,10,32,0.28,0.00,0.28,0.28,0.28,0.49,0.08,0.57,0.49,0.57,https://fbref.com/fr/joueurs/ff4df82e/Ado-Onaiwu
Christopher Operi,CIV,"DF,AT",Le Havre,27-168,1997,6,6,540,6.0,0,2,2,0,0,0,0,0,0.1,0.1,1.2,1.4,9,23,24,0.00,0.33,0.33,0.00,0.33,0.02,0.21,0.23,0.02,0.23,https://fbref.com/fr/joueurs/914bb955/Christopher-Operi
Victor Orakpo,NGA,AT,Nice,18-122,2006,3,0,29,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,0,3,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.01,1.01,1.01,https://fbref.com/fr/joueurs/cbfb7cd7/Victor-Orakpo
Gift Orban,NGA,"AT,DF",Lyon,22-089,2002,3,2,186,2.1,2,0,2,2,0,0,1,0,1.2,1.2,0.0,1.2,1,2,12,0.97,0.00,0.97,0.97,0.97,0.59,0.01,0.60,0.59,0.60,https://fbref.com/fr/joueurs/de17db90/Gift-Orban
Gabriel Osho,NGA,DF,Auxerre,26-061,1998,7,7,575,6.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,6,17,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/cd889153/Gabriel-Osho
Jibril Othman,TUN,AT,Saint-Étienne,20-171,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/967bb460/Jibril-Othman
Kassoum Ouattara,FRA,"DF,AT",Monaco,20-000,2004,4,2,162,1.8,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,10,10,0.00,0.56,0.56,0.00,0.56,0.09,0.13,0.21,0.09,0.21,https://fbref.com/fr/joueurs/6620c21a/Kassoum-Ouattara
Zinédine Ould Khaled,FRA,MT,Angers,24-274,2000,2,1,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/6b4436ba/Zinedine-Ould-Khaled
Beres Owusu,FRA,DF,Saint-Étienne,21-025,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/32c61db3/Beres-Owusu
Elisha Owusu,GHA,MT,Auxerre,26-342,1997,7,7,597,6.6,1,1,2,1,0,0,3,0,0.2,0.2,0.5,0.8,1,23,8,0.15,0.15,0.30,0.15,0.30,0.04,0.08,0.12,0.04,0.12,https://fbref.com/fr/joueurs/e2781082/Elisha-Owusu
Willian Pacho,ECU,DF,Paris S-G,22-364,2001,7,6,568,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/ecbe2839/Willian-Pacho
Nicolas Pallois,FRA,DF,Nantes,37-025,1987,5,4,361,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/779847d6/Nicolas-Pallois
Kévin Pedro,FRA,DF,Saint-Étienne,18-236,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ff1f24ca/Kevin-Pedro
Théo Pellenard,FRA,DF,Auxerre,30-224,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/97fb4608/Theo-Pellenard
Faris Pemi Moumbagna,CMR,AT,Marseille,24-105,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/58aae0a9/Faris-Pemi-Moumbagna
Mathias Pereira Lage,POR,"MT,AT",Brest,27-319,1996,6,3,266,3.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,9,13,0.00,0.34,0.34,0.00,0.34,0.07,0.09,0.16,0.07,0.16,https://fbref.com/fr/joueurs/8846a40f/Mathias-Pereira-Lage
Lucas Perri,BRA,GB,Lyon,26-309,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5dbd461a/Lucas-Perri
Gaëtan Perrin,FRA,"MT,AT",Auxerre,28-129,1996,7,4,364,4.0,1,1,2,1,0,0,1,0,0.3,0.3,1.9,2.2,14,20,25,0.25,0.25,0.49,0.25,0.49,0.08,0.46,0.54,0.08,0.54,https://fbref.com/fr/joueurs/10dd88f9/Gaetan-Perrin
Léo Pétrot,FRA,DF,Saint-Étienne,27-182,1997,4,2,239,2.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,1,4,6,0.00,0.38,0.38,0.00,0.38,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/00638016/Leo-Petrot
Đorđe Petrović,SRB,GB,Strasbourg,25-006,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/0cf321c8/Djordje-Petrovic
Adrien Rabiot,FRA,"MT,DF",Marseille,29-194,1995,2,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,https://fbref.com/fr/joueurs/8794e251/Adrien-Rabiot
Gonçalo Ramos,POR,AT,Paris S-G,23-116,2001,1,1,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,4.74,4.74,0.00,4.74,0.00,0.35,0.35,0.00,0.35,https://fbref.com/fr/joueurs/f63cda26/Goncalo-Ramos
Lilian Raolisoa,FRA,DF,Angers,24-120,2000,6,1,103,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,2,9,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,https://fbref.com/fr/joueurs/79a793b7/Lilian-Raolisoa
Rayan Raveloson,MAD,"MT,DF",Auxerre,27-272,1997,6,4,395,4.4,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,26,8,0.23,0.00,0.23,0.23,0.23,0.14,0.02,0.16,0.14,0.16,https://fbref.com/fr/joueurs/fb3236a7/Rayan-Raveloson
Guillaume Restes,FRA,GB,Toulouse,19-217,2005,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/6b91b999/Guillaume-Restes
Alexsandro Ribeiro,BRA,DF,Lille,25-066,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,41,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,https://fbref.com/fr/joueurs/102c9665/Alexsandro-Ribeiro
Valentin Rongier,FRA,"DF,MT",Marseille,29-312,1994,4,1,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,https://fbref.com/fr/joueurs/ed45c4a5/Valentin-Rongier
Pablo Rosario,NED,"MT,DF",Nice,27-281,1997,7,5,444,4.9,1,0,1,0,1,1,1,0,1.6,0.8,0.1,0.9,1,13,4,0.20,0.00,0.20,0.00,0.00,0.32,0.02,0.33,0.16,0.17,https://fbref.com/fr/joueurs/1a6b7ea4/Pablo-Rosario
Jon Rowe,ENG,"AT,MT",Marseille,21-167,2003,6,0,154,1.7,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,5,3,9,1.17,0.00,1.17,1.17,1.17,0.50,0.18,0.68,0.50,0.68,https://fbref.com/fr/joueurs/8c12f884/Jon-Rowe
Fabián Ruiz Peña,ESP,MT,Paris S-G,28-194,1996,6,3,305,3.4,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,7,30,20,0.30,0.00,0.30,0.30,0.30,0.16,0.08,0.25,0.16,0.25,https://fbref.com/fr/joueurs/c0c7ff58/Fabian-Ruiz-Pena
Gerónimo Rulli,ARG,GB,Marseille,32-147,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/625c144a/Geronimo-Rulli
Emmanuel Sabbi,USA,"MT,AT",Le Havre,26-295,1997,5,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,3,13,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,https://fbref.com/fr/joueurs/2e1b7c83/Emmanuel-Sabbi
Falaye Sacko,MLI,DF,Montpellier,29-166,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,7,31,22,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/6388e356/Falaye-Sacko
Matvei Safonov,RUS,GB,Paris S-G,25-232,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d97b252e/Matvei-Safonov
Modibo Sagnan,MLI,DF,Montpellier,25-183,1999,7,7,630,7.0,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,6,14,2,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.07,0.07,0.07,https://fbref.com/fr/joueurs/76d679c7/Modibo-Sagnan
Osame Sahraoui,NOR,"MT,AT",Lille,23-125,2001,7,4,420,4.7,0,3,3,0,0,0,0,0,0.4,0.4,2.1,2.4,27,28,54,0.00,0.64,0.64,0.00,0.64,0.08,0.44,0.52,0.08,0.52,https://fbref.com/fr/joueurs/6f9fa232/Osame-Sahraoui
Wesley Saïd,FRA,"AT,MT",Lens,29-178,1995,6,5,349,3.9,1,0,1,1,0,0,2,0,1.9,1.9,0.2,2.2,4,11,19,0.26,0.00,0.26,0.26,0.26,0.50,0.06,0.56,0.50,0.56,https://fbref.com/fr/joueurs/90fcf472/Wesley-Said
Ibrahim Salah,MAR,AT,Brest,23-045,2001,4,1,128,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,8,1,15,0.70,0.00,0.70,0.70,0.70,0.14,0.11,0.26,0.14,0.26,https://fbref.com/fr/joueurs/cad3fd4d/Ibrahim-Salah
Amine Salama,FRA,"AT,MT",Reims,24-088,2000,6,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,7,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,https://fbref.com/fr/joueurs/bc7cc472/Amine-Salama
Mohammed Salisu,GHA,DF,Monaco,25-180,1999,5,4,368,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,29,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,https://fbref.com/fr/joueurs/0b33f6ad/Mohammed-Salisu
Yoann Salmier,GUF,DF,Le Havre,31-328,1992,4,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c3725db2/Yoann-Salmier
Mama Samba Baldé,GNB,AT,Lyon,28-343,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,https://fbref.com/fr/joueurs/fb14aa28/Mama-Samba-Balde
Mama Samba Baldé,GNB,AT,Brest,28-343,1995,4,2,174,1.9,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.0,5,2,15,0.52,0.52,1.03,0.52,1.03,0.18,0.35,0.53,0.18,0.53,https://fbref.com/fr/joueurs/fb14aa28/Mama-Samba-Balde
Brice Samba,FRA,GB,Lens,30-172,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/60d90c55/Brice-Samba
Arouna Sangante,SEN,DF,Le Havre,22-185,2002,6,6,518,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,6,20,1,0.17,0.00,0.17,0.17,0.17,0.04,0.01,0.05,0.04,0.05,https://fbref.com/fr/joueurs/17bb562c/Arouna-Sangante
Nhoa Sangui,FRA,DF,Reims,18-230,2006,7,4,436,4.8,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,14,23,0.00,0.21,0.21,0.00,0.21,0.02,0.04,0.06,0.02,0.06,https://fbref.com/fr/joueurs/3f465a66/Nhoa-Sangui
Baptiste Santamaria,FRA,MT,Rennes,29-219,1995,5,3,273,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0,17,0,0.00,0.33,0.33,0.00,0.33,0.03,0.07,0.10,0.03,0.10,https://fbref.com/fr/joueurs/5e22e2a4/Baptiste-Santamaria
Andrey Santos,BRA,MT,Strasbourg,20-164,2004,6,6,522,5.8,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.6,8,27,8,0.52,0.00,0.52,0.52,0.52,0.33,0.12,0.46,0.33,0.46,https://fbref.com/fr/joueurs/dd745366/Andrey-Santos
Tiago Santos,POR,DF,Lille,22-083,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,https://fbref.com/fr/joueurs/3eeebc87/Tiago-Santos
Malang Sarr,FRA,DF,Lens,25-265,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/4315f30d/Malang-Sarr
Mamadou Sarr,FRA,DF,Strasbourg,19-046,2005,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/61f80c89/Mamadou-Sarr
Martin Satriano,URU,"AT,DF",Lens,23-237,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98,https://fbref.com/fr/joueurs/86383d0e/Martin-Satriano
Téji Savanier,FRA,MT,Montpellier,32-297,1991,7,7,619,6.9,1,2,3,0,1,1,1,0,1.1,0.3,2.4,2.7,7,56,32,0.15,0.29,0.44,0.00,0.29,0.16,0.35,0.51,0.05,0.40,https://fbref.com/fr/joueurs/6bde367b/Teji-Savanier
Niklas Schmidt,GER,MT,Toulouse,26-227,1998,4,2,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,14,1,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,https://fbref.com/fr/joueurs/b9ae8560/Niklas-Schmidt
Jérémy Sebas,MTQ,"AT,MT",Strasbourg,21-183,2003,5,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,https://fbref.com/fr/joueurs/0b6911e4/Jeremy-Sebas
Alidu Seidu,GHA,DF,Rennes,24-132,2000,7,6,529,5.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,17,26,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,https://fbref.com/fr/joueurs/cea59f02/Alidu-Seidu
Marvin Senaya,TOG,DF,Strasbourg,23-260,2001,5,0,104,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,https://fbref.com/fr/joueurs/1d383c10/Marvin-Senaya
Djibril Sidibé,FRA,DF,Toulouse,32-077,1992,7,4,372,4.1,0,1,1,0,0,0,1,0,0.2,0.2,1.5,1.7,1,19,10,0.00,0.24,0.24,0.00,0.24,0.05,0.37,0.42,0.05,0.42,https://fbref.com/fr/joueurs/4c5b714f/Djibril-Sidibe
Vincent Sierro,SUI,MT,Toulouse,29-006,1995,7,6,556,6.2,0,1,1,0,0,0,1,0,0.1,0.1,1.8,1.9,1,42,5,0.00,0.16,0.16,0.00,0.16,0.01,0.29,0.31,0.01,0.31,https://fbref.com/fr/joueurs/92ffb8f9/Vincent-Sierro
Caio Henrique Oliveira Silva,BRA,DF,Monaco,27-075,1997,4,3,282,3.1,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,9,17,20,0.00,0.32,0.32,0.00,0.32,0.00,0.31,0.31,0.00,0.31,https://fbref.com/fr/joueurs/30af8b93/Caio-Henrique-Oliveira-Silva
Abdallah Sima,SEN,"AT,MT",Brest,23-119,2001,5,3,234,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5,7,18,0.00,0.38,0.38,0.00,0.38,0.12,0.09,0.21,0.12,0.21,https://fbref.com/fr/joueurs/fdbde523/Abdallah-Sima
Moses Simon,NGA,AT,Nantes,29-094,1995,7,7,576,6.4,2,2,4,1,1,1,0,0,1.9,1.1,1.4,2.5,42,16,62,0.31,0.31,0.62,0.16,0.47,0.30,0.22,0.52,0.18,0.40,https://fbref.com/fr/joueurs/5f3eaaf5/Moses-Simon
Lassine Sinayoko,MLI,"AT,MT",Auxerre,24-311,1999,7,7,592,6.6,0,1,1,0,0,0,2,0,1.1,1.1,1.3,2.4,19,21,61,0.00,0.15,0.15,0.00,0.15,0.16,0.19,0.36,0.16,0.36,https://fbref.com/fr/joueurs/5e5249c8/Lassine-Sinayoko
Wilfried Singo,CIV,DF,Monaco,23-294,2000,6,4,366,4.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,5,18,1,0.00,0.25,0.25,0.00,0.25,0.03,0.02,0.05,0.03,0.05,https://fbref.com/fr/joueurs/8b609c34/Wilfried-Singo
Ibrahim Sissoko,MLI,AT,Saint-Étienne,28-322,1995,7,5,461,5.1,2,1,3,1,1,1,0,0,2.0,1.2,0.5,1.7,8,4,24,0.39,0.20,0.59,0.20,0.39,0.38,0.10,0.48,0.23,0.33,https://fbref.com/fr/joueurs/a170541f/Ibrahim-Sissoko
Leo Skiri Østigård,NOR,DF,Rennes,24-321,1999,6,5,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,1,23,0,0.21,0.00,0.21,0.21,0.21,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/b35a7399/Leo-Skiri-Ostigard
Milan Škriniar,SVK,DF,Paris S-G,29-246,1995,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/30f5ffa9/Milan-Skriniar
Naatan Skyttä,FIN,AT,Toulouse,22-160,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d7547531/Naatan-Skytta
Florian Sotoca,FRA,AT,Lens,33-355,1990,6,5,416,4.6,0,0,0,0,0,0,1,0,1.8,1.8,0.3,2.1,8,23,43,0.00,0.00,0.00,0.00,0.00,0.40,0.07,0.46,0.40,0.46,https://fbref.com/fr/joueurs/7a42d0df/Florian-Sotoca
Issa Soumaré,SEN,"AT,MT",Le Havre,24-004,2000,6,4,343,3.8,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.1,8,6,28,0.00,0.00,0.00,0.00,0.00,0.23,0.06,0.29,0.23,0.29,https://fbref.com/fr/joueurs/1d8aa290/Issa-Soumare
Saidou Sow,GUI,DF,Strasbourg,22-102,2002,7,7,613,6.8,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.4,0,3,2,0.00,0.15,0.15,0.00,0.15,0.04,0.02,0.06,0.04,0.06,https://fbref.com/fr/joueurs/f6b94e8d/Saidou-Sow
Lucas Stassin,BEL,AT,Saint-Étienne,19-321,2004,4,2,151,1.7,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,5,3,10,0.00,0.60,0.60,0.00,0.60,0.41,0.33,0.74,0.41,0.74,https://fbref.com/fr/joueurs/a47d6f3a/Lucas-Stassin
Enzo Sternal,FRA,AT,Marseille,17-139,2007,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c2e3ceb7/Enzo-Sternal
Gabriel Suazo,CHI,DF,Toulouse,27-066,1997,7,3,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,19,23,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/39b326ed/Gabriel-Suazo
Abakar Sylla,CIV,DF,Strasbourg,21-294,2002,7,5,392,4.4,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0,4,2,0.23,0.00,0.23,0.23,0.23,0.07,0.00,0.07,0.07,0.07,https://fbref.com/fr/joueurs/29c91632/Abakar-Sylla
Issiaga Sylla,GUI,"DF,AT",Montpellier,30-287,1994,3,1,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b99bec05/Issiaga-Sylla
Musa Al-Taamari,JOR,AT,Montpellier,27-126,1997,3,2,175,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,5,9,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,https://fbref.com/fr/joueurs/f15f8b2b/Musa-Al-Taamari
Nicolás Tagliafico,ARG,DF,Lyon,32-044,1992,2,2,180,2.0,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,13,4,0.50,0.00,0.50,0.50,0.50,0.29,0.05,0.35,0.29,0.35,https://fbref.com/fr/joueurs/f0661424/Nicolas-Tagliafico
Florian Tardieu,FRA,MT,Saint-Étienne,32-175,1992,5,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/ed39121c/Florian-Tardieu
Oussama Targhalline,MAR,MT,Le Havre,22-147,2002,5,4,325,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,24,9,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/abd56820/Oussama-Targhalline
Enzo Tchato,CMR,DF,Montpellier,21-326,2002,7,3,455,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,15,25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/7f783431/Enzo-Tchato
Tanner Tessmann,USA,MT,Lyon,23-020,2001,4,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ac277993/Tanner-Tessmann
Teddy Teuma,MLT,MT,Reims,31-014,1993,5,1,139,1.5,1,0,1,0,1,1,1,0,1.0,0.2,0.3,0.5,2,6,7,0.65,0.00,0.65,0.00,0.00,0.67,0.17,0.84,0.16,0.33,https://fbref.com/fr/joueurs/5c26ca51/Teddy-Teuma
Jordan Teze,NED,DF,Monaco,25-014,1999,5,2,166,1.8,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,2,6,10,0.54,0.00,0.54,0.54,0.54,0.55,0.05,0.60,0.55,0.60,https://fbref.com/fr/joueurs/82e9b1bb/Jordan-Teze
Sorba Thomas,WAL,AT,Nantes,25-053,1999,7,5,432,4.8,1,0,1,1,0,0,0,0,1.2,1.2,0.7,2.0,15,10,30,0.21,0.00,0.21,0.21,0.21,0.26,0.15,0.41,0.26,0.41,https://fbref.com/fr/joueurs/8725a42e/Sorba-Thomas
Adrien Thomasson,FRA,MT,Lens,30-309,1993,7,7,561,6.2,0,1,1,0,0,0,0,0,0.2,0.2,2.0,2.1,6,33,27,0.00,0.16,0.16,0.00,0.16,0.03,0.31,0.34,0.03,0.34,https://fbref.com/fr/joueurs/c76b7567/Adrien-Thomasson
Corentin Tolisso,FRA,MT,Lyon,30-072,1994,7,4,340,3.8,1,0,1,1,0,0,1,0,0.9,0.9,1.5,2.4,5,35,22,0.26,0.00,0.26,0.26,0.26,0.23,0.40,0.64,0.23,0.64,https://fbref.com/fr/joueurs/652d4c37/Corentin-Tolisso
Abdoulaye Touré,GUI,MT,Le Havre,30-225,1994,7,6,559,6.2,2,1,3,0,2,2,1,0,2.4,0.9,0.1,1.0,0,32,8,0.32,0.16,0.48,0.00,0.16,0.39,0.02,0.41,0.14,0.15,https://fbref.com/fr/joueurs/ef7cd87a/Abdoulaye-Toure
Birama Touré,MLI,MT,Montpellier,32-130,1992,3,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/a4b798a9/Birama-Toure
Adrien Truffert,FRA,"DF,MT",Rennes,22-329,2001,7,6,484,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,15,28,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,https://fbref.com/fr/joueurs/5d0e0a1f/Adrien-Truffert
Vanderson,BRA,DF,Monaco,23-115,2001,6,5,452,5.0,1,1,2,1,0,0,2,0,0.3,0.3,0.8,1.2,8,18,24,0.20,0.20,0.40,0.20,0.40,0.07,0.16,0.23,0.07,0.23,https://fbref.com/fr/joueurs/ee45fd85/Vanderson
