Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Jesús Areso,ESP,DF,Osasuna,25-104,1999,8,8,702,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,28,24,34,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/94e01ec6/Jesus-Areso
José Arnaiz,ESP,AT,Osasuna,29-182,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41,https://fbref.com/fr/joueurs/46e07328/Jose-Arnaiz
Takuma Asano,JPN,AT,Mallorca,29-339,1994,6,4,319,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,16,9,20,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,https://fbref.com/fr/joueurs/13ddc856/Takuma-Asano
Iago Aspas,ESP,"AT,MT",Celta Vigo,37-074,1987,9,7,631,7.0,4,2,6,3,1,2,3,1,3.1,1.5,0.8,2.3,19,46,50,0.57,0.29,0.86,0.43,0.71,0.44,0.11,0.55,0.22,0.33,https://fbref.com/fr/joueurs/7dcf86f6/Iago-Aspas
Yaser Asprilla,COL,"AT,MT",Girona,20-330,2003,6,3,340,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,19,31,42,0.26,0.00,0.26,0.26,0.26,0.16,0.14,0.29,0.16,0.29,https://fbref.com/fr/joueurs/d139daf9/Yaser-Asprilla
Ezequiel Ávila,ARG,AT,Betis,30-251,1994,7,2,210,2.3,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.9,4,7,25,0.00,0.00,0.00,0.00,0.00,0.10,0.27,0.37,0.10,0.37,https://fbref.com/fr/joueurs/253a06b9/Ezequiel-Avila
César Azpilicueta,ESP,DF,Atlético Madrid,35-047,1989,5,5,390,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,29,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/53cad200/Cesar-Azpilicueta
Loïc Bade,FRA,DF,Sevilla,24-186,2000,7,6,561,6.2,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/114bbdee/Loic-Bade
Alex Baena,ESP,"MT,AT",Villarreal,23-086,2001,8,7,575,6.4,1,5,6,1,0,1,2,0,2.1,1.3,2.7,4.0,12,43,36,0.16,0.78,0.94,0.16,0.94,0.32,0.43,0.75,0.20,0.63,https://fbref.com/fr/joueurs/518f2234/Alex-Baena
Eric Bailly,CIV,DF,Villarreal,30-185,1994,7,5,489,5.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/a1232f4e/Eric-Bailly
Cédric Bakambu,COD,AT,Betis,33-186,1991,4,1,136,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,8,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.20,0.18,0.20,https://fbref.com/fr/joueurs/0af4dcf0/Cedric-Bakambu
Alejandro Balde,ESP,DF,Barcelona,20-362,2003,8,6,546,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,20,19,49,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,https://fbref.com/fr/joueurs/5ccc9672/Alejandro-Balde
Iván Balliu,ALB,DF,Rayo Vallecano,32-287,1992,8,5,496,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,21,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/cee88597/Ivan-Balliu
Jonathan Bamba,CIV,"AT,MT",Celta Vigo,28-202,1996,4,3,251,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,9,11,21,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.38,0.10,0.38,https://fbref.com/fr/joueurs/b2bd0f6c/Jonathan-Bamba
Valentín Barco,ARG,DF,Sevilla,20-083,2004,5,3,250,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,9,10,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,https://fbref.com/fr/joueurs/b9f282ec/Valentin-Barco
Enzo Barrenechea,ARG,MT,Valencia,23-145,2001,5,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/6caffe81/Enzo-Barrenechea
Ander Barrenetxea,ESP,"MT,AT",Real Sociedad,22-292,2001,6,2,280,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,9,36,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,https://fbref.com/fr/joueurs/200e89e1/Ander-Barrenetxea
Pablo Barrios,ESP,MT,Atlético Madrid,21-121,2003,5,4,405,4.5,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,24,13,0.00,0.22,0.22,0.00,0.22,0.03,0.06,0.09,0.03,0.09,https://fbref.com/fr/joueurs/45736cec/Pablo-Barrios
Thierno Barry,FRA,AT,Villarreal,21-359,2002,8,5,536,6.0,2,1,3,2,0,0,1,0,3.3,3.3,0.7,4.0,7,6,20,0.34,0.17,0.50,0.34,0.50,0.55,0.12,0.67,0.55,0.67,https://fbref.com/fr/joueurs/52c3244b/Thierno-Barry
Marc Bartra,ESP,DF,Betis,33-273,1991,2,2,175,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,0,0.51,0.00,0.51,0.51,0.51,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/b742cc0d/Marc-Bartra
Aboubacar Bassinga,CIV,MT,Las Palmas,19-093,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/22a312ec/Aboubacar-Bassinga
Augusto Batalla,ARG,GB,Rayo Vallecano,28-167,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/fc627681/Augusto-Batalla
Sheraldo Becker,SUR,"AT,MT",Real Sociedad,29-248,1995,8,6,496,5.5,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,22,11,52,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.21,0.14,0.21,https://fbref.com/fr/joueurs/8eb55dbb/Sheraldo-Becker
Donny van de Beek,NED,"MT,AT",Girona,27-179,1997,5,1,211,2.3,0,1,1,0,0,0,0,0,0.2,0.2,1.2,1.3,3,6,18,0.00,0.43,0.43,0.00,0.43,0.07,0.50,0.57,0.07,0.57,https://fbref.com/fr/joueurs/50dc94ce/Donny-van-de-Beek
Héctor Bellerín,ESP,DF,Betis,29-209,1995,5,4,389,4.3,0,1,1,0,0,0,1,0,0.0,0.0,1.2,1.2,3,22,14,0.00,0.23,0.23,0.00,0.23,0.00,0.28,0.28,0.00,0.28,https://fbref.com/fr/joueurs/f874dd44/Hector-Bellerin
Jude Bellingham,ENG,MT,Real Madrid,21-107,2003,5,5,440,4.9,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.3,16,39,27,0.00,0.20,0.20,0.00,0.20,0.08,0.18,0.26,0.08,0.26,https://fbref.com/fr/joueurs/57d88cf9/Jude-Bellingham
Fran Beltrán,ESP,MT,Celta Vigo,25-254,1999,7,6,502,5.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,9,33,9,0.18,0.00,0.18,0.18,0.18,0.04,0.11,0.14,0.04,0.14,https://fbref.com/fr/joueurs/ed5c5fa3/Fran-Beltran
Carlos Benavídez,URU,MT,Alavés,26-198,1998,5,3,214,2.4,1,1,2,1,0,0,1,0,0.1,0.1,0.6,0.7,1,10,2,0.42,0.42,0.84,0.42,0.84,0.04,0.26,0.30,0.04,0.30,https://fbref.com/fr/joueurs/9fb45456/Carlos-Benavidez
Iker Benito,ESP,"AT,MT",Osasuna,22-065,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,https://fbref.com/fr/joueurs/50cbc806/Iker-Benito
Yuri Berchiche,ESP,DF,Athletic Club,34-247,1990,7,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,9,39,14,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,https://fbref.com/fr/joueurs/b6e50615/Yuri-Berchiche
Álex Berenguer,ESP,AT,Athletic Club,29-102,1995,8,6,506,5.6,0,2,2,0,0,1,2,0,1.7,0.9,1.5,2.4,18,9,46,0.00,0.36,0.36,0.00,0.36,0.30,0.27,0.57,0.16,0.43,https://fbref.com/fr/joueurs/dc1c2fce/Alex-Berenguer
Marc Bernal,ESP,MT,Barcelona,17-141,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,https://fbref.com/fr/joueurs/29117812/Marc-Bernal
Juan Bernat,ESP,"DF,MT",Villarreal,31-227,1993,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28,https://fbref.com/fr/joueurs/433dc9a2/Juan-Bernat
Juan Berrocal,ESP,DF,Getafe,25-163,1999,5,5,441,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/377ef3a6/Juan-Berrocal
Antonio Blanco,ESP,MT,Alavés,24-083,2000,9,6,526,5.8,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,1,30,4,0.00,0.17,0.17,0.00,0.17,0.08,0.09,0.17,0.08,0.17,https://fbref.com/fr/joueurs/506daeac/Antonio-Blanco
Daley Blind,NED,DF,Girona,34-219,1990,8,8,683,7.6,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,13,78,11,0.00,0.13,0.13,0.00,0.13,0.00,0.08,0.08,0.00,0.08,https://fbref.com/fr/joueurs/691bef82/Daley-Blind
Adama Boiro,ESP,DF,Athletic Club,22-114,2002,3,3,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e7992f7b/Adama-Boiro
Enzo Boyomo,CMR,DF,Osasuna,23-007,2001,6,6,540,6.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,1,19,0,0.17,0.00,0.17,0.17,0.17,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/3a99bc13/Enzo-Boyomo
Enzo Boyomo,CMR,DF,Valladolid,23-007,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/3a99bc13/Enzo-Boyomo
Darko Brašanac,SRB,MT,Leganés,32-245,1992,9,5,500,5.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,0,15,13,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,https://fbref.com/fr/joueurs/4accb7e0/Darko-Brasanac
Ante Budimir,CRO,AT,Osasuna,33-084,1991,9,7,595,6.6,4,1,5,2,2,2,1,0,2.5,1.0,0.3,1.3,7,5,29,0.61,0.15,0.76,0.30,0.45,0.38,0.04,0.43,0.15,0.19,https://fbref.com/fr/joueurs/8f3565b3/Ante-Budimir
Pau Cabanes,ESP,MT,Villarreal,19-240,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/53440b64/Pau-Cabanes
Leandro Cabrera,URU,DF,Espanyol,33-119,1991,5,5,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/69cbc8b6/Leandro-Cabrera
Fernando Calero,ESP,DF,Espanyol,29-030,1995,3,2,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/41b3069f/Fernando-Calero
Eduardo Camavinga,FRA,MT,Real Madrid,21-339,2002,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/fr/joueurs/7b9c2d84/Eduardo-Camavinga
Sergio Camello,ESP,AT,Rayo Vallecano,23-247,2001,9,6,499,5.5,2,0,2,2,0,0,1,0,1.9,1.9,0.3,2.2,10,7,32,0.36,0.00,0.36,0.36,0.36,0.35,0.05,0.40,0.35,0.40,https://fbref.com/fr/joueurs/873619c6/Sergio-Camello
José Campaña,ESP,MT,Las Palmas,31-136,1993,4,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,15,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10,https://fbref.com/fr/joueurs/61220da2/Jose-Campana
Peio Canales,ESP,MT,Athletic Club,19-271,2005,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,https://fbref.com/fr/joueurs/3b5d2ab7/Peio-Canales
Sergi Canós,ESP,"MT,AT",Valencia,27-255,1997,6,1,130,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,2,19,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15,https://fbref.com/fr/joueurs/1137759d/Sergi-Canos
Cárdenas,ESP,GB,Rayo Vallecano,27-200,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/e1846dde/Cardenas
Irvin Cardona,FRA,"MT,AT",Espanyol,27-067,1997,8,2,282,3.1,0,1,1,0,0,0,1,0,0.8,0.8,0.5,1.3,6,7,18,0.00,0.32,0.32,0.00,0.32,0.25,0.15,0.40,0.25,0.40,https://fbref.com/fr/joueurs/5e080f73/Irvin-Cardona
Marc Cardona,ESP,AT,Las Palmas,29-098,1995,3,0,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,https://fbref.com/fr/joueurs/b92b456a/Marc-Cardona
Sergi Cardona,ESP,DF,Villarreal,25-098,1999,9,9,796,8.8,1,1,2,1,0,0,2,0,1.3,1.3,1.4,2.8,16,21,52,0.11,0.11,0.23,0.11,0.23,0.15,0.16,0.31,0.15,0.31,https://fbref.com/fr/joueurs/74e90475/Sergi-Cardona
Johnny Cardoso,USA,MT,Betis,23-024,2001,5,2,240,2.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,10,6,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20,https://fbref.com/fr/joueurs/7426f085/Johnny-Cardoso
Carmona,ESP,DF,Sevilla,22-259,2002,9,9,790,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,6,28,5,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10,https://fbref.com/fr/joueurs/2dce876a/Carmona
Sergio Carreira,ESP,"MT,DF",Celta Vigo,24-001,2000,4,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,6,8,23,0.00,0.00,0.00,0.00,0.00,0.01,0.31,0.32,0.01,0.32,https://fbref.com/fr/joueurs/8d6a9c93/Sergio-Carreira
Dani Carvajal,ESP,DF,Real Madrid,32-277,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.00,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22,https://fbref.com/fr/joueurs/4958bfb2/Dani-Carvajal
William Carvalho,POR,MT,Betis,32-190,1992,4,4,247,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,20,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,https://fbref.com/fr/joueurs/dee86451/William-Carvalho
Marc Casado,ESP,MT,Barcelona,21-030,2003,7,5,473,5.3,0,1,1,0,0,0,0,0,0.8,0.8,0.5,1.2,5,42,11,0.00,0.19,0.19,0.00,0.19,0.14,0.09,0.24,0.14,0.24,https://fbref.com/fr/joueurs/2ef08833/Marc-Casado
Catena,ESP,DF,Osasuna,29-352,1994,8,8,720,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,18,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/fr/joueurs/274ab13c/Catena
Dani Ceballos,ESP,MT,Real Madrid,28-068,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c0617e2b/Dani-Ceballos
Franco Cervi,ARG,DF,Celta Vigo,30-141,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5e1028e5/Franco-Cervi
Raúl Chasco,ESP,DF,Valladolid,21-031,2003,1,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/61d964b8/Raul-Chasco
Pep Chavarría,ESP,"DF,MT",Rayo Vallecano,26-187,1998,6,3,307,3.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,10,15,16,0.00,0.29,0.29,0.00,0.29,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/63c5e56b/Pep-Chavarria
Walid Cheddira,MAR,AT,Espanyol,26-266,1998,7,2,228,2.5,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,2,3,14,0.00,0.39,0.39,0.00,0.39,0.04,0.24,0.29,0.04,0.29,https://fbref.com/fr/joueurs/0545a08e/Walid-Cheddira
Julián Chicco,ARG,MT,Leganés,26-275,1998,4,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/fr/joueurs/92dacb99/Julian-Chicco
Chiquinho,POR,"MT,AT",Mallorca,24-252,2000,3,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17,https://fbref.com/fr/joueurs/dc6c2f02/Chiquinho
Andreas Christensen,DEN,DF,Barcelona,28-187,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1cb49278/Andreas-Christensen
Jasper Cillessen,NED,GB,Las Palmas,35-175,1989,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/04ac8285/Jasper-Cillessen
Pathé Ciss,SEN,MT,Rayo Vallecano,30-212,1994,7,3,300,3.3,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,2,24,2,0.00,0.30,0.30,0.00,0.30,0.09,0.18,0.26,0.09,0.26,https://fbref.com/fr/joueurs/9a0408b6/Pathe-Ciss
Seydouba Cissé,GUI,MT,Leganés,23-247,2001,9,7,609,6.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,35,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,https://fbref.com/fr/joueurs/0d13e455/Seydouba-Cisse
Eray Cömert,SUI,"DF,MT",Valladolid,26-253,1998,8,7,562,6.2,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,3,11,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/15937e17/Eray-Comert
Santi Comesaña,ESP,MT,Villarreal,28-009,1996,9,8,672,7.5,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.8,13,48,16,0.00,0.27,0.27,0.00,0.27,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/5ae499d0/Santi-Comesana
Diego Conde,ESP,GB,Villarreal,25-352,1998,9,9,810,9.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.11,0.11,0.00,0.11,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/4eae5bc4/Diego-Conde
Tomás Conechny,ARG,"MT,AT",Alavés,26-198,1998,6,5,391,4.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.4,8,5,25,0.23,0.00,0.23,0.23,0.23,0.29,0.03,0.32,0.29,0.32,https://fbref.com/fr/joueurs/f61143dd/Tomas-Conechny
Copete,ESP,DF,Mallorca,25-004,1999,7,3,308,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,8,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,https://fbref.com/fr/joueurs/0f26ffd7/Copete
Ángel Correa,ARG,"AT,MT",Atlético Madrid,29-219,1995,8,0,190,2.1,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.3,6,7,19,0.95,0.00,0.95,0.95,0.95,1.00,0.08,1.09,1.00,1.09,https://fbref.com/fr/joueurs/01eb744d/Angel-Correa
Thierry Correia,POR,DF,Valencia,25-219,1999,9,7,643,7.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,14,37,40,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,https://fbref.com/fr/joueurs/c78b352d/Thierry-Correia
Logan Costa,CPV,DF,Villarreal,23-196,2001,7,6,556,6.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,25,0,0.16,0.00,0.16,0.16,0.16,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/bfb2056e/Logan-Costa
Samu Costa,POR,MT,Mallorca,23-322,2000,9,9,807,9.0,0,1,1,0,0,0,3,0,0.8,0.8,0.2,1.0,8,42,20,0.00,0.11,0.11,0.00,0.11,0.09,0.02,0.11,0.09,0.11,https://fbref.com/fr/joueurs/76c2a023/Samu-Costa
Thibaut Courtois,BEL,GB,Real Madrid,32-156,1992,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1840e36d/Thibaut-Courtois
Juan Cruz Armada,ESP,DF,Osasuna,32-078,1992,4,2,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/fr/joueurs/a56da3ba/Juan-Cruz-Armada
Juan Cruz,ESP,"AT,MT",Leganés,24-172,2000,9,6,516,5.7,3,0,3,3,0,0,1,0,0.9,0.9,0.7,1.7,16,24,31,0.52,0.00,0.52,0.52,0.52,0.16,0.12,0.29,0.16,0.29,https://fbref.com/fr/joueurs/cc2dd8a5/Juan-Cruz
Pau Cubarsí,ESP,DF,Barcelona,17-266,2007,9,8,662,7.4,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,8,41,1,0.00,0.14,0.14,0.00,0.14,0.02,0.12,0.13,0.02,0.13,https://fbref.com/fr/joueurs/cc7888f3/Pau-Cubarsi
Arnaut Danjuma,NED,AT,Villarreal,27-257,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,https://fbref.com/fr/joueurs/f08490a6/Arnaut-Danjuma
Arnaut Danjuma,NED,"AT,MT",Girona,27-257,1997,6,4,330,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,21,15,43,0.00,0.00,0.00,0.00,0.00,0.21,0.11,0.32,0.21,0.32,https://fbref.com/fr/joueurs/f08490a6/Arnaut-Danjuma
Sergi Darder,ESP,"MT,AT",Mallorca,30-297,1993,9,7,590,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,25,21,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,https://fbref.com/fr/joueurs/070a3904/Sergi-Darder
Rodrigo De Paul,ARG,MT,Atlético Madrid,30-143,1994,8,4,370,4.1,0,1,1,0,0,0,1,0,0.0,0.0,1.7,1.7,12,41,24,0.00,0.24,0.24,0.00,0.24,0.00,0.41,0.41,0.00,0.41,https://fbref.com/fr/joueurs/162efffd/Rodrigo-De-Paul
Assane Diao,ESP,AT,Betis,19-037,2005,4,2,175,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,0,13,0.00,0.51,0.51,0.00,0.51,0.20,0.53,0.73,0.20,0.73,https://fbref.com/fr/joueurs/8ae7d0ec/Assane-Diao
Moussa Diarra,MLI,DF,Alavés,23-339,2000,6,4,380,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/698f11e3/Moussa-Diarra
Brahim Díaz,MAR,"AT,MT",Real Madrid,25-072,1999,5,2,120,1.3,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,9,10,17,0.75,0.75,1.50,0.75,1.50,0.23,0.25,0.48,0.23,0.48,https://fbref.com/fr/joueurs/407feb71/Brahim-Diaz
Pedro Díaz,ESP,"MT,AT",Rayo Vallecano,26-131,1998,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/eea5130e/Pedro-Diaz
