Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Johannes Eggestein,GER,AT,St. Pauli,26-159,1998,6,6,480,5.3,0,1,1,0,0,0,1,0,0.8,0.8,1.0,1.8,7,15,44,0.00,0.19,0.19,0.00,0.19,0.15,0.18,0.34,0.15,0.34,https://fbref.com/fr/joueurs/d571df78/Johannes-Eggestein
Maximilian Eggestein,GER,MT,Freiburg,27-311,1996,6,6,511,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,https://fbref.com/fr/joueurs/beb882a8/Maximilian-Eggestein
Hugo Ekitike,FRA,AT,Eint Frankfurt,22-116,2002,5,5,355,3.9,2,2,4,2,0,0,0,0,2.9,2.9,1.8,4.7,15,7,29,0.51,0.51,1.01,0.51,1.01,0.74,0.46,1.20,0.74,1.20,https://fbref.com/fr/joueurs/5b92d896/Hugo-Ekitike
Nico Elvedi,SUI,DF,Gladbach,28-014,1996,6,6,495,5.5,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,7,17,2,0.18,0.00,0.18,0.18,0.18,0.22,0.02,0.24,0.22,0.24,https://fbref.com/fr/joueurs/48035304/Nico-Elvedi
Arne Engels,BEL,"MT,AT",Augsburg,21-036,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,https://fbref.com/fr/joueurs/554bcc91/Arne-Engels
Patrick Erras,GER,DF,Holstein Kiel,29-267,1995,4,4,315,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,https://fbref.com/fr/joueurs/e3f6253d/Patrick-Erras
Samuel Essende,COD,AT,Augsburg,26-265,1998,4,4,326,3.6,2,0,2,2,0,0,2,1,1.5,1.5,0.8,2.3,8,3,26,0.55,0.00,0.55,0.55,0.55,0.42,0.21,0.62,0.42,0.62,https://fbref.com/fr/joueurs/821550ce/Samuel-Essende
Kilian Fischer,GER,DF,Wolfsburg,24-002,2000,6,5,465,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,15,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/79f7302a/Kilian-Fischer
Jonas Föhrenbach,GER,"DF,AT",Heidenheim,28-262,1996,6,6,540,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,15,20,12,0.00,0.17,0.17,0.00,0.17,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/1b4be8eb/Jonas-Fohrenbach
Marco Friedl,AUT,DF,Werder Bremen,26-212,1998,4,4,329,3.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f86ad3f5/Marco-Friedl
Marvin Friedrich,GER,DF,Gladbach,28-306,1995,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/b77f44a4/Marvin-Friedrich
Jeremie Frimpong,NED,DF,Leverkusen,23-309,2000,6,4,411,4.6,1,1,2,1,0,0,3,0,0.5,0.5,0.3,0.8,12,8,44,0.22,0.22,0.44,0.22,0.44,0.11,0.06,0.17,0.11,0.17,https://fbref.com/fr/joueurs/74f2e748/Jeremie-Frimpong
Chris Führich,GER,"AT,MT",Stuttgart,26-279,1998,6,2,213,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,11,13,24,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17,https://fbref.com/fr/joueurs/0cf778df/Chris-Fuhrich
Aleix García,ESP,MT,Leverkusen,27-108,1997,5,2,209,2.3,0,1,1,0,0,0,0,0,0.0,0.0,1.6,1.7,3,24,5,0.00,0.43,0.43,0.00,0.43,0.01,0.71,0.72,0.01,0.72,https://fbref.com/fr/joueurs/a10361d2/Aleix-Garcia
Lutsharel Geertruida,NED,DF,RB Leipzig,24-088,2000,4,3,289,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,7,23,11,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20,https://fbref.com/fr/joueurs/242e1043/Lutsharel-Geertruida
Dennis Geiger,GER,MT,Hoffenheim,26-126,1998,3,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,5,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,https://fbref.com/fr/joueurs/37f606f0/Dennis-Geiger
Valentin Gendrey,FRA,"DF,AT",Hoffenheim,24-115,2000,4,1,210,2.3,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,2,5,13,0.43,0.00,0.43,0.43,0.43,0.14,0.17,0.31,0.14,0.31,https://fbref.com/fr/joueurs/822ed0ec/Valentin-Gendrey
Yannick Gerhardt,GER,"DF,AT",Wolfsburg,30-215,1994,4,0,53,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/fr/joueurs/62ab9184/Yannick-Gerhardt
Max Geschwill,GER,DF,Holstein Kiel,23-099,2001,5,3,347,3.9,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,13,3,0.26,0.00,0.26,0.26,0.26,0.11,0.05,0.15,0.11,0.15,https://fbref.com/fr/joueurs/0ffda76d/Max-Geschwill
Dimitris Giannoulis,GRE,DF,Augsburg,28-363,1995,6,6,521,5.8,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,8,23,36,0.00,0.17,0.17,0.00,0.17,0.09,0.13,0.22,0.09,0.22,https://fbref.com/fr/joueurs/112c495e/Dimitris-Giannoulis
Armin Gigovic,BIH,MT,Holstein Kiel,22-191,2002,5,3,252,2.8,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,9,6,4,0.36,0.00,0.36,0.36,0.36,0.13,0.01,0.14,0.13,0.14,https://fbref.com/fr/joueurs/d0a0858e/Armin-Gigovic
Benedikt Gimber,GER,DF,Heidenheim,27-238,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,1,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,https://fbref.com/fr/joueurs/e5f76710/Benedikt-Gimber
Matthias Ginter,GER,DF,Freiburg,30-269,1994,5,3,333,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,27,2,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,https://fbref.com/fr/joueurs/f521b80a/Matthias-Ginter
Jamie Gittens,ENG,AT,Dortmund,20-067,2004,6,3,288,3.2,2,1,3,2,0,0,1,0,0.6,0.6,0.4,1.0,22,7,21,0.62,0.31,0.94,0.62,0.94,0.19,0.12,0.31,0.19,0.31,https://fbref.com/fr/joueurs/10745192/Jamie-Gittens
Serge Gnabry,GER,"AT,MT",Bayern Munich,29-092,1995,6,5,390,4.3,2,2,4,2,0,0,0,0,2.1,2.1,1.0,3.1,23,22,60,0.46,0.46,0.92,0.46,0.92,0.48,0.23,0.71,0.48,0.71,https://fbref.com/fr/joueurs/88e357ef/Serge-Gnabry
Leon Goretzka,GER,DF,Bayern Munich,29-251,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/cc86b9a3/Leon-Goretzka
Robin Gosens,GER,DF,Union Berlin,30-101,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,https://fbref.com/fr/joueurs/2d970560/Robin-Gosens
Mario Götze,GER,"AT,MT",Eint Frankfurt,32-133,1992,5,3,238,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,11,10,0.00,0.38,0.38,0.00,0.38,0.04,0.11,0.16,0.04,0.16,https://fbref.com/fr/joueurs/9efa1d25/Mario-Gotze
Jeffrey Gouweleeuw,NED,DF,Augsburg,33-096,1991,6,6,540,6.0,0,1,1,0,0,1,3,0,0.8,0.0,0.6,0.7,10,35,6,0.00,0.17,0.17,0.00,0.17,0.14,0.11,0.24,0.01,0.11,https://fbref.com/fr/joueurs/1025db8e/Jeffrey-Gouweleeuw
Kamil Grabara,POL,GB,Wolfsburg,25-280,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/62182b1d/Kamil-Grabara
Michael Gregoritsch,AUT,AT,Freiburg,30-179,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8e235926/Michael-Gregoritsch
Vincenzo Grifo,ITA,"AT,MT",Freiburg,31-190,1993,6,6,479,5.3,2,3,5,2,0,1,0,0,2.2,1.4,1.9,3.3,15,32,35,0.38,0.56,0.94,0.38,0.94,0.40,0.36,0.76,0.26,0.61,https://fbref.com/fr/joueurs/54e4866f/Vincenzo-Grifo
Florian Grillitsch,AUT,"MT,DF",Hoffenheim,29-068,1995,4,4,293,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,10,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,https://fbref.com/fr/joueurs/ffbbc83b/Florian-Grillitsch
Álex Grimaldo,ESP,DF,Leverkusen,29-024,1995,6,6,539,6.0,1,1,2,1,0,0,2,0,0.9,0.9,2.0,2.9,24,45,79,0.17,0.17,0.33,0.17,0.33,0.16,0.33,0.49,0.16,0.49,https://fbref.com/fr/joueurs/b1f4086c/Alex-Grimaldo
Pascal Groß,GER,MT,Dortmund,33-121,1991,6,6,468,5.2,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,6,45,19,0.00,0.19,0.19,0.00,0.19,0.06,0.19,0.25,0.06,0.25,https://fbref.com/fr/joueurs/8aec0537/Pascal-Gross
Marco Grüll,AUT,"AT,MT",Werder Bremen,26-100,1998,6,1,148,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,2,6,5,0.00,0.00,0.00,0.00,0.00,0.37,0.11,0.48,0.37,0.48,https://fbref.com/fr/joueurs/8babb812/Marco-Grull
Raphaël Guerreiro,POR,DF,Bayern Munich,30-297,1993,5,4,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,14,21,27,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26,https://fbref.com/fr/joueurs/048a1cbc/Raphael-Guerreiro
Morgan Guilavogui,GUI,"AT,MT",St. Pauli,26-218,1998,5,3,219,2.4,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.9,3,3,22,0.00,0.00,0.00,0.00,0.00,0.20,0.17,0.37,0.20,0.37,https://fbref.com/fr/joueurs/79b51257/Morgan-Guilavogui
Serhou Guirassy,GUI,AT,Dortmund,28-216,1996,4,4,341,3.8,3,0,3,3,0,0,0,0,2.7,2.7,0.4,3.1,4,4,25,0.79,0.00,0.79,0.79,0.79,0.72,0.11,0.83,0.72,0.83,https://fbref.com/fr/joueurs/923f4dda/Serhou-Guirassy
Péter Gulácsi,HUN,GB,RB Leipzig,34-161,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/bcb2ccd8/Peter-Gulacsi
Christian Günter,GER,DF,Freiburg,31-229,1993,6,6,512,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,4,8,36,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,https://fbref.com/fr/joueurs/8593f88c/Christian-Gunter
Janik Haberer,GER,"DF,MT",Union Berlin,30-195,1994,6,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,18,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/70dcf94d/Janik-Haberer
Robin Hack,GER,"AT,MT",Gladbach,26-048,1998,5,1,165,1.8,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.7,8,7,18,0.00,0.55,0.55,0.00,0.55,0.20,0.17,0.37,0.20,0.37,https://fbref.com/fr/joueurs/0174ba21/Robin-Hack
Amadou Haidara,MLI,MT,RB Leipzig,26-257,1998,6,6,370,4.1,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,2,19,6,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.22,0.11,0.22,https://fbref.com/fr/joueurs/92432bc6/Amadou-Haidara
Andreas Hanche-Olsen,NOR,DF,Mainz 05,27-271,1997,4,4,298,3.3,0,1,1,0,0,0,3,1,0.0,0.0,0.2,0.2,0,3,2,0.00,0.30,0.30,0.00,0.30,0.00,0.07,0.07,0.00,0.07,https://fbref.com/fr/joueurs/2e77d607/Andreas-Hanche-Olsen
Ramon Hendriks,NED,DF,Stuttgart,23-088,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5a28ad23/Ramon-Hendriks
Benjamin Henrichs,GER,DF,RB Leipzig,27-234,1997,6,2,243,2.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.3,6,11,22,0.00,0.37,0.37,0.00,0.37,0.12,0.35,0.47,0.11,0.47,https://fbref.com/fr/joueurs/0a89e877/Benjamin-Henrichs
Piero Hincapié,ECU,DF,Leverkusen,22-279,2002,6,4,421,4.7,1,0,1,1,0,0,0,0,1.4,1.4,0.4,1.8,6,27,7,0.21,0.00,0.21,0.21,0.21,0.30,0.08,0.38,0.30,0.38,https://fbref.com/fr/joueurs/0c7a48f8/Piero-Hincapie
Adam Hložek,CZE,"AT,MT",Hoffenheim,22-081,2002,5,4,301,3.3,1,1,2,1,0,0,1,0,1.3,1.3,0.7,2.0,4,6,11,0.30,0.30,0.60,0.30,0.60,0.40,0.20,0.60,0.40,0.60,https://fbref.com/fr/joueurs/5521f419/Adam-Hlozek
Nicolas Höfler,GER,MT,Freiburg,34-219,1990,3,0,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/5d8e331f/Nicolas-Hofler
Jonas Hofmann,GER,MT,Leverkusen,32-092,1992,2,2,123,1.4,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,2,3,11,0.73,0.00,0.73,0.73,0.73,0.34,0.11,0.44,0.34,0.44,https://fbref.com/fr/joueurs/2903a856/Jonas-Hofmann
Philipp Hofmann,GER,AT,Bochum,31-198,1993,6,5,405,4.5,0,2,2,0,0,0,1,0,0.7,0.7,1.1,1.8,2,7,19,0.00,0.44,0.44,0.00,0.44,0.16,0.25,0.41,0.16,0.41,https://fbref.com/fr/joueurs/877bc844/Philipp-Hofmann
Lucas Höler,GER,"MT,AT",Freiburg,30-096,1994,6,0,119,1.3,0,1,1,0,0,1,0,0,1.2,0.4,0.2,0.6,1,2,11,0.00,0.76,0.76,0.00,0.76,0.92,0.13,1.05,0.33,0.45,https://fbref.com/fr/joueurs/ca618d23/Lucas-Holer
Benedict Hollerbach,GER,"MT,AT",Union Berlin,23-150,2001,6,6,427,4.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,18,11,25,0.21,0.00,0.21,0.21,0.21,0.14,0.07,0.21,0.14,0.21,https://fbref.com/fr/joueurs/2a158218/Benedict-Hollerbach
Lewis Holtby,GER,MT,Holstein Kiel,34-026,1990,6,6,479,5.3,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,9,11,0.00,0.19,0.19,0.00,0.19,0.02,0.09,0.11,0.02,0.11,https://fbref.com/fr/joueurs/410ab123/Lewis-Holtby
Franck Honorat,FRA,AT,Gladbach,28-064,1996,3,3,234,2.6,1,1,2,1,0,0,0,0,1.6,1.6,1.2,2.7,9,10,16,0.38,0.38,0.77,0.38,0.77,0.61,0.45,1.06,0.61,1.06,https://fbref.com/fr/joueurs/db7849ca/Franck-Honorat
Mathias Honsak,AUT,"MT,AT",Heidenheim,27-299,1996,4,1,84,0.9,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,2,1,7,0.00,1.07,1.07,0.00,1.07,0.23,0.97,1.19,0.23,1.19,https://fbref.com/fr/joueurs/3dbdbb6a/Mathias-Honsak
Lukáš Hrádecký,FIN,GB,Leverkusen,34-325,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ad3389d5/Lukas-Hradecky
Robin Hranáč,CZE,DF,Hoffenheim,24-259,2000,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/95d5aea2/Robin-Hranac
Hong Hyunseok,KOR,MT,Mainz 05,25-120,1999,5,4,228,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.1,0,6,8,0.00,0.39,0.39,0.00,0.39,0.20,0.22,0.42,0.20,0.42,https://fbref.com/fr/joueurs/9a234cc9/Hong-Hyunseok
Oscar Højlund,DEN,MT,Eint Frankfurt,19-284,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/3e2bbae6/Oscar-Hojlund
Jackson Irvine,AUS,MT,St. Pauli,31-221,1993,6,6,540,6.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,7,31,12,0.00,0.17,0.17,0.00,0.17,0.09,0.13,0.22,0.09,0.22,https://fbref.com/fr/joueurs/4637747c/Jackson-Irvine
Ko Itakura,JPN,DF,Gladbach,27-261,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,12,0,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,https://fbref.com/fr/joueurs/97d545ae/Ko-Itakura
Marko Ivezić,SRB,DF,Holstein Kiel,22-317,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/964f4f30/Marko-Ivezic
Lee Jae-sung,KOR,MT,Mainz 05,32-065,1992,5,5,430,4.8,1,0,1,1,0,0,0,0,0.7,0.7,0.8,1.5,4,19,20,0.21,0.00,0.21,0.21,0.21,0.15,0.17,0.32,0.15,0.32,https://fbref.com/fr/joueurs/34b0387f/Lee-Jae-sung
Kristijan Jakić,CRO,MT,Augsburg,27-153,1997,5,4,347,3.9,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,7,24,3,0.00,0.26,0.26,0.00,0.26,0.07,0.05,0.12,0.07,0.12,https://fbref.com/fr/joueurs/a8ee54ad/Kristijan-Jakic
Dominik Javorček,SVK,DF,Holstein Kiel,21-347,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/3a2cf67d/Dominik-Javorcek
Fredrik Jensen,FIN,"MT,DF",Augsburg,27-035,1997,5,1,117,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,10,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,https://fbref.com/fr/joueurs/3eeb80e0/Fredrik-Jensen
Moritz Jenz,GER,DF,Mainz 05,25-167,1999,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ee644761/Moritz-Jenz
Carl Johansson,SWE,DF,Holstein Kiel,30-144,1994,4,4,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,https://fbref.com/fr/joueurs/02f7a79a/Carl-Johansson
Anthony Jung,GER,DF,Werder Bremen,32-346,1991,6,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,31,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/de838f86/Anthony-Jung
David Jurásek,CZE,AT,Hoffenheim,24-068,2000,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d7a03bf3/David-Jurasek
Yusuf Kabadayı,GER,"MT,AT",Augsburg,20-255,2004,3,0,37,0.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,1,2,2,2.43,0.00,2.43,2.43,2.43,1.49,0.12,1.61,1.49,1.61,https://fbref.com/fr/joueurs/a4a94bb2/Yusuf-Kabadayi
Pavel Kadeřábek,CZE,DF,Hoffenheim,32-172,1992,5,5,435,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.5,1,12,29,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09,https://fbref.com/fr/joueurs/79c90e45/Pavel-Kaderabek
Jakub Kamiński,POL,"DF,MT",Wolfsburg,22-131,2002,6,6,528,5.9,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,11,17,21,0.00,0.17,0.17,0.00,0.17,0.05,0.26,0.32,0.05,0.32,https://fbref.com/fr/joueurs/202b3b68/Jakub-Kaminski
Kevin Kampl,SVN,MT,RB Leipzig,34-005,1990,3,3,265,2.9,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,1,17,4,0.34,0.00,0.34,0.34,0.34,0.17,0.02,0.19,0.17,0.19,https://fbref.com/fr/joueurs/b825a650/Kevin-Kampl
Harry Kane,ENG,AT,Bayern Munich,31-078,1993,6,6,501,5.6,5,5,10,3,2,2,1,0,3.1,1.6,1.5,3.1,6,20,31,0.90,0.90,1.80,0.54,1.44,0.56,0.27,0.83,0.28,0.55,https://fbref.com/fr/joueurs/21a66f6a/Harry-Kane
Atakan Karazor,,MT,Stuttgart,28-001,1996,6,6,441,4.9,0,1,1,0,0,0,3,1,0.2,0.2,1.0,1.2,1,20,4,0.00,0.20,0.20,0.00,0.20,0.04,0.21,0.24,0.04,0.24,https://fbref.com/fr/joueurs/5762be5c/Atakan-Karazor
Mikkel Kaufmann,DEN,AT,Heidenheim,23-285,2001,3,2,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,https://fbref.com/fr/joueurs/6e269dd3/Mikkel-Kaufmann
Andu Kelati,GER,MT,Holstein Kiel,22-062,2002,2,1,99,1.1,0,1,1,0,0,0,2,1,0.2,0.2,0.7,1.0,2,7,1,0.00,0.91,0.91,0.00,0.91,0.21,0.66,0.87,0.21,0.87,https://fbref.com/fr/joueurs/58391f96/Andu-Kelati
Aljoscha Kemlein,GER,MT,Union Berlin,20-073,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/4658e309/Aljoscha-Kemlein
Luca Kerber,GER,"MT,AT",Heidenheim,22-218,2002,3,0,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,https://fbref.com/fr/joueurs/c107935c/Luca-Kerber
Rani Khedira,GER,MT,Union Berlin,30-261,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/59e4b92e/Rani-Khedira
Joshua Kimmich,GER,"MT,DF",Bayern Munich,29-249,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.4,0.4,1.4,1.8,12,59,20,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30,https://fbref.com/fr/joueurs/49296448/Joshua-Kimmich
Tim Kleindienst,GER,AT,Gladbach,29-044,1995,6,6,530,5.9,3,1,4,3,0,0,0,0,2.1,2.1,1.5,3.6,11,6,26,0.51,0.17,0.68,0.51,0.68,0.35,0.25,0.60,0.35,0.60,https://fbref.com/fr/joueurs/258a6f4d/Tim-Kleindienst
Lukas Klostermann,GER,DF,RB Leipzig,28-133,1996,5,4,376,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,8,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/ca8033cb/Lukas-Klostermann
Ansgar Knauff,GER,MT,Eint Frankfurt,22-278,2002,6,2,208,2.3,0,2,2,0,0,0,0,0,0.1,0.1,1.0,1.0,4,9,11,0.00,0.87,0.87,0.00,0.87,0.03,0.41,0.44,0.03,0.44,https://fbref.com/fr/joueurs/19a967ab/Ansgar-Knauff
Magnus Knudsen,NOR,MT,Holstein Kiel,23-121,2001,6,6,512,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,5,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,https://fbref.com/fr/joueurs/a48fb0c7/Magnus-Knudsen
Gregor Kobel,SUI,GB,Dortmund,26-313,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/cd59b9df/Gregor-Kobel
Robin Koch,GER,DF,Eint Frankfurt,28-089,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/ea6bc03a/Robin-Koch
