Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Player href
Derrick Köhn,GER,DF,Werder Bremen,25-253,1999,4,2,222,2.5,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,8,6,22,0.41,0.00,0.41,0.41,0.41,0.16,0.03,0.19,0.16,0.19,https://fbref.com/fr/joueurs/b735b590/Derrick-Kohn
Dominik Kohr,GER,"DF,MT",Mainz 05,30-257,1994,6,6,523,5.8,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,8,20,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,https://fbref.com/fr/joueurs/0fbecd11/Dominik-Kohr
Marco Komenda,CRO,DF,Holstein Kiel,27-323,1996,3,2,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,https://fbref.com/fr/joueurs/e7efcdb8/Marco-Komenda
Mert Kömür,GER,MT,Augsburg,19-089,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ec68a918/Mert-Komur
Henri Koudossou,GER,DF,Augsburg,25-041,1999,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/2b9745cb/Henri-Koudossou
Konstantinos Koulierakis,GRE,DF,Wolfsburg,20-321,2003,4,2,232,2.6,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.39,0.39,0.00,0.39,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/cba21b0d/Konstantinos-Koulierakis
Matej Kovar,CZE,GB,Leverkusen,24-150,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/bc67a0e1/Matej-Kovar
Andrej Kramarić,CRO,MT,Hoffenheim,33-117,1991,5,5,427,4.7,4,1,5,3,1,1,1,0,2.8,2.1,0.9,2.9,16,22,33,0.84,0.21,1.05,0.63,0.84,0.60,0.19,0.79,0.43,0.62,https://fbref.com/fr/joueurs/603cb947/Andrej-Kramaric
Frans Krätzig,GER,DF,Stuttgart,21-274,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/1fc08838/Frans-Kratzig
Rasmus Kristensen,DEN,"DF,MT",Eint Frankfurt,27-095,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,11,27,15,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,https://fbref.com/fr/joueurs/39769cff/Rasmus-Kristensen
Lukas Kübler,GER,DF,Freiburg,32-045,1992,6,6,470,5.2,2,0,2,2,0,0,1,0,0.7,0.7,0.3,1.0,3,18,13,0.38,0.00,0.38,0.38,0.38,0.13,0.06,0.19,0.13,0.19,https://fbref.com/fr/joueurs/2a29eb9b/Lukas-Kubler
Moritz-Broni Kwarteng,GHA,MT,Bochum,26-169,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,5,4,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29,https://fbref.com/fr/joueurs/1e2057aa/Moritz-Broni-Kwarteng
Nediljko Labrović,CRO,GB,Augsburg,25-004,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/208fc867/Nediljko-Labrovic
Konrad Laimer,AUT,"DF,MT",Bayern Munich,27-140,1997,5,1,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/c1b7847c/Konrad-Laimer
Stefan Lainer,AUT,DF,Gladbach,32-048,1992,3,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/4aea5077/Stefan-Lainer
Hugo Larsson,SWE,MT,Eint Frankfurt,20-109,2004,6,6,507,5.6,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,2,19,4,0.36,0.00,0.36,0.36,0.36,0.31,0.03,0.34,0.31,0.34,https://fbref.com/fr/joueurs/00c9a283/Hugo-Larsson
Diogo Leite,POR,DF,Union Berlin,25-265,1999,6,6,540,6.0,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,4,21,5,0.00,0.17,0.17,0.00,0.17,0.05,0.02,0.08,0.05,0.08,https://fbref.com/fr/joueurs/c4987edc/Diogo-Leite
Maxim Leitsch,GER,DF,Mainz 05,26-149,1998,5,3,283,3.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,1,8,1,0.32,0.00,0.32,0.32,0.32,0.14,0.01,0.14,0.14,0.14,https://fbref.com/fr/joueurs/7e12a98d/Maxim-Leitsch
Jamie Leweling,GER,"AT,MT",Stuttgart,23-231,2001,6,6,492,5.5,1,0,1,1,0,0,1,0,0.3,0.3,1.3,1.6,18,20,54,0.18,0.00,0.18,0.18,0.18,0.06,0.23,0.29,0.06,0.29,https://fbref.com/fr/joueurs/13fe7b69/Jamie-Leweling
Philipp Lienhart,AUT,DF,Freiburg,28-095,1996,6,6,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,11,31,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/fr/joueurs/302527b2/Philipp-Lienhart
Anthony Losilla,FRA,MT,Bochum,38-218,1986,5,4,339,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,8,4,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,https://fbref.com/fr/joueurs/07c7eb0c/Anthony-Losilla
Castello Lukeba,FRA,DF,RB Leipzig,21-302,2002,5,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,13,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/5b9512c5/Castello-Lukeba
Senne Lynen,BEL,MT,Werder Bremen,25-238,1999,5,5,433,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,9,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,https://fbref.com/fr/joueurs/0ed60738/Senne-Lynen
Shuto Machino,JPN,"AT,MT",Holstein Kiel,25-014,1999,6,5,378,4.2,4,0,4,3,1,1,0,0,2.2,1.4,0.3,1.7,4,13,20,0.95,0.00,0.95,0.71,0.71,0.52,0.07,0.58,0.33,0.39,https://fbref.com/fr/joueurs/964dde35/Shuto-Machino
Arne Maier,GER,MT,Augsburg,25-280,1999,4,2,169,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,1,12,11,0.00,0.00,0.00,0.00,0.00,0.32,0.24,0.55,0.32,0.55,https://fbref.com/fr/joueurs/ab700320/Arne-Maier
Patrick Mainka,GER,DF,Heidenheim,29-343,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,https://fbref.com/fr/joueurs/dd9caa07/Patrick-Mainka
Lovro Majer,CRO,MT,Wolfsburg,26-271,1998,2,2,121,1.3,2,0,2,1,1,1,0,0,1.1,0.4,0.0,0.4,2,1,2,1.49,0.00,1.49,0.74,0.74,0.85,0.00,0.85,0.26,0.26,https://fbref.com/fr/joueurs/fc46aab1/Lovro-Majer
Jordy Makengo,FRA,DF,Freiburg,23-072,2001,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.47,0.00,0.47,https://fbref.com/fr/joueurs/14b09c41/Jordy-Makengo
Julián Malatini,ARG,DF,Werder Bremen,23-136,2001,4,2,216,2.4,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,2,12,0,0.42,0.00,0.42,0.42,0.42,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/8b84b707/Julian-Malatini
Donyell Malen,NED,"AT,DF",Dortmund,25-279,1999,5,2,192,2.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,5,5,27,0.47,0.00,0.47,0.47,0.47,0.12,0.00,0.12,0.12,0.12,https://fbref.com/fr/joueurs/116c35df/Donyell-Malen
Lennard Maloney,USA,MT,Heidenheim,25-006,1999,6,5,353,3.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.07,0.07,0.07,https://fbref.com/fr/joueurs/75402e99/Lennard-Maloney
Johan Manzambi,SUI,AT,Freiburg,19-000,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8fcf0e12/Johan-Manzambi
Omar Marmoush,EGY,"AT,MT",Eint Frankfurt,25-250,1999,6,6,501,5.6,8,4,12,7,1,1,1,0,4.0,3.3,3.8,7.1,26,13,36,1.44,0.72,2.16,1.26,1.98,0.73,0.69,1.42,0.59,1.28,https://fbref.com/fr/joueurs/0e0102eb/Omar-Marmoush
Erhan Mašović,SRB,DF,Bochum,25-327,1998,4,4,285,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,https://fbref.com/fr/joueurs/a396fb61/Erhan-Masovic
Igor Matanovic,CRO,AT,Eint Frankfurt,21-197,2003,5,1,145,1.6,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,2,2,12,0.62,0.00,0.62,0.62,0.62,0.45,0.02,0.47,0.45,0.47,https://fbref.com/fr/joueurs/948e1292/Igor-Matanovic
Chrislain Matsima,FRA,DF,Augsburg,22-152,2002,2,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/cf1ef7ec/Chrislain-Matsima
Jean Mattéo Bahoya,FRA,MT,Eint Frankfurt,19-160,2005,2,0,29,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,2,0.00,3.10,3.10,0.00,3.10,0.00,1.05,1.05,0.00,1.05,https://fbref.com/fr/joueurs/70d4c949/Jean-Matteo-Bahoya
Keke Maximilian Topp,GER,"AT,MT",Werder Bremen,20-203,2004,6,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,4,3,12,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.00,0.56,https://fbref.com/fr/joueurs/ebb32f3a/Keke-Maximilian-Topp
Jakov Medić,CRO,DF,Bochum,26-037,1998,6,6,525,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/fr/joueurs/5f5ebdae/Jakov-Medic
Connor Metcalfe,AUS,MT,St. Pauli,24-344,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,6,8,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,https://fbref.com/fr/joueurs/73ce4d7d/Connor-Metcalfe
Karol Mets,EST,DF,St. Pauli,31-151,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,43,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/fr/joueurs/ef2ad14e/Karol-Mets
Florian Micheler,AUT,MT,Hoffenheim,19-150,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/0024cb81/Florian-Micheler
Enzo Millot,FRA,MT,Stuttgart,22-089,2002,6,5,427,4.7,3,2,5,3,0,1,1,0,4.2,3.3,1.4,4.7,7,24,24,0.63,0.42,1.05,0.63,1.05,0.88,0.30,1.18,0.70,1.00,https://fbref.com/fr/joueurs/f76022e7/Enzo-Millot
Kim Min-jae,KOR,DF,Bayern Munich,27-334,1996,6,6,530,5.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,50,3,0.17,0.00,0.17,0.17,0.17,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/e0f8151c/Kim-Min-jae
Maximilian Mittelstädt,GER,DF,Stuttgart,27-210,1997,6,5,461,5.1,0,3,3,0,0,0,2,0,0.3,0.3,0.6,0.9,7,40,26,0.00,0.59,0.59,0.00,0.59,0.07,0.11,0.18,0.07,0.18,https://fbref.com/fr/joueurs/88d4144a/Maximilian-Mittelstadt
Koji Miyoshi,JPN,MT,Bochum,27-202,1997,3,1,85,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27,https://fbref.com/fr/joueurs/77bf714c/Koji-Miyoshi
Max Moerstedt,GER,AT,Hoffenheim,,,4,0,55,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,https://fbref.com/fr/joueurs/710045fb/Max-Moerstedt
Steve Mounié,BEN,AT,Augsburg,30-015,1994,5,1,177,2.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,3,18,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,https://fbref.com/fr/joueurs/19ba6c6d/Steve-Mounie
Nordi Mukiele,FRA,DF,Leverkusen,26-348,1997,2,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/ac73ec79/Nordi-Mukiele
Florian Müller,GER,GB,Freiburg,26-336,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/cbac6ec9/Florian-Muller
Kevin Müller,GER,GB,Heidenheim,33-213,1991,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/f256f213/Kevin-Muller
Thomas Müller,GER,"MT,AT",Bayern Munich,35-031,1989,6,1,213,2.4,1,1,2,1,0,0,1,0,1.0,1.0,0.4,1.4,4,9,37,0.42,0.42,0.85,0.42,0.85,0.41,0.18,0.59,0.41,0.59,https://fbref.com/fr/joueurs/3c6089ab/Thomas-Muller
Jamal Musiala,GER,MT,Bayern Munich,21-231,2003,5,5,388,4.3,3,0,3,3,0,0,1,0,2.8,2.8,0.7,3.5,12,24,35,0.70,0.00,0.70,0.70,0.70,0.64,0.17,0.81,0.64,0.81,https://fbref.com/fr/joueurs/2c0558b8/Jamal-Musiala
Florent Muslija,KVX,"AT,DF",Freiburg,26-100,1998,4,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,5,8,0.00,0.00,0.00,0.00,0.00,0.17,0.34,0.50,0.17,0.50,https://fbref.com/fr/joueurs/ae961785/Florent-Muslija
Phillipp Mwene,AUT,DF,Mainz 05,30-259,1994,6,6,528,5.9,0,2,2,0,0,0,1,0,0.1,0.1,0.5,0.6,13,9,27,0.00,0.34,0.34,0.00,0.34,0.02,0.08,0.10,0.02,0.10,https://fbref.com/fr/joueurs/2ff76adc/Phillipp-Mwene
Joakim Mæhle,DEN,MT,Wolfsburg,27-147,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c459a650/Joakim-Maehle
Nathan N'Goumou,FRA,AT,Gladbach,24-214,2000,5,2,217,2.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,7,3,20,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,https://fbref.com/fr/joueurs/e110ea4b/Nathan-NGoumou
Stanley N'Soki,FRA,DF,Hoffenheim,25-188,1999,2,1,19,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/61590953/Stanley-NSoki
Paul Nebel,GER,"DF,MT",Mainz 05,22-004,2002,4,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/1b6d8083/Paul-Nebel
Luca Netz,GER,DF,Gladbach,21-152,2003,6,6,535,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,9,15,31,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,https://fbref.com/fr/joueurs/e79269bd/Luca-Netz
Manuel Neuer,GER,GB,Bayern Munich,38-201,1986,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/8778c910/Manuel-Neuer
Florian Neuhaus,GER,MT,Gladbach,27-212,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/36a59ba4/Florian-Neuhaus
Moritz Nicolas,GER,GB,Gladbach,26-359,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/226ddf9d/Moritz-Nicolas
Justin Njinmah,GER,"MT,AT",Werder Bremen,23-334,2000,3,2,138,1.5,1,0,1,1,0,0,0,0,0.3,0.3,0.6,0.9,5,6,14,0.65,0.00,0.65,0.65,0.65,0.18,0.38,0.56,0.18,0.56,https://fbref.com/fr/joueurs/a45241d5/Justin-Njinmah
Niels Nkounkou,FRA,"MT,DF",Eint Frankfurt,23-348,2000,4,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,1.1,1.1,10,5,9,0.00,0.00,0.00,0.00,0.00,0.02,0.58,0.60,0.02,0.60,https://fbref.com/fr/joueurs/f5b281e7/Niels-Nkounkou
Felix Nmecha,GER,MT,Dortmund,24-004,2000,6,2,187,2.1,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,14,1,0.48,0.00,0.48,0.48,0.48,0.04,0.06,0.10,0.04,0.10,https://fbref.com/fr/joueurs/091c86e2/Felix-Nmecha
Alexander Nübel,GER,GB,Stuttgart,28-014,1996,6,6,540,6.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.02,0.02,0.00,0.02,https://fbref.com/fr/joueurs/afb0c500/Alexander-Nubel
Antonio Nusa,NOR,MT,RB Leipzig,19-180,2005,6,2,268,3.0,1,2,3,1,0,0,0,0,0.4,0.4,1.0,1.4,7,14,26,0.34,0.67,1.01,0.34,1.01,0.12,0.33,0.45,0.12,0.45,https://fbref.com/fr/joueurs/4ab12002/Antonio-Nusa
Tim Oermann,GER,DF,Bochum,21-008,2003,3,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/57ec75bf/Tim-Oermann
Ifechukwu Ogbus,SUI,DF,Freiburg,18-302,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/d41472b7/Ifechukwu-Ogbus
Michael Olise,FRA,"AT,MT",Bayern Munich,22-307,2001,6,5,412,4.6,4,2,6,4,0,0,0,0,2.0,2.0,1.9,3.9,17,39,55,0.87,0.44,1.31,0.87,1.31,0.44,0.41,0.85,0.44,0.85,https://fbref.com/fr/joueurs/c4486bac/Michael-Olise
Jonas Omlin,SUI,GB,Gladbach,30-278,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/c631f952/Jonas-Omlin
Karim Onisiwo,AUT,"MT,AT",Mainz 05,32-211,1992,3,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,7,0.00,0.00,0.00,0.00,0.00,0.07,0.34,0.41,0.07,0.41,https://fbref.com/fr/joueurs/f26834c7/Karim-Onisiwo
Frank Onyeka,NGA,MT,Augsburg,26-287,1998,4,4,352,3.9,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,8,16,7,0.00,0.26,0.26,0.00,0.26,0.04,0.14,0.18,0.04,0.18,https://fbref.com/fr/joueurs/2944f86f/Frank-Onyeka
Loïs Openda,BEL,AT,RB Leipzig,24-241,2000,6,5,472,5.2,4,1,5,4,0,1,0,0,3.8,3.0,0.9,3.9,14,11,47,0.76,0.19,0.95,0.76,0.95,0.72,0.17,0.89,0.57,0.74,https://fbref.com/fr/joueurs/8652a85c/Lois-Openda
Willi Orban,HUN,DF,RB Leipzig,31-346,1992,4,4,354,3.9,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,2,27,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/20030c06/Willi-Orban
Ivan Ordets,UKR,DF,Bochum,32-098,1992,1,1,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/fr/joueurs/86c75897/Ivan-Ordets
Patrick Osterhage,GER,MT,Freiburg,24-256,2000,6,6,443,4.9,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,3,15,9,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,https://fbref.com/fr/joueurs/9662c9ec/Patrick-Osterhage
Salih Özcan,TUR,MT,Wolfsburg,26-277,1998,5,1,128,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0,7,1,0.00,0.00,0.00,0.00,0.00,0.08,0.35,0.43,0.08,0.43,https://fbref.com/fr/joueurs/15413fa5/Salih-Ozcan
Exequiel Palacios,ARG,MT,Leverkusen,26-009,1998,3,1,82,0.9,0,2,2,0,0,0,0,0,0.0,0.0,0.4,0.5,2,6,2,0.00,2.20,2.20,0.00,2.20,0.04,0.47,0.51,0.04,0.51,https://fbref.com/fr/joueurs/e82adcab/Exequiel-Palacios
João Palhinha,POR,MT,Bayern Munich,29-097,1995,4,1,129,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,10,5,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31,https://fbref.com/fr/joueurs/a78ff07f/Joao-Palhinha
Mats Pannewig,GER,MT,Bochum,19-352,2004,3,0,36,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,https://fbref.com/fr/joueurs/2420dbac/Mats-Pannewig
Felix Passlack,GER,DF,Bochum,26-138,1998,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,14,26,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/fr/joueurs/5c899683/Felix-Passlack
Aleksandar Pavlovic,GER,MT,Bayern Munich,20-164,2004,5,5,411,4.6,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,5,45,11,0.22,0.00,0.22,0.22,0.22,0.02,0.00,0.02,0.02,0.02,https://fbref.com/fr/joueurs/2658c82f/Aleksandar-Pavlovic
Mads Pedersen,DEN,DF,Augsburg,28-043,1996,3,2,165,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/fr/joueurs/582a5247/Mads-Pedersen
Jordan Pefok,USA,AT,Union Berlin,28-171,1996,6,4,360,4.0,0,1,1,0,0,0,1,0,0.9,0.9,0.5,1.3,1,4,19,0.00,0.25,0.25,0.00,0.25,0.22,0.12,0.34,0.22,0.34,https://fbref.com/fr/joueurs/b684a484/Jordan-Pefok
Benedikt Pichler,AUT,AT,Holstein Kiel,27-086,1997,6,5,458,5.1,1,0,1,1,0,0,0,0,1.7,1.7,0.7,2.3,10,13,24,0.20,0.00,0.20,0.20,0.20,0.33,0.13,0.46,0.33,0.46,https://fbref.com/fr/joueurs/c184c8c8/Benedikt-Pichler
Amos Pieper,GER,DF,Werder Bremen,26-271,1998,2,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/fr/joueurs/526ea7cc/Amos-Pieper
Marvin Pieringer,GER,AT,Heidenheim,25-010,1999,6,5,425,4.7,2,1,3,2,0,0,2,0,1.6,1.6,0.7,2.4,4,13,18,0.42,0.21,0.64,0.42,0.64,0.34,0.16,0.50,0.34,0.50,https://fbref.com/fr/joueurs/11407d95/Marvin-Pieringer
Alassane Pléa,FRA,"AT,MT",Gladbach,31-218,1993,6,5,354,3.9,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.7,15,20,24,0.25,0.00,0.25,0.25,0.25,0.34,0.08,0.42,0.34,0.42,https://fbref.com/fr/joueurs/bc6bd723/Alassane-Plea
Finn Porath,GER,"DF,MT",Holstein Kiel,27-234,1997,6,5,423,4.7,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,7,12,16,0.00,0.21,0.21,0.00,0.21,0.02,0.14,0.16,0.02,0.16,https://fbref.com/fr/joueurs/b020d807/Finn-Porath
