Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,6,1,1,26,15,0,35,7,15,0,0,0,73,14,15,48.3
Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,1,0,0,11,24,2,57,8,8,1,0,0,44,10,6,62.5
Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,5,1,0,47,14,3,19,35,22,0,1,0,96,95,38,71.4
Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,3,1,0,27,32,5,29,10,10,0,0,0,98,27,42,39.1
Matheus Babi,BRA,FW,Goiás,25,1997,9.8,5,0,0,23,23,9,1,1,4,0,0,0,28,44,55,44.4
Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.8,2,0,0,10,9,1,20,10,9,0,0,0,33,6,2,75.0
Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,0,0,0,1,0,0,0,3,0,0,0,0,1,4,2,66.7
Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,6,0,0,18,19,2,11,12,13,0,0,0,88,28,24,53.8
Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,0,0,0,5,3,0,1,5,5,0,0,0,20,2,2,50.0
Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,5,0,0,16,27,1,3,16,9,0,0,0,78,16,9,64.0
Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,1,0,0,4,15,3,22,10,11,0,0,0,43,9,11,45.0
Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,1,0,0,4,5,1,5,5,4,0,0,0,27,6,8,42.9
Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,7,2,0,12,15,7,25,2,1,0,0,0,32,3,10,23.1
Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,0,0,0,4,1,0,2,2,5,0,0,0,13,5,1,83.3
Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,0,0,0,7,5,0,1,2,2,0,0,0,8,1,4,20.0
Chrystian Barletta,BRA,"FW,MF",Corinthians,21,2001,1.4,0,0,0,3,4,0,2,1,3,0,0,0,5,0,0,
Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,2,0,0,8,3,0,1,1,3,0,0,0,10,4,9,30.8
Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,1,0,0,4,0,0,3,2,1,0,0,0,10,2,2,50.0
Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,0,0,0,3,2,0,1,0,2,0,0,0,2,2,2,50.0
Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,
Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,1,0,0,11,4,0,14,2,5,0,0,0,26,5,6,45.5
Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,6,0,0,42,22,1,7,12,29,0,0,0,106,28,28,50.0
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,2,0,0,18,12,3,140,30,31,0,1,0,139,30,21,58.8
Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,1,0,0,1,0,0,1,2,0,0,0,0,12,2,5,28.6
Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,1,0,0,1,1,0,1,0,1,0,0,0,1,2,0,100.0
Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,3,0,0,7,0,0,4,1,6,0,0,0,28,1,10,9.1
Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,4,0,0,14,45,4,51,6,7,0,0,0,57,4,9,30.8
Bento,BRA,GK,Ath Paranaense,23,1999,33.0,3,0,0,2,4,0,0,1,0,0,0,0,16,10,0,100.0
Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,7,0,0,18,14,0,2,24,21,0,0,0,145,38,28,57.6
Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,1,0,0,4,6,0,12,5,2,0,0,0,30,3,3,50.0
Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,8,0,0,40,28,3,9,20,25,0,0,1,79,42,37,53.2
Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,1,0,0,5,4,0,0,1,1,0,0,0,13,6,13,31.6
Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,2,0,0,24,37,0,105,32,20,0,2,0,124,28,20,58.3
Biel,BRA,"FW,MF",Bahia,21,2001,15.1,4,0,0,22,53,3,51,14,11,1,0,0,58,4,14,22.2
Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,0,0,0,1,4,1,1,1,0,0,0,0,11,1,3,25.0
Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,2,0,0,14,19,2,13,3,4,0,0,0,37,4,8,33.3
Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,1,0,0,13,56,3,35,20,21,0,0,0,129,9,18,33.3
Paulinho Bóia,BRA,FW,América (MG),24,1998,1.5,2,0,0,5,5,2,4,0,2,0,0,0,11,0,2,0.0
Thiago Borbas,URU,FW,Red Bull Bragantino,20,2002,15.9,7,1,0,41,13,3,15,2,9,0,0,0,47,44,58,43.1
Daniel Borges,BRA,DF,América (MG),29,1993,8.9,1,1,0,15,4,0,44,14,12,0,0,0,50,5,12,29.4
Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,0.5,0,0,0,2,1,0,2,1,2,0,0,0,2,0,0,
Marllon Borges,BRA,DF,Cuiabá,30,1992,36.0,7,0,0,28,18,1,1,27,34,0,1,0,174,62,35,63.9
Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,6.3,2,0,0,21,14,0,1,4,12,0,0,0,40,11,13,45.8
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,1,0,0,6,7,0,15,1,5,0,0,0,26,2,5,28.6
Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,5,1,1,21,41,4,38,11,21,0,0,0,88,13,23,36.1
David Braz,BRA,DF,Fluminense,35,1987,9.6,2,0,0,13,7,1,1,8,8,0,0,0,41,29,26,52.7
Brenno,BRA,GK,Grêmio,23,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Breno,BRA,MF,América (MG),19,2003,12.9,2,0,0,25,13,1,6,10,19,0,0,0,83,10,12,45.5
Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,
Breno,BRA,FW,Palmeiras,27,1996,15.2,1,0,0,11,45,13,29,4,11,0,0,0,68,20,23,46.5
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,11,1,1,44,26,6,11,31,25,0,1,1,155,81,49,62.3
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,7.9,0,0,0,2,8,1,17,2,4,0,1,0,30,0,5,0.0
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,8,0,0,14,17,0,14,24,28,0,0,0,169,49,28,63.6
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,23.1,7,0,0,21,34,5,146,6,7,0,0,0,87,18,37,32.7
Esteban Burgos,ARG,DF,América (MG),31,1992,3.3,4,1,1,7,0,0,0,1,1,0,0,0,7,4,6,40.0
Fabricio Bustos,ARG,DF,Internacional,26,1996,27.8,4,0,0,34,26,1,56,16,48,0,0,0,140,16,35,31.4
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37.0,3,0,0,1,5,0,0,0,0,0,1,0,20,4,0,100.0
Cacá,BRA,DF,Ath Paranaense,23,1999,18.8,6,0,0,30,9,0,4,18,16,0,0,0,87,41,37,52.6
Cadu,BRA,DF,Santos,20,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Caetano,BRA,DF,Corinthians,23,1999,13.4,3,0,0,10,8,0,1,19,8,0,1,0,62,18,15,54.5
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,19.0,5,0,0,34,43,6,49,10,21,2,0,0,92,20,31,39.2
Júnior Caiçara,BRA,DF,Santos,33,1989,1.9,1,0,0,4,1,1,15,2,3,0,0,0,5,2,1,66.7
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,0.7,0,0,0,1,2,0,0,0,2,0,0,0,4,1,2,33.3
Caíque,BRA,GK,Grêmio,25,1997,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,100.0
Calebe,BRA,"MF,FW",Fortaleza,22,2000,16.4,2,0,0,11,52,3,68,6,10,0,0,0,83,2,15,11.8
Jonathan Calleri,ARG,FW,São Paulo,29,1993,15.0,6,0,0,37,36,14,11,5,4,2,0,0,28,58,54,51.8
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,5.8,3,1,1,11,4,1,29,9,9,0,0,0,22,13,7,65.0
Guilherme Camacho,BRA,MF,Santos,32,1990,5.0,5,1,1,18,3,1,4,5,9,0,0,0,28,5,4,55.6
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,0.1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,
Gustavo Campanharo,BRA,MF,Internacional,30,1992,7.7,6,0,0,24,9,0,2,12,16,0,0,0,44,7,7,50.0
Camilo Cándido,URU,DF,Bahia,27,1995,13.8,2,1,0,19,7,1,46,22,16,0,1,0,85,5,16,23.8
Luan Cândido,BRA,DF,Red Bull Bragantino,21,2001,12.0,3,0,0,20,6,1,14,13,12,0,0,0,43,47,24,66.2
Germán Cano,ARG,FW,Fluminense,34,1988,27.4,8,0,0,33,12,17,21,6,9,0,0,0,73,10,20,33.3
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,24,1998,23.5,10,0,0,42,50,13,69,8,39,1,1,0,143,19,31,38.0
Víctor Cantillo,COL,MF,Corinthians,29,1993,3.0,0,0,0,4,5,0,0,6,6,0,0,0,18,5,3,62.5
Manuel Capasso,ARG,DF,Vasco da Gama,26,1996,6.2,4,0,0,6,0,1,0,8,4,0,0,0,37,18,8,69.2
Juninho Capixaba,BRA,DF,Red Bull Bragantino,25,1997,31.9,12,0,0,68,61,3,100,79,54,0,0,0,229,57,50,53.3
Gabriel Carabajal,ARG,MF,Vasco da Gama,31,1991,1.4,0,0,0,3,2,0,20,2,1,0,0,0,11,2,4,33.3
Felipe Carballo,URU,MF,Grêmio,26,1996,17.1,3,0,0,20,6,0,14,18,16,0,0,0,118,18,15,54.5
Johnny Cardoso,USA,MF,Internacional,21,2001,17.9,7,0,0,26,26,2,4,31,23,0,1,0,89,27,24,52.9
Ed Carlos,BRA,"MF,FW",Santos,21,2001,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,1,0,100.0
João Carlos,BRA,GK,Cuiabá,34,1988,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Carlos,BRA,DF,Bahia,20,2002,6.4,3,0,0,8,3,1,34,8,6,0,0,0,40,10,7,58.8
Alan Carvalho,CHN,MF,Fluminense,33,1989,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0
Cássio,BRA,GK,Corinthians,35,1987,36.8,2,0,0,1,6,0,0,0,0,0,1,0,16,11,1,91.7
Luciano Castán,BRA,DF,Cruzeiro,33,1989,35.7,7,0,0,25,20,2,3,29,18,0,0,0,172,89,66,57.4
Iury de Castilho,BRA,FW,Cuiabá,27,1995,4.4,1,0,0,8,11,6,10,1,3,0,0,0,20,9,17,34.6
Matheus Cavichioli,BRA,GK,América (MG),36,1986,15.0,0,1,0,1,2,0,0,1,1,0,0,1,18,4,0,100.0
Juan Cazares,ECU,"MF,FW",América (MG),30,1992,3.1,0,0,0,2,3,0,18,0,2,0,0,0,15,1,4,20.0
Brayan Ceballos,COL,DF,Fortaleza,21,2001,2.3,2,0,0,2,1,0,0,2,2,0,0,0,17,9,1,90.0
Pablo Ceppelini,URU,MF,Cuiabá,31,1991,11.1,3,0,0,15,14,1,120,9,6,0,0,0,54,5,9,35.7
Murilo Cerqueira,BRA,DF,Palmeiras,25,1997,24.1,6,1,1,32,10,2,1,28,20,0,0,0,113,41,26,61.2
Ricardo Cerqueira,BRA,MF,Cuiabá,20,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Júlio César,BRA,DF,América (MG),19,2003,6.6,1,0,0,10,1,0,0,4,7,0,0,0,24,21,10,67.7
Reynaldo Cesar Moraes,BRA,DF,Cruzeiro,26,1997,0.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0
Reynaldo Cesar Moraes,BRA,DF,Coritiba,26,1997,2.7,3,0,0,7,2,0,2,7,3,0,1,0,5,6,6,50.0
Kayky Chagas,BRA,"FW,MF",Bahia,19,2003,4.6,2,0,0,8,3,1,12,2,4,0,0,0,19,1,8,11.1
Jhon Chancellor,VEN,DF,Coritiba,31,1992,3.4,0,0,0,2,1,1,0,2,4,0,0,0,7,6,7,46.2
Gabriel Chapecó,BRA,GK,Grêmio,22,2000,31.0,5,0,0,0,8,0,0,1,0,0,0,0,26,5,0,100.0
Gabriel Chaves,BRA,"FW,MF",Vasco da Gama,21,2001,29.0,6,0,0,33,52,6,92,13,26,0,0,0,125,13,36,26.5
Jhoanner Chávez,ECU,"DF,MF",Bahia,20,2002,6.5,1,0,0,16,4,2,15,7,9,0,1,0,32,4,7,36.4
Chiqueti,BRA,MF,Ath Paranaense,17,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Christian,BRA,"MF,FW",Ath Paranaense,22,2000,15.1,1,0,0,32,25,0,21,10,13,0,0,0,55,7,22,24.1
Cicinho,BUL,DF,Bahia,34,1988,8.4,4,0,0,24,13,1,23,5,16,0,0,0,33,13,8,61.9
Cipriano,BRA,DF,Red Bull Bragantino,20,2002,0.8,1,0,0,4,0,0,0,2,1,0,0,0,2,0,0,
Marcelo Cirino,BRA,"FW,MF",Ath Paranaense,31,1992,1.1,1,0,0,2,2,2,0,0,0,0,0,0,1,5,3,62.5
Léo Cittadini,BRA,MF,Bahia,28,1994,1.5,1,0,0,5,3,0,1,3,3,0,0,0,15,1,0,100.0
Léo Cittadini,BRA,"MF,FW",Ath Paranaense,28,1994,2.2,0,0,0,6,3,0,6,2,4,0,0,0,12,4,4,50.0
Mateus Claus,BRA,GK,Bahia,28,1994,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayson,BRA,"FW,MF",Cuiabá,27,1995,18.2,3,1,1,18,44,4,102,8,10,1,0,0,79,8,10,44.4
Mateus Cocão,BRA,MF,Vasco da Gama,20,2002,3.9,3,0,0,14,6,0,7,3,7,0,0,0,28,2,3,40.0
Diego Costa,ESP,FW,Botafogo (RJ),34,1988,5.7,6,0,0,15,12,5,8,3,5,0,0,0,14,20,28,41.7
Philippe Costa,BRA,FW,Goiás,22,2000,1.2,0,0,0,1,1,1,0,0,0,0,0,0,3,3,5,37.5
Talles Costa,BRA,"MF,FW",São Paulo,20,2002,1.5,1,0,0,6,5,0,1,2,1,0,0,0,7,2,0,100.0
Lucas Crispim,BRA,"MF,DF",Fortaleza,28,1994,5.4,0,0,0,6,7,1,12,3,5,0,0,0,27,8,5,61.5
Franco Cristaldo,ARG,"MF,FW",Grêmio,26,1996,23.7,0,0,0,11,39,6,120,12,17,2,1,0,111,25,48,34.2
Tomás Cuello,ARG,"MF,FW",Ath Paranaense,22,2000,22.8,5,0,0,37,49,4,123,37,25,0,0,0,121,25,27,48.1
Víctor Cuesta,ARG,DF,Botafogo (RJ),34,1988,35.0,9,0,0,33,25,2,30,58,31,0,0,0,170,77,41,65.3
Cuiabano,BRA,"DF,MF",Grêmio,19,2003,5.4,3,0,0,18,11,2,20,11,7,0,0,0,34,11,15,42.3
Lucas Cunha,BRA,DF,Red Bull Bragantino,26,1997,0.8,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,60.0
Matheus Cunha,BRA,GK,Flamengo,21,2001,17.6,1,0,0,0,4,0,0,0,0,0,0,0,16,2,0,100.0
Ian Custódio,BRA,DF,Palmeiras,19,2003,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
João Dalla Corte,BRA,DF,Internacional,16,2006,0.2,0,0,0,2,0,0,3,1,0,0,1,0,1,0,0,
Danielzinho,BRA,"FW,MF",Bahia,27,1996,0.9,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,
Danielzinho,BRA,FW,Ath Paranaense,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danielzinho,BRA,MF,Fluminense,27,1996,6.8,1,0,0,8,13,0,10,9,9,0,0,0,38,0,4,0.0
David,BRA,"FW,MF",São Paulo,27,1995,8.1,5,0,0,22,14,11,11,0,2,0,0,0,26,10,20,33.3
Giorgian De Arrascaeta,URU,"MF,FW",Flamengo,28,1994,20.5,3,0,0,22,41,4,120,7,24,1,0,0,93,14,18,43.8
Sergio Antonio De Luiz Junior,BRA,"MF,DF",Vasco da Gama,27,1995,4.0,2,0,0,5,9,1,9,0,5,0,0,0,25,4,3,57.1
Denilson,BRA,MF,Cuiabá,21,2001,21.2,8,0,0,37,33,0,80,13,30,0,0,0,151,6,10,37.5
Denzel,BRA,FW,Goiás,20,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Deyverson,BRA,FW,Cuiabá,31,1991,32.3,6,0,0,33,72,35,16,8,9,1,0,0,90,137,108,55.9
Leonel Di Plácido,ARG,DF,Botafogo (RJ),29,1994,26.2,5,0,0,28,14,1,86,48,51,0,1,0,150,21,39,35.0
Gabriel Dias,BRA,DF,Vasco da Gama,28,1994,0.1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
Jean Dias,BRA,"FW,MF",Internacional,32,1990,3.6,1,0,0,6,12,1,22,2,1,0,0,0,16,2,10,16.7
Luan Dias,BRA,"MF,FW",Santos,25,1997,2.1,3,0,0,10,5,0,11,1,6,0,0,0,8,0,1,0.0
Matheus Dias,BRA,"MF,FW",Internacional,25,1997,4.5,5,0,0,16,4,0,9,7,8,0,0,0,24,14,7,66.7
Diego,BRA,DF,São Paulo,23,1999,19.4,6,0,0,19,4,0,1,19,11,0,1,0,84,35,26,57.4
Dieguinho,BRA,"DF,FW",Goiás,27,1995,12.0,3,0,0,11,37,1,27,13,18,0,0,0,80,7,15,31.8
Diogo,BRA,"FW,MF",Coritiba,26,1996,8.4,2,0,0,18,11,4,7,4,13,0,0,0,26,36,29,55.4
Dodi,BRA,MF,Santos,26,1996,19.1,10,0,0,38,34,0,17,22,25,0,0,0,97,7,22,24.1
Dodô,BRA,DF,Atlético Mineiro,30,1992,0.7,0,0,0,0,2,0,4,1,0,0,0,0,1,2,2,50.0
Dodô,BRA,DF,Santos,30,1992,15.8,4,0,0,17,7,3,30,29,15,0,1,0,82,25,21,54.3
Dodô,BRA,"MF,FW",Goiás,21,2001,3.6,1,0,0,7,13,0,22,1,4,0,0,0,26,0,7,0.0
Thiago Dombroski,BRA,DF,Coritiba,20,2002,5.6,4,0,0,10,1,0,0,6,2,0,0,0,20,8,5,61.5
Halerrandrio dos Santos,BRA,MF,Goiás,16,2006,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,
Thiago dos Santos,BRA,"DF,MF",Fluminense,33,1989,9.1,7,1,1,19,9,0,3,16,14,0,0,0,41,23,9,71.9
Henrique Dourado,BRA,FW,Cruzeiro,33,1989,3.8,2,0,0,12,9,8,2,0,2,0,0,0,10,15,17,46.9
David Duarte,BRA,DF,Bahia,28,1995,9.6,3,0,0,8,4,0,0,11,5,0,0,0,39,26,14,65.0
Dudu,BRA,MF,Ath Paranaense,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dudu,BRA,FW,Palmeiras,31,1992,12.0,0,0,0,9,40,3,39,6,4,0,0,0,56,5,5,50.0
Éberth,BRA,FW,Coritiba,19,2003,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Edenílson,BRA,"MF,FW",Atlético Mineiro,33,1989,15.2,1,0,0,17,15,0,12,19,12,0,0,0,85,12,18,40.0
Eder,BRA,DF,América (MG),27,1995,17.4,7,1,1,21,4,3,1,19,14,0,0,1,85,40,35,53.3
EDU,BRA,DF,Goiás,22,2000,4.8,1,0,0,7,9,0,1,6,2,0,1,0,26,3,4,42.9
Edu,BRA,"FW,MF",Coritiba,29,1993,3.6,0,0,0,1,4,2,5,0,0,0,0,0,10,8,6,57.1
Carlos Eduardo,BRA,"MF,FW",Atlético Mineiro,18,2004,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
Carlos Eduardo,BRA,MF,Botafogo (RJ),33,1989,29.7,5,1,0,39,50,0,71,13,11,0,0,0,97,29,52,35.8
Eguinaldo,BRA,"FW,MF",Vasco da Gama,18,2004,0.7,2,0,0,3,2,0,0,0,1,0,0,0,1,4,7,36.4
Rafael Elias,BRA,FW,Cruzeiro,23,1999,6.0,3,0,0,16,7,2,6,1,5,0,0,0,12,10,26,27.8
Rodrigo Ely,BRA,DF,Grêmio,29,1993,7.4,4,0,0,10,4,1,0,3,2,0,1,0,24,12,16,42.9
Lucas Emmanuel,BRA,FW,Goiás,22,2000,0.6,0,0,0,3,0,0,0,0,0,0,0,0,1,2,3,40.0
Leandro Emmanuel Martínez,ARG,MF,América (MG),28,1994,28.2,4,0,0,29,62,1,109,31,41,0,1,0,242,8,17,32.0
