Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Martim Fernandes,POR,DF,Porto,18-289,2006,5.1,0,0,0,5,2,1,16,7,6,0,0,0,17,3,6,33.3
Mateus Fernandes,POR,"FW,MF",Sporting CP,20-115,2004,0.3,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,100.0
Roger Fernandes,GNB,"FW,MF",Braga,18-347,2005,5.2,0,0,0,8,7,3,20,2,3,0,0,0,33,4,7,36.4
Rúben Fernandes,POR,DF,Gil Vicente FC,38-180,1986,8.8,1,0,0,4,2,0,1,13,4,0,0,0,19,9,3,75.0
Roberto Férnandez,ESP,FW,Braga,22-122,2002,4.4,0,0,0,4,6,6,2,0,1,0,0,0,7,14,10,58.3
João Ferreira Barros,POR,"MF,FW",Boavista,18-297,2006,1.1,0,0,0,3,1,0,0,1,3,0,0,0,5,2,7,22.2
Filipe Ferreira,POR,DF,Boavista,34-036,1990,8.5,2,0,0,4,3,0,18,10,7,0,0,0,37,9,5,64.3
Fernando Ferreira Fonseca,POR,DF,AVS Futebol,27-233,1997,5.3,1,0,0,4,7,0,14,9,5,0,0,0,22,1,7,12.5
João Ferreira,POR,DF,Braga,23-225,2001,4.3,3,0,0,7,3,0,9,6,4,0,1,0,16,7,3,70.0
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,35-098,1989,9.0,1,0,0,10,10,1,0,10,9,0,0,0,18,27,20,57.4
Pedro Ferreira,POR,MF,Santa Clara,26-302,1998,8.1,3,0,0,11,4,0,6,16,20,0,0,0,46,5,12,29.4
Tiago Ferreira,POR,FW,Estrela,22-229,2002,0.4,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,
Daniel Figueira,POR,GK,Estoril,26-105,1998,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,100.0
Tiago Fonseca Morais,POR,"FW,MF",Rio Ave,21-060,2003,4.3,0,0,0,8,10,1,4,3,3,0,0,0,17,0,0,
José Fontán,ESP,DF,Arouca,24-265,2000,5.9,2,0,0,10,3,0,0,3,3,0,1,0,8,5,10,33.3
José Fonte,POR,DF,Casa Pia,40-316,1983,6.0,2,0,0,4,1,0,1,7,5,0,0,0,20,7,6,53.8
Lucas França,BRA,GK,Nacional,28-288,1996,8.0,0,0,0,0,5,0,0,0,0,0,0,0,8,1,0,100.0
André Franco,POR,"FW,MF",Porto,26-204,1998,1.1,1,0,0,2,1,0,4,3,1,0,0,0,6,0,0,
Afonso freitas,POR,DF,Nacional,24-209,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Iván Fresneda,ESP,DF,Sporting CP,20-035,2004,0.5,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,0.0
Godfried Frimpong,NED,DF,Moreirense,25-104,1999,9.0,2,0,0,5,7,1,26,13,9,0,0,0,25,7,10,41.2
Kanya Fujimoto,JPN,"MF,FW",Gil Vicente FC,25-124,1999,8.2,1,0,0,4,12,2,6,5,1,0,0,0,22,0,1,0.0
Taichi Fukui,JPN,MF,Arouca,20-110,2004,8.8,1,0,0,9,11,0,6,12,10,0,1,0,29,4,3,57.1
Tiago Gabriel,POR,DF,Estrela,19-312,2004,4.9,0,0,0,5,4,0,2,9,7,0,0,0,7,15,11,57.7
Galeno,BRA,"DF,FW",Porto,27-011,1997,7.6,1,0,0,8,17,1,8,8,3,2,0,0,34,2,12,14.3
Nino Galović,CRO,DF,Arouca,32-119,1992,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,50.0
García,BRA,DF,Nacional,22-303,2002,8.0,1,0,0,7,10,0,36,14,18,0,0,0,47,9,7,56.3
Fabrício Garcia,CPV,FW,Estoril,23-182,2001,5.2,2,0,0,10,21,1,9,1,6,1,0,0,22,0,10,0.0
Santiago García,ESP,MF,Gil Vicente FC,23-065,2001,3.0,3,0,0,7,2,0,0,4,4,0,0,0,17,3,9,25.0
Bruno Gaspar,ANG,DF,Vitória,31-195,1993,7.7,2,0,0,10,8,1,24,3,10,0,0,0,23,5,14,26.3
Mory Gbane,CIV,MF,Gil Vicente FC,23-313,2000,6.1,1,0,0,4,8,0,0,9,12,0,0,0,30,11,7,61.1
Geovanny,POR,MF,Farense,20-111,2004,1.5,0,0,0,2,1,1,0,0,1,0,0,0,5,2,1,66.7
André Geraldes,POR,"MF,DF",Casa Pia,33-184,1991,6.8,1,0,0,7,6,1,10,3,2,0,0,0,23,6,5,54.5
Ismaël Gharbi,ESP,"MF,FW",Braga,20-206,2004,1.6,0,0,0,5,4,0,11,0,0,0,0,0,6,1,2,33.3
José Gomes,POR,DF,Nacional,28-105,1996,7.7,1,0,0,8,2,2,28,8,10,0,0,0,27,16,9,64.0
Pedro gomes,POR,DF,Boavista,21-151,2003,8.2,4,0,0,10,6,2,2,11,17,0,0,0,20,12,10,54.5
Vítor Gomes,POR,MF,Rio Ave,36-313,1987,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,100.0
Victor Gomez,ESP,DF,Braga,24-215,2000,5.1,1,0,0,4,3,0,22,4,2,0,0,0,25,2,4,33.3
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,25-139,1999,6.2,0,0,0,7,7,1,20,5,11,0,0,0,30,6,8,42.9
João Gonçalves,POR,GK,Boavista,23-363,2000,4.0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,100.0
Pedro Gonçalves,POR,"FW,MF",Sporting CP,26-127,1998,5.4,1,0,0,5,4,2,25,2,1,0,0,0,19,0,6,0.0
Cristo González,ESP,MF,Arouca,27-009,1997,2.0,0,0,0,2,3,0,4,0,1,0,0,0,4,0,1,0.0
Mario González,ESP,FW,Famalicão,28-251,1996,3.8,0,0,0,3,4,3,1,0,1,0,0,0,9,12,7,63.2
Nicolás González,ESP,MF,Porto,22-304,2002,8.5,3,0,0,25,3,0,1,3,7,1,0,0,39,17,24,41.5
Jean Gorby,FRA,MF,Braga,22-100,2002,2.9,1,0,0,4,4,0,5,3,3,0,0,0,16,3,3,50.0
João Goulart Silva,POR,DF,Casa Pia,24-280,2000,9.0,1,0,0,8,6,0,0,12,11,0,0,1,18,20,12,62.5
Tiago Gouveia,POR,"FW,DF",Benfica,23-137,2001,0.9,1,0,0,2,0,0,5,0,2,0,0,0,8,0,1,0.0
Pablo Gozalbez,ESP,MF,Arouca,23-186,2001,0.7,0,0,0,2,1,0,3,1,0,0,0,0,1,0,2,0.0
João Graça,POR,"MF,FW",Rio Ave,29-137,1995,2.0,0,0,0,2,3,0,1,1,3,0,0,0,10,3,5,37.5
Samuel Granada,BRA,FW,AVS Futebol,24-266,2000,2.7,2,1,1,4,5,0,3,0,1,0,0,0,12,9,10,47.4
Jaume Grau,ESP,MF,AVS Futebol,27-181,1997,5.7,3,0,0,10,5,1,11,8,7,0,0,0,27,6,6,50.0
Marko Grujić,SRB,MF,Porto,28-203,1996,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,83.3
Rafik Guitane,FRA,"FW,MF",Estoril,25-160,1999,1.1,0,0,0,0,3,0,2,0,0,0,0,0,4,2,0,100.0
Rafik Guitane,FRA,FW,Braga,25-160,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Deniz Gül,SWE,FW,Porto,20-123,2004,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,50.0
Viktor Gyökeres,SWE,FW,Sporting CP,26-151,1998,8.8,0,0,0,8,24,2,8,0,2,2,0,0,25,7,8,46.7
Justin de Haas,NED,DF,Famalicão,24-275,2000,9.0,1,0,0,8,6,1,0,13,7,0,0,0,18,33,15,68.8
Tomás Händel,POR,MF,Vitória,23-341,2000,8.5,2,0,0,5,11,0,9,14,10,0,0,0,41,3,4,42.9
Conrad Harder,DEN,"FW,MF",Sporting CP,19-209,2005,1.6,0,0,0,2,4,1,4,1,0,0,0,0,2,2,1,66.7
Thiago Helguera,URU,MF,Braga,18-221,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gustavo Henrique,BRA,"MF,FW",Estrela,25-184,1999,2.5,0,0,0,2,9,2,2,2,4,0,0,0,11,5,2,71.4
Morten Hjulmand,DEN,MF,Sporting CP,25-130,1999,5.6,0,0,0,5,5,0,3,5,9,0,0,0,30,4,1,80.0
Jordan Holsgrove,SCO,MF,Estoril,25-053,1999,2.6,0,0,0,3,2,0,8,1,2,0,0,0,14,3,2,60.0
Lukáš Horníček,CZE,GK,Braga,22-112,2002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
André Horta,POR,MF,Braga,27-361,1996,3.6,0,0,0,6,5,0,13,0,9,0,0,0,25,1,0,100.0
Ricardo Horta,POR,"MF,FW",Braga,30-048,1994,8.7,0,0,0,6,7,2,36,3,5,0,0,0,22,2,6,25.0
Igor,BRA,MF,Estrela,21-240,2003,3.4,2,0,0,8,8,0,2,5,5,0,0,0,14,5,1,83.3
André Inácio,BRA,"MF,FW",Estrela,22-253,2002,3.8,1,0,0,0,12,0,7,2,2,0,0,0,23,1,2,33.3
Gonçalo Inácio,POR,DF,Sporting CP,23-069,2001,7.1,2,0,0,11,0,0,1,11,7,0,0,0,37,16,10,61.5
Isaac,BRA,FW,Nacional,20-221,2004,1.9,1,0,0,4,3,0,0,0,1,0,0,0,7,4,6,40.0
Ismael,POR,MF,Moreirense,25-222,1999,8.0,2,0,0,16,11,0,7,16,16,0,0,0,33,10,7,58.8
Franco Israel,URU,GK,Sporting CP,24-194,2000,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Ivan Jaime Pajuelo,ESP,FW,Porto,24-037,2000,4.1,0,0,0,4,7,2,5,2,1,0,0,0,13,1,2,33.3
Jason,ESP,FW,Arouca,30-119,1994,6.7,2,0,0,6,17,5,39,6,2,0,0,0,26,3,5,37.5
Jhonatan,BRA,GK,Rio Ave,33-178,1991,8.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0
Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,23-293,2001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Issa Kaboré,BFA,DF,Benfica,23-174,2001,0.1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,
Kaio,BRA,FW,Vitória,20-261,2004,6.4,1,0,0,13,23,2,14,4,5,0,0,0,24,1,4,20.0
Issiaka Kamate,FRA,"FW,MF",AVS Futebol,20-092,2004,3.4,0,0,0,8,2,1,7,4,3,0,0,0,21,3,6,33.3
Kazu,BRA,DF,Gil Vicente FC,24-229,2000,1.0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,2,60.0
Keliano,ANG,MF,Estrela,21-291,2003,2.8,3,0,0,10,3,0,2,5,7,0,0,0,13,2,2,50.0
Kewin,BRA,GK,Moreirense,29-008,1995,9.0,2,0,0,0,2,0,0,0,0,0,0,0,7,6,0,100.0
Kikas,POR,FW,Estrela,26-046,1998,8.4,1,0,0,13,4,5,18,0,1,0,0,0,14,10,19,34.5
Gustavo Klismahn,BRA,MF,Santa Clara,24-345,1999,1.9,0,0,0,7,2,0,10,1,3,0,0,0,17,2,3,40.0
