Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Bernd Leno,GER,GK,Fulham,Premier League,32-248,1992,10.0,2,0,0,0,0,0,0,0,0,0,0,0,19,1,0,100.0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,32-004,1992,10.0,1,0,0,0,2,0,0,0,0,0,0,0,11,4,1,80.0
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-203,2000,1.5,0,0,0,0,0,1,2,1,1,0,0,0,5,2,6,25.0
Johann Lepenant,FRA,MF,Nantes,Ligue 1,22-016,2002,6.0,1,0,0,11,10,0,3,7,6,0,0,0,18,5,3,62.5
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30-013,1994,4.6,3,0,0,7,7,0,1,7,2,0,0,0,38,9,14,39.1
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-289,2006,0.2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-078,1988,10.9,1,0,0,8,17,5,2,1,3,0,0,0,24,9,12,42.9
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-255,2001,7.3,2,0,0,9,9,1,25,4,2,1,0,0,30,3,1,75.0
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-352,2004,7.6,0,0,0,0,12,0,1,6,8,0,0,0,36,3,3,50.0
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,23-259,2001,7.5,1,0,0,2,5,2,16,3,7,1,0,0,27,3,10,23.1
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-042,2006,0.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-119,1996,8.2,3,0,0,4,6,1,1,12,4,0,0,0,34,18,9,66.7
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-087,1999,7.5,2,0,0,9,4,0,2,13,5,0,1,0,19,16,12,57.1
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-113,1994,0.7,1,0,0,2,0,0,1,2,0,0,0,0,2,2,3,40.0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-252,2000,2.9,0,0,0,0,3,0,19,2,5,0,0,0,16,2,1,66.7
Karol Linetty,POL,MF,Torino,Serie A,29-279,1995,7.5,3,0,0,11,7,0,1,5,10,0,0,0,31,2,8,20.0
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-320,1999,6.4,1,0,0,6,6,1,10,4,3,0,0,0,37,3,5,37.5
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-086,1997,3.0,0,0,0,2,4,0,4,0,4,0,0,0,7,2,4,33.3
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-187,2001,4.0,1,1,0,7,2,3,9,2,5,0,0,0,9,10,19,34.5
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-361,2002,6.9,0,0,0,3,11,0,7,7,9,0,0,0,46,10,11,47.6
Diego Llorente,ESP,DF,Betis,La Liga,31-083,1993,12.0,0,0,0,11,11,0,1,23,6,0,1,0,34,27,20,57.4
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-282,1995,7.0,0,1,0,6,7,0,15,5,12,0,0,0,36,4,5,44.4
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-112,1995,10.0,2,0,0,8,4,2,1,6,15,0,1,0,37,19,14,57.6
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-212,1996,5.1,1,0,0,4,27,0,36,1,6,0,0,0,28,1,3,25.0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-348,1994,6.7,2,0,0,10,8,0,0,4,9,0,0,0,49,1,2,33.3
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-304,1998,8.6,3,0,0,14,6,0,2,5,18,0,0,0,36,9,7,56.3
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-289,1996,5.8,1,0,0,8,14,0,5,1,5,0,0,0,18,8,6,57.1
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-346,2000,2.6,1,0,0,5,2,1,7,2,2,0,0,0,7,2,3,40.0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-008,1997,4.7,2,0,0,6,3,0,3,5,14,0,0,0,19,2,4,33.3
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-018,1997,5.6,0,0,0,5,6,4,34,1,5,0,0,0,17,4,2,66.7
David López,ESP,DF,Girona,La Liga,35-029,1989,10.4,2,0,0,4,5,1,1,7,4,0,0,0,30,12,12,50.0
Diego López,ESP,"MF,FW",Valencia,La Liga,22-178,2002,8.6,1,0,0,5,7,5,24,3,4,0,0,0,29,6,9,40.0
Fermin López,ESP,MF,Barcelona,La Liga,21-180,2003,1.8,1,0,0,3,3,1,3,1,4,0,0,0,10,2,2,50.0
Javi López,ESP,DF,Real Sociedad,La Liga,22-227,2002,7.1,0,0,0,6,6,0,12,3,7,0,0,0,32,4,6,40.0
Roberto López,ESP,MF,Leganés,La Liga,24-197,2000,4.0,0,0,0,0,3,0,21,1,5,0,0,0,26,1,5,16.7
Unai López,ESP,MF,Rayo Vallecano,La Liga,29-008,1995,6.9,5,0,0,8,7,1,10,12,6,0,0,0,50,4,6,40.0
Iker Losada,ESP,"MF,FW",Betis,La Liga,23-098,2001,1.8,0,0,0,1,2,0,2,1,6,0,0,0,12,2,3,40.0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38-242,1986,6.8,0,0,0,9,3,1,3,9,12,0,0,0,23,6,10,37.5
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26-039,1998,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21-187,2003,1.2,0,0,0,2,2,0,7,0,3,0,0,0,6,3,1,75.0
Sandi Lovrić,SVN,MF,Udinese,Serie A,26-224,1998,6.6,0,0,0,15,7,0,19,8,8,0,0,0,34,0,6,0.0
Pol Lozano,ESP,MF,Espanyol,La Liga,25-032,1999,6.2,4,0,0,17,3,0,6,5,14,0,0,0,25,4,5,44.4
Lorenzo Lucca,ITA,FW,Udinese,Serie A,24-058,2000,8.0,4,0,0,20,13,3,2,2,4,0,0,0,13,19,20,48.7
Jhon Lucumí,COL,DF,Bologna,Serie A,26-134,1998,5.4,2,1,0,6,1,0,2,3,5,0,0,0,41,5,9,35.7
José Luis Gayà,ESP,DF,Valencia,La Liga,29-166,1995,1.1,0,0,0,1,2,1,3,2,1,0,0,0,9,2,0,100.0
José Luis Palomino,ARG,DF,Cagliari,Serie A,34-307,1990,2.4,1,0,0,2,1,0,0,5,4,0,1,0,9,4,4,50.0
Douglas Luiz,BRA,MF,Juventus,Serie A,26-182,1998,3.0,1,0,0,4,3,0,16,2,2,0,1,0,14,2,2,50.0
Romelu Lukaku,BEL,FW,Napoli,Serie A,31-178,1993,7.1,1,0,0,11,11,6,0,0,1,0,0,0,8,8,11,42.1
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21-326,2002,6.8,0,0,0,2,7,0,1,3,5,0,0,0,22,9,5,64.3
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27-044,1997,10.3,1,0,0,10,14,4,33,1,4,0,0,0,37,5,5,50.0
Saša Lukić,SRB,MF,Fulham,Premier League,28-086,1996,6.1,4,0,0,17,7,0,2,8,6,0,0,0,29,7,2,77.8
Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,18-355,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Luna,COL,MF,Mallorca,La Liga,21-184,2003,0.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25-270,1999,2.0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,100.0
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32-043,1992,1.6,0,0,0,1,1,0,0,2,3,0,0,0,10,1,0,100.0
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28-062,1996,11.0,1,0,0,9,7,1,4,10,8,0,1,0,39,24,19,55.8
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22-243,2002,7.2,1,0,0,22,17,3,23,0,0,0,0,0,15,5,4,55.6
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31-016,1993,4.5,0,0,0,3,2,2,32,3,2,0,0,0,11,7,5,58.3
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25-262,1999,7.8,1,0,0,8,7,0,1,14,8,0,0,0,43,3,4,42.9
Othmane Maamma,FRA,"MF,FW",Montpellier,Ligue 1,19-032,2005,0.5,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,
Ian Maatsen,NED,DF,Aston Villa,Premier League,22-242,2002,1.6,0,0,0,1,1,2,7,0,3,0,0,0,10,3,0,100.0
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25-319,1998,7.7,4,0,0,16,12,0,2,4,17,0,0,0,44,7,7,50.0
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31-066,1993,3.8,0,1,0,5,1,2,15,1,5,0,0,0,15,5,3,62.5
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25-038,1999,4.9,0,0,0,3,4,3,7,2,2,0,0,0,11,8,7,53.3
Darwin Machís,VEN,"FW,MF",Valladolid,La Liga,31-274,1993,3.0,0,0,0,2,3,2,18,1,0,0,0,0,11,1,0,100.0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26-037,1998,2.3,1,0,0,6,2,0,5,0,2,0,0,0,11,1,5,16.7
James Maddison,ENG,MF,Tottenham,Premier League,27-350,1996,7.5,2,0,0,11,22,1,53,6,6,0,0,0,25,5,2,71.4
Eros Maddy,NED,DF,Auxerre,Ligue 1,23-276,2001,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Noni Madueke,ENG,FW,Chelsea,Premier League,22-242,2002,7.6,1,0,0,7,8,1,14,3,8,0,0,0,34,4,5,44.4
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27-118,1997,8.4,1,0,0,5,9,0,35,7,10,0,0,0,25,5,6,45.5
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26-324,1997,9.6,1,0,0,8,4,0,4,6,4,0,0,0,17,18,10,64.3
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21-030,2003,2.4,2,0,0,2,4,0,0,4,9,0,0,0,21,2,7,22.2
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29-034,1995,6.4,2,0,0,5,4,0,1,7,10,0,0,0,27,16,10,61.5
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26-161,1998,7.1,1,0,0,7,7,0,5,6,2,0,0,0,32,3,4,42.9
Frank Magri,CMR,FW,Toulouse,Ligue 1,25-064,1999,3.5,1,1,0,3,3,1,1,1,0,0,0,0,2,12,12,50.0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31-247,1993,2.7,3,0,0,5,0,0,1,6,1,0,0,0,10,8,3,72.7
Jon Magunacelaya,ESP,MF,Real Sociedad,La Liga,24-117,2000,0.1,0,0,0,1,1,0,0,0,1,0,0,0,5,3,0,100.0
Arne Maier,GER,"MF,FW",Augsburg,Bundesliga,25-304,1999,2.5,0,0,0,0,2,0,23,1,1,0,0,0,16,2,0,100.0
Mike Maignan,FRA,GK,Milan,Serie A,29-127,1995,10.0,1,0,0,0,1,0,0,0,0,0,0,0,18,1,0,100.0
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,30-001,1994,9.0,2,0,0,5,6,1,0,13,7,0,0,0,41,30,15,66.7
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19-202,2005,6.3,4,0,0,10,10,1,1,14,13,0,0,0,33,5,7,41.7
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,27-070,1997,7.2,0,0,0,4,5,1,20,11,18,0,0,0,32,4,8,33.3
Radosław Majecki,POL,GK,Monaco,Ligue 1,24-357,1999,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26-295,1998,1.6,1,0,0,5,3,0,2,0,0,0,0,0,4,2,4,33.3
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23-096,2001,0.4,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0.0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26-112,1998,4.6,2,1,1,6,4,0,2,3,3,0,0,0,22,0,3,0.0
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32-348,1991,1.0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0.0
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23-160,2001,4.8,1,0,0,9,5,0,0,7,9,0,0,0,16,7,5,58.3
Daniel Maldini,ITA,MF,Monza,Serie A,23-027,2001,7.0,3,0,0,8,25,0,18,2,5,0,0,0,24,9,9,50.0
Youssef Maleh,MAR,MF,Empoli,Serie A,26-077,1998,4.7,1,0,0,11,5,0,4,5,3,0,0,0,26,3,4,42.9
Donyell Malen,NED,"FW,DF",Dortmund,Bundesliga,25-303,1999,4.1,0,0,0,0,6,2,9,1,0,0,0,0,9,1,3,25.0
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31-187,1993,2.5,1,0,0,7,2,0,0,1,6,0,0,0,11,5,1,83.3
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25-030,1999,5.9,1,0,0,9,3,0,0,8,5,0,0,0,29,16,12,57.1
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24-039,2000,11.0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,1,50.0
Dennis Man,ROU,"FW,MF",Parma,Serie A,26-073,1998,9.1,0,0,0,3,9,2,19,6,3,0,0,0,30,1,9,10.0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24-315,1999,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
Gianluca Mancini,ITA,DF,Roma,Serie A,28-204,1996,10.1,2,0,0,13,11,2,17,10,6,0,0,0,29,12,14,46.2
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39-224,1985,10.0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,100.0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30-291,1994,5.7,2,0,0,8,8,1,2,8,7,0,0,0,26,3,5,37.5
Aïssa Mandi,ALG,DF,Lille,Ligue 1,33-016,1991,4.8,1,0,0,2,1,1,3,3,4,0,0,0,13,4,3,57.1
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27-131,1997,3.3,3,0,0,6,8,0,3,6,0,0,0,0,10,4,0,100.0
Orel Mangala,BEL,MF,Everton,Premier League,26-234,1998,4.1,0,0,0,10,6,0,2,11,4,0,0,0,22,1,2,33.3
Orel Mangala,BEL,MF,Lyon,Ligue 1,26-234,1998,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
Ryan Manning,IRL,"DF,FW",Southampton,Premier League,28-146,1996,3.2,1,0,0,5,3,0,13,2,2,0,0,0,5,3,1,75.0
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30-186,1994,4.9,1,0,0,9,1,0,1,5,4,0,0,0,15,5,8,38.5
Johan Manzambi,SUI,FW,Freiburg,Bundesliga,19-024,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19-135,2005,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22-100,2002,3.7,1,0,0,12,3,1,1,3,3,0,0,0,9,10,5,66.7
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,22-043,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
Marcão,BRA,DF,Sevilla,La Liga,28-155,1996,5.1,4,1,1,7,8,0,0,6,6,0,1,0,22,13,5,72.2
Filip Marchwiński,POL,MF,Lecce,Serie A,22-302,2002,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35-207,1989,6.6,0,0,0,8,0,0,15,10,8,0,0,0,29,5,3,62.5
Alberto Marí,ESP,FW,Valencia,La Liga,23-119,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Pablo Marí,ESP,DF,Monza,Serie A,31-068,1993,11.0,2,0,0,18,3,0,0,22,8,0,0,0,27,24,12,66.7
José María Giménez,URU,DF,Atlético Madrid,La Liga,29-292,1995,9.3,1,0,0,4,2,0,0,12,7,0,0,1,34,12,9,57.1
Luca Marianucci,ITA,DF,Empoli,Serie A,20-107,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Mirko Marić,CRO,FW,Monza,Serie A,29-175,1995,0.8,0,0,0,1,1,0,0,1,0,0,0,0,2,6,8,42.9
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21-127,2003,0.5,0,0,0,2,0,0,1,0,1,0,0,0,6,2,2,50.0
Răzvan Marin,ROU,MF,Cagliari,Serie A,28-168,1996,7.6,2,0,0,13,4,0,41,1,6,0,0,0,36,7,6,53.8
Guillermo Maripán,CHI,DF,Torino,Serie A,30-185,1994,4.0,0,1,0,4,1,1,0,8,2,0,0,0,15,14,6,70.0
Mika Màrmol,ESP,DF,Las Palmas,La Liga,22-128,2002,5.7,2,0,0,7,2,0,10,8,4,0,1,0,15,3,5,37.5
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,25-274,1999,8.3,1,0,0,1,32,4,29,1,3,1,0,0,25,3,5,37.5
Mario Maroto,ESP,MF,Valladolid,La Liga,20-345,2003,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,30-177,1994,7.0,2,0,0,5,4,1,0,3,8,0,0,0,40,14,7,66.7
Aarón Martín,ESP,"DF,FW",Genoa,Serie A,27-199,1997,9.7,1,0,0,12,10,1,87,5,19,0,0,0,32,6,5,54.5
Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22-199,2002,2.8,0,0,0,5,5,1,2,0,2,0,0,0,12,2,3,40.0
Gerard Martín,ESP,DF,Barcelona,La Liga,22-311,2002,3.1,1,0,0,5,2,0,5,2,3,0,0,0,10,4,1,80.0
Iván Martín,ESP,MF,Girona,La Liga,25-267,1999,8.3,0,0,0,4,3,0,2,5,7,0,0,0,51,2,2,50.0
Jon Martin,ESP,DF,Real Sociedad,La Liga,18-311,2006,1.0,1,0,0,6,0,0,0,1,0,0,0,0,3,7,3,70.0
Jonas Martin,FRA,MF,Brest,Ligue 1,34-212,1990,4.3,1,0,0,6,9,0,2,6,4,0,1,0,22,3,8,27.3
Mario Martín,ESP,MF,Valladolid,La Liga,20-247,2004,6.6,2,1,0,16,17,0,2,5,11,0,0,0,23,11,12,47.8
Gabriel Martinelli,BRA,"MF,FW",Arsenal,Premier League,23-142,2001,6.8,0,0,0,4,6,1,20,1,6,0,0,0,26,6,6,50.0
Arnau Martinez,ESP,"DF,FW",Girona,La Liga,21-196,2003,7.1,2,0,0,5,7,0,24,1,9,0,1,0,22,8,7,53.3
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,32-066,1992,10.0,1,0,0,0,2,0,0,0,0,0,0,0,9,2,0,100.0
Iñigo Martínez,ESP,DF,Barcelona,La Liga,33-174,1991,10.8,2,0,0,9,11,0,0,7,6,0,0,0,38,24,10,70.6
Javi Martínez,ESP,MF,Osasuna,La Liga,24-321,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lautaro Martínez,ARG,FW,Inter,Serie A,27-077,1997,9.0,0,0,0,14,13,6,4,2,3,0,0,0,22,7,8,46.7
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26-294,1998,8.8,4,0,0,10,2,0,3,21,12,0,0,0,33,8,8,50.0
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28-181,1996,3.6,1,0,0,8,2,0,0,3,6,0,0,0,13,11,10,52.4
Toni Martínez,ESP,FW,Alavés,La Liga,27-130,1997,4.9,0,0,0,9,5,2,4,0,3,0,1,0,16,29,28,50.9
Kevin Martins,ITA,DF,Monza,Serie A,19-281,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Javi Martón,ESP,FW,Athletic Club,La Liga,25-185,1999,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,66.7
Adam Marušić,MNE,DF,Lazio,Serie A,32-021,1992,6.4,1,0,0,3,6,0,15,5,5,0,0,0,25,8,5,61.5
Marvin,ESP,"DF,FW",Las Palmas,La Liga,24-127,2000,4.5,1,0,0,8,8,0,21,5,5,0,1,0,24,2,6,25.0
Omar Mascarell,EQG,MF,Mallorca,La Liga,31-279,1993,6.9,2,0,0,9,5,0,0,13,7,0,0,0,30,8,9,47.1
Adam Masina,MAR,DF,Torino,Serie A,30-310,1994,9.6,3,0,0,11,7,1,7,6,7,1,0,0,31,32,10,76.2
Patrizio Masini,ITA,"MF,FW",Genoa,Serie A,23-285,2001,0.6,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0.0
Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,25-351,1998,6.2,1,0,0,7,3,0,0,8,6,0,0,0,20,8,5,61.5
Clinton Mata,ANG,DF,Lyon,Ligue 1,32-000,1992,6.9,2,0,0,10,9,0,15,16,8,0,0,0,29,8,4,66.7
Jaime Mata,ESP,FW,Las Palmas,La Liga,36-014,1988,2.4,2,0,0,5,4,2,6,1,0,0,0,0,7,3,7,30.0
Igor Matanovic,CRO,FW,Eint Frankfurt,Bundesliga,21-221,2003,2.1,0,0,0,4,6,0,0,0,0,0,0,0,4,4,7,36.4
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,22-054,2002,4.2,1,0,0,7,9,0,3,4,8,0,0,0,25,8,5,61.5
Eliot Matazo,BEL,MF,Monaco,Ligue 1,22-266,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27-132,1997,7.4,1,0,0,9,6,4,6,0,1,0,0,0,15,16,24,40.0
Nemanja Matić,SRB,MF,Lyon,Ligue 1,36-098,1988,5.8,0,0,0,7,1,0,3,4,10,0,0,0,38,3,4,42.9
Chrislain Matsima,FRA,DF,Augsburg,Bundesliga,22-176,2002,3.5,2,0,0,5,3,0,0,10,2,0,0,0,20,11,5,68.8
Jean Mattéo Bahoya,FRA,"MF,DF",Eint Frankfurt,Bundesliga,19-184,2005,1.3,0,0,0,1,2,0,3,1,4,0,0,0,3,0,0,
Alan Matturro,URU,DF,Genoa,Serie A,20-027,2004,4.2,1,0,0,5,4,1,4,5,1,0,0,0,13,3,7,30.0
Azor Matusiwa,NED,MF,Rennes,Ligue 1,26-193,1998,8.2,1,0,0,12,9,0,1,12,15,0,1,0,48,9,6,60.0
Neal Maupay,FRA,FW,Marseille,Ligue 1,28-085,1996,2.7,3,1,1,5,1,1,1,0,1,0,0,0,6,1,3,25.0
Stephy Mavididi,ENG,FW,Leicester City,Premier League,26-160,1998,6.8,2,0,0,10,9,0,19,1,9,0,0,0,30,4,6,40.0
Konstantinos Mavropanos,GRE,DF,West Ham,Premier League,26-332,1997,7.2,1,0,0,5,3,2,2,14,9,0,0,0,23,15,3,83.3
Christian Mawissa,FRA,DF,Monaco,Ligue 1,19-203,2005,1.8,0,0,0,0,2,0,0,8,5,0,0,0,6,4,2,66.7
Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,Bundesliga,20-227,2004,1.7,1,0,0,5,5,2,2,1,0,0,0,0,7,5,12,29.4
Borja Mayoral,ESP,FW,Getafe,La Liga,27-216,1997,1.4,0,0,0,1,1,2,4,0,1,0,0,0,6,6,7,46.2
Senny Mayulu,FRA,"MF,DF",Paris S-G,Ligue 1,18-174,2006,1.4,0,0,0,6,3,0,2,1,5,0,0,0,3,0,3,0.0
Noussair Mazraoui,MAR,DF,Manchester Utd,Premier League,26-359,1997,8.1,1,0,0,12,9,1,4,10,18,0,0,0,43,12,5,70.6
Luca Mazzitelli,ITA,MF,Como,Serie A,28-358,1995,3.2,0,0,0,5,4,0,9,2,6,0,0,0,14,2,6,25.0
Pasquale Mazzocchi,ITA,"DF,FW",Napoli,Serie A,29-103,1995,4.3,2,0,0,4,3,1,7,3,2,0,0,0,19,0,4,0.0
Samuel Mbangula,BEL,FW,Juventus,Serie A,20-296,2004,3.6,0,0,0,2,4,0,5,0,7,1,0,0,11,1,3,25.0
Ethan Mbappé,FRA,"MF,FW",Lille,Ligue 1,17-314,2006,0.9,1,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25-323,1998,9.4,1,0,0,3,6,17,7,0,1,0,0,0,16,1,2,33.3
Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,Ligue 1,16-288,2008,1.0,0,0,0,2,1,0,1,0,0,0,0,0,6,0,1,0.0
Bryan Mbeumo,CMR,FW,Brentford,Premier League,25-092,1999,9.9,2,0,0,7,13,6,41,3,8,0,0,0,53,6,23,20.7
James Mcatee,ENG,FW,Manchester City,Premier League,22-020,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Kasey McAteer,IRL,"DF,FW",Leicester City,Premier League,22-351,2001,0.4,0,0,0,1,1,1,2,0,2,0,0,0,5,2,5,28.6
Oliver McBurnie,SCO,FW,Las Palmas,La Liga,28-156,1996,7.9,0,0,0,11,9,2,1,3,4,0,0,0,12,31,31,50.0
Alex McCarthy,ENG,GK,Southampton,Premier League,34-340,1989,2.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
John McGinn,SCO,"FW,MF",Aston Villa,Premier League,30-020,1994,5.6,2,0,0,8,15,1,11,2,4,0,0,0,24,3,3,50.0
Scott McKenna,SCO,DF,Las Palmas,La Liga,27-361,1996,7.1,0,0,0,1,1,0,0,2,6,0,0,0,20,18,7,72.0
Weston McKennie,USA,MF,Juventus,Serie A,26-071,1998,4.1,1,0,0,4,3,0,1,2,2,0,0,0,18,4,0,100.0
Mark McKenzie,USA,DF,Toulouse,Ligue 1,25-256,1999,7.7,1,0,0,9,2,0,0,3,9,0,1,0,31,12,9,57.1
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,24-351,1999,9.9,1,0,0,6,10,1,65,5,4,0,0,0,41,2,11,15.4
Scott McTominay,SCO,MF,Manchester Utd,Premier League,27-335,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Scott McTominay,SCO,MF,Napoli,Serie A,27-335,1996,7.2,0,0,0,8,11,2,1,7,10,0,0,0,32,9,10,47.4
Jakov Medić,CRO,DF,Bochum,Bundesliga,26-061,1998,6.8,1,0,0,4,2,0,0,7,3,0,0,0,26,11,12,47.8
Facundo Medina,ARG,"DF,MF",Lens,Ligue 1,25-163,1999,8.8,3,0,0,10,8,0,5,10,9,0,0,0,47,10,6,62.5
Ben Mee,ENG,"DF,FW",Brentford,Premier League,35-047,1989,0.1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
Henrik Meister,DEN,FW,Rennes,Ligue 1,20-356,2003,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
