Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Everaldo,BRA,"MF,FW",Vitória,30-142,1994,2.4,4,3,3,1,0,3,6,50.0,3,0,0,0,0,4,2,1
Éverson,BRA,GK,Atlético Mineiro,34-087,1990,17.9,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,1
Everton,BRA,"FW,MF",Grêmio,27-214,1997,5.1,6,5,2,2,2,4,7,57.1,3,4,1,3,1,7,5,0
Everton,BRA,FW,Red Bull Bragantino,22-236,2002,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Evertton,BRA,MF,Flamengo,21-232,2003,2.0,7,6,2,1,4,3,5,60.0,2,4,1,3,3,10,4,0
Ewerton,BRA,"DF,FW",Juventude,23-342,2000,7.8,14,6,9,4,1,8,15,53.3,7,3,2,1,6,20,30,1
Fabiano,BRA,DF,Botafogo (RJ),18-185,2006,0.2,3,2,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0
Bruno Fabiano Alves,BRA,DF,Cuiabá,33-184,1991,13.4,15,7,11,4,0,9,18,50.0,9,13,5,8,17,32,79,0
Fabinho,BRA,MF,Palmeiras,22-191,2002,5.4,6,4,4,1,1,1,9,11.1,8,10,3,7,6,12,6,0
Fábio,BRA,GK,Fluminense,44-017,1980,28.0,2,1,2,0,0,2,2,100.0,0,0,0,0,2,4,17,4
Fábio,BRA,DF,Grêmio,34-100,1990,7.5,12,7,5,5,2,6,12,50.0,6,5,1,4,5,17,16,0
Fabrício,BRA,GK,Internacional,38-284,1986,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Fabrício,BRA,GK,Red Bull Bragantino,24-124,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Fagner,BRA,DF,Corinthians,35-128,1989,9.1,20,8,10,7,3,11,22,50.0,11,7,3,4,11,31,12,1
Rodrigo Fagundes,BRA,DF,Criciúma,37-221,1987,24.0,37,30,27,7,3,22,28,78.6,6,39,23,16,32,69,150,1
Luiz Felipe,BRA,DF,Atl Goianiense,31-038,1993,9.1,11,8,7,4,0,5,12,41.7,7,10,8,2,15,26,44,0
Marcos Felipe,BRA,GK,Bahia,28-187,1996,29.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,21,2
Lucas Fernandes,BRA,"MF,FW",Cuiabá,27-027,1997,9.1,9,4,1,7,1,5,10,50.0,5,3,0,3,7,16,1,0
Matheus Fernandes,BRA,MF,Red Bull Bragantino,26-109,1998,5.4,24,19,9,11,4,8,15,53.3,7,10,1,9,11,35,14,0
Nathan Fernandes,BRA,"FW,MF",Grêmio,19-244,2005,5.5,8,6,2,5,1,2,8,25.0,6,5,0,5,4,12,5,0
Gatito Fernández,PAR,GK,Botafogo (RJ),36-202,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Fernandinho,BRA,MF,Ath Paranaense,39-166,1985,15.2,24,18,8,12,4,9,18,50.0,9,10,3,7,10,34,22,0
Fernando,BRA,DF,Ath Paranaense,25-033,1999,6.3,8,4,5,1,2,6,11,54.5,5,6,0,6,12,20,10,0
Fernando,BRA,"MF,DF",Internacional,37-084,1987,14.3,26,19,13,12,1,11,18,61.1,7,12,5,7,19,45,42,0
Luiz Fernando,BRA,"FW,MF",Atl Goianiense,28-001,1996,23.2,19,11,8,7,4,5,18,27.8,13,33,5,28,13,32,23,0
Nahuel Ferraresi,VEN,DF,São Paulo,25-333,1998,10.0,21,18,10,9,2,14,27,51.9,13,23,10,13,8,29,43,0
Ferreira,BRA,"FW,MF",São Paulo,26-291,1997,9.5,17,12,9,6,2,7,14,50.0,7,9,1,8,4,21,4,0
Jean Carlos Alves Ferreira,BRA,"MF,FW",Atl Goianiense,19-162,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Tobias Figueiredo,POR,DF,Criciúma,30-258,1994,15.1,15,11,10,5,0,9,16,56.3,7,26,23,3,21,36,87,0
Filipinho,BRA,MF,Ath Paranaense,22-365,2001,2.0,15,9,6,6,3,6,10,60.0,4,6,2,4,6,21,2,0
Alan Franco,ECU,MF,Atlético Mineiro,26-057,1998,15.1,26,15,9,12,5,13,19,68.4,6,10,1,9,18,44,10,0
Alan Franco,ARG,DF,São Paulo,28-006,1996,16.5,19,12,11,7,1,9,18,50.0,9,15,11,4,8,27,59,1
Gonzalo Freitas,URU,MF,Atl Goianiense,33-015,1991,6.9,17,10,7,6,4,6,16,37.5,10,6,3,3,10,27,22,0
Lucas Freitas,BRA,DF,Juventude,23-271,2001,7.3,5,5,3,2,0,1,4,25.0,3,12,10,2,5,10,31,0
Marlon Freitas,BRA,MF,Botafogo (RJ),29-204,1995,19.4,32,21,17,14,1,21,31,67.7,10,29,13,16,16,48,31,0
Bruno Fuchs,BRA,DF,Atlético Mineiro,25-199,1999,18.6,36,22,22,9,5,24,32,75.0,8,24,13,11,24,60,73,0
Gabriel Fuentes,COL,DF,Fluminense,27-251,1997,0.4,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0
Gabriel,BRA,DF,Bahia,23-164,2001,27.0,52,37,35,16,1,23,29,79.3,6,40,25,15,42,94,155,2
Gabriel,BRA,MF,Ath Paranaense,32-099,1992,11.0,32,21,12,18,2,13,36,36.1,23,15,3,12,16,48,18,0
Gabriel,BRA,MF,Fluminense,31-029,1993,2.6,10,7,4,4,2,6,12,50.0,6,3,0,3,10,20,3,2
Gabriel,BRA,GK,Juventude,32-020,1992,25.5,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,23,0
Marquinhos Gabriel,BRA,MF,Criciúma,34-088,1990,10.4,13,6,8,4,1,6,12,50.0,6,9,1,8,6,19,9,0
Zé Gabriel,BRA,MF,Vasco da Gama,25-270,1999,5.1,15,11,3,8,4,9,12,75.0,3,3,3,0,5,20,10,0
Pablo Galdames Millán,CHI,MF,Vasco da Gama,27-292,1996,8.7,19,11,7,10,2,9,24,37.5,15,11,2,9,10,29,13,0
Giuliano Galoppo,ARG,MF,São Paulo,25-121,1999,4.3,7,4,1,5,1,3,8,37.5,5,4,0,4,6,13,5,1
Léo Gamalho,BRA,FW,Vitória,38-261,1986,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateo Gamarra,PAR,DF,Ath Paranaense,23-363,2000,13.3,26,14,18,8,0,13,23,56.5,10,23,13,10,19,45,53,0
Ganso,BRA,MF,Fluminense,35-005,1989,19.7,31,21,12,16,3,11,23,47.8,12,12,2,10,11,42,10,1
García,BRA,"MF,FW",Palmeiras,22-287,2002,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Luan Garcia,BRA,DF,Palmeiras,31-160,1993,2.6,2,1,0,2,0,1,3,33.3,2,2,2,0,2,4,5,1
Rodrigo Garro,ARG,"MF,FW",Corinthians,26-287,1998,25.3,36,23,9,17,10,15,63,23.8,48,22,3,19,20,56,9,0
Wesley Gasolina,BRA,"DF,MF",Cruzeiro,24-218,2000,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Pedro Geromel,BRA,DF,Grêmio,39-026,1985,6.0,8,7,5,3,0,4,8,50.0,4,9,7,2,4,12,33,0
Gerson,BRA,"MF,FW",Flamengo,27-150,1997,22.3,49,34,24,16,9,14,30,46.7,16,16,3,13,4,53,16,0
Agustín Giay,ARG,DF,Palmeiras,20-275,2004,5.5,24,10,15,7,2,15,25,60.0,10,6,2,4,6,30,9,0
Gilberto,BRA,DF,Bahia,31-224,1993,10.3,24,15,15,6,3,19,27,70.4,8,10,2,8,5,29,20,0
Gilberto,BRA,FW,Juventude,35-134,1989,9.7,6,2,2,3,1,3,8,37.5,5,5,0,5,2,8,14,0
Luciano Giménez,ARG,"FW,MF",Cuiabá,24-242,2000,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Giovane,BRA,"FW,MF",Corinthians,20-328,2003,3.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,3,0
Leonardo Godoy,ARG,DF,Ath Paranaense,29-172,1995,11.9,13,11,10,3,0,4,12,33.3,8,11,4,7,7,20,21,0
Davi Goes,BRA,MF,Juventude,19-117,2005,0.6,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0
Bruno Gomes,BRA,"DF,MF",Internacional,23-196,2001,15.0,40,23,21,13,6,17,31,54.8,14,17,3,14,12,52,40,1
Igor Gomes,BRA,MF,Atlético Mineiro,25-214,1999,12.2,15,11,8,5,2,6,12,50.0,6,16,0,16,7,22,9,0
Igor Gomes,BRA,DF,Internacional,23-225,2001,7.6,15,9,8,6,1,11,19,57.9,8,16,9,7,7,22,34,0
William Gomes,BRA,"FW,MF",São Paulo,18-216,2006,3.9,8,7,5,3,0,4,12,33.3,8,7,0,7,2,10,0,0
Gustavo Gómez,PAR,DF,Palmeiras,31-164,1993,19.0,26,18,12,13,1,9,15,60.0,6,28,21,7,24,50,79,0
Diego Gonçalves,BRA,"FW,MF",Juventude,30-087,1994,1.5,4,3,0,2,2,1,7,14.3,6,2,0,2,1,5,4,0
Mateus Gonçalves Martins,BRA,"MF,FW",Vitória,30-019,1994,2.3,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,2,0
Matheus Gonçalves,BRA,"FW,MF",Flamengo,19-060,2005,4.1,8,4,3,2,3,3,11,27.3,8,3,0,3,4,12,3,0
Yony González,COL,"FW,MF",Atl Goianiense,30-098,1994,3.0,2,2,1,1,0,1,1,100.0,0,5,1,4,1,3,5,0
Gregore,BRA,MF,Botafogo (RJ),30-229,1994,15.9,67,45,34,29,4,27,55,49.1,28,22,7,15,21,88,39,0
Guga,BRA,DF,Fluminense,26-049,1998,2.9,6,6,2,4,0,5,5,100.0,0,6,3,3,2,8,14,0
Guilherme,BRA,DF,Red Bull Bragantino,22-246,2002,7.0,14,8,12,2,0,9,14,64.3,5,7,2,5,10,24,32,0
Luis Guilherme,BRA,"FW,DF",Palmeiras,18-251,2006,2.0,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,1,0
Zé Guilherme,BRA,DF,Grêmio,19-215,2005,2.5,11,7,8,3,0,5,10,50.0,5,2,1,1,7,18,3,0
Gustavinho,BRA,"MF,FW",Red Bull Bragantino,20-177,2004,9.0,22,9,6,10,6,8,21,38.1,13,13,1,12,4,26,10,0
Gustavo,BRA,GK,Criciúma,31-221,1993,25.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1
Luiz Gustavo,BRA,DF,Atl Goianiense,21-140,2003,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
Luiz Gustavo,BRA,MF,São Paulo,37-086,1987,17.7,27,15,13,13,1,11,21,52.4,10,15,6,9,26,53,14,1
Ryan Gustavo,BRA,MF,Corinthians,21-094,2003,5.8,27,14,9,16,2,14,28,50.0,14,12,1,11,7,34,10,0
Rafael Haller,URU,DF,Atl Goianiense,24-061,2000,0.6,2,1,1,0,1,1,3,33.3,2,1,1,0,2,4,3,0
Lucas Halter,BRA,DF,Botafogo (RJ),24-168,2000,14.8,12,10,11,1,0,9,20,45.0,11,7,7,0,11,23,67,2
Héctor,ESP,"FW,DF",Corinthians,29-033,1995,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thiago Heleno,BRA,DF,Ath Paranaense,36-030,1988,16.5,16,9,9,7,0,6,11,54.5,5,31,22,9,21,37,70,1
Helinho,BRA,"FW,MF",Red Bull Bragantino,24-175,2000,12.2,9,6,2,2,5,1,11,9.1,10,18,0,18,10,19,11,0
Henrique,BRA,FW,São Paulo,17-343,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Henrique,BRA,FW,Flamengo,33-292,1990,14.9,20,12,6,8,6,5,17,29.4,12,15,0,15,10,30,12,0
Bruno Henrique,BRA,"MF,FW",Internacional,34-362,1989,16.0,31,21,7,17,7,19,44,43.2,25,26,7,19,11,42,28,0
Gustavo Henrique,BRA,DF,Corinthians,31-207,1993,10.4,13,8,7,5,1,6,6,100.0,0,14,11,3,13,26,46,0
Luiz Henrique,BRA,"FW,MF",Botafogo (RJ),23-289,2001,21.2,40,26,16,15,9,12,31,38.7,19,23,3,20,10,50,25,0
Matheus Henrique,BRA,"MF,FW",Cruzeiro,26-303,1997,10.9,20,11,7,9,4,9,13,69.2,4,16,5,11,6,26,10,0
Paulo Henrique,BRA,DF,Vasco da Gama,28-084,1996,22.4,81,49,48,26,7,45,72,62.5,27,29,12,17,34,115,58,0
Pedro Henrique,BRA,"FW,MF",Corinthians,34-123,1990,3.8,8,4,3,3,2,2,4,50.0,2,2,0,2,1,9,4,0
Pedro Henrique,BRA,DF,Red Bull Bragantino,29-015,1995,17.8,34,25,28,6,0,19,30,63.3,11,18,11,7,11,45,75,3
Hércules,BRA,MF,Fortaleza,23-363,2000,19.0,40,24,15,22,3,15,44,34.1,29,17,3,14,5,45,21,0
Marcelo Hermes,BRA,"DF,MF",Criciúma,29-259,1995,26.6,42,26,26,10,6,28,50,56.0,22,28,6,22,34,76,75,0
Diego Hernández,URU,"FW,MF",Botafogo (RJ),24-117,2000,2.3,6,4,2,3,1,3,5,60.0,2,5,1,4,1,7,4,0
Lucca Holanda,BRA,"FW,MF",Internacional,21-198,2003,3.0,3,3,0,1,2,2,5,40.0,3,2,0,2,0,3,0,0
Hugo,BRA,DF,Corinthians,27-049,1997,19.3,48,22,22,19,7,26,44,59.1,18,17,5,12,21,69,68,0
Hugo,BRA,DF,Botafogo (RJ),23-027,2001,4.9,11,7,9,1,1,6,12,50.0,6,4,1,3,5,16,11,0
Vitor Hugo Amorim,BRA,"MF,FW",Cruzeiro,20-242,2004,4.8,8,3,3,5,0,4,6,66.7,2,4,2,2,3,11,4,0
José Hugo,BRA,"MF,FW",Vitória,25-000,1999,5.9,13,11,5,6,2,7,12,58.3,5,4,0,4,5,18,4,0
Victor Hugo,BRA,MF,Atlético Mineiro,19-341,2004,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Victor Hugo,BRA,"FW,MF",Flamengo,20-159,2004,2.9,5,4,2,2,1,2,6,33.3,4,2,0,2,0,5,2,0
Victor Hugo,BRA,MF,Fluminense,20-160,2004,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Vitor Hugo,BRA,DF,Bahia,33-150,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Hulk,BRA,FW,Atlético Mineiro,38-084,1986,16.1,9,4,1,5,3,4,10,40.0,6,5,2,3,1,10,11,0
José Hurtado,ECU,DF,Red Bull Bragantino,22-299,2001,8.4,15,10,7,6,2,9,14,64.3,5,4,2,2,10,25,32,1
Hyoran,BRA,"FW,MF",Internacional,31-145,1993,3.7,8,6,2,5,1,3,9,33.3,6,4,0,4,0,8,3,1
Iago,BRA,"DF,MF",Bahia,27-208,1997,4.2,10,7,5,5,0,4,7,57.1,3,6,3,3,6,16,9,0
Ignácio,BRA,DF,Fluminense,27-321,1996,2.0,11,6,8,2,1,4,4,100.0,0,3,2,1,0,11,8,0
Juan Ignacio Dinenno,ARG,"FW,DF",Cruzeiro,30-050,1994,2.7,4,2,0,4,0,1,2,50.0,1,1,0,1,0,4,3,0
Igor,BRA,MF,Flamengo,21-224,2003,0.8,4,3,2,1,1,1,1,100.0,0,4,2,2,3,7,0,0
Igor,BRA,FW,Botafogo (RJ),23-235,2001,8.7,2,2,0,2,0,1,6,16.7,5,11,2,9,1,3,6,0
Gabriel Inocêncio,BRA,DF,Juventude,30-058,1994,9.6,28,18,12,14,2,11,21,52.4,10,7,3,4,9,37,27,0
Isaac,BRA,FW,Atlético Mineiro,20-205,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Isaac,BRA,"FW,DF",Fluminense,20-176,2004,1.7,2,2,0,0,2,2,3,66.7,1,3,0,3,0,2,1,0
Zé Ivaldo,BRA,DF,Cruzeiro,27-239,1997,23.2,28,16,18,9,1,18,33,54.5,15,23,13,10,15,43,99,2
Jadsom,BRA,"MF,DF",Red Bull Bragantino,23-150,2001,13.1,49,32,30,13,6,20,36,55.6,16,8,2,6,18,67,33,0
Jadson,BRA,MF,Juventude,31-048,1993,23.7,64,32,25,35,4,21,45,46.7,24,26,7,19,29,93,12,1
Jadson,BRA,MF,Cuiabá,19-068,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Janderson,BRA,"FW,MF",Atl Goianiense,25-234,1999,7.6,14,9,7,6,1,6,15,40.0,9,3,0,3,3,17,2,0
Janderson,BRA,"FW,MF",Vitória,25-164,1999,11.2,16,10,7,9,0,4,10,40.0,6,12,2,10,2,18,14,1
Jandrei,BRA,GK,São Paulo,31-230,1993,12.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,2
Léo Jardim,BRA,GK,Vasco da Gama,29-211,1995,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1
Jeffinho,BRA,"FW,MF",Botafogo (RJ),24-292,1999,3.6,6,2,1,5,0,4,9,44.4,5,1,0,1,2,8,0,0
Jemerson,BRA,DF,Atlético Mineiro,32-054,1992,2.3,2,1,1,1,0,2,2,100.0,0,4,3,1,5,7,4,0
Jemerson,BRA,DF,Grêmio,32-054,1992,4.7,7,3,5,1,1,5,7,71.4,2,10,6,4,4,11,13,0
Caíque de Jesus Gonçalves,BRA,MF,Juventude,29-007,1995,15.8,44,24,20,24,0,17,32,53.1,15,19,6,13,24,68,33,1
John,BRA,GK,Botafogo (RJ),28-247,1996,26.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,15,1
Felipe Jonatan,BRA,DF,Fortaleza,26-245,1998,15.7,20,14,9,8,3,9,25,36.0,16,14,5,9,23,43,64,0
Jonathan,BRA,DF,Cruzeiro,20-143,2004,0.8,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,3,0
Jonathan,BRA,DF,Criciúma,32-053,1992,6.0,11,5,9,0,2,6,15,40.0,9,9,1,8,6,17,15,0
Kaio Jorge,BRA,FW,Cruzeiro,22-267,2002,10.0,2,1,0,1,1,0,1,0.0,1,5,0,5,0,2,9,0
Jorginho,BRA,"MF,FW",Atl Goianiense,33-286,1991,0.8,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,1,0
Jhonatan Jowjow,BRA,MF,Palmeiras,22-038,2002,1.6,5,3,2,2,1,0,4,0.0,4,3,0,3,3,8,4,0
Jhonatan Jowjow,BRA,"MF,FW",Red Bull Bragantino,22-038,2002,5.8,16,13,6,5,5,8,10,80.0,2,10,1,9,1,17,4,0
Daniel Jr,BRA,"MF,FW",Vitória,22-161,2002,1.5,3,1,1,2,0,2,4,50.0,2,0,0,0,0,3,0,0
Luciano Juba,BRA,DF,Bahia,25-049,1999,25.9,34,25,22,10,2,26,51,51.0,25,18,4,14,45,79,68,0
Juliano,BRA,FW,Red Bull Bragantino,16-230,2008,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Julimar,BRA,"FW,MF",Ath Paranaense,23-266,2001,14.6,27,17,5,14,8,11,18,61.1,7,16,1,15,12,39,25,0
Kaiki,BRA,DF,Cruzeiro,21-223,2003,10.3,33,26,13,17,3,11,19,57.9,8,10,1,9,21,54,34,1
Lucas Kal,BRA,"MF,DF",Atl Goianiense,28-215,1996,12.8,14,7,7,4,3,7,16,43.8,9,13,3,10,15,29,21,0
Walter Kannemann,ARG,DF,Grêmio,33-217,1991,11.1,18,12,12,5,1,9,20,45.0,11,16,7,9,19,37,52,0
Kanu,BRA,DF,Bahia,27-224,1997,22.0,21,9,12,9,0,10,16,62.5,6,29,14,15,25,46,67,1
Alan Kardec,BRA,"FW,DF",Atlético Mineiro,35-279,1989,2.2,1,0,0,0,1,1,1,100.0,0,2,1,1,0,1,7,0
Kauan,BRA,MF,Fortaleza,19-184,2005,0.6,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,1,0
Kauê,BRA,"MF,FW",Botafogo (RJ),19-361,2004,1.9,3,0,2,0,1,1,4,25.0,3,3,0,3,0,3,5,0
Kayke,BRA,"MF,FW",Corinthians,20-172,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Renato Kayser,BRA,FW,Criciúma,28-243,1996,0.9,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Renato Kayser,BRA,FW,Fortaleza,28-243,1996,11.9,15,7,2,9,4,4,15,26.7,11,10,0,10,2,17,15,0
John Kennedy,BRA,"FW,MF",Fluminense,22-152,2002,7.3,5,3,0,4,1,2,7,28.6,5,6,1,5,0,5,8,0
Keno,BRA,"FW,MF",Fluminense,35-037,1989,10.8,24,14,3,14,7,6,16,37.5,10,7,3,4,8,32,12,1
Kleiton,BRA,FW,Juventude,25-177,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gabriel Knesowitsch,BRA,DF,Cuiabá,20-365,2003,2.2,5,5,4,1,0,3,4,75.0,1,0,0,0,3,8,4,0
Benjamín Kuscevic,CHI,DF,Fortaleza,28-168,1996,13.6,23,14,15,7,1,13,17,76.5,4,21,16,5,14,37,89,2
Matías Lacava,VEN,"FW,MF",Atl Goianiense,21-359,2002,2.3,4,3,2,1,1,0,2,0.0,2,1,0,1,1,5,0,0
Derik Lacerda,BRA,"FW,MF",Cuiabá,25-020,1999,11.4,14,8,6,6,2,4,7,57.1,3,9,1,8,2,16,7,0
Ignacio Laquintana,URU,"FW,MF",Red Bull Bragantino,25-259,1999,3.1,3,1,2,1,0,1,4,25.0,3,1,0,1,3,6,1,0
Lawan,BRA,FW,Vitória,19-145,2005,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Lázaro,BRA,"FW,MF",Palmeiras,22-219,2002,8.5,7,3,1,1,5,4,7,57.1,3,8,0,8,0,7,2,0
Leandrinho,BRA,"DF,FW",Vasco da Gama,19-214,2005,3.3,7,5,6,1,0,3,6,50.0,3,5,0,5,1,8,13,0
Mauricio Lemos,URU,DF,Atlético Mineiro,28-294,1995,3.2,3,2,1,2,0,1,3,33.3,2,5,3,2,2,5,9,0
Willean Lepo,BRA,DF,Vitória,27-275,1997,18.0,56,39,39,10,7,41,70,58.6,29,25,8,17,27,83,61,1
Jamal Lewis,NIR,DF,São Paulo,26-266,1998,1.0,2,1,1,1,0,2,3,66.7,1,1,1,0,0,2,3,0
Lima,BRA,"MF,FW",Fluminense,28-128,1996,12.0,23,9,6,12,5,8,18,44.4,10,9,0,9,14,37,7,0
Leonardo Linck,BRA,GK,Ath Paranaense,23-228,2001,13.6,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,2
Lincoln,BRA,"MF,FW",Red Bull Bragantino,25-345,1998,12.0,24,16,7,9,8,10,25,40.0,15,15,4,11,8,32,15,1
Liziero,BRA,"MF,DF",São Paulo,26-253,1998,1.9,13,7,5,5,3,7,8,87.5,1,3,0,3,0,13,2,1
Marcelo Lomba,BRA,GK,Palmeiras,37-304,1986,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Santiago Longo,ARG,MF,São Paulo,26-188,1998,0.9,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,3,0
Bruno Lopes,BRA,FW,Vasco da Gama,17-084,2007,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
José López,ARG,FW,Palmeiras,23-316,2000,17.8,12,6,1,7,4,3,16,18.8,13,21,2,19,3,15,6,0
Lorran,BRA,"MF,FW",Flamengo,18-105,2006,7.4,16,14,9,5,2,6,15,40.0,9,5,0,5,2,18,0,0
Vágner Love,BRA,"FW,MF",Atl Goianiense,40-128,1984,2.0,0,0,0,0,0,0,4,0.0,4,3,0,3,1,1,2,0
Lucão,BRA,GK,Red Bull Bragantino,23-234,2001,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Ayrton Lucas,BRA,DF,Flamengo,27-120,1997,19.5,32,19,20,8,4,11,27,40.7,16,17,2,15,13,45,32,0
Jean Lucas,BRA,MF,Bahia,26-117,1998,26.1,41,24,19,18,4,20,52,38.5,32,27,4,23,17,58,17,1
João Lucas,BRA,DF,Juventude,26-222,1998,20.5,64,34,27,27,10,30,49,61.2,19,21,8,13,22,86,36,0
Luciano,BRA,"MF,FW",São Paulo,31-152,1993,18.9,19,13,5,11,3,7,19,36.8,12,18,2,16,5,24,5,0
Jan Lucumí González,COL,"FW,MF",Fluminense,20-249,2004,1.0,4,0,3,1,0,1,3,33.3,2,4,1,3,1,5,1,0
Luighi,BRA,"MF,FW",Palmeiras,18-170,2006,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
André Luis,BRA,"FW,MF",Cuiabá,27-179,1997,4.8,9,6,4,2,3,6,12,50.0,6,4,2,2,1,10,4,0
Victor Luis,BRA,DF,Vasco da Gama,31-116,1993,4.4,14,9,8,5,1,8,12,66.7,4,3,1,2,6,20,15,0
David Luiz,BRA,DF,Flamengo,37-178,1987,15.5,10,7,4,5,1,2,6,33.3,4,14,8,6,12,22,62,1
Lyanco,BRA,DF,Atlético Mineiro,27-259,1997,6.0,9,7,4,5,0,6,9,66.7,3,10,5,5,15,24,21,1
Lyncon,BRA,DF,Vasco da Gama,19-163,2005,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,5,0
Machado,BRA,MF,Cruzeiro,28-271,1996,1.9,4,2,1,3,0,1,1,100.0,0,2,0,2,5,9,0,0
Machado,BRA,MF,Vitória,28-271,1996,5.8,9,6,5,4,0,6,12,50.0,6,5,2,3,6,15,9,0
João Machado Cruz,BRA,MF,Ath Paranaense,18-158,2006,5.1,11,3,6,3,2,3,10,30.0,7,5,0,5,2,13,5,0
Imanol Machuca,ARG,"FW,MF",Fortaleza,24-276,2000,4.8,8,6,3,5,0,4,8,50.0,4,5,0,5,0,8,0,0
Guilherme Madruga,BRA,"MF,FW",Cuiabá,23-341,2000,1.2,3,2,3,0,0,3,4,75.0,1,3,0,3,1,4,1,0
Mádson,BRA,DF,Ath Paranaense,32-278,1992,9.6,10,5,5,3,2,3,6,50.0,3,11,8,3,12,22,27,0
Talles Magno,BRA,"MF,FW",Corinthians,22-113,2002,2.3,2,2,1,0,1,1,3,33.3,2,6,1,5,2,4,1,0
Maguinho,BRA,DF,Atl Goianiense,31-285,1993,15.1,29,12,14,12,3,11,17,64.7,6,16,6,10,15,44,28,0
Caio Maia,BRA,FW,Atlético Mineiro,19-199,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pablo Maia,BRA,MF,São Paulo,22-281,2002,2.9,7,2,3,3,1,1,3,33.3,2,4,2,2,0,7,0,0
Thiago Maia,BRA,MF,Internacional,27-208,1997,17.6,37,28,11,20,6,19,37,51.4,18,19,6,13,26,63,29,2
Walisson Maia,BRA,DF,Criciúma,33-057,1991,9.5,9,8,6,3,0,2,7,28.6,5,9,8,1,7,16,55,2
Maicon,BRA,DF,Vasco da Gama,36-033,1988,22.9,33,18,17,15,1,22,32,68.8,10,40,26,14,26,59,133,0
Hugo Mallo,ESP,DF,Internacional,33-117,1991,4.0,9,7,5,1,3,5,6,83.3,1,4,0,4,4,13,8,0
Léo Mana,BRA,DF,Corinthians,20-194,2004,2.3,6,3,4,2,0,2,7,28.6,5,5,3,2,3,9,10,0
Eros Mancuso,ARG,DF,Fortaleza,25-183,1999,3.6,6,5,2,4,0,2,8,25.0,6,7,1,6,2,8,4,0
Luis Mandaca,BRA,"MF,FW",Juventude,23-015,2001,6.6,15,8,5,8,2,5,10,50.0,5,14,2,12,4,19,7,0
