Player,Nation,Pos,Squad,Age,Born,MP,Min,Min/MP,Min%,90s,Starts,Min/Start,MatchesCompleted,Subs,Min/Sub,unusedSub,PointsPerMatch,onGoalScored,onGoalAgainst,+/-,+/-/90,On-Off,onPitchxG,onPitchxGA,xG+/-,xG+/-/90,xGOn-Off
Sergio Palacios,COL,DF,Red Bull Bragantino,19-246,2005,1,30,30,1.1,0.3,0,,0,1,30,3,1.00,1,1,0,0.00,+0.14,0.9,0.9,0.0,-0.11,+0.16
Pedro Paranhos,BRA,FW,Atl Goianiense,18-005,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mateus Pasinato,BRA,GK,Cuiabá,32-111,1992,1,90,90,3.6,1.0,1,90,1,0,,26,2.00,1,0,+1,+1.00,+1.56,0.7,0.6,+0.1,+0.07,+0.42
Alan Patrick,BRA,"MF,FW",Internacional,33-157,1991,15,"1,082",72,42.9,12.0,12,82,10,3,34,1,1.93,22,14,+8,+0.67,+0.48,19.7,10.2,+9.5,+0.79,+0.18
Patryck,BRA,"DF,FW",São Paulo,21-273,2003,7,387,55,14.3,4.3,4,79,2,3,24,15,1.86,4,4,0,0.00,-0.35,5.5,5.1,+0.4,+0.08,-0.25
Patrick de Paula,BRA,MF,Criciúma,25-039,1999,4,244,61,9.3,2.7,3,76,0,1,17,3,0.75,1,7,-6,-2.21,-2.21,1.5,4.4,-2.9,-1.07,-0.89
Patrick de Paula,BRA,"MF,FW",Botafogo (RJ),25-039,1999,4,30,8,1.1,0.3,0,,0,4,8,16,2.50,0,1,-1,-3.00,-3.80,0.1,0.8,-0.6,-2.01,-2.39
Paulinho,BRA,"FW,MF",Atlético Mineiro,24-094,2000,22,"1,791",81,68.6,19.9,20,86,8,2,37,0,1.50,28,24,+4,+0.20,+0.75,23.9,21.8,+2.1,+0.10,0.00
Paulinho,BRA,MF,Corinthians,36-084,1988,6,118,20,4.5,1.3,1,45,0,5,15,0,0.83,0,1,-1,-0.76,-0.47,1.5,1.8,-0.3,-0.20,-0.13
Caio Paulista,BRA,"DF,FW",Palmeiras,26-159,1998,15,639,43,24.5,7.1,8,73,2,7,8,13,2.13,16,4,+12,+1.69,+1.05,13.7,4.2,+9.5,+1.34,+0.68
Marcos Paulo,BRA,DF,Red Bull Bragantino,21-273,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Cristian Pavón,ARG,"FW,MF",Grêmio,28-270,1996,15,888,59,34.0,9.9,14,63,0,1,13,1,0.93,8,12,-4,-0.41,-0.41,10.9,9.2,+1.7,+0.17,+0.24
Dimitri Payet,FRA,"MF,FW",Vasco da Gama,37-202,1987,15,880,59,33.7,9.8,12,62,0,3,45,1,1.33,13,14,-1,-0.10,+0.31,9.7,12.1,-2.5,-0.25,+0.20
Pedrão,BRA,DF,Cruzeiro,20-285,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Pedrão,BRA,DF,Atl Goianiense,31-304,1992,10,550,55,21.1,6.1,7,73,5,3,13,8,1.00,4,8,-4,-0.65,+0.26,5.0,7.5,-2.6,-0.42,-0.20
Pedrinho,BRA,"MF,DF",Atlético Mineiro,26-187,1998,8,207,26,7.9,2.3,1,80,0,7,18,4,1.50,3,5,-2,-0.87,-0.91,4.2,3.3,+0.9,+0.39,+0.31
Pedrinho,BRA,FW,Flamengo,18-111,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Pedro,BRA,FW,Flamengo,27-119,1997,21,"1,653",79,65.6,18.4,19,83,12,2,37,0,1.95,30,18,+12,+0.65,+0.55,25.8,17.1,+8.7,+0.47,+0.59
João Pedro,BRA,"FW,MF",Cruzeiro,21-258,2003,3,81,27,3.1,0.9,0,,0,3,27,3,1.33,0,0,0,0.00,-0.21,0.2,1.3,-1.1,-1.21,-1.15
João Pedro,BRA,MF,Vasco da Gama,19-181,2005,10,432,43,16.6,4.8,4,65,0,6,29,10,2.10,5,2,+3,+0.62,+1.12,2.9,3.4,-0.5,-0.11,+0.33
João Pedro,BRA,DF,Corinthians,20-291,2003,1,9,9,0.3,0.1,0,,0,1,9,7,1.00,0,0,0,0.00,+0.31,0.0,0.0,0.0,-0.09,0.00
João Pedro,ITA,FW,Grêmio,32-222,1992,11,580,53,22.2,6.4,7,70,0,4,23,0,0.73,6,10,-4,-0.62,-0.62,5.6,8.2,-2.6,-0.40,-0.53
João Pedro,BRA,DF,Grêmio,27-337,1996,23,"1,967",86,75.4,21.9,22,88,17,1,23,4,1.26,25,28,-3,-0.14,0.00,23.9,25.0,-1.1,-0.05,-0.24
João Pedro Pepê,BRA,MF,Grêmio,26-285,1998,18,996,55,38.2,11.1,12,76,3,6,15,6,1.44,14,15,-1,-0.09,+0.08,13.1,13.2,-0.1,-0.01,-0.03
Peixoto,BRA,MF,Juventude,27-109,1997,2,20,10,0.8,0.2,0,,0,2,10,9,0.00,0,0,0,0.00,+0.21,0.2,0.5,-0.3,-1.34,-0.78
Léo Pelé,BRA,DF,Vasco da Gama,28-225,1996,22,"1,980",90,75.9,22.0,22,90,22,0,,7,1.18,22,32,-10,-0.45,-0.60,21.6,31.1,-9.5,-0.43,-0.19
Carlos de Pena,URU,MF,Bahia,32-220,1992,26,631,24,24.2,7.0,4,56,0,22,19,2,1.54,12,8,+4,+0.57,+0.48,11.4,10.2,+1.3,+0.18,-0.06
Fabrizio Peralta,PAR,"MF,FW",Cruzeiro,22-076,2002,4,93,23,3.6,1.0,1,57,0,3,12,3,0.50,0,0,0,0.00,-0.21,1.4,0.4,+1.0,+0.98,+1.12
Gabriel Pereira,BRA,GK,Ath Paranaense,22-107,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Léo Pereira,BRA,DF,Flamengo,28-260,1996,22,"1,561",71,61.9,17.3,16,88,14,6,25,3,1.86,24,18,+6,+0.35,-0.31,22.9,22.1,+0.8,+0.05,-0.60
Matheus Pereira,BRA,"FW,MF",Cruzeiro,28-165,1996,26,"2,203",85,84.4,24.5,24,89,18,2,39,0,1.58,33,24,+9,+0.37,+1.03,27.3,26.0,+1.3,+0.05,+0.96
Yago Pikachu,BRA,"FW,MF",Fortaleza,32-134,1992,26,"1,470",57,54.4,16.3,17,78,4,9,16,1,1.93,23,17,+6,+0.37,+0.15,19.5,21.2,-1.8,-0.11,-0.16
Rafael Pinna,BRA,FW,Juventude,17-043,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,
Joaquín Piquerez,URU,DF,Palmeiras,26-054,1998,16,"1,314",82,50.3,14.6,15,86,11,1,24,1,1.88,21,12,+9,+0.62,-0.56,26.4,15.2,+11.2,+0.77,-0.12
Rafael Pires,BRA,GK,São Paulo,35-116,1989,18,"1,620",90,60.0,18.0,18,90,18,0,,4,1.50,24,18,+6,+0.33,+0.08,21.8,15.5,+6.3,+0.35,+0.15
Lucas Piton,BRA,DF,Vasco da Gama,24-008,2000,24,"2,075",86,79.5,23.1,24,86,18,0,,2,1.21,23,34,-11,-0.48,-0.81,23.5,33.1,-9.6,-0.42,-0.15
Isidro Pitta,PAR,FW,Cuiabá,25-064,1999,26,"2,100",81,83.3,23.3,25,83,14,1,14,0,0.92,24,33,-9,-0.39,+0.69,22.6,28.1,-5.5,-0.24,+0.60
Gonzalo Plata,ECU,FW,Flamengo,23-351,2000,3,166,55,6.6,1.8,2,75,1,1,16,0,2.33,2,1,+1,+0.54,+0.08,3.6,1.5,+2.1,+1.15,+0.94
Tomas Pochettino,ARG,MF,Fortaleza,28-259,1996,24,"1,405",59,52.0,15.6,17,73,2,7,24,3,1.83,21,15,+6,+0.38,+0.18,18.8,18.5,+0.3,+0.02,+0.11
Mateo Ponte,URU,DF,Botafogo (RJ),21-146,2003,13,912,70,34.9,10.1,12,74,5,1,23,15,2.15,17,11,+6,+0.59,-0.26,15.6,9.7,+5.9,+0.59,+0.35
Werik Popó,BRA,FW,Criciúma,23-000,2001,1,10,10,0.4,0.1,0,,0,1,10,6,0.00,0,0,0,0.00,+0.21,0.3,0.2,+0.1,+0.78,+1.05
Werik Popó,BRA,FW,Juventude,23-000,2001,5,42,8,1.6,0.5,0,,0,5,8,2,1.60,1,0,+1,+2.14,+2.39,1.7,0.9,+0.8,+1.73,+2.33
Gustavo Prado,BRA,"FW,MF",Internacional,19-133,2005,23,561,24,22.3,6.2,2,61,0,21,21,5,1.52,13,8,+5,+0.80,+0.53,13.4,8.1,+5.3,+0.85,+0.21
Bruno Praxedes,BRA,MF,Ath Paranaense,22-252,2002,5,148,30,6.1,1.6,1,72,0,4,19,1,0.40,0,1,-1,-0.61,-0.49,2.0,1.4,+0.5,+0.31,+0.31
Bruno Praxedes,BRA,MF,Vasco da Gama,22-252,2002,6,262,44,10.0,2.9,3,61,0,3,27,3,2.00,4,5,-1,-0.34,-0.04,3.1,5.7,-2.6,-0.90,-0.57
Erick Pulgar,CHI,MF,Flamengo,30-276,1994,16,"1,189",74,47.2,13.2,14,80,8,2,35,1,1.94,20,9,+11,+0.83,+0.70,20.3,10.0,+10.3,+0.78,+0.97
Du Queiroz,BRA,MF,Grêmio,24-272,2000,14,586,42,22.5,6.5,6,72,2,8,19,10,1.00,3,10,-7,-1.08,-1.21,5.5,8.4,-2.9,-0.44,-0.58
Igor Rabello,BRA,DF,Atlético Mineiro,29-172,1995,11,647,59,24.8,7.2,7,72,4,4,35,17,1.55,8,7,+1,+0.14,+0.23,7.2,6.8,+0.4,+0.05,-0.06
Zé Rafael,BRA,MF,Palmeiras,31-123,1993,14,832,59,31.9,9.2,10,77,4,4,15,4,2.21,15,8,+7,+0.76,-0.20,18.9,6.9,+11.9,+1.26,+0.64
Rafinha,BRA,DF,São Paulo,39-040,1985,6,366,61,13.6,4.1,5,71,1,1,11,8,1.14,4,5,-1,-0.25,-0.63,4.1,2.8,+1.3,+0.31,+0.02
Railan,BRA,"DF,FW",Cuiabá,24-221,2000,17,840,49,33.3,9.3,7,79,5,10,28,10,0.82,8,19,-11,-1.18,-1.02,8.9,13.2,-4.3,-0.46,-0.18
André Ramalho,BRA,DF,Corinthians,32-244,1992,10,872,87,33.4,9.7,10,87,9,0,,0,1.00,9,11,-2,-0.21,+0.16,12.6,12.9,-0.3,-0.03,+0.07
Eric Ramires,BRA,MF,Red Bull Bragantino,24-068,2000,20,"1,050",53,40.2,11.7,11,70,3,9,31,1,1.25,14,12,+2,+0.17,+0.52,11.0,13.3,-2.3,-0.20,+0.14
Ramon,BRA,DF,Cuiabá,23-218,2001,21,"1,832",87,72.7,20.4,21,87,17,0,,1,1.14,23,21,+2,+0.10,+2.19,19.4,22.4,-2.9,-0.14,+0.70
Randerson,BRA,MF,Atl Goianiense,20-219,2004,2,14,7,0.5,0.2,0,,0,2,7,6,0.50,0,0,0,0.00,+0.87,0.2,0.1,+0.1,+0.87,+1.14
Pedro Rangel,BRA,GK,Atl Goianiense,24-110,2000,6,540,90,20.7,6.0,6,90,6,0,,18,0.63,4,14,-10,-1.67,-1.01,4.1,11.2,-7.0,-1.17,-1.15
Raniele,BRA,"MF,DF",Corinthians,27-291,1996,24,"1,751",73,67.1,19.5,21,81,9,3,20,1,0.92,16,29,-13,-0.67,-1.09,19.7,24.7,-5.1,-0.26,-0.54
Rafael Ratão,BRA,"FW,MF",Bahia,28-322,1995,15,319,21,12.2,3.5,0,,0,15,21,13,1.60,6,5,+1,+0.28,+0.09,6.3,4.7,+1.6,+0.45,+0.25
Wellington Rato,BRA,"FW,MF",São Paulo,32-111,1992,20,954,48,35.3,10.6,10,74,1,10,22,2,1.75,9,11,-2,-0.19,-0.76,11.7,10.7,+1.0,+0.09,-0.31
Raul,BRA,MF,Red Bull Bragantino,28-098,1996,21,"1,171",56,44.9,13.0,14,71,5,7,26,5,1.43,15,15,0,0.00,+0.25,15.3,14.5,+0.8,+0.06,+0.62
Pedro Raul,BRA,FW,Corinthians,27-347,1996,17,525,31,20.1,5.8,4,68,1,13,20,8,0.53,3,5,-2,-0.34,-0.04,6.6,6.5,+0.1,+0.01,+0.12
Rayan,BRA,MF,Flamengo,19-288,2005,0,,,,,0,,0,0,,10,,,,,,,,,,,
Leonardo Realpe,ECU,DF,Red Bull Bragantino,23-234,2001,1,90,90,3.4,1.0,1,90,1,0,,9,1.00,2,2,0,0.00,+0.14,1.3,0.8,+0.6,+0.56,+0.87
Reinaldo,BRA,DF,Grêmio,35-019,1989,21,"1,806",86,69.2,20.1,20,90,19,1,10,1,1.24,23,26,-3,-0.15,-0.04,25.2,24.9,+0.2,+0.01,+0.01
Gustavo Reis,BRA,GK,Red Bull Bragantino,19-129,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Vitor Reis,BRA,DF,Palmeiras,18-279,2006,11,828,75,31.7,9.2,9,90,9,2,9,9,1.64,13,9,+4,+0.43,-0.68,13.5,10.2,+3.3,+0.35,-0.69
Renan,BRA,FW,Ath Paranaense,21-260,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Robert Renan,BRA,DF,Internacional,21-006,2003,12,959,80,38.1,10.7,10,90,10,2,30,7,1.08,10,13,-3,-0.28,-1.09,14.1,10.7,+3.5,+0.33,-0.58
Renê,BRA,DF,Internacional,32-033,1992,14,953,68,37.8,10.6,11,86,10,3,3,13,1.43,8,8,0,0.00,-0.63,13.0,8.4,+4.6,+0.43,-0.41
Rezende,BRA,"MF,DF",Bahia,29-289,1995,18,574,32,22.0,6.4,4,90,4,14,15,5,1.61,10,8,+2,+0.31,+0.14,9.5,9.5,0.0,0.00,-0.30
Rhaldney,BRA,MF,Atl Goianiense,25-332,1998,24,"1,656",69,63.4,18.4,22,73,5,2,28,1,0.79,12,30,-18,-0.98,-0.32,16.6,23.5,-6.9,-0.37,-0.31
Rhyan,BRA,GK,Cuiabá,18-288,2006,0,,,,,0,,0,0,,10,,,,,,,,,,,
Everton Ribeiro,BRA,MF,Bahia,35-190,1989,28,"1,980",71,75.9,22.0,25,75,8,3,35,0,1.61,27,23,+4,+0.18,-0.10,28.5,19.6,+8.9,+0.40,+0.72
Ricardo,BRA,MF,Vitória,30-233,1994,10,467,47,17.9,5.2,6,62,0,4,24,2,1.40,5,6,-1,-0.19,+0.27,5.1,4.3,+0.8,+0.16,+0.38
João Ricardo Riedi,BRA,GK,Fortaleza,36-041,1988,30,"2,700",90,100.0,30.0,30,90,30,0,,0,1.87,39,30,+9,+0.30,,34.7,35.7,-1.0,-0.03,
Charles Rigon Matos,BRA,"MF,DF",Corinthians,28-120,1996,8,467,58,17.9,5.2,5,78,2,3,25,2,1.13,5,6,-1,-0.19,+0.14,5.9,6.1,-0.2,-0.05,+0.05
Rikelme,BRA,DF,Cuiabá,21-093,2003,8,497,62,19.7,5.5,5,87,4,3,21,10,1.00,1,10,-9,-1.63,-1.41,4.2,7.7,-3.5,-0.64,-0.38
Rildo,BRA,"FW,MF",Juventude,24-270,2000,6,119,20,4.6,1.3,0,,0,6,20,3,1.17,0,0,0,0.00,+0.22,1.4,1.7,-0.3,-0.24,+0.34
Richard Ríos,COL,MF,Palmeiras,24-137,2000,16,"1,119",70,42.9,12.4,13,78,4,3,35,1,1.75,18,6,+12,+0.97,+0.12,17.1,10.0,+7.1,+0.57,-0.44
Riquelme,BRA,MF,Red Bull Bragantino,18-284,2006,1,6,6,0.2,0.1,0,,0,1,6,4,0.00,0,0,0,0.00,+0.14,0.0,0.0,0.0,0.00,+0.28
Diogo Riquelme,BRA,MF,Ath Paranaense,19-177,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,
Robert,BRA,"MF,FW",Cruzeiro,19-187,2005,12,396,33,15.2,4.4,3,80,0,9,17,4,1.42,4,2,+2,+0.45,+0.29,4.5,3.8,+0.7,+0.16,+0.30
Jhonata Robert,BRA,MF,Criciúma,24-357,1999,3,62,21,2.4,0.7,0,,0,3,21,4,1.33,1,0,+1,+1.45,+1.70,0.9,1.8,-0.9,-1.28,-1.04
Paulo Roberto,BRA,FW,Vitória,18-275,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Cauã da Rocha,BRA,DF,Juventude,19-309,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Kaique Rocha,BRA,DF,Ath Paranaense,23-232,2001,26,"2,216",85,91.2,24.6,25,88,24,1,11,1,1.19,24,27,-3,-0.12,+0.30,31.0,30.6,+0.4,+0.01,-0.03
Marcos Rocha,BRA,DF,Palmeiras,35-311,1988,21,"1,419",68,54.4,15.8,14,85,10,7,33,6,1.95,30,8,+22,+1.40,+1.09,30.8,14.3,+16.5,+1.04,+0.48
Pedro Rocha Neves,BRA,MF,Criciúma,30-017,1994,1,7,7,0.3,0.1,0,,0,1,7,1,0.00,0,0,0,0.00,+0.21,0.0,0.7,-0.6,-8.15,-7.91
Pedro Rocha Neves,BRA,"FW,MF",Fortaleza,30-017,1994,4,48,12,1.8,0.5,0,,0,4,12,8,1.75,1,0,+1,+1.87,+1.60,1.3,0.8,+0.5,+0.98,+1.03
Sergio Rochet,URU,GK,Internacional,31-208,1993,18,"1,620",90,64.3,18.0,18,90,18,0,,0,1.83,28,17,+11,+0.61,+0.61,34.0,14.8,+19.2,+1.07,+1.06
Yeferson Rodallega,COL,DF,Atl Goianiense,23-329,2000,2,105,53,4.0,1.2,1,90,1,1,15,16,0.50,0,3,-3,-2.57,-1.78,0.5,1.4,-0.9,-0.80,-0.56
Rodrigo,BRA,MF,São Paulo,20-215,2004,3,62,21,2.3,0.7,0,,0,3,21,8,3.00,2,0,+2,+2.90,+2.66,1.5,0.6,+0.9,+1.27,+1.00
Arthur Rodrigues,BRA,"FW,MF",Cruzeiro,20-248,2004,3,82,27,3.1,0.9,0,,0,3,27,5,0.33,0,3,-3,-3.29,-3.61,0.3,3.1,-2.8,-3.09,-3.09
Emerson Rodríguez,COL,FW,Vasco da Gama,24-053,2000,10,530,53,20.3,5.9,6,68,2,4,30,2,1.20,4,6,-2,-0.34,-0.04,5.7,6.7,-1.0,-0.17,+0.27
Emiliano Rodríguez,URU,FW,Atl Goianiense,21-093,2003,21,"1,096",52,42.0,12.2,14,68,1,7,21,2,0.71,10,16,-6,-0.49,+0.64,14.1,11.1,+3.0,+0.25,+0.89
James Rodríguez,COL,MF,São Paulo,33-097,1991,2,38,19,1.4,0.4,0,,0,2,19,0,0.50,1,2,-1,-2.37,-2.71,0.2,0.3,-0.1,-0.20,-0.50
Luciano Rodríguez,URU,"FW,MF",Bahia,21-093,2003,10,242,24,9.3,2.7,1,61,0,9,20,0,1.40,3,6,-3,-1.12,-1.46,5.3,5.1,+0.2,+0.07,-0.18
Agustín Rogel,URU,DF,Internacional,27-000,1997,7,466,67,18.5,5.2,6,69,4,1,55,2,1.71,9,4,+5,+0.97,+0.70,11.8,3.2,+8.6,+1.66,+1.19
Roger,BRA,MF,Bahia,17-248,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Robert Rojas,PAR,DF,Vasco da Gama,28-170,1996,5,175,35,6.7,1.9,2,41,0,3,31,19,1.80,1,2,-1,-0.51,-0.22,1.3,1.7,-0.3,-0.17,+0.23
Guilherme Romão,BRA,DF,Atl Goianiense,27-010,1997,24,"2,113",88,81.0,23.5,24,88,21,0,,0,0.50,18,41,-23,-0.98,-0.62,25.9,30.6,-4.7,-0.20,+0.32
Romércio,BRA,DF,Juventude,27-235,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ángel Romero,PAR,FW,Corinthians,32-105,1992,20,"1,260",63,48.3,14.0,15,73,2,5,32,0,1.10,14,18,-4,-0.29,+0.05,17.5,17.2,+0.2,+0.02,+0.19
Lucas Romero,ARG,MF,Cruzeiro,30-182,1994,25,"1,949",78,74.7,21.7,24,79,4,1,45,1,1.52,28,21,+7,+0.32,+0.46,20.1,24.8,-4.8,-0.22,-0.49
Óscar Romero,PAR,"MF,FW",Botafogo (RJ),32-105,1992,17,650,38,24.9,7.2,6,63,1,11,25,10,1.65,13,13,0,0.00,-1.01,10.0,9.8,+0.2,+0.03,-0.44
Rômulo,BRA,DF,Atlético Mineiro,20-260,2004,8,495,62,19.0,5.5,5,74,2,3,42,12,1.13,9,13,-4,-0.73,-0.85,7.6,9.0,-1.4,-0.25,-0.44
Romulo,BRA,MF,Internacional,24-230,2000,20,"1,142",57,45.3,12.7,12,82,5,8,20,6,1.55,16,13,+3,+0.24,-0.29,18.8,12.8,+6.0,+0.47,-0.39
Romulo,BRA,"FW,MF",Palmeiras,23-010,2001,8,152,19,5.8,1.7,1,45,0,7,15,14,2.00,3,0,+3,+1.78,+0.93,3.9,0.6,+3.3,+1.94,+1.19
Ronald,BRA,MF,Criciúma,27-121,1997,21,931,44,35.7,10.3,9,70,0,12,25,2,1.33,14,22,-8,-0.77,-0.88,12.6,14.8,-2.2,-0.21,+0.08
Ronald,BRA,"MF,DF",Grêmio,21-249,2003,10,41,4,1.6,0.5,0,,0,10,4,14,1.40,0,2,-2,-4.39,-4.32,2.0,1.8,+0.2,+0.41,+0.41
Ronaldo,BRA,GK,Atl Goianiense,28-056,1996,23,"2,069",90,79.3,23.0,23,90,22,0,,0,0.87,21,34,-13,-0.57,+1.43,26.9,27.4,-0.5,-0.02,+1.16
Ronaldo,BRA,"MF,DF",Juventude,27-360,1996,4,331,83,12.7,3.7,4,83,3,0,,1,1.25,3,2,+1,+0.27,+0.55,2.8,2.8,+0.1,+0.02,+0.67
Budiga Roni,BRA,"MF,DF",Atl Goianiense,25-185,1999,15,888,59,34.0,9.9,9,80,4,6,28,4,0.60,6,16,-10,-1.01,-0.23,7.5,13.4,-5.9,-0.60,-0.51
Rony,BRA,FW,Palmeiras,29-159,1995,28,"1,394",50,53.4,15.5,13,83,5,15,21,0,1.93,27,13,+14,+0.90,+0.02,31.0,16.0,+15.1,+0.97,+0.31
Matheus Rossetto,BRA,MF,Fortaleza,28-136,1996,15,987,66,36.6,11.0,12,75,3,3,31,6,2.00,18,10,+8,+0.73,+0.68,12.4,8.6,+3.8,+0.34,+0.60
Rossi,BRA,"FW,MF",Vasco da Gama,31-178,1993,11,507,46,19.4,5.6,9,49,0,2,31,8,1.17,6,9,-3,-0.53,-0.28,2.4,7.8,-5.5,-0.97,-0.72
Agustín Rossi,ARG,GK,Flamengo,29-057,1995,26,"2,340",90,92.9,26.0,26,90,26,0,,1,1.85,41,29,+12,+0.46,-0.04,36.5,29.6,+7.0,+0.27,-0.07
Ruan,BRA,DF,São Paulo,25-132,1999,3,270,90,10.0,3.0,3,90,3,0,,4,2.00,5,3,+2,+0.67,+0.41,3.1,2.6,+0.5,+0.17,-0.14
Ruan,BRA,"FW,MF",Juventude,19-167,2005,6,99,17,3.8,1.1,0,,0,6,17,7,0.67,1,4,-3,-2.73,-2.62,1.0,2.2,-1.1,-1.04,-0.49
Rubens,BRA,"DF,MF",Atlético Mineiro,23-118,2001,11,614,56,23.5,6.8,7,76,4,4,21,1,1.18,13,9,+4,+0.59,+0.81,10.4,8.2,+2.2,+0.32,+0.29
Alan Ruschel,BRA,DF,Juventude,35-055,1989,22,"1,868",85,71.6,20.8,22,85,17,0,,1,1.09,21,27,-6,-0.29,-0.29,21.3,33.4,-12.1,-0.58,-0.07
José Sabino,BRA,DF,São Paulo,27-358,1996,7,622,89,23.0,6.9,7,89,6,0,,21,1.71,8,7,+1,+0.14,-0.20,6.5,6.9,-0.4,-0.06,-0.46
Daniel Sales,BRA,DF,Flamengo,18-116,2006,1,1,1,0.0,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,-0.46,0.0,0.1,-0.1,-6.45,-6.73
Rodrigo Sam,BRA,DF,Juventude,29-085,1995,12,758,63,29.0,8.4,7,83,6,5,35,3,1.17,7,13,-6,-0.71,-0.71,6.8,11.9,-5.1,-0.61,-0.07
Philipe Sampaio,BRA,DF,Atl Goianiense,29-341,1994,1,90,90,3.4,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-1.18,0.7,0.8,-0.1,-0.06,+0.21
Alex Sandro,BRA,DF,Flamengo,33-265,1991,2,120,60,4.8,1.3,1,90,1,1,30,0,2.00,2,1,+1,+0.75,+0.30,2.2,1.1,+1.1,+0.85,+0.61
Alex Santana,BRA,"MF,FW",Ath Paranaense,29-157,1995,4,101,25,4.2,1.1,0,,0,4,25,8,1.75,1,2,-1,-0.89,-0.78,0.6,1.0,-0.4,-0.31,-0.35
Alex Santana,BRA,MF,Corinthians,29-157,1995,4,346,87,13.3,3.8,4,87,3,0,,0,1.75,5,4,+1,+0.26,+0.66,3.5,5.1,-1.6,-0.41,-0.38
Santos,BRA,GK,Fortaleza,34-214,1990,0,,,,,0,,0,0,,15,,,,,,,,,,,
Ademir Santos,BRA,"FW,MF",Bahia,29-244,1995,22,600,27,23.0,6.7,4,55,0,18,21,1,1.64,11,11,0,0.00,-0.27,11.5,9.2,+2.2,+0.33,+0.13
Allyson Aires dos Santos,BRA,DF,Cuiabá,33-360,1990,1,90,90,3.6,1.0,1,90,1,0,,16,0.50,0,4,-4,-4.00,-3.63,0.3,2.0,-1.6,-1.64,-1.36
Eduardo Santos,BRA,DF,Red Bull Bragantino,26-324,1997,16,"1,195",75,45.8,13.3,12,90,12,4,29,7,0.81,11,17,-6,-0.45,-0.58,14.3,20.3,-6.0,-0.45,-0.31
Juan Santos,BRA,"FW,MF",São Paulo,22-225,2002,10,263,26,9.7,2.9,3,69,1,7,8,10,1.70,3,5,-2,-0.68,-1.09,3.0,3.6,-0.6,-0.22,-0.57
Júnior Santos,BRA,FW,Botafogo (RJ),30-006,1994,18,"1,327",74,50.8,14.7,15,83,8,3,27,0,2.06,24,11,+13,+0.88,+0.25,18.3,14.6,+3.7,+0.25,-0.22
Kayke Santos,BRA,FW,Ath Paranaense,16-174,2008,1,3,3,0.1,0.0,0,,0,1,3,8,3.00,0,0,0,0.00,+0.15,0.0,0.0,0.0,+0.51,+0.49
Lucas Furtado dos Santos,BRA,MF,Flamengo,19-222,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Luis Eduardo Marques dos Santos,BRA,DF,Criciúma,27-140,1997,9,391,43,15.0,4.3,5,58,0,4,25,0,1.22,4,5,-1,-0.23,-0.03,3.4,4.8,-1.4,-0.31,-0.06
Luis Eduardo Marques dos Santos,BRA,"FW,DF",Fortaleza,27-140,1997,3,18,6,0.7,0.2,0,,0,3,6,13,2.33,0,0,0,0.00,-0.30,0.0,0.2,-0.2,-1.00,-0.97
Renato Santos,BRA,DF,Corinthians,20-006,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tevis Gabriel Alves Santos,BRA,FW,Cruzeiro,18-263,2006,1,25,25,1.0,0.3,0,,0,1,25,2,0.00,0,0,0,0.00,-0.21,0.4,0.2,+0.2,+0.83,+0.93
Renzo Saravia,ARG,DF,Atlético Mineiro,31-123,1993,23,"1,605",70,61.5,17.8,18,83,14,5,22,0,1.48,23,23,0,0.00,+0.09,21.3,19.0,+2.3,+0.13,+0.07
Eduardo Sasha,BRA,FW,Red Bull Bragantino,32-236,1992,20,"1,456",73,55.8,16.2,18,76,4,2,45,0,1.15,18,22,-4,-0.25,-0.25,15.8,21.6,-5.7,-0.36,-0.18
Lucas Sasha,BRA,MF,Fortaleza,34-230,1990,20,"1,210",61,44.8,13.4,12,81,4,8,30,3,2.10,17,13,+4,+0.30,0.00,18.5,15.0,+3.5,+0.26,+0.54
Gustavo Sauer,BRA,"FW,MF",Cuiabá,31-170,1993,6,231,39,9.2,2.6,3,62,0,3,15,0,1.33,3,1,+2,+0.78,+1.41,2.0,2.7,-0.8,-0.29,+0.05
Jefferson Savarino,VEN,"MF,FW",Botafogo (RJ),27-341,1996,20,"1,377",69,52.8,15.3,14,85,10,6,32,0,2.10,26,12,+14,+0.92,+0.33,25.1,16.9,+8.2,+0.54,+0.38
