Player,Nation,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,182,162,19,5,2,3,15,4,9,4,3,0,145,1,2
Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,662,518,142,14,1,1,38,127,0,0,0,0,518,2,21
David Braz,BRA,DF,Fluminense,35,1987,9.6,651,607,42,31,0,6,1,7,0,0,0,0,558,2,2
Brenno,BRA,GK,Grêmio,23,1999,1.0,19,12,7,4,0,0,0,0,0,0,0,0,17,0,0
Breno,BRA,MF,América (MG),19,2003,12.9,590,567,19,14,1,5,6,1,0,0,0,0,491,4,10
Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Breno,BRA,FW,Palmeiras,27,1996,15.2,355,349,1,0,0,1,29,1,0,0,0,0,266,5,12
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,1349,1249,96,46,0,7,11,50,0,0,0,0,1105,4,10
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,7.9,302,285,15,3,1,1,17,0,11,4,1,1,240,2,8
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,2265,2137,126,98,1,42,14,22,0,0,0,0,2018,2,10
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,23.1,1042,907,130,43,12,10,146,6,79,34,44,0,769,5,23
Esteban Burgos,ARG,DF,América (MG),31,1992,3.3,89,80,9,9,0,2,0,0,0,0,0,0,67,0,0
Fabricio Bustos,ARG,DF,Internacional,26,1996,27.8,1721,1438,278,20,0,2,56,258,0,0,0,0,1353,5,54
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37.0,1220,800,418,120,0,0,0,0,0,0,0,0,959,2,0
Cacá,BRA,DF,Ath Paranaense,23,1999,18.8,752,727,23,22,0,9,4,1,0,0,0,0,612,2,8
Cadu,BRA,DF,Santos,20,2002,0.2,11,8,3,0,0,0,1,3,0,0,0,0,8,0,1
Caetano,BRA,DF,Corinthians,23,1999,13.4,799,770,28,24,0,17,1,4,0,0,0,0,722,1,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,19.0,557,545,8,2,1,1,49,3,1,0,0,0,399,4,26
Júnior Caiçara,BRA,DF,Santos,33,1989,1.9,131,108,23,2,0,0,15,19,2,1,1,0,101,0,5
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,0.7,62,60,2,2,0,1,0,0,0,0,0,0,60,0,0
Caíque,BRA,GK,Grêmio,25,1997,4.0,95,50,45,12,0,0,0,0,0,0,0,0,59,0,0
Calebe,BRA,"MF,FW",Fortaleza,22,2000,16.4,546,485,51,18,6,6,68,3,30,17,8,0,404,10,14
Jonathan Calleri,ARG,FW,São Paulo,29,1993,15.0,267,238,27,0,1,3,11,1,0,0,0,0,176,2,11
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,5.8,288,232,55,1,0,3,29,53,1,0,0,0,209,1,5
Guilherme Camacho,BRA,MF,Santos,32,1990,5.0,257,235,19,18,2,1,4,0,1,0,0,0,215,3,4
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Gustavo Campanharo,BRA,MF,Internacional,30,1992,7.7,378,363,15,15,0,0,2,0,0,0,0,0,346,0,4
Camilo Cándido,URU,DF,Bahia,27,1995,13.8,740,592,143,22,1,3,46,120,1,1,0,0,544,5,13
Luan Cândido,BRA,DF,Red Bull Bragantino,21,2001,12.0,610,531,77,9,0,5,14,68,0,0,0,0,482,2,11
Germán Cano,ARG,FW,Fluminense,34,1988,27.4,490,433,55,1,0,6,21,2,0,0,0,0,375,2,16
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,24,1998,23.5,840,768,70,7,7,5,69,40,23,4,9,0,639,2,29
Víctor Cantillo,COL,MF,Corinthians,29,1993,3.0,163,157,6,5,0,2,0,1,0,0,0,0,143,0,2
Manuel Capasso,ARG,DF,Vasco da Gama,26,1996,6.2,343,336,7,7,1,2,0,0,0,0,0,0,286,0,1
Juninho Capixaba,BRA,DF,Red Bull Bragantino,25,1997,31.9,2107,1723,379,84,3,26,100,286,8,4,3,0,1613,5,58
Gabriel Carabajal,ARG,MF,Vasco da Gama,31,1991,1.4,108,86,20,13,1,3,20,0,7,5,2,0,66,2,4
Felipe Carballo,URU,MF,Grêmio,26,1996,17.1,815,784,26,19,6,4,14,6,1,0,1,0,655,5,21
Johnny Cardoso,USA,MF,Internacional,21,2001,17.9,784,765,15,14,2,3,4,1,0,0,0,0,679,4,7
Ed Carlos,BRA,"MF,FW",Santos,21,2001,0.4,41,37,4,2,0,0,2,1,1,1,0,0,34,0,1
João Carlos,BRA,GK,Cuiabá,34,1988,3.0,66,37,29,4,0,0,0,0,0,0,0,0,51,0,0
Ryan Carlos,BRA,DF,Bahia,20,2002,6.4,408,347,60,6,0,3,34,54,0,0,0,0,311,1,18
Alan Carvalho,CHN,MF,Fluminense,33,1989,0.5,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1
Cássio,BRA,GK,Corinthians,35,1987,36.8,1104,642,462,93,0,2,0,0,0,0,0,0,882,0,0
Luciano Castán,BRA,DF,Cruzeiro,33,1989,35.7,1936,1832,99,91,0,17,3,3,0,0,0,0,1659,5,14
Iury de Castilho,BRA,FW,Cuiabá,27,1995,4.4,85,80,4,0,0,1,10,3,1,0,0,0,56,1,6
Matheus Cavichioli,BRA,GK,América (MG),36,1986,15.0,377,224,152,37,0,1,0,0,0,0,0,0,261,1,1
Juan Cazares,ECU,"MF,FW",América (MG),30,1992,3.1,140,115,24,9,1,2,18,4,9,5,4,0,98,1,5
Brayan Ceballos,COL,DF,Fortaleza,21,2001,2.3,143,137,5,5,0,0,0,0,0,0,0,0,118,1,1
Pablo Ceppelini,URU,MF,Cuiabá,31,1991,11.1,615,477,134,57,0,2,120,11,62,22,32,0,454,4,7
Murilo Cerqueira,BRA,DF,Palmeiras,25,1997,24.1,1279,1232,44,39,4,11,1,0,0,0,0,0,1142,3,8
Ricardo Cerqueira,BRA,MF,Cuiabá,20,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Júlio César,BRA,DF,América (MG),19,2003,6.6,313,298,14,9,0,1,0,5,0,0,0,0,271,1,1
Reynaldo Cesar Moraes,BRA,DF,Cruzeiro,26,1997,0.7,32,31,1,1,0,0,0,0,0,0,0,0,26,0,0
Reynaldo Cesar Moraes,BRA,DF,Coritiba,26,1997,2.7,82,77,5,1,0,1,2,4,0,0,0,0,63,0,0
Kayky Chagas,BRA,"FW,MF",Bahia,19,2003,4.6,144,131,13,0,1,0,12,1,12,7,0,1,109,0,5
Jhon Chancellor,VEN,DF,Coritiba,31,1992,3.4,101,99,2,2,0,0,0,0,0,0,0,0,80,0,0
Gabriel Chapecó,BRA,GK,Grêmio,22,2000,31.0,831,436,393,77,0,1,0,1,0,0,0,0,524,2,0
Gabriel Chaves,BRA,"FW,MF",Vasco da Gama,21,2001,29.0,591,531,56,11,5,2,92,16,27,17,2,0,440,4,20
Jhoanner Chávez,ECU,"DF,MF",Bahia,20,2002,6.5,334,269,65,5,0,0,15,60,0,0,0,0,258,0,10
Chiqueti,BRA,MF,Ath Paranaense,17,2005,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
Christian,BRA,"MF,FW",Ath Paranaense,22,2000,15.1,613,583,27,4,2,5,21,22,1,0,1,0,489,3,25
Cicinho,BUL,DF,Bahia,34,1988,8.4,384,293,88,16,0,3,23,72,0,0,0,0,305,3,17
Cipriano,BRA,DF,Red Bull Bragantino,20,2002,0.8,29,28,1,1,0,0,0,0,0,0,0,0,26,0,0
Marcelo Cirino,BRA,"FW,MF",Ath Paranaense,31,1992,1.1,18,18,0,0,0,0,0,0,0,0,0,0,10,0,0
Léo Cittadini,BRA,MF,Bahia,28,1994,1.5,93,90,3,3,0,0,1,0,0,0,0,0,81,0,1
Léo Cittadini,BRA,"MF,FW",Ath Paranaense,28,1994,2.2,79,73,6,4,0,0,6,0,1,0,1,0,65,0,3
Mateus Claus,BRA,GK,Bahia,28,1994,0.6,12,5,7,2,0,0,0,0,0,0,0,0,11,0,0
Clayson,BRA,"FW,MF",Cuiabá,27,1995,18.2,632,543,78,22,2,4,102,7,48,17,19,0,433,11,36
Mateus Cocão,BRA,MF,Vasco da Gama,20,2002,3.9,231,226,5,4,1,1,7,0,1,0,1,0,205,0,2
Diego Costa,ESP,FW,Botafogo (RJ),34,1988,5.7,128,118,9,0,0,2,8,1,0,0,0,0,82,1,8
Philippe Costa,BRA,FW,Goiás,22,2000,1.2,18,17,1,0,0,1,0,0,0,0,0,0,16,0,0
Talles Costa,BRA,"MF,FW",São Paulo,20,2002,1.5,95,90,5,3,0,0,1,2,0,0,0,0,83,0,2
Lucas Crispim,BRA,"MF,DF",Fortaleza,28,1994,5.4,352,325,26,11,0,3,12,11,4,0,4,0,299,1,6
Franco Cristaldo,ARG,"MF,FW",Grêmio,26,1996,23.7,1282,1119,159,58,4,13,120,12,81,26,27,0,976,4,34
Tomás Cuello,ARG,"MF,FW",Ath Paranaense,22,2000,22.8,994,831,159,12,1,6,123,123,24,10,10,0,670,4,37
Víctor Cuesta,ARG,DF,Botafogo (RJ),34,1988,35.0,1734,1632,95,53,2,14,30,8,0,0,0,0,1438,7,5
Cuiabano,BRA,"DF,MF",Grêmio,19,2003,5.4,224,189,33,6,1,4,20,26,1,0,0,0,132,2,14
