Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Irakli Azarov,GEO,DF,Red Star,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Serdar Aziz,TUR,DF,Fenerbahçe,31,1990,5.0,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sardar Azmoun,IRN,FW,Leverkusen,27,1995,3.0,8,2.70,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Oussama El Azzouzi,MAR,MF,Union SG,21,2001,1.6,4,2.43,4,0,0,0,0,0,1,0.61,1,0,0,0,0,0
Ousseynou Ba,SEN,DF,Olympiacos,26,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fouad Bachirou,COM,MF,AC Omonia,32,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loïc Bade,FRA,DF,Sevilla,22,2000,5.8,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nikolai Baden Frederiksen,DEN,FW,Ferencváros,22,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benoît Badiashile,FRA,DF,Monaco,21,2001,5.0,10,2.00,10,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Cédric Badolo,BFA,"MF,FW",Sheriff Tiraspol,23,1998,6.0,18,3.01,15,0,1,1,0,1,0,0.00,0,0,0,0,0,0
Anastasios Bakasetas,GRE,MF,Trabzonspor,29,1993,5.1,37,7.18,26,8,0,2,1,0,4,0.78,3,1,0,0,0,0
Johan Bakayoko,BEL,FW,PSV Eindhoven,19,2003,2.7,9,3.32,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Mitchel Bakker,NED,"DF,MF",Leverkusen,22,2000,5.7,18,3.33,15,1,2,0,0,0,0,0.00,0,0,0,0,0,0
Alejandro Balde,ESP,DF,Barcelona,18,2003,1.3,2,1.58,1,0,0,0,1,0,1,0.79,0,0,0,0,1,0
Simon Banza,COD,FW,Braga,25,1996,2.0,5,2.46,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Enis Bardhi,MKD,"MF,FW",Trabzonspor,27,1995,3.6,11,3.08,7,2,0,1,0,1,1,0.28,1,0,0,0,0,0
Brandon Barker,ENG,"FW,MF",AC Omonia,25,1996,2.1,1,0.48,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Enzo Barrenechea,ARG,MF,Juventus,21,2001,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0
Ander Barrenetxea,ESP,MF,Real Sociedad,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marc Bartra,ESP,DF,Trabzonspor,31,1991,6.0,6,1.00,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toma Bašić,CRO,MF,Lazio,25,1996,2.2,7,3.18,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Calvin Bassey,NGA,DF,Ajax,22,1999,2.0,2,1.00,1,0,0,0,1,0,1,0.50,1,0,0,0,0,0
Michy Batshuayi,BEL,FW,Fenerbahçe,28,1993,3.7,6,1.63,5,0,1,0,0,0,1,0.27,1,0,0,0,0,0
Altay Bayındır,TUR,GK,Fenerbahçe,24,1998,8.0,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Toral Bayramov,AZE,DF,Qarabağ,21,2001,2.6,3,1.17,3,0,0,0,0,0,1,0.39,1,0,0,0,0,0
Sheraldo Becker,SUR,FW,Union Berlin,27,1995,9.5,18,1.89,12,1,1,2,1,1,1,0.11,1,0,0,0,0,0
Donny van de Beek,NED,MF,Manchester Utd,25,1997,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Behrens,GER,FW,Union Berlin,31,1991,3.8,8,2.09,6,0,0,0,2,0,1,0.26,0,0,0,0,1,0
Felix Beijmo,SWE,DF,Malmö,24,1998,5.6,12,2.14,10,0,0,2,0,0,1,0.18,1,0,0,0,0,0
Karim Bellarabi,GER,FW,Leverkusen,32,1990,0.1,1,18.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Héctor Bellerín,ESP,"DF,MF",Sporting CP,27,1995,0.9,2,2.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeanuël Belocian,FRA,DF,Rennes,17,2005,3.3,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrea Belotti,ITA,FW,Roma,28,1993,8.6,20,2.42,12,0,1,3,4,0,0,0.00,0,0,0,0,0,0
Eliesse Ben Seghir,MAR,FW,Monaco,17,2005,1.4,4,2.93,3,0,0,0,1,0,2,1.46,1,0,0,0,1,0
Wissam Ben Yedder,FRA,FW,Monaco,31,1990,5.8,16,2.75,10,0,1,3,1,1,2,0.34,2,0,0,0,0,0
Walter Benítez,ARG,GK,PSV Eindhoven,29,1993,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Berg,NOR,MF,Bodø/Glimt,24,1997,5.0,12,2.40,7,4,0,0,0,1,1,0.20,1,0,0,0,0,0
Steven Berghuis,NED,"MF,FW",Ajax,30,1991,2.0,4,2.00,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Steven Bergwijn,NED,"FW,MF",Ajax,24,1997,1.7,5,2.94,3,1,0,1,0,0,1,0.59,1,0,0,0,0,0
Bernardo,BRA,DF,RB Salzburg,27,1995,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Muhamed Bešić,BIH,MF,Ferencváros,29,1992,3.6,11,3.01,9,0,2,0,0,0,1,0.27,1,0,0,0,0,0
Artem Besyedin,UKR,FW,Dynamo Kyiv,26,1996,2.8,5,1.78,2,0,0,1,0,2,1,0.36,0,0,0,1,0,0
Roman Bezus,UKR,MF,AC Omonia,31,1990,2.2,11,4.97,8,0,1,0,1,1,0,0.00,0,0,0,0,0,0
Pep Biel,ESP,"MF,FW",Olympiacos,25,1996,4.4,15,3.44,8,5,0,2,0,0,1,0.23,0,0,0,1,0,0
Justin Bijlow,NED,GK,Feyenoord,24,1998,8.3,2,0.25,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Emmanuel van de Blaak,NED,DF,PSV Eindhoven,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludovic Blas,FRA,"MF,FW",Nantes,24,1997,7.5,36,4.80,19,6,4,4,3,0,4,0.53,4,0,0,0,0,0
Myron Boadu,NED,"FW,MF",Monaco,21,2001,1.3,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Franck Boli,CIV,FW,Ferencváros,28,1993,1.2,2,1.75,2,0,0,0,0,0,1,0.87,1,0,0,0,0,0
Valerii Bondar,UKR,DF,Shakhtar,23,1999,3.3,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Artem Bondarenko,UKR,MF,Shakhtar,21,2000,3.9,3,0.84,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Victor Boniface,NGA,FW,Union SG,21,2000,8.6,19,2.22,8,0,5,3,2,1,3,0.35,1,0,2,0,0,0
Leonardo Bonucci,ITA,DF,Juventus,35,1987,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nikola Boranijašević,SRB,DF,Zürich,30,1992,5.6,10,1.78,9,0,0,0,0,1,1,0.18,1,0,0,0,0,0
Kady Borges,BRA,"MF,FW",Qarabağ,26,1996,5.7,28,4.93,17,7,2,1,1,0,3,0.53,3,0,0,0,0,0
Cristian Borja,COL,DF,Braga,29,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Milan Borjan,CAN,GK,Red Star,34,1987,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleksandar Borković,AUT,DF,Sturm Graz,23,1999,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Endre Botka,HUN,DF,Ferencváros,27,1994,5.6,6,1.07,3,2,1,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Bouchalakis,GRE,MF,Olympiacos,29,1993,4.1,7,1.71,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nassim Boujellab,MAR,MF,HJK,23,1999,2.7,7,2.57,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Yassine Bounou,MAR,GK,Sevilla,31,1991,6.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,28,1994,5.7,25,4.40,17,7,0,1,0,0,3,0.53,2,1,0,0,0,0
Edoardo Bove,ITA,MF,Roma,20,2002,2.8,6,2.17,4,0,1,0,1,0,1,0.36,1,0,0,0,0,0
Josh Bowler,ENG,FW,Olympiacos,23,1999,2.0,5,2.53,1,0,1,1,1,1,0,0.00,0,0,0,0,0,0
Denys Boyko,UKR,GK,Dynamo Kyiv,34,1988,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Umut Bozok,TUR,"FW,MF",Trabzonspor,25,1996,2.6,12,4.60,8,0,1,1,2,0,4,1.53,1,0,1,1,1,0
Jarrad Branthwaite,ENG,DF,PSV Eindhoven,20,2002,2.9,2,0.69,2,0,0,0,0,0,1,0.35,1,0,0,0,0,0
Claudio Bravo,CHI,GK,Betis,39,1983,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yanick Brecher,SUI,GK,Zürich,29,1993,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gleison Bremer,BRA,DF,Juventus,25,1997,7.1,6,0.88,4,0,0,1,0,1,1,0.15,0,0,0,1,0,0
Brian Brobbey,NED,FW,Ajax,20,2002,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Browne,PNG,DF,HJK,26,1995,5.5,11,2.00,9,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Osman Bukari,GHA,"MF,FW",Red Star,23,1998,3.9,15,3.87,12,0,2,1,0,0,2,0.52,2,0,0,0,0,0
Ezequiel Bullaude,ARG,"MF,DF",Feyenoord,21,2000,0.8,1,1.67,1,0,0,0,0,0,1,1.67,1,0,0,0,0,0
Mykyta Burda,UKR,DF,Dynamo Kyiv,27,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Burgess,ENG,DF,Union SG,30,1991,9.5,3,0.32,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,28,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Busquets,ESP,MF,Barcelona,34,1988,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Buya Turay,SLE,"FW,MF",Malmö,27,1995,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vitaliy Buyalskyi,UKR,"FW,MF",Dynamo Kyiv,29,1993,5.6,14,2.50,10,0,2,0,2,0,3,0.54,2,0,1,0,0,0
Uğurcan Çakır,TUR,GK,Trabzonspor,26,1996,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Camara,GUI,MF,Roma,25,1997,2.4,6,2.45,6,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Mohamed Camara,MLI,MF,Monaco,22,2000,7.2,12,1.67,11,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Canales,ESP,"MF,FW",Betis,31,1991,5.4,22,4.09,13,6,0,3,0,0,1,0.19,1,0,0,0,0,0
Matteo Cancellieri,ITA,FW,Lazio,20,2002,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Capaldo,ARG,MF,RB Salzburg,24,1997,1.9,3,1.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
William Carvalho,POR,MF,Betis,30,1992,3.7,10,2.71,8,0,1,0,1,0,4,1.08,2,0,1,0,1,0
Nicolò Casale,ITA,DF,Lazio,24,1998,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Casemiro,BRA,MF,Manchester Utd,30,1992,11.0,36,3.28,32,1,0,2,1,0,5,0.46,4,1,0,0,0,0
Moreto Cassamã,GNB,MF,AC Omonia,24,1998,3.7,3,0.81,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Charles Castelletto,CMR,DF,Nantes,27,1995,6.1,8,1.31,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0
André Castro,POR,MF,Braga,34,1988,2.9,4,1.37,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Danilo Cataldi,ITA,MF,Lazio,27,1994,4.1,8,1.98,6,2,0,0,0,0,2,0.49,2,0,0,0,0,0
Joseph Ceesay,GAM,"MF,DF",Malmö,24,1998,3.1,2,0.65,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Dumitru Celeadnic,MDA,GK,Sheriff Tiraspol,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zeki Çelik,TUR,DF,Roma,25,1997,4.7,4,0.92,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Fabien Centonze,FRA,DF,Nantes,26,1996,2.0,4,2.00,4,0,0,0,0,0,1,0.50,1,0,0,0,0,0
Matěj Chaluš,CZE,DF,Malmö,24,1998,2.0,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Charalampos Charalampous,CYP,MF,AC Omonia,20,2002,5.0,6,1.19,6,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Youssef Chermiti,POR,FW,Sporting CP,18,2004,1.5,1,0.90,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Federico Chiesa,ITA,"FW,MF",Juventus,24,1997,4.5,16,3.85,9,4,1,1,1,0,2,0.48,2,0,0,0,0,0
Edward Chilufya,ZAM,FW,Midtjylland,22,1999,2.8,6,2.14,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro Chirivella,ESP,MF,Nantes,25,1997,5.2,13,2.50,13,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Andreas Christensen,DEN,DF,Barcelona,26,1996,1.3,1,0.79,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gustav Christensen,DEN,FW,Midtjylland,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anders Christiansen,DEN,"FW,MF",Malmö,32,1990,5.0,16,3.20,10,5,0,1,0,0,0,0.00,0,0,0,0,0,0
Cicinho,BUL,DF,Ludogorets,33,1988,5.0,8,1.61,6,1,0,0,1,0,1,0.20,1,0,0,0,0,0
Eldar Ćivić,BIH,DF,Ferencváros,26,1996,2.2,3,1.38,1,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Sebastián Coates,URU,DF,Sporting CP,31,1990,5.0,5,1.00,4,0,0,1,0,0,1,0.20,0,0,0,1,0,0
Marcus Coco,FRA,"DF,FW",Nantes,26,1996,1.4,2,1.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Francisco Conceição,POR,MF,Ajax,19,2002,0.1,1,12.86,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Sébastien Corchia,FRA,DF,Nantes,31,1990,4.0,12,3.03,5,7,0,0,0,0,0,0.00,0,0,0,0,0,0
Kalifa Coulibaly,MLI,"FW,MF",Red Star,30,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nichita Covali,MDA,FW,Sheriff Tiraspol,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Crespo,POR,MF,Fenerbahçe,25,1996,4.8,8,1.66,6,0,0,1,0,1,1,0.21,0,0,0,0,0,1
Bryan Cristante,ITA,"MF,DF",Roma,27,1995,14.5,27,1.95,22,0,0,4,0,1,2,0.14,0,0,0,1,0,1
Juan Cuadrado,COL,DF,Juventus,34,1988,6.6,14,2.12,10,2,0,2,0,0,0,0.00,0,0,0,0,0,0
Elvin Cəfərquliyev,AZE,DF,Qarabağ,21,2000,3.5,4,1.16,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Johan Dahlin,SWE,GK,Malmö,35,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Dalot,POR,DF,Manchester Utd,23,1999,6.9,22,3.19,20,0,1,0,1,0,2,0.29,1,0,0,0,1,0
Henrik Dalsgaard,DEN,DF,Midtjylland,33,1989,6.3,5,0.79,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Danilo,BRA,DF,Juventus,31,1991,8.2,18,2.28,15,1,0,1,0,1,1,0.13,1,0,0,0,0,0
Danilo,BRA,FW,Feyenoord,23,1999,6.2,16,2.75,13,0,0,1,2,0,2,0.34,1,0,0,0,1,0
Amadou Dante,MLI,DF,Sturm Graz,21,2000,5.5,11,2.00,10,1,0,0,0,0,2,0.36,2,0,0,0,0,0
Mattia De Sciglio,ITA,DF,Juventus,29,1992,1.6,4,2.54,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Amar Dedić,BIH,DF,RB Salzburg,19,2002,1.8,5,2.76,2,0,1,2,0,0,0,0.00,0,0,0,0,0,0
Spas Delev,BUL,"FW,DF",Ludogorets,32,1989,0.6,2,3.46,2,0,0,0,0,0,1,1.73,1,0,0,0,0,0
Andy Delort,ALG,FW,Nantes,30,1991,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kerem Demirbay,GER,MF,Leverkusen,29,1993,2.9,10,3.44,7,2,1,0,0,0,2,0.69,2,0,0,0,0,0
Stefano Denswil,SUR,DF,Trabzonspor,29,1993,3.8,3,0.79,3,0,0,0,0,0,1,0.26,1,0,0,0,0,0
Kiril Despodov,BUL,FW,Ludogorets,25,1996,2.7,6,2.21,2,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Di María,ARG,FW,Juventus,34,1988,6.1,36,5.90,22,4,5,3,2,0,2,0.33,1,0,0,1,0,0
Moussa Diaby,FRA,"FW,MF",Leverkusen,23,1999,6.3,19,3.13,12,0,4,3,0,0,5,0.82,2,0,2,1,0,0
Samba Diallo,SEN,"MF,FW",Dynamo Kyiv,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Krépin Diatta,SEN,"MF,FW",Monaco,23,1999,6.1,27,4.41,17,1,1,6,2,0,4,0.65,4,0,0,0,0,0
Ismael Diawara,MLI,GK,Malmö,27,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dénes Dibusz,HUN,GK,Ferencváros,31,1990,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Javairô Dilrosun,NED,"FW,MF",Feyenoord,24,1998,5.0,14,2.88,8,1,2,2,1,0,1,0.21,1,0,0,0,0,0
Ousmane Diomande,CIV,DF,Sporting CP,18,2003,3.0,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edan Diop,FRA,DF,Monaco,17,2004,0.7,2,6.00,2,0,0,0,0,0,1,3.00,1,0,0,0,0,0
Mouhamed Diop,SEN,"MF,FW",Sheriff Tiraspol,21,2000,5.8,11,1.87,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,FRA,DF,Monaco,24,1998,8.3,14,1.75,10,1,1,1,0,1,2,0.25,1,0,1,0,0,0
Mix Diskerud,USA,MF,AC Omonia,31,1990,2.7,2,0.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
