Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Ayman Aourir,GER,MF,Leverkusen,18,2004,0.0,2,0,1,0,1,0,2,0,0,,0,,2,43,0,0,1,0,1,0,1,0
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,2.2,108,13,53,48,7,0,108,1,1,100.0,0,0.0,46,321,163,2,1,0,2,0,49,1
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,0.4,16,0,0,5,11,4,16,1,0,0.0,0,0.0,13,32,19,0,0,0,1,2,13,3
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,4.3,283,13,77,187,22,5,283,1,1,100.0,0,0.0,179,730,332,4,6,0,1,2,197,3
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,2.3,94,1,15,40,42,10,94,3,1,33.3,2,66.7,60,303,195,6,3,1,5,3,65,16
Alphonse Areola,FRA,GK,West Ham,30,1993,1.0,31,25,29,2,0,0,31,0,0,,0,,15,100,56,0,0,0,1,0,11,0
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,0.1,7,0,6,1,0,0,7,0,0,,0,,3,24,23,0,0,0,0,0,4,0
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,5.5,293,21,133,139,21,1,293,7,4,57.1,1,14.3,141,882,496,7,6,1,8,8,162,7
Lorenz Assignon,TOG,DF,Rennes,23,2000,4.0,230,8,52,92,88,12,230,5,2,40.0,2,40.0,161,1014,447,8,4,4,8,1,147,34
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,2.4,88,74,87,1,0,0,88,0,0,,0,,49,253,162,0,0,0,0,0,31,0
Noah Atubolu,GER,GK,Freiburg,21,2002,10.3,522,386,518,5,0,0,522,0,0,,0,,305,1532,725,0,0,0,1,0,318,0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,11.4,365,11,35,154,181,49,362,22,10,45.5,11,50.0,270,1745,847,26,14,8,14,6,252,84
Fredrik Aursnes,NOR,DF,Benfica,27,1995,5.6,397,29,119,186,96,9,397,12,3,25.0,9,75.0,239,1368,732,11,15,2,4,0,238,29
Gastón Ávila,ARG,DF,Ajax,21,2001,1.0,113,26,81,28,4,2,113,2,2,100.0,0,0.0,68,369,194,1,1,0,1,1,67,2
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,0.7,23,0,4,12,8,2,23,5,3,60.0,2,40.0,13,68,43,1,0,1,0,2,13,5
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,1.4,89,1,38,38,15,1,89,2,2,100.0,0,0.0,40,222,124,2,0,0,1,0,46,4
Neil El Aynaoui,FRA,MF,Lens,22,2001,2.3,101,7,22,61,20,3,101,3,0,0.0,3,100.0,51,165,58,0,0,0,7,2,52,4
Irakli Azarov,GEO,DF,Shakhtar,21,2002,1.9,113,8,43,57,14,0,113,0,0,,0,,74,403,204,4,1,0,2,0,69,2
Sardar Azmoun,IRN,FW,Roma,28,1995,1.9,52,0,9,30,14,5,52,1,0,0.0,1,100.0,34,143,43,0,0,0,2,3,29,6
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,0.1,12,0,4,7,1,0,12,1,0,0.0,1,100.0,5,9,3,0,0,0,1,0,5,0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,0.4,14,0,1,7,6,0,14,2,1,50.0,1,50.0,11,75,40,1,2,0,2,0,11,1
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,3.9,136,0,8,56,78,15,136,20,7,35.0,11,55.0,92,873,429,20,14,12,13,6,98,34
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,4.4,221,9,63,126,35,1,221,8,3,37.5,5,62.5,128,764,369,4,7,0,17,5,142,11
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,4.6,189,3,27,70,93,18,189,7,4,57.1,3,42.9,134,674,299,13,6,6,8,3,137,29
Alexander Bah,DEN,DF,Benfica,25,1997,5.6,451,25,153,182,119,13,451,11,4,36.4,7,63.6,251,1233,473,11,15,1,8,5,265,35
Eric Bailly,CIV,DF,Villarreal,29,1994,1.6,94,13,48,45,1,0,94,1,1,100.0,0,0.0,67,455,244,0,0,0,1,0,63,0
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,0.7,57,1,10,38,9,1,57,2,1,50.0,0,0.0,32,136,58,0,0,0,2,0,38,1
Mitchel Bakker,NED,DF,Atalanta,23,2000,1.7,132,3,27,65,41,2,132,7,2,28.6,4,57.1,94,558,193,2,7,0,2,2,87,16
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,1.5,52,1,11,20,22,2,52,4,1,25.0,3,75.0,47,456,185,5,4,0,2,4,43,7
Carlos Baleba,CMR,MF,Brighton,19,2004,0.7,76,6,25,43,10,1,76,3,2,66.7,1,33.3,49,149,36,1,1,1,0,3,54,2
Leonardo Balerdi,ARG,DF,Marseille,24,1999,11.4,726,99,361,365,8,2,726,15,9,60.0,6,40.0,488,2745,1403,6,2,1,6,3,428,1
Husein Balic,AUT,FW,LASK,27,1996,0.1,1,0,0,1,0,0,1,0,0,,0,,2,13,0,0,0,0,0,0,1,0
David von Ballmoos,SUI,GK,Young Boys,28,1994,2.0,88,52,87,1,0,0,88,0,0,,0,,60,290,209,0,0,0,0,0,48,0
Simon Banza,COD,FW,Braga,26,1996,2.3,49,3,3,17,29,15,48,2,2,100.0,0,0.0,25,126,49,2,1,2,5,3,32,7
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,1.4,98,16,53,42,3,1,98,1,1,100.0,0,0.0,52,232,118,1,1,0,0,1,65,0
Borna Barišić,CRO,DF,Rangers,30,1992,5.0,328,17,100,124,108,1,328,9,5,55.6,3,33.3,126,548,236,5,5,0,3,1,147,19
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,1.4,116,8,34,62,20,1,116,1,1,100.0,0,0.0,76,443,202,2,2,0,1,0,73,7
Marc Bartra,ESP,DF,Betis,32,1991,1.0,57,6,33,20,5,2,57,1,0,0.0,1,100.0,20,126,93,1,2,0,0,0,27,1
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,3.7,174,23,62,86,29,5,173,6,1,16.7,5,83.3,80,397,123,2,2,1,6,3,85,7
Chris Bedia,CIV,FW,Servette FC,27,1996,4.4,100,0,1,45,56,19,99,11,2,18.2,8,72.7,65,299,124,2,6,0,12,6,70,17
Thomas Beelen,NED,DF,Feyenoord,22,2001,2.3,143,14,61,79,5,0,143,2,2,100.0,0,0.0,89,500,308,0,3,0,0,0,93,1
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,0.4,26,1,2,13,12,4,26,4,2,50.0,2,50.0,20,136,60,3,1,1,0,1,17,4
Héctor Bellerín,ESP,DF,Betis,28,1995,2.0,118,7,27,50,42,3,118,6,4,66.7,2,33.3,37,167,72,2,2,0,1,1,62,12
George Bello,USA,"MF,DF",LASK,21,2002,4.0,236,8,73,95,71,10,236,13,3,23.1,8,61.5,121,744,365,11,6,2,5,7,132,28
Jeanuël Belocian,FRA,DF,Rennes,18,2005,2.1,119,20,79,40,0,0,119,0,0,,0,,89,443,206,0,0,0,0,0,87,0
Andrea Belotti,ITA,FW,Roma,29,1993,3.0,119,3,18,49,53,16,119,11,4,36.4,6,54.5,85,473,158,7,2,5,8,4,88,17
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,5.1,178,5,38,71,74,11,178,16,9,56.3,6,37.5,102,719,323,10,6,4,10,9,111,24
Ismaël Bennacer,ALG,MF,Milan,25,1997,2.0,138,1,11,99,30,1,138,1,1,100.0,0,0.0,119,735,347,5,7,1,1,2,115,7
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,3.4,181,0,15,76,92,18,181,13,4,30.8,9,69.2,137,987,444,21,9,10,3,11,155,47
Yassine Benzia,ALG,MF,Qarabağ,28,1994,8.0,410,10,40,200,177,15,410,18,8,44.4,7,38.9,210,957,396,8,16,4,14,5,260,27
Gustav Berggren,SWE,MF,RKS Raków,25,1997,4.9,264,18,55,166,47,6,264,14,10,71.4,3,21.4,129,889,379,7,5,0,7,2,155,8
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,4.3,247,7,32,124,91,10,247,8,2,25.0,5,62.5,180,872,372,11,7,2,3,4,185,23
Steven Bergwijn,NED,FW,Ajax,25,1997,4.8,168,3,27,80,62,18,167,12,6,50.0,4,33.3,116,697,367,13,8,8,6,8,117,24
Veton Berisha,NOR,FW,Molde,29,1994,2.2,70,1,7,23,40,12,70,1,0,0.0,1,100.0,38,241,136,7,1,5,1,1,54,17
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,5.0,287,1,23,140,128,7,287,9,3,33.3,5,55.6,190,906,526,13,10,1,7,2,204,28
Pep Biel,ESP,MF,Olympiacos,26,1996,0.8,32,1,4,12,16,3,32,5,2,40.0,3,60.0,21,154,80,2,1,2,2,2,20,6
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,0.4,26,0,1,10,17,3,26,5,2,40.0,3,60.0,18,163,60,2,4,1,5,1,19,4
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,7.1,301,1,24,116,163,36,301,25,12,48.0,11,44.0,161,1112,633,30,11,14,19,7,195,45
Martin Bjørnbak,NOR,DF,Molde,31,1992,2.5,131,28,82,47,2,2,131,0,0,,0,,63,255,153,0,0,0,0,0,82,0
Rubén Blanco,ESP,GK,Marseille,28,1995,1.0,37,18,37,0,0,0,37,0,0,,0,,28,130,63,0,0,0,0,0,24,0
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,4.1,169,3,18,49,105,24,168,17,11,64.7,6,35.3,127,1049,573,25,12,12,7,3,120,41
Lewin Blum,SUI,DF,Young Boys,22,2001,1.3,75,4,19,43,13,0,75,0,0,,0,,35,138,65,0,0,0,0,0,41,1
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,2.2,119,11,66,50,7,0,119,3,2,66.7,1,33.3,56,235,141,1,1,0,1,0,42,0
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,4.7,262,11,37,99,129,11,262,12,2,16.7,10,83.3,132,838,351,11,11,1,3,0,153,35
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1.0,62,6,28,33,1,1,62,0,0,,0,,50,267,142,0,0,0,0,0,48,0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,1.9,111,8,35,64,14,4,111,3,0,0.0,2,66.7,88,324,113,0,0,0,2,2,84,3
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,54,7,28,27,2,1,54,0,0,,0,,30,127,26,0,0,0,1,0,22,0
Victor Boniface,NGA,FW,Leverkusen,22,2000,4.2,162,4,9,79,77,27,161,17,5,29.4,11,64.7,94,559,269,10,3,5,9,3,124,24
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,2.2,162,7,45,84,33,4,162,2,1,50.0,1,50.0,91,510,239,4,2,0,4,2,92,10
Cristian Borja,COL,DF,Braga,30,1993,1.7,120,1,40,52,29,0,120,1,1,100.0,0,0.0,48,258,130,4,2,0,7,1,62,10
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,0.8,37,8,28,8,1,0,37,0,0,,0,,11,38,4,0,0,0,0,0,25,0
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,0.0,1,0,0,1,0,0,1,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,0,0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,5.2,340,4,63,150,128,6,338,4,0,0.0,4,100.0,254,1355,532,4,8,1,5,5,241,26
Edoardo Bove,ITA,MF,Roma,21,2002,7.9,421,8,103,230,92,12,421,8,3,37.5,5,62.5,295,1402,582,5,17,3,7,12,280,17
Jarrod Bowen,ENG,FW,West Ham,26,1996,6.1,234,1,19,84,133,37,234,21,10,47.6,10,47.6,133,906,415,18,11,10,17,6,176,50
Conor Bradley,NIR,DF,Liverpool,20,2003,2.6,211,8,49,111,52,1,211,5,3,60.0,2,40.0,119,475,233,4,6,1,4,1,137,12
Daniel Bragança,POR,MF,Sporting CP,24,1999,5.5,339,4,67,201,79,10,339,16,10,62.5,5,31.3,203,998,465,9,8,2,8,4,223,11
Claudio Bravo,CHI,GK,Betis,40,1983,2.0,68,45,68,0,0,0,68,0,0,,0,,36,254,177,0,0,0,0,0,31,0
Emil Breivik,NOR,MF,Molde,23,2000,5.0,269,9,60,132,78,15,269,8,3,37.5,4,50.0,139,869,475,15,3,1,10,4,177,17
Ben Brereton,CHI,FW,Villarreal,24,1999,2.4,82,1,1,30,51,12,82,14,9,64.3,5,35.7,61,405,198,9,3,6,4,3,65,21
Maximilian Breunig,GER,FW,Freiburg,22,2000,0.0,4,0,1,1,2,0,4,0,0,,0,,0,0,0,0,0,0,0,0,1,1
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5.0,172,139,171,1,0,0,172,0,0,,0,,122,547,308,0,0,0,0,0,97,0
Brian Brobbey,NED,FW,Ajax,21,2002,5.1,111,2,4,64,45,23,111,7,4,57.1,2,28.6,74,475,240,6,2,3,7,14,86,25
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,2.1,140,17,80,58,3,1,140,0,0,,0,,73,405,213,0,1,0,1,1,76,1
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,1.3,87,4,21,57,9,1,87,0,0,,0,,60,278,198,2,1,0,2,0,62,3
Bruma,POR,"DF,MF",Braga,28,1994,0.6,33,1,4,6,23,2,33,2,0,0.0,2,100.0,24,130,64,1,0,0,1,1,25,13
Isak Brusberg,SWE,MF,Häcken,16,2006,0.1,4,0,0,2,2,1,4,2,1,50.0,1,50.0,3,15,10,0,0,0,0,0,3,1
Facundo Buonanotte,ARG,"MF,FW",Brighton,18,2004,2.4,136,1,12,66,59,13,136,15,4,26.7,10,66.7,109,559,180,7,4,4,9,3,108,18
Mick van Buren,NED,FW,Slavia Prague,30,1992,2.4,132,1,6,46,83,20,132,9,4,44.4,5,55.6,93,518,207,7,5,3,10,9,99,30
Christian Burgess,ENG,DF,Union SG,31,1991,6.0,328,47,197,125,7,2,328,0,0,,0,,148,753,336,3,1,0,2,2,150,1
Jack Butland,ENG,GK,Rangers,30,1993,8.0,288,256,287,1,0,0,288,0,0,,0,,136,847,432,0,0,0,0,0,114,0
Arthur Cabral,BRA,FW,Benfica,25,1998,2.4,74,5,8,26,41,12,74,5,0,0.0,5,100.0,45,272,82,3,2,0,7,6,49,13
Caju,BRA,DF,Aris Limassol FC,28,1995,4.7,241,18,85,86,72,4,241,4,4,100.0,0,0.0,96,385,150,1,4,0,6,5,101,17
Davide Calabria,ITA,DF,Milan,26,1996,2.5,187,7,35,100,53,3,187,3,1,33.3,2,66.7,130,621,327,2,9,0,0,2,124,7
Josip Čalušić,CRO,DF,TSC Bačka Top,29,1993,4.5,321,62,187,132,6,1,321,0,0,,0,,150,852,601,2,1,0,1,0,212,1
Mohamed Camara,GUI,MF,Olympiacos,26,1997,5.9,343,3,52,242,59,3,343,9,6,66.7,3,33.3,203,1217,454,10,13,2,3,7,218,6
Aitor Cantalapiedra,ESP,FW,Panathinaikos,27,1996,2.6,116,1,3,52,61,10,116,3,2,66.7,1,33.3,74,437,197,9,3,4,5,1,84,20
Todd Cantwell,ENG,"FW,MF",Rangers,25,1998,2.0,97,1,9,48,41,8,97,16,9,56.3,6,37.5,56,371,173,2,4,1,4,3,70,17
Étienne Capoue,FRA,MF,Villarreal,35,1988,5.2,338,9,52,206,81,9,338,8,4,50.0,4,50.0,216,992,399,6,6,2,4,4,245,19
Christian Cappis,USA,"MF,DF",Molde,23,1999,0.3,26,1,9,13,4,0,26,1,0,0.0,1,100.0,11,33,4,0,0,0,1,1,15,1
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,0.9,45,45,45,0,0,0,45,0,0,,0,,35,149,68,0,0,0,0,0,23,0
Álvaro Carreras,ESP,DF,Benfica,20,2003,1.2,87,4,35,36,17,0,87,0,0,,0,,57,310,164,1,4,0,3,0,51,3
João Carvalho,POR,MF,Olympiacos,26,1997,0.3,29,0,1,17,12,0,29,0,0,,0,,26,121,45,1,0,0,0,0,24,0
Vitor Carvalho,BRA,MF,Braga,26,1997,1.4,94,2,15,62,18,3,94,0,0,,0,,58,348,229,5,3,0,1,0,72,5
William Carvalho,POR,MF,Betis,31,1992,3.4,301,11,37,226,42,2,301,4,3,75.0,1,25.0,170,679,286,2,2,0,3,2,240,7
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,5.4,258,22,102,132,28,1,258,7,3,42.9,3,42.9,166,880,271,2,5,1,5,2,135,4
Alessio Castro-Montes,BEL,"DF,MF",Union SG,26,1997,5.2,258,9,64,114,85,3,258,12,4,33.3,8,66.7,140,806,350,10,10,0,9,9,142,22
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,3.7,209,1,33,108,73,15,209,40,14,35.0,20,50.0,138,1013,468,11,11,8,14,5,131,26
Marcin Cebula,POL,"FW,MF",RKS Raków,27,1995,3.3,155,1,17,70,71,8,155,13,4,30.8,9,69.2,106,733,344,12,8,3,12,6,115,24
Zeki Çelik,TUR,DF,Roma,26,1997,9.0,508,38,173,217,121,13,508,9,3,33.3,6,66.7,329,2023,978,17,22,4,5,4,314,34
Luke Chambers,ENG,DF,Liverpool,19,2004,1.5,122,5,31,74,17,0,122,3,0,0.0,3,100.0,76,335,137,2,2,0,3,2,79,8
Jhoanner Chávez,ECU,DF,Lens,21,2002,1.2,49,6,16,25,10,0,49,0,0,,0,,24,87,39,1,0,0,1,0,25,2
Luigi Cherubini,ITA,MF,Roma,19,2004,0.0,2,0,0,2,0,0,2,0,0,,0,,2,12,0,0,0,0,0,0,2,0
Tjaronn Chery,SUR,"MF,FW",Maccabi Haifa,35,1988,2.9,123,1,21,70,34,3,123,3,1,33.3,2,66.7,83,514,195,5,5,0,4,6,84,4
Edward Chilufya,ZAM,FW,Häcken,23,1999,5.1,132,0,7,54,73,17,132,9,4,44.4,4,44.4,86,518,170,7,3,3,14,7,89,28
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.3,71,3,9,14,48,4,71,11,6,54.5,4,36.4,51,433,284,7,5,3,4,1,54,22
Mojmir Chytil,CZE,FW,Slavia Prague,24,1999,4.4,157,2,8,54,97,27,157,11,2,18.2,8,72.7,98,510,159,5,1,2,18,9,118,36
José Cifuentes,ECU,MF,Rangers,24,1999,2.7,168,5,21,121,29,0,168,2,2,100.0,0,0.0,103,451,190,3,4,0,4,4,113,6
Aleksandar Ćirković,SRB,"FW,MF",TSC Bačka Top,21,2001,2.5,67,0,9,24,35,8,67,5,1,20.0,4,80.0,49,394,204,8,5,6,3,1,49,12
Moustapha Cissé,GUI,FW,Atalanta,19,2003,0.0,3,0,0,1,2,0,3,1,0,0.0,1,100.0,2,11,5,0,0,0,0,0,2,1
Ibrahim Cissoko,NED,MF,Toulouse,20,2003,0.7,36,0,1,11,25,4,36,5,4,80.0,1,20.0,27,203,64,3,1,3,2,2,28,10
Bobby Clark,ENG,MF,Liverpool,18,2005,1.1,90,0,5,52,33,5,90,2,2,100.0,0,0.0,56,188,94,1,3,1,4,0,77,8
Jonathan Clauss,FRA,"DF,MF",Marseille,30,1992,11.1,696,29,163,295,242,17,696,12,3,25.0,9,75.0,410,2235,947,19,13,3,17,2,368,61
Sebastián Coates,URU,DF,Sporting CP,32,1990,5.6,415,36,212,195,12,8,415,2,2,100.0,0,0.0,236,805,413,0,1,0,3,1,287,0
Timothé Cognat,FRA,MF,Servette FC,25,1998,3.7,241,2,31,117,96,5,241,7,5,71.4,2,28.6,143,836,338,10,4,2,9,3,148,13
Ebrima Colley,GAM,FW,Young Boys,23,2000,0.7,22,0,5,10,7,0,22,3,1,33.3,2,66.7,13,55,24,0,1,0,2,0,14,1
Santi Comesaña,ESP,MF,Villarreal,26,1996,3.6,229,5,53,117,63,10,229,5,4,80.0,1,20.0,144,660,395,5,6,0,5,5,179,13
Francis Coquelin,FRA,MF,Villarreal,32,1991,2.1,100,1,9,59,33,5,100,2,0,0.0,2,100.0,64,258,94,0,1,0,0,4,68,9
Maxwel Cornet,CIV,"FW,MF",West Ham,26,1996,0.7,34,0,3,7,25,2,34,1,1,100.0,0,0.0,23,118,55,2,2,2,3,2,27,13
