Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Valentin Carboni,ARG,"MF,FW",Monza,Serie A,18,2005,13.0,676,5,83,329,281,41,676,49,24,49.0,18,36.7,465,3385,1577,52,33,18,30,15,500,75
Isaac Carcelen,ESP,DF,Cádiz,La Liga,30,1993,29.0,1425,98,432,647,351,11,1425,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,19,671,70
Cárdenas,ESP,GK,Rayo Vallecano,La Liga,26,1997,1.0,41,32,41,0,0,0,41,0,0,,0,,24,139,79,0,0,0,0,0,24,0
Irvin Cardona,FRA,"MF,DF",Augsburg,Bundesliga,25,1997,0.6,24,0,2,4,18,5,24,1,0,0.0,1,100.0,14,129,61,3,2,2,2,0,15,6
Marc Cardona,ESP,FW,Las Palmas,La Liga,28,1995,8.2,333,7,33,161,146,46,332,34,14,41.2,19,55.9,215,983,388,10,4,4,24,15,255,74
Sergi Cardona,ESP,DF,Las Palmas,La Liga,24,1999,31.3,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165
Johnny Cardoso,USA,MF,Betis,La Liga,21,2001,14.8,830,40,222,512,111,12,830,20,11,55.0,8,40.0,406,1973,904,10,10,0,16,15,478,11
Igor Carioca,BRA,"DF,MF",Lorient,Ligue 1,26,1996,2.9,199,6,61,95,45,4,199,9,4,44.4,4,44.4,116,694,264,6,3,2,4,1,110,16
Diego Carlos,BRA,DF,Aston Villa,Premier League,30,1993,20.2,1517,244,867,610,43,23,1517,4,2,50.0,2,50.0,1013,4786,2606,4,2,1,8,4,1118,1
Carmona,ESP,"DF,MF",Getafe,La Liga,21,2002,14.6,748,28,197,345,216,27,748,28,9,32.1,17,60.7,343,1994,1012,29,19,6,29,14,377,55
Marco Carnesecchi,ITA,GK,Atalanta,Serie A,23,2000,26.9,955,861,954,1,0,0,955,0,0,,0,,484,2512,1389,0,0,0,1,0,424,0
Yannick Carrasco,BEL,DF,Atlético Madrid,La Liga,29,1993,2.5,113,5,29,38,49,6,113,6,5,83.3,1,16.7,66,450,246,9,5,2,5,3,63,17
Álvaro Carreras,ESP,"MF,FW",Granada,La Liga,20,2003,5.3,296,12,83,124,96,11,296,14,7,50.0,5,35.7,176,1156,583,13,14,1,15,9,182,31
Rasmus Carstensen,DEN,"DF,FW",Köln,Bundesliga,22,2000,18.4,1072,81,326,459,304,36,1072,30,13,43.3,12,40.0,513,2976,1376,32,26,3,37,22,568,89
Antonin Cartillier,FRA,DF,Monaco,Ligue 1,19,2004,0.1,6,0,1,4,1,0,6,0,0,,0,,3,42,15,1,1,0,0,1,3,0
Dani Carvajal,ESP,DF,Real Madrid,La Liga,31,1992,24.1,1697,101,465,726,527,59,1697,22,9,40.9,11,50.0,939,3864,1903,30,37,9,22,18,1126,168
Fabio Carvalho,POR,MF,RB Leipzig,Bundesliga,20,2002,1.8,118,0,13,45,61,7,118,7,3,42.9,3,42.9,72,438,231,8,6,1,7,2,90,13
William Carvalho,POR,MF,Betis,La Liga,31,1992,7.6,707,13,105,495,111,7,707,13,4,30.8,8,61.5,437,1683,860,12,14,0,6,10,560,12
Cesare Casadei,ITA,"FW,MF",Chelsea,Premier League,20,2003,0.9,81,6,17,49,15,1,81,2,2,100.0,0,0.0,36,234,59,1,0,0,3,0,62,3
Marc Casado,ESP,MF,Barcelona,La Liga,19,2003,0.2,11,2,4,6,1,0,11,0,0,,0,,5,29,14,1,0,0,0,0,7,0
Nicolò Casale,ITA,DF,Lazio,Serie A,25,1998,17.3,1155,144,515,615,32,8,1155,4,2,50.0,0,0.0,646,3798,2210,20,9,1,2,1,808,4
Casemiro,BRA,"MF,DF",Manchester Utd,Premier League,31,1992,22.0,1762,169,646,884,245,45,1762,18,9,50.0,8,44.4,984,3576,1729,12,22,1,15,17,1163,36
Kaelan Casey,ENG,DF,West Ham,Premier League,18,2004,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Matty Cash,POL,DF,Aston Villa,Premier League,25,1997,23.8,1496,89,490,657,364,54,1496,41,12,29.3,20,48.8,860,4871,2233,62,41,18,21,15,895,101
Josué Casimir,FRA,"FW,DF",Le Havre,Ligue 1,21,2001,22.4,1022,30,219,437,391,49,1022,64,23,35.9,37,57.8,675,4753,1870,59,35,22,43,25,618,138
Giuseppe Caso,ITA,"FW,MF",Frosinone,Serie A,24,1998,4.6,178,1,11,54,120,13,178,36,15,41.7,18,50.0,129,952,451,15,14,6,15,10,141,37
Cristian Cásseres Jr.,VEN,MF,Toulouse,Ligue 1,23,2000,21.6,1274,60,296,776,220,26,1274,17,12,70.6,5,29.4,863,4156,1836,14,26,1,22,13,794,52
Timothy Castagne,BEL,DF,Fulham,Premier League,27,1995,29.3,1937,116,697,831,418,58,1937,30,17,56.7,10,33.3,879,3780,1855,48,25,6,25,10,1121,113
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,31,1992,25.0,1004,794,995,9,0,0,1004,0,0,,0,,605,3130,1910,0,0,0,1,0,528,0
Valentín Castellanos,ARG,FW,Lazio,Serie A,24,1998,18.7,679,16,47,325,316,106,679,38,11,28.9,25,65.8,305,1337,466,15,13,7,54,22,490,132
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,28,1995,27.4,1560,149,659,758,150,22,1560,14,8,57.1,6,42.9,1111,5891,2885,24,22,1,15,7,1004,31
Samu Castillejo,ESP,"FW,MF",Sassuolo,Serie A,28,1995,6.0,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45
Jonny Castro,ESP,MF,Wolves,Premier League,29,1994,0.1,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Santiago Castro,ARG,FW,Bologna,Serie A,18,2004,2.7,76,1,5,41,30,8,76,3,2,66.7,1,33.3,51,257,62,1,2,0,9,3,65,15
Gaetano Castrovilli,ITA,"FW,MF",Fiorentina,Serie A,26,1997,4.1,160,6,17,72,74,11,160,14,3,21.4,9,64.3,90,696,357,14,8,2,11,6,115,25
Danilo Cataldi,ITA,MF,Lazio,Serie A,28,1994,15.1,1040,42,219,691,139,0,1040,8,6,75.0,2,25.0,491,2369,1020,9,9,0,9,6,719,7
Catena,ESP,DF,Osasuna,La Liga,28,1994,28.2,1574,195,786,747,55,31,1574,7,3,42.9,4,57.1,799,3219,1577,5,2,0,5,4,912,1
Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,26,1997,18.4,1087,169,498,522,76,7,1087,14,7,50.0,4,28.6,724,4578,2184,24,27,0,11,11,670,11
Ivan Cavaleiro,POR,FW,Lille,Ligue 1,29,1993,8.6,366,6,41,161,166,31,366,18,10,55.6,8,44.4,282,1515,541,18,14,5,25,11,268,77
Dani Ceballos,ESP,"MF,FW",Real Madrid,La Liga,26,1996,6.6,609,9,99,315,201,15,609,15,5,33.3,8,53.3,425,2284,1097,16,17,1,9,13,497,23
Emil Ceide,NOR,"FW,MF",Sassuolo,Serie A,21,2001,2.0,85,1,13,31,45,9,85,21,13,61.9,7,33.3,55,581,319,12,6,5,4,5,62,16
Zeki Çelik,TUR,DF,Roma,Serie A,26,1997,7.5,429,26,136,180,117,14,429,10,6,60.0,4,40.0,230,1305,565,14,15,5,10,6,236,38
Álex Centelles,ESP,DF,Almería,La Liga,25,1997,10.9,635,39,208,284,149,8,635,9,4,44.4,5,55.6,291,1225,687,16,13,3,10,6,357,53
Fabien Centonze,FRA,DF,Hellas Verona,Serie A,27,1996,7.5,411,14,119,176,119,6,411,23,11,47.8,12,52.2,154,831,400,16,5,2,11,1,179,21
Fabien Centonze,FRA,DF,Nantes,Ligue 1,27,1996,1.0,63,2,14,31,20,1,63,3,0,0.0,3,100.0,43,288,131,5,4,0,0,0,39,5
Václav Černý,CZE,"FW,MF",Wolfsburg,Bundesliga,25,1997,10.2,472,8,64,180,234,37,472,33,14,42.4,18,54.5,274,1601,786,26,19,10,22,15,337,83
Michele Cerofolini,ITA,GK,Frosinone,Serie A,24,1999,7.5,226,186,224,2,0,0,226,0,0,,0,,112,640,423,0,0,0,0,0,99,0
Alberto Cerri,ITA,FW,Empoli,Serie A,27,1996,6.1,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23
Leonardo Cerri,ITA,DF,Juventus,Serie A,20,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,1,6,0,0,0,0,0,0,2,2
Franco Cervi,ARG,"MF,DF",Celta Vigo,La Liga,29,1994,6.1,366,5,94,160,116,14,366,6,0,0.0,5,83.3,195,1041,532,16,11,1,9,3,207,36
Julian Chabot,GER,DF,Köln,Bundesliga,25,1998,30.0,1985,361,1213,731,65,40,1985,19,9,47.4,8,42.1,1001,5034,2914,17,14,2,18,2,1076,8
El Chadaille Bitshiabu,FRA,"DF,MF",RB Leipzig,Bundesliga,18,2005,0.4,67,3,26,30,11,1,67,0,0,,0,,38,180,75,2,1,1,0,0,42,5
Fares Chaïbi,ALG,"FW,MF",Toulouse,Ligue 1,20,2002,0.6,50,1,4,23,23,0,50,2,0,0.0,2,100.0,40,214,91,2,1,0,4,0,39,12
Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,Bundesliga,20,2002,21.2,1127,20,112,481,549,71,1127,20,7,35.0,13,65.0,536,2859,1441,53,39,12,42,16,710,143
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,24,1999,10.6,886,122,454,372,63,4,886,2,1,50.0,1,50.0,475,1552,709,5,5,2,10,3,633,9
Muhammed Cham,AUT,"MF,FW",Clermont Foot,Ligue 1,22,2000,28.4,1609,20,208,846,576,69,1604,65,34,52.3,28,43.1,1216,7659,3240,71,77,13,57,42,1177,142
Calum Chambers,ENG,"MF,DF",Aston Villa,Premier League,28,1995,1.7,129,9,68,49,12,0,129,1,1,100.0,0,0.0,78,349,158,0,0,0,0,1,99,1
Timothy Chandler,USA,"MF,DF",Eint Frankfurt,Bundesliga,33,1990,0.2,30,0,1,7,22,2,30,0,0,,0,,17,58,20,1,1,0,0,1,24,10
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,28,1994,33.0,2188,242,1105,1017,81,30,2188,8,2,25.0,4,50.0,1524,9116,5074,25,14,0,15,4,1388,8
Charlys,BRA,MF,Hellas Verona,Serie A,19,2004,0.3,8,0,2,4,2,0,8,1,0,0.0,1,100.0,6,20,5,0,0,0,0,0,5,0
Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,La Liga,25,1998,13.0,941,32,257,398,292,14,941,28,11,39.3,10,35.7,492,2754,1338,28,32,4,25,7,593,84
Jhoanner Chávez,ECU,DF,Lens,Ligue 1,21,2002,5.3,266,11,87,111,71,9,266,1,0,0.0,1,100.0,161,791,309,4,6,3,13,5,149,19
Walid Cheddira,MAR,FW,Frosinone,Serie A,25,1998,23.6,625,12,33,284,312,100,624,37,12,32.4,23,62.2,375,1933,791,31,14,22,72,36,486,139
Rayan Cherki,FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,1325,5,108,585,665,117,1325,141,81,57.4,48,34.0,1056,7606,3685,93,73,33,51,43,1014,182
Youssef Chermiti,POR,FW,Everton,Premier League,19,2004,2.3,106,3,11,37,59,19,106,11,3,27.3,7,63.6,55,320,105,5,1,3,14,6,76,15
Lucas Chevalier,FRA,GK,Lille,Ligue 1,21,2001,33.0,1255,968,1249,6,0,0,1255,0,0,,0,,931,4958,2712,0,0,0,1,2,692,0
Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,18,2005,1.7,108,18,73,31,5,0,108,0,0,,0,,64,330,148,0,0,0,0,1,70,1
Federico Chiesa,ITA,FW,Juventus,Serie A,25,1997,24.4,1006,6,77,303,643,130,1005,95,35,36.8,48,50.5,643,4746,2697,111,56,58,54,40,740,216
Ben Chilwell,ENG,DF,Chelsea,Premier League,26,1996,8.4,605,21,129,258,221,28,605,19,7,36.8,8,42.1,333,1713,844,22,14,5,21,5,394,59
Tawanda Chirewa,ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,86,2,17,44,26,5,86,3,1,33.3,2,66.7,49,189,55,1,2,1,7,3,62,8
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,26,1997,28.8,1935,61,373,1260,310,26,1935,8,5,62.5,2,25.0,1529,6608,2446,10,23,4,23,14,1440,55
Leon Chiwome,ENG,FW,Wolves,Premier League,17,2006,1.9,39,3,5,25,10,4,39,0,0,,0,,16,86,50,1,0,1,3,2,18,7
Tahith Chong,NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,819,30,160,351,324,52,819,72,25,34.7,32,44.4,520,3559,1880,57,47,9,59,40,560,101
Joris Chotard,FRA,MF,Montpellier,Ligue 1,21,2001,28.7,1481,118,483,809,201,18,1481,14,3,21.4,9,64.3,952,4381,1727,12,18,2,22,13,793,40
Andreas Christensen,DEN,"DF,MF",Barcelona,La Liga,27,1996,22.0,1723,111,549,1077,104,18,1723,6,3,50.0,3,50.0,1101,5001,2934,24,18,1,6,9,1324,6
Jacob Christensen,DEN,MF,Köln,Bundesliga,22,2001,2.4,121,9,40,68,14,1,121,2,1,50.0,1,50.0,53,321,160,2,1,0,5,0,61,1
Oliver Christensen,DEN,GK,Fiorentina,Serie A,24,1999,4.0,197,143,197,0,0,0,197,0,0,,0,,122,556,321,0,0,0,1,0,117,0
Ryan Christie,SCO,MF,Bournemouth,Premier League,28,1995,32.3,1737,88,339,876,564,69,1737,98,51,52.0,41,41.8,933,5769,2681,60,58,14,58,47,987,78
Carney Chukwuemeka,ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,167,1,21,77,72,12,167,12,2,16.7,10,83.3,107,646,231,4,5,2,5,4,129,19
Samuel Chukwueze,NGA,FW,Milan,Serie A,24,1999,11.3,576,5,66,237,278,59,576,62,21,33.9,34,54.8,407,2601,1337,52,27,24,29,15,436,135
Chumi,ESP,DF,Almería,La Liga,24,1999,27.0,1462,230,830,582,58,11,1462,6,5,83.3,1,16.7,830,3815,1960,11,10,0,14,4,944,4
Víctor Chust,ESP,DF,Cádiz,La Liga,23,2000,20.7,1223,147,647,552,28,13,1223,2,1,50.0,1,50.0,693,3929,1732,10,2,0,7,1,742,2
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,29,1994,18.5,1126,67,330,672,133,26,1126,21,17,81.0,3,14.3,562,2643,1188,14,9,2,19,18,652,22
Alphadjo Cissè,ITA,FW,Hellas Verona,Serie A,16,2006,0.1,1,0,0,1,0,0,1,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Djaoui Cissé,FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,0,0,4,1,0,5,0,0,,0,,4,26,9,0,0,0,0,0,4,1
Ibrahim Cissoko,NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,156,0,14,40,104,27,156,30,17,56.7,12,40.0,124,846,482,21,9,13,9,3,114,39
Giorgio Cittadini,ITA,DF,Monza,Serie A,21,2002,0.2,8,2,3,4,1,0,8,0,0,,0,,5,41,18,1,0,0,1,0,5,1
Giorgio Cittadini,ITA,DF,Genoa,Serie A,21,2002,1.2,47,8,26,21,1,1,47,0,0,,0,,14,108,21,0,0,0,1,3,14,1
Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,28,1995,17.8,1021,39,269,411,350,31,1021,24,9,37.5,11,45.8,597,2981,1581,41,41,9,19,6,711,94
Bobby Clark,ENG,MF,Liverpool,Premier League,18,2005,1.0,70,4,11,34,26,6,70,4,0,0.0,3,75.0,45,286,149,3,0,2,3,6,48,7
Jordan Clark,ENG,MF,Luton Town,Premier League,29,1993,14.5,694,36,130,339,234,42,694,42,12,28.6,24,57.1,385,2122,1004,21,20,7,25,21,439,39
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,25,1998,5.6,330,7,46,157,135,14,330,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,11,222,25
Jonathan Clauss,FRA,DF,Marseille,Ligue 1,30,1992,23.0,1768,64,353,772,663,36,1768,35,19,54.3,14,40.0,1150,6152,2812,59,62,7,37,7,1060,172
Silvi Clúa,ESP,MF,Girona,La Liga,18,2005,0.0,10,0,4,6,0,0,10,0,0,,0,,3,10,8,0,0,0,2,0,5,0
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,32,1991,14.9,722,40,273,323,131,7,722,16,8,50.0,6,37.5,326,1435,658,10,12,1,13,0,412,18
Marcus Coco,FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65
Saúl Coco,EQG,DF,Las Palmas,La Liga,24,1999,25.5,1700,193,873,800,30,11,1700,10,3,30.0,3,30.0,1005,4456,2391,9,6,0,10,9,1132,1
Séamus Coleman,IRL,DF,Everton,Premier League,34,1988,7.4,388,42,136,152,103,3,388,13,6,46.2,7,53.8,162,837,387,5,5,1,7,4,176,16
Maxime Colin,FRA,DF,Metz,Ligue 1,31,1991,20.4,1130,83,360,543,237,8,1130,23,11,47.8,11,47.8,559,3364,1353,23,13,3,18,12,494,22
Nathan Collins,IRL,DF,Brentford,Premier League,22,2001,29.5,1879,305,1049,696,140,48,1879,17,11,64.7,2,11.8,999,4658,2636,11,15,0,22,13,1126,18
Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,19,2004,1.0,86,3,20,54,12,1,86,2,1,50.0,1,50.0,48,184,89,1,0,1,0,1,59,5
Lorenzo Colombo,ITA,FW,Monza,Serie A,21,2002,15.1,451,18,32,239,186,65,451,23,12,52.2,11,47.8,287,1275,464,16,9,13,64,29,348,75
Andrea Colpani,ITA,"MF,FW",Monza,Serie A,24,1999,29.5,1255,23,133,501,641,83,1255,80,28,35.0,40,50.0,826,5437,2472,90,69,27,52,38,938,193
Levi Colwill,ENG,DF,Chelsea,Premier League,20,2003,20.0,1392,108,570,669,164,26,1392,13,9,69.2,4,30.8,766,3602,1985,23,17,2,22,4,873,27
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,27,1996,12.4,802,4,75,220,513,93,802,67,29,43.3,32,47.8,560,4124,2204,75,35,35,26,22,661,210
Eray Cömert,SUI,DF,Nantes,Ligue 1,25,1998,22.2,1280,204,680,581,32,9,1280,2,1,50.0,1,50.0,910,4794,2354,7,6,0,5,1,825,3
Santi Comesaña,ESP,MF,Villarreal,La Liga,26,1996,18.4,1077,61,265,593,229,32,1077,32,21,65.6,11,34.4,510,2802,1414,23,25,7,22,19,734,48
Pietro Comuzzo,ITA,"DF,FW",Fiorentina,Serie A,18,2005,0.5,43,1,19,24,0,0,43,0,0,,0,,17,85,29,0,0,0,0,0,22,0
Alois Confais,FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,11,0,1,9,1,0,11,0,0,,0,,6,35,12,0,0,0,0,0,4,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,36,1987,35.0,1327,1035,1316,12,0,0,1327,0,0,,0,,717,3821,2357,0,0,0,0,1,593,0
Bambasé Conté,GER,"MF,FW",Hoffenheim,Bundesliga,20,2003,0.5,39,2,6,15,18,5,39,6,2,33.3,3,50.0,23,166,79,3,2,2,1,2,27,8
Nikita Contini Baranovsky,ITA,GK,Napoli,Serie A,27,1996,0.2,5,3,4,1,0,0,5,0,0,,0,,2,5,3,0,0,0,0,0,0,0
Lewis Cook,ENG,MF,Bournemouth,Premier League,26,1997,31.0,1773,92,418,1003,382,9,1773,36,21,58.3,14,38.9,786,3970,1971,22,24,0,35,19,865,15
Copete,ESP,DF,Mallorca,La Liga,23,1999,14.8,748,64,314,404,40,10,748,9,4,44.4,4,44.4,365,1884,1081,3,5,0,11,3,412,2
Diego Coppola,ITA,DF,Hellas Verona,Serie A,19,2003,18.2,959,104,530,408,26,21,959,1,0,0.0,1,100.0,437,1940,806,1,2,0,8,3,467,0
Francis Coquelin,FRA,MF,Villarreal,La Liga,32,1991,10.1,525,33,126,305,99,10,525,8,3,37.5,5,62.5,231,1026,409,5,7,0,9,8,335,14
Tommaso Corazza,ITA,DF,Bologna,Serie A,19,2004,2.2,170,6,54,72,47,5,170,3,0,0.0,2,66.7,96,555,330,10,6,1,1,2,107,9
Theo Corbeanu,CAN,"MF,FW",Granada,La Liga,21,2002,2.0,93,2,17,41,39,4,93,8,2,25.0,6,75.0,53,359,144,5,4,0,3,1,55,13
Jeppe Corfitzen,DEN,FW,Lecce,Serie A,18,2004,0.1,6,0,0,3,3,0,6,0,0,,0,,4,28,18,1,1,0,1,0,4,0
Jack Cork,ENG,MF,Burnley,Premier League,34,1989,0.3,37,0,4,23,11,1,37,0,0,,0,,24,146,98,4,2,0,0,0,30,1
Maxwel Cornet,CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,68,1,12,22,35,8,68,2,0,0.0,1,50.0,34,280,84,3,2,2,1,3,41,8
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,1993,0.2,17,0,1,8,8,0,17,1,1,100.0,0,0.0,13,76,31,0,1,0,1,0,13,4
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1995,17.0,719,7,53,268,405,129,718,56,28,50.0,27,48.2,473,2206,1026,40,16,26,52,33,531,128
Joaquín Correa,ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,214,1,26,89,100,17,214,15,5,33.3,9,60.0,162,990,370,9,10,2,8,10,153,57
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,23.9,1605,90,597,739,292,24,1605,51,23,45.1,21,41.2,766,3724,2048,40,27,13,21,8,842,56
Oscar Cortés,COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,35,0,1,14,20,5,35,0,0,,0,,30,175,42,1,0,0,6,2,30,8
Danny da Costa,GER,DF,Mainz 05,Bundesliga,30,1993,9.2,589,32,163,254,175,11,589,13,7,53.8,5,38.5,227,1219,613,22,9,3,8,7,263,53
David Costa,POR,MF,Lens,Ligue 1,22,2001,16.6,883,17,123,393,383,43,883,39,20,51.3,18,46.2,699,4344,1844,53,44,10,28,22,655,101
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,18.7,987,40,285,402,306,21,987,20,8,40.0,9,45.0,457,2191,1221,34,22,3,14,5,525,104
João Costa,BRA,"MF,FW",Roma,Serie A,18,2005,0.2,10,0,2,2,6,1,10,0,0,,0,,5,25,14,0,0,0,1,1,6,1
Logan Costa,CPV,DF,Toulouse,Ligue 1,22,2001,29.4,2059,298,932,1001,138,30,2059,10,6,60.0,4,40.0,1455,7829,3931,19,30,2,18,3,1360,14
Samu Costa,POR,MF,Mallorca,La Liga,22,2000,25.6,1425,83,382,808,243,33,1425,23,12,52.2,8,34.8,694,2953,987,16,21,4,43,22,811,32
Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13.0,463,394,454,9,0,0,463,0,0,,0,,223,1219,676,0,0,0,1,0,182,0
Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,2.0,81,63,81,0,0,0,81,0,0,,0,,61,363,203,0,0,0,0,0,43,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,34.8,2025,163,728,814,501,26,2025,38,12,31.6,19,50.0,885,4956,2431,68,35,4,28,13,1010,126
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,27,1996,23.1,1092,48,215,694,201,23,1092,36,15,41.7,18,50.0,650,4062,1750,29,35,1,38,33,711,38
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,0.0,3,0,0,1,2,0,3,0,0,,0,,3,3,3,0,0,0,0,0,3,0
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,19,2004,1.3,99,2,9,56,35,1,99,3,1,33.3,2,66.7,70,409,178,2,8,0,10,3,72,7
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,6.9,289,3,61,116,125,36,289,26,17,65.4,7,26.9,207,1736,871,27,24,14,31,15,192,48
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,3.7,135,119,135,0,0,0,135,0,0,,0,,87,472,296,0,0,0,0,0,70,0
Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,30,0,4,18,9,1,30,5,4,80.0,1,20.0,26,222,134,5,4,0,2,0,29,2
Yan Couto,BRA,"DF,FW",Girona,La Liga,21,2002,24.9,1633,50,375,633,651,79,1633,117,48,41.0,50,42.7,1035,8513,4769,151,86,41,39,37,1086,240
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,24,1999,9.9,485,24,164,214,113,11,485,10,2,20.0,4,40.0,263,1352,588,11,9,2,10,8,242,30
Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,24,1999,3.1,225,6,75,125,25,1,225,7,4,57.1,3,42.9,116,520,266,5,1,0,8,0,141,8
Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3.0,110,91,110,0,0,0,110,0,0,,0,,54,270,193,0,0,0,0,0,49,0
Crespo,POR,MF,Rayo Vallecano,La Liga,26,1996,5.9,367,21,80,217,74,6,367,20,13,65.0,5,25.0,205,1106,554,13,8,0,22,15,246,20
Aaron Cresswell,ENG,"DF,FW",West Ham,Premier League,33,1989,4.8,326,18,125,141,61,1,326,1,0,0.0,1,100.0,169,522,220,4,5,0,0,2,210,6
Bryan Cristante,ITA,"MF,DF",Roma,Serie A,28,1995,36.5,2494,88,577,1504,425,80,2494,26,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80
Cristian,ESP,GK,Valencia,La Liga,25,1998,0.6,20,16,20,0,0,0,20,0,0,,0,,8,35,32,0,0,0,0,0,7,0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,31,1992,18.5,1071,56,315,567,200,5,1071,12,3,25.0,7,58.3,508,2514,1248,16,16,0,13,6,575,29
Juan Cruz,ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,36,0,2,16,20,2,36,2,1,50.0,1,50.0,18,119,55,3,2,0,2,0,27,4
Juan Cruz,ESP,FW,Betis,La Liga,23,2000,0.8,30,1,4,8,19,3,30,7,4,57.1,3,42.9,20,206,107,2,3,0,2,0,19,10
Juan Cuadrado,COL,DF,Inter,Serie A,35,1988,3.0,217,3,37,102,79,13,217,5,1,20.0,2,40.0,151,869,513,17,9,7,3,2,169,35
Pau Cubarsí,ESP,DF,Barcelona,La Liga,16,2007,17.3,1629,157,758,826,46,5,1629,4,3,75.0,1,25.0,1076,5220,2658,8,7,0,4,3,1263,2
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,19.8,1426,91,575,590,270,27,1426,13,4,30.8,7,53.8,657,2861,1579,31,15,3,15,6,873,73
Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1.0,36,36,36,0,0,0,36,0,0,,0,,27,189,101,0,0,0,0,0,21,0
Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,21.8,1418,230,694,606,123,25,1418,14,8,57.1,6,42.9,668,3349,2078,11,13,2,10,4,861,30
Josh Cullen,IRL,MF,Burnley,Premier League,27,1996,22.9,1555,65,342,905,321,18,1555,13,3,23.1,5,38.5,848,3351,1691,22,21,2,17,10,1065,22
