Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29,1994,13.5,424,16,44,214,175,62,424,22,12,54.5,7,31.8,257,950,369,11,10,5,25,20,317,78
José Pozo,ESP,MF,Rayo Vallecano,La Liga,27,1996,0.2,16,0,2,9,5,0,16,0,0,,0,,11,47,19,0,1,0,4,0,12,2
Alejandro Pozo Pozo,ESP,"DF,MF",Almería,La Liga,24,1999,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62
Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22,2001,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30
Matteo Prati,ITA,MF,Cagliari,Serie A,19,2003,21.9,945,33,217,574,164,22,945,9,4,44.4,5,55.6,407,1611,701,8,9,1,15,7,522,17
Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,30,1992,14.1,376,16,34,171,181,43,376,18,8,44.4,10,55.6,183,830,285,9,9,5,41,10,266,49
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28,1995,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60
Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30.0,1092,925,1075,17,0,0,1092,2,1,50.0,1,50.0,614,3186,1775,0,0,0,1,0,603,0
Marc Pubill,ESP,DF,Almería,La Liga,20,2003,20.9,1250,112,435,555,278,33,1250,65,33,50.8,23,35.4,580,3384,1864,59,42,7,33,14,645,85
Gustavo Puerta,COL,"DF,MF",Leverkusen,Bundesliga,20,2003,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1
Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31,1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46
Arnau Puigmal,ESP,"FW,DF",Almería,La Liga,22,2001,2.8,122,2,20,56,48,2,122,7,2,28.6,4,57.1,76,437,210,4,3,0,7,2,78,17
Christian Pulisic,USA,"FW,MF",Milan,Serie A,24,1998,28.9,1389,15,113,588,709,128,1389,122,47,38.5,54,44.3,995,7489,3876,131,62,46,70,33,1112,293
George Pușcaș,ROU,FW,Genoa,Serie A,27,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17
Jarell Quansah,ENG,DF,Liverpool,Premier League,20,2003,13.2,1284,92,521,724,46,8,1284,7,4,57.1,3,42.9,894,4943,2497,13,10,0,3,2,952,1
Domingos Quina,POR,MF,Udinese,Serie A,23,1999,0.1,2,0,1,1,0,0,2,0,0,,0,,1,2,0,0,0,0,0,0,0,0
Adrien Rabiot,FRA,MF,Juventus,Serie A,28,1995,29.5,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106
Uroš Račić,SRB,MF,Sassuolo,Serie A,25,1998,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11
Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27,1996,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24
Nemanja Radonjić,SRB,"MF,DF",Mallorca,La Liga,27,1996,3.9,181,0,18,71,98,19,181,33,21,63.6,11,33.3,110,1035,589,23,8,13,13,5,128,43
Aleksandar Radovanović,SRB,DF,Almería,La Liga,29,1993,6.3,279,68,177,100,3,2,279,1,0,0.0,1,100.0,110,401,142,0,0,0,2,0,152,1
Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2.0,70,64,70,0,0,0,70,0,0,,0,,51,215,101,0,0,0,0,0,40,0
Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7.0,238,202,237,1,0,0,238,0,0,,0,,113,608,366,0,0,0,1,0,86,0
Hamza Rafia,TUN,MF,Lecce,Serie A,24,1999,13.4,687,16,109,386,198,12,687,30,12,40.0,14,46.7,399,1621,609,15,12,3,29,22,451,37
Abdellah Raihani,MAR,FW,Atlético Madrid,La Liga,19,2004,0.1,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,24.4,1437,197,743,626,76,41,1437,2,1,50.0,1,50.0,691,4771,2963,24,11,1,10,7,762,4
Luca Raimund,GER,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,34,0,5,10,20,3,34,0,0,,0,,18,67,27,0,0,0,2,2,21,2
Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36.0,1325,1084,1304,22,0,0,1325,3,3,100.0,0,0.0,670,3958,2410,0,0,0,1,0,563,0
Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,Premier League,20,2002,1.5,77,1,10,19,48,13,77,10,4,40.0,5,50.0,46,252,145,7,3,5,4,3,54,18
Ivan Rakitić,CRO,MF,Sevilla,La Liga,35,1988,15.8,1251,19,169,685,412,23,1251,20,8,40.0,9,45.0,641,2999,1588,24,21,1,30,5,797,52
Ylber Ramadani,ALB,MF,Lecce,Serie A,27,1996,33.0,1588,75,434,957,232,6,1588,40,23,57.5,14,35.0,843,4599,1919,36,31,0,35,25,888,14
Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22,2001,17.3,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104
Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28,1995,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46
Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209
Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26,1997,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22,2001,15.8,592,17,76,238,282,93,591,21,8,38.1,11,52.4,432,1766,518,11,10,10,37,16,439,88
Sergio Ramos,ESP,DF,Sevilla,La Liga,37,1986,28.0,1870,289,1000,801,85,29,1870,11,6,54.5,3,27.3,994,5262,2701,11,10,3,13,6,1192,5
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6.0,197,140,186,11,0,0,197,0,0,,0,,137,697,399,0,0,0,1,0,104,0
Aaron Ramsey,ENG,"MF,FW",Burnley,Premier League,20,2003,5.9,228,15,63,102,65,9,228,10,3,30.0,6,60.0,117,514,168,8,5,4,11,10,142,17
Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22,2001,9.5,433,10,69,178,195,47,433,20,8,40.0,11,55.0,271,1777,836,33,19,11,18,21,314,69
Luca Ranieri,ITA,DF,Fiorentina,Serie A,24,1999,22.9,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5
Filippo Ranocchia,ITA,"MF,DF",Empoli,Serie A,22,2001,5.3,284,19,69,165,51,4,284,10,6,60.0,2,20.0,158,899,359,5,4,0,12,8,174,11
Grant Ranos,ARM,"MF,FW",Gladbach,Bundesliga,20,2003,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4
Raphinha,BRA,"FW,MF",Barcelona,La Liga,26,1996,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164
Nicolai Rapp,GER,DF,Werder Bremen,Bundesliga,26,1996,0.8,56,7,31,24,1,0,56,0,0,,0,,29,144,64,1,0,0,1,1,24,0
Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30,1993,13.1,550,17,93,238,227,42,550,46,17,37.0,26,56.5,403,2377,803,19,16,6,22,22,367,102
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,25.2,1024,24,124,345,570,130,1022,109,48,44.0,53,48.6,689,4980,2388,95,51,64,59,38,798,184
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,540,2852,895,29,18,12,33,18,689,139
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25,1998,7.0,392,22,121,157,116,18,392,29,13,44.8,14,48.3,178,1299,729,28,19,8,14,7,219,25
Raúl,ESP,FW,Osasuna,La Liga,22,2000,15.1,455,12,35,199,224,64,455,21,6,28.6,13,61.9,221,899,381,16,11,7,36,16,339,68
David Raum,GER,DF,RB Leipzig,Bundesliga,25,1998,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246
Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,5.9,218,195,214,4,0,0,218,1,1,100.0,0,0.0,132,579,320,0,0,0,1,0,123,0
David Raya,ESP,GK,Arsenal,Premier League,27,1995,32.0,1099,764,1060,39,0,0,1099,0,0,,0,,728,3442,1992,0,0,0,1,0,637,0
Tim Ream,USA,DF,Fulham,Premier League,35,1987,16.7,1206,160,585,600,30,7,1206,7,6,85.7,1,14.3,739,4157,2723,11,6,2,6,3,811,3
Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,24,1998,8.0,343,6,46,102,198,36,343,28,10,35.7,16,57.1,180,1419,763,34,15,18,28,12,196,78
Nathan Redmond,ENG,"FW,MF",Burnley,Premier League,29,1994,1.6,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22
Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,14.7,883,34,214,488,182,10,883,10,5,50.0,5,50.0,449,1715,590,10,10,1,19,13,603,40
Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,26,1996,4.6,378,8,70,155,155,9,378,11,3,27.3,4,36.4,184,847,441,11,4,2,8,1,217,38
Sergio Reguilón,ESP,DF,Brentford,Premier League,26,1996,12.4,708,55,242,253,228,22,708,26,13,50.0,11,42.3,318,1988,1160,34,25,2,22,5,332,40
Bobby Reid,JAM,FW,Fulham,Premier League,30,1993,15.8,671,23,98,301,277,55,671,25,8,32.0,12,48.0,389,1875,900,35,18,11,33,10,475,95
Tijjani Reijnders,NED,MF,Milan,Serie A,25,1998,31.3,2022,54,323,1181,533,62,2022,55,35,63.6,17,30.9,1367,9122,4195,88,81,18,40,38,1571,90
Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,2.0,73,69,73,0,0,0,73,0,0,,0,,47,274,156,0,0,0,0,0,39,0
Reinier,BRA,"MF,FW",Frosinone,Serie A,21,2002,11.8,528,10,67,256,211,33,528,18,9,50.0,8,44.4,269,1249,524,10,7,1,22,15,348,42
Rocco Reitz,GER,MF,Gladbach,Bundesliga,21,2002,23.7,1377,54,380,758,259,46,1377,52,20,38.5,25,48.1,788,3375,1648,41,29,12,40,30,870,58
Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,1353,1103,1338,15,0,0,1353,0,0,,0,,783,3944,1947,0,0,0,2,0,726,0
Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34.0,990,813,982,8,0,0,990,1,1,100.0,0,0.0,594,3013,1714,0,0,0,1,0,442,0
Mateo Retegui,ITA,FW,Genoa,Serie A,24,1999,24.6,685,33,77,307,308,92,684,36,14,38.9,18,50.0,393,1613,386,18,12,8,81,40,503,112
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34,1989,17.8,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89
Elvis Rexhbeçaj,KVX,MF,Augsburg,Bundesliga,25,1997,22.1,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51
Gio Reyna,USA,"FW,MF",Nott'ham Forest,Premier League,20,2002,2.6,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14
Gio Reyna,USA,"MF,FW",Dortmund,Bundesliga,20,2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19
Chadi Riad,MAR,DF,Betis,La Liga,20,2003,24.0,1426,194,871,532,27,15,1426,0,0,,0,,831,3955,1926,4,7,0,9,2,937,1
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7
Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,Premier League,18,2005,0.2,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1
Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73
Declan Rice,ENG,MF,Arsenal,Premier League,24,1999,35.8,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64
Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23,2000,23.3,1195,157,557,568,77,21,1195,1,1,100.0,0,0.0,574,2313,890,1,6,0,7,4,678,1
Amir Richardson,MAR,MF,Reims,Ligue 1,21,2002,15.0,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40
Richarlison,BRA,FW,Tottenham,Premier League,26,1997,16.6,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106
Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25,1997,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53
Diego Rico,ESP,DF,Getafe,La Liga,30,1993,28.2,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79
Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20,2003,8.4,667,49,261,339,73,6,667,8,4,50.0,4,50.0,424,2084,1146,4,10,0,3,2,460,27
Fabian Rieder,SUI,MF,Rennes,Ligue 1,21,2002,4.1,255,6,25,159,76,7,255,5,2,40.0,3,60.0,191,989,396,10,6,1,8,3,172,18
Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,26,1996,2.6,138,3,23,79,37,6,138,3,1,33.3,2,66.7,63,243,79,3,0,2,4,2,84,3
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0
Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,27.8,1123,24,150,382,619,62,1119,71,41,57.7,23,32.4,611,4030,2161,70,51,18,56,20,720,173
Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,107,95,106,1,0,0,107,0,0,,0,,71,371,214,0,0,0,0,0,45,0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166
Alberto Risco,ESP,MF,Getafe,La Liga,17,2005,1.5,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27,1995,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,1.4,125,6,26,42,57,9,125,2,0,0.0,1,50.0,58,293,160,5,5,2,3,1,85,13
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,0.0,6,0,3,2,1,0,6,0,0,,0,,3,6,1,0,0,0,0,0,4,0
Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31,1992,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33
Lucas Robertone,ARG,MF,Almería,La Liga,26,1997,26.5,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37
Connor Roberts,WAL,DF,Burnley,Premier League,27,1995,9.1,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13
Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,18.8,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,36.3,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,32.1,1567,235,793,606,177,31,1567,11,5,45.5,3,27.3,685,2943,1429,8,6,1,18,5,785,14
Marc Roca,ESP,MF,Betis,La Liga,26,1996,22.0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,0.7,65,1,6,43,18,1,65,0,0,,0,,31,139,85,3,2,0,2,0,40,4
Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,1.4,53,0,10,19,24,6,53,6,2,33.3,3,50.0,25,201,74,3,3,1,8,1,28,5
Rodri,ESP,MF,Manchester City,Premier League,27,1996,32.6,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,76,88,12,23,32,3242,55
Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116
Álvaro Rodríguez,URU,FW,Real Madrid,La Liga,19,2004,0.0,3,1,2,1,0,0,3,2,2,100.0,0,0.0,1,28,0,0,1,0,1,1,2,0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25,1998,10.7,595,7,56,287,259,30,595,31,14,45.2,16,51.6,320,1818,757,13,24,4,35,12,415,48
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,2.9,227,6,42,132,54,1,227,0,0,,0,,145,548,239,2,4,1,1,2,174,4
Dani Rodríguez,ESP,MF,Mallorca,La Liga,35,1988,29.1,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110
Guido Rodríguez,ARG,MF,Betis,La Liga,29,1994,20.5,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18
Jay Rodriguez,ENG,FW,Burnley,Premier League,34,1989,9.1,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27,1996,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78
Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35
Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301
Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,22.1,966,99,362,342,268,23,966,28,11,39.3,15,53.6,448,1985,864,18,12,6,23,15,520,90
Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,10.1,659,25,168,337,163,10,659,18,4,22.2,13,72.2,364,2102,1019,27,16,4,12,8,369,42
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21,2002,7.1,289,10,66,131,98,23,289,33,17,51.5,12,36.4,150,1084,563,22,11,6,17,11,185,30
Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,26.8,1995,276,973,992,36,18,1995,1,0,0.0,1,100.0,981,4361,2024,7,2,0,9,0,1347,2
Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,30.2,1733,393,1076,620,42,23,1733,0,0,,0,,706,3315,1598,2,2,0,4,0,934,2
Carlos Romero,ESP,DF,Villarreal,La Liga,21,2001,2.9,203,16,78,70,55,7,203,6,3,50.0,3,50.0,83,524,257,6,3,1,5,2,102,21
Cristian Romero,ARG,DF,Tottenham,Premier League,25,1998,31.0,2923,357,1254,1494,198,33,2923,8,5,62.5,1,12.5,1957,9359,6026,32,42,0,12,4,2071,8
Isaac Romero,ESP,FW,Sevilla,La Liga,23,2000,11.5,370,9,35,143,202,63,370,31,13,41.9,16,51.6,195,1216,657,31,12,14,42,9,248,64
Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,1.0,48,1,8,23,19,2,48,3,1,33.3,2,66.7,37,261,103,4,2,0,3,2,35,7
Luka Romero,ARG,FW,Almería,La Liga,18,2004,4.9,226,5,39,118,71,5,226,16,7,43.8,8,50.0,143,750,341,11,12,1,20,9,155,20
Oriol Romeu,ESP,MF,Barcelona,La Liga,31,1991,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,9.5,685,27,135,413,143,10,685,10,5,50.0,5,50.0,511,2879,1333,19,14,1,14,8,465,10
Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4
Marten de Roon,NED,"MF,DF",Atalanta,Serie A,32,1991,28.9,1981,99,589,1110,294,4,1981,9,3,33.3,5,55.6,1040,4998,2569,28,22,0,19,8,1307,22
Unai Ropero,ESP,MF,Alavés,La Liga,21,2001,0.1,7,0,1,1,5,1,7,2,0,0.0,2,100.0,3,9,6,0,0,0,0,0,3,0
Vitor Roque,BRA,FW,Barcelona,La Liga,18,2005,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,26,1997,22.3,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27
Valentin Rosier,FRA,"DF,MF",Nice,Ligue 1,26,1996,0.6,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2
Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,2,2,2,0,0,0,2,0,0,,0,,1,12,12,0,0,0,0,0,0,0
Joe Rothwell,ENG,MF,Bournemouth,Premier League,28,1995,4.3,251,8,49,147,56,1,251,13,7,53.8,4,30.8,140,862,437,6,4,0,5,2,155,3
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22,2001,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,8.4,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29
Nicolò Rovella,ITA,MF,Lazio,Serie A,21,2001,14.6,1157,49,316,723,131,3,1157,18,10,55.6,7,38.9,575,3079,1311,21,11,1,18,11,787,11
Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,28.9,2477,209,973,1399,116,40,2477,15,10,66.7,3,20.0,1557,7914,4596,19,15,1,7,6,1792,4
Ruan,BRA,DF,Sassuolo,Serie A,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6
Pelly Ruddock Mpanzu,COD,MF,Luton Town,Premier League,30,1993,12.2,481,30,114,240,130,15,481,16,9,56.3,6,37.5,235,961,378,10,7,5,12,16,270,15
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,30.1,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1
Fabian Rüdlin,GER,MF,Freiburg,Bundesliga,26,1997,0.1,6,0,0,2,4,0,6,0,0,,0,,3,6,0,0,0,0,0,0,3,0
Javier Rueda Garcia,ESP,"MF,DF",Celta Vigo,La Liga,21,2002,0.2,17,0,6,8,3,0,17,0,0,,0,,8,22,4,0,1,0,1,0,10,2
Daniele Rugani,ITA,DF,Juventus,Serie A,29,1994,13.2,738,69,329,373,40,12,738,0,0,,0,,451,2006,899,2,4,0,3,2,501,2
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,21,2002,27.2,1799,57,488,787,539,25,1799,41,21,51.2,16,39.0,862,4276,2186,55,40,5,29,10,1116,132
Mário Rui,POR,DF,Napoli,Serie A,32,1991,13.4,1185,33,294,647,251,8,1185,9,3,33.3,4,44.4,623,2907,1775,33,21,1,10,9,812,59
Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,27,1996,11.3,744,36,232,318,209,25,744,45,27,60.0,14,31.1,380,1932,1016,22,15,9,19,9,409,50
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,27,1996,13.3,987,47,226,558,220,20,987,20,16,80.0,2,10.0,812,3729,1523,16,25,1,12,3,761,40
Sergio Ruiz,ESP,MF,Granada,La Liga,28,1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,1997,19.6,1346,60,430,588,343,32,1346,40,16,40.0,18,45.0,813,4244,2096,41,41,6,29,26,867,118
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,33.0,1401,1071,1384,16,3,3,1401,0,0,,0,,806,4273,2894,0,1,1,1,0,705,0
José Sá,POR,GK,Wolves,Premier League,30,1993,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0
Youssouf Sabaly,SEN,DF,Betis,La Liga,30,1993,11.6,761,37,250,340,178,14,761,23,12,52.2,8,34.8,437,2179,1089,31,22,2,18,13,488,43
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,25,1997,17.6,630,17,106,260,272,61,628,60,20,33.3,37,61.7,438,2526,1057,38,16,16,44,22,402,101
Stefano Sabelli,ITA,DF,Genoa,Serie A,30,1993,27.0,1230,56,303,499,440,16,1230,33,8,24.2,20,60.6,616,3388,1772,69,44,4,39,11,684,101
Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,29,1994,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,28,1995,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42
