Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Rafael Bustamante,COL,MF,Vizela,23,1999,7.9,437,18,136,242,66,2,437,3,2,66.7,1,33.3,223,845,366,2,7,1,9,8,268,6
Leonardo Buta,POR,DF,Gil Vicente FC,21,2002,24.3,1436,73,489,658,304,14,1436,43,14,32.6,18,41.9,710,3998,2369,66,35,6,35,15,817,79
Adrián Butzke,ESP,FW,Vitória,24,1999,4.1,169,9,18,92,61,9,168,8,2,25.0,6,75.0,85,294,119,3,1,1,14,9,126,29
Erick Cabaco,URU,DF,Estoril,28,1995,3.7,224,25,116,103,7,4,224,0,0,,0,,135,624,355,1,0,0,1,0,156,0
Arthur Cabral,BRA,FW,Benfica,25,1998,14.8,435,6,27,148,267,100,434,36,17,47.2,17,47.2,249,1393,666,24,21,11,44,24,326,82
Jhonder Cádiz,VEN,FW,Famalicão,28,1995,25.6,739,21,43,372,327,115,735,20,7,35.0,11,55.0,385,1608,612,24,18,10,75,24,561,101
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,23.1,773,17,113,308,373,63,772,81,36,44.4,35,43.2,476,3614,1844,75,51,22,51,28,528,143
Ibrahima Camará,GUI,"MF,DF",Boavista,24,1999,5.3,277,16,90,158,33,3,277,8,4,50.0,4,50.0,155,823,398,7,5,0,4,1,201,8
Cambila,ANG,GK,Estrela,21,2002,0.2,11,8,11,0,0,0,11,0,0,,0,,4,12,4,0,0,0,0,0,4,0
Luan Campos,BRA,"FW,MF",Portimonense,21,2002,5.2,174,8,43,70,63,14,174,10,5,50.0,5,50.0,99,525,265,8,3,3,18,6,105,23
Fábio Cardoso,POR,DF,Porto,29,1994,13.4,1074,67,412,607,60,21,1074,2,2,100.0,0,0.0,730,4047,2471,23,10,0,2,0,857,4
Felippe Cardoso,BRA,FW,Casa Pia,24,1998,17.4,467,9,28,191,255,75,466,34,14,41.2,20,58.8,255,1238,416,11,9,8,68,26,343,77
Carlinhos,BRA,MF,Portimonense,29,1994,31.6,1762,38,270,1003,523,35,1758,78,40,51.3,35,44.9,1018,6287,2768,66,53,7,58,37,1157,66
João Carlos,BRA,"FW,DF",Estoril,28,1995,3.5,162,2,11,70,83,22,162,13,6,46.2,6,46.2,84,417,190,8,6,4,15,12,116,24
Zé Carlos,POR,"MF,DF",Vitória,21,2001,4.7,327,6,63,175,91,6,327,13,5,38.5,7,53.8,181,750,374,9,6,1,11,5,209,19
Zé Carlos,POR,DF,Gil Vicente FC,25,1998,21.4,1389,75,520,626,253,19,1389,23,9,39.1,6,26.1,571,2492,1333,26,14,7,26,11,722,71
David Carmo,ANG,DF,Porto,24,1999,6.8,487,71,237,231,20,13,487,1,1,100.0,0,0.0,272,1435,823,4,1,0,1,1,337,4
Marcelo Carné,BRA,GK,Estoril,33,1990,22.0,768,715,766,1,1,0,768,0,0,,0,,356,1842,1102,0,0,0,0,0,250,0
Carraça,POR,"DF,MF",Chaves,30,1993,11.1,667,34,198,289,182,10,667,7,3,42.9,3,42.9,275,1153,524,11,2,0,6,7,355,51
Álvaro Carreras,ESP,DF,Benfica,20,2003,6.3,499,18,140,232,134,13,499,20,10,50.0,10,50.0,236,1333,719,17,17,4,10,11,317,46
Ronie Carrillo,ECU,"FW,MF",Portimonense,26,1996,14.6,466,20,41,212,216,45,466,22,9,40.9,11,50.0,234,1025,384,11,7,3,39,18,308,54
António Filipe de Carvalho,POR,GK,Estrela,38,1985,3.0,123,104,123,0,0,0,123,0,0,,0,,59,310,204,0,0,0,0,0,56,0
Miguel Carvalho,POR,GK,Farense,27,1996,2.0,57,54,57,0,0,0,57,0,0,,0,,30,159,118,0,0,0,0,0,20,0
Vitor Carvalho,BRA,MF,Braga,26,1997,14.5,985,47,226,629,136,17,985,10,4,40.0,4,40.0,465,2145,1162,15,11,0,16,5,631,17
Facundo Cáseres,ARG,MF,Farense,22,2001,12.4,563,48,215,311,42,3,563,4,1,25.0,3,75.0,257,1316,525,5,1,0,12,4,314,2
Midana Cassama,GNB,"FW,MF",Portimonense,20,2002,3.2,98,4,10,42,47,15,98,15,7,46.7,7,46.7,57,416,153,5,2,2,14,4,72,23
Cassiano,BRA,FW,Estoril,34,1989,17.9,376,15,46,162,169,64,375,10,3,30.0,6,60.0,169,762,244,11,7,2,29,9,211,47
Jesús Castillo,PER,MF,Gil Vicente FC,22,2001,2.7,203,10,57,113,34,2,203,0,0,,0,,105,393,196,2,0,0,2,2,140,4
André Castro,POR,MF,Braga,35,1988,0.5,46,3,6,35,5,1,46,0,0,,0,,18,65,29,0,0,0,0,0,28,0
André Castro,POR,MF,Moreirense,35,1988,6.0,373,13,72,235,70,12,373,8,4,50.0,4,50.0,175,825,453,10,8,2,8,2,236,14
Cristian Castro,COL,DF,Rio Ave,22,2001,0.8,30,6,17,13,0,0,30,0,0,,0,,15,48,21,0,0,0,0,0,15,0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,18.7,1111,14,198,420,513,79,1111,96,34,35.4,53,55.2,644,4791,2686,91,48,35,35,24,649,139
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21,2002,12.0,593,9,65,247,290,50,593,85,40,47.1,35,41.2,410,2957,1832,72,41,19,28,21,446,124
Charles,BRA,GK,Vitória,29,1994,7.5,212,173,211,1,0,0,212,0,0,,0,,95,524,308,0,0,0,0,0,54,0
Chiquinho,POR,"FW,MF",Famalicão,23,2000,19.3,667,12,87,232,363,85,667,94,36,38.3,43,45.7,392,2717,1324,53,32,32,78,32,405,115
Chiquinho,POR,MF,Benfica,28,1995,2.1,234,4,37,138,62,4,234,5,3,60.0,2,40.0,137,796,522,7,4,0,5,2,163,10
Clayton,BRA,FW,Casa Pia,24,1999,18.8,611,15,36,311,277,68,610,50,17,34.0,26,52.0,364,1915,701,29,18,7,74,32,464,91
Sebastián Coates,URU,DF,Sporting CP,32,1990,25.3,1977,121,788,1155,52,39,1977,14,12,85.7,1,7.1,1316,5158,2768,7,4,0,14,3,1428,3
Fábio Conceição,POR,"MF,FW",Rio Ave,22,2001,28.2,1375,40,303,626,464,68,1375,101,44,43.6,45,44.6,765,4377,2358,63,54,19,61,39,894,196
Francisco Conceição,POR,"FW,MF",Porto,20,2002,21.0,1173,9,71,347,774,168,1173,137,67,48.9,63,46.0,747,5707,3035,128,54,85,47,24,830,263
Leo Cordeiro,BRA,MF,Estrela,27,1995,29.0,1431,39,329,873,245,27,1431,30,18,60.0,8,26.7,732,3666,1587,26,23,4,34,23,953,41
Jeriel Córdova,VEN,FW,Boavista,21,2002,1.7,67,1,5,31,31,9,67,7,1,14.3,5,71.4,41,117,19,0,0,0,14,4,50,9
Félix Correia,POR,FW,Gil Vicente FC,22,2001,24.1,1066,31,159,450,471,71,1066,83,33,39.8,46,55.4,653,3953,1981,67,49,27,49,32,737,161
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,23.3,1144,66,321,500,344,33,1144,68,22,32.4,45,66.2,552,3705,2033,62,45,11,30,17,598,112
Alberto costa,POR,DF,Vitória,19,2003,0.2,15,1,4,5,6,0,15,1,0,0.0,1,100.0,5,18,11,1,1,0,0,1,4,1
Bruno Xavier Almeida Costa,POR,MF,Vizela,26,1997,6.8,340,16,71,205,64,1,340,13,8,61.5,4,30.8,177,900,365,6,7,0,8,5,212,9
Diogo Costa,POR,GK,Porto,23,1999,32.7,1279,955,1246,37,0,0,1279,1,1,100.0,0,0.0,779,3510,1882,0,0,0,2,0,737,0
Gonçalo Costa,POR,"DF,MF",Portimonense,23,2000,19.0,1171,74,375,502,309,27,1171,50,20,40.0,24,48.0,528,2933,1367,37,26,5,41,15,598,81
Michel Costa,BRA,MF,Estoril,21,2001,3.3,218,6,45,143,32,0,218,1,0,0.0,1,100.0,124,607,238,1,3,0,7,5,143,8
Murilo Costa,BRA,FW,Gil Vicente FC,28,1994,22.1,920,16,132,408,391,62,917,72,40,55.6,30,41.7,534,3684,1667,66,37,18,52,41,625,152
Rui Costa,POR,"FW,MF",Farense,27,1996,7.8,245,8,28,97,126,26,244,30,12,40.0,15,50.0,151,928,362,14,6,6,24,7,167,48
Tomás Costa Silva,POR,DF,Vizela,23,1999,29.1,1842,104,533,756,576,32,1842,36,16,44.4,13,36.1,892,4437,2076,57,48,9,35,16,993,197
Costinha,POR,"MF,DF",Rio Ave,23,2000,33.9,2078,113,602,877,633,68,2075,92,41,44.6,42,45.7,835,5344,2732,88,52,10,73,29,982,201
Sandro Cruz,ANG,"DF,MF",Chaves,22,2001,18.1,983,87,426,425,141,19,983,20,10,50.0,8,40.0,443,2489,1326,25,13,4,21,8,511,34
Florian Danho Seke,FRA,FW,Famalicão,23,2000,2.7,96,2,5,40,54,20,96,5,1,20.0,4,80.0,49,308,103,4,2,5,12,5,62,15
Ignacio De Arruabarrena,URU,GK,Arouca,26,1997,31.0,1259,1083,1252,7,0,0,1259,0,0,,0,,682,3326,1816,0,0,0,1,0,550,1
Fran Delgado,ESP,DF,Farense,22,2001,5.5,318,18,104,140,75,1,318,4,2,50.0,2,50.0,101,524,286,4,2,0,6,1,151,14
Dener,BRA,MF,Portimonense,31,1992,19.6,972,52,268,578,136,20,972,13,4,30.8,7,53.8,454,2038,978,16,12,1,10,11,565,24
Depú,ANG,FW,Gil Vicente FC,23,2000,8.6,213,5,17,101,99,34,213,14,3,21.4,8,57.1,110,462,160,6,8,3,25,19,152,38
Ángel Di María,ARG,FW,Benfica,35,1988,24.6,1839,18,109,697,1061,135,1836,132,55,41.7,71,53.8,1124,6696,3112,103,77,50,59,36,1353,327
Tiago Dias,POR,"MF,FW",Casa Pia,25,1998,8.8,406,4,58,152,199,8,406,24,7,29.2,15,62.5,221,1969,918,43,24,2,22,8,253,65
Vinicius Dias,BRA,GK,Gil Vicente FC,26,1997,2.0,54,54,54,0,0,0,54,0,0,,0,,21,101,57,0,0,0,0,0,19,0
Dida,BRA,GK,Estrela,25,1998,4.7,198,178,198,0,0,0,198,1,1,100.0,0,0.0,122,589,343,0,0,0,0,0,88,0
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,23.5,1886,107,677,1142,78,25,1886,16,9,56.3,3,18.8,1347,6534,3619,22,15,1,9,5,1469,2
Álvaro djaló,ESP,"FW,MF",Braga,23,1999,19.9,901,20,99,298,522,118,901,99,36,36.4,57,57.6,560,3137,1615,65,43,27,85,38,639,191
Mihai Dobre,ROU,FW,Famalicão,24,1998,3.9,144,6,36,53,59,10,144,17,9,52.9,6,35.3,88,582,298,9,10,1,11,3,82,15
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27,1996,25.9,1418,23,186,750,504,52,1417,54,29,53.7,22,40.7,800,4540,2087,45,44,6,51,48,957,130
Bruno Duarte,BRA,FW,Farense,27,1996,25.1,804,33,72,408,337,98,800,51,25,49.0,24,47.1,408,2535,1104,48,31,19,45,18,580,119
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,6.3,497,7,118,259,123,16,497,17,7,41.2,10,58.8,239,1110,676,16,10,4,9,5,321,40
Marcus Edwards,ENG,"FW,MF",Sporting CP,24,1998,14.9,741,1,26,267,460,83,741,77,32,41.6,34,44.2,536,3914,2038,77,50,38,51,33,565,104
Úmaro Embaló,POR,"MF,FW",Rio Ave,22,2001,8.8,430,8,89,205,144,16,430,21,9,42.9,12,57.1,215,1245,543,17,11,2,19,9,264,62
João Escoval,POR,DF,Vizela,26,1997,15.2,841,86,399,389,57,19,841,2,1,50.0,1,50.0,401,2307,1434,11,3,1,10,1,491,5
Ricardo Esgaio,POR,"MF,DF",Sporting CP,30,1993,16.6,1098,34,218,484,400,35,1098,9,6,66.7,3,33.3,572,2092,955,31,13,7,8,6,640,127
Tiago Esgaio,POR,DF,Arouca,27,1995,25.3,1702,95,614,730,367,33,1702,8,6,75.0,2,25.0,667,2733,1399,29,27,2,15,9,915,97
Samuel Essende,COD,FW,Vizela,25,1998,29.6,821,27,55,383,389,147,820,51,18,35.3,30,58.8,444,2248,834,40,21,23,103,41,622,143
Dario Essugo,POR,MF,Chaves,18,2005,12.9,635,47,217,381,53,4,635,29,18,62.1,5,17.2,318,1573,759,13,8,1,17,17,395,11
Dario Essugo,POR,MF,Sporting CP,18,2005,0.4,32,0,10,22,0,0,32,1,0,0.0,1,100.0,18,69,22,0,0,0,0,0,24,0
Paulo Estrela Moreira,POR,"MF,FW",Portimonense,24,1999,5.9,422,12,91,275,60,2,422,4,2,50.0,2,50.0,204,921,480,4,2,0,4,1,247,6
Stephen Eustáquio,CAN,MF,Porto,26,1996,17.0,1211,40,213,682,324,38,1211,11,6,54.5,5,45.5,564,2409,1113,10,9,2,14,5,777,46
Evanilson,BRA,FW,Porto,23,1999,22.8,745,11,57,316,382,160,742,46,21,45.7,18,39.1,429,2500,1011,39,24,19,41,30,572,147
Fabiano,BRA,DF,Moreirense,23,2000,23.7,1459,78,461,697,311,12,1459,29,15,51.7,10,34.5,650,3265,1722,36,30,2,29,14,750,60
Claudio Falcão,BRA,MF,Farense,29,1994,28.9,1282,150,485,687,120,32,1282,26,12,46.2,11,42.3,458,2047,859,11,16,1,23,12,538,8
Jean Felipe,BRA,"MF,DF",Estrela,29,1994,12.8,827,25,239,400,199,14,827,12,5,41.7,7,58.3,321,990,522,9,4,2,7,4,418,58
Volnei Feltes,BRA,DF,Estoril,23,2000,16.4,1074,95,454,519,106,10,1074,15,7,46.7,8,53.3,546,2496,1350,13,14,0,11,6,617,19
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,26,1997,27.1,1570,146,684,782,114,36,1570,2,1,50.0,1,50.0,706,3717,2018,25,17,1,16,4,861,7
Martim Fernandes,POR,DF,Porto,17,2006,2.8,216,4,59,111,50,2,216,10,5,50.0,4,40.0,89,444,288,7,8,1,5,1,128,8
Mateus Fernandes,POR,MF,Estoril,19,2004,24.8,1651,32,327,974,377,19,1651,55,27,49.1,19,34.5,919,5274,2834,62,41,4,38,22,1103,53
Mateus Fernandes,POR,FW,Sporting CP,19,2004,0.0,8,0,1,3,5,0,8,0,0,,0,,3,57,51,0,1,0,0,0,2,0
Rafael Fernandes,POR,DF,Arouca,21,2002,8.3,496,50,245,231,26,5,496,6,5,83.3,1,16.7,280,1359,840,5,8,0,2,0,343,2
Roger Fernandes,GNB,"MF,FW",Braga,17,2005,7.5,396,4,50,147,208,35,396,24,11,45.8,12,50.0,236,1716,849,30,17,8,25,9,252,84
Rúben Fernandes,POR,DF,Gil Vicente FC,37,1986,29.0,1969,198,1125,809,45,25,1969,2,2,100.0,0,0.0,1150,4846,2749,6,3,0,6,1,1369,2
Vasco Fernandes,POR,DF,Casa Pia,36,1986,10.0,514,57,302,197,17,9,514,0,0,,0,,250,1123,546,2,0,0,4,1,325,4
Vasco Fernandes,POR,DF,Chaves,36,1986,16.8,736,121,424,295,19,7,736,1,0,0.0,1,100.0,337,1894,1187,4,2,0,4,2,424,1
Fernando,BRA,"FW,MF",Casa Pia,30,1993,6.0,192,3,16,75,103,25,191,16,6,37.5,10,62.5,114,703,215,7,7,4,14,11,138,37
Filipe Ferreira,POR,DF,Boavista,32,1990,19.2,1209,80,490,567,158,7,1209,15,10,66.7,5,33.3,623,2886,1372,19,15,1,18,1,745,42
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,34,1989,26.0,1548,200,921,609,23,20,1548,3,1,33.3,0,0.0,806,4011,2434,2,0,0,9,1,951,0
Vitó Ferreira,POR,MF,Estrela,25,1997,6.4,348,13,85,193,71,2,348,7,2,28.6,5,71.4,124,513,166,2,5,0,7,1,204,10
Daniel Figueira,POR,GK,Estoril,25,1998,12.0,353,296,351,2,0,0,353,0,0,,0,,168,789,479,0,0,0,0,0,128,0
Diogo Fonseca,POR,DF,Estrela,21,2002,4.8,325,33,175,140,11,4,325,1,1,100.0,0,0.0,165,662,267,2,0,1,0,0,209,0
Tiago Fonseca Morais,POR,"FW,MF",Boavista,19,2003,15.3,665,22,122,297,253,53,664,75,21,28.0,46,61.3,393,2583,1298,41,22,21,40,19,445,98
Théo Fonseca,FRA,FW,Famalicão,23,2000,7.2,212,11,55,73,87,22,212,8,3,37.5,3,37.5,114,534,187,6,5,1,13,11,129,25
José Fonte,POR,DF,Braga,39,1983,16.8,1232,134,601,587,47,21,1232,1,1,100.0,0,0.0,731,3310,1805,10,7,0,4,2,886,5
Hernâni Fortes,POR,FW,Rio Ave,31,1991,3.8,124,2,11,29,85,11,124,11,3,27.3,6,54.5,69,445,144,7,1,2,9,4,80,33
André Franco,POR,"MF,FW",Porto,25,1998,4.9,307,3,36,160,113,14,307,2,1,50.0,1,50.0,173,803,387,8,5,0,7,3,221,27
Gonçalo Franco,POR,MF,Moreirense,22,2000,30.2,1554,67,356,915,301,30,1554,44,15,34.1,26,59.1,744,3176,1244,17,21,1,60,37,892,57
Afonso freitas,POR,"DF,MF",Vitória,23,2000,8.1,359,15,77,145,137,14,359,7,1,14.3,4,57.1,156,680,327,8,4,1,13,3,195,50
