Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Henrique Dourado,BRA,FW,Cruzeiro,33,1989,3.8,7,1.83,3,0,1,2,0,1,0,0.00,0,0,0,0,0,0
David Duarte,BRA,DF,Bahia,28,1995,9.6,5,0.52,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Dudu,BRA,MF,Ath Paranaense,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dudu,BRA,FW,Palmeiras,31,1992,12.0,62,5.18,48,2,9,0,1,2,5,0.42,4,0,0,0,0,1
Éberth,BRA,FW,Coritiba,19,2003,0.3,1,3.60,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Edenílson,BRA,"MF,FW",Atlético Mineiro,33,1989,15.2,39,2.57,34,1,0,1,2,1,4,0.26,3,0,0,1,0,0
Eder,BRA,DF,América (MG),27,1995,17.4,11,0.63,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
EDU,BRA,DF,Goiás,22,2000,4.8,3,0.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edu,BRA,"FW,MF",Coritiba,29,1993,3.6,7,1.97,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Carlos Eduardo,BRA,"MF,FW",Atlético Mineiro,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Eduardo,BRA,MF,Botafogo (RJ),33,1989,29.7,84,2.83,57,10,5,3,9,0,10,0.34,7,3,0,0,0,0
Eguinaldo,BRA,"FW,MF",Vasco da Gama,18,2004,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rafael Elias,BRA,FW,Cruzeiro,23,1999,6.0,15,2.50,8,0,2,4,1,0,0,0.00,0,0,0,0,0,0
Rodrigo Ely,BRA,DF,Grêmio,29,1993,7.4,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Emmanuel,BRA,FW,Goiás,22,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leandro Emmanuel Martínez,ARG,MF,América (MG),28,1994,28.2,120,4.25,83,22,3,3,5,4,9,0.32,6,2,0,0,1,0
Alan Empereur,BRA,DF,Cuiabá,28,1994,32.8,25,0.76,23,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Endrick,BRA,FW,Palmeiras,16,2006,17.3,54,3.12,31,0,11,5,7,0,9,0.52,3,0,4,1,1,0
Erick,BRA,MF,Ath Paranaense,25,1997,27.8,61,2.20,51,0,2,5,1,2,7,0.25,6,0,1,0,0,0
Erison,BRA,"FW,MF",São Paulo,23,1999,4.3,6,1.38,2,0,1,2,1,0,1,0.23,0,0,0,1,0,0
Gonzalo Escobar,ARG,DF,Fortaleza,25,1997,6.4,16,2.49,11,2,2,0,0,1,1,0.16,0,0,0,0,0,1
Lucas Esquivel,ARG,DF,Ath Paranaense,21,2001,18.3,41,2.24,21,13,1,1,3,2,3,0.16,2,1,0,0,0,0
Estevão,BRA,MF,Internacional,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Estevão,BRA,DF,Palmeiras,16,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vitor Eudes,BRA,GK,Fluminense,24,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Evangelista,BRA,MF,Red Bull Bragantino,27,1995,30.2,159,5.26,107,28,5,8,9,2,12,0.40,7,3,0,2,0,0
Everaldo,BRA,"FW,MF",América (MG),28,1994,13.7,50,3.65,35,3,1,4,7,0,6,0.44,6,0,0,0,0,0
Éverson,BRA,GK,Atlético Mineiro,32,1990,36.0,8,0.22,6,2,0,0,0,0,1,0.03,0,1,0,0,0,0
Everton,BRA,"FW,MF",Grêmio,25,1997,13.5,44,3.26,31,2,3,5,2,1,5,0.37,4,0,1,0,0,0
Bruno Fabiano Alves,BRA,DF,Grêmio,31,1991,27.2,5,0.18,4,0,0,1,0,0,1,0.04,1,0,0,0,0,0
Fabinho,BRA,MF,Palmeiras,20,2002,6.5,15,2.30,12,0,0,1,1,1,2,0.31,1,0,0,1,0,0
Fábio,BRA,GK,Fluminense,42,1980,35.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fábio,BRA,"DF,MF",Grêmio,32,1990,9.7,24,2.48,19,0,0,2,2,1,3,0.31,2,0,0,0,0,1
Fagner,BRA,DF,Corinthians,33,1989,23.3,69,2.96,38,26,1,0,3,1,5,0.21,4,1,0,0,0,0
Willian Farias,BRA,MF,Coritiba,33,1989,10.7,14,1.31,11,0,1,1,0,1,0,0.00,0,0,0,0,0,0
Luiz Felipe,BRA,DF,Santos,29,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Felipe,BRA,GK,Bahia,26,1996,37.0,5,0.14,2,3,0,0,0,0,1,0.03,1,0,0,0,0,0
Matheus Felipe,BRA,DF,Ath Paranaense,24,1998,5.9,3,0.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo Fernandes,BRA,GK,Bahia,34,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Fernandes,BRA,MF,Botafogo (RJ),25,1997,5.3,19,3.62,7,7,0,4,1,0,1,0.19,1,0,0,0,0,0
Matheus Fernandes,BRA,MF,Red Bull Bragantino,24,1998,26.0,74,2.85,69,0,0,2,1,2,4,0.15,3,0,0,0,0,1
Nathan Fernandes,BRA,"FW,MF",Grêmio,17,2005,4.2,16,3.82,9,0,4,3,0,0,1,0.24,1,0,0,0,0,0
Gatito Fernández,PAR,GK,Botafogo (RJ),34,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leonardo Fernández,URU,"MF,FW",Fluminense,24,1998,7.3,32,4.39,17,7,3,1,4,0,2,0.27,0,0,1,0,1,0
Rodrigo Fernández,URU,MF,Santos,27,1996,22.4,21,0.94,17,0,1,0,3,0,1,0.04,1,0,0,0,0,0
Fernandinho,BRA,MF,Ath Paranaense,37,1985,21.5,71,3.31,61,3,1,0,5,1,12,0.56,11,0,0,0,1,0
Fernando,BRA,DF,Ath Paranaense,23,1999,5.3,14,2.64,13,1,0,0,0,0,4,0.75,4,0,0,0,0,0
Nahuel Ferraresi,VEN,FW,São Paulo,24,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ferreira,BRA,"FW,MF",Grêmio,25,1997,12.7,51,4.01,34,2,8,3,4,0,9,0.71,4,1,2,1,1,0
Sebastián Ferreira,PAR,"FW,MF",Vasco da Gama,24,1998,4.9,15,3.07,13,0,0,1,1,0,2,0.41,1,0,0,1,0,0
Figueiredo,BRA,"FW,MF",Vasco da Gama,21,2001,7.3,21,2.88,15,1,1,0,4,0,1,0.14,0,0,0,0,1,0
Tobias Figueiredo,POR,DF,Fortaleza,28,1994,3.8,3,0.79,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Matheus França,BRA,"MF,FW",Flamengo,18,2004,4.1,16,3.90,11,1,3,0,1,0,1,0.24,0,0,0,0,1,0
Alan Franco,ECU,"MF,FW",Atlético Mineiro,24,1998,9.3,13,1.39,11,0,0,1,0,1,1,0.11,0,0,0,1,0,0
Alan Franco,ARG,DF,São Paulo,26,1996,12.5,10,0.80,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Fransérgio,BRA,MF,Coritiba,32,1990,5.9,8,1.35,7,0,0,1,0,0,1,0.17,1,0,0,0,0,0
Marlon Freitas,BRA,MF,Botafogo (RJ),27,1995,32.3,80,2.48,70,1,1,6,1,1,5,0.15,4,0,0,1,0,0
Bruno Fuchs,BRA,DF,Atlético Mineiro,23,1999,12.1,10,0.83,10,0,0,0,0,0,2,0.17,2,0,0,0,0,0
Julio Furch,ARG,"FW,MF",Santos,33,1989,6.8,17,2.50,11,0,2,3,1,0,0,0.00,0,0,0,0,0,0
Gabriel,BRA,DF,Bahia,21,2001,10.9,6,0.55,3,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Gabriel,BRA,MF,Internacional,30,1992,8.5,17,2.00,15,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Gabriel,BRA,GK,Coritiba,30,1992,30.7,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel,BRA,MF,Botafogo (RJ),29,1993,9.6,33,3.30,24,1,3,3,0,2,2,0.20,2,0,0,0,0,0
Eduardo Gabriel,BRA,DF,Santos,26,1996,3.0,2,0.67,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Thalisson Gabriel,BRA,DF,Coritiba,21,2002,10.5,2,0.19,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Zé Gabriel,BRA,MF,Vasco da Gama,24,1999,21.5,26,1.21,22,0,1,1,1,1,0,0.00,0,0,0,0,0,0
Ighor Gabryel,BRA,FW,América (MG),20,2003,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matías Galarza,PAR,MF,Vasco da Gama,20,2002,4.5,5,1.12,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thiago Galhardo,BRA,"FW,MF",Fortaleza,33,1989,20.8,58,2.79,41,0,3,8,4,2,6,0.29,6,0,0,0,0,0
JP Galvão,BRA,DF,Botafogo (RJ),21,2001,2.2,6,2.69,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ganso,BRA,MF,Fluminense,33,1989,19.3,68,3.52,53,11,0,4,0,0,8,0.41,6,2,0,0,0,0
Maurício Garcez,BRA,"MF,FW",Coritiba,25,1997,6.6,12,1.81,6,0,1,1,3,1,0,0.00,0,0,0,0,0,0
García,BRA,DF,Palmeiras,21,2002,3.3,5,1.54,4,1,0,0,0,0,1,0.31,1,0,0,0,0,0
Bryan García,ECU,MF,Ath Paranaense,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luan Garcia,BRA,DF,Palmeiras,29,1993,20.2,25,1.24,23,0,1,1,0,0,4,0.20,2,0,1,1,0,0
Rafael Gava,BRA,MF,Cuiabá,29,1993,0.2,2,10.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro Geromel,BRA,DF,Grêmio,37,1985,5.2,2,0.38,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Gerson,BRA,MF,Flamengo,25,1997,29.9,121,4.05,101,0,7,4,8,1,15,0.50,13,0,1,0,1,0
Gil,BRA,DF,Corinthians,35,1987,32.0,24,0.75,17,0,0,5,1,1,4,0.12,2,0,0,2,0,0
Gilberto,BRA,FW,Cruzeiro,33,1989,12.1,22,1.81,18,0,1,2,0,1,3,0.25,3,0,0,0,0,0
Gilberto,BRA,DF,Bahia,29,1993,20.6,62,3.01,48,5,4,1,3,1,8,0.39,6,0,1,0,1,0
Giovane,BRA,FW,Corinthians,19,2003,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovani,BRA,FW,Palmeiras,19,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovanni,BRA,"MF,DF",Fluminense,21,2002,1.1,6,5.63,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Bruno Gomes,BRA,MF,Coritiba,21,2001,24.4,71,2.91,44,6,5,3,11,2,6,0.25,3,1,0,1,1,0
Igor Gomes,BRA,"MF,FW",Atlético Mineiro,23,1999,15.3,52,3.41,38,9,4,0,1,0,6,0.39,5,0,1,0,0,0
Igor Gomes,BRA,DF,Internacional,21,2001,16.3,15,0.92,11,0,1,2,1,0,1,0.06,1,0,0,0,0,0
Marlon Gomes,BRA,"MF,FW",Vasco da Gama,19,2003,12.7,29,2.28,19,0,2,1,6,1,4,0.31,1,0,2,0,1,0
William Gomes,BRA,FW,São Paulo,16,2006,0.8,5,5.92,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Gustavo Gómez,PAR,DF,Palmeiras,29,1993,30.7,31,1.01,24,0,0,5,0,2,5,0.16,3,0,0,2,0,0
Sebastián Gómez,COL,MF,Coritiba,26,1996,15.9,19,1.20,14,2,0,1,1,1,3,0.19,1,0,0,1,1,0
Aloísio dos Santos Gonçalves,CHN,"FW,MF",América (MG),34,1988,8.0,26,3.26,16,0,5,3,2,0,4,0.50,2,0,0,2,0,0
Diego Gonçalves,BRA,"FW,MF",Goiás,28,1994,4.0,11,2.78,9,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Mateus Gonçalves Martins,BRA,"MF,FW",América (MG),28,1994,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Gonçalves,BRA,"FW,MF",Flamengo,17,2005,0.2,2,11.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matheus Gonçalves,BRA,"FW,MF",Red Bull Bragantino,17,2005,5.1,31,6.04,19,3,3,2,4,0,4,0.78,1,0,1,0,2,0
Yony González,COL,"FW,MF",Fluminense,28,1994,6.4,11,1.72,10,0,0,0,0,1,1,0.16,1,0,0,0,0,0
Roger Guedes,BRA,"FW,MF",Corinthians,26,1996,15.0,46,3.07,34,2,2,4,4,0,3,0.20,3,0,0,0,0,0
Guga,BRA,DF,Fluminense,24,1998,16.8,42,2.50,36,4,0,0,1,1,5,0.30,5,0,0,0,0,0
Guilherme,BRA,MF,Goiás,31,1991,20.6,99,4.81,41,50,2,3,2,1,8,0.39,1,6,0,1,0,0
Guilherme,BRA,"FW,MF",Fortaleza,27,1995,15.7,48,3.06,30,4,4,6,3,1,4,0.25,4,0,0,0,0,0
Guilherme,BRA,"DF,MF",Red Bull Bragantino,20,2002,2.9,2,0.69,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Luis Guilherme,BRA,"FW,MF",Palmeiras,16,2006,6.4,30,4.70,17,4,4,0,4,1,2,0.31,1,0,0,0,1,0
Gustavinho,BRA,"MF,FW",Grêmio,21,2001,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gustavinho,BRA,"MF,FW",Red Bull Bragantino,18,2004,7.4,14,1.90,10,0,2,1,1,0,1,0.14,0,0,0,1,0,0
Raphael Guzzo,POR,MF,Goiás,28,1995,6.4,21,3.28,14,3,0,3,0,1,0,0.00,0,0,0,0,0,0
Lucas Halter,BRA,DF,Goiás,22,2000,28.7,27,0.94,23,1,0,2,0,1,2,0.07,2,0,0,0,0,0
Hayner,BRA,"DF,MF",Coritiba,27,1995,3.4,7,2.07,6,0,0,0,1,0,1,0.30,1,0,0,0,0,0
Thiago Heleno,BRA,DF,Ath Paranaense,34,1988,30.9,21,0.68,20,1,0,0,0,0,2,0.06,2,0,0,0,0,0
Helinho,BRA,FW,Red Bull Bragantino,22,2000,15.4,80,5.20,52,9,9,3,6,1,6,0.39,4,1,0,0,1,0
Henrique,BRA,DF,Coritiba,36,1986,22.5,11,0.49,7,1,0,1,0,2,0,0.00,0,0,0,0,0,0
Bruno Henrique,BRA,"FW,MF",Flamengo,32,1990,17.1,46,2.68,32,0,6,4,4,0,7,0.41,2,0,3,0,2,0
Bruno Henrique,BRA,MF,Internacional,33,1989,11.7,44,3.77,32,6,0,2,4,0,2,0.17,2,0,0,0,0,0
Dalbert Henrique,BRA,DF,Internacional,29,1993,5.5,9,1.63,6,2,0,0,1,0,1,0.18,0,1,0,0,0,0
Fernando Henrique,BRA,MF,Cruzeiro,21,2001,1.5,7,4.77,4,0,0,2,1,0,1,0.68,1,0,0,0,0,0
Luis Henrique,BRA,"FW,MF",Botafogo (RJ),21,2001,15.3,61,3.96,50,0,9,1,1,0,8,0.52,4,0,3,0,1,0
Mateus Henrique,BRA,DF,América (MG),20,2002,6.0,12,2.01,11,0,1,0,0,0,3,0.50,2,0,1,0,0,0
Paulo Henrique,BRA,DF,Vasco da Gama,26,1996,9.5,29,3.07,22,3,3,1,0,0,2,0.21,2,0,0,0,0,0
Pedro Henrique,BRA,DF,Ath Paranaense,27,1995,9.5,5,0.53,4,0,0,0,0,1,1,0.11,1,0,0,0,0,0
Pedro Henrique,BRA,"FW,MF",Internacional,32,1990,14.1,47,3.33,27,1,5,6,7,1,6,0.43,3,0,1,0,1,1
Breno Herculano,BRA,"FW,MF",Goiás,23,1999,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hércules,BRA,MF,Fortaleza,22,2000,8.6,17,1.98,13,0,1,1,0,2,1,0.12,0,0,0,0,0,1
Diego Hernández,URU,FW,Botafogo (RJ),22,2000,0.5,1,2.20,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nicolás Hernández,COL,DF,Internacional,25,1998,14.4,12,0.83,10,0,0,1,1,0,3,0.21,3,0,0,0,0,0
Lucca Holanda,BRA,FW,Internacional,19,2003,6.1,19,3.10,13,0,1,2,2,1,1,0.16,1,0,0,0,0,0
Hugo,BRA,DF,Goiás,25,1997,15.8,33,2.09,25,7,1,0,0,0,1,0.06,1,0,0,0,0,0
Hugo,BRA,DF,Botafogo (RJ),21,2001,15.5,36,2.32,25,11,0,0,0,0,2,0.13,2,0,0,0,0,0
Victor Hugo,BRA,"MF,FW",Flamengo,18,2004,14.2,33,2.33,24,1,4,4,0,0,3,0.21,3,0,0,0,0,0
Vitor Hugo,BRA,DF,Bahia,31,1991,23.7,13,0.55,12,0,0,1,0,0,1,0.04,1,0,0,0,0,0
Hulk,BRA,FW,Atlético Mineiro,36,1986,32.7,157,4.80,70,14,22,15,34,2,22,0.67,13,1,3,1,4,0
José Hurtado,ECU,DF,Red Bull Bragantino,21,2001,18.0,34,1.89,26,4,4,0,0,0,0,0.00,0,0,0,0,0,0
Hyoran,BRA,"MF,FW",Atlético Mineiro,29,1993,7.7,31,4.04,20,6,1,3,1,0,1,0.13,1,0,0,0,0,0
Igor,BRA,MF,Flamengo,19,2003,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
André Inácio,BRA,FW,Flamengo,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel Inocêncio,BRA,DF,Santos,28,1994,14.2,23,1.62,18,2,1,1,0,1,0,0.00,0,0,0,0,0,0
Isaac,BRA,FW,Atlético Mineiro,18,2004,0.2,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Isaac,BRA,"MF,DF",Fluminense,18,2004,1.5,9,6.18,5,0,2,0,1,1,1,0.69,1,0,0,0,0,0
Juan Iturbe,PAR,"FW,MF",Grêmio,29,1993,0.8,1,1.32,0,0,0,0,0,1,1,1.32,0,0,0,0,0,1
Zé Ivaldo,BRA,DF,Ath Paranaense,25,1997,11.3,8,0.71,7,0,1,0,0,0,2,0.18,2,0,0,0,0,0
Ivonei,BRA,MF,Santos,20,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vítor Jacaré,BRA,"DF,MF",Bahia,23,1999,9.8,26,2.83,18,2,1,2,1,2,2,0.22,0,0,1,0,0,1
Jadsom,BRA,MF,Red Bull Bragantino,21,2001,21.1,55,2.61,48,2,0,3,1,1,2,0.10,2,0,0,0,0,0
Jair,BRA,MF,Vasco da Gama,28,1994,17.7,53,3.00,45,1,2,1,4,0,4,0.23,2,0,1,0,1,0
Jamerson,BRA,"DF,FW",Coritiba,24,1998,21.0,43,2.05,29,4,7,2,0,1,4,0.19,2,1,1,0,0,0
Janderson,BRA,"FW,MF",Botafogo (RJ),23,1999,4.6,17,3.70,15,0,2,0,0,0,2,0.43,2,0,0,0,0,0
Jandrei,BRA,GK,São Paulo,29,1993,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Léo Jardim,BRA,GK,Vasco da Gama,27,1995,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jemerson,BRA,DF,Atlético Mineiro,30,1992,27.5,15,0.55,11,0,0,4,0,0,2,0.07,1,0,0,1,0,0
Jesé,ESP,MF,Coritiba,29,1993,1.1,4,3.75,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexandre Jesus,BRA,DF,Fluminense,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jhow,BRA,DF,América (MG),19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joaquim,BRA,DF,Santos,24,1998,30.3,29,0.96,20,0,1,5,1,2,5,0.16,2,0,0,2,1,0
John,BRA,GK,Internacional,26,1996,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Felipe Jonatan,BRA,DF,Santos,24,1998,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jori,BRA,GK,América (MG),26,1996,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Josué,BRA,MF,Grêmio,17,2005,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jhonatan Jowjow,BRA,"MF,FW",Palmeiras,20,2002,9.9,37,3.73,26,3,3,3,2,0,3,0.30,3,0,0,0,0,0
Daniel Jr,BRA,MF,Cruzeiro,20,2002,0.3,6,22.50,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Luciano Juba,BRA,"DF,MF",Bahia,23,1999,7.2,32,4.45,13,18,0,1,0,0,2,0.28,1,1,0,0,0,0
Juninho,BRA,MF,América (MG),35,1987,32.5,97,2.99,78,1,5,8,3,2,9,0.28,8,0,0,0,1,0
Pedrinho Junqueira,BRA,"FW,MF",Goiás,18,2004,2.2,8,3.69,6,0,1,0,0,1,1,0.46,1,0,0,0,0,0
Jussa,BRA,MF,Cruzeiro,26,1996,19.6,22,1.12,20,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Justen,BRA,DF,Fluminense,19,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kaiki,BRA,"DF,FW",Cruzeiro,19,2003,2.5,5,1.97,3,0,1,0,1,0,2,0.79,0,0,1,0,1,0
Kaio,BRA,"MF,FW",Coritiba,18,2004,9.8,31,3.16,15,2,3,0,11,0,1,0.10,1,0,0,0,0,0
Lucas Kal,BRA,MF,América (MG),26,1996,13.7,29,2.11,29,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Walter Kannemann,ARG,DF,Grêmio,31,1991,26.2,18,0.69,16,0,0,1,0,1,1,0.04,0,0,0,0,0,1
Kanu,BRA,DF,Bahia,25,1997,32.3,24,0.74,19,0,0,5,0,0,2,0.06,0,0,0,2,0,0
Alan Kardec,BRA,"FW,MF",Atlético Mineiro,34,1989,2.9,8,2.70,7,0,0,0,1,0,1,0.34,1,0,0,0,0,0
Kauan,BRA,FW,Fortaleza,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vinicius Kaue,BRA,"DF,MF",Ath Paranaense,19,2003,3.8,3,0.79,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Kayque,BRA,MF,Botafogo (RJ),22,2000,0.3,2,6.67,2,0,0,0,0,0,1,3.33,1,0,0,0,0,0
Renato Kayser,BRA,"FW,MF",América (MG),26,1996,0.4,1,2.31,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Keiller,BRA,GK,Internacional,26,1996,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
John Kennedy,BRA,"FW,MF",Fluminense,20,2002,15.2,57,3.74,25,0,19,6,6,1,3,0.20,0,0,2,0,1,0
Keno,BRA,"FW,MF",Fluminense,33,1989,17.9,72,4.01,52,2,12,3,3,0,10,0.56,7,0,2,0,1,0
Kevin,BRA,"FW,DF",Palmeiras,20,2003,2.6,6,2.31,3,0,1,1,1,0,1,0.38,0,0,0,0,1,0
Kevyson,BRA,DF,Santos,18,2004,10.8,20,1.85,15,0,3,1,1,0,1,0.09,1,0,0,0,0,0
Khellven,BRA,DF,Ath Paranaense,21,2001,11.1,26,2.35,16,8,1,1,0,0,4,0.36,4,0,0,0,0,0
Maurício Kozlinski,BRA,GK,Fortaleza,31,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamín Kuscevic,CHI,DF,Coritiba,26,1996,22.5,8,0.36,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Derik Lacerda,BRA,"FW,MF",Cuiabá,23,1999,7.3,25,3.41,13,0,5,2,4,1,5,0.68,2,0,1,0,2,0
Ignacio Laquintana,URU,FW,Red Bull Bragantino,23,1999,2.0,3,1.48,2,0,0,1,0,0,1,0.49,0,0,0,1,0,0
Thauan Lara,BRA,"DF,MF",Internacional,19,2004,3.7,10,2.68,8,0,1,1,0,0,1,0.27,1,0,0,0,0,0
Lelê,BRA,"FW,MF",Fluminense,25,1997,12.7,29,2.28,20,0,3,4,2,0,4,0.31,2,0,1,1,0,0
Mauricio Lemos,URU,DF,Atlético Mineiro,27,1995,24.6,12,0.49,11,0,0,1,0,0,3,0.12,3,0,0,0,0,0
Marcos Leonardo,BRA,FW,Santos,19,2003,28.8,71,2.47,45,1,6,9,9,1,6,0.21,4,0,1,0,1,0
Lian,BRA,MF,Grêmio,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lima,BRA,"MF,FW",Fluminense,26,1996,28.1,69,2.45,51,5,5,5,2,1,10,0.36,3,1,2,3,1,0
Lucas Lima,BRA,"MF,FW",Santos,32,1990,24.5,127,5.19,66,43,2,3,5,8,7,0.29,4,2,0,1,0,0
Leonardo Linck,BRA,GK,Ath Paranaense,21,2001,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Liziero,BRA,MF,Coritiba,24,1998,6.5,13,2.00,11,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Marcelo Lomba,BRA,GK,Palmeiras,36,1986,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José López,ARG,"FW,MF",Palmeiras,22,2000,6.6,24,3.65,15,0,2,2,4,1,1,0.15,1,0,0,0,0,0
Lucão,BRA,DF,Red Bull Bragantino,24,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucão,BRA,GK,Red Bull Bragantino,21,2001,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas,BRA,DF,Santos,21,2001,6.8,11,1.62,8,0,2,0,1,0,0,0.00,0,0,0,0,0,0
Ayrton Lucas,BRA,DF,Flamengo,25,1997,28.8,47,1.63,34,0,7,2,3,1,8,0.28,4,0,2,1,1,0
Jean Lucas,BRA,MF,Santos,24,1998,20.1,85,4.23,52,20,7,5,1,0,6,0.30,4,1,0,1,0,0
Jhonny Lucas,BRA,MF,Goiás,22,2000,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
João Lucas,BRA,DF,Santos,24,1998,9.0,11,1.23,4,4,0,2,0,1,2,0.22,1,1,0,0,0,0
Ruan Lucas,BRA,"MF,FW",Coritiba,18,2004,0.3,1,3.10,1,0,0,0,0,0,1,3.10,1,0,0,0,0,0
Ian Luccas,BRA,MF,Cruzeiro,19,2003,5.3,10,1.87,7,0,0,1,1,1,1,0.19,1,0,0,0,0,0
Pedro Luccas,BRA,GK,Coritiba,19,2004,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luciano,BRA,"MF,FW",São Paulo,29,1993,23.5,80,3.41,55,1,8,10,5,1,5,0.21,2,0,0,3,0,0
