Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Alerrandro,BRA,"FW,MF",Red Bull Bragantino,23,2000,14,2,405,4.5,1,0,1,1,0,0,3,1,3.1,3.1,0.2,3.2,3,9,21,0.22,0.00,0.22,0.22,0.22,0.68,0.03,0.72,0.68,0.72
Alesson,BRA,"FW,MF",Goiás,23,1999,23,3,655,7.3,2,1,3,2,0,0,3,0,1.2,1.2,0.5,1.7,24,9,68,0.27,0.14,0.41,0.27,0.41,0.16,0.07,0.23,0.16,0.23
Alex,BRA,DF,Santos,23,1999,6,5,455,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.6,3,7,0,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11
Caio Alexandre,BRA,MF,Fortaleza,23,1999,34,32,"2,624",29.2,2,2,4,2,0,0,4,0,2.0,2.0,2.8,4.8,91,208,38,0.07,0.07,0.14,0.07,0.14,0.07,0.10,0.17,0.07,0.17
Matheus Alexandre,BRA,DF,Cuiabá,23,1999,35,33,"2,980",33.1,1,0,1,1,0,0,5,0,0.8,0.8,1.2,1.9,41,108,97,0.03,0.00,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06
Alexsander,BRA,"MF,DF",Fluminense,19,2003,19,13,"1,194",13.3,0,1,1,0,0,0,3,0,0.3,0.3,1.4,1.7,37,53,53,0.00,0.08,0.08,0.00,0.08,0.02,0.11,0.13,0.02,0.13
Alison,BRA,MF,Santos,29,1993,5,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alisson,BRA,"MF,DF",Atlético Mineiro,17,2005,5,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,3,10,0.00,0.00,0.00,0.00,0.00,0.03,0.33,0.35,0.03,0.35
Alisson,BRA,"MF,FW",São Paulo,29,1993,35,26,"2,153",23.9,0,5,5,0,0,0,2,0,1.1,1.1,2.7,3.8,42,143,104,0.00,0.21,0.21,0.00,0.21,0.05,0.11,0.16,0.05,0.16
Allan,BRA,MF,Flamengo,25,1997,9,4,482,5.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,12,38,6,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Allano,BRA,FW,Goiás,27,1995,19,15,"1,237",13.7,1,0,1,1,0,0,5,0,2.1,2.1,0.8,2.9,39,55,90,0.07,0.00,0.07,0.07,0.07,0.16,0.06,0.21,0.16,0.21
Henrique Almeida,BRA,FW,América (MG),31,1991,4,2,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,1,3,5,0.00,0.00,0.00,0.00,0.00,0.22,0.20,0.42,0.22,0.42
Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,8,4,352,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Anderson,BRA,GK,Cruzeiro,24,1998,1,1,90,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anderson,BRA,"FW,MF",Goiás,24,1998,20,18,"1,291",14.3,0,2,2,0,0,0,1,0,0.7,0.7,1.4,2.1,44,37,105,0.00,0.14,0.14,0.00,0.14,0.05,0.09,0.15,0.05,0.15
André,BRA,DF,Bahia,19,2003,3,1,125,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,12,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
André,BRA,"MF,DF",Fluminense,21,2001,31,29,"2,649",29.4,0,0,0,0,0,0,11,1,0.4,0.4,0.6,0.9,58,185,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Ângelo,BRA,"FW,MF",Santos,18,2004,12,5,542,6.0,2,0,2,2,0,0,1,0,1.1,1.1,1.0,2.0,26,25,38,0.33,0.00,0.33,0.33,0.33,0.18,0.16,0.33,0.18,0.33
Maurício Antônio,BRA,DF,Coritiba,30,1992,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Apodi,BRA,"FW,MF",Goiás,36,1986,13,2,382,4.2,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,4,16,0.24,0.00,0.24,0.24,0.24,0.20,0.06,0.25,0.20,0.25
Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,28,27,"2,385",26.5,2,0,2,2,0,0,2,1,1.0,1.0,1.0,2.1,59,135,121,0.08,0.00,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08
Charles Aránguiz,CHI,MF,Internacional,33,1989,22,16,"1,267",14.1,0,1,1,0,0,0,3,0,1.0,1.0,1.3,2.3,7,89,28,0.00,0.07,0.07,0.00,0.07,0.07,0.09,0.16,0.07,0.16
João Araújo,BRA,MF,Grêmio,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luiz Araújo,BRA,FW,Flamengo,26,1996,20,10,785,8.7,3,1,4,3,0,0,2,1,1.6,1.6,0.7,2.4,30,43,113,0.34,0.11,0.46,0.34,0.46,0.19,0.08,0.27,0.19,0.27
Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,16,3,584,6.5,1,2,3,1,0,0,0,0,1.2,1.2,0.8,2.0,18,30,43,0.15,0.31,0.46,0.15,0.46,0.19,0.13,0.32,0.19,0.32
Michel Araujo,URU,"FW,MF",São Paulo,26,1996,32,19,"1,768",19.6,2,1,3,2,0,0,3,0,4.8,4.8,2.4,7.2,73,91,157,0.10,0.05,0.15,0.10,0.15,0.24,0.12,0.37,0.24,0.37
Robert Arboleda,ECU,DF,São Paulo,31,1991,20,19,"1,721",19.1,0,0,0,0,0,0,1,1,0.9,0.9,0.3,1.2,2,42,5,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Jhon Arias,COL,"FW,MF",Fluminense,25,1997,29,26,"2,385",26.5,7,7,14,5,2,2,5,1,5.8,4.2,4.3,8.5,142,107,301,0.26,0.26,0.53,0.19,0.45,0.22,0.16,0.38,0.16,0.32
Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,10,1,190,2.1,0,0,0,0,0,0,0,0,0.9,0.9,0.6,1.4,5,2,12,0.00,0.00,0.00,0.00,0.00,0.41,0.27,0.68,0.41,0.68
Arthur,BRA,"FW,MF",Cruzeiro,24,1998,20,17,"1,350",15.0,3,1,4,3,0,0,3,0,3.6,3.6,1.2,4.9,65,38,114,0.20,0.07,0.27,0.20,0.27,0.24,0.08,0.32,0.24,0.32
Arthur,BRA,DF,América (MG),19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Arthur,BRA,"DF,FW",Fluminense,18,2004,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,2.44,2.44,0.00,2.44
Artur,BRA,FW,Palmeiras,24,1998,31,22,"1,896",21.1,5,2,7,5,0,0,2,0,5.0,5.0,3.4,8.4,85,81,218,0.24,0.09,0.33,0.24,0.33,0.24,0.16,0.40,0.24,0.40
Eduard Atuesta,COL,MF,Palmeiras,25,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,15,2,322,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,3,15,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
Filipe Augusto,BRA,MF,Cuiabá,29,1993,27,9,"1,065",11.8,0,0,0,0,0,0,6,1,0.3,0.3,0.9,1.1,9,78,16,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Renato Augusto,BRA,MF,Corinthians,34,1988,24,16,"1,282",14.2,2,4,6,2,0,0,1,0,1.1,1.1,2.1,3.2,39,96,99,0.14,0.28,0.42,0.14,0.42,0.08,0.15,0.23,0.08,0.23
Danilo Avelar,BRA,DF,América (MG),33,1989,26,24,"1,984",22.0,3,1,4,2,1,1,5,1,4.0,3.2,0.7,3.9,11,81,42,0.14,0.05,0.18,0.09,0.14,0.18,0.03,0.21,0.14,0.18
Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,30,25,"1,748",19.4,4,1,5,4,0,0,3,1,3.7,3.7,1.9,5.7,30,52,121,0.21,0.05,0.26,0.21,0.26,0.19,0.10,0.29,0.19,0.29
Matheus Babi,BRA,FW,Goiás,25,1997,17,8,881,9.8,4,0,4,4,0,0,5,0,2.6,2.6,0.3,2.9,2,12,38,0.41,0.00,0.41,0.41,0.41,0.26,0.03,0.29,0.26,0.29
Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,13,6,522,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,14,12,21,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
Fabián Balbuena,PAR,DF,Corinthians,31,1991,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Robson Bambu,BRA,DF,Vasco da Gama,25,1997,18,16,"1,280",14.2,0,0,0,0,0,0,6,0,0.5,0.5,0.1,0.6,5,33,13,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Gabriel Baralhas,BRA,MF,Internacional,24,1998,5,2,236,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,13,5,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,23,10,"1,011",11.2,3,0,3,3,0,0,5,0,1.0,1.0,0.1,1.2,14,54,7,0.27,0.00,0.27,0.27,0.27,0.09,0.01,0.10,0.09,0.10
Diogo Barbosa,BRA,DF,Fluminense,30,1992,19,10,"1,117",12.4,1,2,3,1,0,0,1,0,0.3,0.3,1.3,1.6,35,51,68,0.08,0.16,0.24,0.08,0.24,0.02,0.11,0.13,0.02,0.13
Diogo Barbosa,BRA,DF,Grêmio,30,1992,6,4,386,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,8,17,19,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
Gabriel Barbosa,BRA,FW,Flamengo,26,1996,26,17,"1,540",17.1,5,1,6,1,4,5,7,2,9.5,5.6,1.5,7.1,27,76,112,0.29,0.06,0.35,0.06,0.12,0.56,0.09,0.65,0.33,0.42
Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,4,1,103,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,0,4,0.00,0.00,0.00,0.00,0.00,0.25,0.02,0.27,0.25,0.27
Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,5,0,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,4,10,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.27,0.11,0.27
Chrystian Barletta,BRA,"FW,MF",Corinthians,21,2001,3,2,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,2,16,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16
Cauan Barros,BRA,MF,Vasco da Gama,18,2004,8,3,237,2.6,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,0,7,4,0.38,0.00,0.38,0.38,0.38,0.13,0.04,0.17,0.13,0.17
Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,5,2,177,2.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.8,4,4,12,0.00,0.51,0.51,0.00,0.51,0.12,0.27,0.38,0.12,0.38
Bastos,ANG,DF,Botafogo (RJ),31,1991,4,2,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Fellipe Bastos,BRA,MF,Goiás,32,1990,1,0,36,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,11,5,531,5.9,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,8,21,13,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14
Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,22,19,"1,728",19.2,0,1,1,0,0,0,6,0,0.9,0.9,0.4,1.3,38,81,26,0.00,0.05,0.05,0.00,0.05,0.05,0.02,0.07,0.05,0.07
José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,32,22,"1,997",22.2,2,1,3,2,0,0,2,0,2.8,2.8,2.2,5.0,56,99,95,0.09,0.05,0.14,0.09,0.14,0.12,0.10,0.22,0.12,0.22
Matheus Belém,BRA,DF,São Paulo,19,2003,2,2,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,6,6,407,4.5,1,1,2,1,0,0,3,0,0.8,0.8,0.6,1.4,4,26,13,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31
Martín Benítez,ARG,"MF,FW",América (MG),28,1994,20,14,"1,120",12.4,3,4,7,3,0,0,4,0,2.5,2.5,4.0,6.6,26,77,56,0.24,0.32,0.56,0.24,0.56,0.20,0.32,0.53,0.20,0.53
Bento,BRA,GK,Ath Paranaense,23,1999,33,33,"2,970",33.0,0,1,1,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
Lucas Beraldo,BRA,DF,São Paulo,19,2003,24,24,"2,160",24.0,1,0,1,1,0,0,7,0,1.0,1.0,0.5,1.5,17,128,3,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,12,5,399,4.4,1,1,2,1,0,0,1,0,0.3,0.3,0.4,0.8,30,23,47,0.23,0.23,0.45,0.23,0.45,0.07,0.10,0.17,0.07,0.17
Matheus Bianqui,BRA,MF,Coritiba,25,1998,28,17,"1,420",15.8,2,1,3,2,0,0,8,0,1.7,1.7,1.3,3.0,10,41,41,0.13,0.06,0.19,0.13,0.19,0.11,0.08,0.19,0.11,0.19
Raul Bicalho,BRA,DF,Bahia,23,1999,7,4,321,3.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,19,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Matheus Bidu,BRA,DF,Corinthians,23,1999,24,19,"1,659",18.4,0,0,0,0,0,0,2,0,0.4,0.4,1.4,1.8,58,88,100,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
Biel,BRA,"FW,MF",Bahia,21,2001,25,15,"1,361",15.1,5,1,6,5,0,0,4,0,5.2,5.2,4.4,9.6,51,57,117,0.33,0.07,0.40,0.33,0.40,0.34,0.29,0.64,0.34,0.64
Rafael Bilu,BRA,FW,Cruzeiro,23,1999,4,1,86,1.0,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.4,5,2,8,0.00,0.00,0.00,0.00,0.00,0.71,0.80,1.51,0.71,1.51
Biro,BRA,"FW,MF",Corinthians,18,2004,11,7,572,6.4,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.3,18,18,43,0.00,0.00,0.00,0.00,0.00,0.12,0.09,0.20,0.12,0.20
Bitelo,BRA,"MF,FW",Grêmio,23,2000,19,18,"1,550",17.2,4,1,5,4,0,0,1,0,3.6,3.6,3.8,7.3,40,92,132,0.23,0.06,0.29,0.23,0.29,0.21,0.22,0.43,0.21,0.43
Paulinho Bóia,BRA,FW,América (MG),24,1998,3,2,136,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,4,1,12,0.00,0.00,0.00,0.00,0.00,0.01,0.21,0.22,0.01,0.22
Thiago Borbas,URU,FW,Red Bull Bragantino,20,2002,33,10,"1,428",15.9,9,2,11,9,0,0,7,1,9.2,9.2,1.1,10.4,13,25,119,0.57,0.13,0.69,0.57,0.69,0.58,0.07,0.65,0.58,0.65
Daniel Borges,BRA,DF,América (MG),29,1993,14,8,799,8.9,0,1,1,0,0,0,1,1,0.1,0.1,1.5,1.6,19,45,37,0.00,0.11,0.11,0.00,0.11,0.01,0.17,0.18,0.01,0.18
Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Marllon Borges,BRA,DF,Cuiabá,30,1992,36,36,"3,240",36.0,1,1,2,1,0,0,7,0,1.5,1.5,0.7,2.2,12,87,1,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06
Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,14,6,566,6.3,0,0,0,0,0,0,2,0,0.5,0.5,0.6,1.0,3,19,12,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16
Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,11,3,344,3.8,1,1,2,1,0,0,1,0,1.1,1.1,0.8,1.9,10,18,20,0.26,0.26,0.52,0.26,0.52,0.29,0.21,0.50,0.29,0.50
Lucas Braga,BRA,"DF,FW",Santos,26,1996,27,22,"1,991",22.1,0,0,0,0,0,0,5,1,0.4,0.4,0.7,1.1,64,54,88,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
David Braz,BRA,DF,Fluminense,35,1987,18,10,865,9.6,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16,31,2,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08
Brenno,BRA,GK,Grêmio,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Breno,BRA,MF,América (MG),19,2003,24,13,"1,162",12.9,1,0,1,1,0,0,2,0,1.3,1.3,0.5,1.8,28,80,39,0.08,0.00,0.08,0.08,0.08,0.10,0.04,0.14,0.10,0.14
Breno,BRA,MF,Botafogo (RJ),22,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Breno,BRA,FW,Palmeiras,27,1996,31,14,"1,365",15.2,5,3,8,5,0,0,1,0,6.7,6.7,1.1,7.8,44,37,110,0.33,0.20,0.53,0.33,0.53,0.44,0.08,0.51,0.44,0.51
Emanuel Brítez,ARG,DF,Fortaleza,30,1992,31,31,"2,761",30.7,0,1,1,0,0,0,11,1,1.0,1.0,0.6,1.6,19,86,17,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05
Bruninho,BRA,"FW,MF",Red Bull Bragantino,19,2003,16,9,715,7.9,2,1,3,2,0,0,0,0,2.7,2.7,0.6,3.3,19,36,68,0.25,0.13,0.38,0.25,0.38,0.34,0.07,0.41,0.34,0.41
Fabrício Bruno,BRA,DF,Flamengo,26,1996,34,34,"3,060",34.0,0,1,1,0,0,0,8,0,0.7,0.7,0.5,1.2,32,198,6,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.04,0.02,0.04
Vitor Bueno,BRA,"MF,FW",Ath Paranaense,28,1994,32,25,"2,075",23.1,5,5,10,2,3,3,7,0,5.3,3.1,6.9,10.0,74,149,114,0.22,0.22,0.43,0.09,0.30,0.23,0.30,0.53,0.13,0.43
Esteban Burgos,ARG,DF,América (MG),31,1992,4,4,294,3.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabricio Bustos,ARG,DF,Internacional,26,1996,29,28,"2,499",27.8,3,3,6,3,0,0,4,0,1.0,1.0,2.9,3.9,39,103,151,0.11,0.11,0.22,0.11,0.22,0.04,0.10,0.14,0.04,0.14
Rafael Cabral,BRA,GK,Cruzeiro,32,1990,37,37,"3,330",37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cacá,BRA,DF,Ath Paranaense,23,1999,19,19,"1,694",18.8,2,0,2,2,0,0,6,0,1.1,1.1,0.3,1.4,12,39,8,0.11,0.00,0.11,0.11,0.11,0.06,0.02,0.08,0.06,0.08
Cadu,BRA,DF,Santos,20,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Caetano,BRA,DF,Corinthians,23,1999,16,13,"1,204",13.4,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,2,35,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Jonathan Cafu,BRA,"FW,MF",Cuiabá,31,1991,32,23,"1,708",19.0,0,3,3,0,0,0,5,0,1.5,1.5,1.0,2.5,39,50,169,0.00,0.16,0.16,0.00,0.16,0.08,0.05,0.13,0.08,0.13
Júnior Caiçara,BRA,DF,Santos,33,1989,5,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,8,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo Caio,BRA,"MF,DF",Flamengo,29,1993,5,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Caíque,BRA,GK,Grêmio,25,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Calebe,BRA,"MF,FW",Fortaleza,22,2000,29,16,"1,479",16.4,2,5,7,2,0,0,2,0,3.0,3.0,4.9,7.9,69,78,127,0.12,0.30,0.43,0.12,0.43,0.18,0.30,0.48,0.18,0.48
Jonathan Calleri,ARG,FW,São Paulo,29,1993,19,15,"1,350",15.0,9,2,11,7,2,2,6,0,8.5,6.9,0.7,7.6,15,22,101,0.60,0.13,0.73,0.47,0.60,0.56,0.04,0.61,0.46,0.50
Patric Calmon PK,BRA,DF,Cuiabá,28,1994,15,5,520,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.4,14,29,30,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07
Guilherme Camacho,BRA,MF,Santos,32,1990,11,4,448,5.0,0,0,0,0,0,0,5,1,0.0,0.0,0.2,0.2,0,20,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Nathan Camargo,BRA,MF,Red Bull Bragantino,17,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44
Gustavo Campanharo,BRA,MF,Internacional,30,1992,15,8,695,7.7,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,9,33,13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
