Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Tiago Araújo,POR,"DF,MF",Estoril,22,2001,25.0,4,0,0,13,16,4,106,27,22,0,0,0,132,17,23,42.5
Tomás Araújo,POR,DF,Benfica,21,2002,5.4,0,0,0,8,0,0,2,8,9,0,0,0,48,17,7,70.8
Gustavo Assuncao,POR,MF,Famalicão,23,2000,7.0,5,1,0,17,10,0,9,9,12,0,0,0,37,6,7,46.2
Otavio Ataide,BRA,DF,Famalicão,21,2002,15.4,4,0,0,19,23,1,11,25,21,0,0,0,87,27,11,71.1
Otavio Ataide,BRA,DF,Porto,21,2002,12.0,3,0,0,14,13,0,1,7,6,0,0,0,55,13,14,48.1
Fredrik Aursnes,NOR,DF,Benfica,27,1995,31.0,3,1,1,29,14,5,49,18,43,0,1,0,163,14,26,35.0
Chidozie Awaziem,NGA,DF,Boavista,26,1997,21.7,7,1,1,24,13,1,1,18,18,0,1,0,123,60,34,63.8
Abdul Awudu,GHA,"FW,MF",Vizela,22,2001,2.1,1,0,0,5,2,0,3,0,3,0,0,0,8,3,4,42.9
Amadou Ba-Sy,FRA,"FW,MF",Vizela,22,2001,1.3,0,0,0,8,2,1,3,1,1,0,0,0,0,4,6,40.0
Alexander Bah,DEN,DF,Benfica,25,1997,16.9,3,0,0,20,22,3,47,32,35,1,0,0,104,27,19,58.7
Elves Baldé,GNB,"FW,MF",Farense,23,1999,10.8,0,0,0,15,17,4,72,1,5,0,0,0,43,9,8,52.9
Robson Bambu,BRA,DF,Arouca,25,1997,9.8,1,0,0,12,11,0,0,9,12,0,2,0,51,14,7,66.7
Daniel Bandeira,POR,MF,Vitória,23,2000,7.8,1,0,0,6,6,0,25,11,6,0,0,0,59,11,8,57.9
Simon Banza,COD,FW,Braga,26,1996,22.2,2,0,0,44,54,10,6,8,6,3,0,0,31,76,80,48.7
Rafael Barbosa,POR,"MF,FW",Farense,27,1996,9.5,1,0,0,8,23,2,53,4,9,0,0,0,51,0,9,0.0
Romário Baró,POR,"MF,FW",Porto,23,2000,2.5,0,0,0,3,6,0,3,1,2,0,0,0,8,0,3,0.0
Afonso Bastardo,POR,"FW,DF",Gil Vicente FC,18,2005,0.5,0,0,0,1,0,0,2,1,1,0,0,0,4,0,0,
Afonso Bastardo,POR,MF,Sporting CP,18,2005,0.3,0,0,0,0,1,0,5,0,1,0,0,0,2,0,0,
Gilberto Batista,GNB,DF,Moreirense,19,2003,2.5,0,0,0,0,1,0,0,1,2,0,0,0,9,3,6,33.3
Ricardo Batista,POR,GK,Casa Pia,36,1986,30.9,2,1,0,1,7,0,0,0,0,0,0,0,31,3,2,60.0
Roko Baturina,CRO,FW,Gil Vicente FC,23,2000,7.9,0,0,0,9,17,4,1,0,1,1,0,0,11,28,26,51.9
Bachir Belloumi,ALG,"FW,MF",Farense,21,2002,23.0,3,0,0,21,20,5,43,21,28,0,0,0,111,37,34,52.1
Fahem Benaissa Yahia,FRA,MF,Casa Pia,21,2002,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Beni,ANG,MF,Casa Pia,21,2002,16.3,9,1,1,29,25,0,8,19,24,0,0,0,114,13,10,56.5
Benny,POR,"MF,FW",Chaves,23,2000,14.1,1,0,0,14,12,1,81,6,3,0,0,0,51,5,14,26.3
Berna,ANG,"FW,DF",Boavista,19,2003,3.6,2,0,0,11,7,1,14,5,11,0,0,0,16,7,12,36.8
Juan Bernat,ESP,DF,Benfica,30,1993,0.9,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
Emmanuel Boateng,GHA,FW,Rio Ave,27,1996,20.7,10,2,2,35,56,17,7,5,9,1,0,0,60,59,74,44.4
Kiko Bondoso,POR,"FW,MF",Vizela,27,1995,2.1,0,0,0,0,5,1,3,1,3,0,0,0,15,0,5,0.0
Toni Borevkovic,CRO,DF,Vitória,26,1997,22.7,2,1,0,23,10,0,1,36,14,0,1,0,84,49,30,62.0
Gonçalo Borges,POR,"MF,FW",Porto,22,2001,3.2,2,0,0,8,6,3,38,0,4,1,0,0,12,2,4,33.3
Cristian Borja,COL,DF,Braga,30,1993,27.2,4,0,0,34,21,10,107,22,33,0,0,0,147,21,21,50.0
Róbert Boženík,SVK,FW,Boavista,23,1999,28.6,4,0,0,65,57,24,13,4,10,0,0,0,56,52,73,41.6
Daniel Bragança,POR,MF,Sporting CP,24,1999,11.4,2,0,0,19,28,1,15,19,22,0,0,0,55,7,14,33.3
Bruno Brigido,BRA,GK,Estrela,32,1991,26.0,0,0,0,0,7,0,0,0,2,0,0,1,29,4,0,100.0
Rafael Brito,POR,MF,Casa Pia,21,2002,3.8,0,0,0,9,6,0,1,5,8,0,0,0,14,3,4,42.9
Bruma,POR,"FW,MF",Braga,28,1994,19.1,3,0,0,10,21,3,12,6,12,0,0,0,100,5,13,27.8
Jonathan Buatu Mananga,ANG,DF,Gil Vicente FC,29,1993,5.0,1,0,0,1,4,0,0,1,4,0,0,0,12,10,6,62.5
Leonel Bucca,ARG,"MF,FW",Estrela,24,1999,9.1,4,0,0,21,14,0,12,4,23,0,0,0,65,9,8,52.9
André Bukia,COD,"MF,FW",Arouca,28,1995,1.7,0,0,0,3,7,0,18,1,4,0,0,0,10,0,1,0.0
Fabijan Buntić,CRO,GK,Vizela,26,1997,27.7,1,0,0,0,1,0,0,0,0,0,0,0,50,2,0,100.0
Aleksandar Busnić,SRB,"MF,FW",Vizela,25,1997,8.5,3,0,0,16,7,0,1,6,12,0,0,0,43,19,18,51.4
Oriol Busquets,ESP,MF,Arouca,24,1999,4.8,2,0,0,5,4,1,2,2,5,0,0,0,21,2,4,33.3
Rafael Bustamante,COL,MF,Vizela,23,1999,7.9,2,0,0,9,5,0,3,12,9,0,0,0,52,8,8,50.0
Leonardo Buta,POR,DF,Gil Vicente FC,21,2002,24.3,3,0,0,24,48,3,47,28,30,1,1,0,113,17,13,56.7
Adrián Butzke,ESP,FW,Vitória,24,1999,4.1,0,0,0,6,7,4,5,0,3,0,0,0,8,25,22,53.2
Erick Cabaco,URU,DF,Estoril,28,1995,3.7,0,0,0,4,1,0,0,7,4,0,0,0,16,5,7,41.7
Arthur Cabral,BRA,FW,Benfica,25,1998,14.8,2,0,0,25,13,4,4,1,7,0,0,0,42,26,48,35.1
Jhonder Cádiz,VEN,FW,Famalicão,28,1995,25.6,9,1,0,45,52,21,17,1,7,0,0,0,46,114,83,57.9
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,23.1,5,0,0,32,54,10,44,14,25,0,0,0,88,23,40,36.5
Ibrahima Camará,GUI,"MF,DF",Boavista,24,1999,5.3,1,1,0,5,4,0,8,4,4,0,0,0,17,5,8,38.5
Cambila,ANG,GK,Estrela,21,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Luan Campos,BRA,"FW,MF",Portimonense,21,2002,5.2,2,0,0,6,3,4,9,5,5,0,0,0,14,8,15,34.8
Fábio Cardoso,POR,DF,Porto,29,1994,13.4,5,2,1,18,7,1,2,12,3,0,1,0,35,29,33,46.8
Felippe Cardoso,BRA,FW,Casa Pia,24,1998,17.4,7,0,0,37,31,17,7,1,8,0,0,0,33,41,46,47.1
Carlinhos,BRA,MF,Portimonense,29,1994,31.6,11,0,0,37,42,4,127,8,27,0,0,1,170,18,18,50.0
João Carlos,BRA,"FW,DF",Estoril,28,1995,3.5,4,0,0,15,6,0,1,1,1,0,0,0,9,21,23,47.7
Zé Carlos,POR,"MF,DF",Vitória,21,2001,4.7,4,0,0,7,15,0,15,6,5,0,0,0,42,4,2,66.7
Zé Carlos,POR,DF,Gil Vicente FC,25,1998,21.4,7,0,0,30,41,4,40,30,34,0,1,0,116,22,21,51.2
David Carmo,ANG,DF,Porto,24,1999,6.8,6,1,1,16,0,0,0,2,4,0,0,0,31,25,11,69.4
Marcelo Carné,BRA,GK,Estoril,33,1990,22.0,3,1,0,0,1,0,0,0,1,0,0,1,25,7,1,87.5
Carraça,POR,"DF,MF",Chaves,30,1993,11.1,3,1,0,15,12,1,67,7,5,0,0,0,48,13,9,59.1
Álvaro Carreras,ESP,DF,Benfica,20,2003,6.3,1,0,0,11,6,3,16,10,10,0,0,0,47,13,5,72.2
Ronie Carrillo,ECU,"FW,MF",Portimonense,26,1996,14.6,1,1,0,23,22,7,4,3,4,0,0,0,32,28,58,32.6
António Filipe de Carvalho,POR,GK,Estrela,38,1985,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
Miguel Carvalho,POR,GK,Farense,27,1996,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Vitor Carvalho,BRA,MF,Braga,26,1997,14.5,8,0,0,30,7,0,3,18,22,0,0,0,83,28,33,45.9
Facundo Cáseres,ARG,MF,Farense,22,2001,12.4,6,1,1,23,23,0,1,11,25,0,0,0,56,8,16,33.3
Midana Cassama,GNB,"FW,MF",Portimonense,20,2002,3.2,2,1,0,14,7,2,1,2,3,0,0,0,8,5,13,27.8
Cassiano,BRA,FW,Estoril,34,1989,17.9,2,0,0,34,20,14,5,0,20,0,0,0,25,32,54,37.2
Jesús Castillo,PER,MF,Gil Vicente FC,22,2001,2.7,1,0,0,7,2,0,1,4,5,0,0,0,21,1,2,33.3
André Castro,POR,MF,Braga,35,1988,0.5,0,0,0,1,3,0,0,1,0,0,0,0,2,2,2,50.0
André Castro,POR,MF,Moreirense,35,1988,6.0,1,0,0,15,6,0,4,6,10,0,0,0,26,12,10,54.5
Cristian Castro,COL,DF,Rio Ave,22,2001,0.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,18.7,2,0,0,18,39,2,42,12,17,0,0,0,104,7,10,41.2
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21,2002,12.0,6,1,1,12,37,2,28,3,8,1,0,0,49,8,17,32.0
Charles,BRA,GK,Vitória,29,1994,7.5,2,0,0,0,1,0,0,0,0,0,0,0,8,4,0,100.0
Chiquinho,POR,"FW,MF",Famalicão,23,2000,19.3,10,1,0,51,72,9,88,13,18,3,0,0,68,12,25,32.4
Chiquinho,POR,MF,Benfica,28,1995,2.1,1,0,0,4,5,0,8,2,4,0,0,0,14,3,3,50.0
Clayton,BRA,FW,Casa Pia,24,1999,18.8,4,0,0,61,47,18,12,3,7,1,0,0,40,40,71,36.0
Sebastián Coates,URU,DF,Sporting CP,32,1990,25.3,7,0,0,17,17,1,0,24,19,0,1,0,147,73,18,80.2
Fábio Conceição,POR,"MF,FW",Rio Ave,22,2001,28.2,3,0,0,26,61,1,36,17,24,1,0,0,129,22,20,52.4
Francisco Conceição,POR,"FW,MF",Porto,20,2002,21.0,11,1,1,35,45,7,152,2,31,0,0,0,87,3,14,17.6
Leo Cordeiro,BRA,MF,Estrela,27,1995,29.0,5,0,0,37,42,1,12,19,40,0,0,0,186,16,17,48.5
Jeriel Córdova,VEN,FW,Boavista,21,2002,1.7,2,0,0,13,4,3,1,0,0,1,0,0,10,5,6,45.5
Félix Correia,POR,FW,Gil Vicente FC,22,2001,24.1,4,0,0,17,56,14,55,21,22,1,0,0,112,9,25,26.5
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,23.3,8,0,0,24,25,12,96,31,12,0,0,0,122,26,36,41.9
Alberto costa,POR,DF,Vitória,19,2003,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Bruno Xavier Almeida Costa,POR,MF,Vizela,26,1997,6.8,2,0,0,7,20,0,20,10,1,0,1,0,31,3,3,50.0
Diogo Costa,POR,GK,Porto,23,1999,32.7,0,1,0,1,4,0,0,0,0,0,0,0,60,5,2,71.4
Gonçalo Costa,POR,"DF,MF",Portimonense,23,2000,19.0,5,1,0,31,14,5,93,27,38,1,0,0,121,22,14,61.1
Michel Costa,BRA,MF,Estoril,21,2001,3.3,0,0,0,6,8,0,4,2,4,0,0,0,19,3,2,60.0
Murilo Costa,BRA,FW,Gil Vicente FC,28,1994,22.1,3,0,0,7,24,5,71,16,15,0,0,0,87,14,30,31.8
Rui Costa,POR,"FW,MF",Farense,27,1996,7.8,2,0,0,7,15,6,8,0,2,0,0,0,31,15,36,29.4
Tomás Costa Silva,POR,DF,Vizela,23,1999,29.1,1,1,0,15,47,2,121,41,50,1,1,0,150,37,34,52.1
Costinha,POR,"MF,DF",Rio Ave,23,2000,33.9,4,0,0,55,60,13,115,40,60,2,1,0,193,56,58,49.1
Sandro Cruz,ANG,"DF,MF",Chaves,22,2001,18.1,2,0,0,15,26,2,32,20,23,0,1,0,88,20,25,44.4
Florian Danho Seke,FRA,FW,Famalicão,23,2000,2.7,0,0,0,11,4,2,1,0,3,0,0,0,10,13,16,44.8
Ignacio De Arruabarrena,URU,GK,Arouca,26,1997,31.0,4,0,0,3,0,0,0,1,2,0,2,0,40,11,0,100.0
Fran Delgado,ESP,DF,Farense,22,2001,5.5,1,0,0,10,2,0,10,2,2,0,2,0,21,4,1,80.0
Dener,BRA,MF,Portimonense,31,1992,19.6,11,0,0,37,13,0,14,26,31,0,0,0,106,25,30,45.5
Depú,ANG,FW,Gil Vicente FC,23,2000,8.6,2,1,1,6,17,4,0,2,4,1,0,0,16,28,43,39.4
Ángel Di María,ARG,FW,Benfica,35,1988,24.6,4,0,0,6,30,10,262,8,12,1,0,0,106,2,9,18.2
Tiago Dias,POR,"MF,FW",Casa Pia,25,1998,8.8,1,0,0,11,3,3,86,5,7,0,0,0,36,1,5,16.7
Vinicius Dias,BRA,GK,Gil Vicente FC,26,1997,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
Dida,BRA,GK,Estrela,25,1998,4.7,0,1,0,1,2,0,0,0,0,0,1,0,8,1,0,100.0
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,23.5,7,1,1,26,18,0,1,13,24,0,0,0,132,47,18,72.3
Álvaro djaló,ESP,"FW,MF",Braga,23,1999,19.9,7,1,1,50,34,6,54,23,19,0,0,0,82,29,26,52.7
Mihai Dobre,ROU,FW,Famalicão,24,1998,3.9,0,0,0,6,5,1,6,3,3,0,0,0,27,4,9,30.8
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27,1996,25.9,8,0,0,48,51,9,88,28,26,0,0,0,152,4,16,20.0
Bruno Duarte,BRA,FW,Farense,27,1996,25.1,6,0,0,39,28,8,35,7,9,1,0,0,60,92,165,35.8
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,6.3,3,0,0,13,0,0,12,7,13,0,1,0,30,10,6,62.5
Marcus Edwards,ENG,"FW,MF",Sporting CP,24,1998,14.9,4,1,0,14,28,2,61,6,7,1,0,0,64,1,6,14.3
Úmaro Embaló,POR,"MF,FW",Rio Ave,22,2001,8.8,1,0,0,16,11,7,35,3,4,0,0,0,38,2,2,50.0
João Escoval,POR,DF,Vizela,26,1997,15.2,7,0,0,22,3,0,3,14,10,0,1,0,48,37,19,66.1
Ricardo Esgaio,POR,"MF,DF",Sporting CP,30,1993,16.6,7,0,0,26,1,8,57,7,22,0,0,0,68,7,14,33.3
Tiago Esgaio,POR,DF,Arouca,27,1995,25.3,4,0,0,24,8,0,30,34,37,0,0,0,122,65,21,75.6
Samuel Essende,COD,FW,Vizela,25,1998,29.6,5,0,0,59,48,22,11,3,7,2,0,0,61,120,110,52.2
Dario Essugo,POR,MF,Chaves,18,2005,12.9,3,0,0,25,29,0,1,21,19,0,1,0,75,17,8,68.0
Dario Essugo,POR,MF,Sporting CP,18,2005,0.4,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,50.0
Paulo Estrela Moreira,POR,"MF,FW",Portimonense,24,1999,5.9,1,0,0,15,3,0,23,7,7,0,0,0,47,7,8,46.7
Stephen Eustáquio,CAN,MF,Porto,26,1996,17.0,3,0,0,32,20,1,47,18,27,1,0,0,94,22,28,44.0
Evanilson,BRA,FW,Porto,23,1999,22.8,5,1,0,38,67,14,7,3,11,3,0,0,61,29,37,43.9
Fabiano,BRA,DF,Moreirense,23,2000,23.7,5,0,0,43,28,2,77,29,30,0,1,0,141,27,23,54.0
Claudio Falcão,BRA,MF,Farense,29,1994,28.9,12,0,0,74,20,0,6,40,45,0,0,0,174,55,48,53.4
Jean Felipe,BRA,"MF,DF",Estrela,29,1994,12.8,0,0,0,5,9,1,87,10,18,0,0,0,60,8,7,53.3
Volnei Feltes,BRA,DF,Estoril,23,2000,16.4,4,0,0,20,5,0,19,21,15,0,1,1,81,27,19,58.7
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,26,1997,27.1,5,0,0,34,10,0,14,26,39,0,0,1,144,124,58,68.1
Martim Fernandes,POR,DF,Porto,17,2006,2.8,1,0,0,5,1,0,4,5,6,0,0,0,8,6,1,85.7
Mateus Fernandes,POR,MF,Estoril,19,2004,24.8,6,0,0,51,70,1,90,25,46,0,0,0,150,17,13,56.7
Mateus Fernandes,POR,FW,Sporting CP,19,2004,0.0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,100.0
Rafael Fernandes,POR,DF,Arouca,21,2002,8.3,2,1,1,10,5,1,1,9,8,0,0,0,29,22,12,64.7
Roger Fernandes,GNB,"MF,FW",Braga,17,2005,7.5,1,0,0,8,10,7,45,4,11,0,0,0,41,7,8,46.7
Rúben Fernandes,POR,DF,Gil Vicente FC,37,1986,29.0,4,0,0,16,16,0,4,35,11,0,0,0,112,61,36,62.9
Vasco Fernandes,POR,DF,Casa Pia,36,1986,10.0,2,0,0,9,8,1,2,10,5,0,0,0,60,11,15,42.3
Vasco Fernandes,POR,DF,Chaves,36,1986,16.8,6,0,0,17,15,2,2,9,14,0,0,0,44,22,17,56.4
Fernando,BRA,"FW,MF",Casa Pia,30,1993,6.0,0,0,0,10,5,9,8,0,6,0,0,0,23,6,9,40.0
Filipe Ferreira,POR,DF,Boavista,32,1990,19.2,4,0,0,17,12,0,45,18,22,0,0,0,85,17,21,44.7
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,34,1989,26.0,4,0,0,27,20,1,0,28,20,0,0,1,101,67,50,57.3
Vitó Ferreira,POR,MF,Estrela,25,1997,6.4,0,0,0,14,4,0,16,4,7,0,0,0,49,6,3,66.7
Daniel Figueira,POR,GK,Estoril,25,1998,12.0,1,0,0,0,0,0,0,0,2,0,0,0,19,2,0,100.0
Diogo Fonseca,POR,DF,Estrela,21,2002,4.8,0,0,0,7,0,0,0,4,4,0,0,0,16,17,8,68.0
Tiago Fonseca Morais,POR,"FW,MF",Boavista,19,2003,15.3,5,2,2,22,41,3,47,10,17,0,0,0,78,1,13,7.1
Théo Fonseca,FRA,FW,Famalicão,23,2000,7.2,0,0,0,13,14,5,14,7,3,0,0,0,30,9,14,39.1
José Fonte,POR,DF,Braga,39,1983,16.8,8,0,0,20,3,1,2,20,3,0,1,0,80,40,15,72.7
Hernâni Fortes,POR,FW,Rio Ave,31,1991,3.8,0,0,0,2,5,2,36,1,0,0,0,0,11,1,3,25.0
André Franco,POR,"MF,FW",Porto,25,1998,4.9,1,0,0,11,6,0,22,4,5,0,0,0,26,1,3,25.0
Gonçalo Franco,POR,MF,Moreirense,22,2000,30.2,7,0,0,61,62,1,16,59,54,1,0,0,211,21,28,42.9
Afonso freitas,POR,"DF,MF",Vitória,23,2000,8.1,3,0,0,13,10,5,19,4,11,0,0,0,24,12,7,63.2
Iván Fresneda,ESP,"MF,DF",Sporting CP,18,2004,0.4,0,0,0,0,1,0,3,0,2,0,0,0,2,0,0,
Godfried Frimpong,NED,DF,Moreirense,24,1999,22.4,2,0,0,18,13,5,113,39,22,0,0,0,88,20,25,44.4
Kanya Fujimoto,JPN,MF,Gil Vicente FC,24,1999,22.2,0,0,0,20,20,6,21,11,15,0,0,0,75,7,8,46.7
Taichi Fukui,JPN,MF,Portimonense,19,2004,6.6,0,0,0,8,5,0,8,5,5,0,0,0,29,5,3,62.5
Galeno,BRA,"FW,MF",Porto,25,1997,24.9,5,0,0,14,49,4,55,15,18,0,1,1,100,25,30,45.5
Nino Galović,CRO,DF,Arouca,31,1992,16.0,3,0,0,14,8,1,0,16,6,0,1,0,65,28,19,59.6
Fabrício Garcia,CPV,"FW,MF",Estoril,22,2001,3.7,1,0,0,6,17,0,4,1,10,0,0,0,16,0,3,0.0
Bruno Gaspar,ANG,"MF,DF",Vitória,30,1993,25.4,7,0,0,40,29,4,107,17,23,0,0,0,101,25,32,43.9
Mory Gbane,CIV,MF,Gil Vicente FC,22,2000,21.2,7,0,0,43,19,0,1,27,36,0,2,0,141,53,26,67.1
André Geraldes,POR,"MF,DF",Casa Pia,32,1991,6.7,2,0,0,4,3,0,7,2,3,0,0,0,20,3,6,33.3
Saviour Godwin,NGA,"FW,MF",Casa Pia,26,1996,3.8,0,0,0,7,7,0,15,4,3,1,0,0,19,0,0,
Eulânio Ângelo Chipela Gomes,GNB,MF,Estrela,29,1994,6.5,2,0,0,6,7,1,12,5,5,0,0,0,27,7,8,46.7
Rodrigo Gomes,POR,"MF,DF",Estoril,20,2003,27.2,5,1,0,24,18,3,48,25,30,0,0,0,113,9,26,25.7
Vítor Gomes,POR,MF,Rio Ave,35,1987,3.6,3,0,0,10,5,0,0,3,4,0,0,0,25,0,5,0.0
Victor Gomez,ESP,DF,Braga,23,2000,22.6,3,2,1,21,27,2,98,26,27,0,1,0,114,18,23,43.9
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,24,1999,11.3,2,0,0,20,15,4,30,9,12,0,0,0,49,6,12,33.3
Nuno Gonçalo Moreira,POR,"FW,MF",Vizela,24,1999,10.7,1,0,0,10,18,3,46,10,9,1,1,0,53,4,11,26.7
João Gonçalves,POR,GK,Boavista,22,2000,34.0,4,0,0,0,4,0,0,0,1,0,0,0,26,9,3,75.0
Jota Gonçalves,POR,DF,Vizela,23,2000,16.1,3,0,0,21,12,0,3,21,8,0,0,1,57,33,35,48.5
Pedro Gonçalves,POR,"FW,MF",Sporting CP,25,1998,28.6,4,0,0,19,32,8,162,10,30,0,0,0,123,5,13,27.8
Vítor Gonçalves,POR,MF,Farense,31,1992,7.7,0,0,0,11,18,3,14,4,7,0,0,0,40,14,10,58.3
Cristo González,ESP,"FW,MF",Arouca,25,1997,30.9,3,0,0,23,34,7,34,6,15,1,0,0,102,11,29,27.5
Nicolás González,ESP,MF,Porto,21,2002,18.9,7,0,0,44,20,0,5,10,28,0,0,0,86,48,34,58.5
Tiago Gouveia,POR,FW,Benfica,22,2001,6.0,1,0,0,17,10,4,8,1,7,0,0,0,32,0,3,0.0
João Graça,POR,MF,Rio Ave,28,1995,13.3,10,0,0,43,28,0,26,9,25,0,0,0,62,16,17,48.5
Marko Grujić,SRB,MF,Porto,27,1996,3.2,1,0,0,8,3,0,2,6,13,0,0,0,25,22,8,73.3
Gonçalo Guedes,POR,"FW,MF",Benfica,26,1996,1.4,0,0,0,4,8,0,6,1,0,0,0,0,7,2,0,100.0
Guga,POR,"DF,MF",Portimonense,19,2003,17.0,6,0,0,18,21,2,38,16,34,0,1,0,85,8,19,29.6
Ricardo Guimarães,MOZ,MF,Chaves,27,1995,13.9,7,0,0,29,29,1,11,18,19,0,1,0,85,7,8,46.7
Rafik Guitane,FRA,"FW,MF",Estoril,24,1999,30.1,0,0,0,11,56,6,64,7,9,0,0,0,129,0,12,0.0
Raphael Guzzo,POR,"MF,FW",Chaves,28,1995,13.2,5,0,0,17,20,0,20,11,7,1,0,0,46,4,11,26.7
Viktor Gyökeres,SWE,FW,Sporting CP,25,1998,32.4,3,0,0,40,78,19,28,5,11,1,0,0,87,62,64,49.2
Justin de Haas,NED,DF,Famalicão,23,2000,17.8,5,1,0,23,11,0,2,24,16,0,0,0,68,45,17,72.6
Yanis Hamache,ALG,DF,Arouca,24,1999,0.5,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
Tomás Händel,POR,MF,Vitória,22,2000,28.0,5,0,0,48,32,0,62,23,31,0,0,0,201,29,15,65.9
Héctor,ESP,FW,Chaves,27,1995,28.8,2,0,0,21,32,10,2,5,8,1,0,0,77,77,109,41.4
Gustavo Henrique,BRA,"DF,MF",Estrela,24,1999,1.4,0,0,0,2,1,1,3,0,2,0,0,0,7,1,10,9.1
Morten Hjulmand,DEN,MF,Sporting CP,24,1999,24.3,12,0,0,41,32,0,10,20,37,0,0,0,153,17,18,48.6
Jordan Holsgrove,SCO,MF,Estoril,23,1999,13.0,6,1,0,17,15,0,50,15,25,0,0,0,78,8,18,30.8
André Horta,POR,MF,Braga,26,1996,6.1,0,0,0,9,9,0,31,1,8,0,0,0,48,0,1,0.0
Ricardo Horta,POR,"FW,MF",Braga,28,1994,26.0,3,0,0,23,41,5,69,11,13,0,0,0,110,6,12,33.3
