Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
David Datro Fofana,CIV,FW,Burnley,Premier League,20,2002,9.8,1,0,0,17,10,9,3,1,5,0,0,0,22,13,33,28.3
David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,2002,7.6,0,0,0,8,12,4,11,0,7,0,0,0,25,10,17,37.0
Juan David Cabal,COL,DF,Hellas Verona,Serie A,22,2001,16.6,6,0,0,27,16,1,33,26,27,0,0,0,68,58,21,73.4
Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,29.2,4,0,0,29,56,13,2,9,15,2,0,0,83,21,67,23.9
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,22.9,0,0,0,16,20,0,31,26,24,0,1,0,179,14,9,60.9
Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,12.1,2,0,0,8,19,0,10,10,17,1,0,0,53,29,21,58.0
Tom Davies,ENG,MF,Sheffield Utd,Premier League,25,1998,2.5,2,0,0,7,2,0,4,3,5,0,1,0,21,3,3,50.0
Keinan Davis,ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,2,0,0,5,3,3,0,0,0,0,0,0,5,9,5,64.3
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,28,1995,23.8,5,0,0,33,9,0,2,24,30,0,0,1,139,67,30,69.1
Craig Dawson,ENG,DF,Wolves,Premier League,33,1990,24.5,7,0,0,20,15,4,1,16,20,0,0,0,100,63,32,66.3
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,1991,13.6,2,0,0,11,13,1,136,4,9,0,0,0,54,6,5,54.5
Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,1,0,0,17,47,6,47,7,21,0,0,1,93,38,35,52.1
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,23.1,7,0,0,27,59,1,46,11,21,0,0,0,145,5,4,55.6
Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,7.5,0,0,0,3,6,0,9,6,8,0,0,0,21,9,5,64.3
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,20.3,7,1,0,38,9,2,31,21,35,1,1,0,87,17,21,44.7
Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,26.4,8,1,1,37,11,0,5,21,25,0,1,0,120,58,38,60.4
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,8.4,0,0,0,9,8,1,2,3,8,0,0,0,30,6,21,22.2
Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,17.9,7,0,0,25,17,0,15,9,19,0,0,1,87,35,30,53.8
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,27.7,4,0,0,21,58,3,251,9,29,0,0,0,137,22,30,42.3
Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,22.7,5,0,0,39,21,1,104,17,19,0,1,0,77,17,17,50.0
Sacha Delaye,FRA,"MF,FW",Montpellier,Ligue 1,21,2002,1.4,1,0,0,6,1,0,3,0,2,0,0,0,8,1,6,14.3
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,6.5,2,0,0,6,0,0,5,9,6,0,0,0,29,8,9,47.1
Alessandro Dellavalle,ITA,DF,Torino,Serie A,19,2004,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,100.0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,15.2,5,0,0,27,13,0,45,14,15,0,1,1,80,16,18,47.1
Karamoko Dembélé,ENG,"MF,FW",Brest,Ligue 1,20,2003,0.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26,1997,16.7,0,0,0,7,27,6,99,5,14,1,0,0,59,3,6,33.3
Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,7.7,1,0,0,16,9,1,9,9,9,0,0,0,40,6,6,50.0
Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,25,1998,31.9,7,0,0,60,35,16,10,11,14,1,0,0,107,51,89,36.4
Diego Demme,GER,MF,Napoli,Serie A,31,1991,0.8,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,100.0
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,31.5,9,0,0,31,18,0,2,43,23,0,0,1,176,171,78,68.7
Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,1.3,0,0,0,1,1,0,0,2,4,0,0,0,4,4,5,44.4
Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,0.3,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,17.2,2,0,0,17,20,1,30,19,12,0,0,0,91,22,17,56.4
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,4.1,2,0,0,6,7,4,0,2,1,0,0,0,9,13,17,43.3
Samuele Di Benedetto,GER,MF,Stuttgart,Bundesliga,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,
Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,29,1994,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,0,0,0,0,4,0,0,1,0,0,0,0,33,6,1,85.7
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,29,1993,35.9,6,0,0,28,37,5,126,24,36,0,0,0,141,27,39,40.9
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,Serie A,24,1999,4.0,0,0,0,3,2,1,18,5,1,0,2,0,26,4,2,66.7
Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,26,1996,12.7,1,0,0,11,24,3,1,3,2,0,0,0,41,6,27,18.2
Moussa Diaby,FRA,"FW,MF",Aston Villa,Premier League,24,1999,24.2,1,0,0,16,15,6,45,9,5,0,0,0,62,2,15,11.8
Lamine Diack,SEN,MF,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mouctar Diakhaby,GUI,"DF,MF",Valencia,La Liga,26,1996,11.9,6,0,0,9,2,0,0,11,11,0,0,0,67,25,13,65.8
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,17,2005,2.3,0,0,0,4,11,0,4,1,3,0,0,0,15,2,4,33.3
Bafodé Diakité,FRA,DF,Lille,Ligue 1,22,2001,18.8,4,0,0,16,12,2,3,21,20,0,1,0,83,32,19,62.7
Ibrahim Diakité,GUI,DF,Reims,Ligue 1,19,2003,1.2,0,0,0,5,3,0,9,2,0,0,0,0,12,3,2,60.0
Moussa Diakité,MLI,MF,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,17.6,4,0,0,35,27,32,3,7,12,1,0,0,57,23,63,26.7
Amad Diallo,CIV,"FW,MF",Manchester Utd,Premier League,21,2002,4.3,1,0,0,5,4,0,1,1,3,0,0,0,14,4,6,40.0
Amadou Diallo,ENG,MF,Newcastle Utd,Premier League,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assane Diao,ESP,FW,Betis,La Liga,17,2005,11.6,4,0,0,12,22,1,9,7,12,0,0,0,47,14,22,38.9
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,19,2004,25.6,3,0,0,40,41,1,22,17,23,0,0,0,112,14,25,35.9
Moussa Diarra,MLI,DF,Toulouse,Ligue 1,22,2000,15.5,5,0,0,22,18,0,16,20,12,0,0,0,63,21,16,56.8
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,28.4,0,0,0,23,15,0,13,30,20,0,1,1,108,47,42,52.8
Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,24,1999,13.4,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2
Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,3,0,0,0,3,0,0,1,1,0,0,0,41,11,1,91.7
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,18,2005,4.0,2,0,0,10,7,0,2,4,6,0,0,0,18,3,4,42.9
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,23,1999,17.2,0,0,0,22,41,5,31,5,19,0,0,0,74,3,9,25.0
Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,29.2,3,0,0,54,42,20,26,3,25,1,0,0,127,26,48,35.1
Víctor Díaz,ESP,"DF,MF",Granada,La Liga,35,1988,1.8,1,0,0,0,0,0,0,1,3,0,0,0,6,3,1,75.0
Famara Diedhiou,SEN,"FW,MF",Granada,La Liga,30,1992,1.0,1,0,0,6,3,0,2,0,1,1,0,0,5,12,6,66.7
Justin Diehl,GER,"FW,MF",Köln,Bundesliga,18,2004,1.9,0,0,0,2,4,0,18,0,0,0,0,0,8,0,2,0.0
Bamba Dieng,SEN,FW,Lorient,Ligue 1,23,2000,6.1,3,0,0,7,19,6,5,0,3,0,0,0,12,17,19,47.2
Eric Dier,ENG,DF,Tottenham,Premier League,29,1994,2.2,0,0,0,0,1,2,0,2,1,0,0,0,7,3,5,37.5
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,29,1994,13.0,1,0,0,12,9,1,7,10,8,0,0,0,66,34,15,69.4
Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2,2,8,20.0
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,26.8,7,0,0,29,30,3,154,26,19,0,0,0,101,42,24,63.6
Federico Dimarco,ITA,DF,Inter,Serie A,25,1997,23.1,0,0,0,12,21,5,196,9,25,0,0,0,99,6,9,40.0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,2,0,0,0,3,0,0,0,1,0,0,0,37,6,1,85.7
Junior Dina Ebimbe,FRA,"MF,DF",Eint Frankfurt,Bundesliga,22,2000,21.7,5,0,0,49,15,3,21,9,29,0,0,0,112,41,32,56.2
Eren Dinkçi,GER,"FW,MF",Heidenheim,Bundesliga,21,2001,29.4,8,0,0,28,22,2,79,12,18,0,0,0,155,11,24,31.4
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,9.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2
Edan Diop,FRA,"MF,DF",Monaco,Ligue 1,18,2004,1.8,3,0,0,7,3,0,2,1,8,0,1,0,11,3,2,60.0
Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15.8,4,1,1,17,4,0,0,17,16,0,3,0,65,25,17,59.5
Sofiane Diop,FRA,FW,Nice,Ligue 1,23,2000,5.5,0,0,0,9,12,8,13,3,6,0,0,0,28,1,4,20.0
Andy Diouf,FRA,MF,Lens,Ligue 1,20,2003,14.6,2,0,0,12,15,0,47,3,19,0,0,0,94,10,14,41.7
Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,34.0,1,0,0,0,9,0,0,1,0,0,0,0,57,12,2,85.7
Axel Disasi,FRA,DF,Chelsea,Premier League,25,1998,28.7,6,0,0,17,17,4,10,18,19,0,0,1,150,72,31,69.9
Tiago Djaló,POR,DF,Juventus,Serie A,23,2000,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Chaim El Djebali,TUN,MF,Lyon,Ligue 1,19,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0
Djené,TOG,"DF,MF",Getafe,La Liga,31,1991,27.6,14,1,1,51,37,1,30,23,19,0,1,0,175,37,29,56.1
Koffi Djidji,CIV,DF,Torino,Serie A,30,1992,8.4,2,0,0,11,1,0,2,10,9,0,0,0,37,8,6,57.1
Berat Djimsiti,ALB,DF,Atalanta,Serie A,30,1993,31.5,5,0,0,17,11,0,6,57,24,0,1,0,171,92,55,62.6
Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13.0,1,0,0,0,1,0,0,1,1,0,0,1,13,2,0,100.0
Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ritsu Doan,JPN,"DF,MF",Freiburg,Bundesliga,25,1998,25.0,2,0,0,26,35,2,61,9,27,1,0,0,97,21,28,42.9
Lewis Dobbin,ENG,MF,Everton,Premier League,20,2003,2.6,1,0,0,3,6,0,7,1,7,0,0,0,20,2,1,66.7
Dodô,BRA,DF,Fiorentina,Serie A,24,1998,5.8,0,0,0,7,8,0,19,5,3,0,0,0,34,4,2,66.7
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,25,1998,24.0,2,0,0,13,20,0,4,38,23,1,0,0,68,53,42,55.8
Matt Doherty,IRL,"DF,MF",Wolves,Premier League,31,1992,12.8,2,0,0,13,11,5,13,7,18,0,0,0,65,38,33,53.5
Josh Doig,SCO,DF,Hellas Verona,Serie A,21,2002,9.2,2,0,0,7,4,1,30,4,9,0,1,0,36,5,7,41.7
Josh Doig,SCO,DF,Sassuolo,Serie A,21,2002,14.9,5,0,0,15,11,0,47,16,17,0,1,0,49,15,14,51.7
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,21,2002,17.7,3,0,0,15,33,5,61,9,22,2,0,0,75,2,3,40.0
Jeremy Doku,BEL,FW,Rennes,Ligue 1,21,2002,1.2,0,0,0,2,4,0,1,0,2,0,0,0,7,0,2,0.0
Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,2001,17.6,2,0,0,15,8,0,3,22,21,0,0,2,71,36,30,54.5
Mario Dominguez,ESP,FW,Valencia,La Liga,19,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,25,1998,16.6,4,0,0,26,16,2,6,18,34,0,0,0,108,21,19,52.5
Nicolás Domínguez,ARG,MF,Bologna,Serie A,25,1998,1.1,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,100.0
Giulio Donati,ITA,DF,Monza,Serie A,33,1990,0.4,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0
Jamie Donley,ENG,FW,Tottenham,Premier League,18,2005,0.0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,50.0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,24.1,3,1,0,2,0,0,0,1,0,0,1,0,28,2,1,66.7
Patrick Dorgu,DEN,"DF,MF",Lecce,Serie A,18,2004,17.4,6,0,0,25,44,2,41,9,22,0,0,0,78,27,25,51.9
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,1998,15.4,5,0,0,19,27,0,3,16,24,0,2,0,113,9,18,33.3
Alberto Dossena,ITA,DF,Cagliari,Serie A,24,1998,33.1,5,0,0,38,42,0,1,45,35,0,0,2,190,118,68,63.4
Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,2001,7.9,2,0,0,14,10,0,9,4,7,0,0,0,49,5,8,38.5
Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30,1993,29.2,7,0,0,53,8,21,26,15,27,0,1,0,144,24,40,37.5
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,10.2,2,0,0,10,1,0,1,20,17,0,0,0,74,5,9,35.7
Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,2002,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5
Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18,2005,18.1,3,0,0,35,55,2,70,14,18,1,1,0,96,6,15,28.6
Guela Doué,CIV,DF,Rennes,Ligue 1,20,2002,13.7,1,1,0,29,11,0,43,15,21,2,0,0,78,18,19,48.6
Alfie Doughty,ENG,DF,Luton Town,Premier League,23,1999,32.5,5,0,0,31,9,13,340,31,40,0,0,0,185,23,12,65.7
Douglas,BRA,MF,Nantes,Ligue 1,26,1997,19.7,7,0,0,48,24,0,20,26,42,0,1,0,126,8,20,28.6
Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20,2003,18.4,4,0,0,19,11,0,0,19,16,0,0,1,100,14,17,45.2
Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,2003,9.8,1,0,0,15,10,1,8,9,18,0,0,0,68,10,13,43.5
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,1999,10.1,2,0,0,18,30,6,2,2,7,0,0,0,22,35,28,55.6
Artem Dovbyk,UKR,FW,Girona,La Liga,26,1997,28.7,2,0,0,27,13,33,1,0,3,0,0,0,24,39,40,49.4
Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29,1994,7.3,0,1,0,10,24,0,8,1,9,0,0,0,43,6,25,19.4
Damion Downs,USA,"FW,MF",Köln,Bundesliga,19,2004,2.0,0,0,0,1,0,0,1,0,1,0,0,0,4,1,6,14.3
Tommy Doyle,ENG,MF,Wolves,Premier League,21,2001,13.6,2,0,0,11,4,0,28,12,13,0,0,0,93,0,4,0.0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,21,2002,4.8,1,0,0,6,4,1,0,8,3,0,0,0,21,9,6,60.0
Radu Drăgușin,ROU,DF,Genoa,Serie A,21,2002,19.0,1,0,0,14,14,0,1,21,11,0,0,0,62,58,25,69.9
Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21,2002,6.5,2,0,0,9,7,6,3,1,0,0,0,0,12,18,15,54.5
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,6.4,1,0,0,4,5,0,0,8,9,0,0,0,24,3,14,17.6
Domingos Duarte,POR,DF,Getafe,La Liga,28,1995,10.1,5,2,1,8,8,0,1,8,4,0,0,0,45,14,10,58.3
Rubén Duarte,ESP,DF,Alavés,La Liga,27,1995,20.9,7,0,0,31,30,0,70,23,20,0,0,0,93,27,26,50.9
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,22.1,1,0,0,2,5,0,0,0,0,0,2,0,29,4,0,100.0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,1994,30.0,9,0,0,6,18,18,159,4,3,1,0,0,83,21,42,33.3
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,1994,27.3,14,2,2,54,51,0,94,26,39,0,0,0,195,7,19,26.9
Denzel Dumfries,NED,DF,Inter,Serie A,27,1996,18.2,2,1,0,25,18,5,47,12,13,0,0,0,58,36,18,66.7
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,31,1991,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100.0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,30,1993,21.0,2,0,0,26,15,3,65,11,22,0,0,0,117,29,29,50.0
Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,31.9,7,1,0,23,12,1,7,31,14,0,1,0,180,57,32,64.0
Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,19,2003,5.3,5,0,0,12,8,4,6,1,5,1,0,0,15,20,12,62.5
Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,17,2006,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,100.0
Hugo Duro,ESP,FW,Valencia,La Liga,23,1999,33.1,4,0,0,41,95,17,7,5,8,3,0,0,81,58,125,31.7
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26,1997,15.0,5,0,0,29,16,0,13,18,19,0,1,0,80,15,15,50.0
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,29,1993,21.8,3,0,0,12,50,5,88,3,13,0,0,0,83,7,21,25.0
Aron Dønnum,NOR,"FW,MF",Toulouse,Ligue 1,25,1998,17.7,8,0,0,31,36,4,28,8,10,1,0,0,76,6,13,31.6
George Earthy,ENG,FW,West Ham,Premier League,18,2004,0.4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,
Simon Ebonog,CMR,MF,Le Havre,Ligue 1,18,2004,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0
Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,18.9,6,1,1,29,45,1,45,10,20,1,3,0,74,16,18,47.1
Enzo Ebosse,CMR,DF,Udinese,Serie A,24,1999,0.1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,1995,12.2,0,0,0,7,9,3,23,6,9,0,0,0,70,8,18,30.8
Ederson,BRA,GK,Manchester City,Premier League,29,1993,30.9,5,0,0,2,4,0,0,0,0,0,1,0,53,8,0,100.0
Éderson,BRA,MF,Atalanta,Serie A,24,1999,31.9,8,0,0,45,34,0,17,41,49,0,0,0,188,35,25,58.3
Odsonne Édouard,FRA,"FW,MF",Crystal Palace,Premier League,25,1998,17.3,4,0,0,31,22,9,10,6,12,0,0,0,38,30,54,35.7
John Egan,IRL,DF,Sheffield Utd,Premier League,30,1992,5.4,2,0,0,6,1,0,0,13,4,0,1,0,21,14,8,63.6
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,32.4,6,0,0,32,24,2,9,28,24,0,1,0,167,51,43,54.3
Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,20,2002,1.2,1,0,0,2,2,0,0,1,1,0,0,0,8,0,0,
Kingsley Ehizibue,NED,DF,Udinese,Serie A,28,1995,10.6,4,0,0,12,21,5,17,8,14,0,0,0,44,12,13,48.0
Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,1998,4.9,2,0,0,8,2,0,0,6,2,0,0,0,26,4,9,30.8
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,2002,8.0,3,0,0,12,12,6,9,2,7,0,0,0,21,14,27,34.1
Emmanuel Ekong,SWE,FW,Empoli,Serie A,21,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Caleb Ekuban,GHA,FW,Genoa,Serie A,29,1994,12.6,0,0,0,17,27,3,4,1,4,1,0,0,36,33,34,49.3
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21,2002,27.0,1,0,0,9,26,19,58,8,19,0,0,0,96,17,37,31.5
Simon Elisor,FRA,FW,Metz,Ligue 1,24,1999,8.5,1,0,0,17,16,4,4,0,2,1,0,0,20,35,47,42.7
Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,20,2003,15.0,2,0,0,7,13,1,62,6,17,1,0,0,78,9,13,40.9
Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23,1999,3.8,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3
Elif Elmas,MKD,"MF,FW",RB Leipzig,Bundesliga,23,1999,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,31,1992,0.3,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,1994,9.0,2,0,0,9,10,0,1,7,7,0,0,0,38,29,13,69.0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,26,1996,27.6,5,0,0,13,18,1,3,43,18,0,0,0,137,72,46,61.0
Adri Embarba,ESP,"FW,MF",Almería,La Liga,31,1992,27.5,5,0,0,37,40,16,171,15,37,0,0,0,141,25,43,36.8
Breel Embolo,SUI,FW,Monaco,Ligue 1,26,1997,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,20,2003,23.1,3,0,0,26,24,12,1,2,5,1,0,0,41,33,66,33.3
Emerson,BRA,DF,Tottenham,Premier League,24,1999,12.9,4,0,0,14,38,0,14,20,24,0,0,0,82,15,21,41.7
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,1997,28.6,4,0,0,21,22,22,4,7,7,0,0,0,43,68,91,42.8
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,19,2004,5.3,2,0,0,6,10,1,8,0,2,0,0,0,13,1,2,33.3
Wataru Endo,JPN,MF,Liverpool,Premier League,30,1993,19.1,10,0,0,50,25,0,4,20,28,0,0,0,108,31,27,53.4
Arne Engels,BEL,"MF,DF",Augsburg,Bundesliga,19,2003,15.6,1,1,0,24,15,1,80,15,18,2,0,0,61,12,19,38.7
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,1992,12.7,1,0,0,7,3,1,43,4,13,0,0,0,86,1,7,12.5
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,29.1,5,0,0,30,26,0,5,28,22,0,2,0,110,55,48,53.4
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30,1993,18.9,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8
Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,1.7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,1992,27.9,9,0,0,45,41,0,50,40,45,0,1,1,171,13,26,33.3
Bernardo Espinosa,COL,DF,Girona,La Liga,34,1989,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,50.0
Maxime Estève,FRA,DF,Burnley,Premier League,21,2002,14.5,6,0,0,25,16,0,5,27,10,0,0,0,62,26,22,54.2
Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,2002,11.1,2,0,0,11,7,0,2,18,12,0,0,1,52,18,13,58.1
Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,1996,2.9,0,0,0,6,3,1,1,0,4,0,0,0,11,11,11,50.0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,1998,13.8,4,0,0,22,17,5,65,21,13,0,0,1,90,12,14,46.2
Karl Etta,CMR,FW,Cádiz,La Liga,19,2003,0.2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,1988,15.5,2,0,0,17,13,0,0,23,14,0,0,0,70,36,18,66.7
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,25,1998,22.8,3,0,0,27,48,11,107,11,17,1,1,0,135,12,24,33.3
Abde Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,2001,0.8,0,0,0,1,3,0,7,0,1,0,0,0,2,1,2,33.3
Abde Ezzalzouli,MAR,FW,Betis,La Liga,21,2001,9.6,1,0,0,9,16,4,33,5,14,0,0,0,44,23,23,50.0
Giovanni Fabbian,ITA,"MF,FW",Bologna,Serie A,20,2003,11.7,4,0,0,16,18,2,4,7,10,0,0,0,30,17,22,43.6
