Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,2.2,2,0,0,6,6,0,0,2,4,0,0,0,9,3,5,37.5
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,0.4,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,4.3,1,0,0,4,1,0,0,1,7,0,0,0,31,8,4,66.7
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,2.3,1,0,0,3,0,1,1,1,2,0,0,0,13,1,4,20.0
Alphonse Areola,FRA,GK,West Ham,30,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,5.5,1,0,0,1,9,0,3,8,10,0,1,0,20,4,6,40.0
Lorenz Assignon,TOG,DF,Rennes,23,2000,4.0,0,0,0,8,6,0,11,4,4,0,1,0,21,2,1,66.7
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,2.4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Noah Atubolu,GER,GK,Freiburg,21,2002,10.3,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,50.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,11.4,0,0,0,5,11,7,17,3,3,0,0,0,29,8,16,33.3
Fredrik Aursnes,NOR,DF,Benfica,27,1995,5.6,0,0,0,3,0,2,11,4,13,0,0,0,24,4,5,44.4
Gastón Ávila,ARG,DF,Ajax,21,2001,1.0,0,0,0,0,3,0,0,1,0,0,0,0,13,2,0,100.0
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,0.7,0,0,0,4,0,1,1,0,0,0,0,0,4,0,2,0.0
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,1.4,0,1,0,2,1,1,2,3,2,0,0,0,8,1,0,100.0
Neil El Aynaoui,FRA,MF,Lens,22,2001,2.3,0,0,0,2,3,0,1,1,1,0,0,0,11,6,2,75.0
Irakli Azarov,GEO,DF,Shakhtar,21,2002,1.9,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,
Sardar Azmoun,IRN,FW,Roma,28,1995,1.9,0,0,0,3,2,2,2,3,2,1,0,0,6,0,4,0.0
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,0.4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,3.9,0,0,0,3,9,2,7,1,4,0,0,0,14,1,3,25.0
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,4.4,2,0,0,3,6,0,1,3,5,0,0,0,35,0,1,0.0
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,4.6,3,0,0,13,8,3,27,6,0,1,1,0,15,2,3,40.0
Alexander Bah,DEN,DF,Benfica,25,1997,5.6,2,0,0,6,5,0,9,6,11,0,0,0,26,16,9,64.0
Eric Bailly,CIV,DF,Villarreal,29,1994,1.6,0,0,0,1,1,0,0,0,1,0,0,0,4,0,2,0.0
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,0.7,1,0,0,2,1,0,1,0,1,0,0,0,9,0,2,0.0
Mitchel Bakker,NED,DF,Atalanta,23,2000,1.7,1,0,0,2,3,0,7,4,1,0,0,0,13,0,1,0.0
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,1.5,0,0,0,2,4,1,2,1,0,0,0,0,7,0,1,0.0
Carlos Baleba,CMR,MF,Brighton,19,2004,0.7,0,0,0,3,0,0,0,1,2,0,0,0,4,1,0,100.0
Leonardo Balerdi,ARG,DF,Marseille,24,1999,11.4,4,0,0,23,12,1,1,25,25,0,0,0,66,21,12,63.6
Husein Balic,AUT,FW,LASK,27,1996,0.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0
David von Ballmoos,SUI,GK,Young Boys,28,1994,2.0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,
Simon Banza,COD,FW,Braga,26,1996,2.3,1,0,0,2,2,2,1,0,1,1,0,0,2,9,12,42.9
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,1.4,0,0,0,0,2,0,1,2,1,0,0,0,6,2,2,50.0
Borna Barišić,CRO,DF,Rangers,30,1992,5.0,1,0,0,8,3,0,35,5,5,0,0,0,25,7,3,70.0
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,1.4,0,0,0,1,2,0,3,0,2,0,0,0,12,1,1,50.0
Marc Bartra,ESP,DF,Betis,32,1991,1.0,1,0,0,2,3,0,0,2,2,0,0,0,5,3,5,37.5
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,3.7,2,0,0,1,2,0,5,5,9,0,0,0,13,8,9,47.1
Chris Bedia,CIV,FW,Servette FC,27,1996,4.4,2,0,0,8,1,1,0,0,0,0,0,0,9,8,7,53.3
Thomas Beelen,NED,DF,Feyenoord,22,2001,2.3,1,0,0,1,0,0,0,5,1,0,0,0,11,2,3,40.0
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,0.4,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0.0
Héctor Bellerín,ESP,DF,Betis,28,1995,2.0,0,0,0,4,0,0,4,4,1,0,0,0,9,1,0,100.0
George Bello,USA,"MF,DF",LASK,21,2002,4.0,1,0,0,4,6,1,11,6,9,0,0,0,21,1,5,16.7
Jeanuël Belocian,FRA,DF,Rennes,18,2005,2.1,2,1,0,3,2,0,0,1,0,0,2,0,3,0,1,0.0
Andrea Belotti,ITA,FW,Roma,29,1993,3.0,1,0,0,4,13,1,1,1,5,0,0,0,12,5,11,31.3
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,5.1,2,0,0,6,6,1,8,5,5,0,0,0,30,2,6,25.0
Ismaël Bennacer,ALG,MF,Milan,25,1997,2.0,0,0,0,4,5,0,1,1,4,0,0,0,10,0,1,0.0
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,3.4,0,0,0,1,3,2,12,0,1,0,0,0,13,0,0,
Yassine Benzia,ALG,MF,Qarabağ,28,1994,8.0,0,0,0,14,11,2,36,6,9,0,0,0,38,3,2,60.0
Gustav Berggren,SWE,MF,RKS Raków,25,1997,4.9,1,0,0,7,5,1,0,6,5,0,0,0,29,6,9,40.0
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,4.3,1,1,0,7,5,1,20,2,1,0,0,0,17,2,1,66.7
Steven Bergwijn,NED,FW,Ajax,25,1997,4.8,0,0,0,1,7,0,2,0,1,1,0,0,20,0,2,0.0
Veton Berisha,NOR,FW,Molde,29,1994,2.2,0,0,0,4,5,0,1,0,2,0,0,0,11,3,5,37.5
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,5.0,2,0,0,5,9,0,23,3,3,0,0,0,34,0,1,0.0
Pep Biel,ESP,MF,Olympiacos,26,1996,0.8,0,0,0,2,0,0,2,1,0,0,0,0,5,0,0,
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,0.4,0,0,0,2,0,2,1,0,0,0,0,0,5,4,3,57.1
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,7.1,3,0,0,5,12,3,29,4,3,0,0,0,17,1,7,12.5
Martin Bjørnbak,NOR,DF,Molde,31,1992,2.5,0,0,0,1,1,0,0,2,3,0,0,0,11,8,1,88.9
Rubén Blanco,ESP,GK,Marseille,28,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,4.1,2,0,0,8,8,1,18,1,3,1,0,0,15,0,1,0.0
Lewin Blum,SUI,DF,Young Boys,22,2001,1.3,0,0,0,1,1,0,1,1,3,0,0,0,4,1,1,50.0
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,2.2,1,0,0,2,2,0,1,8,5,0,0,0,25,0,5,0.0
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,4.7,0,0,0,11,5,0,26,7,6,0,0,0,21,7,8,46.7
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1.0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,1.9,0,0,0,2,4,0,1,3,1,0,0,0,8,0,0,
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,1,0,0,2,2,0,0,8,1,0,0,0,8,3,2,60.0
Victor Boniface,NGA,FW,Leverkusen,22,2000,4.2,1,0,0,4,6,4,0,2,2,0,0,0,6,8,6,57.1
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,2.2,0,0,0,1,1,0,3,1,1,0,0,0,20,3,2,60.0
Cristian Borja,COL,DF,Braga,30,1993,1.7,0,0,0,1,2,0,8,0,3,0,0,0,8,3,0,100.0
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,0.8,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,50.0
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,5.2,2,0,0,4,2,0,37,8,2,0,0,0,23,0,5,0.0
Edoardo Bove,ITA,MF,Roma,21,2002,7.9,3,0,0,12,24,0,3,9,15,0,0,0,43,15,8,65.2
Jarrod Bowen,ENG,FW,West Ham,26,1996,6.1,2,0,0,8,7,2,10,1,2,0,0,0,18,9,16,36.0
Conor Bradley,NIR,DF,Liverpool,20,2003,2.6,1,0,0,1,3,0,4,2,2,0,0,1,12,3,2,60.0
Daniel Bragança,POR,MF,Sporting CP,24,1999,5.5,0,0,0,8,14,0,7,4,12,0,0,0,32,5,5,50.0
Claudio Bravo,CHI,GK,Betis,40,1983,2.0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
Emil Breivik,NOR,MF,Molde,23,2000,5.0,1,0,0,7,8,0,9,5,8,0,0,0,30,3,2,60.0
Ben Brereton,CHI,FW,Villarreal,24,1999,2.4,0,0,0,3,7,2,2,0,1,1,0,0,7,0,3,0.0
Maximilian Breunig,GER,FW,Freiburg,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5.0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,1,66.7
Brian Brobbey,NED,FW,Ajax,21,2002,5.1,2,0,0,15,8,3,0,0,0,0,0,0,9,8,9,47.1
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,2.1,1,0,0,2,5,0,0,3,1,1,0,0,10,6,5,54.5
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,1.3,2,0,0,3,1,0,0,1,5,0,0,0,10,1,1,50.0
Bruma,POR,"DF,MF",Braga,28,1994,0.6,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,
Isak Brusberg,SWE,MF,Häcken,16,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Facundo Buonanotte,ARG,"MF,FW",Brighton,18,2004,2.4,0,0,0,4,9,0,1,1,4,0,0,0,12,1,0,100.0
Mick van Buren,NED,FW,Slavia Prague,30,1992,2.4,1,0,0,2,2,1,4,3,1,0,0,0,13,5,7,41.7
Christian Burgess,ENG,DF,Union SG,31,1991,6.0,1,0,0,3,0,0,0,3,5,0,2,0,43,23,8,74.2
Jack Butland,ENG,GK,Rangers,30,1993,8.0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
Arthur Cabral,BRA,FW,Benfica,25,1998,2.4,0,0,0,6,0,0,0,0,1,0,0,0,6,6,12,33.3
Caju,BRA,DF,Aris Limassol FC,28,1995,4.7,1,0,0,2,1,0,21,3,12,0,0,0,22,4,8,33.3
Davide Calabria,ITA,DF,Milan,26,1996,2.5,2,0,0,3,3,0,5,4,6,0,0,0,10,2,2,50.0
Josip Čalušić,CRO,DF,TSC Bačka Top,29,1993,4.5,2,0,0,3,3,0,0,3,0,0,0,0,22,15,2,88.2
Mohamed Camara,GUI,MF,Olympiacos,26,1997,5.9,2,0,0,6,6,0,4,10,3,0,0,0,59,4,8,33.3
Aitor Cantalapiedra,ESP,FW,Panathinaikos,27,1996,2.6,1,0,0,4,12,3,20,3,1,1,0,0,7,0,2,0.0
Todd Cantwell,ENG,"FW,MF",Rangers,25,1998,2.0,1,0,0,2,5,0,0,2,1,0,0,0,13,0,1,0.0
Étienne Capoue,FRA,MF,Villarreal,35,1988,5.2,1,0,0,6,10,0,2,8,5,0,0,0,23,6,2,75.0
Christian Cappis,USA,"MF,DF",Molde,23,1999,0.3,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Álvaro Carreras,ESP,DF,Benfica,20,2003,1.2,0,0,0,1,0,0,3,1,0,0,0,0,8,2,3,40.0
João Carvalho,POR,MF,Olympiacos,26,1997,0.3,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,
Vitor Carvalho,BRA,MF,Braga,26,1997,1.4,0,0,0,3,0,0,0,1,0,0,0,0,6,1,0,100.0
William Carvalho,POR,MF,Betis,31,1992,3.4,0,0,0,3,5,0,2,3,4,0,0,0,31,2,3,40.0
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,5.4,1,0,0,9,13,0,3,9,9,0,0,1,44,5,6,45.5
Alessio Castro-Montes,BEL,"DF,MF",Union SG,26,1997,5.2,0,0,0,6,3,0,30,8,8,0,0,0,30,2,2,50.0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,3.7,0,0,0,0,13,0,9,2,0,0,0,0,18,0,4,0.0
Marcin Cebula,POL,"FW,MF",RKS Raków,27,1995,3.3,0,0,0,5,9,0,8,1,1,0,0,0,11,0,4,0.0
Zeki Çelik,TUR,DF,Roma,26,1997,9.0,1,1,0,14,2,3,10,11,15,0,0,0,37,7,11,38.9
Luke Chambers,ENG,DF,Liverpool,19,2004,1.5,0,0,0,3,2,0,2,2,1,0,0,0,4,0,1,0.0
Jhoanner Chávez,ECU,DF,Lens,21,2002,1.2,0,0,0,0,1,0,2,2,0,0,0,0,7,0,2,0.0
Luigi Cherubini,ITA,MF,Roma,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tjaronn Chery,SUR,"MF,FW",Maccabi Haifa,35,1988,2.9,1,0,0,2,4,0,6,0,2,0,0,0,15,0,0,
Edward Chilufya,ZAM,FW,Häcken,23,1999,5.1,0,0,0,8,2,2,2,1,6,0,0,0,13,1,3,25.0
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.3,0,0,0,0,2,1,11,1,1,0,0,0,5,0,1,0.0
Mojmir Chytil,CZE,FW,Slavia Prague,24,1999,4.4,0,0,0,4,11,1,3,0,2,0,0,0,13,6,13,31.6
José Cifuentes,ECU,MF,Rangers,24,1999,2.7,0,0,0,3,3,0,4,4,3,0,0,0,27,0,4,0.0
Aleksandar Ćirković,SRB,"FW,MF",TSC Bačka Top,21,2001,2.5,0,0,0,0,4,3,8,1,1,0,0,0,8,1,1,50.0
Moustapha Cissé,GUI,FW,Atalanta,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ibrahim Cissoko,NED,MF,Toulouse,20,2003,0.7,0,0,0,0,1,0,3,0,0,0,0,0,3,0,2,0.0
Bobby Clark,ENG,MF,Liverpool,18,2005,1.1,0,0,0,2,1,0,0,1,3,0,0,0,3,0,0,
Jonathan Clauss,FRA,"DF,MF",Marseille,30,1992,11.1,2,0,0,12,3,0,72,14,15,0,2,0,45,5,2,71.4
Sebastián Coates,URU,DF,Sporting CP,32,1990,5.6,1,0,0,5,2,0,0,4,6,0,0,0,32,22,6,78.6
Timothé Cognat,FRA,MF,Servette FC,25,1998,3.7,1,0,0,9,4,1,8,5,3,0,0,0,22,1,5,16.7
Ebrima Colley,GAM,FW,Young Boys,23,2000,0.7,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,
Santi Comesaña,ESP,MF,Villarreal,26,1996,3.6,2,0,0,9,7,0,3,1,3,0,0,0,16,6,8,42.9
Francis Coquelin,FRA,MF,Villarreal,32,1991,2.1,1,0,0,3,3,0,1,3,2,0,0,0,6,6,2,75.0
Maxwel Cornet,CIV,"FW,MF",West Ham,26,1996,0.7,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0
Pierre Cornud,FRA,DF,Maccabi Haifa,26,1996,4.2,3,0,0,7,2,2,14,2,11,0,0,0,14,5,5,50.0
Joaquín Correa,ARG,"MF,FW",Marseille,28,1994,2.8,0,0,0,6,2,1,0,0,3,0,0,0,13,3,3,50.0
David Costa,POR,MF,Lens,22,2001,1.7,0,0,0,1,2,0,7,2,0,0,0,0,5,1,1,50.0
João Costa,BRA,"MF,FW",Roma,18,2005,0.1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,2,0.0
Logan Costa,CPV,DF,Toulouse,22,2001,7.0,2,1,1,7,1,0,6,5,14,0,1,0,28,9,7,56.3
Vladimír Coufal,CZE,DF,West Ham,30,1992,6.9,1,0,0,5,3,1,15,5,3,0,0,0,36,12,3,80.0
Aaron Cresswell,ENG,DF,West Ham,33,1989,4.6,1,0,0,2,0,0,12,2,3,0,0,0,10,6,6,50.0
Bryan Cristante,ITA,"MF,DF",Roma,28,1995,11.9,4,0,0,13,4,0,6,12,12,0,0,0,72,25,16,61.0
Enzo Crivelli,FRA,"FW,DF",Servette FC,28,1995,2.1,0,0,0,4,1,0,1,0,0,0,0,0,2,11,10,52.4
Ante Crnac,CRO,FW,RKS Raków,19,2003,3.2,1,0,0,6,2,0,0,0,3,0,0,0,7,7,11,38.9
Jorge Cuenca,ESP,DF,Villarreal,23,1999,4.1,1,0,0,8,0,0,5,4,1,0,0,0,10,6,4,60.0
Miloš Cvetković,SRB,DF,TSC Bačka Top,33,1990,5.1,1,0,0,9,5,0,12,3,5,0,0,0,26,0,3,0.0
Elvin Cəfərquliyev,AZE,DF,Qarabağ,22,2000,8.3,3,2,1,12,2,2,19,5,8,1,0,0,30,6,4,60.0
Francesco D'Alessio,ITA,MF,Roma,19,2004,0.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
Pontus Dahbo,SWE,MF,Häcken,17,2005,1.5,0,0,0,4,4,0,5,2,0,0,0,0,8,0,0,
Mahmoud Dahoud,GER,"MF,FW",Brighton,27,1996,1.8,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,
Thijs Dallinga,NED,FW,Toulouse,22,2000,7.3,0,0,0,6,5,5,4,1,6,0,0,0,14,10,12,45.5
Danilo,BRA,FW,Rangers,24,1999,2.1,0,0,0,3,0,2,0,0,1,0,0,0,12,3,9,25.0
Jayden Danns,ENG,DF,Liverpool,17,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Kevin Danso,AUT,DF,Lens,24,1998,1.0,1,0,0,1,3,1,0,1,1,0,0,0,10,2,1,66.7
Amadou Dante,MLI,DF,Sturm Graz,22,2000,3.1,1,0,0,5,1,0,7,10,6,0,0,0,27,2,1,66.7
Raimane Daou,COM,DF,Marseille,18,2004,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
Ebrima Darboe,GAM,"MF,DF",LASK,22,2001,0.4,1,0,0,2,3,0,0,0,0,0,0,0,4,1,1,50.0
Dean David,ISR,"FW,MF",Maccabi Haifa,27,1996,4.3,0,0,0,1,2,2,2,2,0,0,0,0,18,5,13,27.8
Ben Davies,ENG,DF,Rangers,27,1995,6.0,0,0,0,3,3,0,2,3,7,0,0,0,46,11,6,64.7
Charles De Ketelaere,BEL,"FW,MF",Atalanta,22,2001,6.8,0,0,0,6,13,5,11,5,5,0,0,0,29,16,23,41.0
Tommaso De Nipoti,ITA,FW,Atalanta,20,2003,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
Tommaso Del Lungo,ITA,DF,Atalanta,19,2003,1.0,0,0,0,3,0,0,1,1,3,0,0,0,4,2,3,40.0
Kerem Demirbay,GER,MF,Galatasaray,30,1993,1.7,1,0,0,1,3,0,6,5,2,0,0,0,7,1,1,50.0
Branco van den Boomen,NED,MF,Ajax,28,1995,0.5,0,0,0,1,1,0,1,0,3,0,0,0,4,0,0,
Mikkel Desler,DEN,DF,Toulouse,28,1995,6.1,2,0,0,9,3,1,8,13,11,0,0,0,31,6,9,40.0
Cyriel Dessers,NGA,FW,Rangers,28,1994,4.3,1,0,0,8,2,4,0,0,3,0,0,0,4,6,14,30.0
Ángel Di María,ARG,FW,Benfica,35,1988,6.3,1,0,0,3,4,1,69,2,9,0,0,0,32,0,0,
Assane Diao,ESP,FW,Betis,17,2005,2.8,1,0,0,5,7,0,3,1,1,0,0,0,14,4,4,50.0
Moussa Diarra,MLI,DF,Toulouse,22,2000,6.1,2,0,0,7,7,0,3,12,5,0,0,0,34,9,11,45.0
Luis Díaz,COL,FW,Liverpool,26,1997,4.9,0,0,0,5,8,3,3,1,4,1,0,0,14,2,18,10.0
Mohamed Diomandé,CIV,MF,Rangers,21,2001,1.9,0,0,0,5,3,0,4,2,2,0,0,0,15,0,0,
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,6.7,1,0,0,8,8,0,0,8,5,0,0,0,37,9,7,56.3
