Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls,FoulsDrawn,Offsides,Crosses,Interceptions,TklWon,PKwon,PKconceded,OG,Recoveries,AerialDuelsWon,AerialDuelsLost,AerialDuelsWon%
Merveille Bokadi,COD,DF,Standard Liège,31,1992,14.5,0,1,0,9,11,0,1,22,13,0,0,0,117,31,16,66.0
Sinan Bolat,TUR,GK,Westerlo,34,1988,26.0,4,0,0,0,7,0,0,0,0,0,0,0,19,3,0,100.0
Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28,1995,0.9,0,0,0,0,1,0,1,2,1,0,0,0,3,0,2,0.0
Christopher Bonsu Baah,GHA,FW,Genk,18,2004,13.2,5,3,1,34,44,3,23,7,23,2,0,0,66,15,18,45.5
Jordan Bos,AUS,DF,Westerlo,20,2002,19.0,4,0,0,19,13,1,39,25,24,0,0,0,107,29,27,51.8
Mohamed Bouchouari,BEL,DF,Anderlecht,22,2000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Mehdi Boukamir,MAR,DF,Charleroi,19,2004,5.2,1,0,0,5,1,0,2,10,7,0,1,0,22,6,9,40.0
Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,2.0,1,0,0,1,0,0,0,2,0,0,0,0,13,5,2,71.4
Jonatan Braut Brunes,NOR,FW,OH Leuven,22,2000,11.8,1,0,0,11,11,5,0,1,2,1,0,0,24,20,27,42.6
Archie Brown,ENG,DF,Gent,21,2002,18.3,3,1,0,30,29,4,86,21,15,1,0,0,104,33,31,51.6
Massimo Bruno,BEL,"MF,FW",Kortrijk,29,1993,12.6,2,0,0,14,8,0,33,7,12,0,0,0,70,10,6,62.5
Tajon Buchanan,CAN,DF,Club Brugge,24,1999,9.2,1,0,0,7,19,3,31,6,6,0,0,0,56,5,2,71.4
Christian Burgess,ENG,DF,Union SG,31,1991,27.5,9,0,0,23,18,0,4,33,25,0,1,0,169,98,55,64.1
Jean Butez,FRA,GK,Antwerp,28,1995,30.0,0,0,0,0,5,0,0,0,0,0,0,0,58,12,0,100.0
Etienne Camara,FRA,MF,Charleroi,20,2003,3.8,2,1,1,9,2,1,4,4,5,0,0,0,34,10,11,47.6
Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20,2003,17.8,6,1,1,24,12,4,49,21,25,0,1,0,98,12,17,41.4
Cihan Çanak,TUR,"DF,MF",Standard Liège,18,2005,6.9,1,0,0,12,18,1,56,3,6,0,0,0,42,10,11,47.6
Alessio Castro-Montes,BEL,DF,Gent,26,1997,0.7,1,0,0,1,2,0,1,1,0,0,0,0,7,1,0,100.0
Alessio Castro-Montes,BEL,DF,Union SG,26,1997,20.8,1,0,0,25,22,1,86,30,42,0,0,0,129,21,12,63.6
Nacer Chadli,BEL,"MF,FW",Westerlo,33,1989,7.9,1,0,0,9,7,1,15,5,9,0,0,0,44,13,13,50.0
Youssef Challouk,BEL,"MF,FW",Kortrijk,27,1995,0.5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0
Regan Charles-Cook,GRN,"FW,MF",Eupen,26,1997,14.9,1,0,0,35,27,24,18,3,12,0,1,1,57,11,44,20.0
Isaac Christie-Davies,WAL,MF,Eupen,25,1997,6.3,3,0,0,19,6,0,3,4,5,0,0,0,32,5,6,45.5
Elias Cobbaut,BEL,DF,Mechelen,25,1997,24.0,3,0,0,11,12,3,10,17,10,0,0,0,113,38,26,59.4
Valentin Cojocaru,ROU,GK,OH Leuven,27,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Antoine Colassin,BEL,FW,Anderlecht,22,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Jo Coppens,BEL,GK,Sint-Truiden,32,1990,4.0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,1,66.7
Kobe Corbanie,BEL,"DF,MF",Antwerp,18,2005,1.6,0,0,0,4,0,0,3,2,6,0,0,0,9,9,6,60.0
Gaëtan Coucke,BEL,GK,Mechelen,24,1998,30.0,2,0,0,0,3,0,0,0,0,0,0,0,44,3,0,100.0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,15.1,2,0,0,11,15,0,1,26,9,0,1,0,73,20,15,57.1
Carlos Cuesta,COL,DF,Genk,24,1999,22.8,7,0,0,32,9,1,1,35,21,0,0,0,105,42,36,53.8
Hugo Cuypers,BEL,FW,Gent,26,1997,18.1,2,0,0,13,23,10,10,7,19,2,0,0,70,52,60,46.4
Oday Dabbagh,PLE,FW,Charleroi,24,1998,16.3,1,0,0,25,22,8,13,1,11,1,0,0,53,19,48,28.4
Erdon Daci,MKD,FW,Westerlo,25,1998,7.7,2,0,0,9,6,11,9,0,2,0,1,0,22,18,20,47.4
Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,24,1998,20.3,6,0,0,27,36,8,95,5,30,1,0,0,101,13,23,36.1
Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,21,2001,3.6,0,0,0,5,3,1,4,1,5,0,0,0,23,9,6,60.0
Jesper Daland,NOR,DF,Cercle Brugge,23,2000,28.1,2,0,0,18,20,4,4,43,36,0,0,1,235,132,68,66.0
Achraf Dari,MAR,DF,Charleroi,24,1999,3.5,0,0,0,5,11,0,0,6,4,0,0,0,21,18,8,69.2
Jason Davidson,AUS,DF,Eupen,32,1991,25.9,4,0,0,21,16,4,74,33,31,0,1,0,167,55,28,66.3
Isaak Davies,WAL,FW,Kortrijk,21,2001,19.2,1,0,0,33,21,13,16,3,8,0,0,0,35,17,77,18.1
Maxim De Cuyper,BEL,DF,Club Brugge,22,2000,24.0,4,1,1,15,14,0,153,36,27,0,0,0,141,28,21,57.1
Ritchie De Laet,BEL,DF,Antwerp,34,1988,10.9,2,0,0,5,8,1,13,17,14,0,0,0,51,11,14,44.0
Dion De Neve,BEL,"DF,MF",Kortrijk,21,2002,21.4,2,0,0,11,3,0,118,21,42,0,0,0,126,16,38,29.6
Alexis De Sart,BEL,MF,RWD Molenbeek,26,1996,5.4,1,0,0,9,6,1,3,4,9,0,0,0,39,6,5,54.5
Julien De Sart,BEL,MF,Gent,28,1994,28.3,4,0,0,42,24,0,20,62,74,0,1,0,246,71,33,68.3
Tibe De Vlieger,BEL,"MF,FW",Gent,17,2005,0.4,0,0,0,0,1,0,1,1,1,0,0,0,2,2,1,66.7
Nils De Wilde,BEL,MF,Cercle Brugge,20,2003,8.0,2,0,0,8,3,0,7,5,8,0,0,0,58,3,4,42.9
Zeno Debast,BEL,DF,Anderlecht,19,2003,27.5,7,1,0,27,17,0,7,22,29,0,1,0,171,29,28,50.9
Massimo Decoene,BEL,FW,Kortrijk,19,2004,0.1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,50.0
Robbe Decostere,BEL,DF,Cercle Brugge,25,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Théo Defourny,BEL,GK,RWD Molenbeek,31,1992,29.8,1,1,0,3,2,0,0,1,1,0,2,0,39,4,0,100.0
Tristan Degreef,BEL,MF,Anderlecht,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thomas Delaney,DEN,"MF,DF",Anderlecht,31,1991,10.1,3,0,0,18,12,0,11,16,15,1,1,0,58,38,22,63.3
Martin Delavallée,BEL,GK,Charleroi,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hannes Delcroix,BEL,DF,Anderlecht,24,1999,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
Mathias Delorge,BEL,MF,Sint-Truiden,19,2004,29.5,4,0,0,18,28,0,11,51,40,1,0,0,194,37,35,51.4
Olivier Deman,BEL,"DF,MF",Cercle Brugge,23,2000,4.2,1,0,0,5,4,1,19,9,11,0,0,0,35,7,4,63.6
Kévin Denkey,TOG,FW,Cercle Brugge,22,2000,27.7,6,0,0,49,48,31,2,3,7,0,0,0,79,89,189,32.0
Jerome Deom,BEL,"MF,FW",Eupen,24,1999,8.5,1,1,0,18,5,1,24,6,14,0,0,0,61,3,12,20.0
Laurent Depoitre,BEL,FW,Gent,34,1988,4.3,0,0,0,3,2,1,1,0,1,0,0,0,8,21,22,48.8
Gilles Dewaele,BEL,"DF,MF",Standard Liège,27,1996,7.5,2,0,0,11,10,0,24,9,11,0,0,0,34,14,16,46.7
Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21,2002,1.0,1,0,0,2,0,0,0,1,1,0,0,0,5,2,2,50.0
Amadou Diawara,GUI,MF,Anderlecht,26,1997,6.6,1,0,0,9,8,0,0,12,8,0,0,0,63,6,2,75.0
Moussa Djenepo,MLI,"DF,FW",Standard Liège,25,1998,16.6,3,0,0,29,40,4,35,11,15,1,1,0,80,5,15,25.0
Noah Dodeigne,BEL,"DF,FW",Standard Liège,20,2003,0.4,0,0,0,0,0,0,1,0,0,0,0,0,6,2,1,66.7
Kasper Dolberg,DEN,FW,Anderlecht,25,1997,23.9,2,0,0,28,36,7,6,4,8,0,0,0,55,28,35,44.4
Joren Dom,BEL,"MF,DF",OH Leuven,33,1989,16.0,2,0,0,20,12,1,22,16,10,0,2,0,77,25,14,64.1
Djovkar Doudaev,BEL,DF,RWD Molenbeek,19,2003,2.3,0,0,0,2,1,0,1,5,2,0,1,0,6,1,3,25.0
Mahamadou Doumbia,MLI,MF,Antwerp,19,2004,4.1,0,0,0,3,5,0,3,1,7,0,0,0,21,6,5,54.5
Souleyman Doumbia,CIV,DF,Standard Liège,26,1996,6.2,2,0,0,9,6,0,8,11,13,0,0,0,38,12,8,60.0
Vetle Dragsnes,NOR,"DF,MF",Charleroi,29,1994,19.5,1,0,0,7,11,11,40,16,25,0,0,0,82,18,33,35.3
Denis Drăguș,ROU,FW,Standard Liège,24,1999,3.5,1,0,0,7,3,1,4,1,4,0,0,0,14,5,6,45.5
Anders Dreyer,DEN,"FW,MF",Anderlecht,25,1998,24.9,2,1,0,7,20,14,94,10,8,0,0,0,97,5,7,41.7
Olivier Dumont,BEL,MF,Sint-Truiden,21,2002,0.9,0,0,0,2,0,0,0,3,2,0,0,0,12,4,2,66.7
Maxime Dupé,FRA,GK,Anderlecht,30,1993,7.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
Pierre Dwomoh,BEL,MF,RWD Molenbeek,19,2004,25.3,6,0,0,31,17,1,13,29,36,0,0,0,196,23,24,48.9
Aron Dønnum,NOR,"DF,FW",Standard Liège,25,1998,4.8,2,0,0,5,5,0,23,1,0,0,0,0,29,3,4,42.9
Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,19,2003,1.6,1,0,0,2,2,0,7,2,3,0,0,0,9,2,3,40.0
Dennis Eckert,GER,FW,Union SG,26,1997,12.6,1,0,0,17,6,2,11,3,4,1,0,0,24,24,25,49.0
Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19,2004,2.0,1,0,0,1,5,2,1,0,4,0,0,0,13,1,7,12.5
Chidera Ejuke,NGA,"FW,DF",Antwerp,25,1998,14.7,3,0,0,12,13,0,60,9,8,0,0,0,80,2,14,12.5
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,23.5,3,0,0,16,18,6,14,10,16,0,0,0,90,22,26,45.8
Renaud Emond,BEL,FW,Standard Liège,31,1991,1.1,0,0,0,1,1,0,0,0,0,0,0,0,3,9,6,60.0
Renaud Emond,BEL,FW,Eupen,31,1991,4.8,2,0,0,7,8,3,1,2,0,0,0,0,11,17,39,30.4
Romaric Etonde,FRA,MF,Cercle Brugge,18,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
Alieu Fadera,GAM,"FW,DF",Genk,21,2001,10.7,3,0,0,19,39,6,29,5,15,2,1,0,53,9,10,47.4
Noah Fadiga,SEN,"DF,FW",Gent,23,1999,4.6,2,1,1,9,10,1,8,7,8,0,0,0,19,2,3,40.0
Matias Fernandez-Pardo,BEL,"FW,MF",Gent,18,2005,2.1,0,0,0,2,4,0,5,0,0,0,0,0,8,2,7,22.2
Fabio Ferraro,BEL,MF,RWD Molenbeek,20,2002,0.2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,
Oleksandr Filin,RUS,DF,Eupen,27,1996,9.7,2,0,0,12,6,0,4,13,14,0,0,0,46,24,11,68.6
Matteo Filorizzo,BEL,"FW,MF",Eupen,17,2006,0.4,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,100.0
Seydou Fini,ITA,"DF,FW",Standard Liège,17,2006,0.5,0,0,0,0,0,0,3,0,1,0,0,0,5,0,1,0.0
Alfreð Finnbogason,ISL,FW,Eupen,34,1989,12.5,3,0,0,20,11,8,4,2,2,1,0,0,45,13,22,37.1
Mathias Fixelles,BEL,MF,Westerlo,26,1996,6.4,3,0,0,11,12,2,12,8,5,1,0,0,45,6,7,46.2
Alexis Flips,FRA,"FW,MF",Anderlecht,23,2000,4.2,2,0,0,7,5,0,30,3,8,0,0,0,21,1,9,10.0
Malick Fofana,BEL,"DF,MF",Gent,18,2005,12.7,1,0,0,4,28,3,48,11,13,1,0,0,56,3,11,21.4
Núrio Fortuna,ANG,"DF,MF",Gent,28,1995,4.4,2,1,0,10,18,0,4,9,11,0,0,0,22,4,6,40.0
Marlon Fossey,USA,DF,Standard Liège,24,1998,18.0,1,0,0,12,20,6,49,29,14,0,1,0,90,34,36,48.6
Iver Fossum,NOR,"MF,FW",Kortrijk,27,1996,1.9,0,0,0,0,1,0,2,2,2,0,0,0,13,0,3,0.0
Daam Foulon,BEL,"DF,MF",Mechelen,24,1999,28.2,6,0,0,24,50,5,97,25,51,0,0,0,145,59,41,59.0
Guillaume François,BEL,DF,Union SG,33,1990,0.8,1,0,0,3,2,0,3,1,1,1,0,0,3,0,2,0.0
Matija Frigan,CRO,FW,Westerlo,20,2003,11.2,1,0,0,26,19,3,5,1,4,1,0,0,25,12,32,27.3
Haruya Fujii,JPN,DF,Kortrijk,22,2000,5.0,1,0,0,4,4,0,1,8,8,0,0,1,29,13,4,76.5
Joel Fujita,JPN,MF,Sint-Truiden,21,2002,9.9,2,0,0,14,6,0,8,13,18,0,0,0,85,8,10,44.4
Matías Galarza,ARG,MF,Genk,21,2002,14.4,5,0,0,27,37,0,6,20,15,0,1,0,147,27,23,54.0
Omri Gandelman,ISR,MF,Gent,23,2000,8.7,1,1,0,11,3,1,3,6,8,0,0,0,43,23,30,43.4
Munashe Garan'anga,ZIM,DF,Mechelen,22,2001,4.9,1,0,0,4,1,0,1,11,9,0,0,0,26,14,8,63.6
Federico Gattoni,ARG,DF,Anderlecht,24,1999,1.1,0,0,0,2,1,0,0,1,1,0,0,0,6,2,4,33.3
Yann Gboho,FRA,"MF,FW",Cercle Brugge,22,2001,15.4,0,0,0,14,22,6,7,8,11,0,0,0,91,9,37,19.6
Théo Gécé,BEL,MF,RWD Molenbeek,22,2001,1.4,0,0,0,1,2,0,0,2,4,0,0,1,11,1,2,33.3
Pieter Gerkens,BEL,"MF,FW",Gent,27,1995,10.1,1,0,0,5,10,1,30,10,8,1,1,0,43,26,28,48.1
Nick Gillekens,BEL,GK,Westerlo,28,1995,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,50.0
Bruno Godeau,BEL,DF,Sint-Truiden,31,1992,27.5,6,0,0,17,13,1,7,45,21,0,0,0,150,56,42,57.1
Fernand Gouré,CIV,"FW,MF",Westerlo,21,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,5,2,71.4
Makhtar Gueye,SEN,FW,RWD Molenbeek,25,1997,24.2,9,2,2,53,22,21,4,6,10,0,1,0,48,160,92,63.5
Parfait Guiagon,CIV,"FW,MF",Charleroi,22,2001,15.2,0,0,0,13,25,0,5,5,17,0,0,0,97,8,26,23.5
Muhammed Gümüskaya,TUR,MF,Westerlo,22,2001,0.9,0,0,0,1,3,0,3,1,0,0,0,0,12,4,0,100.0
Pape Habib Guèye,SEN,FW,Kortrijk,23,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Anouar Ait El Hadj,BEL,"MF,FW",Genk,21,2002,3.1,2,0,0,6,1,2,10,1,5,0,0,0,17,1,1,50.0
Bakary Haidara,CIV,DF,Westerlo,18,2005,3.9,3,0,0,4,2,0,0,8,3,0,0,0,19,5,4,55.6
Geoffry Hairemans,BEL,"FW,MF",Mechelen,31,1991,23.1,2,0,0,26,25,3,135,15,21,0,0,0,142,59,66,47.2
Daiki Hashioka,JPN,"DF,MF",Sint-Truiden,24,1999,16.7,4,0,0,13,15,5,43,18,18,0,0,0,88,50,23,68.5
Dogucan Haspolat,TUR,MF,Westerlo,23,2000,5.2,2,0,0,6,11,0,12,5,10,0,0,0,39,3,11,21.4
Ibe Hautekiet,BEL,DF,Standard Liège,21,2002,0.6,0,0,0,0,0,0,1,2,3,0,0,0,4,1,2,33.3
Isaac Hayden,ENG,MF,Standard Liège,28,1995,7.4,3,0,0,8,8,0,0,10,13,0,0,0,44,17,7,70.8
Thorgan Hazard,BEL,"FW,MF",Anderlecht,30,1993,15.3,5,0,0,25,26,10,55,8,31,2,0,0,73,13,27,32.5
David Henen,TOG,"MF,DF",Kortrijk,27,1996,2.9,0,0,0,1,3,1,5,1,3,0,0,0,17,2,7,22.2
Laurent Henkinet,BEL,GK,Standard Liège,30,1992,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Jonathan Heris,BEL,DF,RWD Molenbeek,32,1990,9.7,3,0,0,11,9,1,15,19,13,0,1,0,50,13,12,52.0
Daan Heymans,BEL,"MF,FW",Charleroi,24,1999,18.5,7,0,0,32,15,2,28,18,22,0,0,0,86,73,56,56.6
Bryan Heynen,BEL,MF,Genk,26,1997,23.5,4,1,1,29,28,2,17,29,31,0,0,0,124,49,32,60.5
Andrew Hjulsager,DEN,"MF,DF",Gent,28,1995,7.9,2,0,0,18,8,0,41,4,14,0,1,0,44,8,12,40.0
Raphael Holzhauser,AUT,MF,OH Leuven,30,1993,0.8,0,0,0,1,0,0,7,1,1,0,0,0,2,0,0,
Shion Homma,JPN,FW,Club Brugge,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Patrik Hrošovský,SVK,MF,Genk,31,1992,23.7,4,0,0,14,24,0,40,18,16,0,0,0,179,10,27,27.0
Guillaume Hubert,BEL,GK,RWD Molenbeek,29,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Huygevelde,BEL,MF,Union SG,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hong Hyunseok,KOR,MF,Gent,24,1999,17.5,1,0,0,11,18,2,72,18,16,0,0,0,128,10,21,32.3
Mounaim El Idrissy,FRA,"FW,MF",Kortrijk,24,1999,8.1,5,0,0,21,35,2,13,7,7,0,0,0,42,26,56,31.7
Marco Ilaimaharitra,MAD,MF,Charleroi,28,1995,23.7,8,1,0,34,37,0,54,26,38,0,0,0,189,18,17,51.4
George Ilenikhena,FRA,FW,Antwerp,16,2006,10.8,2,0,0,12,15,7,3,0,0,1,0,0,11,28,40,41.2
Joachim Imbrechts,SWE,GK,Union SG,21,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryotaro Ito,JPN,MF,Sint-Truiden,25,1998,19.8,0,0,0,13,23,3,35,8,7,0,0,0,113,6,9,40.0
Nordin Jackers,BEL,GK,Club Brugge,25,1997,2.9,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
Vincent Janssen,NED,"FW,MF",Antwerp,29,1994,25.6,6,0,0,45,44,15,14,7,18,3,0,0,81,35,49,41.7
