Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Kristian Arnstad,NOR,"DF,MF",Anderlecht,19,2003,7.2,12,5,9,1,2,9,14,64.3,5,6,2,4,5,17,21,1
Tolu Arokodare,NGA,FW,Genk,22,2000,14.5,6,2,1,3,2,3,14,21.4,11,10,0,10,6,12,33,0
Gerardo Arteaga,MEX,DF,Genk,24,1998,13.4,20,13,10,8,2,10,18,55.6,8,8,3,5,22,42,25,0
Isaac Asante,GHA,"DF,MF",Mechelen,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dirk Asare,BEL,MF,Mechelen,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Majeed Ashimeru,GHA,MF,Anderlecht,25,1997,1.3,5,4,1,3,1,2,5,40.0,3,1,1,0,6,11,3,1
Christalino Atemona,GER,DF,Kortrijk,21,2002,1.1,2,0,2,0,0,0,2,0.0,2,0,0,0,2,4,7,0
Lynnt Audoor,BEL,MF,Kortrijk,19,2003,4.5,12,3,7,4,1,8,13,61.5,5,8,1,7,10,22,11,0
Ludwig Augustinsson,SWE,DF,Anderlecht,29,1994,18.1,34,19,19,9,6,17,28,60.7,11,11,1,10,25,59,40,0
Felipe Augusto,BRA,"FW,MF",Cercle Brugge,19,2004,4.9,4,3,1,2,1,2,6,33.3,4,10,0,10,1,5,4,0
Felipe Avenatti,URU,"FW,MF",Kortrijk,30,1993,17.4,16,11,2,10,4,7,19,36.8,12,10,2,8,6,22,25,0
Gastón Ávila,ARG,DF,Antwerp,21,2001,2.0,5,3,3,1,1,3,9,33.3,6,3,2,1,0,5,2,0
Youssouph Badji,SEN,"FW,MF",Charleroi,21,2001,10.4,11,6,7,2,2,5,10,50.0,5,1,0,1,4,15,10,0
Bilal Bafdili,BEL,"MF,FW",Mechelen,18,2004,1.9,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,2,0
Jonas Bager,DEN,DF,Charleroi,27,1996,16.7,33,17,16,16,1,17,28,60.7,11,28,20,8,26,59,80,0
Brandon Baiye,BEL,MF,Eupen,22,2000,23.0,74,46,40,28,6,26,56,46.4,30,42,7,35,41,115,38,1
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,19.8,56,44,18,25,13,11,20,55.0,9,24,0,24,21,77,10,0
William Balikwisha,COD,MF,Standard Liège,24,1999,12.1,27,12,10,13,4,7,13,53.8,6,10,0,10,10,37,9,1
Sacha Banse,BFA,MF,Standard Liège,22,2001,0.5,3,1,1,2,0,1,1,100.0,0,1,1,0,0,3,2,0
Ezechiel Banzuzi,NED,MF,OH Leuven,18,2005,19.4,30,18,13,11,6,15,34,44.1,19,27,7,20,7,37,47,0
Víctor Barberá,ESP,"FW,MF",Club Brugge,18,2004,0.4,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0
Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,21,2001,4.8,4,2,1,2,1,3,6,50.0,3,3,0,3,0,4,7,0
Jacob Barrett Laursen,DEN,DF,Standard Liège,28,1994,1.7,2,2,0,2,0,2,4,50.0,2,2,2,0,0,2,7,0
Norman Bassette,BEL,"FW,MF",Mechelen,18,2004,6.4,8,4,4,3,1,0,5,0.0,5,6,0,6,2,10,6,0
Jelle Bataille,BEL,DF,Antwerp,24,1999,24.2,69,38,35,24,10,40,76,52.6,36,31,2,29,33,102,36,1
David Bates,SCO,DF,Mechelen,26,1996,23.2,26,16,17,7,2,16,31,51.6,15,40,30,10,27,53,121,0
Emin Bayram,TUR,DF,Westerlo,20,2003,21.9,57,39,38,17,2,29,56,51.8,27,39,20,19,63,120,122,1
Rafik Belghali,ALG,DF,Mechelen,21,2002,2.9,13,7,9,4,0,5,5,100.0,0,4,2,2,6,19,3,0
Nadhir Benbouali,ALG,"FW,MF",Charleroi,23,2000,3.7,5,4,0,4,1,1,3,33.3,2,7,1,6,0,5,2,0
Ján Bernát,SVK,MF,Westerlo,22,2001,0.0,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Antoine Bernier,BEL,"FW,MF",Charleroi,25,1997,7.4,13,9,5,8,0,9,11,81.8,2,16,0,16,5,18,0,0
Adriano Bertaccini,BEL,"MF,FW",Sint-Truiden,22,2000,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Mickaël Biron,MTQ,"FW,MF",RWD Molenbeek,25,1997,16.1,29,17,15,12,2,6,18,33.3,12,8,0,8,7,36,7,0
Nathan Bitumazala,FRA,"MF,FW",Eupen,20,2002,1.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Eric Bocat,FRA,"DF,MF",Sint-Truiden,24,1999,27.2,38,25,22,10,6,25,35,71.4,10,31,3,28,51,89,41,0
Arnaud Bodart,BEL,GK,Standard Liège,25,1998,29.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,11,1
Merveille Bokadi,COD,DF,Standard Liège,31,1992,14.5,19,13,13,6,0,11,19,57.9,8,13,8,5,22,41,78,0
Sinan Bolat,TUR,GK,Westerlo,34,1988,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,4
Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28,1995,0.9,2,1,1,1,0,1,2,50.0,1,0,0,0,2,4,1,0
Christopher Bonsu Baah,GHA,FW,Genk,18,2004,13.2,34,23,8,18,8,14,26,53.8,12,15,0,15,7,41,6,0
Jordan Bos,AUS,DF,Westerlo,20,2002,19.0,32,24,22,4,6,17,31,54.8,14,27,4,23,25,57,36,1
Mohamed Bouchouari,BEL,DF,Anderlecht,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mehdi Boukamir,MAR,DF,Charleroi,19,2004,5.2,11,7,7,4,0,4,8,50.0,4,5,2,3,10,21,21,1
Dedryck Boyata,BEL,"DF,MF",Club Brugge,32,1990,2.0,1,0,1,0,0,0,1,0.0,1,1,1,0,2,3,4,0
Jonatan Braut Brunes,NOR,FW,OH Leuven,22,2000,11.8,3,2,1,0,2,2,4,50.0,2,9,1,8,1,4,8,0
Archie Brown,ENG,DF,Gent,21,2002,18.3,24,15,13,8,3,13,26,50.0,13,32,7,25,21,45,18,0
Massimo Bruno,BEL,"MF,FW",Kortrijk,29,1993,12.6,16,12,8,7,1,9,26,34.6,17,10,2,8,7,23,10,0
Tajon Buchanan,CAN,DF,Club Brugge,24,1999,9.2,10,6,6,1,3,5,16,31.3,11,13,0,13,6,16,8,1
Christian Burgess,ENG,DF,Union SG,31,1991,27.5,46,25,33,13,0,28,45,62.2,17,28,18,10,33,79,133,1
Jean Butez,FRA,GK,Antwerp,28,1995,30.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8,1
Etienne Camara,FRA,MF,Charleroi,20,2003,3.8,14,5,2,10,2,9,14,64.3,5,4,0,4,4,18,6,0
Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20,2003,17.8,32,25,17,11,4,18,28,64.3,10,23,7,16,21,53,35,0
Cihan Çanak,TUR,"DF,MF",Standard Liège,18,2005,6.9,9,6,4,3,2,2,8,25.0,6,13,1,12,3,12,11,0
Alessio Castro-Montes,BEL,DF,Gent,26,1997,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Alessio Castro-Montes,BEL,DF,Union SG,26,1997,20.8,62,42,29,20,13,38,63,60.3,25,35,6,29,30,92,32,0
Nacer Chadli,BEL,"MF,FW",Westerlo,33,1989,7.9,14,9,10,4,0,3,9,33.3,6,4,0,4,5,19,13,0
Youssef Challouk,BEL,"MF,FW",Kortrijk,27,1995,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Regan Charles-Cook,GRN,"FW,MF",Eupen,26,1997,14.9,19,12,6,8,5,7,14,50.0,7,12,2,10,3,22,8,0
Isaac Christie-Davies,WAL,MF,Eupen,25,1997,6.3,8,5,5,3,0,3,9,33.3,6,4,2,2,4,12,7,0
Elias Cobbaut,BEL,DF,Mechelen,25,1997,24.0,14,10,9,5,0,9,15,60.0,6,39,29,10,17,31,99,1
Valentin Cojocaru,ROU,GK,OH Leuven,27,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Antoine Colassin,BEL,FW,Anderlecht,22,2001,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Jo Coppens,BEL,GK,Sint-Truiden,32,1990,4.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Kobe Corbanie,BEL,"DF,MF",Antwerp,18,2005,1.6,11,6,5,3,3,3,3,100.0,0,2,0,2,2,13,3,0
Gaëtan Coucke,BEL,GK,Mechelen,24,1998,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,2
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,15.1,14,9,8,6,0,8,12,66.7,4,19,13,6,26,40,54,0
Carlos Cuesta,COL,DF,Genk,24,1999,22.8,37,21,22,12,3,15,23,65.2,8,14,3,11,35,72,62,1
Hugo Cuypers,BEL,FW,Gent,26,1997,18.1,28,19,6,15,7,10,39,25.6,29,12,0,12,7,35,13,0
Oday Dabbagh,PLE,FW,Charleroi,24,1998,16.3,14,11,6,7,1,4,15,26.7,11,8,1,7,1,15,7,0
Erdon Daci,MKD,FW,Westerlo,25,1998,7.7,4,2,2,2,0,2,2,100.0,0,5,1,4,0,4,3,0
Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,24,1998,20.3,42,30,18,13,11,24,48,50.0,24,23,1,22,5,47,14,0
Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,21,2001,3.6,5,5,4,1,0,4,9,44.4,5,2,0,2,1,6,9,0
Jesper Daland,NOR,DF,Cercle Brugge,23,2000,28.1,50,36,28,18,4,33,47,70.2,14,33,13,20,43,93,118,0
Achraf Dari,MAR,DF,Charleroi,24,1999,3.5,5,4,5,0,0,2,2,100.0,0,4,2,2,6,11,19,0
Jason Davidson,AUS,DF,Eupen,32,1991,25.9,42,31,24,13,5,24,38,63.2,14,42,15,27,33,75,87,2
Isaak Davies,WAL,FW,Kortrijk,21,2001,19.2,14,8,2,6,6,6,12,50.0,6,17,1,16,3,17,4,0
Maxim De Cuyper,BEL,DF,Club Brugge,22,2000,24.0,46,27,25,14,7,26,57,45.6,31,29,4,25,36,82,31,0
Ritchie De Laet,BEL,DF,Antwerp,34,1988,10.9,22,14,9,10,3,12,18,66.7,6,9,4,5,17,39,30,0
Dion De Neve,BEL,"DF,MF",Kortrijk,21,2002,21.4,60,42,42,15,3,23,52,44.2,29,32,1,31,21,81,57,0
Alexis De Sart,BEL,MF,RWD Molenbeek,26,1996,5.4,15,9,9,5,1,7,21,33.3,14,14,4,10,4,19,11,0
Julien De Sart,BEL,MF,Gent,28,1994,28.3,110,74,49,54,7,43,74,58.1,31,38,10,28,62,172,63,2
Tibe De Vlieger,BEL,"MF,FW",Gent,17,2005,0.4,2,1,2,0,0,0,0,,0,0,0,0,1,3,1,0
Nils De Wilde,BEL,MF,Cercle Brugge,20,2003,8.0,19,8,5,12,2,11,31,35.5,20,16,0,16,5,24,5,0
Zeno Debast,BEL,DF,Anderlecht,19,2003,27.5,43,29,30,11,2,18,30,60.0,12,35,24,11,22,65,127,1
Massimo Decoene,BEL,FW,Kortrijk,19,2004,0.1,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Robbe Decostere,BEL,DF,Cercle Brugge,25,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Théo Defourny,BEL,GK,RWD Molenbeek,31,1992,29.8,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,15,1
Tristan Degreef,BEL,MF,Anderlecht,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thomas Delaney,DEN,"MF,DF",Anderlecht,31,1991,10.1,21,15,12,6,3,8,20,40.0,12,12,3,9,16,37,34,0
Martin Delavallée,BEL,GK,Charleroi,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hannes Delcroix,BEL,DF,Anderlecht,24,1999,0.1,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0
Mathias Delorge,BEL,MF,Sint-Truiden,19,2004,29.5,61,40,22,32,7,30,69,43.5,39,31,13,18,51,112,38,2
Olivier Deman,BEL,"DF,MF",Cercle Brugge,23,2000,4.2,15,11,7,3,5,5,15,33.3,10,19,2,17,9,24,10,0
Kévin Denkey,TOG,FW,Cercle Brugge,22,2000,27.7,16,7,1,7,8,5,12,41.7,7,19,0,19,3,19,8,0
Jerome Deom,BEL,"MF,FW",Eupen,24,1999,8.5,26,14,11,8,7,11,20,55.0,9,13,0,13,6,32,11,0
Laurent Depoitre,BEL,FW,Gent,34,1988,4.3,2,1,1,0,1,0,2,0.0,2,0,0,0,0,2,5,0
Gilles Dewaele,BEL,"DF,MF",Standard Liège,27,1996,7.5,17,11,8,9,0,10,18,55.6,8,11,2,9,9,26,23,0
Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21,2002,1.0,1,1,1,0,0,1,6,16.7,5,3,1,2,1,2,5,0
Amadou Diawara,GUI,MF,Anderlecht,26,1997,6.6,17,8,10,6,1,12,14,85.7,2,2,0,2,12,29,8,0
Moussa Djenepo,MLI,"DF,FW",Standard Liège,25,1998,16.6,24,15,9,13,2,9,19,47.4,10,19,2,17,11,35,19,0
Noah Dodeigne,BEL,"DF,FW",Standard Liège,20,2003,0.4,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0
Kasper Dolberg,DEN,FW,Anderlecht,25,1997,23.9,13,8,3,6,4,4,16,25.0,12,18,3,15,4,17,29,0
Joren Dom,BEL,"MF,DF",OH Leuven,33,1989,16.0,30,10,19,7,4,15,41,36.6,26,24,6,18,16,46,63,1
Djovkar Doudaev,BEL,DF,RWD Molenbeek,19,2003,2.3,5,2,4,1,0,4,6,66.7,2,3,0,3,5,10,3,0
Mahamadou Doumbia,MLI,MF,Antwerp,19,2004,4.1,10,7,1,8,1,5,11,45.5,6,4,0,4,1,11,1,0
Souleyman Doumbia,CIV,DF,Standard Liège,26,1996,6.2,18,13,6,11,1,10,14,71.4,4,7,2,5,11,29,18,0
Vetle Dragsnes,NOR,"DF,MF",Charleroi,29,1994,19.5,33,25,22,10,1,22,37,59.5,15,17,5,12,16,49,42,0
Denis Drăguș,ROU,FW,Standard Liège,24,1999,3.5,6,4,2,1,3,1,6,16.7,5,2,0,2,1,7,3,0
Anders Dreyer,DEN,"FW,MF",Anderlecht,25,1998,24.9,17,8,8,6,3,8,25,32.0,17,20,1,19,10,27,16,0
Olivier Dumont,BEL,MF,Sint-Truiden,21,2002,0.9,4,2,2,1,1,4,4,100.0,0,1,0,1,3,7,0,0
Maxime Dupé,FRA,GK,Anderlecht,30,1993,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Pierre Dwomoh,BEL,MF,RWD Molenbeek,19,2004,25.3,50,36,20,26,4,29,58,50.0,29,51,5,46,29,79,35,1
Aron Dønnum,NOR,"DF,FW",Standard Liège,25,1998,4.8,2,0,0,1,1,2,6,33.3,4,6,0,6,1,3,10,0
Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,19,2003,1.6,3,3,0,3,0,1,1,100.0,0,1,0,1,2,5,1,0
Dennis Eckert,GER,FW,Union SG,26,1997,12.6,4,4,2,1,1,1,2,50.0,1,5,1,4,3,7,10,0
Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19,2004,2.0,6,4,3,2,1,2,4,50.0,2,3,0,3,0,6,5,0
Chidera Ejuke,NGA,"FW,DF",Antwerp,25,1998,14.7,15,8,3,8,4,7,14,50.0,7,6,0,6,9,24,11,0
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,23.5,34,16,12,20,2,21,33,63.6,12,19,4,15,10,44,19,2
Renaud Emond,BEL,FW,Standard Liège,31,1991,1.1,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,2,0
Renaud Emond,BEL,FW,Eupen,31,1991,4.8,1,0,0,1,0,0,0,,0,4,2,2,2,3,6,0
Romaric Etonde,FRA,MF,Cercle Brugge,18,2005,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Alieu Fadera,GAM,"FW,DF",Genk,21,2001,10.7,25,15,8,9,8,6,24,25.0,18,11,0,11,5,30,3,0
Noah Fadiga,SEN,"DF,FW",Gent,23,1999,4.6,11,8,5,5,1,9,12,75.0,3,2,1,1,7,18,3,0
Matias Fernandez-Pardo,BEL,"FW,MF",Gent,18,2005,2.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
Fabio Ferraro,BEL,MF,RWD Molenbeek,20,2002,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Oleksandr Filin,RUS,DF,Eupen,27,1996,9.7,23,14,18,4,1,11,21,52.4,10,16,10,6,13,36,32,3
Matteo Filorizzo,BEL,"FW,MF",Eupen,17,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Seydou Fini,ITA,"DF,FW",Standard Liège,17,2006,0.5,1,1,1,0,0,1,1,100.0,0,3,0,3,0,1,0,0
Alfreð Finnbogason,ISL,FW,Eupen,34,1989,12.5,5,2,0,3,2,2,11,18.2,9,10,0,10,2,7,5,1
Mathias Fixelles,BEL,MF,Westerlo,26,1996,6.4,9,5,2,6,1,3,16,18.8,13,13,3,10,8,17,8,0
Alexis Flips,FRA,"FW,MF",Anderlecht,23,2000,4.2,14,8,3,6,5,9,22,40.9,13,5,0,5,3,17,0,0
Malick Fofana,BEL,"DF,MF",Gent,18,2005,12.7,17,13,6,5,6,9,13,69.2,4,7,2,5,11,28,9,1
Núrio Fortuna,ANG,"DF,MF",Gent,28,1995,4.4,14,11,13,0,1,11,12,91.7,1,5,1,4,9,23,19,0
Marlon Fossey,USA,DF,Standard Liège,24,1998,18.0,29,14,13,10,6,10,14,71.4,4,18,8,10,29,58,46,0
Iver Fossum,NOR,"MF,FW",Kortrijk,27,1996,1.9,5,2,2,3,0,3,8,37.5,5,5,0,5,2,7,5,0
Daam Foulon,BEL,"DF,MF",Mechelen,24,1999,28.2,72,51,39,24,9,40,65,61.5,25,38,8,30,25,97,56,0
Guillaume François,BEL,DF,Union SG,33,1990,0.8,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0
Matija Frigan,CRO,FW,Westerlo,20,2003,11.2,10,4,2,4,4,1,5,20.0,4,3,1,2,1,11,3,0
Haruya Fujii,JPN,DF,Kortrijk,22,2000,5.0,9,8,8,1,0,8,12,66.7,4,6,6,0,8,17,28,1
Joel Fujita,JPN,MF,Sint-Truiden,21,2002,9.9,26,18,11,14,1,10,17,58.8,7,15,5,10,13,39,8,0
Matías Galarza,ARG,MF,Genk,21,2002,14.4,31,15,19,12,0,12,37,32.4,25,21,2,19,20,51,26,0
Omri Gandelman,ISR,MF,Gent,23,2000,8.7,9,8,2,6,1,6,18,33.3,12,15,2,13,6,15,10,0
Munashe Garan'anga,ZIM,DF,Mechelen,22,2001,4.9,17,9,11,4,2,11,13,84.6,2,3,1,2,11,28,14,0
Federico Gattoni,ARG,DF,Anderlecht,24,1999,1.1,3,1,1,2,0,1,1,100.0,0,2,2,0,1,4,4,0
Yann Gboho,FRA,"MF,FW",Cercle Brugge,22,2001,15.4,16,11,2,7,7,5,16,31.3,11,20,0,20,8,24,3,0
Théo Gécé,BEL,MF,RWD Molenbeek,22,2001,1.4,5,4,3,1,1,4,5,80.0,1,4,0,4,2,7,3,0
Pieter Gerkens,BEL,"MF,FW",Gent,27,1995,10.1,14,8,5,4,5,8,16,50.0,8,16,2,14,10,24,20,0
Nick Gillekens,BEL,GK,Westerlo,28,1995,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Bruno Godeau,BEL,DF,Sint-Truiden,31,1992,27.5,34,21,22,12,0,20,33,60.6,13,38,22,16,45,79,85,0
Fernand Gouré,CIV,"FW,MF",Westerlo,21,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Makhtar Gueye,SEN,FW,RWD Molenbeek,25,1997,24.2,21,10,7,9,5,9,22,40.9,13,7,2,5,6,27,24,0
Parfait Guiagon,CIV,"FW,MF",Charleroi,22,2001,15.2,23,17,5,13,5,6,19,31.6,13,15,2,13,5,28,7,0
Muhammed Gümüskaya,TUR,MF,Westerlo,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0
Pape Habib Guèye,SEN,FW,Kortrijk,23,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anouar Ait El Hadj,BEL,"MF,FW",Genk,21,2002,3.1,6,5,1,5,0,1,7,14.3,6,2,0,2,1,7,0,0
Bakary Haidara,CIV,DF,Westerlo,18,2005,3.9,3,3,1,2,0,2,2,100.0,0,11,7,4,8,11,19,2
Geoffry Hairemans,BEL,"FW,MF",Mechelen,31,1991,23.1,39,21,18,16,5,24,51,47.1,27,25,4,21,15,54,20,0
Daiki Hashioka,JPN,"DF,MF",Sint-Truiden,24,1999,16.7,28,18,19,8,1,18,32,56.3,14,27,6,21,18,46,50,0
Dogucan Haspolat,TUR,MF,Westerlo,23,2000,5.2,15,10,5,10,0,9,15,60.0,6,10,4,6,5,20,11,0
Ibe Hautekiet,BEL,DF,Standard Liège,21,2002,0.6,3,3,2,0,1,3,3,100.0,0,0,0,0,2,5,2,0
Isaac Hayden,ENG,MF,Standard Liège,28,1995,7.4,18,13,6,9,3,6,19,31.6,13,6,0,6,10,28,10,0
Thorgan Hazard,BEL,"FW,MF",Anderlecht,30,1993,15.3,41,31,14,14,13,16,32,50.0,16,20,2,18,8,49,10,0
David Henen,TOG,"MF,DF",Kortrijk,27,1996,2.9,5,3,2,3,0,3,5,60.0,2,2,0,2,1,6,2,0
Laurent Henkinet,BEL,GK,Standard Liège,30,1992,1.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Jonathan Heris,BEL,DF,RWD Molenbeek,32,1990,9.7,18,13,12,3,3,12,30,40.0,18,19,10,9,19,37,54,0
Daan Heymans,BEL,"MF,FW",Charleroi,24,1999,18.5,26,22,8,12,6,10,30,33.3,20,21,6,15,18,44,21,1
Bryan Heynen,BEL,MF,Genk,26,1997,23.5,53,31,16,27,10,22,41,53.7,19,31,9,22,29,82,52,0
Andrew Hjulsager,DEN,"MF,DF",Gent,28,1995,7.9,21,14,5,9,7,8,22,36.4,14,10,1,9,4,25,2,0
Raphael Holzhauser,AUT,MF,OH Leuven,30,1993,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
Shion Homma,JPN,FW,Club Brugge,22,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Patrik Hrošovský,SVK,MF,Genk,31,1992,23.7,25,16,12,11,2,13,27,48.1,14,27,4,23,18,43,33,0
Guillaume Hubert,BEL,GK,RWD Molenbeek,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nathan Huygevelde,BEL,MF,Union SG,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hong Hyunseok,KOR,MF,Gent,24,1999,17.5,29,16,9,18,2,17,35,48.6,18,20,1,19,18,47,6,0
Mounaim El Idrissy,FRA,"FW,MF",Kortrijk,24,1999,8.1,16,7,13,2,1,9,14,64.3,5,5,0,5,7,23,9,0
Marco Ilaimaharitra,MAD,MF,Charleroi,28,1995,23.7,60,38,26,28,6,33,64,51.6,31,40,6,34,26,86,21,0
George Ilenikhena,FRA,FW,Antwerp,16,2006,10.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,6,0
Joachim Imbrechts,SWE,GK,Union SG,21,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryotaro Ito,JPN,MF,Sint-Truiden,25,1998,19.8,15,7,7,6,2,3,16,18.8,13,6,0,6,8,23,7,0
Nordin Jackers,BEL,GK,Club Brugge,25,1997,2.9,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,5,1
