Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Leonardo Buta,POR,DF,Gil Vicente FC,21,2002,24.3,48,30,28,15,5,33,46,71.7,13,21,8,13,28,76,65,1
Adrián Butzke,ESP,FW,Vitória,24,1999,4.1,3,3,0,3,0,1,2,50.0,1,4,1,3,0,3,8,0
Erick Cabaco,URU,DF,Estoril,28,1995,3.7,5,4,3,2,0,1,3,33.3,2,4,3,1,7,12,16,0
Arthur Cabral,BRA,FW,Benfica,25,1998,14.8,11,7,2,5,4,3,9,33.3,6,8,0,8,1,12,7,0
Jhonder Cádiz,VEN,FW,Famalicão,28,1995,25.6,10,7,1,6,3,2,9,22.2,7,4,2,2,1,11,21,0
João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,23.1,37,25,13,14,10,15,28,53.6,13,23,2,21,14,51,16,0
Ibrahima Camará,GUI,"MF,DF",Boavista,24,1999,5.3,4,4,2,1,1,3,6,50.0,3,4,1,3,4,8,18,0
Cambila,ANG,GK,Estrela,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Luan Campos,BRA,"FW,MF",Portimonense,21,2002,5.2,7,5,2,4,1,4,8,50.0,4,4,1,3,5,12,6,0
Fábio Cardoso,POR,DF,Porto,29,1994,13.4,5,3,1,4,0,0,2,0.0,2,12,8,4,12,17,37,0
Felippe Cardoso,BRA,FW,Casa Pia,24,1998,17.4,14,8,1,7,6,3,13,23.1,10,7,1,6,1,15,7,0
Carlinhos,BRA,MF,Portimonense,29,1994,31.6,44,27,14,24,6,23,44,52.3,21,12,2,10,8,52,24,2
João Carlos,BRA,"FW,DF",Estoril,28,1995,3.5,2,1,1,1,0,0,2,0.0,2,4,0,4,1,3,2,0
Zé Carlos,POR,"MF,DF",Vitória,21,2001,4.7,10,5,5,5,0,6,18,33.3,12,6,1,5,6,16,7,0
Zé Carlos,POR,DF,Gil Vicente FC,25,1998,21.4,50,34,34,9,7,20,37,54.1,17,21,6,15,30,80,56,2
David Carmo,ANG,DF,Porto,24,1999,6.8,5,4,2,2,1,4,5,80.0,1,11,7,4,2,7,31,1
Marcelo Carné,BRA,GK,Estoril,33,1990,22.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,4
Carraça,POR,"DF,MF",Chaves,30,1993,11.1,9,5,3,6,0,6,11,54.5,5,7,0,7,7,16,23,0
Álvaro Carreras,ESP,DF,Benfica,20,2003,6.3,18,10,7,9,2,8,12,66.7,4,8,3,5,10,28,9,0
Ronie Carrillo,ECU,"FW,MF",Portimonense,26,1996,14.6,9,4,1,5,3,2,7,28.6,5,13,1,12,3,12,19,0
António Filipe de Carvalho,POR,GK,Estrela,38,1985,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Miguel Carvalho,POR,GK,Farense,27,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Vitor Carvalho,BRA,MF,Braga,26,1997,14.5,41,22,21,19,1,22,37,59.5,15,22,4,18,18,59,29,1
Facundo Cáseres,ARG,MF,Farense,22,2001,12.4,49,25,27,20,2,21,33,63.6,12,35,14,21,11,60,17,0
Midana Cassama,GNB,"FW,MF",Portimonense,20,2002,3.2,4,3,1,2,1,2,3,66.7,1,2,1,1,2,6,2,0
Cassiano,BRA,FW,Estoril,34,1989,17.9,31,20,10,13,8,13,30,43.3,17,16,2,14,0,31,11,0
Jesús Castillo,PER,MF,Gil Vicente FC,22,2001,2.7,6,5,1,4,1,4,9,44.4,5,4,1,3,4,10,8,0
André Castro,POR,MF,Braga,35,1988,0.5,1,0,0,1,0,1,4,25.0,3,4,1,3,1,2,1,0
André Castro,POR,MF,Moreirense,35,1988,6.0,15,10,6,7,2,10,17,58.8,7,6,0,6,6,21,15,0
Cristian Castro,COL,DF,Rio Ave,22,2001,0.8,0,0,0,0,0,0,2,0.0,2,1,1,0,1,1,8,0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,18.7,25,17,12,5,8,15,33,45.5,18,19,1,18,12,37,15,0
Tidjany Chabrol,FRA,"FW,MF",Gil Vicente FC,21,2002,12.0,13,8,3,9,1,5,17,29.4,12,14,2,12,3,16,8,1
Charles,BRA,GK,Vitória,29,1994,7.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0
Chiquinho,POR,"FW,MF",Famalicão,23,2000,19.3,31,18,13,15,3,12,31,38.7,19,43,4,39,13,44,10,0
Chiquinho,POR,MF,Benfica,28,1995,2.1,5,4,1,4,0,1,3,33.3,2,1,0,1,2,7,3,0
Clayton,BRA,FW,Casa Pia,24,1999,18.8,9,7,1,3,5,1,14,7.1,13,13,2,11,3,12,12,0
Sebastián Coates,URU,DF,Sporting CP,32,1990,25.3,38,19,23,14,1,24,36,66.7,12,28,19,9,24,62,81,1
Fábio Conceição,POR,"MF,FW",Rio Ave,22,2001,28.2,36,24,25,7,4,22,52,42.3,30,35,5,30,17,53,35,0
Francisco Conceição,POR,"FW,MF",Porto,20,2002,21.0,40,31,9,15,16,16,30,53.3,14,14,1,13,2,42,4,1
Leo Cordeiro,BRA,MF,Estrela,27,1995,29.0,60,40,23,30,7,32,64,50.0,32,36,8,28,19,79,20,0
Jeriel Córdova,VEN,FW,Boavista,21,2002,1.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Félix Correia,POR,FW,Gil Vicente FC,22,2001,24.1,31,22,11,11,9,21,29,72.4,8,28,2,26,21,52,16,2
João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,23.3,19,12,10,7,2,12,41,29.3,29,21,8,13,31,50,44,1
Alberto costa,POR,DF,Vitória,19,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Xavier Almeida Costa,POR,MF,Vizela,26,1997,6.8,3,1,1,1,1,2,9,22.2,7,4,1,3,10,13,5,0
Diogo Costa,POR,GK,Porto,23,1999,32.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,2
Gonçalo Costa,POR,"DF,MF",Portimonense,23,2000,19.0,59,38,32,22,5,33,48,68.8,15,27,3,24,27,86,46,1
Michel Costa,BRA,MF,Estoril,21,2001,3.3,10,4,5,3,2,6,10,60.0,4,4,0,4,2,12,6,0
Murilo Costa,BRA,FW,Gil Vicente FC,28,1994,22.1,21,15,9,12,0,10,20,50.0,10,16,0,16,16,37,13,0
Rui Costa,POR,"FW,MF",Farense,27,1996,7.8,3,2,2,1,0,3,5,60.0,2,7,1,6,0,3,2,0
Tomás Costa Silva,POR,DF,Vizela,23,1999,29.1,74,50,42,24,8,45,79,57.0,34,33,8,25,41,115,102,1
Costinha,POR,"MF,DF",Rio Ave,23,2000,33.9,95,60,41,43,11,55,104,52.9,49,88,12,76,40,135,92,3
Sandro Cruz,ANG,"DF,MF",Chaves,22,2001,18.1,34,23,23,10,1,22,35,62.9,13,23,8,15,20,54,70,2
Florian Danho Seke,FRA,FW,Famalicão,23,2000,2.7,3,3,1,0,2,2,2,100.0,0,5,0,5,0,3,3,0
Ignacio De Arruabarrena,URU,GK,Arouca,26,1997,31.0,3,2,3,0,0,3,6,50.0,3,0,0,0,1,4,23,3
Fran Delgado,ESP,DF,Farense,22,2001,5.5,7,2,3,3,1,4,6,66.7,2,9,2,7,2,9,8,0
Dener,BRA,MF,Portimonense,31,1992,19.6,51,31,26,21,4,22,47,46.8,25,16,4,12,26,77,43,0
Depú,ANG,FW,Gil Vicente FC,23,2000,8.6,5,4,2,1,2,2,5,40.0,3,3,0,3,2,7,4,0
Ángel Di María,ARG,FW,Benfica,35,1988,24.6,20,12,9,8,3,7,32,21.9,25,26,0,26,8,28,3,1
Tiago Dias,POR,"MF,FW",Casa Pia,25,1998,8.8,8,7,4,3,1,4,14,28.6,10,15,1,14,5,13,4,0
Vinicius Dias,BRA,GK,Gil Vicente FC,26,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Dida,BRA,GK,Estrela,25,1998,4.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,0
Ousmane Diomande,CIV,DF,Sporting CP,19,2003,23.5,41,24,23,14,4,17,22,77.3,5,11,7,4,13,54,43,1
Álvaro djaló,ESP,"FW,MF",Braga,23,1999,19.9,27,19,7,14,6,15,45,33.3,30,17,1,16,23,50,15,0
Mihai Dobre,ROU,FW,Famalicão,24,1998,3.9,5,3,4,0,1,3,12,25.0,9,4,0,4,3,8,5,0
Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27,1996,25.9,46,26,16,25,5,28,68,41.2,40,51,4,47,28,74,6,2
Bruno Duarte,BRA,FW,Farense,27,1996,25.1,15,9,1,11,3,8,27,29.6,19,24,5,19,7,22,27,0
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,6.3,19,13,12,5,2,15,23,65.2,8,5,0,5,7,26,7,0
Marcus Edwards,ENG,"FW,MF",Sporting CP,24,1998,14.9,10,7,2,6,2,1,8,12.5,7,8,0,8,6,16,2,0
Úmaro Embaló,POR,"MF,FW",Rio Ave,22,2001,8.8,10,4,3,6,1,0,7,0.0,7,9,0,9,3,13,9,0
João Escoval,POR,DF,Vizela,26,1997,15.2,25,10,20,4,1,10,17,58.8,7,14,9,5,14,39,55,1
Ricardo Esgaio,POR,"MF,DF",Sporting CP,30,1993,16.6,44,22,19,18,7,22,42,52.4,20,14,2,12,7,51,35,0
Tiago Esgaio,POR,DF,Arouca,27,1995,25.3,61,37,37,20,4,42,68,61.8,26,36,9,27,34,95,72,0
Samuel Essende,COD,FW,Vizela,25,1998,29.6,9,7,1,5,3,4,9,44.4,5,21,8,13,3,12,17,0
Dario Essugo,POR,MF,Chaves,18,2005,12.9,29,19,15,11,3,16,25,64.0,9,21,3,18,21,50,32,0
Dario Essugo,POR,MF,Sporting CP,18,2005,0.4,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Paulo Estrela Moreira,POR,"MF,FW",Portimonense,24,1999,5.9,14,7,6,7,1,4,15,26.7,11,11,1,10,7,21,10,0
Stephen Eustáquio,CAN,MF,Porto,26,1996,17.0,41,27,16,19,6,19,35,54.3,16,28,5,23,18,59,25,0
Evanilson,BRA,FW,Porto,23,1999,22.8,19,11,2,9,8,7,13,53.8,6,15,1,14,3,22,8,0
Fabiano,BRA,DF,Moreirense,23,2000,23.7,45,30,27,11,7,25,35,71.4,10,13,2,11,29,74,60,1
Claudio Falcão,BRA,MF,Farense,29,1994,28.9,78,45,33,44,1,29,82,35.4,53,48,17,31,40,118,128,1
Jean Felipe,BRA,"MF,DF",Estrela,29,1994,12.8,24,18,9,13,2,18,30,60.0,12,11,1,10,10,34,21,0
Volnei Feltes,BRA,DF,Estoril,23,2000,16.4,19,15,10,9,0,8,24,33.3,16,21,14,7,21,40,55,2
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,26,1997,27.1,52,39,29,22,1,38,68,55.9,30,35,11,24,26,78,115,0
Martim Fernandes,POR,DF,Porto,17,2006,2.8,10,6,6,3,1,6,7,85.7,1,2,0,2,5,15,7,0
Mateus Fernandes,POR,MF,Estoril,19,2004,24.8,79,46,28,40,11,39,78,50.0,39,44,6,38,25,104,16,2
Mateus Fernandes,POR,FW,Sporting CP,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rafael Fernandes,POR,DF,Arouca,21,2002,8.3,12,8,8,2,2,6,7,85.7,1,6,5,1,9,21,31,0
Roger Fernandes,GNB,"MF,FW",Braga,17,2005,7.5,16,11,3,10,3,9,20,45.0,11,10,0,10,4,20,3,0
Rúben Fernandes,POR,DF,Gil Vicente FC,37,1986,29.0,18,11,15,3,0,9,21,42.9,12,33,19,14,35,53,117,1
Vasco Fernandes,POR,DF,Casa Pia,36,1986,10.0,8,5,7,1,0,5,9,55.6,4,13,6,7,10,18,29,0
Vasco Fernandes,POR,DF,Chaves,36,1986,16.8,26,14,18,7,1,17,25,68.0,8,17,9,8,9,35,68,1
Fernando,BRA,"FW,MF",Casa Pia,30,1993,6.0,10,6,4,3,3,3,8,37.5,5,6,0,6,0,10,2,0
Filipe Ferreira,POR,DF,Boavista,32,1990,19.2,31,22,16,15,0,19,26,73.1,7,21,8,13,18,49,47,1
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,34,1989,26.0,36,20,28,8,0,18,31,58.1,13,39,27,12,28,64,142,0
Vitó Ferreira,POR,MF,Estrela,25,1997,6.4,12,7,5,7,0,7,24,29.2,17,6,0,6,4,16,9,0
Daniel Figueira,POR,GK,Estoril,25,1998,12.0,3,2,3,0,0,3,3,100.0,0,0,0,0,0,3,9,0
Diogo Fonseca,POR,DF,Estrela,21,2002,4.8,6,4,3,3,0,2,3,66.7,1,3,1,2,4,10,15,0
Tiago Fonseca Morais,POR,"FW,MF",Boavista,19,2003,15.3,23,17,14,6,3,12,38,31.6,26,21,1,20,10,33,7,0
Théo Fonseca,FRA,FW,Famalicão,23,2000,7.2,10,3,5,3,2,3,6,50.0,3,7,2,5,7,17,7,0
José Fonte,POR,DF,Braga,39,1983,16.8,8,3,6,2,0,3,8,37.5,5,18,13,5,20,28,70,0
Hernâni Fortes,POR,FW,Rio Ave,31,1991,3.8,0,0,0,0,0,0,4,0.0,4,1,1,0,1,1,1,0
André Franco,POR,"MF,FW",Porto,25,1998,4.9,6,5,3,3,0,4,11,36.4,7,1,0,1,4,10,5,0
Gonçalo Franco,POR,MF,Moreirense,22,2000,30.2,81,54,38,33,10,29,75,38.7,46,57,5,52,59,140,52,0
Afonso freitas,POR,"DF,MF",Vitória,23,2000,8.1,16,11,8,5,3,8,12,66.7,4,5,0,5,4,20,15,0
Iván Fresneda,ESP,"MF,DF",Sporting CP,18,2004,0.4,4,2,3,1,0,2,3,66.7,1,1,0,1,0,4,2,0
Godfried Frimpong,NED,DF,Moreirense,24,1999,22.4,35,22,26,7,2,21,29,72.4,8,21,5,16,39,74,81,0
Kanya Fujimoto,JPN,MF,Gil Vicente FC,24,1999,22.2,26,15,7,15,4,9,15,60.0,6,23,4,19,11,37,8,0
Taichi Fukui,JPN,MF,Portimonense,19,2004,6.6,8,5,0,3,5,2,11,18.2,9,4,0,4,5,13,8,0
Galeno,BRA,"FW,MF",Porto,25,1997,24.9,25,18,11,8,6,11,28,39.3,17,22,2,20,15,40,18,0
Nino Galović,CRO,DF,Arouca,31,1992,16.0,10,6,6,2,2,7,17,41.2,10,10,7,3,16,26,68,0
Fabrício Garcia,CPV,"FW,MF",Estoril,22,2001,3.7,13,10,6,4,3,7,10,70.0,3,5,0,5,1,14,3,0
Bruno Gaspar,ANG,"MF,DF",Vitória,30,1993,25.4,37,23,21,10,6,19,32,59.4,13,35,4,31,17,54,32,1
Mory Gbane,CIV,MF,Gil Vicente FC,22,2000,21.2,59,36,28,21,10,32,47,68.1,15,33,15,18,27,86,52,1
André Geraldes,POR,"MF,DF",Casa Pia,32,1991,6.7,7,3,6,1,0,3,4,75.0,1,5,1,4,2,9,15,0
Saviour Godwin,NGA,"FW,MF",Casa Pia,26,1996,3.8,5,3,3,1,1,0,1,0.0,1,7,0,7,4,9,0,0
Eulânio Ângelo Chipela Gomes,GNB,MF,Estrela,29,1994,6.5,8,5,1,2,5,2,4,50.0,2,10,1,9,5,13,6,0
Rodrigo Gomes,POR,"MF,DF",Estoril,20,2003,27.2,47,30,21,19,7,19,49,38.8,30,39,6,33,25,72,53,1
Vítor Gomes,POR,MF,Rio Ave,35,1987,3.6,5,4,2,3,0,2,4,50.0,2,7,3,4,3,8,5,0
Victor Gomez,ESP,DF,Braga,23,2000,22.6,41,27,18,17,6,31,49,63.3,18,22,6,16,26,67,62,1
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,24,1999,11.3,21,12,4,13,4,8,21,38.1,13,12,1,11,9,30,7,0
Nuno Gonçalo Moreira,POR,"FW,MF",Vizela,24,1999,10.7,14,9,6,7,1,4,14,28.6,10,14,2,12,10,24,8,1
João Gonçalves,POR,GK,Boavista,22,2000,34.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,20,2
Jota Gonçalves,POR,DF,Vizela,23,2000,16.1,17,8,11,5,1,9,22,40.9,13,18,11,7,21,38,97,1
Pedro Gonçalves,POR,"FW,MF",Sporting CP,25,1998,28.6,47,30,10,23,14,20,55,36.4,35,31,2,29,10,57,4,0
Vítor Gonçalves,POR,MF,Farense,31,1992,7.7,10,7,2,4,4,2,4,50.0,2,12,3,9,4,14,17,0
Cristo González,ESP,"FW,MF",Arouca,25,1997,30.9,20,15,4,7,9,9,31,29.0,22,9,1,8,6,26,12,0
Nicolás González,ESP,MF,Porto,21,2002,18.9,42,28,13,21,8,22,38,57.9,16,24,3,21,10,52,11,0
Tiago Gouveia,POR,FW,Benfica,22,2001,6.0,12,7,3,4,5,8,14,57.1,6,7,0,7,1,13,0,0
João Graça,POR,MF,Rio Ave,28,1995,13.3,38,25,13,18,7,20,44,45.5,24,8,3,5,9,47,9,0
Marko Grujić,SRB,MF,Porto,27,1996,3.2,17,13,5,11,1,11,13,84.6,2,4,1,3,6,23,4,0
Gonçalo Guedes,POR,"FW,MF",Benfica,26,1996,1.4,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0
Guga,POR,"DF,MF",Portimonense,19,2003,17.0,56,34,31,20,5,30,60,50.0,30,18,7,11,16,72,29,0
Ricardo Guimarães,MOZ,MF,Chaves,27,1995,13.9,35,19,20,11,4,18,37,48.6,19,16,5,11,18,53,15,1
Rafik Guitane,FRA,"FW,MF",Estoril,24,1999,30.1,18,9,5,10,3,5,18,27.8,13,18,1,17,7,25,3,0
Raphael Guzzo,POR,"MF,FW",Chaves,28,1995,13.2,13,7,7,3,3,2,11,18.2,9,17,6,11,11,24,13,0
Viktor Gyökeres,SWE,FW,Sporting CP,25,1998,32.4,16,11,3,5,8,3,6,50.0,3,13,1,12,5,21,22,0
Justin de Haas,NED,DF,Famalicão,23,2000,17.8,23,16,17,6,0,11,21,52.4,10,16,12,4,24,47,80,1
Yanis Hamache,ALG,DF,Arouca,24,1999,0.5,1,0,1,0,0,0,0,,0,2,1,1,0,1,1,0
Tomás Händel,POR,MF,Vitória,22,2000,28.0,48,31,16,26,6,28,47,59.6,19,21,3,18,23,71,10,0
Héctor,ESP,FW,Chaves,27,1995,28.8,11,8,3,5,3,5,17,29.4,12,14,3,11,5,16,18,0
Gustavo Henrique,BRA,"DF,MF",Estrela,24,1999,1.4,2,2,2,0,0,2,3,66.7,1,2,0,2,0,2,2,0
Morten Hjulmand,DEN,MF,Sporting CP,24,1999,24.3,60,37,24,28,8,25,43,58.1,18,27,5,22,20,80,25,0
Jordan Holsgrove,SCO,MF,Estoril,23,1999,13.0,30,25,9,18,3,14,24,58.3,10,11,7,4,15,45,19,2
André Horta,POR,MF,Braga,26,1996,6.1,12,8,2,4,6,8,15,53.3,7,12,1,11,1,13,5,0
