Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,0.7,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,1.4,4,2,1,1,2,2,3,66.7,1,0,0,0,3,7,1,0
Neil El Aynaoui,FRA,MF,Lens,22,2001,2.3,5,1,1,4,0,3,5,60.0,2,3,1,2,1,6,6,0
Irakli Azarov,GEO,DF,Shakhtar,21,2002,1.9,1,0,1,0,0,1,1,100.0,0,1,1,0,3,4,6,0
Sardar Azmoun,IRN,FW,Roma,28,1995,1.9,3,2,2,0,1,0,2,0.0,2,0,0,0,3,6,0,0
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,3.9,5,4,0,4,1,2,6,33.3,4,2,0,2,1,6,1,0
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,4.4,7,5,3,2,2,3,5,60.0,2,1,0,1,3,10,4,0
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,4.6,3,0,2,0,1,1,9,11.1,8,1,0,1,6,9,2,0
Alexander Bah,DEN,DF,Benfica,25,1997,5.6,14,11,6,7,1,10,17,58.8,7,15,5,10,6,20,19,0
Eric Bailly,CIV,DF,Villarreal,29,1994,1.6,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,6,0
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,0.7,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Mitchel Bakker,NED,DF,Atalanta,23,2000,1.7,2,1,0,2,0,2,5,40.0,3,2,0,2,4,6,0,0
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,1.5,1,0,0,0,1,0,3,0.0,3,1,0,1,1,2,1,0
Carlos Baleba,CMR,MF,Brighton,19,2004,0.7,2,2,0,2,0,0,0,,0,2,0,2,1,3,4,0
Leonardo Balerdi,ARG,DF,Marseille,24,1999,11.4,39,25,32,6,1,23,32,71.9,9,12,6,6,25,64,47,0
Husein Balic,AUT,FW,LASK,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
David von Ballmoos,SUI,GK,Young Boys,28,1994,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Simon Banza,COD,FW,Braga,26,1996,2.3,1,1,0,1,0,0,2,0.0,2,2,0,2,0,1,2,0
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,1.4,2,1,2,0,0,1,2,50.0,1,2,0,2,2,4,3,0
Borna Barišić,CRO,DF,Rangers,30,1992,5.0,10,5,6,3,1,6,8,75.0,2,3,0,3,5,15,14,0
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,1.4,2,2,1,1,0,1,2,50.0,1,2,1,1,0,2,4,0
Marc Bartra,ESP,DF,Betis,32,1991,1.0,4,2,4,0,0,2,2,100.0,0,2,2,0,2,6,5,0
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,3.7,13,9,9,4,0,8,11,72.7,3,4,0,4,5,18,19,1
Chris Bedia,CIV,FW,Servette FC,27,1996,4.4,2,0,0,0,2,2,2,100.0,0,1,0,1,0,2,0,0
Thomas Beelen,NED,DF,Feyenoord,22,2001,2.3,3,1,2,1,0,2,2,100.0,0,1,0,1,5,8,9,0
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,0.4,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Héctor Bellerín,ESP,DF,Betis,28,1995,2.0,1,1,1,0,0,0,2,0.0,2,4,3,1,4,5,1,0
George Bello,USA,"MF,DF",LASK,21,2002,4.0,14,9,8,3,3,6,13,46.2,7,5,1,4,6,20,3,0
Jeanuël Belocian,FRA,DF,Rennes,18,2005,2.1,2,0,1,1,0,0,1,0.0,1,4,4,0,1,3,8,0
Andrea Belotti,ITA,FW,Roma,29,1993,3.0,7,5,4,2,1,2,4,50.0,2,1,0,1,1,8,5,0
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,5.1,9,5,4,4,1,5,13,38.5,8,14,1,13,5,14,4,0
Ismaël Bennacer,ALG,MF,Milan,25,1997,2.0,4,4,0,4,0,1,2,50.0,1,0,0,0,1,5,0,0
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,3.4,4,1,4,0,0,2,7,28.6,5,1,0,1,0,4,0,0
Yassine Benzia,ALG,MF,Qarabağ,28,1994,8.0,13,9,1,8,4,5,12,41.7,7,8,2,6,6,19,12,0
Gustav Berggren,SWE,MF,RKS Raków,25,1997,4.9,8,5,1,7,0,1,7,14.3,6,14,4,10,6,14,7,0
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,4.3,2,1,0,2,0,0,3,0.0,3,2,0,2,2,4,2,0
Steven Bergwijn,NED,FW,Ajax,25,1997,4.8,1,1,1,0,0,1,6,16.7,5,0,0,0,0,1,1,0
Veton Berisha,NOR,FW,Molde,29,1994,2.2,3,2,1,2,0,0,1,0.0,1,1,0,1,0,3,1,0
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,5.0,8,3,3,2,3,4,10,40.0,6,7,0,7,3,11,1,0
Pep Biel,ESP,MF,Olympiacos,26,1996,0.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,7.1,5,3,2,0,3,2,10,20.0,8,14,0,14,4,9,4,0
Martin Bjørnbak,NOR,DF,Molde,31,1992,2.5,3,3,3,0,0,2,2,100.0,0,1,1,0,2,5,15,0
Rubén Blanco,ESP,GK,Marseille,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,4.1,5,3,3,2,0,1,2,50.0,1,4,0,4,1,6,0,0
Lewin Blum,SUI,DF,Young Boys,22,2001,1.3,3,3,1,1,1,2,3,66.7,1,2,0,2,1,4,1,0
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,2.2,6,5,6,0,0,4,6,66.7,2,0,0,0,8,14,3,0
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,4.7,9,6,3,4,2,8,9,88.9,1,5,0,5,7,16,7,0
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,3,0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,1.9,1,1,0,1,0,1,2,50.0,1,3,2,1,3,4,2,0
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,2,1,0,2,0,2,2,100.0,0,1,1,0,8,10,3,0
Victor Boniface,NGA,FW,Leverkusen,22,2000,4.2,3,2,0,3,0,0,3,0.0,3,1,0,1,2,5,4,0
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,2.2,3,1,1,1,1,3,4,75.0,1,2,0,2,1,4,4,0
Cristian Borja,COL,DF,Braga,30,1993,1.7,4,3,3,1,0,0,2,0.0,2,1,0,1,0,4,4,0
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,0.8,1,1,1,0,0,1,3,33.3,2,1,1,0,0,1,1,0
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,5.2,4,2,1,3,0,4,10,40.0,6,5,1,4,8,12,2,0
Edoardo Bove,ITA,MF,Roma,21,2002,7.9,26,15,16,8,2,20,32,62.5,12,12,4,8,9,35,5,0
Jarrod Bowen,ENG,FW,West Ham,26,1996,6.1,4,2,2,2,0,0,4,0.0,4,3,0,3,1,5,1,0
Conor Bradley,NIR,DF,Liverpool,20,2003,2.6,4,2,2,2,0,4,11,36.4,7,8,1,7,2,6,4,0
Daniel Bragança,POR,MF,Sporting CP,24,1999,5.5,21,12,6,13,2,12,18,66.7,6,11,0,11,4,25,4,0
Claudio Bravo,CHI,GK,Betis,40,1983,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Emil Breivik,NOR,MF,Molde,23,2000,5.0,10,8,4,4,2,3,9,33.3,6,8,2,6,5,15,6,0
Ben Brereton,CHI,FW,Villarreal,24,1999,2.4,2,1,0,1,1,1,1,100.0,0,1,0,1,0,2,0,0
Maximilian Breunig,GER,FW,Freiburg,22,2000,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Alberto Brignoli,ITA,GK,Panathinaikos,31,1991,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Brian Brobbey,NED,FW,Ajax,21,2002,5.1,0,0,0,0,0,0,0,,0,3,0,3,0,0,2,0
Franz Brorsson,SWE,"DF,FW",Aris Limassol FC,27,1996,2.1,3,1,2,1,0,3,5,60.0,2,5,3,2,3,6,11,1
Morgan Brown,ENG,MF,Aris Limassol FC,23,1999,1.3,5,5,3,2,0,4,7,57.1,3,1,1,0,1,6,2,0
Bruma,POR,"DF,MF",Braga,28,1994,0.6,1,1,1,0,0,1,2,50.0,1,1,1,0,0,1,0,0
Isak Brusberg,SWE,MF,Häcken,16,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Facundo Buonanotte,ARG,"MF,FW",Brighton,18,2004,2.4,4,4,2,1,1,1,7,14.3,6,4,0,4,1,5,0,0
Mick van Buren,NED,FW,Slavia Prague,30,1992,2.4,1,1,1,0,0,0,3,0.0,3,3,0,3,3,4,1,0
Christian Burgess,ENG,DF,Union SG,31,1991,6.0,7,5,6,1,0,4,5,80.0,1,5,5,0,3,10,38,1
Jack Butland,ENG,GK,Rangers,30,1993,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Arthur Cabral,BRA,FW,Benfica,25,1998,2.4,2,1,0,1,1,0,0,,0,4,2,2,0,2,3,0
Caju,BRA,DF,Aris Limassol FC,28,1995,4.7,17,12,12,5,0,12,17,70.6,5,5,1,4,3,20,12,0
Davide Calabria,ITA,DF,Milan,26,1996,2.5,9,6,4,4,1,4,8,50.0,4,5,1,4,4,13,6,0
Josip Čalušić,CRO,DF,TSC Bačka Top,29,1993,4.5,1,0,1,0,0,0,1,0.0,1,8,6,2,3,4,20,0
Mohamed Camara,GUI,MF,Olympiacos,26,1997,5.9,9,3,3,5,1,4,4,100.0,0,6,2,4,10,19,5,0
Aitor Cantalapiedra,ESP,FW,Panathinaikos,27,1996,2.6,4,1,1,2,1,0,3,0.0,3,2,0,2,3,7,0,0
Todd Cantwell,ENG,"FW,MF",Rangers,25,1998,2.0,1,1,0,1,0,0,0,,0,2,0,2,2,3,0,0
Étienne Capoue,FRA,MF,Villarreal,35,1988,5.2,12,5,4,5,3,6,8,75.0,2,2,0,2,8,20,4,0
Christian Cappis,USA,"MF,DF",Molde,23,1999,0.3,2,1,1,1,0,1,2,50.0,1,1,0,1,1,3,1,0
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Álvaro Carreras,ESP,DF,Benfica,20,2003,1.2,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,6,0
João Carvalho,POR,MF,Olympiacos,26,1997,0.3,2,2,0,0,2,2,2,100.0,0,0,0,0,0,2,0,0
Vitor Carvalho,BRA,MF,Braga,26,1997,1.4,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0
William Carvalho,POR,MF,Betis,31,1992,3.4,6,4,1,4,1,2,5,40.0,3,6,3,3,3,9,5,0
Cristian Cásseres Jr.,VEN,MF,Toulouse,23,2000,5.4,20,9,14,5,1,8,13,61.5,5,7,0,7,9,29,14,0
Alessio Castro-Montes,BEL,"DF,MF",Union SG,26,1997,5.2,15,8,4,10,1,6,12,50.0,6,6,1,5,8,23,7,0
Geny Catamo,MOZ,"MF,DF",Sporting CP,22,2001,3.7,2,0,2,0,0,0,2,0.0,2,1,0,1,2,4,2,0
Marcin Cebula,POL,"FW,MF",RKS Raków,27,1995,3.3,4,1,2,1,1,2,4,50.0,2,1,0,1,1,5,2,0
Zeki Çelik,TUR,DF,Roma,26,1997,9.0,22,15,9,8,5,12,21,57.1,9,15,2,13,11,33,27,2
Luke Chambers,ENG,DF,Liverpool,19,2004,1.5,2,1,1,1,0,1,2,50.0,1,0,0,0,2,4,4,0
Jhoanner Chávez,ECU,DF,Lens,21,2002,1.2,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0
Luigi Cherubini,ITA,MF,Roma,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tjaronn Chery,SUR,"MF,FW",Maccabi Haifa,35,1988,2.9,2,2,0,2,0,0,2,0.0,2,0,0,0,0,2,0,0
Edward Chilufya,ZAM,FW,Häcken,23,1999,5.1,9,6,3,2,4,5,11,45.5,6,2,0,2,1,10,0,0
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.3,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,1,0
Mojmir Chytil,CZE,FW,Slavia Prague,24,1999,4.4,4,2,0,1,3,2,2,100.0,0,8,2,6,0,4,0,0
José Cifuentes,ECU,MF,Rangers,24,1999,2.7,5,3,3,2,0,3,8,37.5,5,0,0,0,4,9,5,0
Aleksandar Ćirković,SRB,"FW,MF",TSC Bačka Top,21,2001,2.5,2,1,0,1,1,2,3,66.7,1,1,0,1,1,3,1,0
Moustapha Cissé,GUI,FW,Atalanta,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ibrahim Cissoko,NED,MF,Toulouse,20,2003,0.7,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Bobby Clark,ENG,MF,Liverpool,18,2005,1.1,6,3,0,3,3,3,3,100.0,0,1,0,1,1,7,0,0
Jonathan Clauss,FRA,"DF,MF",Marseille,30,1992,11.1,21,15,11,8,2,9,18,50.0,9,9,3,6,14,35,22,1
Sebastián Coates,URU,DF,Sporting CP,32,1990,5.6,12,6,7,5,0,8,10,80.0,2,4,2,2,4,16,29,0
Timothé Cognat,FRA,MF,Servette FC,25,1998,3.7,11,3,1,7,3,4,5,80.0,1,5,0,5,5,16,1,0
Ebrima Colley,GAM,FW,Young Boys,23,2000,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Santi Comesaña,ESP,MF,Villarreal,26,1996,3.6,3,3,1,2,0,3,7,42.9,4,8,0,8,1,4,4,0
Francis Coquelin,FRA,MF,Villarreal,32,1991,2.1,3,2,0,0,3,1,3,33.3,2,1,0,1,3,6,2,0
Maxwel Cornet,CIV,"FW,MF",West Ham,26,1996,0.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
Pierre Cornud,FRA,DF,Maccabi Haifa,26,1996,4.2,14,11,13,1,0,9,17,52.9,8,4,2,2,2,16,16,0
Joaquín Correa,ARG,"MF,FW",Marseille,28,1994,2.8,4,3,2,1,1,2,5,40.0,3,2,0,2,0,4,1,0
David Costa,POR,MF,Lens,22,2001,1.7,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0
João Costa,BRA,"MF,FW",Roma,18,2005,0.1,3,2,3,0,0,1,1,100.0,0,0,0,0,0,3,0,0
Logan Costa,CPV,DF,Toulouse,22,2001,7.0,14,14,10,3,1,4,6,66.7,2,9,7,2,5,19,36,0
Vladimír Coufal,CZE,DF,West Ham,30,1992,6.9,4,3,3,1,0,3,8,37.5,5,4,1,3,5,9,24,0
Aaron Cresswell,ENG,DF,West Ham,33,1989,4.6,4,3,2,2,0,2,3,66.7,1,2,0,2,2,6,10,1
Bryan Cristante,ITA,"MF,DF",Roma,28,1995,11.9,24,12,15,8,1,11,18,61.1,7,15,5,10,12,36,15,0
Enzo Crivelli,FRA,"FW,DF",Servette FC,28,1995,2.1,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0
Ante Crnac,CRO,FW,RKS Raków,19,2003,3.2,3,3,3,0,0,1,5,20.0,4,2,0,2,0,3,4,0
Jorge Cuenca,ESP,DF,Villarreal,23,1999,4.1,2,1,2,0,0,2,2,100.0,0,3,1,2,4,6,19,0
Miloš Cvetković,SRB,DF,TSC Bačka Top,33,1990,5.1,12,5,5,6,1,7,12,58.3,5,4,0,4,3,15,6,0
Elvin Cəfərquliyev,AZE,DF,Qarabağ,22,2000,8.3,15,8,9,5,1,10,18,55.6,8,11,3,8,5,20,23,0
Francesco D'Alessio,ITA,MF,Roma,19,2004,0.2,2,0,2,0,0,0,0,,0,1,1,0,1,3,0,0
Pontus Dahbo,SWE,MF,Häcken,17,2005,1.5,1,0,0,0,1,1,7,14.3,6,4,1,3,2,3,0,0
Mahmoud Dahoud,GER,"MF,FW",Brighton,27,1996,1.8,3,1,0,2,1,0,3,0.0,3,1,1,0,1,4,2,0
Thijs Dallinga,NED,FW,Toulouse,22,2000,7.3,7,6,1,3,3,3,3,100.0,0,4,0,4,1,8,11,0
Danilo,BRA,FW,Rangers,24,1999,2.1,1,1,0,0,1,0,4,0.0,4,3,1,2,0,1,0,0
Jayden Danns,ENG,DF,Liverpool,17,2006,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Kevin Danso,AUT,DF,Lens,24,1998,1.0,1,1,1,0,0,0,0,,0,6,5,1,1,2,1,1
Amadou Dante,MLI,DF,Sturm Graz,22,2000,3.1,8,6,4,4,0,6,9,66.7,3,3,0,3,10,18,13,0
Raimane Daou,COM,DF,Marseille,18,2004,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
Ebrima Darboe,GAM,"MF,DF",LASK,22,2001,0.4,3,0,0,2,1,2,3,66.7,1,1,0,1,0,3,1,0
Dean David,ISR,"FW,MF",Maccabi Haifa,27,1996,4.3,1,0,0,0,1,1,2,50.0,1,1,0,1,2,3,2,0
Ben Davies,ENG,DF,Rangers,27,1995,6.0,11,7,7,4,0,8,11,72.7,3,10,5,5,3,14,27,1
Charles De Ketelaere,BEL,"FW,MF",Atalanta,22,2001,6.8,11,5,2,4,5,4,10,40.0,6,12,1,11,5,16,6,0
Tommaso De Nipoti,ITA,FW,Atalanta,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tommaso Del Lungo,ITA,DF,Atalanta,19,2003,1.0,5,3,2,2,1,2,6,33.3,4,1,0,1,1,6,6,0
Kerem Demirbay,GER,MF,Galatasaray,30,1993,1.7,2,2,1,1,0,1,3,33.3,2,1,0,1,5,7,2,1
Branco van den Boomen,NED,MF,Ajax,28,1995,0.5,3,3,2,1,0,2,2,100.0,0,0,0,0,0,3,0,0
Mikkel Desler,DEN,DF,Toulouse,28,1995,6.1,19,11,12,5,2,7,14,50.0,7,14,6,8,13,32,11,0
Cyriel Dessers,NGA,FW,Rangers,28,1994,4.3,3,3,1,1,1,1,4,25.0,3,1,0,1,0,3,0,0
Ángel Di María,ARG,FW,Benfica,35,1988,6.3,11,9,4,3,4,6,16,37.5,10,6,0,6,2,13,3,1
Assane Diao,ESP,FW,Betis,17,2005,2.8,3,1,1,1,1,1,3,33.3,2,5,0,5,1,4,3,0
Moussa Diarra,MLI,DF,Toulouse,22,2000,6.1,9,5,2,6,1,3,7,42.9,4,15,4,11,12,21,11,0
Luis Díaz,COL,FW,Liverpool,26,1997,4.9,5,4,0,3,2,3,4,75.0,1,3,0,3,1,6,0,0
Mohamed Diomandé,CIV,MF,Rangers,21,2001,1.9,3,2,3,0,0,3,6,50.0,3,2,0,2,2,5,4,0
