Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,26.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,0
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,27,1996,30.4,38,23,26,12,0,17,27,63.0,10,33,24,9,32,70,136,2
Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,22.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,5,3
Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,29,1994,24.3,65,42,36,25,4,36,57,63.2,21,27,6,21,43,108,58,0
Koke,ESP,MF,Atlético Madrid,La Liga,31,1992,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1
Sead Kolašinac,BIH,DF,Atalanta,Serie A,30,1993,24.2,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47,0
Luca Koleosho,ITA,"MF,FW",Burnley,Premier League,18,2004,10.8,7,4,2,5,0,2,10,20.0,8,13,0,13,2,9,0,0
Randal Kolo Muani,FRA,"FW,MF",Paris S-G,Ligue 1,24,1998,14.1,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10,0
Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mert Kömür,GER,"MF,DF",Augsburg,Bundesliga,18,2005,1.3,3,3,3,0,0,3,5,60.0,2,0,0,0,0,3,1,0
Cheick Konaté,MLI,DF,Clermont Foot,Ligue 1,19,2004,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21,0
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,24,1999,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51,1
Geoffrey Kondogbia,CTA,MF,Marseille,Ligue 1,30,1993,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25,0
Abdoul Koné,FRA,DF,Reims,Ligue 1,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0
Amadou Koné,MLI,MF,Reims,Ligue 1,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0
Ibrahima Koné,MLI,FW,Almería,La Liga,24,1999,3.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Manu Koné,FRA,MF,Gladbach,Bundesliga,22,2001,17.3,45,26,20,20,5,17,25,68.0,8,22,1,21,15,60,16,1
Ezri Konsa,ENG,DF,Aston Villa,Premier League,25,1997,34.1,54,32,28,23,3,23,27,85.2,4,36,20,16,28,82,73,3
Teun Koopmeiners,NED,MF,Atalanta,Serie A,25,1998,29.2,39,24,12,22,5,17,50,34.0,33,33,3,30,10,49,35,0
Odilon Kossounou,CIV,DF,Leverkusen,Bundesliga,22,2001,20.1,30,20,11,12,7,15,26,57.7,11,27,3,24,27,57,43,1
Filip Kostić,SRB,DF,Juventus,Serie A,30,1992,20.2,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43,0
N'Guessan Kouadio,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,3,1,0,3,0,0,3,0.0,3,3,0,3,1,4,0,0
Christian Kouamé,CIV,FW,Fiorentina,Serie A,25,1997,12.1,13,4,7,6,0,6,10,60.0,4,16,0,16,2,15,10,0
Rominigue Kouamé,MLI,MF,Cádiz,La Liga,26,1996,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1
Koffi Kouao,CIV,DF,Metz,Ligue 1,25,1998,9.6,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38,1
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Therence Koudou,FRA,DF,Reims,Ligue 1,18,2004,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9,0
Jules Koundé,FRA,DF,Barcelona,La Liga,24,1998,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83,5
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,26,1997,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123,1
Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,33,1989,2.4,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0
Mateo Kovačić,CRO,MF,Manchester City,Premier League,29,1994,17.2,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10,0
Viktor Kovalenko,UKR,MF,Empoli,Serie A,27,1996,6.8,5,2,2,2,1,2,8,25.0,6,12,2,10,1,6,7,0
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dawid Kownacki,POL,FW,Werder Bremen,Bundesliga,26,1997,4.2,1,1,1,0,0,1,4,25.0,3,3,1,2,0,1,1,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,28,1994,10.1,21,14,10,7,4,12,25,48.0,13,8,3,5,9,30,21,0
Alex Král,CZE,MF,Union Berlin,Bundesliga,25,1998,15.2,19,14,7,10,2,8,20,40.0,12,15,4,11,11,30,30,0
Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,32,1991,24.4,11,2,5,4,2,6,13,46.2,7,14,2,12,10,21,12,2
Christoph Kramer,GER,MF,Gladbach,Bundesliga,32,1991,2.8,10,5,5,5,0,2,14,14.3,12,7,1,6,4,14,6,0
Frans Krätzig,GER,DF,Bayern Munich,Bundesliga,20,2003,0.6,2,0,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0
Tom Krauß,GER,MF,Mainz 05,Bundesliga,22,2001,15.0,57,33,22,31,4,21,58,36.2,37,33,4,29,17,74,28,0
Rasmus Kristensen,DEN,DF,Roma,Serie A,26,1997,19.4,36,19,25,8,3,28,50,56.0,22,27,7,20,8,44,50,0
Thomas Kristensen,DEN,DF,Udinese,Serie A,21,2002,23.3,35,24,25,10,0,21,33,63.6,12,29,20,9,29,64,118,0
Toni Kroos,GER,MF,Real Madrid,La Liga,33,1990,23.6,53,34,19,25,9,24,59,40.7,35,22,4,18,17,70,11,1
Nikola Krstović,MNE,FW,Lecce,Serie A,23,2000,26.4,17,6,3,9,5,6,10,60.0,4,12,4,8,4,21,22,0
Rade Krunić,BIH,MF,Milan,Serie A,29,1993,7.6,10,8,3,6,1,4,9,44.4,5,7,3,4,11,21,14,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,30,1992,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57,1
Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,22,2001,23.9,26,17,15,6,5,9,23,39.1,14,21,2,19,11,37,8,1
Mahmut Kücüksahin,,MF,Augsburg,Bundesliga,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohammed Kudus,GHA,"FW,MF",West Ham,Premier League,22,2000,27.6,65,47,27,27,11,20,40,50.0,20,25,0,25,11,76,9,1
Christian Kühlwetter,GER,MF,Heidenheim,Bundesliga,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dejan Kulusevski,SWE,"FW,MF",Tottenham,Premier League,23,2000,30.7,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2
Marash Kumbulla,ALB,DF,Sassuolo,Serie A,23,2000,4.0,3,2,2,1,0,1,2,50.0,1,8,6,2,0,3,22,0
Justin Kumi,ITA,FW,Sassuolo,Serie A,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Berkan Kutlu,TUR,MF,Genoa,Serie A,25,1998,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,10,5,0
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,30,1993,23.2,34,19,11,13,10,15,43,34.9,28,18,5,13,22,56,18,1
Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22,2001,30.4,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9,0
Giorgi Kvernadze,GEO,"FW,DF",Frosinone,Serie A,20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0
Moritz-Broni Kwarteng,GHA,FW,Bochum,Bundesliga,25,1998,3.1,3,0,0,3,0,1,7,14.3,6,4,0,4,2,5,0,0
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27,1995,11.4,6,4,2,2,2,2,3,66.7,1,5,1,4,1,7,10,0
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,27,1996,19.0,19,10,16,3,0,11,24,45.8,13,18,1,17,13,32,28,0
Luca de la Torre,USA,MF,Celta Vigo,La Liga,25,1998,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0
Gaëtan Laborde,FRA,"FW,MF",Nice,Ligue 1,29,1994,21.2,18,12,8,4,6,11,30,36.7,19,20,2,18,6,24,8,1
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,23,2000,26.2,48,29,28,18,2,29,41,70.7,12,35,12,23,24,72,121,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0
Yoel Lago,ESP,DF,Celta Vigo,La Liga,19,2004,1.0,2,0,2,0,0,0,0,,0,1,0,1,0,2,2,0
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26,1996,11.9,21,12,4,12,5,4,12,33.3,8,26,2,24,12,33,14,2
Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,56,36,25,20,11,22,52,42.3,30,42,6,36,18,74,13,2
Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,23,16,15,8,0,14,24,58.3,10,13,6,7,5,28,28,0
Kenny Lala,MAD,DF,Brest,Ligue 1,31,1991,33.0,78,51,39,28,11,30,56,53.6,26,27,6,21,28,106,75,1
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,8,3,4,4,0,0,4,0.0,4,2,1,1,3,11,1,0
Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,21,14,4,10,7,10,15,66.7,5,12,0,12,1,22,5,0
Mohamed Lamine Bayo,GUI,FW,Le Havre,Ligue 1,25,1998,15.4,13,5,2,5,6,2,10,20.0,8,8,1,7,2,15,11,0
Didier Lamkel Zé,CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11,0
Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,21,14,14,5,2,13,22,59.1,9,7,3,4,6,27,6,0
Bruno Langa,MOZ,DF,Almería,La Liga,25,1997,9.1,17,12,10,5,2,6,14,42.9,8,11,4,7,4,21,33,2
Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,13.4,1,1,0,0,1,1,10,10.0,9,2,1,1,2,3,5,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1
Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17,0
Yasser Larouci,ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,17,9,10,5,2,10,14,71.4,4,6,1,5,7,24,20,1
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,32,18,18,10,4,15,28,53.6,13,34,7,27,29,61,30,1
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,12.0,14,9,7,7,0,6,11,54.5,5,17,12,5,5,19,42,0
Juanmi Latasa,ESP,FW,Getafe,La Liga,22,2001,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21,0
Toni Lato,ESP,DF,Mallorca,La Liga,25,1997,17.2,38,23,19,13,6,16,27,59.3,11,17,3,14,17,55,27,0
Armand Lauriente,FRA,FW,Sassuolo,Serie A,24,1998,32.3,31,20,8,14,9,13,44,29.5,31,29,4,25,15,46,11,0
Roméo Lavia,BEL,MF,Chelsea,Premier League,19,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Lázaro,BRA,"FW,MF",Almería,La Liga,21,2002,3.2,4,1,2,0,2,2,8,25.0,6,4,0,4,1,5,1,0
Valentino Lazaro,AUT,"DF,MF",Torino,Serie A,27,1996,22.2,18,11,7,9,2,13,19,68.4,6,14,1,13,8,26,29,0
Darko Lazović,SRB,"FW,MF",Hellas Verona,Serie A,32,1990,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,18.6,26,18,13,10,3,18,28,64.3,10,20,4,16,12,38,37,1
Théo Le Bris,FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26,0
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,25,1997,0.6,6,2,4,2,0,4,9,44.4,5,2,1,1,0,6,0,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,25,1998,18.0,21,10,7,9,5,11,26,42.3,15,14,1,13,2,23,10,0
Enzo Le Fée,FRA,MF,Rennes,Ligue 1,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20,0
Vincent Le Goff,FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,1996,27.4,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96,1
Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rafael Leão,POR,FW,Milan,Serie A,24,1999,27.9,16,10,3,8,5,8,13,61.5,5,15,1,14,9,25,19,0
Adrien Lebeau,FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1,0
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,1
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,15,3
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,30,1993,28.0,96,67,51,41,4,49,129,38.0,80,61,11,50,43,139,64,3
Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,30.0,52,36,31,15,6,25,51,49.0,26,48,22,26,47,99,155,1
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,25,1998,4.2,6,3,5,1,0,3,6,50.0,3,2,0,2,4,10,13,0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,32,1991,37.0,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155,1
Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0
Mario Lemina,GAB,MF,Wolves,Premier League,29,1993,33.0,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64,0
Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,2.8,4,1,1,3,0,0,2,0.0,2,3,1,2,2,6,4,0
Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0
Clément Lenglet,FRA,DF,Aston Villa,Premier League,28,1995,12.8,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47,1
Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1
Christopher Lenz,GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0,0
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,42,25,15,23,4,19,40,47.5,21,31,12,19,36,78,72,0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,23,2000,5.5,19,10,8,8,3,6,21,28.6,15,12,3,9,7,26,8,0
Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,18,10,4,6,8,5,17,29.4,12,21,1,20,5,23,13,0
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,2004,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,22,2001,16.0,17,7,5,11,1,7,15,46.7,8,10,2,8,7,24,23,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,27,1996,14.1,20,13,14,5,1,13,23,56.5,10,18,11,7,14,34,51,0
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,15,12,4,8,3,6,11,54.5,5,14,10,4,19,34,52,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,1994,14.8,15,10,8,7,0,5,13,38.5,8,18,9,9,12,27,40,1
Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,8,3,2,3,3,4,8,50.0,4,3,0,3,2,10,6,0
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Karol Linetty,POL,MF,Torino,Serie A,28,1995,20.6,30,21,9,20,1,9,29,31.0,20,24,8,16,23,53,27,1
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0
Luca Lipani,ITA,MF,Sassuolo,Serie A,18,2005,4.3,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7,0
Pol Lirola,ESP,DF,Frosinone,Serie A,25,1997,17.1,30,18,14,15,1,17,35,48.6,18,12,1,11,19,49,41,1
Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,23,13,15,6,2,10,21,47.6,11,16,7,9,25,48,41,1
Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11,0
Javier Llabrés,ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,3,1,1,1,1,1,2,50.0,1,1,0,1,3,6,4,0
Diego Llorente,ESP,DF,Roma,Serie A,29,1993,24.1,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,30.9,50,28,40,9,1,28,42,66.7,14,50,30,20,32,82,142,1
Abou Lô,SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27,1996,5.6,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,36.5,61,39,18,30,13,24,60,40.0,36,30,8,22,30,91,29,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65,0
Bradley Locko,FRA,DF,Brest,Ligue 1,21,2002,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69,0
Tom Lockyer,WAL,DF,Luton Town,Premier League,28,1994,13.0,25,16,17,6,2,15,22,68.2,7,23,13,10,23,48,68,0
Renan Lodi,BRA,DF,Marseille,Ligue 1,25,1998,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,1996,23.0,28,18,7,14,7,15,27,55.6,12,24,12,12,9,37,10,1
Andy Logbo,FRA,FW,Le Havre,Ligue 1,19,2004,2.8,0,0,0,0,0,0,3,0.0,3,7,3,4,0,0,2,0
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,22,2000,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,21.0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1
Noah Loosli,SUI,DF,Bochum,Bundesliga,26,1997,3.8,10,7,6,4,0,7,14,50.0,7,7,1,6,7,17,18,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0
David López,ESP,DF,Girona,La Liga,33,1989,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63,4
Diego López,ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0
Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0
Javi López,ESP,DF,Alavés,La Liga,21,2002,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77,1
Maxime Lopez,FRA,MF,Fiorentina,Serie A,25,1997,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,25,6,0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,1.6,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,0,0
Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1
Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2
Dion Lopy,SEN,MF,Almería,La Liga,21,2002,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37,1986,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51,0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24,1998,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1
Tom Louchet,FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0
Imran Louza,MAR,MF,Lorient,Ligue 1,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0
Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10,0
Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,10.5,27,14,17,8,2,16,24,66.7,8,14,7,7,18,45,41,1
Dejan Lovren,CRO,DF,Lyon,Ligue 1,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0
Sandi Lovrić,SVN,MF,Udinese,Serie A,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0
Max Lowe,ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0
Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Anthony Lozano,HON,FW,Almería,La Liga,30,1993,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0
Lucas,BRA,DF,Cádiz,La Liga,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0
Lorenzo Lucca,ITA,FW,Udinese,Serie A,22,2000,28.8,19,11,4,11,4,5,20,25.0,15,18,3,15,3,22,36,1
Jhon Lucumí,COL,DF,Bologna,Serie A,25,1998,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68,2
José Luis Gayà,ESP,DF,Valencia,La Liga,28,1995,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,25,1998,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2
Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19,1
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2
Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0
Saša Lukić,SRB,MF,Fulham,Premier League,26,1996,12.5,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1
Karlo Lulić,CRO,MF,Frosinone,Serie A,27,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1
