Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Pervis Estupiñán,DF,Ecuador,24,1998,3.0,222,7,44,125,55,5,222,8,2,25.0,5,62.5,113,508,198,4,6,1,4,4,124,17
Stephen Eustáquio,MF,Canada,25,1996,1.4,110,8,17,70,23,1,110,1,1,100.0,0,0.0,56,209,100,0,0,0,0,2,77,2
Saeid Ezatolahi,MF,IR Iran,25,1996,2.4,116,6,33,67,20,1,116,1,0,0.0,0,0.0,59,310,145,2,4,0,5,0,62,1
Abde Ezzalzouli,"FW,MF",Morocco,20,2001,1.0,40,2,17,9,16,5,40,2,1,50.0,1,50.0,21,150,35,1,4,0,9,1,18,6
Fabinho,MF,Brazil,28,1993,1.0,64,4,13,45,7,0,64,0,0,,0,,41,158,75,1,2,0,1,0,40,0
Collins Fai,DF,Cameroon,29,1992,3.0,169,8,49,85,38,0,169,2,0,0.0,1,50.0,86,445,203,5,1,0,1,0,86,5
Salman Al-Faraj,MF,Saudi Arabia,32,1989,0.5,20,0,1,12,7,0,20,0,0,,0,,11,27,4,0,0,0,1,2,13,1
Christian Fassnacht,FW,Switzerland,28,1993,0.1,12,0,2,4,8,1,12,2,2,100.0,0,0.0,4,37,18,2,1,1,0,0,7,3
Abdul Fatawu Issahaku,FW,Ghana,18,2004,0.0,2,0,0,2,0,0,2,1,0,0.0,1,100.0,1,0,0,0,0,0,0,0,1,0
Ansu Fati,FW,Spain,19,2002,0.5,34,0,2,8,24,5,34,2,0,0.0,2,100.0,20,48,18,0,0,0,1,0,29,7
João Félix,FW,Portugal,22,1999,3.7,156,1,9,70,80,13,156,8,2,25.0,6,75.0,113,777,298,10,9,4,5,0,131,24
Bruno Fernandes,"FW,MF",Portugal,27,1994,4.0,272,6,34,123,118,9,271,6,3,50.0,1,16.7,164,884,481,10,10,0,7,4,193,25
Edimilson Fernandes,"FW,DF",Switzerland,26,1996,1.6,96,5,27,37,33,1,96,1,0,0.0,1,100.0,57,303,142,2,1,0,2,3,58,9
Enzo Fernández,MF,Argentina,21,2001,6.3,535,16,104,354,80,5,535,6,3,50.0,2,33.3,392,1863,818,16,10,1,9,7,418,6
Jesús Ferreira,FW,United States,21,2000,0.5,24,0,2,9,13,1,24,1,0,0.0,0,0.0,10,25,1,0,1,0,0,1,19,2
Phil Foden,"FW,MF",England,22,2000,2.9,144,1,8,56,81,8,144,6,3,50.0,1,16.7,99,487,182,5,4,0,7,1,110,36
Youssouf Fofana,MF,France,23,1999,2.5,138,5,29,87,28,2,138,2,2,100.0,0,0.0,72,379,249,6,2,0,3,3,94,4
Juan Foyth,DF,Argentina,24,1998,0.1,5,0,1,3,1,0,5,1,1,100.0,0,0.0,2,29,16,1,0,0,1,0,2,1
Alan Franco,MF,Ecuador,23,1998,0.5,16,1,5,10,1,0,16,0,0,,0,,7,29,6,0,0,0,1,0,9,0
Przemysław Frankowski,MF,Poland,27,1995,2.7,99,6,22,42,35,1,99,4,2,50.0,0,0.0,56,220,66,3,3,0,3,3,59,8
Fred,MF,Brazil,29,1993,1.6,98,4,22,43,33,2,98,0,0,,0,,51,197,72,0,1,0,3,1,67,5
Fabian Frei,MF,Switzerland,33,1989,0.3,16,1,7,9,0,0,16,0,0,,0,,10,22,2,0,0,0,0,2,13,1
Remo Freuler,MF,Switzerland,30,1992,3.6,197,6,48,107,43,4,197,4,0,0.0,3,75.0,87,413,138,1,3,1,12,0,124,8
Keysher Fuller,"DF,MF",Costa Rica,27,1994,2.8,93,11,38,36,20,4,93,2,1,50.0,1,50.0,44,174,101,1,2,0,4,1,47,5
Niclas Füllkrug,FW,Germany,29,1993,0.8,38,0,0,14,24,13,38,1,1,100.0,0,0.0,18,68,43,1,0,0,2,0,28,10
Rogelio Funes Mori,FW,Mexico,31,1991,0.1,2,0,0,1,1,0,2,0,0,,0,,3,4,3,0,0,0,0,0,3,0
Cody Gakpo,"FW,MF",Netherlands,23,1999,5.0,212,5,21,73,123,7,212,13,5,38.5,5,38.5,120,715,354,14,10,1,16,9,132,27
Hernán Galíndez,GK,Ecuador,35,1987,3.0,76,62,76,0,0,0,76,0,0,,0,,42,248,131,0,0,0,0,0,29,0
Jesús Gallardo,DF,Mexico,27,1994,3.0,170,7,55,77,39,3,170,4,3,75.0,1,25.0,80,401,171,4,2,1,5,0,76,14
Idrissa Gana Gueye,MF,Senegal,32,1989,3.0,158,7,25,71,63,5,158,2,1,50.0,1,50.0,93,483,183,6,3,1,2,5,100,8
Gavi,MF,Spain,17,2004,3.2,185,3,12,116,57,7,185,7,3,42.9,1,14.3,116,465,246,6,4,1,8,5,153,23
Sultan Al-Ghanam,"DF,MF",Saudi Arabia,28,1994,1.4,71,5,19,26,27,3,71,2,0,0.0,2,100.0,35,146,73,4,0,1,4,1,36,11
Nader Ghandri,DF,Tunisia,27,1995,1.0,44,10,32,12,0,0,44,0,0,,0,,20,63,31,0,0,0,0,0,22,0
Saman Ghoddos,MF,IR Iran,28,1993,0.5,24,0,2,7,15,1,24,0,0,,0,,19,73,30,0,2,0,2,1,19,7
Ali Gholizadeh,"MF,FW",IR Iran,26,1996,2.2,88,5,22,35,35,3,88,8,4,50.0,4,50.0,60,295,146,4,2,2,2,2,51,11
Matthias Ginter,DF,Germany,28,1994,0.0,3,0,2,1,0,0,3,0,0,,0,,2,9,8,0,0,0,0,0,3,0
Olivier Giroud,FW,France,35,1986,4.7,111,5,10,58,43,21,111,0,0,,0,,42,134,53,1,0,0,5,1,81,10
Kamil Glik,DF,Poland,34,1988,4.0,168,30,93,70,5,4,168,0,0,,0,,90,253,117,0,0,0,0,0,105,0
Serge Gnabry,"FW,MF",Germany,26,1995,2.9,151,1,9,43,100,21,151,5,3,60.0,1,20.0,88,604,206,4,7,4,4,7,112,25
Diego Godín,DF,Uruguay,36,1986,1.7,116,5,43,72,1,1,116,0,0,,0,,73,317,168,0,1,1,0,0,78,1
Maxi Gómez,FW,Uruguay,25,1996,0.3,9,0,0,2,7,0,9,0,0,,0,,4,19,8,0,0,0,0,0,8,1
Papu Gómez,"MF,FW",Argentina,34,1988,1.2,69,0,8,39,23,1,69,2,1,50.0,0,0.0,52,334,117,2,2,0,1,1,58,9
Shūichi Gonda,GK,Japan,33,1989,4.3,124,106,124,0,0,0,124,0,0,,0,,71,249,159,0,0,0,0,0,49,0
Craig Goodwin,MF,Australia,30,1991,2.6,117,4,21,48,48,4,117,0,0,,0,,50,201,98,3,2,0,2,3,75,15
Leon Goretzka,MF,Germany,27,1995,1.8,72,4,14,33,25,4,72,0,0,,0,,33,171,113,4,2,1,2,2,43,2
Mario Götze,MF,Germany,30,1992,0.4,30,0,4,7,19,5,30,2,0,0.0,2,100.0,12,54,33,2,2,0,2,0,18,6
Jack Grealish,FW,England,26,1995,1.0,72,2,12,35,26,5,72,9,3,33.3,2,22.2,59,476,192,4,4,3,1,0,61,12
Antoine Griezmann,MF,France,31,1991,6.0,384,11,51,190,147,14,384,10,4,40.0,5,50.0,201,987,389,10,4,4,6,9,250,31
Kamil Grosicki,MF,Poland,34,1988,0.0,6,0,0,2,4,1,6,1,1,100.0,0,0.0,6,32,18,0,0,0,0,0,6,3
Carlos Gruezo,MF,Ecuador,27,1995,0.5,19,0,6,12,2,0,19,0,0,,0,,15,59,30,1,1,0,3,0,15,0
Marko Grujić,MF,Serbia,26,1996,0.1,21,2,4,12,5,0,21,1,0,0.0,1,100.0,12,94,77,3,1,0,0,0,14,1
Andrés Guardado,MF,Mexico,35,1986,0.5,23,0,6,16,1,0,23,0,0,,0,,10,35,22,0,0,0,0,1,10,0
Nemanja Gudelj,"MF,DF",Serbia,30,1991,1.0,61,2,24,32,5,0,61,0,0,,0,,38,192,116,1,0,0,2,2,42,1
Cho Gue-sung,FW,Korea Republic,24,1998,3.1,90,3,12,33,45,13,90,5,0,0.0,4,80.0,50,168,26,0,3,0,5,5,67,13
Mattéo Guendouzi,"FW,MF",France,23,1999,0.9,37,1,5,22,10,1,37,0,0,,0,,25,76,38,0,3,0,0,1,24,4
Raphaël Guerreiro,DF,Portugal,28,1993,3.1,208,2,43,95,71,6,208,2,2,100.0,0,0.0,120,654,491,10,9,0,1,1,139,20
Pape Gueye,MF,Senegal,23,1999,1.7,81,2,17,46,19,3,81,1,0,0.0,1,100.0,42,154,55,1,1,0,3,3,42,4
Bruno Guimarães,MF,Brazil,24,1997,0.8,67,2,6,28,33,7,67,2,2,100.0,0,0.0,43,203,103,2,4,0,3,2,54,3
İlkay Gündoğan,MF,Germany,31,1990,2.1,188,2,17,118,55,6,187,2,2,100.0,0,0.0,111,695,377,3,7,1,4,1,142,6
Erick Gutiérrez,MF,Mexico,26,1995,0.5,35,1,5,27,3,0,35,1,0,0.0,0,0.0,25,115,58,1,0,0,0,0,26,1
Joško Gvardiol,DF,Croatia,20,2002,7.7,602,85,273,312,21,4,602,2,1,50.0,0,0.0,438,2683,1531,11,8,1,1,2,422,4
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,5,1,2,2,1,0,5,0,0,,0,,1,6,3,0,0,0,0,0,1,0
Ehsan Hajsafi,"MF,DF",IR Iran,32,1990,2.6,121,3,34,58,29,3,121,2,0,0.0,2,100.0,63,343,224,7,3,0,2,1,69,5
Achraf Hakimi,DF,Morocco,23,1998,7.0,482,25,186,189,115,14,482,15,2,13.3,9,60.0,274,1325,735,10,10,4,17,8,279,24
Abderrazak Hamdallah,FW,Morocco,31,1990,0.8,27,2,2,14,12,5,27,3,2,66.7,1,33.3,11,123,61,3,2,2,4,3,18,5
Abdelkarim Hassan,DF,Qatar,28,1993,3.0,195,15,84,95,18,3,195,5,1,20.0,2,40.0,125,963,657,14,6,0,2,0,138,5
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,15,1,4,8,3,1,15,0,0,,0,,5,23,7,1,0,0,1,1,5,0
Abdulaziz Hatem,MF,Qatar,31,1990,2.2,98,1,13,65,20,0,98,1,1,100.0,0,0.0,71,421,166,2,4,0,1,1,80,3
Kai Havertz,FW,Germany,23,1999,1.1,45,0,1,18,27,11,45,0,0,,0,,22,171,57,1,2,0,4,0,37,8
Hassan Al-Haydos,MF,Qatar,31,1990,2.3,102,1,25,51,28,0,102,6,2,33.3,4,66.7,66,374,220,5,4,0,6,3,72,8
Eden Hazard,MF,Belgium,31,1991,1.4,70,0,9,39,24,2,70,10,5,50.0,3,30.0,46,385,178,5,2,1,5,5,56,7
Thorgan Hazard,FW,Belgium,29,1993,1.2,70,0,12,28,31,2,70,2,0,0.0,2,100.0,32,124,58,1,1,0,4,0,39,13
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,1.3,83,0,12,21,52,7,83,10,3,30.0,6,60.0,65,428,200,7,3,3,5,3,68,16
Jordan Henderson,MF,England,31,1990,3.0,178,1,19,101,60,5,178,2,0,0.0,0,0.0,137,476,177,2,4,0,1,1,144,13
Wayne Hennessey,GK,Wales,35,1987,1.9,68,61,67,1,0,0,68,0,0,,0,,43,188,136,0,0,0,0,0,27,0
Lucas Hernández,DF,France,26,1996,0.1,10,0,1,8,1,0,10,0,0,,0,,6,5,2,0,0,0,0,0,6,2
Theo Hernández,DF,France,24,1997,5.6,386,13,88,199,100,8,386,5,2,40.0,0,0.0,220,1179,682,18,6,1,6,5,249,33
Héctor Herrera,MF,Mexico,32,1990,1.8,92,2,11,63,19,1,92,1,0,0.0,1,100.0,57,260,122,2,2,0,2,1,54,4
Son Heung-min,"FW,MF",Korea Republic,29,1992,4.0,165,2,20,42,105,20,165,15,3,20.0,10,66.7,110,698,282,12,7,5,8,6,108,33
Piero Hincapié,DF,Ecuador,20,2002,3.0,227,11,123,100,4,0,227,0,0,,0,,157,726,306,1,1,0,4,0,167,0
Jonas Hofmann,FW,Germany,29,1992,0.3,26,0,1,11,14,3,26,1,0,0.0,1,100.0,13,70,27,1,1,0,0,2,18,3
Junior Hoilett,"FW,MF",Canada,32,1990,1.8,81,0,6,36,40,2,81,7,2,28.6,3,42.9,38,305,171,5,3,1,5,2,48,8
Martin Hongla,MF,Cameroon,24,1998,1.3,73,4,17,45,12,1,73,3,2,66.7,1,33.3,45,224,115,1,2,0,0,0,54,4
Ricardo Horta,FW,Portugal,27,1994,1.3,55,1,9,18,28,6,55,0,0,,0,,31,160,57,2,1,0,2,0,37,9
Hossein Hosseini,GK,IR Iran,29,1992,1.8,49,44,49,0,0,0,49,0,0,,0,,33,186,109,0,0,0,0,0,16,0
Majid Hosseini,DF,IR Iran,25,1996,3.0,137,25,91,47,0,0,137,0,0,,0,,67,329,201,0,0,0,1,1,61,0
Ajdin Hrustic,"MF,FW",Australia,25,1996,0.7,32,3,6,15,12,1,32,4,1,25.0,3,75.0,20,128,67,2,2,0,2,1,21,4
Atiba Hutchinson,MF,Canada,39,1983,1.8,130,5,38,71,21,2,130,1,1,100.0,0,0.0,55,272,170,1,2,0,1,2,92,1
Pierre Højbjerg,MF,Denmark,26,1995,3.0,250,13,56,176,20,0,250,2,1,50.0,1,50.0,182,663,343,0,0,0,3,2,179,5
Romario Ibarra,MF,Ecuador,27,1994,0.8,23,1,4,13,7,2,23,1,1,100.0,0,0.0,15,75,61,2,1,1,3,1,14,5
Ivan Ilić,MF,Serbia,21,2001,0.4,23,0,6,13,4,0,23,0,0,,0,,17,86,40,0,1,0,1,1,16,1
Hwang In-beom,MF,Korea Republic,25,1996,3.7,275,1,44,157,75,0,275,5,0,0.0,4,80.0,202,870,364,5,2,0,4,0,202,6
Jackson Irvine,"MF,FW",Australia,29,1993,3.9,171,9,39,99,33,3,171,2,0,0.0,2,100.0,68,314,89,2,2,0,5,6,97,5
Ko Itakura,DF,Japan,25,1997,3.0,152,21,66,80,9,5,152,2,0,0.0,2,100.0,80,422,270,3,2,0,4,1,91,1
Hiroki Ito,DF,Japan,23,1999,0.5,64,0,9,48,7,0,64,0,0,,0,,47,178,90,2,1,0,0,0,51,2
Junya Ito,"MF,FW",Japan,29,1993,3.6,135,6,42,49,47,4,135,8,2,25.0,5,62.5,69,500,246,9,4,0,6,3,70,19
Yahya Jabrane,MF,Morocco,30,1991,0.2,4,1,3,1,0,0,4,0,0,,0,,3,2,0,0,0,0,0,0,0,0
Nicolas Jackson,FW,Senegal,20,2001,0.2,11,0,5,2,4,1,11,0,0,,0,,9,57,4,0,0,0,1,0,9,3
Lee Jae-sung,"MF,FW",Korea Republic,29,1992,2.3,115,3,18,58,40,1,115,3,2,66.7,1,33.3,80,336,136,2,3,0,2,0,83,14
Alireza Jahanbakhsh,MF,IR Iran,28,1993,0.7,27,0,6,12,9,1,27,1,1,100.0,0,0.0,14,84,53,2,3,0,1,0,13,5
Kristijan Jakić,FW,Croatia,25,1997,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Ismail Jakobs,DF,Senegal,22,1999,3.1,187,7,63,78,46,0,187,1,0,0.0,1,100.0,82,381,210,6,6,0,2,1,85,4
Abolfazl Jalali,DF,IR Iran,23,1998,0.2,34,1,5,18,12,0,34,5,1,20.0,2,40.0,20,148,84,1,0,0,0,1,18,1
Daniel James,"FW,MF",Wales,24,1997,1.7,49,1,4,23,22,2,49,4,1,25.0,2,50.0,34,153,31,0,3,0,4,1,35,10
Vincent Janssen,FW,Netherlands,27,1994,1.0,32,1,1,12,19,4,32,1,1,100.0,0,0.0,14,33,1,0,0,0,4,1,22,3
Ardon Jashari,FW,Switzerland,19,2002,0.0,8,0,0,6,2,0,8,1,0,0.0,1,100.0,5,23,4,0,0,0,0,0,5,0
Issam Jebali,FW,Tunisia,30,1991,2.0,60,3,9,27,27,9,60,2,1,50.0,1,50.0,36,124,21,2,1,1,8,7,42,11
Artur Jędrzejczyk,DF,Poland,34,1987,0.2,5,0,2,3,0,0,5,0,0,,0,,3,8,2,0,0,0,0,0,3,1
Mathias Jensen,MF,Denmark,26,1996,0.9,77,0,10,47,20,3,77,1,1,100.0,0,0.0,56,221,109,1,0,0,2,0,60,8
Gabriel Jesus,FW,Brazil,25,1997,1.0,39,0,0,12,27,6,39,2,1,50.0,1,50.0,17,67,26,1,0,1,2,0,25,6
Raúl Jiménez,FW,Mexico,31,1991,0.7,37,1,3,16,18,3,37,0,0,,0,,18,69,15,0,1,0,2,0,24,4
Kim Jin-su,DF,Korea Republic,30,1992,3.5,177,9,50,60,68,10,177,2,0,0.0,1,50.0,98,291,113,2,2,0,4,0,97,15
Brennan Johnson,"FW,MF",Wales,21,2001,1.0,33,2,6,6,21,7,33,5,0,0.0,4,80.0,17,154,88,5,0,5,3,2,18,5
Alistair Johnston,DF,Canada,23,1998,3.0,212,8,61,106,46,5,212,1,1,100.0,0,0.0,82,406,228,2,1,0,4,1,121,6
Frenkie de Jong,MF,Netherlands,25,1997,5.3,412,13,83,256,76,3,412,6,3,50.0,3,50.0,255,1619,762,7,12,1,5,4,303,8
Luuk de Jong,FW,Netherlands,31,1990,0.6,19,1,1,10,8,2,19,1,0,0.0,0,0.0,10,27,3,0,0,0,0,2,14,4
Luka Jović,FW,Serbia,24,1997,0.4,15,0,1,2,12,4,15,0,0,,0,,11,43,16,1,1,0,0,1,12,3
Son Jun-ho,"MF,DF",Korea Republic,30,1992,0.8,68,2,17,49,2,0,68,0,0,,0,,49,136,42,0,0,0,0,0,46,1
Vinicius Júnior,FW,Brazil,21,2000,3.3,135,3,11,42,83,19,135,15,5,33.3,8,53.3,96,868,490,18,10,7,8,11,106,42
Josip Juranović,DF,Croatia,26,1995,6.7,461,33,123,232,110,3,461,4,1,25.0,1,25.0,255,1438,872,15,12,1,7,4,288,38
Daichi Kamada,"FW,MF",Japan,25,1996,3.6,139,4,20,75,45,4,139,4,3,75.0,1,25.0,78,414,154,5,6,0,4,7,96,15
Jakub Kamiński,MF,Poland,20,2002,2.6,93,5,17,37,43,8,93,5,2,40.0,2,40.0,46,218,96,3,2,1,4,6,49,13
Hossein Kanaanizadegan,DF,IR Iran,28,1994,0.5,15,2,10,5,0,0,15,0,0,,0,,7,25,8,0,0,0,0,0,7,0
Harry Kane,FW,England,28,1993,4.5,142,8,10,61,72,13,140,8,4,50.0,3,37.5,99,525,221,7,5,1,10,5,112,24
Lee Kang-in,"MF,FW",Korea Republic,21,2001,1.6,92,0,8,43,42,2,92,2,1,50.0,0,0.0,62,399,166,4,6,1,2,3,61,5
Mohamed Kanno,"MF,FW",Saudi Arabia,27,1994,3.0,187,11,32,108,48,6,187,10,5,50.0,3,30.0,103,485,279,6,4,0,6,1,118,8
Fran Karačić,DF,Australia,26,1996,1.0,70,6,24,31,15,1,70,0,0,,0,,20,119,56,2,2,0,1,0,22,3
Ali Karimi,MF,IR Iran,28,1994,1.1,55,2,10,33,12,1,55,0,0,,0,,29,83,41,1,0,0,1,0,36,2
Mark-Anthony Kaye,MF,Canada,27,1994,0.7,68,0,10,49,9,0,68,0,0,,0,,29,138,56,0,1,0,0,0,57,1
Wajdi Kechrida,DF,Tunisia,26,1995,1.2,84,4,29,26,30,1,84,3,0,0.0,3,100.0,34,315,67,2,2,0,1,3,42,11
Thilo Kehrer,DF,Germany,25,1996,0.8,43,3,21,14,8,0,43,0,0,,0,,12,38,15,0,1,0,1,0,20,1
Bilal El Khannouss,MF,Morocco,18,2004,0.6,29,2,8,13,8,0,29,1,0,0.0,0,0.0,17,66,22,0,1,0,1,0,23,2
Wahbi Khazri,"FW,MF",Tunisia,31,1991,0.9,37,0,5,12,20,5,37,3,0,0.0,2,66.7,22,130,19,0,0,1,3,2,21,8
Musab Kheder,DF,Qatar,28,1993,0.1,5,0,2,2,1,0,5,0,0,,0,,3,6,4,0,0,0,1,0,3,1
Boualem Khoukhi,DF,Qatar,31,1990,3.0,232,52,151,77,5,4,232,3,0,0.0,1,33.3,149,803,438,2,0,0,2,1,155,0
Joshua Kimmich,"MF,DF",Germany,27,1995,3.0,302,9,52,165,85,4,302,4,1,25.0,3,75.0,178,1058,409,4,8,0,3,3,207,16
Jakub Kiwior,DF,Poland,22,2000,3.9,235,31,139,93,3,2,235,0,0,,0,,143,683,405,1,0,0,2,1,167,0
Simon Kjær,DF,Denmark,33,1989,0.7,68,4,28,39,1,0,68,0,0,,0,,48,207,150,0,0,0,1,0,45,0
Davy Klaassen,"MF,FW",Netherlands,29,1993,2.1,96,2,17,45,34,6,96,1,0,0.0,1,100.0,46,103,25,0,1,0,4,3,66,9
Lukas Klostermann,DF,Germany,26,1996,0.7,57,1,17,28,12,0,57,0,0,,0,,27,84,41,1,2,0,0,0,34,1
Gregor Kobel,GK,Switzerland,24,1997,1.0,30,29,30,0,0,0,30,0,0,,0,,17,77,52,0,1,1,0,0,10,0
Koke,MF,Spain,30,1992,0.6,68,0,5,54,9,0,68,0,0,,0,,38,107,33,0,2,0,1,0,60,1
Randal Kolo Muani,FW,France,23,1998,2.0,75,1,5,28,43,10,75,10,3,30.0,5,50.0,37,250,105,2,1,2,8,6,48,10
Ibrahima Konaté,DF,France,23,1999,3.3,278,25,107,170,5,2,278,0,0,,0,,196,993,557,1,1,0,3,2,207,1
Ismaël Koné,"MF,DF",Canada,20,2002,1.2,103,1,15,77,11,0,103,2,1,50.0,0,0.0,63,419,148,2,1,0,0,0,91,1
Teun Koopmeiners,MF,Netherlands,24,1998,2.4,147,7,32,94,21,0,147,2,1,50.0,0,0.0,90,373,164,4,0,0,2,4,99,7
Filip Kostić,DF,Serbia,29,1992,2.0,129,2,18,56,56,11,129,1,0,0.0,0,0.0,62,417,260,10,6,4,3,1,72,21
Kalidou Koulibaly,DF,Senegal,30,1991,4.0,261,48,152,108,6,3,261,0,0,,0,,156,868,426,0,2,0,1,1,139,0
Jules Koundé,DF,France,23,1998,5.3,352,17,124,176,54,2,352,4,3,75.0,0,0.0,171,689,390,7,1,1,3,2,216,3
Cheikhou Kouyaté,MF,Senegal,32,1989,0.8,35,5,11,16,8,0,35,1,1,100.0,0,0.0,21,60,19,0,1,0,1,0,18,2
Mateo Kovačić,MF,Croatia,28,1994,7.1,524,5,81,347,106,13,524,20,11,55.0,7,35.0,365,2174,1104,24,16,3,10,7,403,23
Andrej Kramarić,"FW,MF",Croatia,30,1991,5.3,215,0,12,93,114,16,215,8,4,50.0,3,37.5,153,828,325,10,9,2,7,6,180,44
Rasmus Kristensen,DF,Denmark,24,1997,2.5,208,8,35,98,75,4,208,5,1,20.0,3,60.0,129,430,239,6,3,1,3,3,133,23
Grzegorz Krychowiak,MF,Poland,32,1990,3.7,164,9,36,107,22,4,164,3,1,33.3,1,33.3,78,292,125,1,2,0,7,0,91,2
Takefusa Kubo,FW,Japan,21,2001,1.0,22,1,4,10,9,4,22,0,0,,0,,14,106,32,1,0,1,5,1,13,2
Mohammed Kudus,"FW,MF",Ghana,21,2000,2.7,119,0,19,45,61,6,119,15,10,66.7,4,26.7,77,591,322,9,8,0,4,6,77,15
Pierre Kunde,MF,Cameroon,26,1995,1.5,71,6,19,44,11,3,71,1,0,0.0,0,0.0,33,222,106,2,1,2,2,3,34,1
Garang Kuol,"FW,MF",Australia,17,2004,0.4,10,0,1,4,5,2,10,2,0,0.0,1,50.0,7,64,34,1,0,0,1,0,7,4
Daniel Kyereh,"MF,DF",Ghana,26,1996,0.4,31,3,9,10,12,0,31,2,2,100.0,0,0.0,16,102,41,1,2,0,1,2,18,2
Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,54,11,31,21,2,0,54,0,0,,0,,37,141,68,1,2,1,0,0,36,0
Aïssa Laïdouni,MF,Tunisia,25,1996,2.7,157,9,53,78,28,6,157,4,1,25.0,2,50.0,78,416,277,8,1,0,4,3,92,9
Tariq Lamptey,DF,Ghana,21,2000,1.1,51,7,23,18,11,1,51,3,0,0.0,2,66.7,17,175,123,4,4,0,1,1,17,3
Noa Lang,MF,Netherlands,22,1999,0.1,5,1,3,1,1,0,5,0,0,,0,,1,0,0,0,0,0,0,0,1,0
Aymeric Laporte,DF,Spain,28,1994,3.3,455,29,150,297,8,2,455,0,0,,0,,340,1626,1210,7,4,0,2,0,391,1
Cyle Larin,FW,Canada,27,1995,1.5,44,2,4,19,22,7,44,4,1,25.0,3,75.0,20,104,51,3,2,1,5,2,33,6
Richie Laryea,"DF,MF",Canada,27,1995,1.8,73,8,22,25,28,10,73,6,2,33.3,4,66.7,38,263,173,8,3,7,4,1,43,12
Darko Lazović,DF,Serbia,31,1990,0.3,14,0,4,7,3,0,14,0,0,,0,,7,73,29,1,0,0,1,0,8,1
Rafael Leão,FW,Portugal,23,1999,1.0,65,1,7,20,38,6,65,9,6,66.7,2,22.2,47,412,242,16,8,5,5,2,51,19
Mathew Leckie,"MF,FW",Australia,31,1991,3.7,156,8,16,83,58,8,156,11,1,9.1,9,81.8,72,399,150,4,7,2,15,7,111,22
Robert Lewandowski,FW,Poland,33,1988,4.0,153,9,13,73,69,21,151,12,5,41.7,7,58.3,87,390,143,5,4,3,16,6,114,17
Matthijs de Ligt,DF,Netherlands,22,1999,1.0,49,2,20,27,2,1,49,0,0,,0,,24,122,54,0,0,0,0,1,35,2
Jesper Lindstrøm,"MF,FW",Denmark,22,2000,2.2,86,2,8,26,54,9,86,12,4,33.3,8,66.7,54,295,122,7,4,4,8,1,58,15
Marko Livaja,FW,Croatia,28,1993,2.7,83,1,5,38,42,18,83,2,0,0.0,2,100.0,45,129,42,1,0,1,7,2,65,21
Dominik Livaković,GK,Croatia,27,1995,7.7,245,224,245,0,0,0,245,0,0,,0,,151,713,384,0,0,0,0,0,112,0
Marcos Llorente,DF,Spain,27,1995,1.3,107,0,11,70,29,1,107,0,0,,0,,55,160,71,0,1,0,1,0,76,5
Hugo Lloris,GK,France,35,1986,6.3,202,174,201,1,0,0,202,0,0,,0,,92,531,327,0,0,0,0,0,74,0
Dejan Lovren,DF,Croatia,32,1989,6.7,516,55,243,264,11,4,516,0,0,,0,,373,2273,1245,3,2,0,1,0,383,1
Hirving Lozano,FW,Mexico,26,1995,2.8,113,0,8,36,72,7,113,10,5,50.0,3,30.0,77,717,402,12,9,2,10,4,76,33
Romelu Lukaku,FW,Belgium,29,1993,0.6,16,1,2,5,9,6,16,1,1,100.0,0,0.0,9,55,1,1,0,0,1,1,11,5
Saša Lukić,MF,Serbia,25,1996,2.7,182,6,30,132,20,1,182,1,0,0.0,1,100.0,128,690,367,3,6,0,2,2,130,3
Ali Maâloul,DF,Tunisia,32,1990,1.0,72,3,13,29,30,0,72,0,0,,0,,29,58,32,0,0,0,0,1,34,9
Awer Mabil,MF,Australia,26,1995,0.3,19,0,4,13,2,2,19,1,0,0.0,1,100.0,10,86,40,1,1,1,1,0,14,1
Alexis Mac Allister,MF,Argentina,23,1998,6.1,332,1,36,167,134,11,332,9,4,44.4,2,22.2,234,1163,605,19,13,0,7,8,248,27
Jamie Maclaren,FW,Australia,28,1993,0.6,15,0,0,5,10,3,15,0,0,,0,,7,32,23,2,1,1,0,1,13,4
Assim Madibo,MF,Qatar,25,1996,1.7,86,1,32,54,1,0,86,0,0,,0,,42,192,73,1,0,0,3,2,46,1
Abdullah Madu,"DF,MF",Saudi Arabia,28,1993,0.5,18,4,12,7,0,0,18,0,0,,0,,6,19,3,0,0,0,0,0,6,0
Daizen Maeda,FW,Japan,24,1997,2.0,32,0,4,18,11,7,32,1,0,0.0,0,0.0,13,59,23,2,1,2,2,0,13,5
Harry Maguire,DF,England,29,1993,4.8,447,28,204,225,21,14,447,2,2,100.0,0,0.0,345,2008,1223,10,3,2,0,0,346,1
