Player,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Lovro Majer,"MF,FW",Croatia,24,1998,1.4,122,4,20,58,45,4,122,2,0,0.0,2,100.0,80,508,219,5,3,0,5,6,96,16
Nemanja Maksimović,MF,Serbia,27,1995,1.4,76,3,17,47,12,1,76,0,0,,0,,36,192,116,2,3,0,2,1,41,2
Abdulellah Al-Malki,MF,Saudi Arabia,27,1994,1.9,104,6,27,63,17,1,104,0,0,,0,,57,202,72,1,1,0,3,0,59,2
Steve Mandanda,GK,France,37,1985,1.0,32,28,32,0,0,0,32,0,0,,0,,13,69,36,0,0,0,0,0,9,0
José María Giménez,DF,Uruguay,27,1995,3.0,213,26,96,108,9,4,213,0,0,,0,,130,599,355,1,2,0,2,1,134,2
João Mário,"FW,MF",Portugal,29,1993,0.9,51,0,0,23,29,2,51,1,0,0.0,1,100.0,32,160,84,2,1,0,2,0,34,8
Marquinhos,DF,Brazil,28,1994,4.7,392,30,137,238,18,6,392,1,1,100.0,0,0.0,271,1646,1065,7,3,0,2,0,308,3
Henry Martín,FW,Mexico,29,1992,1.6,36,1,2,17,17,10,36,1,1,100.0,0,0.0,26,96,17,0,1,1,5,2,29,6
Gabriel Martinelli,FW,Brazil,20,2001,1.3,72,0,9,21,43,16,72,10,3,30.0,4,40.0,50,513,252,10,5,7,4,2,53,20
Carlos Martínez,DF,Costa Rica,23,1999,0.5,20,2,9,9,2,0,20,0,0,,0,,6,9,1,0,0,0,1,1,8,0
Emiliano Martínez,GK,Argentina,29,1992,7.7,196,172,196,0,0,0,196,0,0,,0,,123,609,365,0,0,0,0,0,83,0
Lautaro Martínez,FW,Argentina,24,1997,2.7,99,1,7,44,48,18,99,5,2,40.0,3,60.0,67,360,100,1,3,2,9,6,74,21
Lisandro Martínez,DF,Argentina,24,1998,3.4,188,17,83,95,12,1,188,1,0,0.0,1,100.0,120,484,271,3,4,0,1,0,124,2
Pape Matar Sarr,MF,Senegal,19,2002,0.7,54,3,11,28,15,0,54,2,0,0.0,1,50.0,34,209,59,0,0,0,0,2,36,0
Rónald Matarrita,"DF,MF",Costa Rica,27,1994,0.3,32,0,12,16,4,1,32,1,1,100.0,0,0.0,20,120,67,3,1,1,1,0,22,0
Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1989,2.8,88,2,9,49,31,8,88,8,3,37.5,5,62.5,38,261,110,3,2,1,7,2,61,4
Noussair Mazraoui,DF,Morocco,24,1997,4.1,176,15,80,69,29,1,176,5,1,20.0,3,60.0,87,325,125,1,1,0,6,1,80,9
Kylian Mbappé,FW,France,23,1998,6.6,322,0,8,99,223,60,320,52,25,48.1,23,44.2,232,1885,965,40,23,24,21,10,265,79
Bryan Mbeumo,"FW,MF",Cameroon,22,1999,2.6,107,2,12,47,50,4,107,7,1,14.3,4,57.1,67,285,118,2,3,1,6,1,77,17
Riley McGree,"FW,MF",Australia,23,1998,2.9,107,2,16,53,39,4,107,1,0,0.0,0,0.0,49,183,53,1,3,1,8,2,62,14
Weston McKennie,MF,United States,23,1998,3.0,179,7,19,99,62,8,179,2,1,50.0,1,50.0,97,693,443,10,11,2,2,3,133,18
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,4,1,3,0,1,0,4,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Memphis,FW,Netherlands,28,1994,3.3,167,0,7,82,80,16,167,11,2,18.2,7,63.6,104,461,181,7,4,3,10,7,141,32
Nuno Mendes,DF,Portugal,19,2002,0.5,37,0,6,19,13,0,37,2,1,50.0,1,50.0,25,157,98,2,3,1,1,0,28,1
Jhegson Méndez,MF,Ecuador,25,1997,2.0,149,2,62,83,5,1,149,1,0,0.0,0,0.0,96,337,86,0,0,0,2,1,114,1
Edouard Mendy,GK,Senegal,30,1992,4.0,127,109,127,0,0,0,127,0,0,,0,,79,407,204,0,0,0,0,0,55,0
Nampalys Mendy,MF,Senegal,29,1992,3.0,182,5,42,111,31,1,182,1,1,100.0,0,0.0,116,559,244,5,3,1,4,0,122,1
Gideon Mensah,DF,Ghana,23,1998,1.0,59,6,23,25,11,0,59,0,0,,0,,27,130,34,1,2,0,2,1,29,3
Chris Mepham,DF,Wales,24,1997,3.0,200,22,91,100,9,2,200,0,0,,0,,117,534,351,0,0,0,0,0,130,0
Yassine Meriah,DF,Tunisia,28,1993,3.0,208,29,104,98,7,1,208,4,2,50.0,1,25.0,110,406,214,0,2,0,2,0,138,1
Dries Mertens,"MF,FW",Belgium,35,1987,0.8,39,0,3,16,20,5,39,1,1,100.0,0,0.0,23,74,38,2,0,1,1,0,30,10
Lionel Messi,FW,Argentina,34,1987,7.7,462,1,20,206,245,41,457,34,15,44.1,12,35.3,348,2228,1161,29,38,8,14,24,380,37
Thomas Meunier,DF,Belgium,30,1991,2.3,173,6,59,71,43,2,173,3,1,33.3,1,33.3,96,416,160,5,5,0,2,1,113,19
Nikola Milenković,DF,Serbia,24,1997,3.0,200,22,86,105,10,2,200,0,0,,0,,107,412,204,2,3,0,2,0,117,2
Arkadiusz Milik,"FW,MF",Poland,28,1994,1.1,40,1,2,25,13,3,40,1,1,100.0,0,0.0,26,86,29,1,2,0,3,1,31,4
Sergej Milinković-Savić,MF,Serbia,27,1995,2.6,162,8,33,90,42,4,162,6,3,50.0,2,33.3,98,414,171,4,2,1,7,2,106,7
Vanja Milinković-Savić,GK,Serbia,25,1997,3.0,136,105,131,5,0,0,136,0,0,,0,,86,488,260,0,0,0,0,0,64,0
Éder Militão,DF,Brazil,24,1998,3.9,307,12,103,151,55,6,307,0,0,,0,,190,832,495,6,7,1,6,1,215,8
Liam Millar,DF,Canada,22,1999,0.1,9,0,0,3,6,1,9,0,0,,0,,5,38,30,1,0,1,0,0,5,1
Kamal Miller,DF,Canada,25,1997,3.0,229,18,97,126,6,0,229,2,1,50.0,1,50.0,112,505,286,0,1,0,1,1,173,1
Kim Min-jae,DF,Korea Republic,25,1996,3.0,213,29,91,102,21,3,213,1,1,100.0,0,0.0,155,693,470,3,6,0,1,0,153,2
Takumi Minamino,FW,Japan,27,1995,0.7,31,1,6,12,13,4,31,0,0,,0,,20,112,29,1,1,0,2,2,20,6
Kaoru Mitoma,MF,Japan,25,1997,1.8,100,9,42,30,31,4,100,5,2,40.0,3,60.0,48,502,297,8,8,2,5,2,47,6
Aleksandar Mitrović,FW,Serbia,27,1994,2.9,95,1,3,54,39,14,95,1,1,100.0,0,0.0,58,176,55,2,2,1,6,3,67,11
Stefan Mitrović,DF,Serbia,32,1990,0.4,22,1,8,13,1,0,22,0,0,,0,,19,72,56,0,0,0,0,0,19,0
Filip Mladenović,DF,Serbia,30,1991,0.7,32,1,8,15,9,1,32,2,0,0.0,2,100.0,13,77,49,0,0,0,1,0,14,4
Luka Modrić,MF,Croatia,36,1985,7.3,613,8,90,394,140,11,613,16,6,37.5,5,31.3,422,2457,1234,21,15,6,12,7,448,21
Ismaeel Mohammad,DF,Qatar,32,1990,1.9,87,0,11,41,35,1,87,2,0,0.0,0,0.0,50,322,134,6,4,0,4,0,56,9
Milad Mohammadi,DF,IR Iran,28,1993,2.2,94,7,39,37,18,0,94,1,0,0.0,1,100.0,32,141,23,1,1,0,1,2,34,4
Sadegh Moharrami,DF,IR Iran,26,1996,1.0,34,5,12,13,9,1,34,1,1,100.0,0,0.0,16,89,48,2,0,0,0,2,14,3
Nahuel Molina,DF,Argentina,24,1998,6.3,405,14,118,194,94,6,405,2,1,50.0,1,50.0,223,938,474,10,10,1,6,3,251,32
César Montes,DF,Mexico,25,1997,3.0,222,19,98,115,10,3,222,2,2,100.0,0,0.0,160,877,495,3,1,0,2,0,159,1
Gonzalo Montiel,"DF,MF",Argentina,25,1997,1.3,95,2,23,49,25,1,95,1,0,0.0,1,100.0,63,255,181,4,1,0,3,2,68,11
Kim Moonhwan,DF,Korea Republic,26,1995,4.0,293,17,77,118,98,5,293,4,2,50.0,2,50.0,166,515,169,2,2,0,6,2,160,33
Kieffer Moore,FW,Wales,29,1992,2.5,95,7,10,38,47,12,95,1,0,0.0,0,0.0,43,237,31,2,2,1,10,3,72,13
Shaq Moore,DF,United States,25,1996,0.2,27,4,12,7,8,2,27,0,0,,0,,17,55,25,1,0,0,0,0,16,3
Aaron Mooy,MF,Australia,31,1990,4.0,256,15,61,170,26,0,256,3,2,66.7,1,33.3,127,681,386,6,2,0,5,4,153,2
Álvaro Morata,FW,Spain,29,1992,2.1,60,3,5,29,27,14,60,3,1,33.3,2,66.7,41,300,144,5,1,5,2,5,51,13
Héctor Moreno,DF,Mexico,34,1988,3.0,210,12,73,133,6,4,210,0,0,,0,,150,904,675,6,0,0,2,1,150,0
Hidemasa Morita,MF,Japan,27,1995,3.2,194,11,44,117,34,3,194,3,0,0.0,3,100.0,109,412,146,3,4,0,4,5,128,4
Joe Morrell,MF,Wales,25,1997,0.4,24,2,6,16,2,0,24,0,0,,0,,11,36,7,0,0,0,0,1,10,0
Jordan Morris,"FW,DF",United States,27,1994,0.0,5,0,0,1,4,2,5,0,0,,0,,2,21,8,1,0,1,0,0,3,2
Youssoufa Moukoko,FW,Germany,17,2004,0.0,2,0,1,0,1,0,2,0,0,,0,,1,5,4,0,0,0,0,0,1,0
Mason Mount,MF,England,23,1999,2.1,91,0,5,48,39,2,91,3,2,66.7,1,33.3,66,227,118,3,7,0,6,2,72,17
Youssef Msakni,"MF,FW",Tunisia,31,1990,1.9,92,1,15,40,38,14,92,7,4,57.1,1,14.3,47,312,155,5,3,3,5,5,64,17
Thomas Müller,"FW,MF",Germany,32,1989,2.2,91,0,6,35,52,13,91,0,0,,0,,31,122,49,2,2,1,4,2,71,13
Munir,GK,Morocco,33,1989,1.0,31,29,31,0,0,0,31,0,0,,0,,13,44,18,0,0,0,0,0,8,0
Mohammed Muntari,"FW,MF",Qatar,28,1993,0.7,28,2,5,18,5,3,28,0,0,,0,,13,86,20,0,0,1,1,0,22,0
Yunus Musah,MF,United States,19,2002,3.8,222,3,24,126,77,4,222,11,4,36.4,6,54.5,139,1045,526,14,13,2,5,3,157,16
Jamal Musiala,"MF,FW",Germany,19,2003,2.9,165,1,13,53,103,28,165,36,19,52.8,13,36.1,120,928,478,21,10,12,11,16,127,31
Joakim Mæhle,DF,Denmark,25,1997,2.8,189,6,49,71,70,3,189,9,0,0.0,9,100.0,115,438,158,3,1,2,3,2,114,32
Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1995,0.3,21,0,1,7,13,1,21,2,0,0.0,2,100.0,11,78,21,0,0,0,1,2,12,5
Yuto Nagatomo,"MF,DF",Japan,35,1986,2.3,122,6,27,59,36,0,122,4,3,75.0,1,25.0,63,287,168,5,4,0,1,1,68,8
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,26,0,3,5,19,2,26,0,0,,0,,17,61,34,1,2,0,1,1,15,4
Keylor Navas,GK,Costa Rica,35,1986,3.0,113,107,113,0,0,0,113,0,0,,0,,54,428,235,0,1,0,0,0,33,0
Iliman Ndiaye,"FW,MF",Senegal,22,2000,1.5,44,0,1,21,25,4,44,8,6,75.0,2,25.0,29,218,101,3,4,0,1,3,29,16
Victor Nelsson,DF,Denmark,23,1998,1.0,79,4,17,59,3,0,79,0,0,,0,,56,303,230,2,0,0,0,0,58,0
Manuel Neuer,GK,Germany,36,1986,3.0,133,103,132,1,0,0,133,0,0,,0,,83,397,214,0,0,0,0,0,89,0
Rúben Neves,MF,Portugal,25,1997,3.0,275,6,68,173,34,1,275,0,0,,0,,193,766,399,0,2,0,1,1,221,1
Neymar,MF,Brazil,30,1992,3.1,209,0,12,101,98,15,208,23,6,26.1,13,56.5,141,1025,445,9,16,3,8,12,167,23
Moumi Ngamaleu,"FW,MF",Cameroon,27,1994,1.1,36,0,7,12,18,5,36,4,2,50.0,1,25.0,24,164,71,3,0,2,2,3,26,12
Jerome Ngom Mbekeli,MF,Cameroon,23,1998,0.1,4,1,1,0,3,0,4,0,0,,0,,4,28,13,1,2,0,1,1,4,2
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,115,19,79,33,5,3,115,0,0,,0,,71,313,118,0,0,0,1,0,80,1
Andries Noppert,GK,Netherlands,28,1994,5.3,206,185,204,2,0,0,206,0,0,,0,,118,602,365,0,0,0,0,0,96,0
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,85,10,28,37,22,0,85,2,1,50.0,1,50.0,38,215,93,2,5,0,3,0,39,2
Olivier Ntcham,MF,Cameroon,26,1996,0.3,14,1,3,7,4,0,14,2,2,100.0,0,0.0,9,132,79,4,1,0,0,0,10,0
Matheus Nunes,MF,Portugal,23,1998,0.8,40,0,6,13,22,3,40,2,1,50.0,0,0.0,30,188,102,1,2,1,4,1,35,3
Darwin Núñez,FW,Uruguay,22,1999,2.7,86,1,10,30,47,5,86,4,0,0.0,2,50.0,49,317,122,6,5,3,11,6,62,26
Christian Nørgaard,MF,Denmark,28,1994,0.1,15,1,3,10,2,0,15,0,0,,0,,13,57,33,0,0,0,0,0,12,0
Guillermo Ochoa,GK,Mexico,36,1985,3.0,111,76,111,0,0,0,111,0,0,,0,,67,344,188,0,0,0,0,0,51,0
Denis Odoi,DF,Ghana,34,1988,0.1,7,5,5,2,0,0,7,0,0,,0,,0,0,0,0,0,0,0,0,1,1
Noah Okafor,"FW,MF",Switzerland,22,2000,0.5,29,0,1,17,11,2,29,3,0,0.0,2,66.7,22,126,66,3,1,1,2,1,24,9
Mathías Olivera,DF,Uruguay,24,1997,2.8,183,12,66,64,53,3,183,3,0,0.0,2,66.7,75,257,78,1,3,0,7,2,74,10
Dani Olmo,FW,Spain,24,1998,4.1,259,3,18,88,155,18,259,19,4,21.1,13,68.4,151,711,298,6,8,2,11,7,202,61
Amadou Onana,MF,Belgium,20,2001,1.2,76,0,12,59,6,3,76,1,1,100.0,0,0.0,50,202,50,0,1,1,4,1,60,2
André Onana,GK,Cameroon,26,1996,0.9,60,34,56,4,0,0,60,0,0,,0,,37,241,191,0,0,0,0,0,32,0
Gaël Ondoua,MF,Cameroon,26,1995,0.5,25,2,3,15,7,1,25,0,0,,0,,8,83,3,0,0,1,0,1,9,0
Loïs Openda,FW,Belgium,22,2000,0.1,10,0,0,6,4,0,10,1,1,100.0,0,0.0,7,86,51,2,1,0,2,0,5,1
Mislav Oršić,FW,Croatia,29,1992,1.8,81,3,9,29,44,8,81,3,1,33.3,2,66.7,56,338,221,10,6,3,7,0,61,15
Jonathan Osorio,"MF,FW",Canada,30,1992,1.3,67,0,10,44,13,2,67,2,1,50.0,1,50.0,42,222,132,5,0,0,2,2,54,2
Nicolás Otamendi,DF,Argentina,34,1988,7.7,641,52,298,335,9,3,641,0,0,,0,,474,2253,1170,7,1,0,2,1,474,2
Otávio,MF,Portugal,27,1995,2.2,147,0,15,89,43,1,147,0,0,,0,,97,409,201,2,5,0,4,3,110,11
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,65,4,23,38,5,0,65,0,0,,0,,34,152,48,0,1,0,1,0,40,0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,330,4,79,185,71,8,330,13,10,76.9,2,15.4,237,1350,664,16,12,1,16,7,243,19
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,114,12,50,43,24,1,114,2,0,0.0,1,50.0,64,274,146,5,4,0,1,0,61,10
Mohammed Al-Owais,GK,Saudi Arabia,30,1991,3.0,113,87,111,3,0,0,113,0,0,,0,,52,320,164,0,0,0,0,0,25,0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,43,13,33,8,2,2,43,0,0,,0,,16,56,35,0,0,0,1,0,14,0
Exequiel Palacios,"MF,DF",Argentina,23,1998,0.6,34,1,5,19,10,1,34,1,0,0.0,1,100.0,20,64,19,1,1,0,0,2,22,2
João Palhinha,MF,Portugal,26,1995,0.4,41,1,9,22,10,1,41,2,1,50.0,1,50.0,20,49,7,0,0,0,2,1,25,0
Lucas Paquetá,MF,Brazil,24,1997,3.5,231,3,31,133,68,6,231,2,0,0.0,1,50.0,108,377,144,2,4,1,5,4,174,20
Leandro Paredes,MF,Argentina,27,1994,2.5,270,6,49,199,23,0,270,1,0,0.0,1,100.0,186,777,399,3,0,0,1,0,204,1
Thomas Partey,MF,Ghana,29,1993,3.0,219,16,65,128,28,3,219,3,3,100.0,0,0.0,102,638,300,4,4,0,5,4,147,5
Mario Pašalić,"FW,MF",Croatia,27,1995,3.0,132,8,30,79,26,6,132,4,0,0.0,4,100.0,77,314,128,4,3,1,6,3,80,14
Benjamin Pavard,DF,France,26,1996,1.0,94,0,20,63,12,0,94,0,0,,0,,55,208,108,2,2,0,0,0,72,3
Strahinja Pavlović,DF,Serbia,21,2001,2.6,186,14,71,101,17,3,186,3,2,66.7,0,0.0,113,585,310,6,6,0,4,3,120,3
Pedri,MF,Spain,19,2002,4.0,468,3,35,328,108,2,468,11,6,54.5,5,45.5,323,1342,656,15,13,1,4,5,396,10
Pedro,FW,Brazil,24,1997,0.7,25,0,3,10,12,5,25,0,0,,0,,14,37,7,0,0,0,3,1,20,5
Facundo Pellistri,"MF,FW",Uruguay,20,2001,2.0,68,1,7,17,45,7,68,6,0,0.0,6,100.0,50,287,100,2,5,3,2,3,49,20
Pepe,DF,Portugal,39,1983,4.0,331,23,141,181,10,4,331,1,1,100.0,0,0.0,233,962,537,5,1,0,1,1,242,0
Danilo Pereira,DF,Portugal,30,1991,1.0,87,8,43,44,1,0,87,1,1,100.0,0,0.0,61,272,128,1,0,0,1,1,65,0
Ivan Perišić,"FW,DF",Croatia,33,1989,7.4,378,13,69,140,176,33,378,13,6,46.2,7,53.8,207,1245,577,27,17,11,18,5,243,63
Bruno Petković,FW,Croatia,27,1994,2.6,102,3,7,55,42,13,102,4,2,50.0,1,25.0,79,470,164,6,5,3,7,10,91,10
Germán Pezzella,DF,Argentina,30,1991,0.7,47,0,10,36,1,1,47,0,0,,0,,38,110,45,0,0,0,0,0,41,0
Kalvin Phillips,MF,England,26,1995,0.5,20,1,8,12,0,0,20,0,0,,0,,15,38,11,0,0,0,0,0,18,1
Krzysztof Piątek,FW,Poland,26,1995,0.3,9,0,1,6,2,1,9,0,0,,0,,4,4,0,0,0,0,1,1,7,1
Jordan Pickford,GK,England,28,1994,5.0,169,128,169,0,0,0,169,0,0,,0,,116,510,304,0,0,0,0,0,100,0
Orbelín Pineda,MF,Mexico,26,1996,0.8,47,1,5,21,21,4,47,2,0,0.0,1,50.0,29,157,54,3,4,1,3,3,31,3
Gonzalo Plata,"MF,FW",Ecuador,21,2000,3.0,133,0,9,73,53,6,133,12,4,33.3,7,58.3,60,399,214,7,7,1,9,3,86,11
Jackson Porozo,DF,Ecuador,21,2000,1.1,58,2,26,30,2,1,58,0,0,,0,,29,109,52,1,0,0,0,2,32,0
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,156,19,86,60,10,4,156,0,0,,0,,83,424,187,1,0,0,1,0,84,3
Ángelo Preciado,DF,Ecuador,24,1998,2.9,160,3,37,78,46,3,160,4,0,0.0,1,25.0,67,255,138,2,3,0,6,2,81,5
Christian Pulisic,"FW,MF",United States,23,1998,3.5,191,1,19,58,121,24,191,15,4,26.7,6,40.0,129,1107,639,23,16,8,12,10,138,28
Adrien Rabiot,MF,France,27,1995,5.4,352,16,64,203,88,19,352,5,2,40.0,2,40.0,220,1202,511,10,7,4,5,7,244,18
Nemanja Radonjić,"DF,FW",Serbia,26,1996,0.7,37,1,8,8,21,1,37,5,0,0.0,2,40.0,21,207,83,3,3,0,2,1,21,6
Baba Rahman,DF,Ghana,27,1994,2.0,121,4,26,60,35,2,121,5,1,20.0,3,60.0,62,335,130,4,5,0,6,0,68,6
Gonçalo Ramos,"FW,MF",Portugal,20,2001,1.7,56,2,4,21,31,10,56,2,0,0.0,2,100.0,28,107,61,1,2,0,7,0,40,12
Aaron Ramsey,MF,Wales,31,1990,3.0,143,6,31,72,40,5,143,8,2,25.0,5,62.5,97,331,117,3,3,0,9,4,100,9
Raphinha,FW,Brazil,25,1996,3.5,194,2,19,69,107,21,194,15,4,26.7,7,46.7,115,780,424,17,9,6,6,4,137,32
Marcus Rashford,FW,England,24,1997,1.6,92,1,6,43,44,13,92,9,5,55.6,4,44.4,66,308,176,5,2,3,4,1,72,17
David Raum,DF,Germany,24,1998,2.7,232,4,50,85,100,6,232,4,2,50.0,1,25.0,114,687,379,8,13,1,5,3,141,40
Bassam Al-Rawi,DF,Qatar,24,1997,1.0,68,7,34,34,0,0,68,1,1,100.0,0,0.0,47,295,194,1,0,0,0,1,47,0
Tim Ream,DF,United States,34,1987,4.0,306,25,117,181,9,3,306,2,2,100.0,0,0.0,184,1144,847,4,1,0,4,0,204,0
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,3,0,1,2,0,0,3,0,0,,0,,2,8,0,0,0,0,1,1,4,2
Gio Reyna,FW,United States,19,2002,0.6,42,0,0,16,26,5,42,0,0,,0,,25,178,106,2,2,3,1,1,33,3
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,130,8,49,47,36,3,130,1,1,100.0,0,0.0,76,400,209,7,5,1,7,3,70,9
Everton Ribeiro,MF,Brazil,33,1989,0.4,21,0,2,7,12,3,21,1,0,0.0,1,100.0,11,140,98,4,3,1,0,1,17,5
Declan Rice,MF,England,23,1999,4.6,360,12,82,247,33,4,360,3,0,0.0,2,66.7,279,1209,500,8,6,0,1,2,272,4
Richarlison,FW,Brazil,25,1997,3.6,99,4,12,31,58,19,99,5,0,0.0,4,80.0,45,243,171,5,3,1,12,3,60,17
Fabian Rieder,FW,Switzerland,20,2002,0.8,34,1,9,17,10,1,34,1,1,100.0,0,0.0,9,43,29,1,0,1,2,2,20,2
Ró-Ró,DF,Qatar,31,1990,2.9,135,9,50,63,22,3,135,4,2,50.0,1,25.0,79,406,265,3,4,1,4,2,86,7
Connor Roberts,DF,Wales,26,1995,2.2,140,8,39,63,38,0,140,0,0,,0,,58,179,55,1,3,0,0,0,82,10
Antonee Robinson,DF,United States,24,1997,4.0,290,16,70,130,93,3,290,5,4,80.0,1,20.0,150,986,562,18,18,2,13,3,165,27
Sergio Rochet,GK,Uruguay,29,1993,3.0,89,79,88,1,0,0,89,0,0,,0,,42,198,128,0,0,0,1,0,36,0
Joe Rodon,DF,Wales,24,1997,3.0,192,27,122,68,2,1,192,0,0,,0,,124,493,263,1,1,0,0,0,135,0
Rodri,DF,Spain,25,1996,4.3,711,28,158,518,35,3,711,0,0,,0,,516,2493,1878,13,11,0,0,0,597,3
Charly Rodríguez,MF,Mexico,25,1997,0.4,36,0,3,25,8,0,36,2,2,100.0,0,0.0,29,156,62,1,1,0,1,0,26,2
Guido Rodríguez,MF,Argentina,28,1994,0.6,68,1,22,45,1,0,68,0,0,,0,,48,198,101,0,0,0,0,0,54,0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,5,0,0,1,4,3,5,0,0,,0,,1,2,1,0,0,0,0,0,2,1
Ricardo Rodríguez,DF,Switzerland,29,1992,4.0,253,13,88,128,39,2,253,0,0,,0,,134,736,436,9,5,1,2,3,159,18
Rodrygo,"MF,FW",Brazil,21,2001,2.0,153,3,10,63,82,15,153,9,2,22.2,5,55.6,85,596,360,10,7,5,9,3,106,23
Mohamed Ali Ben Romdhane,MF,Tunisia,22,1999,0.8,31,1,5,18,10,3,31,3,1,33.3,1,33.3,21,133,77,5,1,2,0,5,16,4
Cristian Romero,DF,Argentina,24,1998,6.1,425,44,201,214,12,2,425,1,1,100.0,0,0.0,296,1322,751,4,2,0,5,1,293,1
Cristiano Ronaldo,FW,Portugal,37,1985,3.2,118,2,5,59,54,19,117,5,0,0.0,2,40.0,63,272,119,8,4,3,9,5,96,25
Marten de Roon,MF,Netherlands,31,1991,2.0,143,6,32,99,12,0,143,0,0,,0,,72,212,52,0,0,0,1,0,97,2
Kye Rowles,DF,Australia,23,1998,4.0,232,43,171,59,2,0,232,0,0,,0,,121,491,203,0,0,0,1,0,148,0
Antonio Rüdiger,DF,Germany,29,1993,3.0,272,22,109,150,14,4,272,1,0,0.0,0,0.0,176,840,429,1,1,0,1,0,215,1
Bryan Ruiz,MF,Costa Rica,36,1985,0.3,14,1,4,10,0,0,14,1,1,100.0,0,0.0,4,49,24,1,0,0,0,0,9,0
Mathew Ryan,GK,Australia,30,1992,4.0,176,143,175,1,0,0,176,0,0,,0,,100,559,271,0,0,0,0,0,79,0
Youssouf Sabaly,DF,Senegal,29,1993,4.0,256,5,65,113,80,4,256,9,4,44.4,2,22.2,174,1085,650,13,6,1,5,1,167,15
Abdelhamid Sabiri,MF,Morocco,25,1996,2.0,86,5,23,50,13,1,86,3,0,0.0,3,100.0,49,192,49,2,1,0,0,3,54,2
Romain Saïss,DF,Morocco,32,1990,5.2,247,51,164,84,3,1,247,2,1,50.0,1,50.0,145,772,447,1,1,0,0,0,138,0
Bukayo Saka,FW,England,20,2001,3.2,150,2,17,49,85,15,150,11,2,18.2,6,54.5,114,728,281,11,8,5,3,3,112,34
Hiroki Sakai,"MF,DF",Japan,32,1990,1.3,70,8,33,22,15,2,70,2,0,0.0,2,100.0,21,62,18,0,1,0,1,1,26,3
Youstin Salas,"DF,MF",Costa Rica,25,1996,0.5,29,5,18,7,5,0,29,2,1,50.0,0,0.0,10,66,40,0,0,0,1,1,6,0
William Saliba,DF,France,21,2001,0.3,38,2,14,19,5,0,38,1,1,100.0,0,0.0,29,120,60,0,1,0,1,0,31,0
Mohammed Salisu,DF,Ghana,23,1999,3.0,184,27,102,72,11,6,184,0,0,,0,,94,557,325,2,3,0,1,1,114,1
Tarek Salman,DF,Qatar,24,1997,0.1,13,1,7,5,1,0,13,0,0,,0,,10,59,14,0,0,0,0,0,8,0
Alex Sandro,DF,Brazil,31,1991,2.1,195,7,46,111,40,0,195,2,1,50.0,1,50.0,106,476,252,4,5,0,1,0,121,4
Leroy Sané,"FW,DF",Germany,26,1996,1.2,67,1,3,23,42,7,67,6,3,50.0,3,50.0,48,391,151,4,1,4,0,3,61,11
Na Sang-ho,FW,Korea Republic,25,1996,1.3,60,1,4,14,42,4,60,4,0,0.0,4,100.0,40,173,51,1,0,0,4,4,39,18
Pablo Sarabia,FW,Spain,30,1992,0.0,6,0,0,0,6,1,6,0,0,,0,,3,90,2,0,0,0,0,0,3,1
Josh Sargent,FW,United States,22,2000,1.7,48,0,4,18,26,5,48,2,2,100.0,0,0.0,27,134,39,2,1,0,5,4,37,16
Jeremy Sarmiento,"MF,FW",Ecuador,19,2002,0.9,45,0,2,20,26,2,45,6,2,33.3,2,33.3,25,240,172,5,3,0,2,1,27,4
Ismaila Sarr,"FW,MF",Senegal,24,1998,3.8,132,3,14,43,78,20,131,19,9,47.4,4,21.1,92,630,336,14,7,9,12,5,98,25
Ferjani Sassi,"MF,DF",Tunisia,30,1992,0.5,40,1,9,27,4,0,40,3,2,66.7,1,33.3,22,75,33,0,0,0,0,0,27,2
Fabian Schär,DF,Switzerland,30,1991,1.5,100,14,52,46,2,1,100,0,0,,0,,59,278,142,0,0,0,1,1,57,0
Nico Schlotterbeck,DF,Germany,22,1999,1.0,135,8,46,80,10,0,135,2,0,0.0,2,100.0,77,501,366,5,5,0,1,1,101,2
Kasper Schmeichel,GK,Denmark,35,1986,3.0,91,73,89,2,0,0,91,0,0,,0,,65,334,191,0,0,0,0,0,42,0
Haris Seferović,FW,Switzerland,30,1992,0.8,20,1,3,11,6,1,20,0,0,,0,,10,74,35,2,1,1,2,0,15,2
