Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Wéverton,GK,Brazil,34,1987,0.1,3,5,60.0,145,126,0,0,,0,0,,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,127,169,75.1,2070,814,62,70,88.6,53,70,75.7,10,20,50.0,1,0.8,0.9,+0.2,2,12,3,2,14
Iñaki Williams,FW,Ghana,27,1994,3.0,29,42,69.0,355,65,18,24,75.0,7,9,77.8,1,1,100.0,0,0.2,0.0,-0.2,2,0,0,0,1
Neco Williams,DF,Wales,21,2001,2.3,69,101,68.3,1178,388,35,39,89.7,26,36,72.2,7,17,41.2,0,0.1,0.0,-0.1,1,5,0,0,5
Nico Williams,FW,Spain,19,2002,1.6,50,63,79.4,822,74,25,28,89.3,19,24,79.2,4,6,66.7,0,0.0,0.1,0.0,0,1,2,0,4
Callum Wilson,FW,England,30,1992,0.5,9,10,90.0,121,32,6,6,100.0,3,4,75.0,0,0,,1,0.9,0.4,+0.1,3,0,3,0,3
Harry Wilson,"MF,FW",Wales,25,1997,1.8,48,64,75.0,911,225,23,27,85.2,17,21,81.0,8,13,61.5,0,0.5,0.3,-0.5,3,3,2,1,3
Roan Wilson,MF,Costa Rica,20,2002,0.0,4,4,100.0,52,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Axel Witsel,MF,Belgium,33,1989,3.0,169,177,95.5,2851,651,74,76,97.4,88,92,95.7,6,7,85.7,0,0.0,0.1,0.0,1,9,1,0,16
Jeong Woo-yeong,MF,Korea Republic,22,1999,0.5,12,15,80.0,181,31,6,7,85.7,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,1
Jung Woo-young,MF,Korea Republic,32,1989,3.4,178,211,84.4,3599,1019,67,75,89.3,78,88,88.6,31,42,73.8,0,0.1,0.1,-0.1,2,25,2,0,24
Christopher Wooh,DF,Cameroon,20,2001,1.0,25,31,80.6,522,119,6,7,85.7,16,16,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,2
David Wotherspoon,MF,Canada,32,1990,0.2,4,7,57.1,70,3,2,2,100.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
Bailey Wright,DF,Australia,29,1992,0.2,1,3,33.3,56,33,0,1,0.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
Haji Wright,FW,United States,24,1998,1.5,20,27,74.1,219,37,13,15,86.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,2
Granit Xhaka,MF,Switzerland,29,1992,4.0,215,243,88.5,4054,1090,75,82,91.5,102,110,92.7,28,39,71.8,0,0.1,0.2,-0.1,2,20,3,0,30
Miki Yamane,"DF,MF",Japan,28,1993,0.7,24,33,72.7,371,164,12,12,100.0,11,17,64.7,1,2,50.0,0,0.1,0.1,-0.1,1,4,2,0,4
Jawad El Yamiq,DF,Morocco,30,1992,3.4,146,164,89.0,2260,940,79,87,90.8,61,64,95.3,6,12,50.0,0,0.0,0.0,0.0,0,2,0,0,5
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,2,6,33.3,27,0,1,1,100.0,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0
DeAndre Yedlin,DF,United States,28,1993,0.4,19,28,67.9,289,115,7,9,77.8,9,14,64.3,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2
Maya Yoshida,DF,Japan,33,1988,4.3,198,232,85.3,3969,1370,64,69,92.8,108,114,94.7,25,45,55.6,1,0.4,0.0,+0.6,1,3,0,0,7
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,178,209,85.2,3954,1720,61,65,93.8,82,87,94.3,35,56,62.5,0,0.2,0.1,-0.2,3,17,4,1,19
Cho Yumin,FW,Korea Republic,25,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,25,1996,0.7,19,22,86.4,349,89,9,11,81.8,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,1
Nicola Zalewski,MF,Poland,20,2002,0.7,15,17,88.2,280,54,3,4,75.0,10,11,90.9,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,1
Andre-Frank Zambo Anguissa,MF,Cameroon,26,1995,2.9,113,130,86.9,1720,560,63,67,94.0,45,51,88.2,3,5,60.0,1,0.0,0.1,+1.0,0,14,1,0,11
Álvaro Zamora,MF,Costa Rica,20,2002,0.3,5,5,100.0,55,22,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Anass Zaroury,FW,Morocco,21,2000,0.3,8,13,61.5,92,10,5,5,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0
Piotr Zieliński,"MF,FW",Poland,28,1994,3.6,124,153,81.0,2125,676,54,59,91.5,52,60,86.7,11,24,45.8,0,0.4,0.4,-0.4,7,14,1,1,20
Walker Zimmerman,DF,United States,29,1993,3.1,217,244,88.9,4157,1373,72,78,92.3,127,132,96.2,17,29,58.6,0,0.0,0.0,0.0,0,6,0,0,6
Andrija Živković,DF,Serbia,25,1996,2.3,71,96,74.0,1121,362,31,32,96.9,31,40,77.5,5,17,29.4,2,1.1,0.8,+0.9,4,6,3,0,9
Hakim Ziyech,FW,Morocco,29,1993,7.1,211,306,69.0,3462,987,118,139,84.9,57,79,72.2,27,62,43.5,1,0.7,0.5,+0.3,7,16,7,0,28
Filip Đuričić,"MF,FW",Serbia,30,1992,0.2,5,6,83.3,96,23,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
