Player,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Brenden Aaronson,MF,United States,21,2000,1.2,41,50,82.0,566,125,24,27,88.9,14,15,93.3,0,2,0.0,0,0.2,0.1,-0.2,3,3,3,0,6
Ali Abdi,DF,Tunisia,28,1993,2.1,72,116,62.1,1451,630,25,31,80.6,38,57,66.7,9,22,40.9,0,0.0,0.1,0.0,1,4,2,0,7
Salis Abdul Samed,MF,Ghana,22,2000,2.8,129,145,89.0,2046,466,70,70,100.0,49,54,90.7,9,15,60.0,0,0.0,0.1,0.0,1,11,0,0,6
Saud Abdulhamid,"DF,MF",Saudi Arabia,22,1999,3.0,88,122,72.1,1395,541,40,46,87.0,38,54,70.4,6,11,54.5,0,0.0,0.1,0.0,2,9,4,1,15
Nawaf Al Abed,MF,Saudi Arabia,32,1990,1.0,33,39,84.6,458,60,23,24,95.8,7,10,70.0,1,2,50.0,0,0.1,0.0,-0.1,1,2,0,0,1
Pape Abou Cissé,DF,Senegal,26,1995,1.2,28,37,75.7,666,282,8,9,88.9,14,16,87.5,6,12,50.0,0,0.0,0.0,0.0,0,2,0,0,0
Vincent Aboubakar,FW,Cameroon,30,1992,1.6,20,31,64.5,343,53,9,13,69.2,7,13,53.8,3,3,100.0,1,0.6,0.3,+0.4,2,2,0,0,1
Abdulrahman Al-Aboud,"MF,DF",Saudi Arabia,27,1995,0.4,8,13,61.5,79,19,5,5,100.0,2,5,40.0,0,0,,0,0.0,0.0,0.0,1,0,1,0,1
Zakaria Aboukhlal,"FW,MF",Morocco,22,2000,0.9,7,14,50.0,88,22,5,8,62.5,1,3,33.3,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
Kellyn Acosta,MF,United States,26,1995,0.5,10,12,83.3,165,29,3,4,75.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,3
Marcos Acuña,"DF,FW",Argentina,30,1991,4.1,167,217,77.0,2683,679,97,113,85.8,60,73,82.2,9,21,42.9,0,0.3,0.4,-0.3,5,9,2,0,13
Tyler Adams,MF,United States,23,1999,4.0,241,271,88.9,4348,1095,111,121,91.7,103,110,93.6,24,27,88.9,0,0.4,0.4,-0.4,2,23,3,0,26
Sam Adekugbe,DF,Canada,27,1995,1.1,63,71,88.7,1003,311,31,33,93.9,27,28,96.4,4,7,57.1,0,0.1,0.1,-0.1,1,4,2,2,4
Michel Aebischer,"MF,FW",Switzerland,25,1997,0.2,2,4,50.0,23,0,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Akram Afif,FW,Qatar,25,1996,3.0,139,165,84.2,2502,645,45,50,90.0,60,66,90.9,21,28,75.0,0,0.3,0.3,-0.3,5,10,4,1,12
Nayef Aguerd,DF,Morocco,26,1996,3.9,137,158,86.7,2659,996,53,57,93.0,64,68,94.1,20,31,64.5,0,0.0,0.0,0.0,1,3,0,0,3
Brandon Aguilera,MF,Costa Rica,18,2003,1.0,27,38,71.1,398,134,12,16,75.0,13,13,100.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,2
Homam Ahmed,DF,Qatar,22,1999,2.9,77,105,73.3,1196,182,45,52,86.5,24,31,77.4,5,10,50.0,0,0.0,0.0,0.0,2,1,0,0,1
Manuel Akanji,DF,Switzerland,26,1995,4.0,229,259,88.4,4761,1870,71,78,91.0,123,133,92.5,33,43,76.7,0,0.1,0.1,-0.1,1,15,0,0,16
Nathan Aké,DF,Netherlands,27,1995,5.3,315,349,90.3,5204,1703,154,165,93.3,138,144,95.8,20,33,60.6,0,0.0,0.1,0.0,0,29,1,0,26
Ahmed Alaaeldin,FW,Qatar,29,1993,0.1,0,2,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Jordi Alba,DF,Spain,33,1989,2.9,328,372,88.2,5403,1384,160,174,92.0,144,157,91.7,20,28,71.4,2,0.9,0.7,+1.1,5,33,7,2,31
Toby Alderweireld,DF,Belgium,33,1989,3.0,248,273,90.8,5259,1904,58,60,96.7,166,172,96.5,24,39,61.5,1,0.3,0.4,+0.7,1,17,2,0,13
Trent Alexander-Arnold,DF,England,23,1998,0.4,21,23,91.3,361,167,8,8,100.0,13,13,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,3
Almoez Ali,FW,Qatar,25,1996,2.5,33,45,73.3,493,32,17,21,81.0,10,15,66.7,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2
Alisson,GK,Brazil,29,1992,4.2,80,93,86.0,1590,999,31,31,100.0,39,41,95.1,10,20,50.0,0,0.0,0.0,0.0,0,1,0,0,0
Joe Allen,MF,Wales,32,1990,1.0,30,36,83.3,465,78,16,18,88.9,13,16,81.3,1,1,100.0,0,0.1,0.0,-0.1,1,2,0,0,1
Thiago Almada,MF,Argentina,21,2001,0.1,13,13,100.0,207,26,5,5,100.0,7,7,100.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,2
Roberto Alvarado,FW,Mexico,23,1998,0.2,5,10,50.0,50,5,4,6,66.7,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Edson Álvarez,MF,Mexico,24,1997,1.9,86,114,75.4,1297,375,48,55,87.3,32,42,76.2,4,13,30.8,0,0.2,0.4,-0.2,1,3,1,0,6
Julián Álvarez,FW,Argentina,22,2000,5.2,93,121,76.9,1169,132,61,72,84.7,18,25,72.0,5,6,83.3,0,0.1,0.7,-0.1,2,2,2,1,5
Kevin Álvarez,DF,Mexico,23,1999,0.8,19,29,65.5,262,76,11,15,73.3,8,12,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,3
Dani Alves,DF,Brazil,39,1983,1.3,83,97,85.6,1128,429,55,58,94.8,20,27,74.1,4,8,50.0,0,0.0,0.1,0.0,0,7,3,1,7
Selim Amallah,MF,Morocco,25,1996,4.5,65,87,74.7,840,176,42,48,87.5,17,23,73.9,3,9,33.3,0,0.1,0.1,-0.1,3,4,2,0,4
Daniel Amartey,DF,Ghana,27,1994,2.8,128,141,90.8,2555,1088,47,48,97.9,57,62,91.9,22,26,84.6,0,0.1,0.0,-0.1,3,10,0,0,9
Ethan Ampadu,"MF,DF",Wales,21,2000,2.8,108,144,75.0,2056,679,42,53,79.2,51,59,86.4,14,22,63.6,0,0.1,0.1,-0.1,2,16,1,0,17
Sofyan Amrabat,MF,Morocco,25,1996,7.3,269,322,83.5,4620,1365,114,129,88.4,123,136,90.4,24,36,66.7,0,0.1,0.1,-0.1,2,10,1,0,28
Abdulelah Al-Amri,DF,Saudi Arabia,25,1997,2.0,74,104,71.2,1677,951,26,35,74.3,26,33,78.8,22,34,64.7,0,0.0,0.0,0.0,0,13,1,0,13
Joachim Andersen,DF,Denmark,26,1996,3.0,198,250,79.2,4353,1456,50,65,76.9,115,125,92.0,29,51,56.9,1,0.2,0.1,+0.8,1,30,1,0,24
Karim Ansarifard,"FW,MF",IR Iran,32,1990,0.4,4,5,80.0,48,10,2,3,66.7,1,1,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
Antony,FW,Brazil,22,2000,1.9,86,109,78.9,1109,224,56,62,90.3,19,26,73.1,4,10,40.0,0,0.1,0.2,-0.1,3,2,2,0,7
Uriel Antuna,"FW,MF",Mexico,24,1997,0.9,12,20,60.0,169,43,8,10,80.0,3,4,75.0,1,2,50.0,0,0.0,0.1,0.0,1,0,1,1,0
Néstor Araujo,DF,Mexico,30,1991,1.0,44,53,83.0,757,210,18,19,94.7,22,24,91.7,4,8,50.0,0,0.0,0.0,0.0,0,5,2,2,5
Takuma Asano,FW,Japan,27,1994,1.8,21,28,75.0,227,44,12,15,80.0,4,6,66.7,1,1,100.0,0,0.2,0.0,-0.2,2,3,0,0,3
Marco Asensio,FW,Spain,26,1996,2.5,89,119,74.8,1262,150,50,59,84.7,26,35,74.3,5,8,62.5,0,0.1,0.1,-0.1,2,4,3,0,9
Ali Assadalla,MF,Qatar,29,1993,0.3,21,23,91.3,242,39,14,14,100.0,5,7,71.4,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Lawrence Ati-Zigi,GK,Ghana,25,1996,3.0,54,78,69.2,1547,1137,10,10,100.0,30,30,100.0,14,38,36.8,0,0.0,0.0,0.0,0,1,1,0,0
Nathaniel Atkinson,DF,Australia,23,1999,0.9,27,34,79.4,396,108,15,17,88.2,10,12,83.3,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,3
Yahya Attiat Allah,DF,Morocco,27,1995,3.5,98,137,71.5,1593,728,46,54,85.2,41,56,73.2,9,18,50.0,1,1.2,0.3,-0.2,5,4,4,4,9
André Ayew,"MF,FW",Ghana,32,1989,2.2,30,37,81.1,411,47,18,22,81.8,9,11,81.8,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
Jordan Ayew,FW,Ghana,30,1991,1.5,35,46,76.1,521,104,19,19,100.0,11,16,68.8,2,6,33.3,1,0.5,0.4,+0.5,3,0,1,1,3
Sardar Azmoun,FW,IR Iran,27,1995,1.4,18,30,60.0,225,85,8,14,57.1,7,8,87.5,0,1,0.0,0,0.1,0.2,-0.1,1,3,1,0,3
César Azpilicueta,DF,Spain,32,1989,1.5,171,181,94.5,2877,704,71,74,95.9,86,90,95.6,11,12,91.7,1,0.7,0.5,+0.3,4,13,3,2,14
Srđan Babić,DF,Serbia,26,1996,0.1,10,16,62.5,231,66,2,4,50.0,5,6,83.3,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Keanu Baccus,MF,Australia,24,1998,1.3,26,41,63.4,479,142,11,16,68.8,9,12,75.0,4,9,44.4,0,0.0,0.0,0.0,0,2,1,0,2
Alexander Bah,DF,Denmark,24,1997,0.5,37,53,69.8,580,150,15,18,83.3,19,23,82.6,1,9,11.1,0,0.1,0.1,-0.1,1,0,3,1,3
Hattan Bahebri,MF,Saudi Arabia,29,1992,0.0,4,7,57.1,31,7,2,3,66.7,0,2,0.0,0,0,,1,0.6,0.0,+0.4,1,0,0,0,0
Alejandro Balde,DF,Spain,18,2003,1.4,112,123,91.1,1890,293,49,56,87.5,55,57,96.5,7,9,77.8,0,0.0,0.2,0.0,0,5,2,0,5
Gareth Bale,FW,Wales,32,1989,2.5,33,53,62.3,545,137,12,17,70.6,13,18,72.2,3,9,33.3,0,0.2,0.2,-0.2,2,2,1,1,4
Fodé Ballo-Touré,DF,Senegal,25,1997,0.1,5,8,62.5,100,3,2,2,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Badr Banoun,DF,Morocco,28,1993,0.6,21,22,95.5,400,110,7,7,100.0,11,11,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,1
Borna Barišić,DF,Croatia,29,1992,1.3,50,69,72.5,818,290,23,26,88.5,19,27,70.4,5,11,45.5,0,0.1,0.2,-0.1,1,2,4,3,3
Meshaal Barsham,GK,Qatar,24,1998,2.0,45,63,71.4,968,715,15,15,100.0,15,16,93.8,11,27,40.7,0,0.0,0.0,0.0,1,0,0,0,0
Christian Bassogog,MF,Cameroon,26,1995,0.3,5,9,55.6,67,3,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Michy Batshuayi,FW,Belgium,28,1993,1.7,16,24,66.7,223,27,11,16,68.8,1,3,33.3,3,3,100.0,0,0.1,0.0,-0.1,1,1,0,0,1
Jan Bednarek,DF,Poland,26,1996,0.1,6,6,100.0,102,53,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
Aziz Behich,DF,Australia,31,1990,4.0,152,203,74.9,2271,527,81,91,89.0,58,70,82.9,6,27,22.2,0,0.0,0.0,0.0,0,6,2,0,6
Alireza Beiranvand,GK,IR Iran,29,1992,1.2,20,31,64.5,604,501,2,2,100.0,13,13,100.0,5,16,31.3,0,0.0,0.0,0.0,0,1,0,0,0
Jude Bellingham,MF,England,18,2003,4.6,235,265,88.7,3972,726,111,121,91.7,101,109,92.7,20,24,83.3,1,0.3,0.5,+0.7,4,18,4,0,22
Anis Ben Slimane,MF,Tunisia,21,2001,1.6,29,46,63.0,469,134,17,22,77.3,10,13,76.9,2,7,28.6,0,0.1,0.1,-0.1,2,1,0,0,3
Jewison Bennette,MF,Costa Rica,17,2004,1.1,11,14,78.6,179,41,6,6,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0
Rodrigo Bentancur,MF,Uruguay,24,1997,2.4,136,160,85.0,2417,762,62,70,88.6,56,66,84.8,14,17,82.4,0,0.1,0.1,-0.1,2,16,1,1,14
Bartosz Bereszyński,DF,Poland,29,1992,3.8,122,156,78.2,1828,659,64,73,87.7,44,53,83.0,8,17,47.1,0,0.0,0.1,0.0,0,2,3,0,8
Steven Berghuis,MF,Netherlands,30,1991,2.2,97,131,74.0,1789,507,41,51,80.4,33,44,75.0,17,24,70.8,1,0.1,0.2,+0.9,2,17,2,1,15
Steven Bergwijn,FW,Netherlands,24,1997,2.4,64,72,88.9,679,79,46,51,90.2,10,11,90.9,2,3,66.7,0,0.0,0.3,0.0,0,2,1,0,4
Krystian Bielik,MF,Poland,24,1998,2.4,86,99,86.9,1621,440,35,38,92.1,37,38,97.4,12,17,70.6,0,0.0,0.1,0.0,0,5,1,0,7
Daley Blind,DF,Netherlands,32,1990,4.7,252,300,84.0,4293,1503,132,153,86.3,91,102,89.2,26,40,65.0,1,0.5,0.4,+0.5,2,25,4,2,18
Celso Borges,MF,Costa Rica,34,1988,2.8,98,120,81.7,1587,676,48,56,85.7,38,45,84.4,7,11,63.6,0,0.0,0.0,0.0,1,11,0,0,10
Milan Borjan,GK,Canada,34,1987,3.0,76,98,77.6,1825,1254,19,19,100.0,39,40,97.5,18,38,47.4,0,0.0,0.0,0.0,0,1,0,0,0
Karim Boudiaf,MF,Qatar,31,1990,2.1,94,106,88.7,1555,406,43,49,87.8,37,42,88.1,10,11,90.9,0,0.0,0.0,0.0,0,9,0,0,6
Sofiane Boufal,FW,Morocco,28,1993,5.3,99,133,74.4,1645,469,58,71,81.7,25,36,69.4,12,17,70.6,0,0.3,0.5,-0.3,4,10,6,2,18
Yassine Bounou,GK,Morocco,31,1991,6.3,154,209,73.7,4346,3101,29,29,100.0,82,84,97.6,43,94,45.7,0,0.0,0.0,0.0,0,0,0,0,0
Martin Braithwaite,"FW,MF",Denmark,31,1991,1.1,14,20,70.0,207,32,6,7,85.7,5,5,100.0,1,1,100.0,0,0.1,0.1,-0.1,3,0,1,0,1
Mohammed Al-Breik,DF,Saudi Arabia,29,1992,0.7,39,48,81.3,627,254,22,25,88.0,13,14,92.9,3,8,37.5,0,0.0,0.1,0.0,1,5,1,0,6
Gleison Bremer,DF,Brazil,25,1997,1.2,78,84,92.9,1445,438,20,22,90.9,55,57,96.5,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1
Dylan Bronn,DF,Tunisia,26,1995,1.8,75,98,76.5,1441,393,20,23,87.0,47,54,87.0,8,19,42.1,0,0.0,0.0,0.0,0,4,0,0,9
Marcelo Brozović,MF,Croatia,29,1992,6.1,466,530,87.9,7429,1726,253,279,90.7,151,167,90.4,48,54,88.9,0,0.2,0.2,-0.2,5,31,1,0,42
Tajon Buchanan,"MF,DF",Canada,23,1999,2.9,61,89,68.5,806,261,40,47,85.1,18,27,66.7,1,8,12.5,1,0.5,0.5,+0.5,4,5,4,2,10
Ante Budimir,FW,Croatia,30,1991,0.6,2,5,40.0,12,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
Osman Bukari,MF,Ghana,23,1998,0.7,14,20,70.0,169,30,10,12,83.3,4,4,100.0,0,2,0.0,0,0.1,0.0,-0.1,1,0,0,0,1
Ali Al-Bulaihi,DF,Saudi Arabia,32,1989,2.4,78,97,80.4,1353,379,31,36,86.1,39,45,86.7,6,13,46.2,0,0.0,0.0,0.0,0,2,0,0,7
Firas Al-Buraikan,"MF,FW",Saudi Arabia,22,2000,3.0,42,63,66.7,523,111,30,34,88.2,8,13,61.5,1,1,100.0,1,0.1,0.1,+0.9,1,1,4,0,5
Sergio Busquets,MF,Spain,33,1988,4.0,261,289,90.3,4222,1044,124,136,91.2,111,118,94.1,16,20,80.0,0,0.1,0.2,-0.1,3,31,3,0,26
Martín Cáceres,DF,Uruguay,35,1987,1.0,68,79,86.1,1289,320,22,25,88.0,35,39,89.7,10,13,76.9,0,0.0,0.0,0.0,0,5,0,0,6
Moisés Caicedo,MF,Ecuador,20,2001,3.0,126,153,82.4,1613,417,83,95,87.4,36,43,83.7,1,5,20.0,0,0.0,0.0,0.0,0,12,1,0,10
Francisco Calvo,DF,Costa Rica,29,1992,2.0,86,104,82.7,1562,601,34,37,91.9,43,49,87.8,8,17,47.1,0,0.0,0.0,0.0,0,4,0,0,7
Eduardo Camavinga,DF,France,19,2002,1.6,88,101,87.1,1444,423,48,50,96.0,37,41,90.2,3,7,42.9,0,0.1,0.1,-0.1,3,3,2,1,6
Joel Campbell,"FW,MF",Costa Rica,29,1992,3.0,104,138,75.4,1748,363,52,61,85.2,39,44,88.6,9,19,47.4,0,0.1,0.1,-0.1,1,3,4,1,12
João Cancelo,DF,Portugal,28,1994,3.4,221,271,81.5,3800,864,123,138,89.1,72,87,82.8,24,35,68.6,0,0.0,0.2,0.0,0,10,6,5,19
Agustín Canobbio,MF,Uruguay,23,1998,0.1,5,7,71.4,66,38,3,4,75.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
Yannick Carrasco,"FW,DF",Belgium,28,1993,1.3,39,46,84.8,553,110,22,24,91.7,17,20,85.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,3
Cameron Carter-Vickers,DF,United States,24,1997,1.0,50,58,86.2,1029,356,14,16,87.5,29,34,85.3,6,7,85.7,0,0.0,0.0,0.0,0,4,0,0,3
Dani Carvajal,DF,Spain,30,1992,1.5,121,135,89.6,2017,425,59,59,100.0,47,56,83.9,14,14,100.0,0,0.0,0.0,0.0,0,9,0,0,8
William Carvalho,MF,Portugal,30,1992,2.4,156,170,91.8,2570,852,80,84,95.2,65,69,94.2,8,11,72.7,0,0.0,0.0,0.0,0,8,0,0,16
Casemiro,MF,Brazil,30,1992,4.3,208,251,82.9,3591,1065,90,107,84.1,95,104,91.3,17,27,63.0,0,0.1,0.4,-0.1,4,23,3,1,23
Matty Cash,DF,Poland,24,1997,4.0,123,160,76.9,1995,696,65,71,91.5,51,64,79.7,6,17,35.3,0,0.2,0.5,-0.2,2,12,2,2,9
Timothy Castagne,DF,Belgium,26,1995,3.0,176,202,87.1,3309,951,65,68,95.6,92,107,86.0,18,21,85.7,0,0.0,0.1,0.0,0,15,0,0,18
Jean-Charles Castelletto,DF,Cameroon,27,1995,2.0,66,82,80.5,1208,459,34,38,89.5,23,28,82.1,9,16,56.3,1,0.3,0.2,+0.7,1,6,1,0,8
Lucas Cavallini,FW,Canada,29,1992,0.2,2,2,100.0,36,15,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,1,0
Edinson Cavani,FW,Uruguay,35,1987,1.4,27,37,73.0,401,115,16,20,80.0,5,9,55.6,4,4,100.0,0,0.7,0.2,-0.7,5,2,2,0,3
Ghaylène Chaalali,MF,Tunisia,28,1994,0.2,3,4,75.0,75,32,0,1,0.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Daniel Chacón,MF,Costa Rica,21,2001,0.0,1,1,100.0,10,12,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Ilias Chair,MF,Morocco,24,1997,0.5,13,15,86.7,188,54,8,8,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0
Kwon Chang-hoon,"FW,MF",Korea Republic,27,1994,0.6,19,25,76.0,311,56,10,12,83.3,7,7,100.0,2,4,50.0,0,0.2,0.2,-0.2,1,2,1,1,2
Luis Chávez,MF,Mexico,26,1996,3.0,99,139,71.2,2026,724,45,57,78.9,34,46,73.9,18,32,56.3,0,0.5,0.8,-0.5,4,21,2,2,18
Walid Cheddira,FW,Morocco,24,1998,0.7,4,8,50.0,51,28,4,4,100.0,0,3,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,3
Roozbeh Cheshmi,"DF,MF",IR Iran,28,1993,0.6,7,11,63.6,125,33,2,3,66.7,5,7,71.4,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Andreas Christensen,DF,Denmark,26,1996,3.0,237,251,94.4,4457,1407,89,93,95.7,116,119,97.5,26,32,81.3,0,0.0,0.0,0.0,0,14,0,0,20
Hong Chul,DF,Korea Republic,31,1990,0.5,17,20,85.0,324,102,8,8,100.0,5,5,100.0,3,6,50.0,0,0.1,0.0,-0.1,1,2,0,0,4
José Cifuentes,MF,Ecuador,23,1999,0.7,33,44,75.0,447,115,22,24,91.7,10,13,76.9,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Pathé Ciss,MF,Senegal,28,1994,1.6,46,57,80.7,816,255,19,23,82.6,17,21,81.0,5,5,100.0,0,0.0,0.0,0.0,0,6,1,0,9
Sebastián Coates,DF,Uruguay,31,1990,2.0,76,93,81.7,1425,583,33,38,86.8,31,35,88.6,12,18,66.7,0,0.0,0.0,0.0,0,10,0,0,7
Rubin Colwill,MF,Wales,20,2002,0.1,2,4,50.0,26,12,2,2,100.0,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Kingsley Coman,"FW,MF",France,26,1996,1.9,56,72,77.8,835,123,32,35,91.4,20,25,80.0,4,10,40.0,0,0.1,0.2,-0.1,1,1,2,1,1
Eray Cömert,DF,Switzerland,24,1998,0.5,38,42,90.5,757,278,11,13,84.6,22,23,95.7,5,6,83.3,0,0.0,0.0,0.0,0,1,0,0,2
Anthony Contreras,"FW,MF",Costa Rica,22,2000,1.4,15,26,57.7,193,13,10,15,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
Andreas Cornelius,FW,Denmark,29,1993,1.0,21,34,61.8,206,14,13,16,81.3,5,13,38.5,0,0,,0,0.1,0.0,-0.1,3,0,0,0,1
Ángel Correa,MF,Argentina,27,1995,0.1,3,3,100.0,32,17,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Diogo Costa,GK,Portugal,22,1999,5.0,113,160,70.6,2914,2035,20,20,100.0,63,64,98.4,30,73,41.1,0,0.0,0.0,0.0,1,3,0,0,0
Thibaut Courtois,GK,Belgium,30,1992,3.0,108,123,87.8,2642,1731,20,20,100.0,66,66,100.0,22,37,59.5,0,0.0,0.0,0.0,0,2,0,0,0
Jason Cummings,FW,Australia,26,1995,0.4,4,6,66.7,85,19,2,4,50.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Aymen Dahmen,GK,Tunisia,25,1997,3.0,48,77,62.3,1544,1175,9,9,100.0,18,18,100.0,21,50,42.0,0,0.0,0.0,0.0,0,0,0,0,0
Diogo Dalot,DF,Portugal,23,1999,2.9,112,147,76.2,2140,516,52,60,86.7,41,51,80.4,16,28,57.1,2,0.7,0.4,+1.3,4,7,4,1,10
Mikkel Damsgaard,"MF,FW",Denmark,21,2000,1.7,55,72,76.4,833,251,32,40,80.0,16,21,76.2,4,7,57.1,0,0.3,0.2,-0.3,2,9,3,2,10
Danilo,DF,Brazil,30,1991,3.1,230,269,85.5,3615,986,120,128,93.8,100,115,87.0,7,21,33.3,0,0.0,0.2,0.0,0,21,2,1,25
Achraf Dari,DF,Morocco,23,1999,2.1,99,111,89.2,1812,752,37,39,94.9,55,57,96.5,7,13,53.8,0,0.0,0.0,0.0,0,3,0,0,3
Jonathan David,"FW,MF",Canada,22,2000,2.1,41,60,68.3,599,139,27,33,81.8,9,12,75.0,4,8,50.0,0,0.0,0.0,0.0,0,6,0,0,7
Alphonso Davies,"MF,DF",Canada,21,2000,3.0,82,114,71.9,1212,231,46,53,86.8,32,39,82.1,2,9,22.2,0,0.5,0.2,-0.5,6,2,1,0,3
Ben Davies,DF,Wales,29,1993,2.6,122,161,75.8,2585,1096,42,50,84.0,56,67,83.6,22,34,64.7,0,0.0,0.0,0.0,0,10,0,0,13
Nasser Al-Dawsari,FW,Saudi Arabia,23,1998,0.1,11,11,100.0,169,46,7,7,100.0,3,3,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,1,0
Salem Al-Dawsari,MF,Saudi Arabia,30,1991,3.0,86,111,77.5,1344,355,44,52,84.6,25,29,86.2,9,14,64.3,0,0.2,0.4,-0.2,6,11,6,0,14
Giorgian De Arrascaeta,MF,Uruguay,28,1994,1.2,32,52,61.5,393,149,17,20,85.0,10,16,62.5,1,6,16.7,0,0.5,0.6,-0.5,3,3,3,0,5
Kevin De Bruyne,"FW,MF",Belgium,30,1991,3.0,93,136,68.4,1807,747,38,45,84.4,40,54,74.1,15,27,55.6,0,0.9,0.8,-0.9,8,17,9,2,28
Charles De Ketelaere,FW,Belgium,21,2001,0.2,3,4,75.0,33,11,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Nicolás De La Cruz,MF,Uruguay,25,1997,0.4,20,25,80.0,316,85,11,11,100.0,6,8,75.0,3,4,75.0,0,0.0,0.0,0.0,0,3,1,0,2
Rodrigo De Paul,MF,Argentina,28,1994,6.7,470,562,83.6,6949,1446,281,306,91.8,164,192,85.4,18,38,47.4,0,0.3,0.4,-0.3,7,35,7,1,37
Miloš Degenek,DF,Australia,28,1994,2.0,67,101,66.3,1236,532,28,33,84.8,33,45,73.3,6,19,31.6,0,0.0,0.0,0.0,0,3,0,0,3
Thomas Delaney,MF,Denmark,30,1991,0.5,24,29,82.8,394,73,11,12,91.7,11,13,84.6,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,4
Ousmane Dembélé,FW,France,25,1997,4.8,145,192,75.5,2332,475,76,89,85.4,51,63,81.0,12,25,48.0,2,1.6,1.0,+0.4,11,7,13,6,15
Leander Dendoncker,"DF,MF",Belgium,27,1995,1.8,119,122,97.5,2213,533,40,40,100.0,72,74,97.3,7,7,100.0,0,0.4,0.3,-0.4,1,6,0,0,10
Sergiño Dest,DF,United States,21,2000,3.4,172,200,86.0,2635,848,101,105,96.2,60,67,89.6,8,15,53.3,1,0.5,0.5,+0.5,3,15,2,1,18
Ángel Di María,"MF,FW",Argentina,34,1988,3.2,129,167,77.2,2059,474,73,77,94.8,42,52,80.8,10,23,43.5,1,0.6,0.7,+0.4,10,3,11,3,20
Boulaye Dia,FW,Senegal,25,1996,3.5,39,53,73.6,471,53,27,33,81.8,9,10,90.0,1,1,100.0,0,0.0,0.1,0.0,1,1,2,0,3
Abdou Diallo,DF,Senegal,26,1996,3.7,139,186,74.7,2852,1121,42,51,82.4,71,79,89.9,22,47,46.8,0,0.1,0.0,-0.1,1,10,1,1,8
Rúben Dias,DF,Portugal,25,1997,4.0,248,274,90.5,4642,1496,86,90,95.6,136,142,95.8,23,37,62.2,0,0.0,0.0,0.0,0,13,0,0,12
Krépin Diatta,"FW,MF",Senegal,23,1999,2.0,60,73,82.2,786,241,43,46,93.5,8,15,53.3,4,5,80.0,0,0.2,0.2,-0.2,3,3,3,1,5
Famara Diedhiou,FW,Senegal,29,1992,1.0,10,14,71.4,145,17,5,8,62.5,5,5,100.0,0,0,,0,0.0,0.1,0.0,1,1,1,0,1
