Player,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Jorge Eduardo Sánchez,DF,Mexico,24,1997,1.9,0,1,1,100.0,0.51,0.51,0.00,0.00,18.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Nico Elvedi,DF,Switzerland,25,1996,2.0,0,1,0,0.0,0.50,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Breel Embolo,FW,Switzerland,25,1997,3.6,2,6,3,50.0,1.67,0.84,0.33,0.67,10.8,0,0,0,2.3,2.3,0.38,-0.3,-0.3
Youssef En-Nesyri,FW,Morocco,25,1997,6.0,2,9,3,33.3,1.49,0.50,0.22,0.67,9.1,0,0,0,1.2,1.2,0.14,+0.8,+0.8
Wataru Endo,MF,Japan,29,1993,3.4,0,6,1,16.7,1.78,0.30,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Devis Epassy,GK,Cameroon,29,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian Eriksen,MF,Denmark,30,1992,3.0,0,4,1,25.0,1.33,0.33,0.00,0.00,27.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Michael Estrada,FW,Ecuador,26,1996,2.5,0,3,0,0.0,1.20,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Pervis Estupiñán,DF,Ecuador,24,1998,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,14.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Stephen Eustáquio,MF,Canada,25,1996,1.4,0,3,0,0.0,2.16,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Saeid Ezatolahi,MF,IR Iran,25,1996,2.4,0,3,1,33.3,1.24,0.41,0.00,0.00,29.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Abde Ezzalzouli,"FW,MF",Morocco,20,2001,1.0,0,1,0,0.0,0.97,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Fabinho,MF,Brazil,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Collins Fai,DF,Cameroon,29,1992,3.0,0,1,0,0.0,0.33,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Salman Al-Faraj,MF,Saudi Arabia,32,1989,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christian Fassnacht,FW,Switzerland,28,1993,0.1,0,1,1,100.0,11.25,11.25,0.00,0.00,14.8,0,0,0,0.2,0.2,0.23,-0.2,-0.2
Abdul Fatawu Issahaku,FW,Ghana,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ansu Fati,FW,Spain,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
João Félix,FW,Portugal,22,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,18.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Bruno Fernandes,"FW,MF",Portugal,27,1994,4.0,2,7,2,28.6,1.77,0.51,0.14,0.50,24.5,0,1,1,1.1,0.3,0.05,+0.9,+0.7
Edimilson Fernandes,"FW,DF",Switzerland,26,1996,1.6,0,1,0,0.0,0.62,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Enzo Fernández,MF,Argentina,21,2001,6.3,1,8,3,37.5,1.28,0.48,0.13,0.33,24.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7
Jesús Ferreira,FW,United States,21,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Phil Foden,"FW,MF",England,22,2000,2.9,1,6,1,16.7,2.09,0.35,0.17,1.00,13.8,0,0,0,1.1,1.1,0.18,-0.1,-0.1
Youssouf Fofana,MF,France,23,1999,2.5,0,4,0,0.0,1.59,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Juan Foyth,DF,Argentina,24,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alan Franco,MF,Ecuador,23,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Przemysław Frankowski,MF,Poland,27,1995,2.7,0,1,0,0.0,0.37,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Fred,MF,Brazil,29,1993,1.6,0,3,1,33.3,1.90,0.63,0.00,0.00,18.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Fabian Frei,MF,Switzerland,33,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Remo Freuler,MF,Switzerland,30,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,1.00,10.3,0,0,0,0.4,0.4,0.14,+0.6,+0.6
Keysher Fuller,"DF,MF",Costa Rica,27,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,0.50,15.5,0,0,0,0.4,0.4,0.13,+0.6,+0.6
Niclas Füllkrug,FW,Germany,29,1993,0.8,2,8,3,37.5,10.43,3.91,0.25,0.67,10.0,0,0,0,2.2,2.2,0.27,-0.2,-0.2
Rogelio Funes Mori,FW,Mexico,31,1991,0.1,0,1,0,0.0,18.00,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Cody Gakpo,"FW,MF",Netherlands,23,1999,5.0,3,5,3,60.0,1.00,0.60,0.60,1.00,19.9,0,0,0,0.3,0.3,0.06,+2.7,+2.7
Hernán Galíndez,GK,Ecuador,35,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesús Gallardo,DF,Mexico,27,1994,3.0,0,1,0,0.0,0.33,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Idrissa Gana Gueye,MF,Senegal,32,1989,3.0,0,4,1,25.0,1.33,0.33,0.00,0.00,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Gavi,MF,Spain,17,2004,3.2,1,1,1,100.0,0.32,0.32,1.00,1.00,17.6,0,0,0,0.1,0.1,0.14,+0.9,+0.9
Sultan Al-Ghanam,"DF,MF",Saudi Arabia,28,1994,1.4,0,2,0,0.0,1.43,0.00,0.00,,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Nader Ghandri,DF,Tunisia,27,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Saman Ghoddos,MF,IR Iran,28,1993,0.5,0,1,0,0.0,2.00,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Ali Gholizadeh,"MF,FW",IR Iran,26,1996,2.2,0,1,0,0.0,0.45,0.00,0.00,,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Matthias Ginter,DF,Germany,28,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Olivier Giroud,FW,France,35,1986,4.7,4,16,6,37.5,3.44,1.29,0.25,0.67,11.0,0,0,0,3.4,3.4,0.21,+0.6,+0.6
Kamil Glik,DF,Poland,34,1988,4.0,0,3,0,0.0,0.75,0.00,0.00,,11.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Serge Gnabry,"FW,MF",Germany,26,1995,2.9,1,12,4,33.3,4.11,1.37,0.08,0.25,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Diego Godín,DF,Uruguay,36,1986,1.7,0,1,0,0.0,0.60,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Maxi Gómez,FW,Uruguay,25,1996,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,26.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Papu Gómez,"MF,FW",Argentina,34,1988,1.2,0,2,0,0.0,1.68,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Shūichi Gonda,GK,Japan,33,1989,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Craig Goodwin,MF,Australia,30,1991,2.6,1,2,1,50.0,0.77,0.38,0.50,1.00,16.1,0,0,0,0.3,0.3,0.14,+0.7,+0.7
Leon Goretzka,MF,Germany,27,1995,1.8,0,4,1,25.0,2.26,0.57,0.00,0.00,16.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Mario Götze,MF,Germany,30,1992,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,14.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Jack Grealish,FW,England,26,1995,1.0,1,1,1,100.0,1.05,1.05,1.00,1.00,8.8,0,0,0,0.6,0.6,0.65,+0.4,+0.4
Antoine Griezmann,MF,France,31,1991,6.0,0,6,2,33.3,1.01,0.34,0.00,0.00,17.6,1,0,0,0.7,0.7,0.11,-0.7,-0.7
Kamil Grosicki,MF,Poland,34,1988,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Gruezo,MF,Ecuador,27,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marko Grujić,MF,Serbia,26,1996,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,29.6,0,0,0,0.0,0.0,0.04,0.0,0.0
Andrés Guardado,MF,Mexico,35,1986,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nemanja Gudelj,"MF,DF",Serbia,30,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cho Gue-sung,FW,Korea Republic,24,1998,3.1,2,9,5,55.6,2.95,1.64,0.22,0.40,11.4,0,0,0,1.1,1.1,0.12,+0.9,+0.9
Mattéo Guendouzi,"FW,MF",France,23,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Raphaël Guerreiro,DF,Portugal,28,1993,3.1,1,3,1,33.3,0.97,0.32,0.33,1.00,16.9,0,0,0,0.4,0.4,0.14,+0.6,+0.6
Pape Gueye,MF,Senegal,23,1999,1.7,0,4,2,50.0,2.35,1.18,0.00,0.00,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bruno Guimarães,MF,Brazil,24,1997,0.8,0,5,2,40.0,6.52,2.61,0.00,0.00,12.4,0,0,0,0.7,0.7,0.14,-0.7,-0.7
İlkay Gündoğan,MF,Germany,31,1990,2.1,1,5,2,40.0,2.38,0.95,0.00,0.00,25.9,0,1,1,1.1,0.4,0.07,-0.1,-0.4
Erick Gutiérrez,MF,Mexico,26,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joško Gvardiol,DF,Croatia,20,2002,7.7,1,2,1,50.0,0.26,0.13,0.50,1.00,16.8,0,0,0,0.1,0.1,0.07,+0.9,+0.9
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ehsan Hajsafi,"MF,DF",IR Iran,32,1990,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Achraf Hakimi,DF,Morocco,23,1998,7.0,0,4,1,25.0,0.57,0.14,0.00,0.00,26.5,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Abderrazak Hamdallah,FW,Morocco,31,1990,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,7.8,0,0,0,0.4,0.4,0.20,-0.4,-0.4
Abdelkarim Hassan,DF,Qatar,28,1993,3.0,0,6,0,0.0,2.00,0.00,0.00,,23.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Abdulaziz Hatem,MF,Qatar,31,1990,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Kai Havertz,FW,Germany,23,1999,1.1,2,5,3,60.0,4.41,2.65,0.40,0.67,13.1,0,0,0,1.4,1.4,0.27,+0.6,+0.6
Hassan Al-Haydos,MF,Qatar,31,1990,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,29.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Eden Hazard,MF,Belgium,31,1991,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Thorgan Hazard,FW,Belgium,29,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,1.3,1,6,5,83.3,4.70,3.91,0.17,0.20,17.5,0,0,0,0.9,0.9,0.15,+0.1,+0.1
Jordan Henderson,MF,England,31,1990,3.0,1,2,1,50.0,0.66,0.33,0.50,1.00,18.5,0,0,0,0.2,0.2,0.09,+0.8,+0.8
Wayne Hennessey,GK,Wales,35,1987,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lucas Hernández,DF,France,26,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Theo Hernández,DF,France,24,1997,5.6,1,5,2,40.0,0.89,0.35,0.20,0.50,16.7,0,0,0,0.4,0.4,0.08,+0.6,+0.6
Héctor Herrera,MF,Mexico,32,1990,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Son Heung-min,"FW,MF",Korea Republic,29,1992,4.0,0,9,3,33.3,2.25,0.75,0.00,0.00,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Piero Hincapié,DF,Ecuador,20,2002,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonas Hofmann,FW,Germany,29,1992,0.3,0,1,1,100.0,3.00,3.00,0.00,0.00,11.5,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Junior Hoilett,"FW,MF",Canada,32,1990,1.8,0,4,0,0.0,2.24,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Martin Hongla,MF,Cameroon,24,1998,1.3,0,1,1,100.0,0.74,0.74,0.00,0.00,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ricardo Horta,FW,Portugal,27,1994,1.3,1,3,2,66.7,2.27,1.51,0.33,0.50,13.5,0,0,0,0.8,0.8,0.25,+0.2,+0.2
Hossein Hosseini,GK,IR Iran,29,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Majid Hosseini,DF,IR Iran,25,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ajdin Hrustic,"MF,FW",Australia,25,1996,0.7,0,1,0,0.0,1.45,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Atiba Hutchinson,MF,Canada,39,1983,1.8,0,2,0,0.0,1.13,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Pierre Højbjerg,MF,Denmark,26,1995,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,30.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Romario Ibarra,MF,Ecuador,27,1994,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,23.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Ivan Ilić,MF,Serbia,21,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hwang In-beom,MF,Korea Republic,25,1996,3.7,0,6,1,16.7,1.62,0.27,0.00,0.00,27.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Jackson Irvine,"MF,FW",Australia,29,1993,3.9,0,3,0,0.0,0.76,0.00,0.00,,9.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Ko Itakura,DF,Japan,25,1997,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Hiroki Ito,DF,Japan,23,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Junya Ito,"MF,FW",Japan,29,1993,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,11.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Yahya Jabrane,MF,Morocco,30,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolas Jackson,FW,Senegal,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lee Jae-sung,"MF,FW",Korea Republic,29,1992,2.3,0,1,0,0.0,0.43,0.00,0.00,,26.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Alireza Jahanbakhsh,MF,IR Iran,28,1993,0.7,0,3,0,0.0,4.58,0.00,0.00,,22.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kristijan Jakić,FW,Croatia,25,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ismail Jakobs,DF,Senegal,22,1999,3.1,0,1,0,0.0,0.32,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Abolfazl Jalali,DF,IR Iran,23,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel James,"FW,MF",Wales,24,1997,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vincent Janssen,FW,Netherlands,27,1994,1.0,0,2,0,0.0,2.09,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Ardon Jashari,FW,Switzerland,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Issam Jebali,FW,Tunisia,30,1991,2.0,0,3,1,33.3,1.48,0.49,0.00,0.00,10.4,0,0,0,0.5,0.5,0.18,-0.5,-0.5
Artur Jędrzejczyk,DF,Poland,34,1987,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathias Jensen,MF,Denmark,26,1996,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Gabriel Jesus,FW,Brazil,25,1997,1.0,0,2,1,50.0,1.94,0.97,0.00,0.00,8.8,0,0,0,0.4,0.4,0.18,-0.4,-0.4
Raúl Jiménez,FW,Mexico,31,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kim Jin-su,DF,Korea Republic,30,1992,3.5,0,4,0,0.0,1.14,0.00,0.00,,11.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Brennan Johnson,"FW,MF",Wales,21,2001,1.0,0,3,1,33.3,2.97,0.99,0.00,0.00,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Alistair Johnston,DF,Canada,23,1998,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,8.5,0,0,0,0.8,0.8,0.40,-0.8,-0.8
Frenkie de Jong,MF,Netherlands,25,1997,5.3,1,2,1,50.0,0.38,0.19,0.50,1.00,14.2,0,0,0,0.9,0.9,0.44,+0.1,+0.1
Luuk de Jong,FW,Netherlands,31,1990,0.6,0,1,0,0.0,1.58,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Luka Jović,FW,Serbia,24,1997,0.4,0,2,0,0.0,5.00,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Son Jun-ho,"MF,DF",Korea Republic,30,1992,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vinicius Júnior,FW,Brazil,21,2000,3.3,1,9,4,44.4,2.71,1.20,0.11,0.25,15.0,0,0,0,1.0,1.0,0.11,0.0,0.0
Josip Juranović,DF,Croatia,26,1995,6.7,0,1,0,0.0,0.15,0.00,0.00,,18.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Daichi Kamada,"FW,MF",Japan,25,1996,3.6,0,6,1,16.7,1.68,0.28,0.00,0.00,17.5,1,0,0,0.6,0.6,0.11,-0.6,-0.6
Jakub Kamiński,MF,Poland,20,2002,2.6,0,4,1,25.0,1.55,0.39,0.00,0.00,10.1,0,0,0,0.4,0.3,0.07,-0.4,-0.3
Hossein Kanaanizadegan,DF,IR Iran,28,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Harry Kane,FW,England,28,1993,4.5,2,10,5,50.0,2.24,1.12,0.10,0.20,20.4,0,1,2,2.7,1.1,0.11,-0.7,-0.1
Lee Kang-in,"MF,FW",Korea Republic,21,2001,1.6,0,5,1,20.0,3.06,0.61,0.00,0.00,25.9,2,0,0,0.2,0.2,0.03,-0.2,-0.2
Mohamed Kanno,"MF,FW",Saudi Arabia,27,1994,3.0,0,6,1,16.7,2.00,0.33,0.00,0.00,20.3,1,0,0,0.3,0.3,0.05,-0.3,-0.3
Fran Karačić,DF,Australia,26,1996,1.0,0,3,0,0.0,2.90,0.00,0.00,,26.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Ali Karimi,MF,IR Iran,28,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mark-Anthony Kaye,MF,Canada,27,1994,0.7,0,1,0,0.0,1.53,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Wajdi Kechrida,DF,Tunisia,26,1995,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thilo Kehrer,DF,Germany,25,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bilal El Khannouss,MF,Morocco,18,2004,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wahbi Khazri,"FW,MF",Tunisia,31,1991,0.9,1,5,3,60.0,5.42,3.25,0.20,0.33,19.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6
Musab Kheder,DF,Qatar,28,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Boualem Khoukhi,DF,Qatar,31,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joshua Kimmich,"MF,DF",Germany,27,1995,3.0,0,7,4,57.1,2.33,1.33,0.00,0.00,25.9,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Jakub Kiwior,DF,Poland,22,2000,3.9,0,1,0,0.0,0.25,0.00,0.00,,10.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Simon Kjær,DF,Denmark,33,1989,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davy Klaassen,"MF,FW",Netherlands,29,1993,2.1,1,2,1,50.0,0.95,0.47,0.50,1.00,9.9,0,0,0,0.2,0.2,0.12,+0.8,+0.8
Lukas Klostermann,DF,Germany,26,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gregor Kobel,GK,Switzerland,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Koke,MF,Spain,30,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Randal Kolo Muani,FW,France,23,1998,2.0,1,4,2,50.0,1.98,0.99,0.25,0.50,13.2,0,0,0,1.1,1.1,0.28,-0.1,-0.1
Ibrahima Konaté,DF,France,23,1999,3.3,0,2,1,50.0,0.61,0.31,0.00,0.00,7.7,0,0,0,0.4,0.4,0.18,-0.4,-0.4
Ismaël Koné,"MF,DF",Canada,20,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Teun Koopmeiners,MF,Netherlands,24,1998,2.4,0,2,1,50.0,0.82,0.41,0.00,0.00,27.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Filip Kostić,DF,Serbia,29,1992,2.0,0,1,0,0.0,0.50,0.00,0.00,,18.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Kalidou Koulibaly,DF,Senegal,30,1991,4.0,1,2,1,50.0,0.50,0.25,0.50,1.00,7.9,0,0,0,0.5,0.5,0.25,+0.5,+0.5
Jules Koundé,DF,France,23,1998,5.3,0,4,1,25.0,0.75,0.19,0.00,0.00,19.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Cheikhou Kouyaté,MF,Senegal,32,1989,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mateo Kovačić,MF,Croatia,28,1994,7.1,0,3,1,33.3,0.43,0.14,0.00,0.00,17.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Andrej Kramarić,"FW,MF",Croatia,30,1991,5.3,2,10,4,40.0,1.90,0.76,0.20,0.50,15.1,0,0,0,1.6,1.6,0.16,+0.4,+0.4
Rasmus Kristensen,DF,Denmark,24,1997,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Grzegorz Krychowiak,MF,Poland,32,1990,3.7,0,1,0,0.0,0.27,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Takefusa Kubo,FW,Japan,21,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Kudus,"FW,MF",Ghana,21,2000,2.7,2,8,4,50.0,2.91,1.46,0.25,0.50,21.8,0,0,0,0.8,0.8,0.10,+1.2,+1.2
Pierre Kunde,MF,Cameroon,26,1995,1.5,0,5,2,40.0,3.44,1.37,0.00,0.00,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Garang Kuol,"FW,MF",Australia,17,2004,0.4,0,1,1,100.0,2.43,2.43,0.00,0.00,9.6,0,0,0,0.4,0.4,0.38,-0.4,-0.4
Daniel Kyereh,"MF,DF",Ghana,26,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,0,1,0,0.0,0.99,0.00,0.00,,33.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Aïssa Laïdouni,MF,Tunisia,25,1996,2.7,0,2,0,0.0,0.74,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Tariq Lamptey,DF,Ghana,21,2000,1.1,0,1,0,0.0,0.88,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Noa Lang,MF,Netherlands,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aymeric Laporte,DF,Spain,28,1994,3.3,0,1,0,0.0,0.30,0.00,0.00,,13.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Cyle Larin,FW,Canada,27,1995,1.5,0,3,1,33.3,1.97,0.66,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Richie Laryea,"DF,MF",Canada,27,1995,1.8,0,2,0,0.0,1.13,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Darko Lazović,DF,Serbia,31,1990,0.3,0,1,0,0.0,3.60,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.01,0.0,0.0
