Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Francisco Calvo,DF,Costa Rica,29,1992,2.0,1,0.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Eduardo Camavinga,DF,France,19,2002,1.6,2,1.64,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Joel Campbell,"FW,MF",Costa Rica,29,1992,3.0,3,1.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
João Cancelo,DF,Portugal,28,1994,3.4,2,0.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Agustín Canobbio,MF,Uruguay,23,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yannick Carrasco,"FW,DF",Belgium,28,1993,1.3,4,3.10,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Cameron Carter-Vickers,DF,United States,24,1997,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Carvajal,DF,Spain,30,1992,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
William Carvalho,MF,Portugal,30,1992,2.4,1,0.42,1,0,0,0,0,0,1,0.42,1,0,0,0,0,0
Casemiro,MF,Brazil,30,1992,4.3,9,2.25,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matty Cash,DF,Poland,24,1997,4.0,4,1.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Timothy Castagne,DF,Belgium,26,1995,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Charles Castelletto,DF,Cameroon,27,1995,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
Lucas Cavallini,FW,Canada,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edinson Cavani,FW,Uruguay,35,1987,1.4,5,3.63,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ghaylène Chaalali,MF,Tunisia,28,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Chacón,MF,Costa Rica,21,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ilias Chair,MF,Morocco,24,1997,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kwon Chang-hoon,"FW,MF",Korea Republic,27,1994,0.6,2,3.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luis Chávez,MF,Mexico,26,1996,3.0,14,4.67,7,3,1,2,1,0,1,0.33,0,1,0,0,0,0
Walid Cheddira,FW,Morocco,24,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roozbeh Cheshmi,"DF,MF",IR Iran,28,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Christensen,DF,Denmark,26,1996,3.0,2,0.67,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Hong Chul,DF,Korea Republic,31,1990,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Cifuentes,MF,Ecuador,23,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pathé Ciss,MF,Senegal,28,1994,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastián Coates,DF,Uruguay,31,1990,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rubin Colwill,MF,Wales,20,2002,0.1,2,18.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Coman,"FW,MF",France,26,1996,1.9,4,2.59,1,1,2,0,0,0,0,0.00,0,0,0,0,0,0
Eray Cömert,DF,Switzerland,24,1998,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Contreras,"FW,MF",Costa Rica,22,2000,1.4,1,0.72,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Cornelius,FW,Denmark,29,1993,1.0,5,4.89,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Correa,MF,Argentina,27,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Costa,GK,Portugal,22,1999,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thibaut Courtois,GK,Belgium,30,1992,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jason Cummings,FW,Australia,26,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aymen Dahmen,GK,Tunisia,25,1997,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Dalot,DF,Portugal,23,1999,2.9,9,3.14,5,1,1,1,1,0,2,0.70,1,0,1,0,0,0
Mikkel Damsgaard,"MF,FW",Denmark,21,2000,1.7,3,1.80,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo,DF,Brazil,30,1991,3.1,8,2.87,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Achraf Dari,DF,Morocco,23,1999,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonathan David,"FW,MF",Canada,22,2000,2.1,1,0.47,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Alphonso Davies,"MF,DF",Canada,21,2000,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Ben Davies,DF,Wales,29,1993,2.6,4,1.51,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Nasser Al-Dawsari,FW,Saudi Arabia,23,1998,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Salem Al-Dawsari,MF,Saudi Arabia,30,1991,3.0,15,5.00,10,1,1,2,1,0,1,0.33,1,0,0,0,0,0
Giorgian De Arrascaeta,MF,Uruguay,28,1994,1.2,4,3.33,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin De Bruyne,"FW,MF",Belgium,30,1991,3.0,11,3.67,6,3,0,1,1,0,0,0.00,0,0,0,0,0,0
Charles De Ketelaere,FW,Belgium,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás De La Cruz,MF,Uruguay,25,1997,0.4,2,4.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo De Paul,MF,Argentina,28,1994,6.7,19,2.85,17,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Miloš Degenek,DF,Australia,28,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaney,MF,Denmark,30,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ousmane Dembélé,FW,France,25,1997,4.8,17,3.53,16,0,0,0,1,0,3,0.62,3,0,0,0,0,0
Leander Dendoncker,"DF,MF",Belgium,27,1995,1.8,3,1.68,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergiño Dest,DF,United States,21,2000,3.4,7,2.07,4,1,2,0,0,0,1,0.30,1,0,0,0,0,0
Ángel Di María,"MF,FW",Argentina,34,1988,3.2,21,6.77,16,3,1,0,1,0,4,1.29,2,0,1,0,1,0
Boulaye Dia,FW,Senegal,25,1996,3.5,5,1.42,4,0,0,1,0,0,1,0.28,1,0,0,0,0,0
Abdou Diallo,DF,Senegal,26,1996,3.7,2,0.54,2,0,0,0,0,0,1,0.27,1,0,0,0,0,0
Rúben Dias,DF,Portugal,25,1997,4.0,2,0.50,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Krépin Diatta,"FW,MF",Senegal,23,1999,2.0,4,1.99,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Famara Diedhiou,FW,Senegal,29,1992,1.0,3,2.93,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bamba Dieng,FW,Senegal,22,2000,1.1,4,3.60,1,0,0,0,3,0,0,0.00,0,0,0,0,0,0
Eric Dier,DF,England,28,1994,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,DF,France,24,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Djiku,"DF,FW",Ghana,27,1994,1.1,1,0.93,1,0,0,0,0,0,1,0.93,1,0,0,0,0,0
Ritsu Doan,FW,Japan,23,1998,2.4,5,2.07,4,1,0,0,0,0,2,0.83,2,0,0,0,0,0
Jeremy Doku,"MF,FW",Belgium,20,2002,0.2,3,14.21,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kasper Dolberg,FW,Denmark,24,1997,1.3,2,1.58,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Mohamed Dräger,DF,Tunisia,25,1996,1.5,6,4.09,3,1,0,2,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,DF,Costa Rica,33,1989,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mitchell Duke,FW,Australia,31,1991,3.0,5,1.67,4,0,0,0,1,0,2,0.67,2,0,0,0,0,0
Denzel Dumfries,DF,Netherlands,26,1996,5.3,5,1.00,5,0,0,0,0,0,2,0.40,2,0,0,0,0,0
Paulo Dybala,FW,Argentina,28,1993,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Ebosse,DF,Cameroon,23,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ederson,GK,Brazil,28,1993,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Eduardo Sánchez,DF,Mexico,24,1997,1.9,5,2.57,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Nico Elvedi,DF,Switzerland,25,1996,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Breel Embolo,FW,Switzerland,25,1997,3.6,6,1.67,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,FW,Morocco,25,1997,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wataru Endo,MF,Japan,29,1993,3.4,10,3.28,5,0,0,3,2,0,1,0.33,0,0,0,0,1,0
Devis Epassy,GK,Cameroon,29,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Eriksen,MF,Denmark,30,1992,3.0,10,3.33,3,6,0,1,0,0,0,0.00,0,0,0,0,0,0
Michael Estrada,FW,Ecuador,26,1996,2.5,4,1.60,3,0,0,0,1,0,1,0.40,1,0,0,0,0,0
Pervis Estupiñán,DF,Ecuador,24,1998,3.0,12,4.00,8,3,0,1,0,0,1,0.33,0,0,0,1,0,0
Stephen Eustáquio,MF,Canada,25,1996,1.4,6,4.32,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Saeid Ezatolahi,MF,IR Iran,25,1996,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abde Ezzalzouli,"FW,MF",Morocco,20,2001,1.0,4,5.63,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Fabinho,MF,Brazil,28,1993,1.0,4,4.00,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Collins Fai,DF,Cameroon,29,1992,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Salman Al-Faraj,MF,Saudi Arabia,32,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Fassnacht,FW,Switzerland,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdul Fatawu Issahaku,FW,Ghana,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ansu Fati,FW,Spain,19,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
João Félix,FW,Portugal,22,1999,3.7,7,1.91,6,0,0,1,0,0,2,0.55,2,0,0,0,0,0
Bruno Fernandes,"FW,MF",Portugal,27,1994,4.0,15,3.79,9,6,0,0,0,0,4,1.01,3,1,0,0,0,0
Edimilson Fernandes,"FW,DF",Switzerland,26,1996,1.6,3,1.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Enzo Fernández,MF,Argentina,21,2001,6.3,17,3.04,15,0,2,0,0,0,4,0.71,3,0,1,0,0,0
Jesús Ferreira,FW,United States,21,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Phil Foden,"FW,MF",England,22,2000,2.9,10,3.49,4,3,2,0,1,0,3,1.05,1,0,1,0,1,0
Youssouf Fofana,MF,France,23,1999,2.5,3,1.34,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Juan Foyth,DF,Argentina,24,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alan Franco,MF,Ecuador,23,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Przemysław Frankowski,MF,Poland,27,1995,2.7,5,1.87,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Fred,MF,Brazil,29,1993,1.6,5,3.54,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Fabian Frei,MF,Switzerland,33,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Remo Freuler,MF,Switzerland,30,1992,3.6,7,1.95,5,1,0,1,0,0,1,0.28,1,0,0,0,0,0
Keysher Fuller,"DF,MF",Costa Rica,27,1994,2.8,3,1.07,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niclas Füllkrug,FW,Germany,29,1993,0.8,4,5.22,2,0,1,0,1,0,1,1.30,1,0,0,0,0,0
Rogelio Funes Mori,FW,Mexico,31,1991,0.1,1,18.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Cody Gakpo,"FW,MF",Netherlands,23,1999,5.0,17,3.39,9,5,0,1,2,0,2,0.40,2,0,0,0,0,0
Hernán Galíndez,GK,Ecuador,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jesús Gallardo,DF,Mexico,27,1994,3.0,7,2.33,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Idrissa Gana Gueye,MF,Senegal,32,1989,3.0,7,2.33,5,1,0,0,1,0,1,0.33,0,0,0,0,1,0
Gavi,MF,Spain,17,2004,3.2,5,1.58,4,0,0,0,1,0,1,0.32,1,0,0,0,0,0
Sultan Al-Ghanam,"DF,MF",Saudi Arabia,28,1994,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nader Ghandri,DF,Tunisia,27,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saman Ghoddos,MF,IR Iran,28,1993,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ali Gholizadeh,"MF,FW",IR Iran,26,1996,2.2,7,3.18,5,1,0,1,0,0,1,0.45,1,0,0,0,0,0
Matthias Ginter,DF,Germany,28,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Olivier Giroud,FW,France,35,1986,4.7,5,1.08,4,0,0,1,0,0,1,0.22,1,0,0,0,0,0
Kamil Glik,DF,Poland,34,1988,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Serge Gnabry,"FW,MF",Germany,26,1995,2.9,12,4.11,9,0,0,3,0,0,1,0.34,1,0,0,0,0,0
Diego Godín,DF,Uruguay,36,1986,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxi Gómez,FW,Uruguay,25,1996,0.3,1,3.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Papu Gómez,"MF,FW",Argentina,34,1988,1.2,1,0.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Shūichi Gonda,GK,Japan,33,1989,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Craig Goodwin,MF,Australia,30,1991,2.6,5,1.92,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0
Leon Goretzka,MF,Germany,27,1995,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Götze,MF,Germany,30,1992,0.4,4,10.00,4,0,0,0,0,0,1,2.50,1,0,0,0,0,0
Jack Grealish,FW,England,26,1995,1.0,5,5.29,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Antoine Griezmann,MF,France,31,1991,6.0,33,5.53,19,12,0,2,0,0,3,0.50,3,0,0,0,0,0
Kamil Grosicki,MF,Poland,34,1988,0.0,2,45.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Gruezo,MF,Ecuador,27,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marko Grujić,MF,Serbia,26,1996,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrés Guardado,MF,Mexico,35,1986,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nemanja Gudelj,"MF,DF",Serbia,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cho Gue-sung,FW,Korea Republic,24,1998,3.1,4,1.31,3,0,0,0,1,0,1,0.33,0,0,0,0,1,0
Mattéo Guendouzi,"FW,MF",France,23,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raphaël Guerreiro,DF,Portugal,28,1993,3.1,11,3.55,9,2,0,0,0,0,4,1.29,3,1,0,0,0,0
Pape Gueye,MF,Senegal,23,1999,1.7,3,1.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Guimarães,MF,Brazil,24,1997,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
İlkay Gündoğan,MF,Germany,31,1990,2.1,6,2.86,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Erick Gutiérrez,MF,Mexico,26,1995,0.5,1,1.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Joško Gvardiol,DF,Croatia,20,2002,7.7,4,0.57,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ehsan Hajsafi,"MF,DF",IR Iran,32,1990,2.6,3,1.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Achraf Hakimi,DF,Morocco,23,1998,7.0,14,2.10,12,0,1,0,1,0,1,0.15,1,0,0,0,0,0
Abderrazak Hamdallah,FW,Morocco,31,1990,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdelkarim Hassan,DF,Qatar,28,1993,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdulaziz Hatem,MF,Qatar,31,1990,2.2,2,0.92,0,1,0,0,0,1,0,0.00,0,0,0,0,0,0
Kai Havertz,FW,Germany,23,1999,1.1,7,6.12,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Hassan Al-Haydos,MF,Qatar,31,1990,2.3,6,2.62,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Eden Hazard,MF,Belgium,31,1991,1.4,5,3.63,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Thorgan Hazard,FW,Belgium,29,1993,1.2,9,7.64,5,3,0,0,0,1,0,0.00,0,0,0,0,0,0
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,1.3,3,2.35,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Henderson,MF,England,31,1990,3.0,8,2.66,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0
Wayne Hennessey,GK,Wales,35,1987,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Hernández,DF,France,26,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Theo Hernández,DF,France,24,1997,5.6,17,3.01,17,0,0,0,0,0,3,0.53,3,0,0,0,0,0
Héctor Herrera,MF,Mexico,32,1990,1.8,3,1.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Son Heung-min,"FW,MF",Korea Republic,29,1992,4.0,16,4.00,6,6,1,2,1,0,2,0.50,2,0,0,0,0,0
Piero Hincapié,DF,Ecuador,20,2002,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonas Hofmann,FW,Germany,29,1992,0.3,4,12.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Junior Hoilett,"FW,MF",Canada,32,1990,1.8,7,3.91,4,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Martin Hongla,MF,Cameroon,24,1998,1.3,5,3.72,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Ricardo Horta,FW,Portugal,27,1994,1.3,3,2.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Hossein Hosseini,GK,IR Iran,29,1992,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
