Player,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Ali Gholizadeh,"MF,FW",IR Iran,26,1996,2.2,0,0,0,0,0,0,2,0.0,2,5,0,5,3,3,2,0
Matthias Ginter,DF,Germany,28,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Olivier Giroud,FW,France,35,1986,4.7,1,0,0,1,0,0,3,0.0,3,1,0,1,1,2,5,0
Kamil Glik,DF,Poland,34,1988,4.0,2,1,1,1,0,2,3,66.7,1,2,1,1,3,5,23,0
Serge Gnabry,"FW,MF",Germany,26,1995,2.9,5,2,1,2,2,4,5,80.0,1,2,0,2,2,7,3,0
Diego Godín,DF,Uruguay,36,1986,1.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0
Maxi Gómez,FW,Uruguay,25,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Papu Gómez,"MF,FW",Argentina,34,1988,1.2,2,0,0,1,1,0,1,0.0,1,1,0,1,1,3,0,0
Shūichi Gonda,GK,Japan,33,1989,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Craig Goodwin,MF,Australia,30,1991,2.6,4,3,1,2,1,2,5,40.0,3,3,0,3,0,4,3,0
Leon Goretzka,MF,Germany,27,1995,1.8,5,3,2,3,0,2,2,100.0,0,1,0,1,1,6,0,0
Mario Götze,MF,Germany,30,1992,0.4,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
Jack Grealish,FW,England,26,1995,1.0,3,1,2,1,0,0,0,,0,2,0,2,3,6,1,0
Antoine Griezmann,MF,France,31,1991,6.0,14,8,9,5,0,3,5,60.0,2,8,3,5,8,22,7,0
Kamil Grosicki,MF,Poland,34,1988,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Carlos Gruezo,MF,Ecuador,27,1995,0.5,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0
Marko Grujić,MF,Serbia,26,1996,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
Andrés Guardado,MF,Mexico,35,1986,0.5,4,2,0,4,0,2,3,66.7,1,0,0,0,0,4,1,0
Nemanja Gudelj,"MF,DF",Serbia,30,1991,1.0,2,2,1,0,1,2,2,100.0,0,2,0,2,2,4,1,1
Cho Gue-sung,FW,Korea Republic,24,1998,3.1,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,3,0
Mattéo Guendouzi,"FW,MF",France,23,1999,0.9,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Raphaël Guerreiro,DF,Portugal,28,1993,3.1,3,2,2,1,0,1,2,50.0,1,3,0,3,3,6,2,0
Pape Gueye,MF,Senegal,23,1999,1.7,4,2,0,4,0,2,2,100.0,0,2,0,2,2,6,2,0
Bruno Guimarães,MF,Brazil,24,1997,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
İlkay Gündoğan,MF,Germany,31,1990,2.1,3,1,1,2,0,0,1,0.0,1,2,0,2,1,4,1,0
Erick Gutiérrez,MF,Mexico,26,1995,0.5,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,1,0
Joško Gvardiol,DF,Croatia,20,2002,7.7,9,6,5,4,0,5,8,62.5,3,8,4,4,11,20,37,0
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
Ehsan Hajsafi,"MF,DF",IR Iran,32,1990,2.6,6,3,2,3,1,3,5,60.0,2,3,0,3,2,8,2,0
Achraf Hakimi,DF,Morocco,23,1998,7.0,26,17,15,10,1,17,28,60.7,11,7,1,6,9,35,12,0
Abderrazak Hamdallah,FW,Morocco,31,1990,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Abdelkarim Hassan,DF,Qatar,28,1993,3.0,7,3,5,2,0,3,4,75.0,1,3,1,2,1,8,5,0
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,2,1,0,2,0,1,1,100.0,0,2,1,1,0,2,1,0
Abdulaziz Hatem,MF,Qatar,31,1990,2.2,1,1,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0
Kai Havertz,FW,Germany,23,1999,1.1,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
Hassan Al-Haydos,MF,Qatar,31,1990,2.3,4,1,2,2,0,2,8,25.0,6,0,0,0,2,6,1,0
Eden Hazard,MF,Belgium,31,1991,1.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Thorgan Hazard,FW,Belgium,29,1993,1.2,3,2,2,0,1,0,2,0.0,2,4,0,4,0,3,0,0
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,1.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Jordan Henderson,MF,England,31,1990,3.0,4,2,2,2,0,2,2,100.0,0,3,1,2,1,5,0,0
Wayne Hennessey,GK,Wales,35,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Hernández,DF,France,26,1996,0.1,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Theo Hernández,DF,France,24,1997,5.6,16,13,11,5,0,10,15,66.7,5,5,2,3,4,20,8,1
Héctor Herrera,MF,Mexico,32,1990,1.8,4,3,2,2,0,2,4,50.0,2,1,0,1,3,7,0,0
Son Heung-min,"FW,MF",Korea Republic,29,1992,4.0,5,2,4,1,0,4,4,100.0,0,2,0,2,2,7,0,1
Piero Hincapié,DF,Ecuador,20,2002,3.0,7,4,5,2,0,2,3,66.7,1,2,0,2,2,9,9,0
Jonas Hofmann,FW,Germany,29,1992,0.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
Junior Hoilett,"FW,MF",Canada,32,1990,1.8,8,4,1,2,5,3,4,75.0,1,0,0,0,1,9,0,0
Martin Hongla,MF,Cameroon,24,1998,1.3,0,0,0,0,0,0,0,,0,2,1,1,2,2,3,0
Ricardo Horta,FW,Portugal,27,1994,1.3,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,0,0
Hossein Hosseini,GK,IR Iran,29,1992,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Majid Hosseini,DF,IR Iran,25,1996,3.0,7,4,6,1,0,6,9,66.7,3,3,2,1,6,13,11,0
Ajdin Hrustic,"MF,FW",Australia,25,1996,0.7,2,0,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0
Atiba Hutchinson,MF,Canada,39,1983,1.8,4,1,4,0,0,2,2,100.0,0,3,0,3,1,5,3,0
Pierre Højbjerg,MF,Denmark,26,1995,3.0,4,2,2,2,0,3,6,50.0,3,3,1,2,3,7,6,0
Romario Ibarra,MF,Ecuador,27,1994,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Ivan Ilić,MF,Serbia,21,2001,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Hwang In-beom,MF,Korea Republic,25,1996,3.7,4,3,0,3,1,3,6,50.0,3,1,0,1,3,7,2,0
Jackson Irvine,"MF,FW",Australia,29,1993,3.9,4,2,1,3,0,2,4,50.0,2,7,0,7,3,7,8,0
Ko Itakura,DF,Japan,25,1997,3.0,9,5,4,4,1,3,4,75.0,1,1,0,1,4,13,16,0
Hiroki Ito,DF,Japan,23,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Junya Ito,"MF,FW",Japan,29,1993,3.6,7,4,3,3,1,5,9,55.6,4,4,1,3,5,12,6,0
Yahya Jabrane,MF,Morocco,30,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Nicolas Jackson,FW,Senegal,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lee Jae-sung,"MF,FW",Korea Republic,29,1992,2.3,5,2,1,2,2,1,8,12.5,7,3,0,3,3,8,2,0
Alireza Jahanbakhsh,MF,IR Iran,28,1993,0.7,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,0,0
Kristijan Jakić,FW,Croatia,25,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ismail Jakobs,DF,Senegal,22,1999,3.1,0,0,0,0,0,0,1,0.0,1,3,0,3,4,4,14,0
Abolfazl Jalali,DF,IR Iran,23,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Daniel James,"FW,MF",Wales,24,1997,1.7,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0
Vincent Janssen,FW,Netherlands,27,1994,1.0,2,0,0,1,1,0,1,0.0,1,2,0,2,0,2,1,0
Ardon Jashari,FW,Switzerland,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Issam Jebali,FW,Tunisia,30,1991,2.0,3,3,1,1,1,0,1,0.0,1,1,0,1,0,3,3,0
Artur Jędrzejczyk,DF,Poland,34,1987,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mathias Jensen,MF,Denmark,26,1996,0.9,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0
Gabriel Jesus,FW,Brazil,25,1997,1.0,2,1,0,1,1,0,0,,0,0,0,0,2,4,0,0
Raúl Jiménez,FW,Mexico,31,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Kim Jin-su,DF,Korea Republic,30,1992,3.5,10,5,6,2,2,5,6,83.3,1,2,0,2,3,13,5,0
Brennan Johnson,"FW,MF",Wales,21,2001,1.0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Alistair Johnston,DF,Canada,23,1998,3.0,5,3,5,0,0,2,7,28.6,5,6,1,5,2,7,4,0
Frenkie de Jong,MF,Netherlands,25,1997,5.3,12,5,4,5,3,1,3,33.3,2,6,3,3,6,18,3,0
Luuk de Jong,FW,Netherlands,31,1990,0.6,2,1,0,2,0,0,0,,0,0,0,0,0,2,1,0
Luka Jović,FW,Serbia,24,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Son Jun-ho,"MF,DF",Korea Republic,30,1992,0.8,3,3,0,3,0,2,2,100.0,0,3,1,2,3,6,0,0
Vinicius Júnior,FW,Brazil,21,2000,3.3,3,1,1,1,1,0,2,0.0,2,5,1,4,0,3,0,0
Josip Juranović,DF,Croatia,26,1995,6.7,12,8,9,3,0,8,8,100.0,0,5,3,2,3,15,15,0
Daichi Kamada,"FW,MF",Japan,25,1996,3.6,7,3,2,4,1,3,6,50.0,3,3,0,3,0,7,3,0
Jakub Kamiński,MF,Poland,20,2002,2.6,6,1,3,3,0,3,4,75.0,1,4,1,3,0,6,2,0
Hossein Kanaanizadegan,DF,IR Iran,28,1994,0.5,0,0,0,0,0,0,2,0.0,2,1,1,0,1,1,2,0
Harry Kane,FW,England,28,1993,4.5,2,1,1,1,0,1,1,100.0,0,2,1,1,0,2,5,0
Lee Kang-in,"MF,FW",Korea Republic,21,2001,1.6,4,3,1,2,1,2,5,40.0,3,0,0,0,0,4,0,0
Mohamed Kanno,"MF,FW",Saudi Arabia,27,1994,3.0,6,2,5,1,0,1,2,50.0,1,3,1,2,2,8,7,0
Fran Karačić,DF,Australia,26,1996,1.0,2,1,2,0,0,1,1,100.0,0,2,1,1,2,4,3,0
Ali Karimi,MF,IR Iran,28,1994,1.1,3,3,3,0,0,1,2,50.0,1,0,0,0,3,6,1,0
Mark-Anthony Kaye,MF,Canada,27,1994,0.7,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Wajdi Kechrida,DF,Tunisia,26,1995,1.2,3,3,3,0,0,1,1,100.0,0,3,1,2,0,3,4,0
Thilo Kehrer,DF,Germany,25,1996,0.8,6,2,4,1,1,3,3,100.0,0,1,0,1,3,9,2,0
Bilal El Khannouss,MF,Morocco,18,2004,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
Wahbi Khazri,"FW,MF",Tunisia,31,1991,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Musab Kheder,DF,Qatar,28,1993,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Boualem Khoukhi,DF,Qatar,31,1990,3.0,2,2,2,0,0,1,2,50.0,1,6,2,4,3,5,18,1
Joshua Kimmich,"MF,DF",Germany,27,1995,3.0,5,2,3,2,0,3,6,50.0,3,6,1,5,3,8,1,0
Jakub Kiwior,DF,Poland,22,2000,3.9,2,1,2,0,0,1,1,100.0,0,4,2,2,4,6,15,2
Simon Kjær,DF,Denmark,33,1989,0.7,0,0,0,0,0,0,0,,0,1,1,0,5,5,2,0
Davy Klaassen,"MF,FW",Netherlands,29,1993,2.1,3,2,2,1,0,1,1,100.0,0,2,0,2,1,4,2,0
Lukas Klostermann,DF,Germany,26,1996,0.7,3,1,0,3,0,2,3,66.7,1,0,0,0,0,3,1,0
Gregor Kobel,GK,Switzerland,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Koke,MF,Spain,30,1992,0.6,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Randal Kolo Muani,FW,France,23,1998,2.0,7,5,1,3,3,3,3,100.0,0,1,0,1,1,8,1,0
Ibrahima Konaté,DF,France,23,1999,3.3,15,6,11,4,0,5,5,100.0,0,5,2,3,7,22,16,0
Ismaël Koné,"MF,DF",Canada,20,2002,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Teun Koopmeiners,MF,Netherlands,24,1998,2.4,10,5,2,8,0,5,8,62.5,3,2,1,1,4,14,4,0
Filip Kostić,DF,Serbia,29,1992,2.0,6,3,2,1,3,2,2,100.0,0,3,0,3,0,6,1,0
Kalidou Koulibaly,DF,Senegal,30,1991,4.0,12,9,10,2,0,7,11,63.6,4,4,1,3,2,14,30,0
Jules Koundé,DF,France,23,1998,5.3,11,8,9,1,1,7,12,58.3,5,7,4,3,5,16,8,0
Cheikhou Kouyaté,MF,Senegal,32,1989,0.8,0,0,0,0,0,0,0,,0,2,1,1,2,2,4,0
Mateo Kovačić,MF,Croatia,28,1994,7.1,24,17,10,11,3,4,11,36.4,7,4,1,3,4,28,5,0
Andrej Kramarić,"FW,MF",Croatia,30,1991,5.3,3,2,0,1,2,0,1,0.0,1,6,0,6,0,3,0,0
Rasmus Kristensen,DF,Denmark,24,1997,2.5,8,7,5,3,0,4,8,50.0,4,3,1,2,1,9,7,0
Grzegorz Krychowiak,MF,Poland,32,1990,3.7,9,4,2,5,2,1,7,14.3,6,5,3,2,5,14,4,0
Takefusa Kubo,FW,Japan,21,2001,1.0,1,1,0,1,0,0,0,,0,3,0,3,0,1,0,0
Mohammed Kudus,"FW,MF",Ghana,21,2000,2.7,5,4,3,0,2,1,2,50.0,1,4,0,4,1,6,0,0
Pierre Kunde,MF,Cameroon,26,1995,1.5,4,2,3,1,0,0,2,0.0,2,0,0,0,4,8,4,0
Garang Kuol,"FW,MF",Australia,17,2004,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Daniel Kyereh,"MF,DF",Ghana,26,1996,0.4,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,4,0
Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,0,0,0,0,0,0,0,,0,1,1,0,2,2,5,0
Aïssa Laïdouni,MF,Tunisia,25,1996,2.7,3,3,3,0,0,1,2,50.0,1,7,1,6,4,7,6,0
Tariq Lamptey,DF,Ghana,21,2000,1.1,3,1,3,0,0,3,4,75.0,1,1,1,0,1,4,4,0
Noa Lang,MF,Netherlands,22,1999,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Aymeric Laporte,DF,Spain,28,1994,3.3,2,0,2,0,0,1,1,100.0,0,0,0,0,3,5,7,0
Cyle Larin,FW,Canada,27,1995,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Richie Laryea,"DF,MF",Canada,27,1995,1.8,3,1,1,2,0,2,2,100.0,0,2,1,1,0,3,3,0
Darko Lazović,DF,Serbia,31,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rafael Leão,FW,Portugal,23,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Mathew Leckie,"MF,FW",Australia,31,1991,3.7,4,4,1,3,0,2,5,40.0,3,5,0,5,1,5,6,0
Robert Lewandowski,FW,Poland,33,1988,4.0,2,2,0,2,0,0,3,0.0,3,3,1,2,1,3,8,0
Matthijs de Ligt,DF,Netherlands,22,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Jesper Lindstrøm,"MF,FW",Denmark,22,2000,2.2,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0
Marko Livaja,FW,Croatia,28,1993,2.7,2,2,0,1,1,1,3,33.3,2,1,0,1,1,3,1,0
Dominik Livaković,GK,Croatia,27,1995,7.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Marcos Llorente,DF,Spain,27,1995,1.3,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,0,0
Hugo Lloris,GK,France,35,1986,6.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Dejan Lovren,DF,Croatia,32,1989,6.7,7,2,5,1,1,3,5,60.0,2,7,5,2,6,13,29,0
Hirving Lozano,FW,Mexico,26,1995,2.8,7,2,1,5,1,3,4,75.0,1,4,0,4,0,7,1,0
Romelu Lukaku,FW,Belgium,29,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Saša Lukić,MF,Serbia,25,1996,2.7,2,0,0,2,0,0,2,0.0,2,2,0,2,1,3,5,1
Ali Maâloul,DF,Tunisia,32,1990,1.0,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,4,0
Awer Mabil,MF,Australia,26,1995,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Alexis Mac Allister,MF,Argentina,23,1998,6.1,9,4,3,5,1,4,7,57.1,3,13,1,12,3,12,6,0
Jamie Maclaren,FW,Australia,28,1993,0.6,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0
Assim Madibo,MF,Qatar,25,1996,1.7,6,3,3,3,0,1,5,20.0,4,6,1,5,2,8,0,0
Abdullah Madu,"DF,MF",Saudi Arabia,28,1993,0.5,1,0,1,0,0,0,0,,0,3,2,1,0,1,2,0
Daizen Maeda,FW,Japan,24,1997,2.0,3,2,1,2,0,0,1,0.0,1,4,0,4,3,6,0,0
Harry Maguire,DF,England,29,1993,4.8,7,3,4,3,0,1,2,50.0,1,4,3,1,4,11,18,0
Lovro Majer,"MF,FW",Croatia,24,1998,1.4,3,1,1,2,0,2,3,66.7,1,1,0,1,0,3,2,0
Nemanja Maksimović,MF,Serbia,27,1995,1.4,4,2,0,3,1,2,3,66.7,1,3,0,3,3,7,3,0
Abdulellah Al-Malki,MF,Saudi Arabia,27,1994,1.9,3,1,3,0,0,1,3,33.3,2,3,0,3,2,5,4,1
Steve Mandanda,GK,France,37,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
José María Giménez,DF,Uruguay,27,1995,3.0,4,1,3,1,0,2,7,28.6,5,6,5,1,7,11,11,0
João Mário,"FW,MF",Portugal,29,1993,0.9,2,1,0,1,1,2,3,66.7,1,2,0,2,0,2,0,0
Marquinhos,DF,Brazil,28,1994,4.7,5,4,3,2,0,4,5,80.0,1,6,1,5,2,7,6,0
Henry Martín,FW,Mexico,29,1992,1.6,1,1,1,0,0,1,2,50.0,1,2,0,2,2,3,1,0
Gabriel Martinelli,FW,Brazil,20,2001,1.3,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0
Carlos Martínez,DF,Costa Rica,23,1999,0.5,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,1,0
Emiliano Martínez,GK,Argentina,29,1992,7.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Lautaro Martínez,FW,Argentina,24,1997,2.7,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Lisandro Martínez,DF,Argentina,24,1998,3.4,6,2,4,2,0,2,2,100.0,0,3,1,2,3,9,14,0
Pape Matar Sarr,MF,Senegal,19,2002,0.7,3,2,1,2,0,1,1,100.0,0,1,0,1,0,3,2,0
Rónald Matarrita,"DF,MF",Costa Rica,27,1994,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1989,2.8,4,2,1,3,0,1,2,50.0,1,0,0,0,1,5,1,0
Noussair Mazraoui,DF,Morocco,24,1997,4.1,14,9,8,4,2,8,11,72.7,3,6,1,5,1,15,16,0
Kylian Mbappé,FW,France,23,1998,6.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bryan Mbeumo,"FW,MF",Cameroon,22,1999,2.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Riley McGree,"FW,MF",Australia,23,1998,2.9,2,1,1,0,1,0,1,0.0,1,5,0,5,5,7,3,0
Weston McKennie,MF,United States,23,1998,3.0,2,1,1,0,1,1,4,25.0,3,4,0,4,0,2,5,0
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
Memphis,FW,Netherlands,28,1994,3.3,1,1,0,1,0,1,2,50.0,1,4,0,4,1,2,0,1
Nuno Mendes,DF,Portugal,19,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0
Jhegson Méndez,MF,Ecuador,25,1997,2.0,2,2,1,1,0,1,1,100.0,0,4,0,4,1,3,1,0
Edouard Mendy,GK,Senegal,30,1992,4.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,1
Nampalys Mendy,MF,Senegal,29,1992,3.0,4,4,3,1,0,2,4,50.0,2,4,0,4,3,7,3,0
Gideon Mensah,DF,Ghana,23,1998,1.0,1,1,0,1,0,1,1,100.0,0,1,1,0,2,3,5,0
Chris Mepham,DF,Wales,24,1997,3.0,8,6,3,5,0,5,6,83.3,1,3,2,1,1,9,16,0
Yassine Meriah,DF,Tunisia,28,1993,3.0,4,2,3,0,1,3,8,37.5,5,5,0,5,1,5,20,0
Dries Mertens,"MF,FW",Belgium,35,1987,0.8,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Lionel Messi,FW,Argentina,34,1987,7.7,5,3,1,3,1,0,2,0.0,2,2,0,2,0,5,0,0
Thomas Meunier,DF,Belgium,30,1991,2.3,6,6,3,3,0,4,5,80.0,1,1,0,1,2,8,5,0
Nikola Milenković,DF,Serbia,24,1997,3.0,10,5,4,5,1,5,6,83.3,1,6,4,2,6,16,10,1
Arkadiusz Milik,"FW,MF",Poland,28,1994,1.1,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Sergej Milinković-Savić,MF,Serbia,27,1995,2.6,5,1,2,3,0,3,4,75.0,1,5,2,3,2,7,5,0
Vanja Milinković-Savić,GK,Serbia,25,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Éder Militão,DF,Brazil,24,1998,3.9,7,6,4,1,2,3,4,75.0,1,1,0,1,3,10,5,0
Liam Millar,DF,Canada,22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kamal Miller,DF,Canada,25,1997,3.0,6,4,5,1,0,2,3,66.7,1,1,1,0,4,10,11,1
Kim Min-jae,DF,Korea Republic,25,1996,3.0,2,1,2,0,0,1,1,100.0,0,5,1,4,2,4,8,0
Takumi Minamino,FW,Japan,27,1995,0.7,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
Kaoru Mitoma,MF,Japan,25,1997,1.8,7,2,6,0,1,3,3,100.0,0,4,1,3,2,9,5,0
Aleksandar Mitrović,FW,Serbia,27,1994,2.9,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0
Stefan Mitrović,DF,Serbia,32,1990,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Filip Mladenović,DF,Serbia,30,1991,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Luka Modrić,MF,Croatia,36,1985,7.3,16,10,4,11,1,7,14,50.0,7,4,2,2,10,26,3,0
Ismaeel Mohammad,DF,Qatar,32,1990,1.9,3,2,1,1,1,1,1,100.0,0,2,0,2,2,5,1,0
Milad Mohammadi,DF,IR Iran,28,1993,2.2,10,3,7,3,0,3,4,75.0,1,2,0,2,1,11,6,0
Sadegh Moharrami,DF,IR Iran,26,1996,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,3,0
Nahuel Molina,DF,Argentina,24,1998,6.3,8,4,6,2,0,4,8,50.0,4,7,1,6,3,11,11,0
César Montes,DF,Mexico,25,1997,3.0,6,3,2,4,0,3,3,100.0,0,0,0,0,2,8,11,0
Gonzalo Montiel,"DF,MF",Argentina,25,1997,1.3,3,2,2,1,0,2,4,50.0,2,1,0,1,1,4,1,0
Kim Moonhwan,DF,Korea Republic,26,1995,4.0,9,4,6,2,1,5,6,83.3,1,3,1,2,4,13,16,0
Kieffer Moore,FW,Wales,29,1992,2.5,1,0,1,0,0,0,0,,0,3,1,2,2,3,7,0
Shaq Moore,DF,United States,25,1996,0.2,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,3,0
Aaron Mooy,MF,Australia,31,1990,4.0,9,6,4,4,1,6,8,75.0,2,6,4,2,3,12,9,0
Álvaro Morata,FW,Spain,29,1992,2.1,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0
Héctor Moreno,DF,Mexico,34,1988,3.0,2,1,2,0,0,1,1,100.0,0,2,1,1,1,3,4,0
Hidemasa Morita,MF,Japan,27,1995,3.2,0,0,0,0,0,0,0,,0,9,2,7,3,3,4,0
Joe Morrell,MF,Wales,25,1997,0.4,3,2,1,2,0,0,1,0.0,1,2,0,2,1,4,0,0
Jordan Morris,"FW,DF",United States,27,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Youssoufa Moukoko,FW,Germany,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mason Mount,MF,England,23,1999,2.1,2,2,1,0,1,0,0,,0,2,0,2,0,2,0,0
Youssef Msakni,"MF,FW",Tunisia,31,1990,1.9,3,1,1,2,0,0,1,0.0,1,2,1,1,0,3,1,0
Thomas Müller,"FW,MF",Germany,32,1989,2.2,2,2,0,1,1,1,2,50.0,1,4,0,4,1,3,0,0
Munir,GK,Morocco,33,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohammed Muntari,"FW,MF",Qatar,28,1993,0.7,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0
Yunus Musah,MF,United States,19,2002,3.8,8,6,4,4,0,1,3,33.3,2,7,0,7,2,10,1,0
Jamal Musiala,"MF,FW",Germany,19,2003,2.9,1,1,0,0,1,1,2,50.0,1,3,1,2,1,2,0,0
Joakim Mæhle,DF,Denmark,25,1997,2.8,9,5,4,3,2,5,7,71.4,2,7,3,4,2,11,6,0
Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yuto Nagatomo,"MF,DF",Japan,35,1986,2.3,4,2,1,2,1,1,1,100.0,0,2,0,2,0,4,3,0
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Keylor Navas,GK,Costa Rica,35,1986,3.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,2,1
