Player,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Thomas Partey,MF,Ghana,29,1993,3.0,176,171,5,5,0,1,1,0,0,0,0,0,146,0,2
Mario Pašalić,"FW,MF",Croatia,27,1995,3.0,95,95,0,0,1,0,1,0,0,0,0,0,76,0,4
Benjamin Pavard,DF,France,26,1996,1.0,90,84,6,1,0,1,1,5,0,0,0,0,82,0,0
Strahinja Pavlović,DF,Serbia,21,2001,2.6,156,152,4,2,0,0,1,2,0,0,0,0,121,0,3
Pedri,MF,Spain,19,2002,4.0,434,428,6,2,3,4,2,2,0,0,0,0,393,0,9
Pedro,FW,Brazil,24,1997,0.7,13,10,3,0,0,0,0,0,0,0,0,0,10,0,0
Facundo Pellistri,"MF,FW",Uruguay,20,2001,2.0,46,46,0,0,0,0,3,0,0,0,0,0,32,0,3
Pepe,DF,Portugal,39,1983,4.0,295,287,4,4,0,4,1,0,0,0,0,0,243,4,0
Danilo Pereira,DF,Portugal,30,1991,1.0,78,76,2,2,0,1,0,0,0,0,0,0,68,0,1
Ivan Perišić,"FW,DF",Croatia,33,1989,7.4,292,254,36,1,1,2,27,34,1,0,0,0,202,2,7
Bruno Petković,FW,Croatia,27,1994,2.6,75,71,3,0,0,2,1,0,0,0,0,0,40,1,5
Germán Pezzella,DF,Argentina,30,1991,0.7,45,43,1,1,0,0,0,0,0,0,0,0,42,1,0
Kalvin Phillips,MF,England,26,1995,0.5,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
Krzysztof Piątek,FW,Poland,26,1995,0.3,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0
Jordan Pickford,GK,England,28,1994,5.0,160,120,39,3,0,0,0,0,0,0,0,0,126,1,1
Orbelín Pineda,MF,Mexico,26,1996,0.8,25,25,0,0,0,0,0,0,0,0,0,0,18,0,1
Gonzalo Plata,"MF,FW",Ecuador,21,2000,3.0,104,87,17,4,0,0,17,3,6,6,0,0,77,0,1
Jackson Porozo,DF,Ecuador,21,2000,1.1,44,43,1,0,1,0,0,1,0,0,0,0,39,0,0
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,128,122,6,4,0,3,2,0,0,0,0,0,92,0,3
Ángelo Preciado,DF,Ecuador,24,1998,2.9,129,98,30,2,0,0,8,28,0,0,0,0,94,1,0
Christian Pulisic,"FW,MF",United States,23,1998,3.5,141,118,23,4,2,0,31,0,19,12,5,1,83,0,7
Adrien Rabiot,MF,France,27,1995,5.4,284,277,6,4,0,1,7,2,0,0,0,0,237,1,6
Nemanja Radonjić,"DF,FW",Serbia,26,1996,0.7,24,20,4,0,0,0,6,4,0,0,0,0,15,0,1
Baba Rahman,DF,Ghana,27,1994,2.0,100,75,24,1,0,0,11,20,3,0,3,0,66,1,3
Gonçalo Ramos,"FW,MF",Portugal,20,2001,1.7,31,29,2,0,0,0,0,0,0,0,0,0,25,0,1
Aaron Ramsey,MF,Wales,31,1990,3.0,112,101,10,3,0,3,5,0,1,0,1,0,88,1,3
Raphinha,FW,Brazil,25,1996,3.5,150,131,18,4,0,1,22,3,11,6,3,0,111,1,4
Marcus Rashford,FW,England,24,1997,1.6,66,65,1,0,0,1,1,1,0,0,0,0,49,0,2
David Raum,DF,Germany,24,1998,2.7,195,153,40,8,0,1,24,25,7,0,7,0,153,2,3
Bassam Al-Rawi,DF,Qatar,24,1997,1.0,57,53,4,4,1,2,0,0,0,0,0,0,47,0,1
Tim Ream,DF,United States,34,1987,4.0,276,269,7,5,0,4,0,2,0,0,0,0,245,0,2
Djorkaeff Reasco,FW,Ecuador,23,1999,0.3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Gio Reyna,FW,United States,19,2002,0.6,38,34,3,0,0,1,2,2,0,0,0,0,26,1,1
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,105,85,19,3,0,3,11,16,0,0,0,0,73,1,0
Everton Ribeiro,MF,Brazil,33,1989,0.4,18,17,1,0,0,0,2,0,1,0,1,0,15,0,0
Declan Rice,MF,England,23,1999,4.6,322,320,2,2,0,3,4,0,0,0,0,0,300,0,4
Richarlison,FW,Brazil,25,1997,3.6,58,55,3,0,1,0,2,0,0,0,0,0,40,0,4
Fabian Rieder,FW,Switzerland,20,2002,0.8,26,24,2,0,0,1,1,0,2,0,1,0,13,0,0
Ró-Ró,DF,Qatar,31,1990,2.9,108,94,12,2,1,0,3,10,0,0,0,0,78,2,5
Connor Roberts,DF,Wales,26,1995,2.2,118,99,19,0,0,0,7,19,0,0,0,0,92,0,3
Antonee Robinson,DF,United States,24,1997,4.0,241,205,36,4,0,1,21,32,0,0,0,0,173,0,7
Sergio Rochet,GK,Uruguay,29,1993,3.0,78,49,29,5,0,0,0,0,0,0,0,0,54,0,0
Joe Rodon,DF,Wales,24,1997,3.0,169,167,2,2,0,0,0,0,0,0,0,0,152,0,0
Rodri,DF,Spain,25,1996,4.3,689,678,11,8,0,3,2,3,0,0,0,0,642,0,1
Charly Rodríguez,MF,Mexico,25,1997,0.4,30,29,0,0,1,1,1,0,0,0,0,0,21,1,1
Guido Rodríguez,MF,Argentina,28,1994,0.6,64,62,2,2,0,1,0,0,0,0,0,0,54,0,0
Kevin Rodríguez,FW,Ecuador,22,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Rodríguez,DF,Switzerland,29,1992,4.0,229,194,35,5,1,3,12,30,0,0,0,0,164,0,7
Rodrygo,"MF,FW",Brazil,21,2001,2.0,113,101,12,2,1,0,9,3,7,4,0,0,91,0,1
Mohamed Ali Ben Romdhane,MF,Tunisia,22,1999,0.8,21,21,0,0,0,0,1,0,0,0,0,0,14,0,2
Cristian Romero,DF,Argentina,24,1998,6.1,375,364,11,9,0,2,0,2,0,0,0,0,337,0,1
Cristiano Ronaldo,FW,Portugal,37,1985,3.2,90,82,8,1,0,0,2,2,0,0,0,0,68,0,3
Marten de Roon,MF,Netherlands,31,1991,2.0,119,115,3,2,0,0,0,1,0,0,0,0,97,1,1
Kye Rowles,DF,Australia,23,1998,4.0,187,180,6,5,0,1,0,0,0,0,0,0,165,1,3
Antonio Rüdiger,DF,Germany,29,1993,3.0,252,242,9,6,0,2,0,2,0,0,0,0,229,1,1
Bryan Ruiz,MF,Costa Rica,36,1985,0.3,12,9,1,0,0,0,0,0,0,0,0,0,8,2,0
Mathew Ryan,GK,Australia,30,1992,4.0,164,111,53,16,0,1,0,0,0,0,0,0,113,0,0
Youssouf Sabaly,DF,Senegal,29,1993,4.0,219,191,27,0,3,1,7,27,0,0,0,0,189,1,1
Abdelhamid Sabiri,MF,Morocco,25,1996,2.0,58,55,3,2,0,2,1,0,1,0,0,0,45,0,1
Romain Saïss,DF,Morocco,32,1990,5.2,199,186,13,10,0,5,1,0,0,0,0,0,159,0,1
Bukayo Saka,FW,England,20,2001,3.2,108,103,5,1,0,1,5,2,0,0,0,0,84,0,4
Hiroki Sakai,"MF,DF",Japan,32,1990,1.3,47,32,14,1,0,0,2,13,0,0,0,0,28,1,1
Youstin Salas,"DF,MF",Costa Rica,25,1996,0.5,19,15,4,0,0,0,0,4,0,0,0,0,15,0,0
William Saliba,DF,France,21,2001,0.3,37,37,0,0,0,0,0,0,0,0,0,0,37,0,0
Mohammed Salisu,DF,Ghana,23,1999,3.0,151,144,7,7,0,0,0,0,0,0,0,0,109,0,2
Tarek Salman,DF,Qatar,24,1997,0.1,10,10,0,0,0,0,1,0,0,0,0,0,7,0,1
Alex Sandro,DF,Brazil,31,1991,2.1,169,144,24,3,0,0,4,21,0,0,0,0,150,1,2
Leroy Sané,"FW,DF",Germany,26,1996,1.2,58,58,0,0,1,0,2,0,0,0,0,0,47,0,0
Na Sang-ho,FW,Korea Republic,25,1996,1.3,37,36,1,0,0,1,8,1,0,0,0,0,24,0,3
Pablo Sarabia,FW,Spain,30,1992,0.0,5,3,2,0,0,0,3,0,2,2,0,0,2,0,1
Josh Sargent,FW,United States,22,2000,1.7,33,31,2,0,0,0,1,0,0,0,0,0,29,0,1
Jeremy Sarmiento,"MF,FW",Ecuador,19,2002,0.9,37,33,4,0,0,0,5,2,2,1,1,0,23,0,2
Ismaila Sarr,"FW,MF",Senegal,24,1998,3.8,81,78,3,0,1,0,8,3,0,0,0,0,52,0,2
Ferjani Sassi,"MF,DF",Tunisia,30,1992,0.5,34,33,0,0,0,0,0,0,0,0,0,0,25,1,0
Fabian Schär,DF,Switzerland,30,1991,1.5,82,75,7,7,0,4,0,0,0,0,0,0,65,0,0
Nico Schlotterbeck,DF,Germany,22,1999,1.0,123,116,6,2,0,2,0,4,0,0,0,0,110,1,1
Kasper Schmeichel,GK,Denmark,35,1986,3.0,87,69,18,1,0,0,0,1,0,0,0,0,72,0,0
Haris Seferović,FW,Switzerland,30,1992,0.8,15,11,3,0,0,0,0,0,0,0,0,0,11,1,0
Alidu Seidu,DF,Ghana,22,2000,1.7,78,62,16,2,0,0,6,14,0,0,0,0,59,0,2
Antoine Semenyo,"FW,MF",Ghana,22,2000,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Kim Seung-gyu,GK,Korea Republic,31,1990,4.0,128,85,43,14,0,0,0,0,0,0,0,0,93,0,0
Paik Seung-ho,MF,Korea Republic,25,1997,0.3,27,27,0,0,0,0,0,0,0,0,0,0,20,0,0
Yasser Al-Shahrani,DF,Saudi Arabia,30,1992,1.0,29,22,7,1,0,0,1,6,0,0,0,0,13,0,1
Xherdan Shaqiri,"FW,MF",Switzerland,30,1991,2.5,104,90,13,2,0,0,15,1,9,8,1,0,67,1,5
Riyadh Sharahili,MF,Saudi Arabia,29,1993,0.6,17,16,1,1,1,0,0,0,0,0,0,0,14,0,0
Luke Shaw,DF,England,26,1995,4.7,400,347,52,15,0,1,22,33,4,1,3,0,335,1,8
Saad Al Sheeb,GK,Qatar,32,1990,1.0,20,13,7,3,0,0,0,0,0,0,0,0,18,0,0
Saleh Al-Shehri,FW,Saudi Arabia,28,1993,2.5,47,39,8,0,1,0,1,0,0,0,0,0,29,0,7
André Silva,FW,Portugal,26,1995,0.3,11,10,1,0,0,0,0,0,0,0,0,0,9,0,0
António Silva,DF,Portugal,18,2003,1.0,62,60,2,2,0,2,0,0,0,0,0,0,60,0,0
Bernardo Silva,MF,Portugal,27,1994,4.0,292,274,17,10,0,2,5,2,5,0,0,0,256,1,8
Thiago Silva,DF,Brazil,37,1984,4.3,344,330,14,14,2,2,1,0,0,0,0,0,322,0,1
Unai Simón,GK,Spain,25,1997,4.3,160,136,24,2,0,0,0,0,0,0,0,0,150,0,0
Xavi Simons,"FW,MF",Netherlands,19,2003,0.1,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1
Ellyes Skhiri,MF,Tunisia,27,1995,3.0,127,122,5,3,0,1,2,1,0,0,0,0,109,0,1
Michał Skóraś,MF,Poland,22,2000,0.5,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Andreas Skov Olsen,"FW,MF",Denmark,22,1999,1.5,63,58,5,0,0,1,4,4,1,0,0,0,43,0,7
Robert Skov,DF,Denmark,26,1996,0.2,21,20,1,0,0,0,5,1,0,0,0,0,17,0,1
Naïm Sliti,"MF,FW",Tunisia,29,1992,1.3,51,42,9,2,0,0,13,2,5,2,2,0,29,0,0
Carlos Soler,MF,Spain,25,1997,1.0,83,78,4,1,0,1,3,1,2,1,1,0,78,1,1
Yuki Soma,"FW,MF",Japan,25,1997,0.9,19,11,8,2,0,0,6,3,3,3,0,0,11,0,1
Yann Sommer,GK,Switzerland,33,1988,3.0,118,97,21,2,0,0,0,0,0,0,0,0,108,0,0
Borna Sosa,DF,Croatia,24,1998,4.7,278,237,40,2,0,1,21,38,0,0,0,0,220,1,5
Harry Souttar,DF,Australia,23,1998,4.0,167,163,4,4,0,2,0,0,0,0,0,0,138,0,1
Djibril Sow,MF,Switzerland,25,1997,2.9,97,94,3,1,0,0,1,0,0,0,0,0,84,0,1
Josip Stanišić,DF,Croatia,22,2000,1.0,49,40,9,2,0,1,1,7,0,0,0,0,36,0,4
Renato Steffen,FW,Switzerland,30,1991,0.4,15,14,1,0,0,0,0,1,0,0,0,0,13,0,0
Raheem Sterling,FW,England,27,1994,1.7,55,55,0,0,0,0,2,0,0,0,0,0,45,0,2
John Stones,DF,England,28,1994,4.8,454,451,3,2,0,3,0,1,0,0,0,0,435,0,0
Luis Suárez,FW,Uruguay,35,1987,1.6,40,37,3,0,0,1,0,0,0,0,0,0,25,0,3
Niklas Süle,DF,Germany,26,1995,3.0,255,239,16,6,0,3,1,10,0,0,0,0,231,0,1
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,19,19,0,0,0,0,4,0,0,0,0,0,10,0,3
Josip Šutalo,DF,Croatia,22,2000,1.0,66,66,0,0,0,1,0,0,0,0,0,0,62,0,0
Karol Świderski,FW,Poland,25,1997,0.5,7,6,1,0,0,0,0,0,0,0,0,0,7,0,0
Wojciech Szczęsny,GK,Poland,32,1990,4.0,142,90,52,19,0,3,0,0,0,0,0,0,84,0,0
Damian Szymański,MF,Poland,26,1995,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Sebastian Szymański,MF,Poland,23,1999,1.5,41,39,2,2,0,0,3,0,0,0,0,0,26,0,3
Dušan Tadić,"MF,FW",Serbia,33,1988,2.9,127,108,17,7,2,1,17,1,9,4,5,0,90,2,3
Nicolás Tagliafico,DF,Argentina,29,1992,4.1,179,138,38,6,0,0,1,32,0,0,0,0,146,3,3
Montassar Talbi,DF,Tunisia,24,1998,3.0,137,133,4,3,0,2,0,0,0,0,0,0,118,0,3
Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,55,49,6,6,0,1,0,0,0,0,0,0,40,0,1
Ao Tanaka,MF,Japan,23,1998,1.9,69,66,3,1,0,0,2,0,0,0,0,0,48,0,0
Shogo Taniguchi,DF,Japan,30,1991,2.3,85,81,4,1,0,3,0,3,0,0,0,0,72,0,0
Mehdi Taremi,FW,IR Iran,29,1992,3.0,78,71,7,0,0,0,0,0,1,0,0,0,58,0,3
Kenneth Taylor,MF,Netherlands,20,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Aurélien Tchouaméni,MF,France,22,2000,6.9,474,461,11,10,1,2,3,1,0,0,0,0,424,2,3
Yeltsin Tejeda,MF,Costa Rica,30,1992,3.0,99,97,1,1,0,2,0,0,0,0,0,0,78,1,1
Alex Telles,DF,Brazil,29,1992,0.7,42,37,5,2,0,0,3,3,0,0,0,0,33,0,0
Sorba Thomas,MF,Wales,22,1999,0.0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0
Marcus Thuram,"FW,MF",France,24,1997,1.7,40,39,1,0,0,0,1,0,0,0,0,0,27,0,1
Youri Tielemans,MF,Belgium,25,1997,1.1,64,60,4,1,0,0,1,2,0,0,0,0,53,0,0
Jurriën Timber,DF,Netherlands,20,2001,4.3,313,301,11,7,2,0,1,4,0,0,0,0,283,1,0
Karl Toko Ekambi,"FW,MF",Cameroon,29,1992,1.8,53,50,3,1,0,1,3,0,2,0,2,0,43,0,2
Nouhou Tolo,DF,Cameroon,24,1997,3.0,109,89,19,1,0,2,7,18,0,0,0,0,83,1,2
Takehiro Tomiyasu,"DF,MF",Japan,23,1998,2.1,103,91,12,5,0,0,0,7,0,0,0,0,73,0,0
Mehdi Torabi,MF,IR Iran,27,1994,0.7,37,36,1,0,1,0,1,1,0,0,0,0,30,0,1
Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,208,196,10,10,0,1,0,0,0,0,0,0,168,2,3
Ferrán Torres,FW,Spain,22,2000,2.4,85,85,0,0,0,0,9,0,0,0,0,0,59,0,7
Gerson Torres,MF,Costa Rica,24,1997,0.7,16,14,2,2,0,0,0,0,0,0,0,0,16,0,0
Pau Torres,DF,Spain,25,1997,1.0,191,189,1,0,1,2,0,1,0,0,0,0,174,1,1
Kieran Trippier,DF,England,31,1990,2.3,195,156,39,9,0,1,10,22,8,2,6,0,165,0,3
Leandro Trossard,"FW,MF",Belgium,27,1994,1.1,57,56,1,0,0,1,2,1,0,0,0,0,43,0,2
Matt Turner,GK,United States,27,1994,4.0,128,98,30,10,0,0,0,0,0,0,0,0,101,0,0
Ayase Ueda,FW,Japan,23,1998,0.5,12,12,0,0,1,0,0,0,0,0,0,0,7,0,0
Hwang Ui-jo,"FW,MF",Korea Republic,29,1992,1.2,11,10,1,0,0,0,0,0,0,0,0,0,9,0,0
Dayot Upamecano,DF,France,23,1998,5.3,351,344,5,4,0,7,0,1,0,0,0,0,314,2,3
Enner Valencia,"FW,MF",Ecuador,32,1989,2.8,57,54,3,0,0,0,3,1,0,0,0,0,40,0,5
Federico Valverde,MF,Uruguay,23,1998,3.0,189,175,13,8,1,3,7,1,4,0,3,0,159,1,1
Virgil van Dijk,DF,Netherlands,30,1991,5.3,356,336,19,19,1,4,0,0,0,0,0,0,311,1,0
Raphaël Varane,DF,France,29,1993,5.8,286,278,8,7,0,0,1,1,0,0,0,0,256,0,0
Guillermo Varela,DF,Uruguay,29,1993,2.0,92,72,20,2,0,1,7,18,0,0,0,0,62,0,2
Ruben Vargas,FW,Switzerland,23,1998,3.2,117,103,14,0,0,0,15,6,8,7,0,0,80,0,7
Matías Vecino,MF,Uruguay,30,1991,2.2,106,105,1,1,0,1,1,0,0,0,0,0,76,0,5
Alexis Vega,FW,Mexico,24,1997,2.1,56,50,6,2,2,0,6,0,4,0,3,0,40,0,2
Miloš Veljković,DF,Serbia,26,1995,2.5,112,111,1,1,0,5,0,0,0,0,0,0,98,0,3
Johan Venegas,"FW,MF",Costa Rica,33,1988,0.8,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
Jordan Veretout,MF,France,29,1993,0.7,36,35,1,1,0,0,0,0,0,0,0,0,33,0,1
Jan Vertonghen,DF,Belgium,35,1987,3.0,269,263,6,5,0,2,0,1,0,0,0,0,238,0,4
Matías Viña,DF,Uruguay,24,1997,0.2,21,17,4,1,0,1,2,3,0,0,0,0,11,0,2
Vitinha,MF,Portugal,22,2000,1.3,108,104,3,1,0,1,2,1,1,0,1,0,100,1,0
Steven Vitória,DF,Canada,35,1987,3.0,186,182,4,4,0,3,0,0,0,0,0,0,160,0,2
Dušan Vlahović,FW,Serbia,22,2000,0.9,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0
Nikola Vlašić,"FW,MF",Croatia,24,1997,2.3,55,55,0,0,0,0,4,0,0,0,0,0,45,0,2
Mohammed Waad,"MF,DF",Qatar,22,1999,0.3,12,12,0,0,0,0,1,0,0,0,0,0,9,0,1
Kyle Walker,DF,England,32,1990,2.6,181,154,27,6,0,4,2,21,0,0,0,0,162,0,0
Danny Ward,GK,Wales,28,1993,1.0,39,25,14,5,0,0,0,0,0,0,0,0,24,0,0
Kendall Waston,DF,Costa Rica,34,1988,2.5,71,69,2,2,0,0,0,0,0,0,0,0,57,0,0
Timothy Weah,FW,United States,22,2000,3.5,108,107,1,0,0,1,8,1,0,0,0,0,90,0,4
Wout Weghorst,FW,Netherlands,29,1992,0.7,15,15,0,0,0,0,0,0,0,0,0,0,9,0,0
Wéverton,GK,Brazil,34,1987,0.1,5,2,3,1,0,0,0,0,0,0,0,0,3,0,0
Silvan Widmer,DF,Switzerland,29,1993,2.9,169,137,31,3,0,0,2,28,0,0,0,0,127,1,4
Iñaki Williams,FW,Ghana,27,1994,3.0,42,41,1,0,0,0,1,0,0,0,0,0,29,0,3
Neco Williams,DF,Wales,21,2001,2.3,101,75,26,0,0,2,5,26,0,0,0,0,69,0,5
Nico Williams,FW,Spain,19,2002,1.6,63,60,2,0,1,0,6,2,0,0,0,0,50,1,2
Callum Wilson,FW,England,30,1992,0.5,10,9,1,0,0,0,0,0,0,0,0,0,9,0,0
Harry Wilson,"MF,FW",Wales,25,1997,1.8,64,56,8,4,1,1,9,0,4,4,0,0,48,0,1
Roan Wilson,MF,Costa Rica,20,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Axel Witsel,MF,Belgium,33,1989,3.0,177,161,16,15,0,0,0,1,0,0,0,0,169,0,1
Jeong Woo-yeong,MF,Korea Republic,22,1999,0.5,15,13,1,0,0,0,1,0,0,0,0,0,12,1,0
Jung Woo-young,MF,Korea Republic,32,1989,3.4,211,208,1,1,0,5,1,0,0,0,0,0,178,2,3
Christopher Wooh,DF,Cameroon,20,2001,1.0,31,27,4,4,0,0,0,0,0,0,0,0,25,0,0
David Wotherspoon,MF,Canada,32,1990,0.2,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0
Bailey Wright,DF,Australia,29,1992,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Haji Wright,FW,United States,24,1998,1.5,27,24,3,0,0,0,1,0,0,0,0,0,20,0,1
Granit Xhaka,MF,Switzerland,29,1992,4.0,243,229,14,12,0,1,0,1,1,0,0,0,215,0,1
Miki Yamane,"DF,MF",Japan,28,1993,0.7,33,28,5,0,0,0,2,5,0,0,0,0,24,0,2
Jawad El Yamiq,DF,Morocco,30,1992,3.4,164,158,6,4,0,2,0,2,0,0,0,0,146,0,1
Taha Yassine Khenissi,FW,Tunisia,30,1992,0.3,6,6,0,0,0,0,0,0,0,0,0,0,2,0,2
DeAndre Yedlin,DF,United States,28,1993,0.4,28,23,5,0,0,0,4,5,0,0,0,0,19,0,0
Maya Yoshida,DF,Japan,33,1988,4.3,232,227,5,4,0,1,0,0,0,0,0,0,198,0,0
Kim Young-gwon,DF,Korea Republic,32,1990,3.9,209,201,7,7,0,7,1,0,0,0,0,0,178,1,0
Cho Yumin,FW,Korea Republic,25,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,25,1996,0.7,22,20,2,2,0,0,0,0,0,0,0,0,19,0,0
Nicola Zalewski,MF,Poland,20,2002,0.7,17,16,1,1,0,0,1,0,0,0,0,0,15,0,0
Andre-Frank Zambo Anguissa,MF,Cameroon,26,1995,2.9,130,127,3,2,0,0,2,1,0,0,0,0,113,0,1
Álvaro Zamora,MF,Costa Rica,20,2002,0.3,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Anass Zaroury,FW,Morocco,21,2000,0.3,13,13,0,0,0,0,3,0,0,0,0,0,8,0,1
Piotr Zieliński,"MF,FW",Poland,28,1994,3.6,153,128,25,8,0,3,16,0,9,3,6,0,124,0,1
Walker Zimmerman,DF,United States,29,1993,3.1,244,239,4,3,0,0,0,1,0,0,0,0,217,1,3
Andrija Živković,DF,Serbia,25,1996,2.3,96,78,17,1,2,0,8,16,0,0,0,0,71,1,2
Hakim Ziyech,FW,Morocco,29,1993,7.1,306,260,42,24,0,15,30,7,11,5,2,0,211,4,8
Filip Đuričić,"MF,FW",Serbia,30,1992,0.2,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0
