Player,Pos,Squad,Age,Born,90s,PassAtt,Live,Dead,FK,ThroughBalls,SideSwitch,Cross,Throw-Ins,Corners,InSwingCorner,OutSwingCorner,StraightCorner,PassesCmp,PassOffside,PassesBlocked
Bruno Guimarães,MF,Brazil,24,1997,0.8,54,51,2,1,0,0,3,0,1,1,0,0,43,1,2
İlkay Gündoğan,MF,Germany,31,1990,2.1,168,164,4,4,1,1,1,0,0,0,0,0,150,0,4
Erick Gutiérrez,MF,Mexico,26,1995,0.5,29,28,1,1,0,0,0,0,0,0,0,0,24,0,0
Joško Gvardiol,DF,Croatia,20,2002,7.7,519,506,11,10,2,3,1,1,0,0,0,0,464,2,0
Asiri Haitham,FW,Saudi Arabia,21,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Ehsan Hajsafi,"MF,DF",IR Iran,32,1990,2.6,98,82,16,6,1,1,11,7,3,0,3,0,61,0,3
Achraf Hakimi,DF,Morocco,23,1998,7.0,382,308,73,6,1,5,12,67,0,0,0,0,312,1,8
Abderrazak Hamdallah,FW,Morocco,31,1990,0.8,15,14,1,0,0,0,0,0,0,0,0,0,8,0,1
Abdelkarim Hassan,DF,Qatar,28,1993,3.0,161,148,13,11,0,10,6,2,0,0,0,0,122,0,8
Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,7,6,1,1,0,0,1,0,0,0,0,0,4,0,1
Abdulaziz Hatem,MF,Qatar,31,1990,2.2,91,84,6,4,0,0,1,0,1,1,0,0,72,1,4
Kai Havertz,FW,Germany,23,1999,1.1,34,32,2,0,0,0,2,0,0,0,0,0,27,0,1
Hassan Al-Haydos,MF,Qatar,31,1990,2.3,80,75,5,2,0,2,4,1,2,2,0,0,65,0,3
Eden Hazard,MF,Belgium,31,1991,1.4,58,58,0,0,1,0,1,0,0,0,0,0,46,0,2
Thorgan Hazard,FW,Belgium,29,1993,1.2,58,43,14,1,0,0,9,6,7,3,3,0,40,1,2
Hwang Hee-chan,"MF,FW",Korea Republic,26,1996,1.3,59,56,2,0,0,0,3,2,0,0,0,0,45,1,4
Jordan Henderson,MF,England,31,1990,3.0,163,153,10,8,1,0,8,2,0,0,0,0,137,0,3
Wayne Hennessey,GK,Wales,35,1987,1.9,66,46,20,4,0,1,0,0,0,0,0,0,50,0,0
Lucas Hernández,DF,France,26,1996,0.1,10,10,0,0,0,0,1,0,0,0,0,0,5,0,0
Theo Hernández,DF,France,24,1997,5.6,339,286,52,7,0,2,13,45,0,0,0,0,289,1,4
Héctor Herrera,MF,Mexico,32,1990,1.8,78,76,2,2,0,2,4,0,0,0,0,0,64,0,3
Son Heung-min,"FW,MF",Korea Republic,29,1992,4.0,115,92,22,1,1,2,21,1,18,6,9,0,77,1,6
Piero Hincapié,DF,Ecuador,20,2002,3.0,200,193,5,3,0,2,1,2,0,0,0,0,168,2,0
Jonas Hofmann,FW,Germany,29,1992,0.3,20,19,1,0,0,0,0,1,0,0,0,0,16,0,1
Junior Hoilett,"FW,MF",Canada,32,1990,1.8,59,50,8,0,0,0,13,1,5,1,4,0,43,1,2
Martin Hongla,MF,Cameroon,24,1998,1.3,61,60,1,0,1,0,1,1,0,0,0,0,49,0,1
Ricardo Horta,FW,Portugal,27,1994,1.3,46,42,4,1,1,0,5,1,2,2,0,0,31,0,0
Hossein Hosseini,GK,IR Iran,29,1992,1.8,47,30,15,4,0,0,0,0,0,0,0,0,23,2,0
Majid Hosseini,DF,IR Iran,25,1996,3.0,106,100,6,4,0,2,0,1,0,0,0,0,86,0,1
Ajdin Hrustic,"MF,FW",Australia,25,1996,0.7,21,19,2,1,0,1,1,1,0,0,0,0,17,0,0
Atiba Hutchinson,MF,Canada,39,1983,1.8,112,108,4,4,0,0,0,0,0,0,0,0,100,0,3
Pierre Højbjerg,MF,Denmark,26,1995,3.0,224,216,8,5,0,10,1,2,0,0,0,0,200,0,1
Romario Ibarra,MF,Ecuador,27,1994,0.8,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
Ivan Ilić,MF,Serbia,21,2001,0.4,20,19,1,1,0,0,0,0,0,0,0,0,19,0,0
Hwang In-beom,MF,Korea Republic,25,1996,3.7,247,242,5,5,0,8,6,0,0,0,0,0,194,0,2
Jackson Irvine,"MF,FW",Australia,29,1993,3.9,128,121,7,2,0,1,2,1,0,0,0,0,103,0,4
Ko Itakura,DF,Japan,25,1997,3.0,111,109,2,2,1,0,0,0,0,0,0,0,98,0,1
Hiroki Ito,DF,Japan,23,1999,0.5,63,61,2,0,0,1,0,2,0,0,0,0,58,0,0
Junya Ito,"MF,FW",Japan,29,1993,3.6,97,80,15,1,0,0,14,9,5,0,3,0,59,2,4
Yahya Jabrane,MF,Morocco,30,1991,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Nicolas Jackson,FW,Senegal,20,2001,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Lee Jae-sung,"MF,FW",Korea Republic,29,1992,2.3,97,97,0,0,0,0,1,0,0,0,0,0,84,0,2
Alireza Jahanbakhsh,MF,IR Iran,28,1993,0.7,17,14,2,1,0,0,1,0,0,0,0,0,11,1,1
Kristijan Jakić,FW,Croatia,25,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismail Jakobs,DF,Senegal,22,1999,3.1,156,115,41,7,0,0,18,29,5,3,2,0,107,0,0
Abolfazl Jalali,DF,IR Iran,23,1998,0.2,29,21,8,1,0,0,2,7,0,0,0,0,20,0,1
Daniel James,"FW,MF",Wales,24,1997,1.7,36,32,3,0,0,0,4,1,1,0,0,0,24,1,0
Vincent Janssen,FW,Netherlands,27,1994,1.0,20,19,1,0,0,0,0,0,0,0,0,0,16,0,1
Ardon Jashari,FW,Switzerland,19,2002,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Issam Jebali,FW,Tunisia,30,1991,2.0,35,30,4,0,0,0,2,1,0,0,0,0,25,1,2
Artur Jędrzejczyk,DF,Poland,34,1987,0.2,4,3,1,0,0,0,0,1,0,0,0,0,3,0,0
Mathias Jensen,MF,Denmark,26,1996,0.9,67,63,4,1,0,1,2,3,0,0,0,0,52,0,0
Gabriel Jesus,FW,Brazil,25,1997,1.0,28,26,2,0,0,0,1,1,0,0,0,0,22,0,2
Raúl Jiménez,FW,Mexico,31,1991,0.7,32,28,3,0,0,0,2,0,0,0,0,0,20,1,2
Kim Jin-su,DF,Korea Republic,30,1992,3.5,146,115,31,1,0,0,16,30,0,0,0,0,105,0,4
Brennan Johnson,"FW,MF",Wales,21,2001,1.0,17,16,1,0,0,0,1,1,0,0,0,0,10,0,1
Alistair Johnston,DF,Canada,23,1998,3.0,186,145,41,6,0,1,8,35,0,0,0,0,147,0,3
Frenkie de Jong,MF,Netherlands,25,1997,5.3,364,357,7,4,0,2,3,3,0,0,0,0,323,0,4
Luuk de Jong,FW,Netherlands,31,1990,0.6,12,10,2,0,0,0,0,0,0,0,0,0,8,0,1
Luka Jović,FW,Serbia,24,1997,0.4,10,9,1,0,0,0,0,1,0,0,0,0,6,0,0
Son Jun-ho,"MF,DF",Korea Republic,30,1992,0.8,59,58,1,1,0,2,0,0,0,0,0,0,55,0,0
Vinicius Júnior,FW,Brazil,21,2000,3.3,90,88,2,0,0,0,12,2,0,0,0,0,68,0,4
Josip Juranović,DF,Croatia,26,1995,6.7,405,336,68,4,0,2,24,64,0,0,0,0,318,1,16
Daichi Kamada,"FW,MF",Japan,25,1996,3.6,104,92,12,2,0,2,5,1,6,2,3,0,83,0,2
Jakub Kamiński,MF,Poland,20,2002,2.6,61,59,2,0,0,0,4,2,0,0,0,0,37,0,3
Hossein Kanaanizadegan,DF,IR Iran,28,1994,0.5,11,10,1,0,0,0,0,1,0,0,0,0,8,0,0
Harry Kane,FW,England,28,1993,4.5,98,94,3,0,2,1,6,1,0,0,0,0,62,1,5
Lee Kang-in,"MF,FW",Korea Republic,21,2001,1.6,77,66,11,5,0,1,12,0,5,3,2,0,62,0,1
Mohamed Kanno,"MF,FW",Saudi Arabia,27,1994,3.0,147,142,5,5,0,1,0,0,0,0,0,0,119,0,1
Fran Karačić,DF,Australia,26,1996,1.0,54,43,11,0,0,0,5,11,0,0,0,0,33,0,1
Ali Karimi,MF,IR Iran,28,1994,1.1,45,44,1,1,0,0,2,0,0,0,0,0,34,0,2
Mark-Anthony Kaye,MF,Canada,27,1994,0.7,61,59,2,1,0,0,0,1,0,0,0,0,51,0,0
Wajdi Kechrida,DF,Tunisia,26,1995,1.2,69,48,21,0,0,0,5,21,0,0,0,0,44,0,6
Thilo Kehrer,DF,Germany,25,1996,0.8,29,24,5,0,0,0,0,5,0,0,0,0,22,0,2
Bilal El Khannouss,MF,Morocco,18,2004,0.6,24,24,0,0,0,1,0,0,0,0,0,0,20,0,3
Wahbi Khazri,"FW,MF",Tunisia,31,1991,0.9,20,16,3,1,0,0,2,0,2,2,0,0,13,1,1
Musab Kheder,DF,Qatar,28,1993,0.1,3,1,2,1,0,1,0,1,0,0,0,0,3,0,0
Boualem Khoukhi,DF,Qatar,31,1990,3.0,197,184,12,10,0,1,0,1,0,0,0,0,169,1,1
Joshua Kimmich,"MF,DF",Germany,27,1995,3.0,267,234,31,7,1,2,21,4,18,8,7,2,226,2,2
Jakub Kiwior,DF,Poland,22,2000,3.9,205,193,12,5,0,3,0,0,0,0,0,0,174,0,2
Simon Kjær,DF,Denmark,33,1989,0.7,59,59,0,0,0,0,0,0,0,0,0,0,50,0,0
Davy Klaassen,"MF,FW",Netherlands,29,1993,2.1,77,77,0,0,1,0,2,0,0,0,0,0,59,0,1
Lukas Klostermann,DF,Germany,26,1996,0.7,52,42,10,2,0,1,0,8,0,0,0,0,51,0,0
Gregor Kobel,GK,Switzerland,24,1997,1.0,29,18,11,3,0,0,0,0,0,0,0,0,21,0,0
Koke,MF,Spain,30,1992,0.6,62,60,0,0,0,2,0,0,0,0,0,0,56,2,0
Randal Kolo Muani,FW,France,23,1998,2.0,43,40,2,0,0,0,1,0,0,0,0,0,25,1,2
Ibrahima Konaté,DF,France,23,1999,3.3,235,225,10,9,1,1,1,1,0,0,0,0,215,0,1
Ismaël Koné,"MF,DF",Canada,20,2002,1.2,101,99,2,2,0,4,1,0,0,0,0,0,96,0,1
Teun Koopmeiners,MF,Netherlands,24,1998,2.4,119,112,5,4,0,1,2,1,0,0,0,0,90,2,5
Filip Kostić,DF,Serbia,29,1992,2.0,113,89,24,2,1,0,16,22,0,0,0,0,72,0,5
Kalidou Koulibaly,DF,Senegal,30,1991,4.0,205,185,20,18,0,4,0,0,0,0,0,0,156,0,3
Jules Koundé,DF,France,23,1998,5.3,311,263,44,2,0,0,2,42,0,0,0,0,252,4,8
Cheikhou Kouyaté,MF,Senegal,32,1989,0.8,23,22,1,0,0,0,2,0,0,0,0,0,19,0,1
Mateo Kovačić,MF,Croatia,28,1994,7.1,460,446,14,5,3,5,3,1,5,0,0,0,415,0,6
Andrej Kramarić,"FW,MF",Croatia,30,1991,5.3,176,167,9,0,0,1,6,3,0,0,0,0,153,0,3
Rasmus Kristensen,DF,Denmark,24,1997,2.5,179,152,26,0,0,1,7,26,0,0,0,0,137,1,4
Grzegorz Krychowiak,MF,Poland,32,1990,3.7,127,123,4,4,0,3,1,0,0,0,0,0,93,0,3
Takefusa Kubo,FW,Japan,21,2001,1.0,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1
Mohammed Kudus,"FW,MF",Ghana,21,2000,2.7,87,78,8,4,1,1,6,1,1,1,0,0,62,1,3
Pierre Kunde,MF,Cameroon,26,1995,1.5,49,40,9,5,0,1,4,1,3,2,1,0,38,0,2
Garang Kuol,"FW,MF",Australia,17,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Daniel Kyereh,"MF,DF",Ghana,26,1996,0.4,23,19,4,1,0,0,5,0,3,2,1,0,18,0,0
Kwon Kyung-won,DF,Korea Republic,30,1992,1.0,43,41,2,2,0,0,0,0,0,0,0,0,39,0,0
Aïssa Laïdouni,MF,Tunisia,25,1996,2.7,123,118,5,3,0,1,3,2,0,0,0,0,99,0,3
Tariq Lamptey,DF,Ghana,21,2000,1.1,34,24,10,0,0,0,3,10,0,0,0,0,21,0,1
Noa Lang,MF,Netherlands,22,1999,0.1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0
Aymeric Laporte,DF,Spain,28,1994,3.3,438,424,14,9,0,3,0,3,0,0,0,0,413,0,2
Cyle Larin,FW,Canada,27,1995,1.5,29,29,0,0,0,0,3,0,0,0,0,0,21,0,3
Richie Laryea,"DF,MF",Canada,27,1995,1.8,47,46,1,0,0,0,1,1,0,0,0,0,35,0,2
Darko Lazović,DF,Serbia,31,1990,0.3,12,12,0,0,0,0,1,0,0,0,0,0,7,0,1
Rafael Leão,FW,Portugal,23,1999,1.0,47,47,0,0,0,1,6,0,0,0,0,0,32,0,1
Mathew Leckie,"MF,FW",Australia,31,1991,3.7,103,101,2,0,0,0,4,2,0,0,0,0,67,0,8
Robert Lewandowski,FW,Poland,33,1988,4.0,91,90,0,0,0,1,3,0,0,0,0,0,61,1,6
Matthijs de Ligt,DF,Netherlands,22,1999,1.0,45,43,2,2,0,1,0,0,0,0,0,0,41,0,0
Jesper Lindstrøm,"MF,FW",Denmark,22,2000,2.2,52,49,2,0,0,0,3,2,0,0,0,0,36,1,2
Marko Livaja,FW,Croatia,28,1993,2.7,58,55,3,0,2,0,1,0,0,0,0,0,35,0,2
Dominik Livaković,GK,Croatia,27,1995,7.7,228,166,62,12,0,0,0,0,0,0,0,0,194,0,1
Marcos Llorente,DF,Spain,27,1995,1.3,106,89,16,3,0,0,2,13,0,0,0,0,95,1,2
Hugo Lloris,GK,France,35,1986,6.3,182,108,73,17,0,0,0,0,0,0,0,0,110,1,0
Dejan Lovren,DF,Croatia,32,1989,6.7,460,444,15,14,0,9,3,1,0,0,0,0,405,1,4
Hirving Lozano,FW,Mexico,26,1995,2.8,77,69,7,5,3,0,24,2,0,0,0,0,42,1,7
Romelu Lukaku,FW,Belgium,29,1993,0.6,9,7,2,0,0,0,0,0,0,0,0,0,6,0,0
Saša Lukić,MF,Serbia,25,1996,2.7,162,159,3,3,1,4,1,0,0,0,0,0,143,0,1
Ali Maâloul,DF,Tunisia,32,1990,1.0,63,43,19,1,0,1,13,12,6,5,1,0,39,1,2
Awer Mabil,MF,Australia,26,1995,0.3,14,13,1,0,0,1,0,1,0,0,0,0,10,0,1
Alexis Mac Allister,MF,Argentina,23,1998,6.1,265,264,0,0,0,1,1,0,0,0,0,0,234,1,2
Jamie Maclaren,FW,Australia,28,1993,0.6,15,15,0,0,0,0,2,0,0,0,0,0,7,0,0
Assim Madibo,MF,Qatar,25,1996,1.7,70,67,3,3,0,0,0,0,0,0,0,0,58,0,1
Abdullah Madu,"DF,MF",Saudi Arabia,28,1993,0.5,13,12,1,1,0,0,0,0,0,0,0,0,5,0,1
Daizen Maeda,FW,Japan,24,1997,2.0,17,15,2,0,0,0,0,0,0,0,0,0,8,0,0
Harry Maguire,DF,England,29,1993,4.8,407,391,16,16,0,5,1,0,0,0,0,0,354,0,3
Lovro Majer,"MF,FW",Croatia,24,1998,1.4,98,93,4,1,0,0,8,0,3,3,0,0,78,1,2
Nemanja Maksimović,MF,Serbia,27,1995,1.4,57,55,2,2,0,0,2,0,0,0,0,0,50,0,1
Abdulellah Al-Malki,MF,Saudi Arabia,27,1994,1.9,84,78,6,6,0,0,1,0,0,0,0,0,66,0,1
Steve Mandanda,GK,France,37,1985,1.0,31,19,12,3,0,0,0,0,0,0,0,0,19,0,0
José María Giménez,DF,Uruguay,27,1995,3.0,174,165,8,7,1,1,2,1,0,0,0,0,141,1,0
João Mário,"FW,MF",Portugal,29,1993,0.9,40,37,2,0,0,0,2,0,2,1,1,0,37,1,0
Marquinhos,DF,Brazil,28,1994,4.7,368,355,12,10,0,3,1,2,0,0,0,0,352,1,1
Henry Martín,FW,Mexico,29,1992,1.6,20,16,2,0,0,0,0,0,0,0,0,0,13,2,0
Gabriel Martinelli,FW,Brazil,20,2001,1.3,45,41,4,0,0,0,5,4,0,0,0,0,34,0,0
Carlos Martínez,DF,Costa Rica,23,1999,0.5,15,9,6,1,0,0,0,5,0,0,0,0,10,0,0
Emiliano Martínez,GK,Argentina,29,1992,7.7,187,131,55,16,0,0,0,0,0,0,0,0,120,1,1
Lautaro Martínez,FW,Argentina,24,1997,2.7,63,53,10,0,0,0,0,0,0,0,0,0,47,0,0
Lisandro Martínez,DF,Argentina,24,1998,3.4,156,146,9,8,0,1,1,1,0,0,0,0,133,1,0
Pape Matar Sarr,MF,Senegal,19,2002,0.7,43,35,8,2,0,1,5,0,6,3,1,0,36,0,0
Rónald Matarrita,"DF,MF",Costa Rica,27,1994,0.3,29,26,3,2,0,0,3,1,0,0,0,0,18,0,2
Eric Maxim Choupo-Moting,"FW,MF",Cameroon,33,1989,2.8,66,59,7,0,0,0,0,0,0,0,0,0,44,0,1
Noussair Mazraoui,DF,Morocco,24,1997,4.1,121,96,25,4,0,2,2,21,0,0,0,0,98,0,2
Kylian Mbappé,FW,France,23,1998,6.6,229,216,13,3,3,2,25,4,5,3,0,0,173,0,14
Bryan Mbeumo,"FW,MF",Cameroon,22,1999,2.6,85,74,11,5,0,0,12,0,6,3,2,0,49,0,3
Riley McGree,"FW,MF",Australia,23,1998,2.9,75,73,2,0,0,0,5,0,1,0,1,0,57,0,1
Weston McKennie,MF,United States,23,1998,3.0,153,141,11,2,0,2,1,9,0,0,0,0,117,1,2
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Memphis,FW,Netherlands,28,1994,3.3,123,113,8,0,1,1,2,1,0,0,0,0,93,2,5
Nuno Mendes,DF,Portugal,19,2002,0.5,32,27,5,0,0,1,2,5,0,0,0,0,29,0,0
Jhegson Méndez,MF,Ecuador,25,1997,2.0,140,135,4,4,1,0,2,0,0,0,0,0,128,1,2
Edouard Mendy,GK,Senegal,30,1992,4.0,120,83,37,11,0,2,0,0,0,0,0,0,88,0,0
Nampalys Mendy,MF,Senegal,29,1992,3.0,159,156,3,3,0,8,2,0,0,0,0,0,141,0,3
Gideon Mensah,DF,Ghana,23,1998,1.0,46,39,7,1,0,1,1,6,0,0,0,0,36,0,0
Chris Mepham,DF,Wales,24,1997,3.0,172,167,5,3,0,0,0,2,0,0,0,0,141,0,0
Yassine Meriah,DF,Tunisia,28,1993,3.0,171,163,8,7,2,1,2,1,0,0,0,0,139,0,1
Dries Mertens,"MF,FW",Belgium,35,1987,0.8,33,30,3,0,0,0,5,0,3,2,1,0,22,0,1
Lionel Messi,FW,Argentina,34,1987,7.7,371,323,44,19,4,4,20,0,20,6,11,0,300,4,14
Thomas Meunier,DF,Belgium,30,1991,2.3,147,130,17,2,1,2,6,15,0,0,0,0,110,0,5
Nikola Milenković,DF,Serbia,24,1997,3.0,163,160,3,1,0,1,1,2,0,0,0,0,141,0,3
Arkadiusz Milik,"FW,MF",Poland,28,1994,1.1,29,29,0,0,0,1,0,0,0,0,0,0,19,0,3
Sergej Milinković-Savić,MF,Serbia,27,1995,2.6,120,118,2,2,2,2,1,0,0,0,0,0,87,0,4
Vanja Milinković-Savić,GK,Serbia,25,1997,3.0,125,97,28,7,0,0,0,0,0,0,0,0,90,0,0
Éder Militão,DF,Brazil,24,1998,3.9,277,252,25,6,0,4,3,19,0,0,0,0,251,0,1
Liam Millar,DF,Canada,22,1999,0.1,9,7,2,0,0,0,2,1,1,1,0,0,4,0,0
Kamal Miller,DF,Canada,25,1997,3.0,205,194,9,5,0,0,0,4,0,0,0,0,186,2,1
Kim Min-jae,DF,Korea Republic,25,1996,3.0,191,190,0,0,0,6,1,0,0,0,0,0,167,1,2
Takumi Minamino,FW,Japan,27,1995,0.7,22,20,2,1,0,0,3,0,0,0,0,0,14,0,2
Kaoru Mitoma,MF,Japan,25,1997,1.8,70,57,13,0,0,0,0,13,0,0,0,0,50,0,2
Aleksandar Mitrović,FW,Serbia,27,1994,2.9,69,57,11,0,0,2,1,0,0,0,0,0,54,1,1
Stefan Mitrović,DF,Serbia,32,1990,0.4,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0
Filip Mladenović,DF,Serbia,30,1991,0.7,25,18,7,0,0,0,1,7,0,0,0,0,20,0,1
Luka Modrić,MF,Croatia,36,1985,7.3,551,497,53,33,0,7,33,0,19,7,5,0,465,1,10
Ismaeel Mohammad,DF,Qatar,32,1990,1.9,70,55,15,1,0,1,8,14,0,0,0,0,55,0,1
Milad Mohammadi,DF,IR Iran,28,1993,2.2,68,56,12,0,0,1,2,12,0,0,0,0,44,0,4
Sadegh Moharrami,DF,IR Iran,26,1996,1.0,26,19,7,0,0,0,3,7,0,0,0,0,18,0,0
Nahuel Molina,DF,Argentina,24,1998,6.3,358,294,62,0,0,1,6,62,0,0,0,0,291,2,4
César Montes,DF,Mexico,25,1997,3.0,197,192,3,2,0,3,0,1,0,0,0,0,159,2,3
Gonzalo Montiel,"DF,MF",Argentina,25,1997,1.3,81,69,12,0,0,0,3,12,0,0,0,0,69,0,4
Kim Moonhwan,DF,Korea Republic,26,1995,4.0,242,197,45,2,0,0,15,43,0,0,0,0,201,0,4
Kieffer Moore,FW,Wales,29,1992,2.5,56,56,0,0,0,1,0,0,0,0,0,0,36,0,2
Shaq Moore,DF,United States,25,1996,0.2,21,20,1,0,0,0,0,1,0,0,0,0,14,0,0
Aaron Mooy,MF,Australia,31,1990,4.0,217,206,11,8,0,4,10,0,3,0,3,0,170,0,4
Álvaro Morata,FW,Spain,29,1992,2.1,41,40,1,0,1,1,0,0,0,0,0,0,28,0,1
Héctor Moreno,DF,Mexico,34,1988,3.0,195,179,16,15,0,2,0,1,0,0,0,0,165,0,0
Hidemasa Morita,MF,Japan,27,1995,3.2,157,154,3,2,1,1,3,1,0,0,0,0,129,0,1
Joe Morrell,MF,Wales,25,1997,0.4,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0
Jordan Morris,"FW,DF",United States,27,1994,0.0,4,4,0,0,0,0,2,0,0,0,0,0,1,0,1
Youssoufa Moukoko,FW,Germany,17,2004,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Mason Mount,MF,England,23,1999,2.1,73,70,3,2,0,3,3,0,0,0,0,0,61,0,1
Youssef Msakni,"MF,FW",Tunisia,31,1990,1.9,69,61,8,4,2,3,2,3,1,0,0,0,50,0,3
Thomas Müller,"FW,MF",Germany,32,1989,2.2,78,73,4,0,0,0,5,3,0,0,0,0,56,1,4
Munir,GK,Morocco,33,1989,1.0,28,15,13,0,0,0,0,0,0,0,0,0,19,0,0
Mohammed Muntari,"FW,MF",Qatar,28,1993,0.7,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
Yunus Musah,MF,United States,19,2002,3.8,182,179,3,1,0,1,8,2,0,0,0,0,151,0,7
Jamal Musiala,"MF,FW",Germany,19,2003,2.9,105,104,0,0,2,0,1,0,0,0,0,0,85,1,2
Joakim Mæhle,DF,Denmark,25,1997,2.8,146,120,26,1,0,0,4,25,0,0,0,0,119,0,2
Georges-Kévin N'Koudou,"FW,MF",Cameroon,27,1995,0.3,12,11,1,0,0,1,2,0,1,0,0,0,9,0,2
Yuto Nagatomo,"MF,DF",Japan,35,1986,2.3,109,88,17,3,0,0,6,14,0,0,0,0,78,4,1
Sami Al-Najei,MF,Saudi Arabia,25,1997,0.5,21,18,3,0,0,0,5,0,3,1,2,0,13,0,0
Keylor Navas,GK,Costa Rica,35,1986,3.0,102,60,41,8,0,0,0,0,0,0,0,0,61,1,0
Iliman Ndiaye,"FW,MF",Senegal,22,2000,1.5,32,29,3,0,0,0,2,1,0,0,0,0,25,0,0
Victor Nelsson,DF,Denmark,23,1998,1.0,74,71,3,3,0,3,0,0,0,0,0,0,69,0,0
Manuel Neuer,GK,Germany,36,1986,3.0,127,111,16,2,0,0,0,0,0,0,0,0,115,0,0
Rúben Neves,MF,Portugal,25,1997,3.0,257,251,5,5,0,4,2,0,0,0,0,0,235,1,3
Neymar,MF,Brazil,30,1992,3.1,153,131,22,8,2,0,8,3,9,6,1,0,121,0,5
Moumi Ngamaleu,"FW,MF",Cameroon,27,1994,1.1,25,24,1,0,0,0,1,1,0,0,0,0,21,0,0
Jerome Ngom Mbekeli,MF,Cameroon,23,1998,0.1,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,91,89,1,1,0,0,0,0,0,0,0,0,79,1,0
Andries Noppert,GK,Netherlands,28,1994,5.3,192,145,47,7,0,1,0,0,0,0,0,0,157,0,1
Ahmad Nourollahi,MF,IR Iran,29,1993,2.5,54,52,1,0,0,0,3,0,0,0,0,0,35,1,0
Olivier Ntcham,MF,Cameroon,26,1996,0.3,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1
Matheus Nunes,MF,Portugal,23,1998,0.8,33,32,1,0,0,0,3,1,0,0,0,0,28,0,1
Darwin Núñez,FW,Uruguay,22,1999,2.7,56,53,3,0,0,0,4,1,0,0,0,0,35,0,1
Christian Nørgaard,MF,Denmark,28,1994,0.1,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0
Guillermo Ochoa,GK,Mexico,36,1985,3.0,109,75,32,6,0,0,0,0,0,0,0,0,93,2,0
Denis Odoi,DF,Ghana,34,1988,0.1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
Noah Okafor,"FW,MF",Switzerland,22,2000,0.5,22,22,0,0,0,1,0,0,0,0,0,0,17,0,1
Mathías Olivera,DF,Uruguay,24,1997,2.8,133,107,26,1,0,0,6,25,0,0,0,0,104,0,5
Dani Olmo,FW,Spain,24,1998,4.1,198,180,17,3,3,1,10,0,14,1,3,0,162,1,6
Amadou Onana,MF,Belgium,20,2001,1.2,64,63,0,0,1,0,0,0,0,0,0,0,58,1,0
André Onana,GK,Cameroon,26,1996,0.9,59,44,15,6,0,0,0,0,0,0,0,0,45,0,0
Gaël Ondoua,MF,Cameroon,26,1995,0.5,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
Loïs Openda,FW,Belgium,22,2000,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
Mislav Oršić,FW,Croatia,29,1992,1.8,54,51,3,0,2,0,4,1,2,2,0,0,40,0,1
Jonathan Osorio,"MF,FW",Canada,30,1992,1.3,57,55,2,0,0,0,0,2,0,0,0,0,52,0,0
Nicolás Otamendi,DF,Argentina,34,1988,7.7,577,565,12,10,0,1,0,2,0,0,0,0,532,0,1
Otávio,MF,Portugal,27,1995,2.2,127,122,5,0,1,0,5,2,0,0,0,0,98,0,2
Samuel Oum Gouet,MF,Cameroon,24,1997,1.1,59,59,0,0,0,1,1,0,0,0,0,0,52,0,0
Azzedine Ounahi,MF,Morocco,22,2000,6.3,265,257,5,4,2,1,3,1,0,0,0,0,216,3,8
Bryan Oviedo,DF,Costa Rica,32,1990,2.9,89,77,10,1,0,0,2,9,0,0,0,0,67,2,5
Mohammed Al-Owais,GK,Saudi Arabia,30,1991,3.0,100,54,46,17,0,1,0,0,0,0,0,0,57,0,0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,24,18,6,1,0,0,0,5,0,0,0,0,19,0,0
Exequiel Palacios,"MF,DF",Argentina,23,1998,0.6,28,26,1,1,0,0,0,0,0,0,0,0,25,1,0
João Palhinha,MF,Portugal,26,1995,0.4,31,30,1,1,0,0,0,0,0,0,0,0,26,0,0
Lucas Paquetá,MF,Brazil,24,1997,3.5,202,193,8,2,0,0,4,6,0,0,0,0,169,1,4
Leandro Paredes,MF,Argentina,27,1994,2.5,246,233,12,11,0,1,0,1,0,0,0,0,230,1,0
