Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Theo Leoni,BEL,"MF,DF",Anderlecht,24-195,2000,9.2,16,13,6,7,3,10,17,58.8,7,8,0,8,17,33,18,0
Fedde Leysen,BEL,DF,Union SG,21-116,2003,7.8,12,9,8,3,1,6,8,75.0,2,8,3,5,14,26,22,0
Tobe Leysen,BEL,GK,OH Leuven,22-238,2002,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
Jonas Lietaert,BEL,DF,Cercle Brugge,20-109,2004,0.6,3,3,1,2,0,2,6,33.3,4,1,0,1,1,4,3,0
Ridwane M'Barki,BEL,"DF,MF",Dender,30-123,1994,1.4,2,2,1,0,1,2,5,40.0,3,7,1,6,2,4,3,0
Kevin Mac Allister,ARG,DF,Union SG,26-361,1997,10.6,33,22,15,16,2,16,35,45.7,19,18,7,11,24,57,39,0
Koki Machida,JPN,DF,Union SG,27-069,1997,11.0,11,8,8,2,1,7,17,41.2,10,11,8,3,23,34,43,0
Nicolas Madsen,DEN,MF,Westerlo,24-230,2000,4.0,10,7,4,5,1,5,8,62.5,3,3,1,2,3,13,8,0
Mathieu Maertens,BEL,"FW,MF",OH Leuven,29-220,1995,8.6,6,5,2,2,2,1,7,14.3,6,10,1,9,5,11,6,0
Gary Magnée,BEL,"MF,DF",Cercle Brugge,25-021,1999,4.3,10,7,8,2,0,6,8,75.0,2,11,2,9,9,19,13,0
Mark Mampasi,UKR,DF,Kortrijk,21-235,2003,5.8,11,6,5,4,2,5,8,62.5,3,6,3,3,3,14,28,0
José Marsà,ESP,DF,Mechelen,22-243,2002,9.8,12,10,6,6,0,4,9,44.4,5,23,12,11,11,23,34,1
Ar'jany Martha,NED,"MF,DF",Beerschot,21-059,2003,4.4,20,7,13,6,1,10,22,45.5,12,10,3,7,10,30,18,1
Kéres Masangu,BEL,"MF,FW",Dender,24-240,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Davor Matijas,CRO,GK,Beerschot,25-071,1999,7.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,8,0
Hervé Matthys,BEL,DF,Beerschot,28-288,1996,10.1,9,5,5,4,0,6,16,37.5,10,15,11,4,19,28,32,0
Youssef Maziz,FRA,"MF,FW",OH Leuven,26-131,1998,7.9,5,2,3,2,0,2,3,66.7,1,4,0,4,4,9,5,0
Loïc Mbe Soh,FRA,DF,Beerschot,23-142,2001,5.0,6,4,5,1,0,2,5,40.0,3,6,5,1,5,11,27,0
Isaac Mbenza,BEL,FW,Charleroi,28-239,1996,3.5,3,2,0,2,1,1,4,25.0,3,0,0,0,1,4,7,0
Mark McKenzie,USA,FW,Genk,25-251,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dire Mebude,SCO,FW,Westerlo,20-158,2004,6.0,4,3,1,2,1,2,8,25.0,6,5,0,5,3,7,4,0
Brandon Mechele,BEL,DF,Club Brugge,31-279,1993,12.0,19,13,14,4,1,8,15,53.3,7,14,6,8,17,36,50,0
Nayel Mehssatou,CHI,"MF,DF",Kortrijk,22-205,2002,8.6,16,8,3,10,3,4,12,33.3,8,13,2,11,11,27,16,0
Hamza Mendyl,MAR,"DF,MF",OH Leuven,27-012,1997,4.4,12,9,6,6,0,6,9,66.7,3,8,2,6,4,16,16,0
Billel Messaoudi,ALG,"FW,MF",Kortrijk,26-317,1997,1.4,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,1,0
Senna Miangue,BEL,DF,Cercle Brugge,27-271,1997,7.3,7,6,3,4,0,7,12,58.3,5,8,3,5,11,18,44,0
Simion Michez,BEL,"DF,MF",Beerschot,22-267,2002,5.4,15,7,4,10,1,10,12,83.3,2,12,0,12,7,22,14,0
Simon Mignolet,BEL,GK,Club Brugge,36-241,1988,12.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1
Alan Minda,ECU,"FW,MF",Cercle Brugge,21-172,2003,4.3,3,2,2,0,1,3,4,75.0,1,2,0,2,0,3,0,0
David Mindombe,BEL,DF,Sint-Truiden,23-136,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0
Stefan Mitrović,SRB,FW,OH Leuven,22-079,2002,2.6,3,2,2,1,0,2,4,50.0,2,2,0,2,2,5,1,0
Stefan Mitrović,SRB,DF,Gent,34-164,1990,9.3,16,8,13,3,0,14,17,82.4,3,13,10,3,9,25,48,0
Anthony Moris,LUX,GK,Union SG,34-187,1990,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,1
Kerim Mrabti,SWE,"MF,FW",Mechelen,30-166,1994,9.1,7,2,3,3,1,3,7,42.9,4,7,4,3,5,12,7,0
Suphanat Mueanta,THA,"FW,MF",OH Leuven,22-092,2002,0.7,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Moussa N'Diaye,SEN,DF,Anderlecht,22-137,2002,7.5,15,10,9,5,1,6,10,60.0,4,3,1,2,8,23,25,1
Ignace N'Dri,CIV,"FW,DF",OH Leuven,24-006,2000,10.3,22,12,7,10,5,6,13,46.2,7,9,2,7,3,25,4,0
Flávio Nazinho,POR,DF,Cercle Brugge,21-105,2003,7.7,23,16,10,10,3,16,25,64.0,9,11,1,10,16,39,19,2
Roman Neustädter,RUS,DF,Westerlo,36-258,1988,9.0,13,4,8,5,0,8,12,66.7,4,9,3,6,13,26,44,0
Julien Ngoy,BEL,FW,Mechelen,27-000,1997,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Nathan Ngoy,BEL,DF,Standard Liège,21-145,2003,2.7,8,5,6,2,0,5,7,71.4,2,6,4,2,5,13,15,0
Adam Nhaili,BEL,"FW,MF",Sint-Truiden,19-085,2005,1.9,2,1,2,0,0,0,1,0.0,1,1,0,1,1,3,0,0
Ousseynou Niang,SEN,"DF,FW",Union SG,23-021,2001,2.8,10,9,5,3,2,4,10,40.0,6,4,1,3,0,10,1,0
Casper Nielsen,DEN,MF,Club Brugge,30-187,1994,1.1,1,0,0,1,0,0,0,,0,0,0,0,1,2,3,0
Gustaf Nilsson,SWE,FW,Club Brugge,27-163,1997,8.2,5,2,1,2,2,2,3,66.7,1,6,2,4,2,7,8,0
Ken Nkuba,BEL,"MF,DF",Genk,22-286,2002,1.5,7,5,5,1,1,1,5,20.0,4,2,0,2,2,9,3,0
Petter Nosa Dahl,NOR,"MF,FW",Mechelen,21-285,2003,1.8,7,4,1,2,4,4,5,80.0,1,3,0,3,3,10,1,0
Lucas Noubi,BEL,DF,Standard Liège,19-292,2005,1.5,2,0,0,2,0,1,2,50.0,1,1,0,1,4,6,7,0
Bruny Nsimba,BEL,FW,Dender,24-211,2000,11.2,6,5,2,2,2,2,5,40.0,3,5,0,5,2,8,5,0
Erick Nunes,BRA,"MF,DF",Cercle Brugge,20-247,2004,4.9,17,10,6,7,4,9,18,50.0,9,9,1,8,6,23,11,1
Antonio Nusa,NOR,"FW,MF",Club Brugge,19-199,2005,1.8,2,1,1,0,1,2,3,66.7,1,0,0,0,0,2,1,0
Mardochee Nzita,BEL,"DF,FW",Charleroi,24-252,2000,0.8,1,0,1,0,0,1,3,33.3,2,3,0,3,0,1,1,0
Aiden O'Neill,AUS,MF,Standard Liège,26-121,1998,12.0,30,19,9,20,1,14,31,45.2,17,15,4,11,9,39,22,0
Denis Odoi,GHA,"MF,DF",Antwerp,36-159,1988,7.0,12,8,4,6,2,7,10,70.0,3,4,3,1,7,19,16,0
Ryoya Ogawa,JPN,"DF,MF",Sint-Truiden,27-344,1996,11.8,28,16,18,7,3,17,28,60.7,11,19,5,14,11,39,41,1
Kazeem Olaigbe,BEL,"MF,FW",Cercle Brugge,21-305,2003,5.5,11,8,2,4,5,7,13,53.8,6,7,0,7,0,11,3,0
Takuma Ominami,JPN,DF,OH Leuven,26-325,1997,6.3,7,6,6,1,0,3,4,75.0,1,7,1,6,0,7,22,0
Jacob Ondrejka,SWE,"FW,MF",Antwerp,22-061,2002,10.5,8,7,4,3,1,2,3,66.7,1,6,0,6,4,12,0,0
Raphael Onyedika,NGA,MF,Club Brugge,23-197,2001,7.8,17,12,6,11,0,5,13,38.5,8,9,1,8,10,27,9,3
Ragnar Oratmangoen,IDN,"MF,DF",Dender,26-286,1998,0.9,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,3,0
Joel Ordóñez,ECU,DF,Club Brugge,20-195,2004,6.9,5,3,2,3,0,2,5,40.0,3,4,2,2,12,17,21,1
Emir Ortakaya,TUR,DF,Westerlo,20-133,2004,0.5,1,0,0,1,0,0,0,,0,1,1,0,2,3,2,0
Manuel Osifo,BEL,DF,OH Leuven,21-094,2003,2.0,5,3,2,3,0,4,5,80.0,1,1,0,1,2,7,4,0
Zakaria El Ouahdi,MAR,"DF,MF",Genk,22-307,2001,8.9,19,13,14,2,3,12,25,48.0,13,18,8,10,14,33,18,0
Aziz Ouattara,CIV,MF,Mechelen,23-303,2001,9.5,17,12,8,8,1,6,15,40.0,9,14,4,10,9,26,28,0
Kader Ouattara,BFA,"MF,FW",Cercle Brugge,19-160,2005,3.1,6,4,0,2,4,1,3,33.3,2,10,2,8,1,7,0,0
Aiham Ousou,SYR,DF,Charleroi,24-298,2000,6.6,10,7,6,3,1,3,5,60.0,2,7,6,1,13,23,33,0
Louis Patris,BEL,DF,Anderlecht,23-148,2001,0.0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Louis Patris,BEL,"DF,MF",Sint-Truiden,23-148,2001,5.8,23,9,8,12,3,9,21,42.9,12,14,1,13,10,33,17,0
Mike Penders,BEL,GK,Genk,19-094,2005,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jérémy Pétris,FRA,DF,Charleroi,26-279,1998,10.6,32,21,21,9,2,20,25,80.0,5,4,0,4,15,47,23,0
Patrick Pflücke,GER,"DF,MF",Mechelen,27-338,1996,10.3,14,10,11,2,1,12,27,44.4,15,13,2,11,1,15,20,0
Arthur Piedfort,BEL,MF,Westerlo,19-275,2005,8.5,25,10,6,13,6,8,13,61.5,5,12,3,9,7,32,10,0
Lucas Pirard,BEL,GK,Kortrijk,29-237,1995,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brian Plat,NED,"DF,MF",Beerschot,24-211,2000,8.3,24,12,14,10,0,9,16,56.3,7,15,3,12,10,34,33,1
Ewoud Pletinckx,BEL,DF,OH Leuven,24-023,2000,4.5,4,2,2,2,0,1,2,50.0,1,6,6,0,3,7,31,0
Boris Popović,SRB,DF,Cercle Brugge,24-250,2000,1.8,1,1,0,1,0,0,1,0.0,1,4,2,2,3,4,2,0
Dennis Praet,BEL,"MF,FW",Antwerp,30-172,1994,0.9,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,2,0
Isaac Price,NIR,MF,Standard Liège,21-037,2003,9.7,18,10,6,12,0,9,25,36.0,16,19,3,16,5,23,16,1
Cameron Puertas,SUI,MF,Union SG,26-076,1998,2.2,2,2,0,2,0,2,5,40.0,3,2,0,2,1,3,0,0
Joedrick Pupe,BEL,DF,Dender,27-151,1997,9.2,9,6,4,4,1,5,10,50.0,5,9,4,5,19,28,43,0
Toon Raemaekers,BEL,DF,Mechelen,24-054,2000,10.5,22,10,17,4,1,13,25,52.0,12,14,7,7,13,35,47,0
Benito Raman,BEL,FW,Mechelen,29-361,1994,2.1,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0
Mathias Rasmussen,NOR,MF,Union SG,26-343,1997,4.2,12,6,5,3,4,2,3,66.7,1,4,0,4,7,19,7,0
Christiaan Ravych,BEL,DF,Cercle Brugge,22-095,2002,11.6,30,13,16,13,1,17,26,65.4,9,13,8,5,17,47,37,0
Semm Renders,BEL,"DF,MF",Antwerp,16-321,2007,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Tom Reyners,BEL,"MF,FW",Beerschot,24-196,2000,4.9,10,7,7,3,0,6,10,60.0,4,4,2,2,1,11,2,0
Bryan Reynolds,USA,DF,Westerlo,23-127,2001,10.4,24,17,16,5,3,14,20,70.0,6,10,3,7,9,33,23,0
Federico Ricca,URU,DF,OH Leuven,29-337,1994,6.4,4,3,4,0,0,2,4,50.0,2,6,4,2,10,14,28,0
Jaïro Riedewald,NED,MF,Antwerp,28-054,1996,0.4,2,0,0,1,1,0,0,,0,0,0,0,0,2,1,0
Mats Rits,BEL,MF,Anderlecht,31-107,1993,9.5,9,7,2,4,3,5,10,50.0,5,13,6,7,9,18,18,0
Nathan Rôdes,BEL,MF,Dender,26-327,1997,11.5,24,17,9,11,4,12,31,38.7,19,24,4,20,5,29,21,1
Kevin Rodríguez,ECU,FW,Union SG,24-243,2000,4.6,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,5,0
Davy Roef,BEL,GK,Gent,30-270,1994,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0
Žan Rogelj,SVN,DF,Charleroi,24-343,1999,1.4,4,3,3,1,0,2,2,100.0,0,1,1,0,1,5,6,0
Zaid Romero,ARG,DF,Club Brugge,24-323,1999,3.9,9,6,5,4,0,4,6,66.7,2,2,1,1,6,15,14,0
Tuur Rommens,BEL,DF,Westerlo,21-221,2003,9.8,17,10,10,6,1,7,15,46.7,8,17,4,13,26,43,32,1
Gilles Ruyssen,BEL,DF,Dender,30-137,1994,11.5,22,13,17,4,1,15,27,55.6,12,14,9,5,25,47,62,0
Kyriani Sabbe,BEL,DF,Club Brugge,19-286,2005,0.6,3,2,1,2,0,2,3,66.7,1,1,0,1,1,4,5,0
Mujaid Sadick,ESP,DF,Genk,24-233,2000,11.8,20,13,11,9,0,10,12,83.3,2,21,15,6,11,31,23,0
Noah Sadiki,COD,MF,Union SG,19-321,2004,10.4,14,9,4,6,4,2,6,33.3,4,15,3,12,8,22,8,0
Marwan Al Sahafi,KSA,FW,Beerschot,20-259,2004,3.7,1,2,0,0,1,0,0,,0,1,0,1,0,1,4,0
Matisse Samoise,BEL,"DF,MF",Gent,22-347,2001,3.3,14,9,8,4,2,9,12,75.0,3,7,4,3,6,20,11,0
Ryan Sanusi,BEL,MF,Beerschot,32-302,1992,11.4,21,12,15,5,1,10,21,47.6,11,23,8,15,11,32,19,0
Killian Sardella,BEL,DF,Anderlecht,22-184,2002,11.0,21,16,11,6,4,12,21,57.1,9,11,5,6,6,27,21,0
Nikolas Sattlberger,AUT,MF,Genk,20-289,2004,6.1,19,8,7,11,1,7,17,41.2,10,6,1,5,8,27,7,0
Allahyar Sayyadmanesh,IRN,"FW,MF",Westerlo,23-126,2001,10.3,20,15,7,7,6,11,17,64.7,6,9,3,6,2,22,11,0
Aurélien Scheidler,FRA,FW,Dender,26-151,1998,3.1,4,2,1,2,1,1,1,100.0,0,1,0,1,0,4,5,0
Joël Schingtienne,BEL,DF,OH Leuven,22-082,2002,4.0,10,5,7,3,0,6,6,100.0,0,9,4,5,4,14,14,0
Rob Schoofs,BEL,MF,Mechelen,30-224,1994,11.7,15,6,5,9,1,8,12,66.7,4,9,1,8,13,28,15,0
Siebe Schrijvers,BEL,MF,OH Leuven,28-107,1996,6.1,16,8,3,10,3,9,10,90.0,1,9,3,6,5,21,15,0
Christopher Scott,GER,MF,Antwerp,22-148,2002,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Joaquin Seys,BEL,DF,Club Brugge,19-219,2005,9.7,19,12,11,4,4,8,16,50.0,8,8,1,7,15,34,23,0
Nick Shinton,BEL,GK,Beerschot,23-176,2001,5.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,6,0
João Silva,POR,DF,Kortrijk,25-293,1999,11.6,14,9,9,4,1,6,10,60.0,4,27,18,9,21,35,48,2
Jan-Carlo Simic,SRB,DF,Anderlecht,19-184,2005,9.0,7,3,5,2,0,1,2,50.0,1,10,9,1,11,18,35,1
Roko Simic,CRO,FW,Kortrijk,21-053,2003,1.4,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,3,0
Hugo Siquet,BEL,DF,Club Brugge,22-116,2002,2.6,5,3,4,1,0,4,10,40.0,6,2,0,2,1,6,9,0
Abdoulaye Sissako,FRA,MF,Kortrijk,26-160,1998,3.0,5,2,1,3,1,1,5,20.0,4,3,0,3,3,8,4,0
Michał Skóraś,POL,"FW,MF",Club Brugge,24-261,2000,3.5,8,4,3,2,3,6,7,85.7,1,4,0,4,2,10,3,0
Andreas Skov Olsen,DEN,FW,Club Brugge,24-309,1999,7.2,4,2,1,2,1,4,8,50.0,4,5,1,4,4,8,5,0
Matte Smets,BEL,DF,Genk,20-303,2004,10.5,15,8,10,5,0,7,10,70.0,3,17,11,6,14,29,34,2
Milan Smits,BEL,MF,Antwerp,19-355,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jordy Soladio,BEL,FW,Dender,26-264,1998,4.1,1,1,0,1,0,0,1,0.0,1,4,1,3,0,1,3,0
Thibo Somers,BEL,"FW,DF",Cercle Brugge,25-231,1999,10.7,12,8,6,4,2,5,17,29.4,12,16,3,13,6,18,10,0
Momodou Sonko,SWE,"MF,FW",Gent,19-276,2005,0.8,5,5,4,1,0,0,0,,0,0,0,0,3,8,0,0
Yira Sor,NGA,FW,Genk,24-101,2000,6.4,7,4,4,3,0,0,2,0.0,2,4,0,4,4,11,1,0
Ibrahima Sory Bangoura,GUI,MF,Genk,20-302,2004,3.1,18,10,6,7,5,6,8,75.0,2,3,0,3,8,26,2,0
Jorne Spileers,BEL,DF,Club Brugge,19-286,2005,1.2,3,1,0,3,0,1,2,50.0,1,3,3,0,0,3,5,0
Alexandre Stanic,BEL,FW,Antwerp,19-310,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Stassin,BEL,FW,Westerlo,19-340,2004,4.5,4,3,1,0,3,1,3,33.3,2,0,0,0,1,5,2,0
Jarne Steuckers,BEL,FW,Genk,22-272,2002,10.9,8,3,5,2,1,5,11,45.5,6,1,0,1,1,9,4,0
Nikola Storm,BEL,"FW,MF",Mechelen,30-033,1994,8.1,7,5,2,4,1,4,7,57.1,3,6,1,5,2,9,5,0
Mario Stroeykens,BEL,"MF,FW",Anderlecht,20-034,2004,8.6,20,9,7,8,5,8,15,53.3,7,7,0,7,5,25,2,1
Franck Surdez,SUI,"MF,FW",Gent,22-181,2002,9.2,16,11,3,7,6,4,15,26.7,11,8,0,8,4,20,4,0
Bosko Sutalo,CRO,DF,Standard Liège,24-306,2000,11.3,30,21,23,6,1,19,22,86.4,3,13,10,3,31,61,52,0
Serhiy Sydorchuk,UKR,MF,Westerlo,33-184,1991,0.3,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Ross Sykes,ENG,DF,Union SG,25-221,1999,1.0,4,4,4,0,0,2,2,100.0,0,1,0,1,3,7,8,0
Dembo Sylla,GUI,DF,Dender,21-358,2002,1.1,3,3,3,0,0,1,2,50.0,1,0,0,0,0,3,2,0
Youssuf Sylla,BEL,FW,Charleroi,21-319,2002,4.1,2,0,0,2,0,0,1,0.0,1,1,0,1,1,3,5,0
Tomoki Takamine,JPN,MF,Kortrijk,26-309,1997,5.3,6,2,3,3,0,0,4,0.0,4,3,0,3,2,8,13,0
Chemsdine Talbi,BEL,FW,Club Brugge,19-177,2005,2.1,2,1,1,1,0,2,2,100.0,0,1,0,1,0,2,1,0
Shogo Taniguchi,JPN,DF,Sint-Truiden,33-110,1991,9.4,8,7,4,4,0,3,8,37.5,5,10,7,3,13,21,51,1
Henok Teklab,GER,DF,Union SG,25-352,1998,2.4,7,4,2,5,0,5,7,71.4,2,1,0,1,4,11,2,0
Casper Terho,FIN,"DF,FW",Union SG,21-131,2003,4.8,9,5,4,5,0,6,19,31.6,13,7,1,6,7,16,11,0
Jean Thierry Lazare,CIV,"MF,FW",Union SG,26-240,1998,3.1,13,9,5,4,4,4,7,57.1,3,5,1,4,1,14,1,0
Yassine Titraoui,ALG,MF,Charleroi,21-099,2003,1.5,5,5,2,2,1,3,8,37.5,5,1,0,1,2,7,0,0
Jordan Torunarigha,GER,DF,Gent,27-087,1997,5.6,8,5,7,1,0,6,7,85.7,1,14,9,5,8,16,34,0
Ahmed Touba,ALG,DF,Mechelen,26-235,1998,5.5,10,7,6,3,1,5,5,100.0,0,3,2,1,11,21,20,1
Mamadou Traoré,MLI,DF,Union SG,22-213,2002,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Derrick Tshimanga,BEL,DF,Beerschot,35-362,1988,8.5,11,6,9,1,1,3,6,50.0,3,8,2,6,12,23,23,1
Antef Tsoungui,BEL,DF,OH Leuven,21-308,2002,0.5,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,2,0
Christos Tzolis,GRE,"FW,MF",Club Brugge,22-277,2002,9.6,12,6,6,2,4,5,12,41.7,7,15,0,15,4,16,6,0
Victor Udoh,NGA,"FW,DF",Antwerp,20-015,2004,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Edgaras Utkus,LTU,"DF,MF",Cercle Brugge,24-133,2000,1.7,8,5,6,1,1,6,7,85.7,1,6,2,4,2,10,11,0
Anthony Valencia,ECU,FW,Antwerp,21-104,2003,3.3,4,5,1,0,3,1,6,16.7,5,3,0,3,3,7,2,0
Jules Van Cleemput,BEL,DF,Mechelen,27-205,1997,2.6,2,1,0,2,0,1,4,25.0,3,3,2,1,9,11,4,0
Hendrik Van Crombrugge,BEL,GK,Genk,31-186,1993,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
Zeno Van den Bosch,BEL,DF,Antwerp,21-119,2003,12.0,13,14,10,3,0,7,11,63.6,4,22,14,8,8,21,47,0
Thomas Van den Keybus,BEL,"FW,MF",Westerlo,23-191,2001,1.5,1,0,0,1,0,1,5,20.0,4,4,1,3,0,1,1,0
Hannes Van der Bruggen,BEL,MF,Cercle Brugge,31-215,1993,8.5,18,13,6,7,5,8,26,30.8,18,8,3,5,14,32,17,0
Rein Van Helden,BEL,DF,Sint-Truiden,22-101,2002,11.9,26,15,20,4,2,12,23,52.2,11,27,18,9,22,48,68,0
Koen Van Langendonck,BEL,GK,Westerlo,35-146,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jasper Van Oudenhove,BEL,"MF,DF",Dender,25-365,1998,0.6,2,0,2,0,0,1,3,33.3,2,0,0,0,0,2,3,0
Hans Vanaken,BEL,MF,Club Brugge,32-070,1992,11.7,13,8,7,5,1,3,10,30.0,7,11,0,11,5,18,13,0
Zalán Vancsa,HUN,MF,Gent,20-006,2004,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Tom Vandenberghe,BEL,GK,Kortrijk,32-077,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gerard Vandeplas,BEL,FW,Antwerp,18-251,2006,0.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0
Zinho Vanheusden,BEL,DF,Mechelen,25-096,1999,1.0,1,0,1,0,0,0,0,,0,0,0,0,2,3,6,0
Charles Vanhoutte,BEL,MF,Union SG,26-047,1998,11.2,33,24,12,18,3,17,31,54.8,14,20,4,16,15,48,27,0
Robert-Jan Vanwesemael,BEL,"DF,MF",Sint-Truiden,22-221,2002,6.9,6,4,0,3,3,4,14,28.6,10,9,3,6,9,15,13,0
Hélio Varela,CPV,"MF,DF",Gent,22-183,2002,0.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Óscar Vargas,BEL,DF,Beerschot,18-276,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Luis Vázquez,ARG,"FW,MF",Anderlecht,23-283,2001,2.7,3,3,0,0,3,2,4,50.0,2,2,0,2,0,3,3,0
Thibaud Verlinden,BEL,"MF,FW",Beerschot,25-116,1999,8.8,10,6,2,3,5,3,14,21.4,11,5,0,5,3,13,0,0
Romeo Vermant,BEL,"FW,MF",Club Brugge,20-283,2004,2.6,4,4,1,3,0,3,5,60.0,2,1,0,1,1,5,1,0
Michael Verrips,NED,GK,Dender,27-335,1996,10.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1
Yari Verschaeren,BEL,"MF,FW",Anderlecht,23-113,2001,9.0,18,16,9,5,4,10,19,52.6,9,5,1,4,5,23,13,1
Birger Verstraete,BEL,MF,OH Leuven,30-200,1994,9.8,30,20,17,10,3,11,19,57.9,8,5,1,4,20,50,23,0
Andreas Verstraeten,BEL,MF,Antwerp,18-297,2006,1.0,3,1,1,1,1,3,4,75.0,1,0,0,0,0,3,0,0
Jan Vertonghen,BEL,DF,Anderlecht,37-192,1987,2.0,0,0,0,0,0,0,0,,0,3,2,1,0,0,6,0
Hugo Vetlesen,NOR,MF,Club Brugge,24-247,2000,7.8,16,12,4,8,4,6,9,66.7,3,5,0,5,8,24,10,0
Malcolm Viltard,FRA,MF,Dender,22-009,2002,7.5,17,8,10,6,1,7,21,33.3,14,17,1,16,13,30,20,0
Thibault Vlietinck,BEL,DF,OH Leuven,27-075,1997,3.4,3,2,2,1,0,2,3,66.7,1,4,0,4,2,5,10,0
Luka Vušković,CRO,DF,Westerlo,17-252,2007,11.5,10,7,8,2,0,4,9,44.4,5,9,7,2,9,19,67,0
Sandy Walsh,IDN,"DF,MF",Mechelen,29-233,1995,1.4,1,1,1,0,0,1,1,100.0,0,3,2,1,2,3,6,0
Warleson,BRA,GK,Cercle Brugge,28-063,1996,9.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,14,2
Tsuyoshi Watanabe,JPN,DF,Gent,27-271,1997,12.0,20,10,15,4,1,10,14,71.4,4,20,16,4,9,29,58,1
Marco Weymans,BDI,"DF,MF",Beerschot,27-116,1997,5.3,15,7,5,9,1,7,11,63.6,4,6,1,5,5,20,8,0
D'Margio Wright-Phillips,ENG,"FW,MF",Beerschot,23-039,2001,1.3,2,0,0,0,2,1,4,25.0,3,0,0,0,0,2,0,0
Rihito Yamamoto,JPN,MF,Sint-Truiden,22-326,2001,6.5,11,6,5,5,1,5,11,45.5,6,10,2,8,3,14,14,0
Elton Yeboah,BEL,"MF,DF",Mechelen,19-222,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Daisuke Yokota,JPN,MF,Gent,24-140,2000,2.6,4,1,2,2,0,2,3,66.7,1,0,0,0,0,4,2,0
Griffin Yow,USA,"FW,MF",Westerlo,22-038,2002,2.9,7,4,4,2,1,4,8,50.0,4,2,0,2,1,8,4,0
Alhassan Yusuf,NGA,"MF,DF",Antwerp,24-107,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Kahveh Zahiroleslam,USA,FW,Sint-Truiden,22-142,2002,10.4,8,6,0,7,1,1,9,11.1,8,9,1,8,2,10,13,0
Andi Zeqiri,SUI,"MF,FW",Genk,25-133,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andi Zeqiri,SUI,FW,Standard Liège,25-133,1999,4.9,2,1,0,1,1,0,4,0.0,4,5,1,4,2,4,7,0
Adem Zorgane,ALG,MF,Charleroi,24-301,2000,11.9,40,27,18,17,5,15,34,44.1,19,15,4,11,17,57,14,2
Viktor Đukanović,MNE,"DF,MF",Standard Liège,20-278,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
