Player,Nation,Pos,Squad,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Raoul Bellanova,ITA,DF,Atalanta,24-175,2000,2.6,2,1,1,1,0,2,4,50.0,2,2,0,2,4,6,2,0
Jude Bellingham,ENG,MF,Real Madrid,21-132,2003,3.7,9,8,4,2,3,6,13,46.2,7,6,0,6,2,11,1,0
Jeanuël Belocian,FRA,DF,Leverkusen,19-265,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eliesse Ben Seghir,MAR,"FW,MF",Monaco,19-266,2005,2.3,5,4,1,3,1,4,7,57.1,3,1,0,1,2,7,0,0
Walter Benítez,ARG,GK,PSV Eindhoven,31-294,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
Loris Benito,SUI,DF,Young Boys,32-306,1992,1.4,0,0,0,0,0,0,1,0.0,1,3,3,0,3,3,7,0
Ramy Bensebaini,ALG,DF,Dortmund,29-206,1995,3.0,10,5,6,2,2,7,9,77.8,2,5,2,3,6,16,10,0
Lucas Beraldo,BRA,DF,Paris S-G,20-350,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Paulo Bernardo,POR,MF,Celtic,22-289,2002,1.2,1,0,1,0,0,1,2,50.0,1,3,1,2,1,2,2,0
Maxime Bernauer,FRA,DF,Dinamo Zagreb,26-130,1998,2.2,3,2,3,0,0,1,1,100.0,0,5,1,4,3,6,9,0
Jan-Niklas Beste,GER,"FW,DF",Benfica,25-309,1999,1.0,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,2,0
Sam Beukema,NED,DF,Bologna,25-357,1998,3.7,3,1,2,1,0,1,4,25.0,3,5,3,2,4,7,7,0
Mads Bidstrup,DEN,MF,RB Salzburg,23-257,2001,1.3,3,0,1,2,0,3,7,42.9,4,3,1,2,1,4,3,0
Mika Biereth,DEN,FW,Sturm Graz,21-274,2003,3.4,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,5,0
El Bilal Touré,MLI,"FW,MF",Stuttgart,23-036,2001,1.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,1,0
Veljko Birmančević,SRB,FW,Sparta Prague,26-248,1998,2.8,3,3,1,0,2,1,6,16.7,5,5,0,5,3,6,8,0
Marco Bizot,NED,GK,Brest,33-243,1991,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
César Blackman,PAN,DF,Slovan Bratislava,26-220,1998,4.0,13,9,7,4,2,2,8,25.0,6,5,1,4,6,19,9,0
Hendry Blank,GER,DF,RB Salzburg,20-079,2004,1.2,3,1,1,2,0,2,3,66.7,1,0,0,0,1,4,4,0
Janis Blaswich,GER,GK,RB Salzburg,33-190,1991,3.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Daley Blind,NED,DF,Girona,34-244,1990,1.0,2,0,1,1,0,2,2,100.0,0,0,0,0,2,4,2,0
Lewin Blum,SUI,DF,Young Boys,23-119,2001,2.6,3,1,1,0,2,2,9,22.2,7,0,0,0,1,4,8,0
Lamare Bogarde,NED,DF,Aston Villa,20-308,2004,0.5,3,1,3,0,0,0,1,0.0,1,0,0,0,0,3,2,0
Valerii Bondar,UKR,DF,Shakhtar,25-255,1999,4.0,1,0,1,0,0,1,1,100.0,0,5,3,2,8,9,15,0
Artem Bondarenko,UKR,MF,Shakhtar,24-079,2000,3.1,6,5,4,2,0,2,8,25.0,6,1,0,1,3,9,1,1
Victor Boniface,NGA,FW,Leverkusen,23-321,2000,2.4,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0
Olivier Boscagli,FRA,DF,PSV Eindhoven,26-356,1997,4.0,5,4,3,1,1,2,5,40.0,3,7,2,5,11,16,11,0
Ayyoub Bouaddi,FRA,MF,Lille,17-037,2007,2.3,4,1,3,0,1,3,5,60.0,2,2,1,1,2,6,3,0
Conor Bradley,NIR,DF,Liverpool,21-122,2003,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Daniel Bragança,POR,MF,Sporting CP,25-165,1999,1.9,3,0,2,1,0,1,3,33.3,2,1,0,1,1,4,1,0
Julian Brandt,GER,MF,Dortmund,28-190,1996,3.7,6,4,1,4,1,5,12,41.7,7,2,1,1,4,10,1,0
Gleison Bremer,BRA,DF,Juventus,27-235,1997,1.1,4,3,2,2,0,0,0,,0,4,2,2,1,5,7,1
Marco Brescianini,ITA,MF,Atalanta,24-293,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emi Buendía,ARG,MF,Aston Villa,27-319,1996,0.2,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Hugo Bueno,ESP,"DF,MF",Feyenoord,22-051,2002,2.7,6,3,5,1,0,3,5,60.0,2,7,2,5,6,12,4,1
Rémy Cabella,FRA,MF,Lille,34-245,1990,1.2,1,1,0,1,0,0,2,0.0,2,2,0,2,1,2,0,0
Arthur Cabral,BRA,"FW,MF",Benfica,26-197,1998,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Davide Calabria,ITA,DF,Milan,27-338,1996,0.8,0,0,0,0,0,0,5,0.0,5,0,0,0,0,0,5,0
Riccardo Calafiori,ITA,DF,Arsenal,22-173,2002,2.0,5,5,3,1,1,3,7,42.9,4,2,0,2,1,6,7,0
Hakan Çalhanoğlu,TUR,MF,Inter,30-274,1994,2.4,3,3,3,0,0,0,2,0.0,2,2,2,0,3,6,3,0
Amady Camara,MLI,FW,Sturm Graz,19-164,2005,0.8,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Lamine Camara,SEN,MF,Monaco,20-312,2004,3.0,8,4,4,3,1,3,6,50.0,3,8,0,8,3,11,4,0
Mahdi Camara,FRA,MF,Brest,26-131,1998,3.4,6,4,0,2,4,1,4,25.0,3,8,0,8,5,11,1,0
Francesco Camarda,ITA,FW,Milan,16-243,2008,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,21-364,2002,1.5,7,6,5,2,0,3,4,75.0,1,1,0,1,3,10,4,0
Andrea Cambiaso,ITA,DF,Juventus,24-262,2000,3.4,6,5,3,2,1,5,6,83.3,1,3,1,2,1,7,3,0
Cole Campbell,ISL,FW,Dortmund,18-262,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emre Can,GER,"MF,DF",Dortmund,30-301,1994,3.2,9,7,7,2,0,6,7,85.7,1,1,0,1,5,14,7,1
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,27-055,1997,2.7,6,4,0,4,2,4,10,40.0,6,5,1,4,3,9,1,0
Diego Carlos,BRA,DF,Aston Villa,31-238,1993,3.4,3,0,3,0,0,0,0,,0,3,1,2,3,6,13,0
Marco Carnesecchi,ITA,GK,Atalanta,24-130,2000,4.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
Julián Carranza,ARG,FW,Feyenoord,24-170,2000,0.4,1,0,0,0,1,0,0,,0,1,1,0,1,2,1,0
Álvaro Carreras,ESP,DF,Benfica,21-230,2003,4.0,11,7,7,3,1,5,9,55.6,4,7,2,5,8,19,7,0
Cameron Carter-Vickers,USA,DF,Celtic,26-313,1997,1.7,6,3,5,0,1,1,1,100.0,0,1,1,0,0,6,5,1
Dani Carvajal,ESP,DF,Real Madrid,32-302,1992,2.0,7,3,3,1,3,2,3,66.7,1,2,2,0,5,12,2,0
Marc Casado,ESP,MF,Barcelona,21-055,2003,4.0,15,9,5,8,2,6,10,60.0,4,5,1,4,2,17,7,0
Nicolò Casale,ITA,DF,Bologna,26-268,1998,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Santiago Castro,ARG,FW,Bologna,20-040,2004,1.9,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0
Geny Catamo,MOZ,"DF,MF",Sporting CP,23-287,2001,2.7,5,5,0,3,2,2,5,40.0,3,3,0,3,0,5,1,0
Dani Ceballos,ESP,MF,Real Madrid,28-093,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Julian Chabot,GER,DF,Stuttgart,26-270,1998,3.2,2,1,0,2,0,1,3,33.3,2,6,4,2,6,8,20,0
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19-176,2005,1.2,1,0,0,1,0,1,3,33.3,2,4,2,2,0,1,9,0
Brendan Chardonnet,FRA,DF,Brest,29-322,1994,3.0,6,4,3,2,1,1,3,33.3,2,6,3,3,6,12,23,0
Anrie Chase,JPN,DF,Stuttgart,20-229,2004,1.5,4,3,3,1,0,1,2,50.0,1,2,1,1,2,6,2,0
Lucas Chevalier,FRA,GK,Lille,23-002,2001,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0
Federico Chiesa,ITA,FW,Liverpool,27-014,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tochi Chukwuani,DEN,MF,Sturm Graz,21-229,2003,2.9,2,2,1,1,0,0,3,0.0,3,5,3,2,4,6,6,0
Samuel Chukwueze,NGA,FW,Milan,25-170,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bobby Clark,ENG,MF,RB Salzburg,19-275,2005,2.4,9,3,2,5,2,3,4,75.0,1,3,0,3,1,10,2,0
Silvi Clúa,ESP,MF,Girona,19-284,2005,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Elias Cobbaut,BEL,DF,Sparta Prague,26-350,1997,1.0,0,0,0,0,0,0,1,0.0,1,2,2,0,3,3,2,1
Ebrima Colley,GAM,"MF,FW",Young Boys,24-281,2000,2.5,2,2,0,2,0,1,5,20.0,4,3,2,1,1,3,2,0
Kingsley Coman,FRA,FW,Bayern Munich,28-148,1996,1.1,5,2,3,1,1,2,5,40.0,3,1,0,1,0,5,1,0
Francisco Conceição,POR,FW,Juventus,21-330,2002,2.5,9,6,3,5,1,4,11,36.4,7,2,0,2,0,9,1,0
Abdu Conté,POR,DF,Young Boys,26-229,1998,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Ángel Correa,ARG,"MF,FW",Atlético Madrid,29-244,1995,2.3,2,1,1,0,1,1,3,33.3,2,1,0,1,0,2,2,0
Soumaïla Coulibaly,FRA,DF,Brest,21-025,2003,4.0,6,2,3,3,0,2,2,100.0,0,1,1,0,5,11,16,0
Thibaut Courtois,BEL,GK,Real Madrid,32-181,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Yan Couto,BRA,"DF,MF",Dortmund,22-158,2002,0.7,1,1,0,0,1,0,1,0.0,1,1,0,1,1,2,0,0
Juan Cuadrado,COL,"DF,MF",Atalanta,36-166,1988,0.8,3,1,3,0,0,1,1,100.0,0,1,0,1,1,4,1,0
Pau Cubarsí,ESP,DF,Barcelona,17-291,2007,3.3,1,1,1,0,0,0,0,,0,2,2,0,5,6,7,0
Andres Cuenca,ESP,DF,Barcelona,17-150,2007,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Adam Daghim,DEN,FW,RB Salzburg,19-041,2005,2.0,5,3,2,3,0,1,3,33.3,2,3,0,3,4,9,2,0
Dálcio,GNB,MF,Red Star,28-170,1996,1.9,3,1,2,1,0,2,3,66.7,1,3,0,3,0,3,0,0
Thijs Dallinga,NED,FW,Bologna,24-097,2000,2.1,3,1,2,1,0,0,1,0.0,1,0,0,0,1,4,1,0
Matteo Dams,BEL,DF,PSV Eindhoven,20-244,2004,3.6,12,9,5,6,1,6,11,54.5,5,7,4,3,10,22,5,0
Kryštof Daněk,CZE,FW,Sparta Prague,21-308,2003,0.5,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Danilo,BRA,DF,Juventus,33-116,1991,1.3,4,3,3,1,0,3,4,75.0,1,2,1,1,1,5,6,0
Arnaut Danjuma,NED,FW,Girona,27-282,1997,2.1,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,0
Matteo Darmian,ITA,DF,Inter,34-342,1989,1.8,4,2,4,0,0,1,1,100.0,0,4,1,3,3,7,6,0
Juan David Cabal,COL,DF,Juventus,23-305,2001,1.7,4,2,4,0,0,3,8,37.5,5,2,0,2,2,6,3,0
Jonathan David,CAN,FW,Lille,24-299,2000,3.0,0,0,0,0,0,0,0,,0,3,0,3,0,0,2,0
Alphonso Davies,CAN,DF,Bayern Munich,24-006,2000,4.0,7,4,2,3,2,1,5,20.0,4,6,2,4,4,11,3,0
Kevin De Bruyne,BEL,MF,Manchester City,33-133,1991,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Maxim De Cuyper,BEL,DF,Club Brugge,23-322,2000,4.0,5,2,2,1,2,2,7,28.6,5,4,3,1,5,10,5,1
Charles De Ketelaere,BEL,"MF,FW",Atalanta,23-243,2001,2.2,6,4,3,2,1,3,7,42.9,4,0,0,0,0,6,2,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,30-168,1994,2.8,11,6,6,5,0,7,8,87.5,1,5,0,5,2,13,3,0
Zeno Debast,BEL,DF,Sporting CP,21-015,2003,3.8,6,3,3,3,0,4,7,57.1,3,2,2,0,2,8,5,2
Amar Dedić,BIH,DF,RB Salzburg,22-082,2002,3.0,4,4,1,2,1,4,9,44.4,5,3,1,2,0,4,4,1
Romain Del Castillo,FRA,FW,Brest,28-224,1996,1.8,3,1,0,0,3,3,5,60.0,2,1,0,1,2,5,0,0
Ousmane Dembélé,FRA,FW,Paris S-G,27-177,1997,2.9,2,1,2,0,0,2,3,66.7,1,1,0,1,1,3,0,0
Ermedin Demirović,BIH,"FW,MF",Stuttgart,26-228,1998,1.9,2,0,1,0,1,0,1,0.0,1,1,0,1,0,2,0,0
Michele Di Gregorio,ITA,GK,Juventus,27-104,1997,2.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ángel Di María,ARG,FW,Benfica,36-268,1988,2.8,3,2,2,1,0,2,4,50.0,2,0,0,0,1,4,0,0
Bafodé Diakité,FRA,DF,Lille,23-307,2001,3.5,3,3,2,1,0,1,2,50.0,1,4,2,2,5,8,14,0
Mamady Diambou,MLI,"MF,DF",RB Salzburg,21-363,2002,2.3,7,3,2,3,2,4,7,57.1,3,7,1,6,0,7,7,0
Rúben Dias,POR,DF,Manchester City,27-178,1997,1.5,2,1,0,2,0,2,2,100.0,0,0,0,0,1,3,2,0
Krépin Diatta,SEN,DF,Monaco,25-257,1999,0.4,2,0,2,0,0,2,3,66.7,1,1,0,1,0,2,0,0
Brahim Díaz,MAR,MF,Real Madrid,25-097,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Luis Díaz,COL,FW,Liverpool,27-300,1997,2.4,3,2,1,1,1,1,4,25.0,3,2,0,2,2,5,0,0
Eric Dier,ENG,DF,Bayern Munich,30-298,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,31-111,1993,2.0,3,2,2,0,1,2,2,100.0,0,0,0,0,3,6,8,0
Federico Dimarco,ITA,"DF,MF",Inter,26-364,1997,0.5,1,0,0,1,0,0,3,0.0,3,1,1,0,1,2,1,0
Ousmane Diomande,CIV,DF,Sporting CP,20-340,2003,2.3,2,0,2,0,0,0,2,0.0,2,2,2,0,2,4,6,0
Nasser Djiga,BFA,DF,Red Star,21-359,2002,4.0,6,2,5,1,0,3,3,100.0,0,3,2,1,5,11,19,2
Berat Djimsiti,ALB,DF,Atalanta,31-263,1993,3.5,3,0,1,2,0,1,1,100.0,0,5,2,3,3,6,16,0
Jeremy Doku,BEL,"FW,MF",Manchester City,22-165,2002,1.3,2,2,0,0,2,0,1,0.0,1,3,0,3,0,2,0,0
Sergi Dominguez,ESP,"DF,FW",Barcelona,19-221,2005,0.4,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,25-257,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Nene Dorgeles,MLI,FW,RB Salzburg,21-321,2002,2.2,2,1,0,2,0,0,4,0.0,4,2,0,2,0,2,2,0
Désiré Doué,FRA,FW,Paris S-G,19-158,2005,1.1,2,2,0,2,0,1,3,33.3,2,1,0,1,0,2,0,0
Kamory Doumbia,MLI,MF,Brest,21-264,2003,1.4,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0
Couhaib Driouech,MAR,FW,PSV Eindhoven,22-205,2002,0.6,0,0,0,0,0,0,3,0.0,3,3,1,2,1,1,1,0
Vanja Drkušič,SVN,DF,Red Star,25-009,1999,1.0,2,1,2,0,0,0,0,,0,2,0,2,0,2,6,0
Joel Drommel,NED,GK,PSV Eindhoven,27-358,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Bruno Duarte,BRA,FW,Red Star,28-229,1996,1.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Denzel Dumfries,NED,DF,Inter,28-204,1996,3.2,8,5,6,1,1,4,6,66.7,2,5,3,2,1,9,8,0
Jhon Durán,COL,"FW,MF",Aston Villa,20-331,2003,1.7,2,2,1,1,0,0,0,,0,2,0,2,1,3,2,0
Julien Duranville,BEL,FW,Dortmund,18-187,2006,0.5,2,2,1,0,1,0,1,0.0,1,1,0,1,0,2,0,0
Éderson,BRA,MF,Atalanta,25-124,1999,4.0,2,1,1,0,1,0,2,0.0,2,2,0,2,2,4,2,0
Ederson,BRA,GK,Manchester City,31-083,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Eguinaldo,BRA,FW,Shakhtar,20-091,2004,3.4,3,2,1,1,1,1,4,25.0,3,1,0,1,0,3,2,0
Meschak Elia,COD,"MF,FW",Young Boys,27-094,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Elif Elmas,MKD,MF,RB Leipzig,25-045,1999,0.4,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,0,0
Timi Elšnik,SVN,"MF,DF",Red Star,26-193,1998,4.0,5,4,3,2,0,1,8,12.5,7,7,3,4,0,5,6,0
Breel Embolo,SUI,FW,Monaco,27-268,1997,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Emerson,BRA,DF,Milan,25-299,1999,3.2,6,4,3,1,2,3,9,33.3,6,1,0,1,7,13,6,0
Wataru Endo,JPN,MF,Liverpool,31-273,1993,0.0,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Endrick,BRA,FW,Real Madrid,18-110,2006,0.7,2,1,1,0,1,1,1,100.0,0,2,0,2,1,3,0,0
Arne Engels,BEL,MF,Celtic,21-061,2003,3.6,7,5,0,5,2,2,4,50.0,2,4,0,4,1,8,4,0
Luis Enrique Palma,HON,FW,Celtic,24-296,2000,0.2,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Ricardo Esgaio,POR,DF,Sporting CP,31-176,1993,0.6,3,0,2,1,0,2,3,66.7,1,0,0,0,0,3,3,0
Giovanni Fabbian,ITA,MF,Bologna,21-299,2003,2.8,1,0,0,0,1,0,1,0.0,1,3,0,3,2,3,1,0
Nicolò Fagioli,ITA,"MF,FW",Juventus,23-270,2001,2.2,3,2,2,1,0,2,2,100.0,0,0,0,0,2,5,7,0
Romain Faivre,FRA,FW,Brest,26-117,1998,0.9,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
Ansu Fati,ESP,"FW,MF",Barcelona,22-008,2002,0.4,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0
Lewis Ferguson,SCO,MF,Bologna,25-076,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
