Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Zineddine Belaid,ALG,DF,Sint-Truiden,25-233,1999,0.8,48,9,20,28,0,0,48,0,0,,0,,37,189,71,0,0,0,0,0,35,0
Rafik Belghali,ALG,"DF,MF",Mechelen,22-154,2002,4.7,269,12,78,112,85,11,269,11,7,63.6,4,36.4,174,963,396,7,6,5,4,3,156,30
Soufiane Benjdida,MAR,FW,Standard Liège,23-064,2001,6.1,200,5,19,97,85,16,198,11,4,36.4,7,63.6,132,692,153,3,4,1,21,18,135,32
Antoine Bernier,BEL,FW,Charleroi,27-059,1997,9.0,353,5,28,124,209,41,353,30,15,50.0,12,40.0,264,1891,746,29,18,9,19,13,258,98
Adriano Bertaccini,BEL,"FW,MF",Sint-Truiden,24-087,2000,9.7,271,7,42,110,131,47,270,32,16,50.0,16,50.0,192,1306,613,21,12,9,24,17,176,42
Mohamed Berte,BEL,FW,Dender,22-228,2002,4.9,154,0,9,66,82,27,154,7,2,28.6,5,71.4,122,841,295,10,7,4,12,13,118,39
Mickaël Biron,MTQ,"MF,FW",OH Leuven,27-074,1997,1.0,41,1,4,14,25,5,41,4,1,25.0,3,75.0,31,244,102,4,2,2,2,2,27,10
Sinan Bolat,TUR,GK,Westerlo,36-066,1988,11.0,426,337,423,3,0,0,426,0,0,,0,,291,1744,1094,0,0,0,0,0,200,0
Boli Bolingoli-Mbombo,BEL,DF,Standard Liège,29-130,1995,0.5,19,3,7,7,5,0,19,1,0,0.0,1,100.0,8,25,6,0,0,0,1,1,6,1
Christopher Bonsu Baah,GHA,"FW,MF",Genk,19-330,2004,8.5,501,11,58,210,240,49,501,40,17,42.5,17,42.5,382,2560,1147,35,30,15,28,17,370,99
Jordan Bos,AUS,DF,Westerlo,22-010,2002,3.5,227,13,73,76,85,15,227,20,9,45.0,10,50.0,137,1239,500,14,12,7,12,10,120,38
Sofiane Boufal,MAR,MF,Union SG,31-052,1993,1.2,82,1,11,37,35,7,82,8,2,25.0,6,75.0,54,406,133,5,4,3,4,3,53,3
Amine Boukamir,BEL,MF,Charleroi,18-016,2006,0.1,3,0,0,3,0,0,3,0,0,,0,,3,16,0,0,0,0,0,0,2,0
Rosen Bozhinov,BUL,DF,Antwerp,19-290,2005,0.0,4,2,3,1,0,0,4,0,0,,0,,2,15,12,0,0,0,0,0,2,0
Bilal Brahimi,ALG,"MF,FW",Sint-Truiden,24-239,2000,5.4,357,0,42,149,175,12,357,27,10,37.0,17,63.0,271,2125,981,22,20,5,13,14,259,50
Archie Brown,ENG,DF,Gent,22-164,2002,12.0,797,49,216,340,257,23,797,39,16,41.0,19,48.7,496,3537,1713,54,51,6,29,7,474,85
Bruninho,BRA,"MF,FW",Cercle Brugge,21-239,2003,3.5,147,2,14,57,79,14,147,5,1,20.0,2,40.0,100,587,207,5,2,3,5,5,94,20
Paris Brunner,GER,"MF,FW",Cercle Brugge,18-267,2006,0.8,24,0,2,11,13,3,24,0,0,,0,,18,197,40,2,2,3,7,0,17,8
Massimo Bruno,BEL,MF,Kortrijk,31-052,1993,4.7,216,4,29,102,87,11,216,17,10,58.8,7,41.2,118,593,153,2,2,1,9,8,114,21
Marko Bulat,CRO,"MF,FW",Standard Liège,23-043,2001,10.8,386,12,59,177,157,12,386,23,8,34.8,11,47.8,214,1342,391,7,9,6,20,15,187,33
Christian Burgess,ENG,DF,Union SG,33-032,1991,6.0,343,40,172,157,16,5,343,0,0,,0,,208,1227,669,1,1,0,0,1,199,0
Welat Cagro,BEL,MF,Beerschot,25-161,1999,5.9,370,7,89,224,59,3,369,2,0,0.0,2,100.0,288,1463,509,2,8,1,13,7,279,3
Alexandro Calut,BEL,"DF,MF",Standard Liège,21-200,2003,1.3,80,4,21,35,24,1,80,2,1,50.0,1,50.0,55,402,219,5,6,0,2,0,50,6
Etienne Camara,FRA,MF,Charleroi,21-223,2003,10.6,678,19,140,437,103,9,678,8,1,12.5,5,62.5,427,2213,719,8,16,0,17,13,402,11
Ilay Camara,BEL,DF,Standard Liège,21-295,2003,8.7,426,16,109,184,145,23,426,28,12,42.9,15,53.6,241,1916,1037,29,18,11,21,7,208,53
Alessio Castro-Montes,BEL,"DF,FW",Union SG,27-175,1997,9.2,576,16,82,221,282,17,576,25,10,40.0,11,44.0,378,2587,1157,26,28,2,19,7,357,68
Tjaronn Chery,SUR,"MF,FW",Antwerp,36-157,1988,11.3,470,3,36,216,219,35,470,20,12,60.0,8,40.0,353,2071,774,19,20,7,26,11,347,57
Antoine Colassin,BEL,"FW,MF",Beerschot,23-256,2001,3.8,167,5,23,65,83,13,167,11,3,27.3,8,72.7,114,840,317,7,6,2,14,7,112,20
Kobe Cools,BEL,DF,Dender,27-106,1997,13.0,740,118,365,359,20,9,740,1,1,100.0,0,0.0,391,2139,995,2,0,0,3,0,377,1
Colin Coosemans,BEL,GK,Anderlecht,32-097,1992,13.0,633,394,581,52,0,0,633,0,0,,0,,504,2968,1868,0,0,0,0,0,409,0
Jo Coppens,BEL,GK,Sint-Truiden,33-323,1990,3.0,113,99,113,0,0,0,113,1,1,100.0,0,0.0,83,467,248,0,0,0,0,0,74,0
Kobe Corbanie,BEL,"MF,DF",Antwerp,19-182,2005,5.8,247,18,71,129,49,3,247,3,1,33.3,2,66.7,168,827,363,3,7,0,2,4,159,10
Ayrton Costa,ARG,DF,Antwerp,25-119,1999,11.1,689,49,260,326,110,15,689,9,6,66.7,3,33.3,389,2114,1147,14,15,2,13,4,355,24
Carlos Cuesta,COL,DF,Genk,25-244,1999,2.5,182,16,80,96,6,2,182,0,0,,0,,151,816,443,0,1,0,1,2,147,0
Oday Dabbagh,PLE,FW,Charleroi,25-341,1998,4.1,125,1,3,54,68,20,125,7,3,42.9,4,57.1,91,530,133,5,2,3,6,6,94,36
Colin Dagba,FRA,"MF,FW",Beerschot,26-060,1998,3.7,151,11,59,60,36,4,151,6,4,66.7,2,33.3,87,533,160,1,3,0,9,4,73,10
Jón Dagur Þorsteinsson,ISL,"MF,FW",OH Leuven,25-348,1998,1.0,52,1,4,23,25,4,52,11,6,54.5,4,36.4,30,194,71,2,2,1,4,4,28,8
Jesper Daland,NOR,DF,Cercle Brugge,24-307,2000,2.0,133,9,40,82,11,5,133,4,3,75.0,1,25.0,75,427,183,1,3,0,3,0,73,3
Tobi David,CAN,FW,Union SG,23-128,2001,2.4,81,4,5,29,48,21,80,6,2,33.3,4,66.7,54,262,65,3,2,4,11,1,58,24
Maxim De Cuyper,BEL,DF,Club Brugge,23-322,2000,12.1,1028,48,257,454,325,32,1028,18,12,66.7,4,22.2,674,3478,1511,17,25,4,12,7,659,78
Dion De Neve,BEL,"DF,MF",Kortrijk,22-149,2002,9.1,435,27,95,148,197,11,435,15,7,46.7,7,46.7,235,1768,657,23,11,3,22,9,220,85
Kamiel Van De Perre,BEL,MF,Union SG,20-270,2004,0.4,12,4,5,4,3,1,12,0,0,,0,,3,23,19,1,0,1,0,1,3,1
Nils De Wilde,BEL,MF,Cercle Brugge,21-286,2003,0.3,19,2,7,7,6,0,19,0,0,,0,,11,48,8,0,0,0,0,0,9,0
Ortwin De Wolf,BEL,GK,Mechelen,27-199,1997,13.0,568,490,566,2,0,0,568,0,0,,0,,401,1820,974,0,0,0,1,0,286,0
Max Dean,ENG,FW,Gent,20-261,2004,4.7,122,3,9,60,55,18,122,5,0,0.0,4,80.0,88,490,179,4,4,3,5,3,87,26
Théo Defourny,BEL,GK,Charleroi,32-197,1992,1.0,29,18,27,2,0,0,29,0,0,,0,,23,100,64,0,0,0,0,0,15,0
Tristan Degreef,BEL,"MF,FW",Anderlecht,19-294,2005,1.1,62,3,8,17,38,7,62,6,3,50.0,2,33.3,46,341,160,6,4,2,3,3,48,7
Brecht Dejaegere,BEL,MF,Kortrijk,33-163,1991,5.1,238,11,35,123,85,8,238,9,4,44.4,4,44.4,151,892,367,11,5,1,12,4,138,36
Maxime Delanghe,BEL,GK,Cercle Brugge,23-169,2001,4.0,111,70,107,4,0,0,111,0,0,,0,,56,398,178,0,0,0,0,0,28,0
Martin Delavallée,BEL,GK,Charleroi,20-235,2004,1.0,35,33,35,0,0,0,35,1,1,100.0,0,0.0,27,142,60,0,0,0,0,0,16,0
Mathias Delorge,BEL,MF,Gent,20-100,2004,12.8,877,25,169,547,165,11,877,12,8,66.7,4,33.3,624,3337,1395,12,14,2,13,8,569,19
Isaías Delpupo,ARG,"MF,DF",Sint-Truiden,21-222,2003,0.3,24,1,2,12,10,5,24,0,0,,0,,14,180,70,1,1,3,4,2,14,4
Bas van den Eynden,BEL,DF,Mechelen,22-306,2002,5.0,325,74,214,104,7,7,325,0,0,,0,,211,1158,544,0,1,0,4,0,194,0
Leander Dendoncker,BEL,"DF,MF",Anderlecht,29-207,1995,6.0,543,38,150,336,64,7,543,10,3,30.0,7,70.0,392,2982,1716,16,12,0,5,3,369,5
Kévin Denkey,TOG,FW,Cercle Brugge,23-344,2000,10.7,369,5,9,132,235,68,369,22,10,45.5,11,50.0,262,1524,408,12,14,6,32,20,285,102
Alfie Devine,ENG,MF,Westerlo,20-099,2004,6.5,283,7,49,128,113,14,283,9,4,44.4,5,55.6,192,1233,573,15,9,5,5,5,177,26
Julien Devriendt,BEL,GK,Dender,25-349,1998,2.0,63,54,62,1,0,0,63,0,0,,0,,45,342,178,0,0,0,0,0,16,0
Gilles Dewaele,BEL,DF,Kortrijk,28-269,1996,5.0,234,14,55,104,76,11,234,4,0,0.0,3,75.0,137,758,294,7,5,1,7,2,132,20
Ibrahim Diakité,GUI,"DF,MF",Cercle Brugge,21-008,2003,5.0,264,23,68,141,57,1,264,6,1,16.7,5,83.3,100,605,265,5,4,0,5,4,84,6
Guillaume Dietsch,FRA,GK,Dender,23-205,2001,0.5,5,3,4,1,0,0,5,0,0,,0,,5,23,14,0,0,0,0,0,2,0
Alouis Diriken,BEL,MF,Sint-Truiden,20-309,2004,1.6,55,2,15,39,2,0,55,0,0,,0,,36,182,51,0,0,0,5,0,38,1
Kasper Dolberg,DEN,FW,Anderlecht,27-033,1997,10.5,276,10,20,89,169,48,274,14,8,57.1,5,35.7,205,1301,419,14,13,7,26,11,226,63
Mahamadou Doumbia,MLI,MF,Antwerp,20-177,2004,10.4,464,25,108,258,108,3,464,44,28,63.6,13,29.5,345,2146,981,14,23,1,17,22,307,9
Souleyman Doumbia,CIV,DF,Standard Liège,28-045,1996,0.1,5,0,2,1,2,0,5,0,0,,0,,4,14,6,0,0,0,0,0,3,0
Vetle Dragsnes,NOR,DF,Charleroi,30-276,1994,11.3,723,36,194,327,207,10,723,13,4,30.8,9,69.2,421,2682,1263,23,29,2,13,7,407,70
Anders Dreyer,DEN,FW,Anderlecht,26-190,1998,9.0,407,5,36,135,239,48,407,9,3,33.3,6,66.7,290,1575,587,18,13,5,17,8,296,62
Olivier Dumont,BEL,"MF,FW",Sint-Truiden,22-247,2002,2.3,121,2,27,60,34,3,121,4,1,25.0,3,75.0,74,364,152,6,1,2,4,4,83,12
Dennis Eckert,GER,FW,Standard Liège,27-304,1997,5.3,198,3,16,95,93,32,197,16,8,50.0,8,50.0,150,860,307,9,8,6,17,5,161,40
Dennis Eckert,GER,FW,Union SG,27-304,1997,2.2,52,1,4,26,22,7,52,2,1,50.0,0,0.0,37,212,74,2,1,1,4,3,41,11
Samuel Edozie,ENG,"FW,MF",Anderlecht,21-285,2003,4.9,222,1,22,64,147,37,222,37,17,45.9,16,43.2,193,1674,727,30,13,14,15,9,183,64
Malamine Efekele,FRA,"MF,FW",Cercle Brugge,20-112,2004,1.7,39,3,4,19,16,4,39,1,1,100.0,0,0.0,26,163,26,0,0,1,8,6,22,8
Jurgen Ekkelenkamp,NED,MF,Antwerp,24-217,2000,0.7,31,1,6,20,6,2,31,2,1,50.0,1,50.0,29,158,56,1,0,0,0,1,26,4
Matthieu Epolo,BEL,GK,Standard Liège,20-298,2004,13.0,410,334,409,1,0,0,410,1,1,100.0,0,0.0,255,1722,837,0,0,0,0,0,154,0
Alieu Fadera,GAM,MF,Genk,23-005,2001,2.0,141,4,28,58,62,6,141,3,1,33.3,2,66.7,96,727,372,8,4,1,8,5,85,24
Noah Fadiga,SEN,"DF,MF",Gent,24-341,1999,8.9,433,12,82,183,174,20,433,40,16,40.0,22,55.0,292,1991,910,24,23,6,18,12,287,85
Omar Fayed,EGY,"DF,MF",Beerschot,21-127,2003,1.3,61,7,33,24,4,1,61,2,2,100.0,0,0.0,34,280,136,1,0,0,0,3,27,1
Matias Fernandez-Pardo,BEL,"MF,FW",Gent,19-279,2005,1.8,65,0,6,33,26,9,65,6,2,33.3,4,66.7,59,470,186,9,4,7,1,6,55,17
Andrés Ferrari,URU,FW,Sint-Truiden,21-310,2003,1.0,35,1,3,17,16,8,35,5,2,40.0,3,60.0,26,128,23,1,0,0,3,2,21,7
Fabio Ferraro,BEL,DF,Dender,22-066,2002,11.4,636,32,157,272,218,17,636,44,25,56.8,19,43.2,422,2907,1223,24,21,1,20,12,388,81
Nacho Ferri,ESP,FW,Kortrijk,20-034,2004,8.6,258,9,35,100,130,37,258,19,9,47.4,8,42.1,131,761,253,6,5,3,19,8,156,34
Karol Fila,POL,DF,Dender,26-148,1998,2.8,133,11,32,69,35,6,133,6,2,33.3,3,50.0,85,535,215,1,0,2,4,3,75,14
Mathias Fixelles,BEL,MF,Westerlo,28-089,1996,0.0,5,0,1,4,0,0,5,0,0,,0,,2,37,10,1,0,0,1,0,2,0
Alexis Flips,FRA,FW,Anderlecht,24-295,2000,0.0,3,0,0,0,3,0,3,0,0,,0,,3,8,0,0,0,0,0,0,3,1
Alexis Flips,FRA,"FW,MF",Charleroi,24-295,2000,2.2,165,4,16,66,83,8,165,3,0,0.0,3,100.0,109,593,269,3,7,2,8,1,106,14
Thomas Foket,BEL,DF,Anderlecht,30-044,1994,1.2,88,3,17,39,33,5,88,1,1,100.0,0,0.0,53,287,122,2,0,0,1,1,50,8
Núrio Fortuna,ANG,"MF,DF",Gent,29-229,1995,0.1,12,1,3,4,5,3,12,0,0,,0,,6,16,14,0,0,0,1,0,6,0
Marlon Fossey,USA,DF,Standard Liège,26-060,1998,11.1,597,43,138,255,207,19,597,12,5,41.7,7,58.3,339,1977,822,21,14,5,14,5,327,63
Iver Fossum,NOR,MF,Kortrijk,28-116,1996,2.5,112,5,23,55,34,6,112,0,0,,0,,72,363,97,2,2,0,1,4,64,10
Daam Foulon,BEL,"DF,MF",Mechelen,25-230,1999,11.4,693,37,191,318,190,20,693,23,9,39.1,8,34.8,482,2757,1464,34,24,3,18,4,473,82
Guillaume François,BEL,"FW,DF",Union SG,34-158,1990,1.2,62,3,10,35,17,1,62,0,0,,0,,36,197,56,1,0,0,1,0,31,8
Matija Frigan,CRO,FW,Westerlo,21-271,2003,8.1,219,5,14,100,108,45,218,13,6,46.2,5,38.5,147,915,323,9,6,5,17,4,150,44
Haruya Fujii,JPN,DF,Kortrijk,23-318,2000,10.2,607,67,251,321,38,6,607,6,3,50.0,2,33.3,375,2219,1109,8,6,0,8,1,347,5
Joel Fujita,JPN,MF,Sint-Truiden,22-266,2002,10.7,668,42,207,386,84,3,668,12,8,66.7,4,33.3,472,2372,855,8,12,0,14,13,416,13
Mohammed Fuseini,GHA,FW,Union SG,22-176,2002,9.4,278,2,35,78,174,58,277,43,14,32.6,24,55.8,208,1698,624,27,13,17,30,17,184,73
Hugo Gambor,CTA,DF,Gent,21-314,2002,6.9,481,18,136,279,80,3,481,22,11,50.0,9,40.9,324,2005,1016,13,13,1,10,5,303,12
Omri Gandelman,ISR,MF,Gent,24-176,2000,7.7,274,13,43,146,86,26,274,7,4,57.1,3,42.9,171,808,302,4,2,2,13,7,161,27
Wouter George,BEL,DF,OH Leuven,22-250,2002,0.1,10,2,3,3,5,0,10,1,0,0.0,1,100.0,6,42,19,0,1,0,1,1,5,0
Pieter Gerkens,BEL,MF,Gent,29-087,1995,5.1,256,16,43,124,91,12,256,1,0,0.0,1,100.0,144,690,276,6,5,2,6,2,139,30
Faisal Al Ghamdi,KSA,MF,Beerschot,23-087,2001,4.7,186,12,73,88,34,2,186,12,6,50.0,6,50.0,125,769,388,3,3,0,4,4,111,4
Óscar Gil,ESP,DF,OH Leuven,27-196,1997,5.0,292,21,112,127,59,7,292,17,6,35.3,11,64.7,169,1213,511,10,4,2,12,3,165,13
Bruno Godeau,BEL,DF,Sint-Truiden,32-182,1992,12.8,1010,192,552,415,50,14,1010,6,5,83.3,1,16.7,667,3795,1861,5,4,1,6,1,635,8
Bryan Goncalves,FRA,DF,Dender,28-112,1996,4.4,290,33,129,137,27,1,290,6,5,83.3,1,16.7,177,1129,574,4,4,0,5,0,158,2
Parfait Guiagon,CIV,FW,Charleroi,23-260,2001,8.8,477,8,39,233,215,27,477,48,24,50.0,22,45.8,375,2634,1353,41,28,12,28,14,369,63
Muhammed Gümüskaya,TUR,FW,Westerlo,23-312,2001,0.1,5,0,0,2,3,0,5,1,0,0.0,1,100.0,5,26,5,0,0,0,0,0,5,3
Patrik Gunnarsson,ISL,GK,Kortrijk,23-359,2000,10.2,339,259,337,2,0,0,339,0,0,,0,,213,1588,1040,0,0,0,0,0,125,0
Andri Guðjohnsen,ISL,FW,Gent,22-284,2002,7.6,228,3,20,123,87,23,227,12,4,33.3,8,66.7,161,977,295,11,6,4,21,7,163,33
Anouar Ait El Hadj,BEL,MF,Union SG,22-202,2002,4.9,249,3,23,117,111,16,249,9,6,66.7,1,11.1,176,999,326,7,9,5,4,4,159,22
Geoffry Hairemans,BEL,"MF,FW",Mechelen,33-018,1991,2.6,167,5,21,84,63,3,167,3,1,33.3,2,66.7,122,756,233,6,5,2,3,2,121,14
Dogucan Haspolat,TUR,MF,Westerlo,24-271,2000,13.0,744,41,146,416,197,0,744,16,7,43.8,9,56.3,384,2101,781,9,13,0,13,4,335,12
Ibe Hautekiet,BEL,DF,Standard Liège,22-209,2002,10.3,540,61,235,285,23,6,540,1,1,100.0,0,0.0,346,2183,1103,6,3,2,4,2,310,2
Ewan Henderson,SCO,MF,Beerschot,24-226,2000,6.2,258,8,37,145,78,12,258,6,3,50.0,2,33.3,189,1197,531,13,11,3,11,8,186,22
Lennard Hens,BEL,MF,Dender,28-274,1996,7.4,483,13,79,287,121,5,483,16,7,43.8,9,56.3,278,1428,459,4,10,0,12,12,248,18
Daan Heymans,BEL,MF,Charleroi,25-146,1999,12.5,698,13,69,396,242,53,696,8,5,62.5,2,25.0,474,2484,818,14,18,2,19,7,511,76
Bryan Heynen,BEL,MF,Genk,27-276,1997,9.1,688,27,114,468,114,13,688,10,6,60.0,3,30.0,533,2859,1309,12,15,0,13,7,515,9
David Hrnčár,SVK,"DF,MF",Dender,26-334,1997,7.9,418,21,98,177,144,14,418,6,4,66.7,2,33.3,216,1087,259,7,5,1,11,4,197,42
Patrik Hrošovský,SVK,MF,Genk,32-200,1992,9.8,535,18,104,294,143,20,535,13,7,53.8,6,46.2,413,1922,772,9,9,4,9,15,397,33
Dean Huiberts,NED,MF,Beerschot,24-176,2000,3.0,128,5,41,64,27,2,128,7,2,28.6,5,71.4,74,352,133,1,3,0,2,3,61,5
Oh Hyeon-gyu,KOR,FW,Genk,23-210,2001,1.7,92,1,5,34,53,25,91,7,1,14.3,6,85.7,65,498,221,10,4,8,12,2,73,19
Hong Hyunseok,KOR,MF,Gent,25-145,1999,2.8,157,1,18,64,76,2,157,3,2,66.7,1,33.3,123,686,241,3,11,0,9,2,123,13
Mounaim El Idrissy,FRA,"DF,FW",Kortrijk,25-272,1999,3.4,136,12,35,55,49,4,136,3,1,33.3,2,66.7,89,539,197,3,2,0,8,3,82,27
Chukwubuikem Ikwuemesi,NGA,FW,OH Leuven,23-095,2001,5.1,152,6,9,79,68,27,152,17,4,23.5,10,58.8,110,692,173,5,6,4,27,15,117,29
Atsuki Ito,JPN,MF,Gent,26-089,1998,6.1,297,17,82,134,84,7,297,5,2,40.0,3,60.0,184,1041,467,8,10,1,3,3,163,18
Ryotaro Ito,JPN,MF,Sint-Truiden,26-276,1998,8.9,539,11,109,260,177,16,539,32,14,43.8,16,50.0,426,2416,810,13,19,5,18,13,407,41
Franjo Ivanović,CRO,FW,Union SG,21-038,2003,5.6,207,7,18,84,113,38,207,31,22,71.0,8,25.8,148,1175,448,15,6,9,24,18,147,37
Vincent Janssen,NED,FW,Antwerp,30-146,1994,12.8,434,13,39,267,135,45,433,19,9,47.4,8,42.1,282,1577,473,7,8,2,23,15,297,63
Wolke Janssens,BEL,DF,Sint-Truiden,29-302,1995,1.0,74,8,34,28,13,1,74,3,2,66.7,1,33.3,47,294,110,0,0,1,2,0,45,7
Ardon Jashari,SUI,MF,Club Brugge,22-101,2002,6.1,442,16,97,266,83,8,442,5,2,40.0,2,40.0,316,1910,640,6,10,2,8,3,303,16
Edisson Jordanov,BUL,DF,Westerlo,31-153,1993,0.8,53,2,19,22,14,1,53,4,1,25.0,1,25.0,34,242,116,3,0,0,2,2,32,8
Ferran Jutglà,ESP,"FW,MF",Club Brugge,25-281,1999,3.4,174,4,15,70,89,24,174,11,2,18.2,8,72.7,128,705,209,8,6,4,8,5,129,35
