Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Álvaro Carreras,ESP,DF,Benfica,21-227,2003,8.1,716,18,152,345,224,18,716,17,10,58.8,6,35.3,410,1917,1020,24,22,4,13,6,472,69
João Carvalho,POR,"FW,MF",Estoril,27-241,1997,4.3,226,4,29,126,73,6,226,14,3,21.4,10,71.4,131,590,265,10,6,2,9,3,163,7
Pedro Carvalho,POR,DF,Estoril,21-265,2003,2.9,211,8,60,77,76,6,211,6,3,50.0,3,50.0,98,617,321,13,9,3,6,3,120,18
Vitor Carvalho,BRA,MF,Braga,27-162,1997,9.4,565,19,80,383,104,14,565,10,6,60.0,4,40.0,276,1517,633,9,8,0,9,4,354,12
Cassiano,BRA,FW,Casa Pia,35-142,1989,3.9,85,3,17,42,26,8,83,3,0,0.0,3,100.0,33,103,44,2,1,1,6,3,43,11
Jesús Castillo,PER,MF,Gil Vicente FC,23-147,2001,5.8,328,17,99,180,53,5,328,4,0,0.0,4,100.0,156,691,296,3,2,1,13,3,204,9
André Castro,POR,MF,Moreirense,36-217,1988,0.2,11,0,0,10,1,0,11,1,0,0.0,1,100.0,3,7,1,0,0,0,0,0,5,0
Cristian Castro,COL,DF,AVS Futebol,23-285,2001,9.9,586,79,306,267,14,4,586,2,2,100.0,0,0.0,295,1272,774,5,2,0,2,0,393,0
Geny Catamo,MOZ,"MF,DF",Sporting CP,23-284,2001,6.4,425,6,59,162,211,39,425,21,9,42.9,11,52.4,264,1644,1030,37,18,18,10,9,282,80
Cauê,BRA,FW,Gil Vicente FC,21-355,2002,5.3,167,11,22,92,55,13,167,12,7,58.3,5,41.7,87,430,199,6,5,1,24,16,127,24
César,BRA,GK,Boavista,32-283,1992,4.0,114,89,113,1,0,0,114,0,0,,0,,50,267,148,0,0,0,0,0,25,0
Tidjany Chabrol,FRA,FW,Gil Vicente FC,22-113,2002,3.7,172,4,26,73,76,13,172,25,11,44.0,12,48.0,120,941,503,14,16,3,8,2,136,33
Till Cissokho,FRA,DF,Estrela,24-271,2000,4.0,224,7,105,111,9,4,224,1,0,0.0,0,0.0,111,661,396,1,2,1,1,1,143,0
Clayton,BRA,DF,AVS Futebol,24-215,2000,2.0,107,16,59,48,0,0,107,0,0,,0,,65,186,60,0,0,0,1,0,76,0
Clayton,BRA,FW,Rio Ave,25-299,1999,9.6,281,9,25,147,111,32,280,23,6,26.1,15,65.2,165,766,279,8,3,2,34,11,220,41
Diego Collado,ESP,"MF,FW",Gil Vicente FC,23-301,2001,0.2,12,1,3,6,3,1,12,1,0,0.0,0,0.0,6,34,9,1,0,1,1,0,7,0
Fábio Conceição,POR,"DF,MF",Rio Ave,23-191,2001,3.2,174,7,34,74,67,13,174,16,6,37.5,8,50.0,95,592,360,14,7,3,12,5,108,26
Leo Cordeiro,BRA,MF,Estrela,29-039,1995,8.5,488,11,101,296,95,4,488,7,3,42.9,4,57.1,267,1437,760,12,11,0,16,12,350,20
Félix Correia,POR,"FW,MF",Gil Vicente FC,23-288,2001,9.9,518,14,87,217,221,36,518,28,13,46.4,15,53.6,311,1891,1002,32,24,18,27,8,372,74
Alberto costa,POR,DF,Vitória,21-037,2003,1.5,96,6,32,34,32,5,96,4,1,25.0,3,75.0,50,329,162,6,7,1,8,4,52,10
Bruno Xavier Almeida Costa,POR,"MF,FW",Nacional,27-200,1997,2.1,91,5,24,45,22,1,91,5,4,80.0,0,0.0,47,294,129,3,2,0,2,2,57,6
Diogo Costa,POR,GK,Porto,25-047,1999,10.0,392,257,390,2,0,0,392,0,0,,0,,277,1372,854,0,0,0,1,0,243,0
Gonçalo Costa,POR,DF,Estoril,24-261,2000,0.3,27,2,16,5,6,0,27,0,0,,0,,16,79,33,2,0,0,0,0,14,2
Hélder Costa,ANG,FW,Estoril,30-298,1994,2.3,91,0,8,37,46,2,91,7,1,14.3,6,85.7,57,296,68,2,1,0,7,3,73,22
João Costa,POR,FW,Santa Clara,24-243,2000,1.4,49,1,6,20,24,9,49,2,1,50.0,1,50.0,24,65,12,0,1,0,5,0,31,3
Michel Costa,BRA,MF,Estoril,22-321,2001,6.6,312,9,68,201,46,1,312,12,4,33.3,6,50.0,163,714,232,3,4,1,7,7,212,8
Sandro Cruz,ANG,DF,Gil Vicente FC,23-177,2001,7.8,461,25,202,209,58,5,461,13,10,76.9,1,7.7,206,1011,583,9,7,2,7,11,262,11
Augusto Dabo,POR,DF,Boavista,20-237,2004,1.0,50,5,15,28,8,1,50,1,1,100.0,0,0.0,19,106,87,1,1,0,1,0,23,0
Amadou Dante,MLI,"DF,MF",Arouca,24-029,2000,5.6,302,20,112,123,68,5,302,5,3,60.0,2,40.0,148,755,377,12,8,2,4,3,168,27
Mathias De Amorim,FRA,MF,Famalicão,19-331,2004,1.0,53,1,8,30,15,1,53,1,1,100.0,0,0.0,35,136,59,1,1,0,4,1,39,6
Zeno Debast,BEL,DF,Sporting CP,21-012,2003,6.3,601,23,181,397,25,2,601,2,1,50.0,1,50.0,435,1867,1018,8,4,0,3,0,478,1
Depú,ANG,FW,Gil Vicente FC,24-302,2000,0.5,18,0,3,11,5,3,18,1,0,0.0,1,100.0,9,14,5,0,0,0,5,3,13,3
Derick,BRA,"DF,MF",Farense,31-065,1993,4.3,206,14,78,88,42,4,206,7,1,14.3,6,85.7,71,507,228,9,1,3,9,3,87,15
Ángel Di María,ARG,FW,Benfica,36-265,1988,5.6,441,1,13,153,275,35,441,22,10,45.5,12,54.5,309,1790,790,23,19,11,13,4,353,74
Matheus Dias,BRA,MF,Nacional,27-272,1997,8.2,407,37,165,219,29,4,407,10,8,80.0,2,20.0,169,985,522,8,2,0,9,2,206,2
Tiago Dias,POR,FW,Casa Pia,26-185,1998,0.3,24,0,3,9,13,1,24,2,0,0.0,2,100.0,14,116,54,4,1,0,2,0,14,5
Ousmane Diomande,CIV,DF,Sporting CP,20-337,2003,7.8,758,42,299,445,19,19,758,0,0,,0,,583,2766,1395,2,0,0,0,1,622,1
Tiago Djaló,POR,DF,Porto,24-210,2000,2.0,191,29,113,78,3,2,191,1,0,0.0,1,100.0,144,720,272,1,1,0,0,0,156,0
Maxime Dominguez,SUI,MF,Gil Vicente FC,28-278,1996,2.8,142,2,26,74,45,6,142,3,3,100.0,0,0.0,72,379,220,5,2,0,7,1,90,9
Issiar Dramé,MLI,DF,Estrela,25-263,1999,2.8,116,18,67,48,2,2,116,2,2,100.0,0,0.0,66,435,238,3,0,0,2,1,68,0
Dudu,BRA,FW,Nacional,25-087,1999,0.3,5,0,3,1,1,0,5,0,0,,0,,2,5,1,0,0,0,0,1,0,0
Marcus Edwards,ENG,"FW,MF",Sporting CP,25-338,1998,0.7,53,1,2,19,33,16,53,7,5,71.4,2,28.6,38,329,213,11,3,7,6,3,43,13
Ricardo Esgaio,POR,"FW,DF",Sporting CP,31-173,1993,0.3,43,2,7,26,10,1,43,0,0,,0,,34,193,121,4,2,0,0,0,34,2
Tiago Esgaio,POR,"DF,MF",Arouca,29-096,1995,9.9,745,47,279,330,137,19,745,4,3,75.0,1,25.0,314,1247,716,11,6,2,4,4,406,27
Dario Essugo,POR,MF,Sporting CP,19-236,2005,0.2,15,0,2,11,2,0,15,1,1,100.0,0,0.0,9,53,19,1,0,0,1,0,14,0
Luís Esteves,POR,MF,Nacional,26-210,1998,8.9,444,5,84,259,110,9,444,12,7,58.3,4,33.3,263,1382,752,20,17,0,15,6,290,22
Stephen Eustáquio,CAN,MF,Porto,27-320,1996,3.5,315,6,52,206,59,5,315,2,0,0.0,2,100.0,181,772,346,3,1,0,4,2,240,8
Evanilson,BRA,FW,Porto,25-030,1999,0.1,7,0,0,3,4,1,7,1,0,0.0,1,100.0,5,11,0,0,1,0,1,0,4,0
Fabiano,BRA,DF,Moreirense,24-236,2000,6.3,366,26,150,158,60,3,366,13,7,53.8,6,46.2,194,946,457,11,7,1,8,7,191,12
Claudio Falcão,BRA,"MF,DF",Farense,30-125,1994,9.7,402,48,146,204,57,11,402,10,5,50.0,3,30.0,161,688,273,3,8,1,4,6,180,3
Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,27-217,1997,1.5,94,8,46,47,2,2,94,0,0,,0,,57,262,150,0,0,0,1,0,67,0
Martim Fernandes,POR,DF,Porto,18-292,2006,6.1,419,12,83,190,148,14,419,19,10,52.6,8,42.1,232,1127,569,18,9,6,8,9,270,49
Mateus Fernandes,POR,"FW,MF",Sporting CP,20-118,2004,0.3,28,0,4,9,15,0,28,2,1,50.0,1,50.0,24,163,96,4,4,0,0,1,24,2
Roger Fernandes,GNB,"FW,MF",Braga,18-350,2005,6.0,313,2,25,114,181,28,313,25,10,40.0,13,52.0,232,1805,893,34,16,16,16,8,223,61
Rúben Fernandes,POR,DF,Gil Vicente FC,38-183,1986,9.8,736,94,427,293,18,11,736,0,0,,0,,446,2100,1187,8,2,0,3,1,551,4
Roberto Férnandez,ESP,FW,Braga,22-125,2002,4.4,130,1,2,50,80,24,130,9,5,55.6,4,44.4,68,335,104,5,1,4,12,4,99,23
João Ferreira Barros,POR,"MF,FW",Boavista,18-300,2006,1.1,35,2,7,22,8,2,35,3,2,66.7,1,33.3,16,83,21,0,0,0,1,3,15,1
Filipe Ferreira,POR,DF,Boavista,34-039,1990,9.5,460,41,194,213,55,0,460,8,4,50.0,4,50.0,235,1033,519,10,3,0,3,5,247,6
Fernando Ferreira Fonseca,POR,DF,AVS Futebol,27-236,1997,6.3,372,14,126,154,95,0,372,6,5,83.3,1,16.7,149,851,446,14,8,0,9,5,183,13
João Ferreira,POR,DF,Braga,23-228,2001,5.3,388,24,129,212,53,6,388,9,6,66.7,2,22.2,243,1499,846,13,11,1,4,2,252,15
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,35-101,1989,10.0,629,102,402,222,6,5,629,2,1,50.0,1,50.0,351,1414,750,1,0,0,1,1,390,0
Pedro Ferreira,POR,MF,Santa Clara,26-305,1998,8.6,371,8,87,212,76,5,371,6,5,83.3,1,16.7,147,712,185,5,8,1,9,1,186,9
Tiago Ferreira,POR,FW,Estrela,22-232,2002,0.4,18,0,0,6,12,0,18,1,0,0.0,1,100.0,4,14,4,0,0,0,1,0,10,4
Daniel Figueira,POR,GK,Estoril,26-108,1998,1.0,25,23,25,0,0,0,25,0,0,,0,,15,111,64,0,0,0,0,0,7,0
Tiago Fonseca Morais,POR,"FW,MF",Rio Ave,21-063,2003,5.3,217,2,34,93,93,15,217,37,9,24.3,26,70.3,133,845,426,8,9,3,7,5,149,37
José Fontán,ESP,DF,Arouca,24-268,2000,6.9,529,73,317,211,4,1,529,0,0,,0,,341,1397,777,1,0,0,1,0,418,0
José Fonte,POR,DF,Casa Pia,40-319,1983,6.0,306,39,169,127,12,6,306,0,0,,0,,154,743,363,0,2,1,5,1,193,1
Lucas França,BRA,GK,Nacional,28-291,1996,9.0,303,263,302,1,0,0,303,0,0,,0,,130,740,489,0,0,0,0,0,103,0
André Franco,POR,"FW,MF",Porto,26-207,1998,1.1,97,1,2,52,44,3,97,1,0,0.0,1,100.0,61,333,121,3,3,1,2,2,71,8
Afonso freitas,POR,DF,Nacional,24-212,2000,0.2,9,2,3,4,2,0,9,0,0,,0,,1,0,0,0,0,0,0,0,2,0
Iván Fresneda,ESP,DF,Sporting CP,20-038,2004,0.5,47,1,10,29,8,0,47,0,0,,0,,38,269,148,4,0,0,0,0,37,0
Godfried Frimpong,NED,DF,Moreirense,25-107,1999,10.0,569,35,253,234,89,2,569,8,3,37.5,5,62.5,246,950,465,10,7,0,10,5,271,32
Kanya Fujimoto,JPN,"MF,FW",Gil Vicente FC,25-127,1999,9.0,339,5,48,149,144,27,338,10,4,40.0,5,50.0,191,925,435,10,7,4,13,7,254,51
Taichi Fukui,JPN,MF,Arouca,20-113,2004,9.4,519,32,157,288,78,8,519,8,2,25.0,4,50.0,270,1094,467,4,7,3,15,6,378,12
Tiago Gabriel,POR,DF,Estrela,19-315,2004,4.9,276,30,147,121,8,4,276,1,1,100.0,0,0.0,133,744,387,1,1,0,4,1,177,1
Galeno,BRA,"DF,FW",Porto,27-014,1997,7.9,460,15,76,146,249,30,456,19,10,52.6,8,42.1,270,1662,1013,26,21,10,9,8,303,71
Nino Galović,CRO,DF,Arouca,32-122,1992,1.0,88,7,48,40,0,0,88,0,0,,0,,46,237,150,0,0,0,0,0,76,0
García,BRA,DF,Nacional,22-306,2002,9.0,514,33,204,215,101,1,514,15,9,60.0,1,6.7,213,938,437,8,9,0,5,4,259,26
Fabrício Garcia,CPV,FW,Estoril,23-185,2001,6.0,179,0,23,65,97,24,179,21,9,42.9,9,42.9,122,914,486,17,18,8,18,13,138,43
Santiago García,ESP,MF,Gil Vicente FC,23-068,2001,3.9,182,8,44,90,52,8,182,8,3,37.5,5,62.5,77,340,159,1,4,0,7,9,100,13
Bruno Gaspar,ANG,DF,Vitória,31-198,1993,8.5,498,17,129,219,153,15,498,4,0,0.0,4,100.0,189,671,342,13,6,1,8,1,253,51
Mory Gbane,CIV,MF,Gil Vicente FC,23-316,2000,7.1,414,30,137,238,42,8,414,13,8,61.5,5,38.5,168,824,384,9,5,1,12,7,216,5
Geovanny,POR,MF,Farense,20-114,2004,1.8,52,0,14,25,13,2,52,1,0,0.0,1,100.0,23,75,19,0,0,0,3,3,24,6
André Geraldes,POR,"MF,DF",Casa Pia,33-187,1991,6.8,275,30,92,108,78,4,275,7,2,28.6,5,71.4,104,504,305,9,4,2,4,1,128,26
Ismaël Gharbi,ESP,"MF,FW",Braga,20-209,2004,1.8,121,0,4,43,75,9,121,10,4,40.0,5,50.0,76,416,233,7,4,2,4,4,91,15
José Gomes,POR,DF,Nacional,28-108,1996,8.7,420,35,156,162,106,14,420,9,4,44.4,5,55.6,141,693,324,8,8,3,12,5,185,31
Pedro gomes,POR,DF,Boavista,21-154,2003,9.1,413,36,179,186,49,7,413,5,4,80.0,1,20.0,165,515,208,1,0,0,8,2,182,7
Vítor Gomes,POR,MF,Rio Ave,36-316,1987,0.4,34,6,10,15,9,0,34,0,0,,0,,17,75,39,0,2,0,0,0,17,0
Victor Gomez,ESP,DF,Braga,24-218,2000,5.1,286,7,66,123,100,0,286,0,0,,0,,128,491,246,8,8,0,3,0,167,37
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,25-142,1999,7.2,336,3,36,167,135,16,336,22,9,40.9,12,54.5,180,872,325,12,8,5,18,9,226,53
João Gonçalves,POR,GK,Boavista,24-000,2000,4.0,116,94,115,1,0,0,116,0,0,,0,,47,213,91,0,0,0,0,0,34,0
Pedro Gonçalves,POR,"FW,MF",Sporting CP,26-130,1998,6.2,365,0,24,115,228,45,365,25,8,32.0,16,64.0,205,857,412,16,12,9,16,9,251,50
Cristo González,ESP,MF,Arouca,27-012,1997,2.0,74,0,7,31,37,3,74,4,2,50.0,2,50.0,35,150,79,3,3,1,7,6,56,10
Mario González,ESP,FW,Famalicão,28-254,1996,3.8,104,2,4,51,50,13,104,4,0,0.0,4,100.0,53,171,58,2,2,1,10,6,77,17
Nicolás González,ESP,MF,Porto,22-307,2002,9.4,631,11,74,384,179,22,631,10,9,90.0,1,10.0,363,1677,774,15,14,2,10,7,478,29
