Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Jean Gorby,FRA,MF,Braga,22-103,2002,3.3,206,4,34,134,38,0,206,4,2,50.0,2,50.0,127,557,194,0,1,0,0,2,145,4
João Goulart Silva,POR,DF,Casa Pia,24-283,2000,10.0,497,67,270,204,27,13,497,4,3,75.0,1,25.0,250,1001,469,2,2,0,4,0,291,1
Tiago Gouveia,POR,"FW,DF",Benfica,23-140,2001,0.9,67,0,7,17,44,13,67,8,5,62.5,3,37.5,36,308,86,5,2,2,1,1,43,12
Pablo Gozalbez,ESP,"MF,DF",Arouca,23-189,2001,0.8,23,0,1,9,14,0,23,1,0,0.0,1,100.0,14,90,39,2,1,0,1,1,18,7
João Graça,POR,"MF,FW",Rio Ave,29-140,1995,2.0,90,4,25,42,24,2,90,2,0,0.0,2,100.0,55,315,140,5,1,1,2,5,55,4
Samuel Granada,BRA,FW,AVS Futebol,24-269,2000,2.7,87,7,15,42,30,9,87,4,0,0.0,4,100.0,36,145,32,1,0,0,6,3,54,13
Jaume Grau,ESP,MF,AVS Futebol,27-184,1997,6.4,321,19,76,203,45,2,321,6,5,83.3,0,0.0,144,815,416,3,2,0,6,4,195,3
Marko Grujić,SRB,MF,Porto,28-206,1996,0.4,35,3,4,14,17,4,35,0,0,,0,,19,80,24,1,1,1,1,0,23,5
Rafik Guitane,FRA,"FW,MF",Estoril,25-163,1999,1.1,37,0,1,22,15,2,37,5,3,60.0,1,20.0,23,131,55,1,3,0,1,2,27,6
Rafik Guitane,FRA,FW,Braga,25-163,1999,0.0,6,0,0,2,5,0,6,0,0,,0,,5,33,20,0,1,0,0,0,4,0
Deniz Gül,SWE,FW,Porto,20-126,2004,0.5,13,0,1,5,8,3,13,1,0,0.0,1,100.0,7,52,15,1,1,0,1,2,9,2
Viktor Gyökeres,SWE,FW,Sporting CP,26-154,1998,9.8,347,7,9,83,260,112,341,50,25,50.0,24,48.0,237,1871,1005,49,15,39,29,19,279,107
Justin de Haas,NED,DF,Famalicão,24-278,2000,9.0,587,101,394,176,17,8,587,0,0,,0,,354,1203,467,1,0,0,2,1,389,0
Tomás Händel,POR,MF,Vitória,23-344,2000,9.5,589,16,106,385,101,5,589,10,5,50.0,5,50.0,346,1783,901,13,14,1,6,7,434,15
Conrad Harder,DEN,"FW,MF",Sporting CP,19-212,2005,1.7,70,1,3,16,52,14,70,6,3,50.0,3,50.0,52,269,176,7,5,2,1,4,57,9
Thiago Helguera,URU,MF,Braga,18-224,2006,0.1,8,1,2,5,1,0,8,0,0,,0,,5,18,3,0,0,0,0,0,5,0
Gustavo Henrique,BRA,"MF,FW",Estrela,25-187,1999,2.5,110,5,24,58,29,3,110,13,2,15.4,11,84.6,53,310,80,2,4,2,11,3,59,15
Morten Hjulmand,DEN,MF,Sporting CP,25-133,1999,6.3,429,8,66,261,105,8,429,6,5,83.3,1,16.7,254,911,384,1,6,0,5,4,311,3
Jordan Holsgrove,SCO,MF,Estoril,25-056,1999,3.6,241,10,61,126,57,2,241,7,5,71.4,2,28.6,128,583,213,3,4,0,3,6,167,6
Lukáš Horníček,CZE,GK,Braga,22-115,2002,1.0,28,19,28,0,0,0,28,0,0,,0,,18,57,29,0,0,0,0,0,14,0
André Horta,POR,MF,Braga,27-364,1996,4.3,341,3,38,213,95,2,341,8,5,62.5,2,25.0,201,1212,667,15,9,1,5,1,260,14
Ricardo Horta,POR,"MF,FW",Braga,30-051,1994,9.0,403,5,29,148,227,35,403,6,0,0.0,5,83.3,206,775,322,7,7,2,12,5,276,61
Igor,BRA,MF,Estrela,21-243,2003,3.9,233,12,53,149,33,2,233,9,7,77.8,1,11.1,100,405,161,2,2,0,8,4,138,2
André Inácio,BRA,MF,Estrela,22-256,2002,4.3,170,4,30,78,71,11,170,19,9,47.4,9,47.4,96,921,489,18,7,4,18,4,124,20
Gonçalo Inácio,POR,DF,Sporting CP,23-072,2001,7.6,774,44,215,465,97,9,774,0,0,,0,,575,2348,1611,15,15,0,1,4,618,11
Isaac,BRA,FW,Nacional,20-224,2004,2.7,84,4,13,37,35,13,84,2,1,50.0,1,50.0,39,176,53,1,0,1,16,5,57,13
Ismael,POR,MF,Moreirense,25-225,1999,8.8,494,21,155,285,59,7,494,5,3,60.0,2,40.0,271,1226,460,5,8,1,8,7,309,9
Franco Israel,URU,GK,Sporting CP,24-197,2000,6.0,138,127,135,3,0,0,138,0,0,,0,,81,284,181,0,0,0,0,0,75,0
Ivan Jaime Pajuelo,ESP,FW,Porto,24-040,2000,4.1,167,3,11,52,104,17,167,13,5,38.5,7,53.8,115,556,255,8,7,6,8,12,140,31
Jason,ESP,FW,Arouca,30-122,1994,7.7,340,11,45,112,185,19,339,15,2,13.3,11,73.3,195,820,373,12,5,4,28,5,230,68
Jhonatan,BRA,GK,Rio Ave,33-181,1991,8.0,330,307,330,2,0,0,330,0,0,,0,,170,832,396,0,0,0,1,0,142,0
Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,23-296,2001,1.0,40,33,40,0,0,0,40,0,0,,0,,24,163,109,0,0,0,0,0,15,0
Issa Kaboré,BFA,DF,Benfica,23-177,2001,0.1,14,0,3,5,6,1,14,0,0,,0,,8,36,17,1,0,1,1,0,9,0
Kaio,BRA,FW,Vitória,20-264,2004,7.2,265,3,21,104,143,27,265,23,5,21.7,16,69.6,173,1089,524,22,14,9,20,7,189,57
Issiaka Kamate,FRA,"FW,MF",AVS Futebol,20-095,2004,3.7,161,4,32,76,60,10,161,18,9,50.0,8,44.4,84,557,215,8,2,4,9,5,97,18
Kazu,BRA,DF,Gil Vicente FC,24-232,2000,2.0,152,2,41,78,33,1,152,3,1,33.3,1,33.3,82,336,175,3,4,0,2,1,94,11
Keliano,ANG,MF,Estrela,21-294,2003,2.8,158,11,32,103,23,3,158,1,0,0.0,1,100.0,84,329,109,2,2,0,3,4,92,2
Kewin,BRA,GK,Moreirense,29-011,1995,10.0,394,357,393,1,0,0,394,1,1,100.0,0,0.0,236,970,592,0,0,0,1,0,176,0
Kikas,POR,FW,Estrela,26-049,1998,8.6,179,8,22,82,79,16,179,7,2,28.6,5,71.4,79,428,104,6,3,3,14,8,116,38
Gustavo Klismahn,BRA,MF,Santa Clara,24-348,1999,2.4,149,4,24,80,48,10,149,1,1,100.0,0,0.0,72,441,208,6,2,1,8,3,88,9
Ruben Kluivert,NED,DF,Casa Pia,23-168,2001,4.1,180,46,113,60,8,7,180,1,1,100.0,0,0.0,87,367,184,0,1,0,0,0,93,1
Koka,EGY,"FW,MF",Rio Ave,31-245,1993,1.2,31,0,1,16,15,6,31,2,1,50.0,1,50.0,15,63,15,1,1,0,1,1,23,3
Orkun Kökçü,TUR,"MF,FW",Benfica,23-312,2000,7.4,603,2,61,289,256,20,603,15,6,40.0,7,46.7,405,1687,690,13,16,1,15,8,476,47
Vladen Kovačević,BIH,GK,Sporting CP,26-208,1998,4.0,90,86,90,0,0,0,90,0,0,,0,,65,308,163,0,0,0,0,0,49,0
Andrian Kraev,BUL,MF,Casa Pia,25-265,1999,6.1,236,21,66,144,27,4,236,5,4,80.0,1,20.0,92,386,137,3,5,0,13,0,124,3
Chiheb Labidi,TUN,MF,Nacional,23-157,2001,0.1,10,1,2,6,2,1,10,0,0,,0,,6,21,5,0,0,0,2,0,6,1
André Lacximicant,POR,FW,Estoril,23-170,2001,1.6,44,5,10,19,18,2,44,7,4,57.1,3,42.9,25,166,106,4,3,1,5,1,28,8
Chico Lamba,POR,DF,Arouca,21-240,2003,4.3,278,39,173,102,4,1,278,3,3,100.0,0,0.0,156,649,345,1,1,0,0,0,204,0
Larra,ESP,"MF,FW",Casa Pia,26-324,1997,4.8,232,14,64,91,81,12,232,14,5,35.7,9,64.3,105,559,245,10,6,2,11,6,111,26
Leonardo Lelo,POR,"MF,DF",Casa Pia,24-220,2000,9.9,466,24,129,175,165,6,466,8,5,62.5,3,37.5,194,892,437,13,9,3,10,7,224,51
Marcos Leonardo,BRA,MF,Benfica,21-187,2003,0.9,23,0,0,7,17,9,22,1,1,100.0,0,0.0,19,94,51,4,1,2,2,5,21,6
Guilherme Liberato,BRA,MF,Moreirense,23-142,2001,0.5,37,0,9,21,7,1,37,0,0,,0,,23,105,24,0,1,0,2,1,25,0
Otso Liimatta,FIN,"FW,MF",Famalicão,20-118,2004,0.6,30,0,4,12,15,4,30,0,0,,0,,20,147,72,2,2,1,5,1,22,7
Rúben Lima,POR,DF,Estrela,35-033,1989,2.3,137,14,60,57,21,1,137,2,2,100.0,0,0.0,63,328,174,1,0,0,0,0,78,2
Jérémy Livolant,FRA,"FW,MF",Casa Pia,26-301,1998,0.4,24,0,3,11,10,3,24,0,0,,0,,14,75,15,0,1,0,0,0,18,4
Danny Loader,ENG,"FW,MF",Porto,24-069,2000,6.3,239,4,22,104,117,34,238,17,8,47.1,9,52.9,132,757,221,8,6,7,10,14,170,34
Samuel Lobato,POR,FW,Famalicão,23-017,2001,0.5,20,1,8,7,6,1,20,4,1,25.0,3,75.0,10,62,21,0,1,0,0,1,9,3
Tom van de Looi,NED,MF,Famalicão,25-126,1999,2.6,196,5,45,125,26,0,196,1,0,0.0,1,100.0,101,378,130,1,1,0,1,2,126,5
Miguel Lopes,POR,DF,Estrela,37-322,1986,4.0,285,63,184,99,3,2,285,0,0,,0,,134,720,409,3,0,0,0,0,182,0
Vasco Lopes,CPV,"MF,FW",AVS Futebol,25-064,1999,2.7,130,2,9,49,73,11,130,15,7,46.7,7,46.7,84,604,261,10,9,3,11,6,102,25
Mamadou Loum,SEN,"DF,MF",Arouca,27-311,1996,1.4,78,17,46,26,6,2,78,1,1,100.0,0,0.0,25,77,17,0,0,0,0,2,43,0
Jonatan Lucca,BRA,MF,AVS Futebol,30-156,1994,3.0,164,11,40,95,29,2,164,0,0,,0,,89,376,108,1,3,0,2,3,115,6
Florentino Luís,POR,MF,Benfica,25-078,1999,6.9,514,15,87,315,118,3,514,6,3,50.0,3,50.0,305,1194,529,5,16,0,7,2,358,8
Zé Luís,CPV,FW,AVS Futebol,33-286,1991,1.4,49,3,5,32,12,6,49,3,1,33.3,2,66.7,18,60,12,1,0,1,4,0,32,1
Luismi,EQG,FW,Moreirense,23-119,2001,7.7,197,10,22,100,82,27,197,18,10,55.6,8,44.4,112,648,308,10,4,8,22,12,127,21
Rúben Macedo,POR,FW,Nacional,28-241,1996,5.0,144,4,22,52,79,12,143,10,4,40.0,6,60.0,80,880,513,20,14,6,8,9,83,23
Tiago Machado,POR,"MF,DF",Boavista,20-217,2004,0.5,23,0,1,8,14,2,23,1,1,100.0,0,0.0,14,33,6,0,0,0,1,1,17,5
Madson,BRA,FW,Moreirense,25-071,1999,7.7,288,6,42,124,128,22,288,21,7,33.3,12,57.1,170,1146,595,24,14,10,17,8,184,47
Eliaquim Mangala,FRA,DF,Estoril,33-266,1991,4.3,244,39,156,85,3,2,244,4,3,75.0,1,25.0,137,572,288,2,0,0,2,3,163,0
Ricardo Mangas,POR,FW,Vitória,26-231,1998,3.8,109,5,20,27,63,13,109,8,3,37.5,3,37.5,61,440,254,9,6,4,9,0,77,25
Nico Mantl,GER,GK,Arouca,24-273,2000,10.0,400,358,397,3,0,0,400,0,0,,0,,217,865,527,0,0,0,0,0,200,0
Manuel Manu,POR,MF,Vitória,23-146,2001,2.0,139,2,29,97,14,3,139,5,4,80.0,1,20.0,60,241,74,0,3,0,4,4,80,3
Maracás,BRA,DF,Moreirense,30-192,1994,7.5,398,70,279,109,10,9,398,4,3,75.0,1,25.0,247,837,383,1,1,0,2,1,252,0
Adrián Marín,ESP,DF,Braga,27-301,1997,6.9,601,14,163,345,97,2,601,6,3,50.0,2,33.3,331,1236,636,6,5,1,3,3,380,14
João Mário,POR,"FW,MF",Benfica,31-291,1993,1.7,121,0,11,49,61,3,121,3,0,0.0,3,100.0,73,356,154,3,2,0,4,4,89,17
João Mário Lopes,POR,DF,Porto,24-307,2000,4.0,297,5,34,117,148,16,297,20,11,55.0,7,35.0,163,1053,716,22,13,5,6,1,213,57
Uladzislaŭ Marozaŭ,BLR,"FW,MF",Arouca,24-024,2000,1.1,31,1,3,18,12,3,31,3,1,33.3,2,66.7,15,102,49,2,2,1,2,3,20,4
Alejandro Marqués,VEN,FW,Estoril,24-093,2000,8.4,162,7,22,85,55,25,162,14,5,35.7,9,64.3,92,372,111,2,4,0,15,17,114,18
João Marques,POR,"MF,FW",Braga,22-266,2002,0.4,26,0,5,11,11,1,26,0,0,,0,,8,39,17,0,0,0,1,1,14,6
Gabri Martínez,ESP,FW,Braga,21-288,2003,4.9,293,8,40,104,153,33,293,30,9,30.0,21,70.0,177,1290,650,27,13,19,14,8,218,64
Toni Martínez,ESP,FW,Porto,27-128,1997,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Bernardo Sousa Pereira Brites Martins,POR,"FW,MF",Moreirense,26-337,1997,2.7,154,0,23,97,36,4,154,9,5,55.6,4,44.4,85,376,165,4,1,1,6,7,98,12
Matheus,BRA,GK,Braga,32-109,1992,9.0,328,221,324,4,0,0,328,0,0,,0,,193,889,542,0,0,0,0,0,170,0
Marco Matias,POR,FW,Farense,35-179,1989,1.7,64,3,9,27,29,3,64,2,1,50.0,1,50.0,30,200,53,1,2,1,3,0,41,8
Jordi Mboula,ESP,"FW,MF",Gil Vicente FC,25-234,1999,5.8,200,3,38,86,77,13,200,14,3,21.4,11,78.6,100,632,323,14,6,4,14,6,141,37
Tobías Medina,ARG,MF,Rio Ave,20-247,2004,0.3,7,0,2,3,2,1,7,0,0,,0,,4,22,17,1,0,0,1,0,5,0
Yair Mena Palacios,COL,FW,AVS Futebol,24-130,2000,0.4,13,0,2,7,4,2,13,1,0,0.0,0,0.0,9,43,15,0,0,0,3,0,9,1
João Mendes,POR,"FW,MF",Vitória,30-015,1994,6.6,155,7,22,56,77,14,155,9,4,44.4,5,55.6,86,599,343,12,9,3,3,3,102,30
João Mendes,POR,DF,Vitória,24-206,2000,7.9,683,23,171,356,163,3,683,4,3,75.0,1,25.0,345,1702,959,22,16,1,13,5,421,57
Joe Mendes,SWE,DF,Braga,21-310,2002,2.0,148,5,26,70,52,3,148,2,1,50.0,1,50.0,81,593,294,11,12,1,3,2,96,19
Gustavo Mendonça,POR,MF,AVS Futebol,21-239,2003,0.2,10,0,1,6,3,0,10,0,0,,0,,2,7,0,0,0,0,0,0,3,0
Miguel Menino,POR,MF,Farense,21-300,2003,4.0,141,11,46,76,24,3,141,8,5,62.5,3,37.5,54,339,218,5,3,0,8,5,75,8
John Mercado,ECU,"FW,MF",AVS Futebol,22-155,2002,7.4,236,11,36,92,115,26,236,27,12,44.4,15,55.6,120,884,416,16,10,5,17,11,159,53
Mehdi Merghem,FRA,MF,Farense,27-109,1997,2.6,107,0,13,43,52,9,107,11,7,63.6,4,36.4,52,526,297,11,4,4,7,3,64,14
Bruno Messi,POR,"MF,FW",Santa Clara,28-057,1996,0.6,46,0,2,17,28,3,46,2,0,0.0,2,100.0,27,148,47,3,2,0,4,0,33,10
Enea Mihaj,ALB,DF,Famalicão,26-123,1998,9.5,677,105,447,215,17,4,677,7,5,71.4,1,14.3,399,1649,785,3,2,0,6,1,424,1
Álex Millán,ESP,"FW,MF",Farense,24-364,1999,4.2,96,7,16,53,28,7,96,9,2,22.2,7,77.8,41,146,12,1,0,2,12,4,59,8
Cezary Miszta,POL,GK,Rio Ave,23-006,2001,2.0,75,71,75,0,0,0,75,0,0,,0,,36,246,146,0,0,0,0,0,24,0
Rodrigo Mora,POR,MF,Porto,17-184,2007,0.5,40,1,5,14,22,2,40,3,1,33.3,2,66.7,29,167,90,1,1,0,1,1,33,7
Morato,BRA,DF,Benfica,23-128,2001,1.0,85,8,31,49,7,2,85,1,1,100.0,0,0.0,52,413,297,4,4,0,0,0,59,0
Paulo Moreira,POR,MF,Estrela,24-262,2000,1.7,77,5,24,40,15,2,77,5,3,60.0,2,40.0,28,115,56,2,0,0,5,3,34,3
Marco Moreno,ESP,DF,Farense,23-259,2001,5.6,224,41,126,90,9,9,224,0,0,,0,,106,586,340,2,0,0,2,3,128,0
Hidemasa Morita,JPN,MF,Sporting CP,29-179,1995,6.9,472,16,76,306,96,12,472,7,4,57.1,3,42.9,298,1204,571,8,6,0,10,2,350,19
Moura,POR,DF,Famalicão,25-081,1999,4.0,224,11,84,86,55,9,224,6,3,50.0,3,50.0,90,541,337,9,4,1,5,0,110,19
Moura,POR,DF,Porto,25-081,1999,5.7,415,17,113,183,126,11,415,9,3,33.3,5,55.6,221,1270,634,13,12,0,4,2,271,32
João Moutinho,POR,"MF,FW",Braga,38-058,1986,1.3,109,1,8,68,33,3,109,2,1,50.0,1,50.0,53,175,63,1,0,0,1,0,66,3
MT,BRA,"MF,DF",Santa Clara,23-249,2001,10.0,655,24,186,320,158,10,655,18,12,66.7,6,33.3,313,1542,925,19,17,1,14,7,357,40
Jonathan Mutombo,FRA,DF,Gil Vicente FC,22-070,2002,1.6,132,7,41,74,18,2,132,3,3,100.0,0,0.0,77,382,215,2,2,0,1,2,84,11
Nani,POR,"FW,MF",Estrela,37-354,1986,5.2,289,2,33,147,113,7,289,15,4,26.7,9,60.0,151,787,360,9,10,2,11,5,201,20
Fran Navarro,ESP,FW,Porto,26-276,1998,1.0,23,0,1,6,16,7,23,0,0,,0,,11,50,2,0,0,0,2,1,13,5
Christian Neiva Afonso,POR,DF,AVS Futebol,29-331,1994,8.9,512,31,164,237,117,3,512,5,4,80.0,1,20.0,212,956,506,6,6,0,11,7,268,27
Nenê,BRA,FW,AVS Futebol,41-100,1983,2.6,92,0,6,56,31,8,92,7,1,14.3,6,85.7,53,179,43,0,0,0,11,4,73,9
Neto,BRA,MF,Farense,33-064,1991,6.5,329,19,101,190,39,0,329,9,5,55.6,3,33.3,128,567,200,1,2,0,8,2,173,3
Martim Neto,POR,MF,Rio Ave,21-296,2003,3.4,210,1,33,134,46,4,210,6,5,83.3,1,16.7,121,635,326,5,3,0,7,2,147,5
Sikou Niakaté,MLI,DF,Braga,25-118,1999,7.0,520,45,262,246,19,8,520,1,0,0.0,1,100.0,330,1488,801,2,4,0,4,0,356,1
Miguel Nóbrega,POR,DF,Rio Ave,24-202,2000,1.0,49,9,30,15,4,0,49,0,0,,0,,34,86,27,1,1,0,0,1,37,0
João Novais,POR,MF,Rio Ave,31-118,1993,5.6,347,10,74,195,84,3,347,8,4,50.0,4,50.0,186,1019,552,15,3,0,9,6,222,16
Samuel Obeng,GHA,FW,Casa Pia,27-174,1997,3.3,72,3,7,37,28,7,72,3,1,33.3,2,66.7,37,125,52,1,1,0,10,4,52,7
Guillermo Ochoa,MEX,GK,AVS Futebol,39-115,1985,6.0,186,160,186,0,0,0,186,0,0,,0,,79,353,217,0,0,0,0,0,69,0
Lawrence Ofori,GHA,MF,Moreirense,26-130,1998,5.8,330,12,109,196,30,4,330,5,2,40.0,3,60.0,199,911,406,4,4,1,13,8,221,4
Nélson Oliveira,POR,FW,Vitória,33-089,1991,7.2,171,2,4,89,79,30,171,11,2,18.2,8,72.7,98,430,191,9,2,5,17,12,124,34
Paulo Oliveira,POR,DF,Braga,32-302,1992,3.9,257,31,111,138,8,6,257,1,1,100.0,0,0.0,161,681,304,2,0,0,3,1,169,0
Talys Oliveira,BRA,DF,Farense,25-269,1999,2.8,178,7,50,80,49,0,178,1,0,0.0,1,100.0,77,379,205,4,5,0,3,3,95,12
Samu Omorodion,ESP,FW,Porto,20-184,2004,5.3,138,1,10,59,71,29,138,9,2,22.2,7,77.8,82,348,98,4,3,3,14,6,108,27
Bruno Onyemaechi,NGA,DF,Boavista,25-216,1999,9.4,439,37,175,197,73,14,439,13,6,46.2,6,46.2,209,1055,516,8,5,1,13,8,231,21
Jandro Orellana,ESP,MF,Estoril,24-090,2000,6.5,293,6,56,178,62,3,293,7,3,42.9,4,57.1,147,614,270,5,2,0,3,6,196,7
Nicolás Otamendi,ARG,DF,Benfica,36-267,1988,7.1,575,48,227,312,38,22,575,3,3,100.0,0,0.0,369,2070,1173,3,0,0,6,0,403,1
Amine El Ouazzani,MAR,FW,Braga,23-113,2001,5.1,153,4,20,52,84,28,153,8,2,25.0,6,75.0,78,422,115,4,1,2,18,6,96,23
Amine Oudrhiri,MAR,MF,Rio Ave,32-001,1992,6.8,382,14,129,226,31,1,382,1,0,0.0,1,100.0,198,830,329,0,3,0,5,1,247,2
Pablo,BRA,MF,Gil Vicente FC,20-308,2004,0.2,8,0,2,3,3,0,8,1,1,100.0,0,0.0,7,24,17,1,1,0,1,1,8,0
Renato Pantalon,CRO,DF,Rio Ave,27-009,1997,7.7,470,53,269,173,31,9,470,2,0,0.0,2,100.0,266,1118,594,2,5,0,5,0,317,6
Jonathan Panzo,ENG,DF,Rio Ave,24-011,2000,5.3,348,36,186,147,16,4,348,2,1,50.0,1,50.0,225,1192,513,5,3,0,4,1,229,0
David Pastor,BRA,"DF,MF",Farense,24-259,2000,7.1,407,30,161,166,90,4,407,13,6,46.2,6,46.2,195,1036,610,14,7,0,17,5,212,30
Patrick,BRA,DF,Rio Ave,27-155,1997,5.1,305,30,151,133,22,3,305,1,0,0.0,1,100.0,178,868,515,6,3,0,5,4,198,4
Vangelis Pavlidis,GRE,FW,Benfica,25-350,1998,8.0,298,2,12,98,190,63,298,22,12,54.5,10,45.5,183,795,306,19,6,12,25,11,231,77
Zé Pedro Figueiredo,POR,DF,Porto,27-152,1997,7.3,613,39,210,359,46,6,613,0,0,,0,,380,1941,1099,4,11,0,1,0,471,4
Daniel Penha,BRA,"MF,FW",Nacional,26-019,1998,4.5,198,3,29,101,70,10,198,7,5,71.4,2,28.6,89,585,349,11,6,1,7,2,120,18
Pepê,BRA,"FW,MF",Porto,27-255,1997,8.0,369,2,35,133,206,37,369,17,4,23.5,10,58.8,207,1255,476,11,11,8,20,12,254,62
Pereira,POR,"FW,MF",Casa Pia,22-264,2002,1.5,36,0,1,14,21,6,36,7,3,42.9,4,57.1,24,179,95,4,2,4,5,4,31,12
Francisco Pereira,POR,MF,Estoril,22-273,2002,0.1,11,1,1,8,2,0,11,0,0,,0,,7,21,4,0,0,0,0,0,10,0
Matheus Pereira,BRA,FW,Santa Clara,23-320,2000,2.1,99,2,12,42,47,9,99,7,4,57.1,2,28.6,51,325,167,8,5,2,7,1,59,14
Sebastián Pérez Cardona,COL,MF,Boavista,31-221,1993,7.3,374,15,91,246,39,0,374,3,1,33.3,2,66.7,212,762,282,1,4,0,4,1,239,3
Nehuén Pérez,ARG,DF,Porto,24-134,2000,5.7,472,40,194,273,8,2,472,0,0,,0,,317,1911,1068,3,3,0,4,1,363,2
Petterson,BRA,"MF,FW",Estrela,20-306,2004,0.8,48,0,1,26,21,3,48,7,4,57.1,3,42.9,22,146,37,1,0,0,4,1,33,9
Lucas Piazon,BRA,"MF,FW",AVS Futebol,30-290,1994,8.4,390,6,46,224,124,13,390,10,6,60.0,4,40.0,191,1087,510,13,10,1,10,0,266,34
Wagner Pina,CPV,DF,Estoril,22-002,2002,7.6,417,34,173,169,84,13,417,24,13,54.2,10,41.7,181,858,448,11,1,2,20,8,193,29
Rodrigo Pinheiro,POR,DF,Famalicão,22-069,2002,3.1,200,10,59,83,60,7,200,9,4,44.4,3,33.3,107,562,294,9,1,2,7,2,107,17
Rodrigo Pinho,BRA,FW,Estrela,33-159,1991,5.3,124,6,24,55,45,16,123,6,3,50.0,3,50.0,65,294,118,4,2,2,11,7,89,11
Alexandre Pinto,POR,"DF,FW",Arouca,26-120,1998,0.1,16,1,1,10,5,0,16,0,0,,0,,8,36,24,0,0,0,0,0,11,2
Dinis Pinto,POR,DF,Moreirense,24-073,2000,3.7,208,7,59,100,55,8,208,5,1,20.0,4,80.0,103,660,449,10,6,0,1,3,118,13
Jaime Pinto,POR,MF,Farense,27-038,1997,0.4,13,1,2,2,11,3,13,4,2,50.0,2,50.0,7,96,44,3,3,1,1,2,7,1
João Pinto,POR,MF,Gil Vicente FC,22-066,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Ole Pohlmann,GER,"FW,MF",Rio Ave,23-214,2001,4.3,144,3,28,62,58,7,144,14,6,42.9,7,50.0,68,413,200,7,3,3,11,10,90,17
Carlos Ponck,CPV,DF,Moreirense,29-297,1995,2.9,205,29,151,53,4,2,205,1,1,100.0,0,0.0,117,393,182,0,0,0,2,1,134,0
Boris Popović,SRB,DF,Arouca,24-253,2000,5.1,414,78,287,122,5,1,414,2,1,50.0,1,50.0,272,1071,590,2,0,0,2,1,316,1
Darío Poveda,ESP,"FW,MF",Farense,27-237,1997,3.8,101,3,5,57,41,17,101,8,3,37.5,5,62.5,58,353,133,6,2,2,7,4,70,20
Gianluca Prestianni,ARG,"MF,FW",Benfica,18-279,2006,3.0,174,0,9,49,120,7,174,19,6,31.6,13,68.4,115,627,265,7,6,2,13,15,140,37
Miguel Puche García,ESP,FW,Arouca,23-189,2001,0.2,23,0,2,4,17,4,23,2,2,100.0,0,0.0,20,153,72,4,0,3,1,1,22,7
Quaresma,BRA,DF,Arouca,28-075,1996,0.9,75,3,14,43,19,1,75,3,3,100.0,0,0.0,33,287,152,5,4,1,2,2,46,5
Eduardo Quaresma,POR,DF,Sporting CP,22-248,2002,4.3,397,22,104,255,42,1,397,5,3,60.0,2,40.0,312,1319,742,12,6,0,9,4,322,6
Geovany Quenda,POR,"MF,DF",Sporting CP,17-189,2007,7.4,432,9,76,164,200,29,432,17,12,70.6,5,29.4,232,1531,945,38,15,16,12,4,256,66
Jesús Ramírez,VEN,FW,Vitória,26-185,1998,2.8,84,3,5,29,53,18,84,4,1,25.0,3,75.0,46,198,66,3,2,0,13,4,63,16
Guilherme Ramos,POR,DF,Santa Clara,27-086,1997,0.8,44,3,18,25,1,0,44,0,0,,0,,27,136,63,1,0,0,0,0,26,0
João Rêgo,POR,FW,Benfica,19-138,2005,0.1,8,0,0,1,7,0,8,0,0,,0,,6,61,20,1,0,0,0,1,6,2
Francisco Reis Ferreira,POR,DF,Estrela,27-224,1997,4.0,219,37,149,70,2,0,219,2,1,50.0,1,50.0,109,479,272,1,0,0,0,0,135,0
Matheus Reis,BRA,"DF,MF",Sporting CP,29-261,1995,3.0,287,10,66,178,44,2,287,2,2,100.0,0,0.0,193,848,439,8,5,0,1,0,232,10
Tiago Reis,BRA,FW,Nacional,25-083,1999,2.3,50,0,3,23,24,13,50,1,0,0.0,1,100.0,22,70,20,0,0,0,4,3,37,6
Miguel Reisinho,POR,"MF,FW",Boavista,25-210,1999,6.8,303,13,46,162,98,18,300,17,4,23.5,10,58.8,146,482,152,1,6,0,10,9,190,27
Marco Ribeiro,POR,MF,Boavista,19-144,2005,0.6,34,3,6,18,10,0,34,0,0,,0,,17,99,37,0,1,0,1,0,19,2
Rodrigo Ribeiro,POR,FW,Sporting CP,19-191,2005,0.0,1,0,0,0,1,1,1,0,0,,0,,1,3,3,0,0,0,0,0,1,1
Rodrigo Ribeiro,POR,FW,AVS Futebol,19-191,2005,4.0,118,6,12,47,61,23,118,11,1,9.1,10,90.9,60,331,130,8,5,5,10,6,89,18
Tomás Ribeiro,POR,DF,Vitória,25-189,1999,3.5,218,28,126,82,10,5,218,0,0,,0,,109,404,160,0,2,0,0,2,148,1
