Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Copete,ESP,DF,Mallorca,La Liga,23,1999,19,17,"1,333",14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3,52,2,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09
Diego Coppola,ITA,DF,Hellas Verona,Serie A,19,2003,24,18,"1,634",18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08
Francis Coquelin,FRA,MF,Villarreal,La Liga,32,1991,17,10,910,10.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5,47,14,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Tommaso Corazza,ITA,DF,Bologna,Serie A,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,9,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Theo Corbeanu,CAN,"MF,FW",Granada,La Liga,21,2002,9,2,182,2.0,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,5,5,13,0.49,0.00,0.49,0.49,0.49,0.14,0.00,0.14,0.14,0.14
Jeppe Corfitzen,DEN,FW,Lecce,Serie A,18,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jack Cork,ENG,MF,Burnley,Premier League,34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maxwel Cornet,CIV,"MF,FW",West Ham,Premier League,26,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,8,0.80,0.00,0.80,0.80,0.80,0.32,0.13,0.46,0.32,0.46
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,1993,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1995,32,14,"1,528",17.0,9,2,11,8,1,1,3,0,7.9,7.1,3.6,10.8,40,61,128,0.53,0.12,0.65,0.47,0.59,0.47,0.21,0.68,0.42,0.63
Joaquín Correa,ARG,"FW,MF",Marseille,Ligue 1,28,1994,12,6,430,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.4,9,25,57,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,31,25,"2,154",23.9,0,2,2,0,0,0,4,1,0.6,0.6,2.1,2.7,40,80,56,0.00,0.08,0.08,0.00,0.08,0.03,0.09,0.11,0.03,0.11
Oscar Cortés,COL,"FW,MF",Lens,Ligue 1,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35
Danny da Costa,GER,DF,Mainz 05,Bundesliga,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22,40,53,0.00,0.11,0.11,0.00,0.11,0.03,0.13,0.16,0.03,0.16
David Costa,POR,MF,Lens,Ligue 1,22,2001,25,17,"1,494",16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53,73,101,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,30,19,"1,682",18.7,0,1,1,0,0,0,7,0,0.3,0.3,1.2,1.5,34,50,104,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.08,0.02,0.08
João Costa,BRA,"MF,FW",Roma,Serie A,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20
Logan Costa,CPV,DF,Toulouse,Ligue 1,22,2001,31,29,"2,650",29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2.0,19,145,14,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07
Samu Costa,POR,MF,Mallorca,La Liga,22,2000,34,26,"2,303",25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16,93,32,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06
Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,36,36,"3,132",34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.00,0.20,0.20,0.00,0.20,0.01,0.11,0.12,0.01,0.12
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,27,1996,28,25,"2,082",23.1,0,1,1,0,0,0,5,0,0.6,0.6,0.8,1.4,29,88,38,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.06,0.03,0.06
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,19,2004,5,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,5,7,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.18,0.13,0.18
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,16,7,623,6.9,1,0,1,1,0,0,2,0,2.6,2.6,0.8,3.3,27,13,48,0.14,0.00,0.14,0.14,0.14,0.37,0.11,0.48,0.37,0.48
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,4,4,332,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,2,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52
Yan Couto,BRA,"DF,FW",Girona,La Liga,21,2002,34,24,"2,245",24.9,1,8,9,1,0,0,8,0,1.5,1.5,4.2,5.7,151,97,240,0.04,0.32,0.36,0.04,0.36,0.06,0.17,0.23,0.06,0.23
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,24,1999,13,10,895,9.9,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.2,11,20,30,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13
Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,24,1999,6,3,276,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,16,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03
Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Crespo,POR,MF,Rayo Vallecano,La Liga,26,1996,15,4,527,5.9,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,13,30,20,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20
Aaron Cresswell,ENG,"DF,FW",West Ham,Premier League,33,1989,11,4,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,4,26,6,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Bryan Cristante,ITA,"MF,DF",Roma,Serie A,28,1995,37,37,"3,289",36.5,3,4,7,3,0,0,8,0,4.0,4.0,2.9,6.9,47,234,80,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19
Cristian,ESP,GK,Valencia,La Liga,25,1998,1,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,31,1992,26,18,"1,667",18.5,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,16,77,29,0.00,0.05,0.05,0.00,0.05,0.00,0.02,0.02,0.00,0.02
Juan Cruz,ARG,"FW,MF",Hellas Verona,Serie A,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
Juan Cruz,ESP,FW,Betis,La Liga,23,2000,5,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,10,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.13,0.09,0.13
Juan Cuadrado,COL,DF,Inter,Serie A,35,1988,10,0,267,3.0,0,2,2,0,0,0,1,0,0.2,0.2,1.6,1.7,17,11,35,0.00,0.67,0.67,0.00,0.67,0.06,0.52,0.59,0.06,0.59
Pau Cubarsí,ESP,DF,Barcelona,La Liga,16,2007,19,18,"1,558",17.3,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,8,75,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,21,20,"1,782",19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0.00,0.10,0.10,0.00,0.10,0.06,0.05,0.11,0.06,0.11
Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,29,21,"1,963",21.8,3,1,4,3,0,0,7,0,1.2,1.2,0.2,1.5,11,78,30,0.14,0.05,0.18,0.14,0.18,0.06,0.01,0.07,0.06,0.07
Josh Cullen,IRL,MF,Burnley,Premier League,27,1996,25,23,"2,057",22.9,2,3,5,2,0,0,9,0,0.6,0.6,1.8,2.4,22,123,22,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11
Matheus Cunha,BRA,"FW,MF",Wolves,Premier League,24,1999,32,29,"2,440",27.1,12,7,19,11,1,1,9,0,9.5,8.7,3.2,11.9,107,87,139,0.44,0.26,0.70,0.41,0.66,0.35,0.12,0.47,0.32,0.44
Marvin Cuni,ALB,FW,Frosinone,Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6,11,45,0.17,0.00,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28
Eric Curbelo,ESP,"DF,MF",Las Palmas,La Liga,29,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sam Curtis,IRL,DF,Sheffield Utd,Premier League,17,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tomáš Čvančara,CZE,FW,Gladbach,Bundesliga,22,2000,21,7,896,10.0,4,1,5,3,1,2,4,0,5.9,4.3,0.7,5.0,12,13,47,0.40,0.10,0.50,0.30,0.40,0.59,0.07,0.66,0.43,0.51
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,34,1988,24,16,"1,536",17.1,0,0,0,0,0,0,5,1,0.7,0.7,0.2,0.8,12,61,25,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Alberto Dadie,ESP,MF,Real Sociedad,La Liga,21,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Trévis Dago,CIV,"FW,MF",Lille,Ligue 1,18,2005,4,0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1,0,1,0.00,3.91,3.91,0.00,3.91,0.16,1.63,1.78,0.16,1.78
Finn Dahmen,GER,GK,Augsburg,Bundesliga,25,1998,31,31,"2,790",31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mahmoud Dahoud,GER,MF,Brighton,Premier League,27,1996,9,6,452,5.0,0,1,1,0,0,0,1,1,0.2,0.2,0.9,1.1,4,11,6,0.00,0.20,0.20,0.00,0.20,0.04,0.18,0.22,0.04,0.22
Mahmoud Dahoud,GER,MF,Stuttgart,Bundesliga,27,1996,13,1,227,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,1,19,5,0.40,0.00,0.40,0.40,0.40,0.22,0.21,0.43,0.22,0.43
Ameen Al-Dakhil,BEL,DF,Burnley,Premier League,21,2002,13,12,"1,056",11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0.00,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
Thijs Dallinga,NED,FW,Toulouse,Ligue 1,22,2000,33,28,"2,510",27.9,14,2,16,13,1,3,6,0,14.1,11.8,1.2,13.0,32,38,164,0.50,0.07,0.57,0.47,0.54,0.51,0.04,0.55,0.42,0.47
Diogo Dalot,POR,DF,Manchester Utd,Premier League,24,1999,36,35,"3,174",35.3,2,3,5,2,0,0,6,1,1.7,1.7,2.9,4.6,52,124,111,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13
Mikkel Damsgaard,DEN,MF,Brentford,Premier League,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.9,0.9,1.4,2.4,16,61,32,0.00,0.21,0.21,0.00,0.21,0.10,0.16,0.25,0.10,0.25
Flavius Daniliuc,AUT,DF,Salernitana,Serie A,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Danilo,BRA,MF,Nott'ham Forest,Premier League,22,2001,29,20,"1,792",19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,83,28,0.10,0.10,0.20,0.10,0.20,0.09,0.08,0.17,0.09,0.17
Danilo,BRA,DF,Juventus,Serie A,32,1991,29,27,"2,452",27.2,1,1,2,1,0,0,7,0,1.3,1.3,0.9,2.2,18,161,21,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08
Arnaut Danjuma,NED,"MF,FW",Everton,Premier League,26,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,2.6,2.6,1.1,3.7,24,9,44,0.15,0.00,0.15,0.15,0.15,0.40,0.17,0.57,0.40,0.57
Jayden Danns,ENG,FW,Liverpool,Premier League,17,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Danso,AUT,DF,Lens,Ligue 1,24,1998,30,30,"2,655",29.5,1,0,1,1,0,0,6,0,1.8,1.8,0.4,2.2,27,133,3,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
Dante,BRA,DF,Nice,Ligue 1,39,1983,32,32,"2,843",31.6,1,1,2,1,0,0,5,1,0.9,0.9,1.0,2.0,13,185,6,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06
Raimane Daou,COM,"DF,MF",Marseille,Ligue 1,18,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mohammed Daramy,DEN,"FW,MF",Reims,Ligue 1,21,2002,25,19,"1,648",18.3,4,5,9,3,1,1,0,0,4.6,3.8,2.4,6.2,72,69,162,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34
Sergi Darder,ESP,MF,Mallorca,La Liga,29,1993,36,21,"2,157",24.0,2,5,7,2,0,0,4,0,2.2,2.2,6.4,8.6,56,132,75,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36
Achraf Dari,MAR,"DF,FW",Brest,Ligue 1,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,33,27,"2,404",26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18,72,82,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,2.3,2.3,1.0,3.3,11,17,37,0.17,0.17,0.34,0.17,0.34,0.39,0.16,0.55,0.39,0.55
Josh Dasilva,ENG,"DF,FW",Brentford,Premier League,24,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.00,0.72
David Datro Fofana,CIV,FW,Burnley,Premier League,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,4.5,4.5,1.8,6.4,21,15,39,0.41,0.10,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65
David Datro Fofana,CIV,"FW,MF",Union Berlin,Bundesliga,20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,2.8,0.3,3.1,20,14,66,0.13,0.00,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41
Juan David Cabal,COL,DF,Hellas Verona,Serie A,22,2001,22,17,"1,497",16.6,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,26,70,48,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,34,30,"2,629",29.2,19,4,23,17,2,3,4,0,17.5,15.0,3.3,18.3,47,79,198,0.65,0.14,0.79,0.58,0.72,0.60,0.11,0.71,0.51,0.63
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,22,2000,29,24,"2,065",22.9,2,5,7,2,0,0,0,0,1.0,1.0,2.9,3.8,121,117,139,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17
Ben Davies,WAL,DF,Tottenham,Premier League,30,1993,17,12,"1,090",12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,13,71,20,0.08,0.00,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23
Tom Davies,ENG,MF,Sheffield Utd,Premier League,25,1998,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3,8,3,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17
Keinan Davis,ENG,"FW,MF",Udinese,Serie A,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,2,6,15,0.48,0.00,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,28,1995,28,25,"2,143",23.8,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,11,89,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Craig Dawson,ENG,DF,Wolves,Premier League,33,1990,25,25,"2,209",24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,32,1991,18,15,"1,221",13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14.0,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03
Charles De Ketelaere,BEL,"FW,MF",Atalanta,Serie A,22,2001,35,25,"2,026",22.5,10,8,18,9,1,1,1,0,7.1,6.3,6.1,12.4,88,126,219,0.44,0.36,0.80,0.40,0.76,0.31,0.27,0.59,0.28,0.55
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,29,1994,34,25,"2,075",23.1,3,5,8,3,0,0,7,0,1.8,1.8,5.0,6.8,73,202,55,0.13,0.22,0.35,0.13,0.35,0.08,0.22,0.30,0.08,0.30
Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14,27,12,0.27,0.00,0.27,0.27,0.27,0.03,0.00,0.03,0.03,0.03
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,27,22,"1,831",20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23,104,66,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Koni De Winter,BEL,DF,Genoa,Serie A,21,2002,29,26,"2,380",26.4,0,1,1,0,0,0,8,1,0.8,0.8,1.0,1.8,21,76,15,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.07,0.03,0.07
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,20,7,757,8.4,1,2,3,1,0,0,0,0,1.0,1.0,1.2,2.2,7,17,42,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26
Alessandro Deiola,ITA,MF,Cagliari,Serie A,27,1995,27,19,"1,608",17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9,64,21,0.06,0.00,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,33,30,"2,497",27.7,8,8,16,5,3,3,4,0,5.2,2.9,9.9,12.8,101,155,287,0.29,0.29,0.58,0.18,0.47,0.19,0.36,0.55,0.10,0.46
Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,27,24,"2,044",22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,63,52,151,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23
Sacha Delaye,FRA,"MF,FW",Montpellier,Ligue 1,21,2002,9,0,130,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,4,8,0.00,0.00,0.00,0.00,0.00,0.23,0.07,0.30,0.23,0.30
Hannes Delcroix,BEL,DF,Burnley,Premier League,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.09,0.05,0.09
Alessandro Dellavalle,ITA,DF,Torino,Serie A,19,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,23,2000,29,14,"1,365",15.2,2,1,3,2,0,0,5,0,1.1,1.1,0.9,2.0,26,40,53,0.13,0.07,0.20,0.13,0.20,0.07,0.06,0.13,0.07,0.13
Karamoko Dembélé,ENG,"MF,FW",Brest,Ligue 1,20,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ousmane Dembélé,FRA,"MF,FW",Paris S-G,Ligue 1,26,1997,26,17,"1,506",16.7,3,8,11,3,0,0,0,0,4.4,4.4,6.7,11.1,160,133,247,0.18,0.48,0.66,0.18,0.66,0.26,0.40,0.67,0.26,0.67
Jessy Deminguet,FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,18,9,690,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,7,24,13,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,25,1998,33,33,"2,873",31.9,15,9,24,12,3,4,7,0,13.5,10.3,3.9,14.2,28,60,167,0.47,0.28,0.75,0.38,0.66,0.42,0.12,0.54,0.32,0.45
Diego Demme,GER,MF,Napoli,Serie A,31,1991,2,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,33,31,"2,839",31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,7,95,6,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09
Leander Dendoncker,BEL,MF,Aston Villa,Premier League,28,1995,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,3,2,0.76,0.00,0.76,0.76,0.76,0.56,0.00,0.56,0.56,0.56
Leander Dendoncker,BEL,MF,Napoli,Serie A,28,1995,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mikkel Desler,DEN,DF,Toulouse,Ligue 1,28,1995,24,19,"1,544",17.2,0,1,1,0,0,0,2,0,1.1,1.0,0.7,1.7,30,81,96,0.00,0.06,0.06,0.00,0.06,0.06,0.04,0.10,0.06,0.10
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Mattia Destro,ITA,"FW,MF",Empoli,Serie A,32,1991,15,3,366,4.1,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,4,4,19,0.00,0.00,0.00,0.00,0.00,0.29,0.08,0.37,0.29,0.37
