Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Jonatan Braut Brunes,NOR,FW,Leuven,22,2000,24,11,"1,058",11.8,3,1,4,3,0,0,1,0,3.7,3.7,0.6,4.3,8,15,31,0.26,0.09,0.34,0.26,0.34,0.32,0.05,0.36,0.32,0.36
Archie Brown,ENG,DF,,21,2002,21,20,"1,650",18.3,0,3,3,0,0,0,3,1,0.4,0.4,2.9,3.2,86,59,153,0.00,0.16,0.16,0.00,0.16,0.02,0.16,0.18,0.02,0.18
Massimo Bruno,BEL,"MF,FW",,29,1993,23,14,"1,131",12.6,1,3,4,1,0,0,2,0,1.5,1.5,1.5,3.0,24,60,54,0.08,0.24,0.32,0.08,0.32,0.12,0.12,0.24,0.12,0.24
Tajon Buchanan,CAN,DF,Brugge,24,1999,12,11,828,9.2,2,2,4,2,0,0,1,0,1.4,1.4,1.9,3.2,40,39,64,0.22,0.22,0.43,0.22,0.43,0.15,0.20,0.35,0.15,0.35
Christian Burgess,ENG,DF,SG,31,1991,28,28,"2,475",27.5,1,1,2,1,0,0,9,0,3.5,3.5,0.5,4.0,15,110,3,0.04,0.04,0.07,0.04,0.07,0.13,0.02,0.15,0.13,0.15
Jean Butez,FRA,GK,,28,1995,30,30,"2,700",30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Etienne Camara,FRA,MF,,20,2003,6,4,338,3.8,0,0,0,0,0,0,2,1,0.1,0.1,0.2,0.4,3,8,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
Ilay Camara,BEL,"DF,MF",Molenbeek,20,2003,22,17,"1,601",17.8,3,5,8,3,0,0,6,1,1.8,1.8,2.8,4.6,42,36,105,0.17,0.28,0.45,0.17,0.45,0.10,0.16,0.26,0.10,0.26
Cihan Çanak,TUR,"DF,MF",Liège,18,2005,20,4,625,6.9,0,2,2,0,0,0,1,0,0.2,0.2,1.7,1.9,28,22,54,0.00,0.29,0.29,0.00,0.29,0.03,0.24,0.27,0.03,0.27
Alessio Castro-Montes,BEL,DF,,26,1997,1,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Alessio Castro-Montes,BEL,DF,SG,26,1997,24,22,"1,875",20.8,3,2,5,3,0,0,1,0,0.6,0.6,2.9,3.5,60,112,116,0.14,0.10,0.24,0.14,0.24,0.03,0.14,0.17,0.03,0.17
Nacer Chadli,BEL,"MF,FW",,33,1989,18,9,712,7.9,0,2,2,0,0,0,1,0,0.3,0.3,0.5,0.8,21,42,38,0.00,0.25,0.25,0.00,0.25,0.04,0.06,0.10,0.04,0.10
Youssef Challouk,BEL,"MF,FW",,27,1995,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32
Regan Charles-Cook,GRN,"FW,MF",,26,1997,26,12,"1,342",14.9,3,2,5,3,0,0,1,0,1.9,1.9,2.2,4.1,38,25,103,0.20,0.13,0.34,0.20,0.34,0.13,0.15,0.27,0.13,0.27
Isaac Christie-Davies,WAL,MF,,25,1997,15,6,564,6.3,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,8,24,14,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.11,0.03,0.11
Elias Cobbaut,BEL,DF,,25,1997,24,24,"2,160",24.0,0,0,0,0,0,0,3,0,0.2,0.2,1.0,1.2,24,114,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Valentin Cojocaru,ROU,GK,Leuven,27,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Colassin,BEL,FW,,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jo Coppens,BEL,GK,,32,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kobe Corbanie,BEL,"DF,MF",,18,2005,9,0,148,1.6,1,1,2,1,0,0,0,0,0.0,0.0,0.1,0.1,1,5,10,0.61,0.61,1.22,0.61,1.22,0.01,0.08,0.09,0.01,0.09
Gaëtan Coucke,BEL,GK,,24,1998,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Soumaïla Coulibaly,FRA,DF,,19,2003,17,16,"1,363",15.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,40,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Carlos Cuesta,COL,DF,,24,1999,23,23,"2,056",22.8,1,0,1,1,0,0,7,0,1.0,1.0,0.8,1.8,40,143,3,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08
Hugo Cuypers,BEL,FW,,26,1997,20,19,"1,630",18.1,6,0,6,5,1,3,2,0,10.7,8.3,1.4,9.7,28,37,129,0.33,0.00,0.33,0.28,0.28,0.59,0.08,0.66,0.46,0.53
Oday Dabbagh,PLE,FW,,24,1998,21,17,"1,463",16.3,4,1,5,4,0,0,1,0,4.4,4.4,1.2,5.6,31,22,113,0.25,0.06,0.31,0.25,0.31,0.27,0.07,0.34,0.27,0.34
Erdon Daci,MKD,FW,,25,1998,13,8,695,7.7,3,1,4,3,0,0,2,0,3.5,3.5,0.5,4.1,15,11,61,0.39,0.13,0.52,0.39,0.52,0.46,0.07,0.53,0.46,0.53
Jón Dagur Þorsteinsson,ISL,"FW,MF",Leuven,24,1998,28,23,"1,830",20.3,4,5,9,4,0,1,6,0,4.3,3.5,4.6,8.1,62,83,142,0.20,0.25,0.44,0.20,0.44,0.21,0.22,0.44,0.17,0.40
Niklo Dailly,BEL,"MF,DF",Molenbeek,21,2001,11,3,327,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,5,7,13,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12
Jesper Daland,NOR,DF,Brugge,23,2000,30,28,"2,526",28.1,0,1,1,0,0,0,2,0,1.1,1.1,1.5,2.6,14,116,14,0.00,0.04,0.04,0.00,0.04,0.04,0.05,0.09,0.04,0.09
Achraf Dari,MAR,DF,,24,1999,5,4,317,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,5,0,0.28,0.00,0.28,0.28,0.28,0.13,0.00,0.13,0.13,0.13
Jason Davidson,AUS,DF,,32,1991,28,26,"2,330",25.9,1,0,1,1,0,0,4,0,1.2,1.2,1.2,2.4,55,126,93,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.09
Isaak Davies,WAL,FW,,21,2001,26,20,"1,731",19.2,8,0,8,8,0,0,1,0,3.9,3.9,0.2,4.0,35,15,94,0.42,0.00,0.42,0.42,0.42,0.20,0.01,0.21,0.20,0.21
Maxim De Cuyper,BEL,DF,Brugge,22,2000,27,24,"2,161",24.0,2,7,9,2,0,0,4,1,2.0,2.0,4.2,6.2,61,184,123,0.08,0.29,0.37,0.08,0.37,0.08,0.18,0.26,0.08,0.26
Ritchie De Laet,BEL,DF,,34,1988,15,13,980,10.9,0,1,1,0,0,0,2,0,0.4,0.4,0.6,0.9,19,51,21,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.09,0.03,0.09
Dion De Neve,BEL,"DF,MF",,21,2002,27,21,"1,922",21.4,2,1,3,2,0,0,2,0,1.2,1.2,1.4,2.6,62,41,165,0.09,0.05,0.14,0.09,0.14,0.06,0.07,0.12,0.06,0.12
Alexis De Sart,BEL,MF,Molenbeek,26,1996,7,5,484,5.4,0,2,2,0,0,0,1,0,0.6,0.6,1.2,1.8,6,19,16,0.00,0.37,0.37,0.00,0.37,0.11,0.23,0.34,0.11,0.34
Julien De Sart,BEL,MF,,28,1994,29,29,"2,547",28.3,4,0,4,1,3,3,4,0,4.6,2.2,2.8,5.0,26,210,35,0.14,0.00,0.14,0.04,0.04,0.16,0.10,0.26,0.08,0.18
Tibe De Vlieger,BEL,"MF,FW",,17,2005,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Nils De Wilde,BEL,MF,Brugge,20,2003,17,8,722,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,3,58,9,0.00,0.12,0.12,0.00,0.12,0.03,0.07,0.10,0.03,0.10
Zeno Debast,BEL,DF,,19,2003,28,28,"2,474",27.5,0,0,0,0,0,0,7,1,0.7,0.7,0.7,1.4,26,153,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Massimo Decoene,BEL,FW,,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
Robbe Decostere,BEL,DF,Brugge,25,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Théo Defourny,BEL,GK,Molenbeek,31,1992,30,30,"2,679",29.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tristan Degreef,BEL,MF,,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Delaney,DEN,"MF,DF",,31,1991,14,11,912,10.1,1,0,1,1,0,0,3,0,1.6,1.6,0.9,2.5,6,45,29,0.10,0.00,0.10,0.10,0.10,0.16,0.09,0.24,0.16,0.24
Martin Delavallée,BEL,GK,,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hannes Delcroix,BEL,DF,,24,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mathias Delorge,BEL,MF,,19,2004,30,30,"2,659",29.5,1,2,3,1,0,0,4,0,1.2,1.2,1.4,2.6,27,190,38,0.03,0.07,0.10,0.03,0.10,0.04,0.05,0.09,0.04,0.09
Olivier Deman,BEL,"DF,MF",Brugge,23,2000,5,4,380,4.2,0,0,0,0,0,0,1,0,1.1,1.1,1.1,2.2,6,24,25,0.00,0.00,0.00,0.00,0.00,0.26,0.25,0.51,0.26,0.51
