Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Ruben Aguilar,FRA,DF,Lens,30,1993,2,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,1,6,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12
Ilias Akhomach,MAR,"MF,FW",Villarreal,19,2004,5,5,406,4.5,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,19,11,44,0.22,0.22,0.44,0.22,0.44,0.05,0.16,0.21,0.05,0.21
David Akpan Ankeye,NGA,FW,Sheriff Tiraspol,21,2002,6,4,401,4.5,1,1,2,1,0,0,0,0,1.3,1.3,0.4,1.7,6,3,16,0.22,0.22,0.45,0.22,0.45,0.28,0.09,0.38,0.28,0.38
Chuba Akpom,ENG,"FW,MF",Ajax,27,1995,6,1,188,2.1,3,0,3,3,0,0,0,0,2.4,2.4,0.0,2.5,8,6,9,1.44,0.00,1.44,1.44,1.44,1.17,0.02,1.19,1.17,1.19
Kerem Aktürkoğlu,TUR,FW,Galatasaray,24,1998,2,2,144,1.6,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,7,3,14,0.00,0.00,0.00,0.00,0.00,0.25,0.36,0.61,0.25,0.61
Raúl Albiol,ESP,DF,Villarreal,37,1985,3,2,141,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Trent Alexander-Arnold,ENG,DF,Liverpool,24,1998,5,3,278,3.1,0,3,3,0,0,0,0,0,0.1,0.1,0.4,0.5,8,30,17,0.00,0.97,0.97,0.00,0.97,0.05,0.13,0.18,0.05,0.18
Sotiris Alexandropoulos,GRE,"MF,FW",Olympiacos,21,2001,5,3,239,2.7,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,6,9,6,0.00,0.00,0.00,0.00,0.00,0.18,0.09,0.27,0.18,0.27
Alisson,BRA,GK,Liverpool,30,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Barış Alper Yılmaz,TUR,"FW,DF",Galatasaray,23,2000,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,9,4,12,0.00,0.50,0.50,0.00,0.50,0.02,0.03,0.05,0.02,0.05
Adrià Altimira,ESP,DF,Villarreal,22,2001,4,3,283,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,23,9,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Edson Álvarez,MEX,MF,West Ham,25,1997,7,6,499,5.5,1,1,2,1,0,0,4,0,0.5,0.5,0.5,1.0,5,22,5,0.18,0.18,0.36,0.18,0.36,0.09,0.09,0.18,0.09,0.18
Mohamed Aly Camara,GUI,DF,Young Boys,25,1997,1,1,87,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Romeo Amane,CIV,MF,Häcken,20,2003,6,4,373,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,19,23,18,0.00,0.00,0.00,0.00,0.00,0.28,0.18,0.46,0.28,0.46
Jaydon Amauri Banel,NED,MF,Ajax,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aurele Amenda,SUI,DF,Young Boys,20,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Michael Amir Murillo,PAN,"DF,MF",Marseille,27,1996,7,2,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,9,8,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Mohamed Amoura,ALG,FW,Union SG,23,2000,6,5,438,4.9,2,1,3,2,0,0,1,0,3.5,3.5,0.7,4.2,21,11,40,0.41,0.21,0.62,0.41,0.62,0.73,0.14,0.87,0.73,0.87
Nordin Amrabat,MAR,"MF,FW",AEK Athens,36,1987,6,6,460,5.1,0,1,1,0,0,0,3,0,0.4,0.4,1.7,2.1,15,17,28,0.00,0.20,0.20,0.00,0.20,0.07,0.33,0.40,0.07,0.40
Andrés Andrade Cedeño,PAN,DF,LASK,24,1998,6,5,465,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Leandro Andrade,CPV,"FW,MF",Qarabağ,23,1999,10,10,783,8.7,2,1,3,2,0,0,1,0,1.2,1.2,1.3,2.5,27,28,55,0.23,0.11,0.34,0.23,0.34,0.13,0.15,0.28,0.13,0.28
Patrick Andrade,CPV,MF,Qarabağ,30,1993,9,2,250,2.8,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.2,0,10,0,0.00,0.36,0.36,0.00,0.36,0.08,0.37,0.45,0.08,0.45
Markus Andreas Kaasa,NOR,MF,Molde,26,1997,5,5,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,13,9,7,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Robert Andrich,GER,"MF,DF",Leverkusen,28,1994,11,8,760,8.4,1,1,2,1,0,0,3,0,0.4,0.4,0.4,0.8,9,44,3,0.12,0.12,0.24,0.12,0.24,0.05,0.04,0.09,0.05,0.09
Angeliño,ESP,"DF,FW",Roma,26,1997,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Goran Antonić,SRB,DF,TSC Bačka Top,32,1990,5,5,419,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Michail Antonio,JAM,FW,West Ham,33,1990,6,3,322,3.6,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,5,7,19,0.28,0.00,0.28,0.28,0.28,0.23,0.18,0.40,0.23,0.40
Alexis Antunes,SUI,"MF,FW",Servette FC,23,2000,5,4,290,3.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,4,7,20,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Houssem Aouar,ALG,MF,Roma,25,1998,9,6,398,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,8,18,21,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04
Ayman Aourir,GER,MF,Leverkusen,18,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kostas Apostolakis,GRE,DF,Sheriff Tiraspol,24,1999,6,2,197,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youssef El-Arabi,MAR,FW,Olympiacos,36,1987,2,0,34,0.4,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,0,0,3,2.65,0.00,2.65,2.65,2.65,1.83,0.17,2.01,1.83,2.01
Willian Arão,BRA,"MF,DF",Panathinaikos,30,1992,6,4,386,4.3,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.6,4,26,3,0.00,0.23,0.23,0.00,0.23,0.11,0.04,0.15,0.11,0.15
Sergio Araujo,ARG,"MF,FW",AEK Athens,31,1992,4,2,204,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,6,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.23,0.33,0.10,0.33
Alphonse Areola,FRA,GK,West Ham,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zoran Arsenić,CRO,DF,RKS Raków,29,1994,1,1,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alejandro Artunduaga,COL,DF,Sheriff Tiraspol,25,1997,6,6,496,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,5,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lorenz Assignon,TOG,DF,Rennes,23,2000,5,4,361,4.0,1,0,1,1,0,0,0,0,0.3,0.3,0.9,1.2,8,16,34,0.25,0.00,0.25,0.25,0.25,0.09,0.22,0.31,0.09,0.31
Giorgos Athanasiadis,GRE,GK,AEK Athens,30,1993,3,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Noah Atubolu,GER,GK,Freiburg,21,2002,10,10,930,10.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierre-Emerick Aubameyang,GAB,FW,Marseille,34,1989,13,11,"1,026",11.4,10,3,13,7,3,3,0,0,5.9,3.6,1.9,5.5,26,27,84,0.88,0.26,1.14,0.61,0.88,0.54,0.17,0.71,0.32,0.50
Fredrik Aursnes,NOR,DF,Benfica,27,1995,6,5,503,5.6,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.0,11,34,29,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20
Gastón Ávila,ARG,DF,Ajax,21,2001,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nəriman Axundzadə,AZE,FW,Qarabağ,19,2004,7,0,67,0.7,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,1.34,0.00,1.34,1.34,1.34,0.10,0.09,0.18,0.10,0.18
Kaan Ayhan,TUR,DF,Galatasaray,28,1994,2,2,123,1.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Neil El Aynaoui,FRA,MF,Lens,22,2001,2,2,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Irakli Azarov,GEO,DF,Shakhtar,21,2002,2,2,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sardar Azmoun,IRN,FW,Roma,28,1995,4,2,175,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,2,6,0.00,0.00,0.00,0.00,0.00,0.22,0.03,0.25,0.22,0.25
Sanoussy Ba,GER,"DF,MF",LASK,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shavy Babicka,GAB,"FW,MF",Toulouse,23,2000,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
Shavy Babicka,GAB,FW,Aris Limassol FC,23,2000,5,4,347,3.9,3,0,3,3,0,0,0,0,1.9,1.9,0.5,2.4,20,9,34,0.78,0.00,0.78,0.78,0.78,0.48,0.13,0.62,0.48,0.62
Cédric Badolo,BFA,MF,Sheriff Tiraspol,24,1998,5,4,400,4.4,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,11,11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Alex Baena,ESP,"FW,MF",Villarreal,22,2001,8,5,412,4.6,2,3,5,2,0,0,3,0,1.1,1.1,1.5,2.6,13,20,29,0.44,0.66,1.09,0.44,1.09,0.27,0.37,0.64,0.27,0.64
Alexander Bah,DEN,DF,Benfica,25,1997,6,5,505,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,11,23,35,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Eric Bailly,CIV,DF,Villarreal,29,1994,2,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stefan Bajcetic,ESP,DF,Liverpool,18,2004,1,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
Mitchel Bakker,NED,DF,Atalanta,23,2000,5,2,152,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,7,16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,5,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Carlos Baleba,CMR,MF,Brighton,19,2004,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leonardo Balerdi,ARG,DF,Marseille,24,1999,12,11,"1,029",11.4,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,6,35,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Husein Balic,AUT,FW,LASK,27,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David von Ballmoos,SUI,GK,Young Boys,28,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simon Banza,COD,FW,Braga,26,1996,2,2,210,2.3,2,0,2,1,1,1,1,0,1.9,1.1,0.1,1.2,2,3,7,0.86,0.00,0.86,0.43,0.43,0.95,0.05,1.00,0.56,0.61
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,2,1,126,1.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,8,0,0.71,0.00,0.71,0.71,0.71,0.21,0.00,0.21,0.21,0.21
Borna Barišić,CRO,DF,Rangers,30,1992,5,5,450,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,5,21,19,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20
Anthony Baron,GLP,"DF,MF",Servette FC,30,1992,3,1,127,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,10,7,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.27,0.12,0.27
Marc Bartra,ESP,DF,Betis,32,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Toral Bayramov,AZE,"DF,FW",Qarabağ,22,2001,10,2,335,3.7,1,1,2,0,1,1,2,0,0.8,0.0,0.5,0.6,2,9,7,0.27,0.27,0.54,0.00,0.27,0.25,0.16,0.40,0.01,0.17
Chris Bedia,CIV,FW,Servette FC,27,1996,6,5,397,4.4,2,0,2,1,1,1,2,0,1.7,0.9,0.4,1.3,2,4,17,0.45,0.00,0.45,0.23,0.23,0.39,0.09,0.48,0.21,0.30
Thomas Beelen,NED,DF,Feyenoord,22,2001,2,2,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yanis Begraoui,MAR,"FW,MF",Toulouse,22,2001,3,0,34,0.4,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,3,1,4,0.00,0.00,0.00,0.00,0.00,2.43,0.08,2.51,2.43,2.51
Héctor Bellerín,ESP,DF,Betis,28,1995,3,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,12,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06
George Bello,USA,"MF,DF",LASK,21,2002,6,5,359,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,11,12,28,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
Jeanuël Belocian,FRA,DF,Rennes,18,2005,3,3,190,2.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrea Belotti,ITA,FW,Roma,29,1993,6,3,271,3.0,3,0,3,3,0,0,1,0,1.7,1.7,0.8,2.5,7,5,17,1.00,0.00,1.00,1.00,1.00,0.56,0.27,0.83,0.56,0.83
Leo Bengtsson,SWE,"FW,MF",Aris Limassol FC,25,1998,6,5,458,5.1,1,3,4,1,0,0,2,0,1.4,1.4,0.7,2.1,10,16,24,0.20,0.59,0.79,0.20,0.79,0.27,0.15,0.41,0.27,0.41
Ismaël Bennacer,ALG,MF,Milan,25,1997,5,3,183,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,15,7,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22
Saïd Benrahma,ALG,"FW,MF",West Ham,27,1995,5,4,307,3.4,0,1,1,0,0,0,0,0,0.4,0.4,1.0,1.4,21,11,47,0.00,0.29,0.29,0.00,0.29,0.12,0.29,0.41,0.12,0.41
Yassine Benzia,ALG,MF,Qarabağ,28,1994,10,9,717,8.0,2,1,3,2,0,0,0,0,0.6,0.6,1.4,2.0,8,46,27,0.25,0.13,0.38,0.25,0.38,0.08,0.18,0.26,0.08,0.26
Gustav Berggren,SWE,MF,RKS Raków,25,1997,6,5,437,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,19,8,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Steven Berghuis,NED,"MF,FW",Ajax,31,1991,5,5,385,4.3,1,2,3,1,0,0,1,1,0.5,0.5,1.1,1.6,11,36,23,0.23,0.47,0.70,0.23,0.70,0.12,0.26,0.37,0.12,0.37
Steven Bergwijn,NED,FW,Ajax,25,1997,5,5,433,4.8,1,0,1,0,1,1,0,0,1.6,0.8,0.2,1.0,13,12,24,0.21,0.00,0.21,0.00,0.00,0.33,0.04,0.37,0.17,0.21
Veton Berisha,NOR,FW,Molde,29,1994,4,2,195,2.2,0,1,1,0,0,0,0,0,0.8,0.8,0.2,0.9,7,6,17,0.00,0.46,0.46,0.00,0.46,0.35,0.09,0.44,0.35,0.44
Bernard,BRA,"FW,MF",Panathinaikos,30,1992,6,6,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.7,13,36,28,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14
Pep Biel,ESP,MF,Olympiacos,26,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,6,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37,0.28,0.37
El Bilal Touré,MLI,"FW,MF",Atalanta,21,2001,4,0,36,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2,2,4,2.50,0.00,2.50,2.50,2.50,0.62,0.00,0.62,0.62,0.62
Veljko Birmančević,SRB,"FW,MF",Sparta Prague,25,1998,9,8,636,7.1,4,0,4,4,0,0,3,0,2.4,2.4,1.3,3.7,30,22,45,0.57,0.00,0.57,0.57,0.57,0.34,0.18,0.52,0.34,0.52
Martin Bjørnbak,NOR,DF,Molde,31,1992,3,2,225,2.5,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,6,0,0.40,0.00,0.40,0.40,0.40,0.07,0.00,0.07,0.07,0.07
Rubén Blanco,ESP,GK,Marseille,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ludovic Blas,FRA,"FW,MF",Rennes,25,1997,8,3,371,4.1,3,0,3,2,1,1,2,0,1.6,0.8,0.6,1.5,25,9,41,0.73,0.00,0.73,0.49,0.49,0.39,0.15,0.54,0.20,0.35
Lewin Blum,SUI,DF,Young Boys,22,2001,2,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Eric Boakye,GHA,DF,Aris Limassol FC,23,1999,3,3,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Bendegúz Bolla,HUN,"MF,DF",Servette FC,23,1999,6,5,427,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,11,18,35,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15
Valerii Bondar,UKR,DF,Shakhtar,24,1999,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,2,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1,1,90,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0,0,0,1.00,0.00,1.00,1.00,1.00,0.22,0.00,0.22,0.22,0.22
Victor Boniface,NGA,FW,Leverkusen,22,2000,8,4,379,4.2,5,2,7,4,1,1,1,0,4.6,3.8,1.2,5.0,10,10,24,1.19,0.47,1.66,0.95,1.42,1.09,0.28,1.38,0.91,1.19
Jan Bořil,CZE,"DF,MF",Slavia Prague,32,1991,4,2,201,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,4,18,10,0.00,0.45,0.45,0.00,0.45,0.01,0.19,0.20,0.01,0.20
Cristian Borja,COL,DF,Braga,30,1993,2,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,8,10,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Aleksandar Borković,AUT,DF,Sturm Graz,24,1999,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dan Boţan,MDA,MF,Sheriff Tiraspol,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benjamin Bourigeaud,FRA,"MF,FW",Rennes,29,1994,7,7,469,5.2,3,1,4,1,2,2,2,0,1.9,0.3,1.2,1.5,4,31,26,0.58,0.19,0.77,0.19,0.38,0.36,0.23,0.60,0.06,0.29
Edoardo Bove,ITA,MF,Roma,21,2002,12,8,708,7.9,1,0,1,1,0,0,3,0,0.3,0.3,0.4,0.7,5,27,17,0.13,0.00,0.13,0.13,0.13,0.04,0.05,0.09,0.04,0.09
