Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Sondre Auklend,NOR,MF,Bodø/Glimt,21-151,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nəriman Axundzadə,AZE,FW,Qarabağ,20-199,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kaan Ayhan,TUR,DF,Galatasaray,29-364,1994,4,4,326,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,4,21,11,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
Youri Baas,NED,DF,Ajax,21-236,2003,3,3,254,2.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
William Baeten,BEL,FW,FCSB,27-275,1997,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Baidoo,GHA,FW,Elfsborg,25-178,1999,4,4,318,3.5,2,0,2,0,2,2,0,0,1.8,0.2,0.1,0.4,1,12,21,0.57,0.00,0.57,0.00,0.00,0.52,0.03,0.55,0.07,0.10
Nedim Bajrami,ALB,FW,Rangers,25-254,1999,4,4,320,3.6,1,0,1,1,0,0,0,0,0.9,0.9,1.8,2.7,18,19,23,0.28,0.00,0.28,0.28,0.28,0.24,0.52,0.76,0.24,0.76
Tiemoué Bakayoko,FRA,MF,PAOK,30-083,1994,4,1,115,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,9,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
Tommaso Baldanzi,ITA,MF,Roma,21-230,2003,4,4,278,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,9,12,14,0.00,0.00,0.00,0.00,0.00,0.22,0.01,0.23,0.22,0.23
Daniels Balodis,LVA,DF,FK Rīgas FS,26-151,1998,3,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Leon Balogun,NGA,DF,Rangers,36-133,1988,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
Alexandru Băluță,ROU,"MF,FW",FCSB,31-056,1993,4,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Melvin Bard,FRA,"MF,DF",Nice,24-002,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,3,11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Abdülkerim Bardakcı,TUR,DF,Galatasaray,30-062,1994,4,4,355,3.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,4,19,3,0.00,0.00,0.00,0.00,0.00,0.15,0.03,0.18,0.15,0.18
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,22-317,2001,3,1,120,1.3,1,0,1,1,0,0,0,0,0.2,0.2,0.5,0.6,8,6,15,0.75,0.00,0.75,0.75,0.75,0.13,0.34,0.47,0.13,0.47
Connor Barron,SCO,MF,Rangers,22-071,2002,4,4,338,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,3,18,10,0.00,0.27,0.27,0.00,0.27,0.03,0.02,0.05,0.03,0.05
Michy Batshuayi,BEL,"FW,DF",Galatasaray,31-037,1993,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,6,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Oliver Baumann,GER,GK,Hoffenheim,34-159,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Toral Bayramov,AZE,"DF,FW",Qarabağ,23-259,2001,4,2,194,2.2,1,0,1,1,0,1,0,0,1.0,0.2,0.1,0.3,4,13,6,0.46,0.00,0.46,0.46,0.46,0.46,0.05,0.51,0.09,0.15
Rodrigo Becão,BRA,DF,Fenerbahçe,28-294,1996,4,3,287,3.2,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.2,0,5,2,0.00,0.31,0.31,0.00,0.31,0.01,0.07,0.08,0.01,0.08
Mads Bech Sørensen,DEN,DF,Midtjylland,25-306,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Sheraldo Becker,SUR,"MF,FW",Real Sociedad,29-273,1995,3,0,94,1.0,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,5,3,13,0.00,0.96,0.96,0.00,0.96,0.05,0.64,0.69,0.05,0.69
Kristijan Belic,SRB,MF,AZ Alkmaar,23-228,2001,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Saïd Benrahma,ALG,"FW,MF",Lyon,29-090,1995,4,2,165,1.8,1,0,1,1,0,0,1,0,1.0,1.0,0.8,1.8,4,8,19,0.55,0.00,0.55,0.55,0.55,0.57,0.42,1.00,0.57,1.00
Rodrigo Bentancur,URU,MF,Tottenham,27-136,1997,3,1,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,11,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Yassine Benzia,ALG,"MF,FW",Qarabağ,30-061,1994,4,3,289,3.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,5,18,22,0.00,0.31,0.31,0.00,0.31,0.11,0.16,0.27,0.11,0.27
Yuri Berchiche,ESP,DF,Athletic Club,34-272,1990,4,4,360,4.0,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,7,35,12,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16
Álex Berenguer,ESP,"MF,FW",Athletic Club,29-127,1995,4,2,191,2.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,6,21,0.00,0.47,0.47,0.00,0.47,0.07,0.13,0.20,0.07,0.20
Lasse Berg Johnsen,NOR,MF,Malmö,25-082,1999,4,4,332,3.7,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,3,32,4,0.00,0.27,0.27,0.00,0.27,0.01,0.15,0.16,0.01,0.16
Oliver Berg,NOR,"MF,FW",Malmö,31-072,1993,4,2,212,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,3,13,13,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.18,0.01,0.18
Patrick Berg,NOR,MF,Bodø/Glimt,26-350,1997,4,4,360,4.0,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,3,26,4,0.25,0.25,0.50,0.25,0.50,0.18,0.20,0.38,0.18,0.38
Mitchell van Bergen,NED,FW,Twente,25-073,1999,4,3,197,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,11,3,14,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19
Steven Berghuis,NED,MF,Ajax,32-325,1991,1,0,25,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,1,5,0,0.00,3.60,3.60,0.00,3.60,0.07,0.88,0.95,0.07,0.95
Lucas Bergvall,SWE,MF,Tottenham,18-280,2006,4,4,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,8,11,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17
Mergim Berisha,GER,FW,Hoffenheim,26-181,1998,2,0,52,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32
Gijs Besselink,NED,MF,Twente,20-145,2004,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25
Raul Bicalho,BRA,DF,Ferencváros,25-198,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kristian Bilovar,UKR,DF,Dynamo Kyiv,23-277,2001,3,2,252,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Daniel Birligea,ROU,FW,FCSB,24-203,2000,4,4,323,3.6,3,0,3,3,0,0,1,0,2.2,2.2,0.1,2.3,3,3,28,0.84,0.00,0.84,0.84,0.84,0.61,0.02,0.63,0.61,0.63
Tom Bischof,GER,MF,Hoffenheim,19-133,2005,4,4,345,3.8,0,1,1,0,0,0,0,0,0.2,0.2,1.0,1.3,10,18,12,0.00,0.26,0.26,0.00,0.26,0.06,0.27,0.33,0.06,0.33
Yves Bissouma,MLI,MF,Tottenham,28-070,1996,3,3,250,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Jeremie Boga,CIV,"MF,FW",Nice,27-310,1997,3,1,139,1.5,2,0,2,2,0,0,0,0,0.6,0.6,0.1,0.7,1,7,9,1.29,0.00,1.29,1.29,1.29,0.41,0.05,0.47,0.41,0.47
Hugo Bolin,SWE,"FW,DF",Malmö,21-107,2003,4,3,258,2.9,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,11,14,38,0.00,0.00,0.00,0.00,0.00,0.22,0.13,0.35,0.22,0.35
Moïse Bombito,CAN,DF,Nice,24-223,2000,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,4,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ruben van Bommel,NED,FW,AZ Alkmaar,20-097,2004,3,3,190,2.1,2,0,2,2,0,0,1,0,1.2,1.2,0.2,1.4,4,5,10,0.95,0.00,0.95,0.95,0.95,0.57,0.09,0.67,0.57,0.67
Hendrik Bonmann,GER,GK,Ludogorets,30-291,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gonçalo Borges,POR,FW,Porto,23-224,2001,2,1,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,0,11,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Kady Borges,BRA,"FW,MF",Ferencváros,28-190,1996,4,3,247,2.7,0,2,2,0,0,0,0,0,0.9,0.9,0.5,1.4,11,13,18,0.00,0.73,0.73,0.00,0.73,0.34,0.19,0.53,0.34,0.53
Jan Bořil,CZE,DF,Slavia Prague,33-302,1991,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Erik Botheim,NOR,"FW,MF",Malmö,24-303,2000,4,3,284,3.2,2,0,2,2,0,0,0,0,0.5,0.5,0.3,0.8,4,4,19,0.63,0.00,0.63,0.63,0.63,0.16,0.11,0.26,0.16,0.26
Endre Botka,HUN,DF,Ferencváros,30-075,1994,3,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Badredine Bouanani,ALG,"MF,FW",Nice,19-336,2004,4,2,178,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,10,21,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15
Hicham Boudaoui,ALG,MF,Nice,25-046,1999,2,2,158,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,4,13,3,0.00,0.00,0.00,0.00,0.00,0.22,0.14,0.36,0.22,0.36
Sofiane Boufal,MAR,"MF,FW",Union SG,31-052,1993,2,0,33,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,2,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.44,0.22,0.44
Maksym Braharu,UKR,"MF,FW",Dynamo Kyiv,22-110,2002,2,0,36,0.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
Brandon,ESP,FW,PAOK,29-278,1995,1,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,2,3,0.00,0.00,0.00,0.00,0.00,0.16,0.17,0.33,0.16,0.33
Pedro Bravo,COL,MF,Midtjylland,19-348,2004,4,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
Volodymyr Brazhko,UKR,MF,Dynamo Kyiv,22-290,2002,4,3,290,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,12,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
Brian Brobbey,NED,FW,Ajax,22-281,2002,3,3,214,2.4,1,3,4,1,0,0,0,0,1.4,1.4,1.3,2.7,9,4,15,0.42,1.26,1.68,0.42,1.68,0.58,0.56,1.14,0.58,1.14
Bruma,POR,"FW,MF",Braga,30-015,1994,4,3,300,3.3,2,0,2,1,1,1,0,0,2.8,2.0,1.6,3.6,16,20,36,0.60,0.00,0.60,0.30,0.30,0.85,0.48,1.33,0.61,1.09
Max Bruns,NED,DF,Twente,22-002,2002,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sondre Brunstad Fet,NOR,MF,Bodø/Glimt,27-296,1997,4,2,164,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,26-050,1998,3,2,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,5,2,8,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Ibrahim Buhari,NGA,DF,Elfsborg,23-031,2001,4,4,358,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Adam Buksa,POL,FW,Midtjylland,28-119,1996,2,2,180,2.0,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,1,2,8,0.00,0.00,0.00,0.00,0.00,0.33,0.01,0.34,0.33,0.34
Marius Bülter,GER,"DF,FW",Hoffenheim,31-224,1993,3,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,3,1,8,0.00,0.00,0.00,0.00,0.00,0.07,0.37,0.44,0.07,0.44
Onur Bulut,TUR,"DF,FW",Beşiktaş,30-206,1994,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28
Fabijan Buntić,CRO,GK,Qarabağ,27-258,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Burgess,ENG,DF,Union SG,33-032,1991,4,4,355,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,12,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
Busanello,BRA,DF,Malmö,26-010,1998,4,4,360,4.0,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,4,17,24,0.00,0.25,0.25,0.00,0.25,0.04,0.03,0.07,0.04,0.07
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,30-161,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jack Butland,ENG,GK,Rangers,31-243,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zico Buurmeester,NED,MF,AZ Alkmaar,22-154,2002,2,1,97,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,2,2,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.50,0.20,0.50
Vitaliy Buyalskyi,UKR,MF,Dynamo Kyiv,31-307,1993,2,1,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22
Marcin Bułka,POL,GK,Nice,25-035,1999,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
