Player,Nation,Pos,Squad,Comp,Age,Born,MatchesPlayed,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKattempted,CardY,CardR,xG,npxG,xAG,npxG+xAG,PrgCarries,PrgPasses,PrgReceived,G/90,A/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Wylan Cyprien,FRA,MF,Parma,Serie A,29-278,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,36-053,1988,7,1,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Lucas Da Cunha,FRA,"MF,FW",Como,Serie A,23-145,2001,8,3,276,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,13,11,28,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.15,0.05,0.15
Mahmoud Dahoud,GER,MF,Eint Frankfurt,Bundesliga,28-305,1996,4,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Thijs Dallinga,NED,"FW,MF",Bologna,Serie A,24-090,2000,6,1,137,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,2,13,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.22,0.19,0.22
Diogo Dalot,POR,DF,Manchester Utd,Premier League,25-228,1999,9,9,810,9.0,0,1,1,0,0,0,2,0,0.7,0.7,1.1,1.8,10,38,30,0.00,0.11,0.11,0.00,0.11,0.07,0.13,0.20,0.07,0.20
Mikkel Damsgaard,DEN,"MF,FW",Brentford,Premier League,24-121,2000,9,7,629,7.0,0,3,3,0,0,0,0,0,0.7,0.7,2.7,3.4,19,47,25,0.00,0.43,0.43,0.00,0.43,0.10,0.39,0.49,0.10,0.49
Flavius Daniliuc,AUT,DF,Hellas Verona,Serie A,23-188,2001,6,3,378,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,12,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Danilo,BRA,MF,Nott'ham Forest,Premier League,23-186,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Danilo,BRA,DF,Juventus,Serie A,33-109,1991,6,3,301,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,20,4,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Arnaut Danjuma,NED,FW,Villarreal,La Liga,27-275,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38
Arnaut Danjuma,NED,"FW,MF",Girona,La Liga,27-275,1997,8,6,510,5.7,0,0,0,0,0,0,1,0,1.0,1.0,0.4,1.4,36,18,69,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24
Kévin Danois,FRA,"MF,DF",Auxerre,Ligue 1,20-126,2004,8,5,446,5.0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,5,36,12,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15
Kevin Danso,AUT,DF,Lens,Ligue 1,26-043,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Dante,BRA,DF,Nice,Ligue 1,41-014,1983,7,6,563,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,33,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,,,3,1,50,0.6,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2,0,2,1.80,0.00,1.80,1.80,1.80,1.84,0.00,1.84,1.84,1.84
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-299,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51
Bence Dárdai,GER,FW,Wolfsburg,Bundesliga,18-282,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.80
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-315,1993,11,9,718,8.0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,10,30,30,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
Matteo Darmian,ITA,DF,Inter,Serie A,34-335,1989,10,8,640,7.1,1,2,3,1,0,0,1,0,0.7,0.7,0.7,1.4,3,15,52,0.14,0.28,0.42,0.14,0.42,0.10,0.09,0.20,0.10,0.20
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-031,1998,7,2,282,3.1,1,1,2,1,0,1,0,0,2.2,1.4,0.6,2.0,7,7,13,0.32,0.32,0.64,0.32,0.64,0.71,0.18,0.89,0.46,0.64
Juan David Cabal,COL,DF,Juventus,Serie A,23-298,2001,6,6,449,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,13,16,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Jonathan David,CAN,FW,Lille,Ligue 1,24-292,2000,9,6,643,7.1,6,0,6,4,2,2,1,0,4.5,2.9,0.2,3.1,9,16,47,0.84,0.00,0.84,0.56,0.56,0.63,0.03,0.66,0.40,0.44
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,23-365,2000,7,6,567,6.3,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.0,28,41,49,0.00,0.16,0.16,0.00,0.16,0.04,0.12,0.16,0.04,0.16
Keinan Davis,ENG,FW,Udinese,Serie A,26-262,1998,10,2,345,3.8,1,1,2,1,0,0,1,0,0.9,0.9,1.6,2.6,9,9,24,0.26,0.26,0.52,0.26,0.52,0.24,0.43,0.67,0.24,0.67
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-294,2000,9,9,810,9.0,0,2,2,0,0,0,1,0,0.5,0.5,1.7,2.1,15,22,39,0.00,0.22,0.22,0.00,0.22,0.05,0.19,0.24,0.05,0.24
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-260,2001,9,9,779,8.7,5,2,7,4,1,1,0,0,2.7,2.0,1.2,3.2,20,19,49,0.58,0.23,0.81,0.46,0.69,0.32,0.14,0.46,0.23,0.37
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-165,1995,5,5,380,4.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Craig Dawson,ENG,DF,Wolves,Premier League,34-179,1990,8,6,571,6.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,4,13,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-126,1991,4,4,356,4.0,1,1,2,1,0,0,1,0,1.2,1.2,1.7,2.9,10,47,32,0.25,0.25,0.51,0.25,0.51,0.31,0.43,0.74,0.31,0.74
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-236,2001,10,9,691,7.7,2,3,5,2,0,0,0,0,1.7,1.7,3.0,4.6,34,55,79,0.26,0.39,0.65,0.26,0.65,0.22,0.39,0.61,0.22,0.61
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-161,1994,10,5,487,5.4,0,1,1,0,0,0,2,0,0.1,0.1,1.7,1.8,12,50,28,0.00,0.18,0.18,0.00,0.18,0.02,0.31,0.33,0.02,0.33
Mattia De Sciglio,ITA,"DF,FW",Empoli,Serie A,32-012,1992,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-162,1988,3,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-149,1998,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Koni De Winter,BEL,DF,Genoa,Serie A,22-142,2002,7,7,630,7.0,1,0,1,1,0,0,4,0,0.6,0.6,0.1,0.6,3,18,7,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-092,1995,8,5,461,5.1,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,4,13,12,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-217,1996,7,6,506,5.6,3,2,5,0,3,4,0,0,3.5,0.4,0.8,1.2,14,26,39,0.53,0.36,0.89,0.00,0.36,0.63,0.14,0.77,0.07,0.21
Enrico Del Prato,ITA,DF,Parma,Serie A,24-357,1999,9,7,734,8.2,2,0,2,2,0,0,2,0,0.2,0.2,0.6,0.8,0,13,4,0.25,0.00,0.25,0.25,0.25,0.03,0.07,0.10,0.03,0.10
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-267,2003,9,8,632,7.0,5,0,5,5,0,0,2,0,1.5,1.5,0.3,1.8,15,4,31,0.71,0.00,0.71,0.71,0.71,0.22,0.05,0.26,0.22,0.26
Fisayo Dele-Bashiru,NGA,MF,Lazio,Serie A,23-269,2001,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-209,2000,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
Ali Dembélé,FRA,DF,Torino,Serie A,20-301,2004,6,0,59,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-170,1997,8,6,520,5.8,4,4,8,4,0,0,1,0,3.2,3.2,4.0,7.2,46,53,80,0.69,0.69,1.38,0.69,1.38,0.55,0.69,1.25,0.55,1.25
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-221,1998,8,5,444,4.9,5,0,5,5,0,1,0,0,2.6,1.6,0.4,2.0,4,8,26,1.01,0.00,1.01,1.01,1.01,0.52,0.08,0.60,0.33,0.41
Sepp van den Berg,NED,DF,Brentford,Premier League,22-317,2001,7,6,552,6.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,16,15,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-208,1994,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-056,1998,3,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-097,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-089,1993,10,10,900,10.0,3,0,3,3,0,0,2,0,1.9,1.9,1.5,3.4,12,61,48,0.30,0.00,0.30,0.30,0.30,0.19,0.15,0.34,0.19,0.34
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-351,1996,9,7,552,6.1,3,2,5,3,0,0,0,0,2.0,2.0,2.1,4.1,6,14,29,0.49,0.33,0.82,0.49,0.82,0.33,0.35,0.68,0.33,0.68
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-040,2005,6,0,104,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,6,13,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-300,2001,9,9,810,9.0,1,1,2,1,0,0,2,0,0.9,0.9,0.1,0.9,4,30,0,0.11,0.11,0.22,0.11,0.22,0.10,0.01,0.11,0.10,0.11
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-317,2003,8,8,577,6.4,2,1,3,2,0,0,3,0,2.1,2.1,0.6,2.7,11,22,37,0.31,0.16,0.47,0.31,0.47,0.33,0.10,0.43,0.33,0.43
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-113,2002,7,4,374,4.2,1,1,2,1,0,0,1,0,0.5,0.5,1.2,1.6,26,22,63,0.24,0.24,0.48,0.24,0.48,0.11,0.28,0.40,0.11,0.40
Assane Diao,ESP,FW,Betis,La Liga,19-055,2005,5,2,189,2.1,0,1,1,0,0,0,0,0,0.4,0.4,0.9,1.2,4,1,17,0.00,0.48,0.48,0.00,0.48,0.21,0.48,0.69,0.21,0.69
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-303,2004,9,9,748,8.3,2,1,3,1,1,1,2,0,1.5,0.7,1.0,1.7,22,34,30,0.24,0.12,0.36,0.12,0.24,0.18,0.12,0.30,0.09,0.21
Moussa Diarra,MLI,DF,Alavés,La Liga,23-357,2000,8,6,560,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,29,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rúben Dias,POR,DF,Manchester City,Premier League,27-171,1997,9,8,727,8.1,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,12,57,3,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-250,1999,4,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-265,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-258,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-090,1999,6,2,134,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,9,10,18,0.67,0.67,1.34,0.67,1.34,0.20,0.22,0.43,0.20,0.43
Luis Díaz,COL,FW,Liverpool,Premier League,27-293,1997,9,7,533,5.9,5,2,7,5,0,0,0,0,2.8,2.8,1.3,4.1,25,17,54,0.84,0.34,1.18,0.84,1.18,0.47,0.22,0.69,0.47,0.69
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-149,1998,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-234,2006,9,6,493,5.5,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,25,19,34,0.18,0.00,0.18,0.18,0.18,0.17,0.14,0.31,0.17,0.31
Diego,ESP,"FW,MF",Leganés,La Liga,24-197,2000,6,2,185,2.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.6,2,3,14,0.49,0.00,0.49,0.49,0.49,0.28,0.04,0.31,0.28,0.31
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-340,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,9,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-223,2000,5,2,225,2.5,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,2,2,14,0.80,0.00,0.80,0.80,0.80,0.37,0.00,0.37,0.37,0.37
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-291,1994,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-104,1993,9,9,678,7.5,0,2,2,0,0,0,3,0,0.3,0.3,1.4,1.7,4,13,42,0.00,0.27,0.27,0.00,0.27,0.03,0.19,0.22,0.03,0.22
Federico Dimarco,ITA,DF,Inter,Serie A,26-357,1997,10,10,799,8.9,1,1,2,1,0,0,1,0,1.2,1.2,2.5,3.7,14,25,92,0.11,0.11,0.23,0.11,0.23,0.13,0.29,0.42,0.13,0.42
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-346,2000,5,2,236,2.6,0,1,1,0,0,0,0,0,0.8,0.8,0.9,1.7,5,3,22,0.00,0.38,0.38,0.00,0.38,0.30,0.36,0.66,0.30,0.66
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-324,2001,7,5,403,4.5,0,2,2,0,0,0,0,0,0.5,0.5,0.6,1.1,10,12,32,0.00,0.45,0.45,0.00,0.45,0.11,0.13,0.24,0.11,0.24
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-206,2001,7,6,565,6.3,2,2,4,2,0,0,3,0,1.0,1.0,0.5,1.5,1,26,4,0.32,0.32,0.64,0.32,0.64,0.16,0.08,0.24,0.16,0.24
Lois Diony,FRA,FW,Angers,Ligue 1,31-317,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Issa Diop,FRA,DF,Fulham,Premier League,27-297,1997,7,4,393,4.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,0,12,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-145,2000,6,0,83,0.9,1,1,2,1,0,0,0,0,0.9,0.9,0.3,1.2,2,9,6,1.08,1.08,2.17,1.08,2.17,1.02,0.28,1.30,1.02,1.30
Andy Diouf,FRA,MF,Lens,Ligue 1,21-168,2003,9,8,724,8.0,1,1,2,1,0,0,0,0,0.6,0.6,0.7,1.3,24,36,19,0.12,0.12,0.25,0.12,0.25,0.08,0.09,0.16,0.08,0.16
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-351,1999,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-042,1997,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Axel Disasi,FRA,DF,Chelsea,Premier League,26-235,1998,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roman Dixon,ENG,DF,Everton,Premier League,19-311,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-077,1999,7,2,237,2.6,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,9,4,27,0.38,0.00,0.38,0.38,0.38,0.11,0.11,0.22,0.11,0.22
Djené,TOG,DF,Getafe,La Liga,32-306,1991,11,11,917,10.2,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,6,24,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-256,1993,9,9,810,9.0,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1.1,9,45,18,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-282,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-138,1998,8,8,667,7.4,4,1,5,4,0,0,0,0,3.1,3.1,0.1,3.2,16,33,47,0.54,0.13,0.67,0.54,0.67,0.41,0.01,0.43,0.41,0.43
Dodô,BRA,DF,Fiorentina,Serie A,25-350,1998,10,10,900,10.0,0,0,0,0,0,0,3,0,0.2,0.2,1.7,1.9,56,47,61,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-124,1998,8,8,720,8.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,4,21,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Matt Doherty,IRL,DF,Wolves,Premier League,32-290,1992,4,2,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.03,0.10
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22-158,2002,7,5,401,4.5,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.6,58,19,80,0.22,0.22,0.45,0.22,0.45,0.09,0.27,0.36,0.09,0.36
Marc Domenech,ESP,FW,Mallorca,La Liga,18-305,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,8,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21-043,2003,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-264,2001,6,4,344,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,23,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-126,1998,7,4,357,4.0,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.6,5,17,6,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-214,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-250,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-006,2004,9,9,764,8.5,2,0,2,2,0,0,1,1,2.1,2.1,0.2,2.3,30,20,43,0.24,0.00,0.24,0.24,0.24,0.25,0.03,0.28,0.25,0.28
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-291,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-291,1998,4,2,191,2.1,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,3,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Alberto Dossena,ITA,DF,Como,Serie A,26-019,1998,9,9,778,8.6,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,2,21,0,0.00,0.12,0.12,0.00,0.12,0.05,0.05,0.11,0.05,0.11
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-305,1993,8,7,565,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,7,20,12,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-298,2000,3,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-151,2005,6,2,261,2.9,0,1,1,0,0,0,0,0,0.9,0.9,1.6,2.5,20,18,40,0.00,0.34,0.34,0.00,0.34,0.30,0.56,0.86,0.30,0.86
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-015,2002,8,8,720,8.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,7,27,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Douglas,BRA,MF,Nantes,Ligue 1,27-293,1997,7,7,588,6.5,1,1,2,1,0,0,3,0,1.5,1.5,0.3,1.8,3,31,14,0.15,0.15,0.31,0.15,0.31,0.22,0.05,0.27,0.22,0.27
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-100,2003,8,8,675,7.5,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,6,26,5,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.10,0.01,0.10
Issa Doumbia,CIV,MF,Venezia,Serie A,21-016,2003,6,1,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,5,4,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-257,2003,6,3,285,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,10,11,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-091,1999,11,3,394,4.4,1,0,1,1,0,0,1,0,1.7,1.7,0.0,1.7,4,4,27,0.23,0.00,0.23,0.23,0.23,0.38,0.00,0.38,0.38,0.38
