Player,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Leandro Trossard,FW,Belgium,29,1994,1.9,6,3.20,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anatolii Trubin,GK,Ukraine,22,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Heorhii Tsitaishvili,"DF,MF",Georgia,23,2000,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Viktor Tsyhankov,FW,Ukraine,26,1997,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ľubomír Tupta,MF,Slovakia,25,1998,0.1,1,,0,0,0,0,1,0,0,,0,0,0,0,0,0
Oleksandr Tymchyk,DF,Ukraine,27,1997,2.2,4,1.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Deniz Undav,MF,Germany,27,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dayot Upamecano,DF,France,25,1998,6.3,6,1.00,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kacper Urbanski,"FW,MF",Poland,19,2004,1.6,4,2.43,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Virgil van Dijk,DF,Netherlands,32,1991,6.0,7,1.17,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Vladyslav Vanat,FW,Ukraine,22,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Barnabás Varga,FW,Hungary,30,1994,2.8,1,0.36,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Ruben Vargas,"MF,FW",Switzerland,25,1998,3.4,9,2.65,8,1,0,0,0,0,2,0.59,2,0,0,0,0,0
Denis Vavro,DF,Slovakia,27,1996,4.3,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joey Veerman,MF,Netherlands,25,1998,2.3,11,4.74,7,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Miloš Veljković,DF,Serbia,28,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Micky van de Ven,DF,Netherlands,22,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Benjamin Verbič,MF,Slovenia,30,1993,0.8,4,8.18,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Bart Verbruggen,GK,Netherlands,21,2002,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jan Vertonghen,DF,Belgium,36,1987,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jannik Vestergaard,DF,Denmark,31,1992,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Žan Vipotnik,FW,Slovenia,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vitinha,MF,Portugal,23,2000,4.0,12,3.02,9,0,0,1,2,0,0,0.00,0,0,0,0,0,0
Daniel Vivian,DF,Spain,24,1999,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dušan Vlahović,"MF,FW",Serbia,24,2000,2.0,4,2.03,1,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Stefan de Vrij,DF,Netherlands,31,1992,6.0,6,1.00,5,0,0,1,0,0,1,0.17,1,0,0,0,0,0
Kyle Walker,DF,England,33,1990,7.7,12,1.71,9,2,0,0,1,0,2,0.29,1,1,0,0,0,0
Ollie Watkins,FW,England,28,1995,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wout Weghorst,FW,Netherlands,31,1992,1.5,3,1.96,2,0,0,1,0,0,1,0.65,1,0,0,0,0,0
Andreas Weimann,FW,Austria,32,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,30,1993,3.3,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Georginio Wijnaldum,MF,Netherlands,33,1990,0.8,1,1.23,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Nico Williams,FW,Spain,21,2002,5.5,26,4.76,17,7,1,0,1,0,2,0.37,1,0,1,0,0,0
Patrick Wimmer,"FW,MF",Austria,22,2001,1.5,2,1.30,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonas Wind,FW,Denmark,24,1999,2.1,8,3.73,7,0,0,0,1,0,1,0.47,1,0,0,0,0,0
Florian Wirtz,"FW,MF",Germany,20,2003,3.1,12,4.34,10,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Wöber,DF,Austria,25,1998,1.9,5,2.57,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Granit Xhaka,MF,Switzerland,31,1992,5.3,17,3.40,17,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Lamine Yamal,FW,Spain,16,2007,5.6,31,5.55,25,1,3,1,1,0,4,0.72,4,0,0,0,0,0
Roman Yaremchuk,FW,Ukraine,28,1995,1.3,3,2.23,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Andriy Yarmolenko,"FW,MF",Ukraine,34,1989,1.2,3,2.60,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Yusuf Yazıcı,"MF,FW",Türkiye,27,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kenan Yıldız,"FW,MF",Türkiye,18,2005,3.8,14,3.65,9,0,2,2,1,0,1,0.26,1,0,0,0,0,0
Okay Yokuşlu,"MF,DF",Türkiye,29,1994,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
İsmail Yüksek,MF,Türkiye,25,1999,1.7,5,2.96,4,0,0,1,0,0,2,1.18,1,0,0,1,0,0
Illia Zabarnyi,DF,Ukraine,21,2002,3.0,4,1.33,3,0,0,0,0,1,1,0.33,1,0,0,0,0,0
Mattia Zaccagni,"MF,FW",Italy,28,1995,0.9,6,6.59,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Denis Zakaria,MF,Switzerland,27,1996,0.3,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Nicola Zalewski,DF,Poland,22,2002,2.7,7,2.55,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Piotr Zieliński,MF,Poland,29,1994,2.8,13,4.62,7,4,1,1,0,0,1,0.36,0,1,0,0,0,0
Oleksandr Zinchenko,DF,Ukraine,27,1996,2.4,7,2.96,6,1,0,0,0,0,1,0.42,1,0,0,0,0,0
Joshua Zirkzee,"FW,DF",Netherlands,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrija Živković,DF,Serbia,27,1996,2.7,9,3.32,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Budu Zivzivadze,"FW,MF",Georgia,29,1994,0.2,1,5.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Steven Zuber,MF,Switzerland,32,1991,0.9,3,5.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Martín Zubimendi,MF,Spain,24,1999,1.6,3,1.91,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Oleksandr Zubkov,FW,Ukraine,27,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
