Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Thilo Kehrer,GER,DF,Monaco,Ligue 1,28-026,1996,5.0,282,314,89.8,5056,2376,102,110,92.7,163,171,95.3,14,27,51.9,0,0.0,0.2,0.0,1,14,1,0,20
Abdoulaye Keita,ESP,MF,Getafe,La Liga,22-046,2002,0.3,2,7,28.6,71,13,0,2,0.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
Mandela Keita,BEL,MF,Parma,Serie A,22-160,2002,0.2,6,7,85.7,97,20,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0
Andu Kelati,GER,MF,Holstein Kiel,Bundesliga,22-065,2002,1.1,34,43,79.1,776,245,10,12,83.3,15,17,88.2,9,11,81.8,1,0.7,0.2,+0.3,2,8,2,2,7
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,25-329,1998,1.0,40,44,90.9,787,468,13,13,100.0,23,23,100.0,4,7,57.1,0,0.0,0.0,0.0,0,0,0,0,0
Lloyd Kelly,ENG,DF,Newcastle Utd,Premier League,26-011,1998,2.3,76,93,81.7,1368,477,33,35,94.3,37,42,88.1,5,12,41.7,1,0.5,0.1,+0.5,1,5,1,1,6
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,20-076,2004,0.8,23,36,63.9,351,89,14,16,87.5,5,9,55.6,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,1
Marc-Oliver Kempf,GER,DF,Como,Serie A,29-263,1995,5.0,279,314,88.9,4772,1661,118,131,90.1,140,145,96.6,16,33,48.5,0,0.1,0.1,-0.1,1,18,2,0,18
Kenedy,BRA,MF,Valladolid,La Liga,28-252,1996,0.1,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Luca Kerber,GER,"MF,FW",Heidenheim,Bundesliga,22-221,2002,0.9,14,16,87.5,197,68,9,10,90.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,2
Milos Kerkez,HUN,DF,Bournemouth,Premier League,20-345,2003,6.4,204,277,73.6,3330,1187,110,127,86.6,77,99,77.8,15,40,37.5,0,0.2,0.2,-0.2,4,10,4,3,29
Reda Khadra,GER,"MF,FW",Reims,Ligue 1,23-105,2001,0.9,22,30,73.3,338,98,13,13,100.0,9,12,75.0,0,4,0.0,0,0.0,0.0,0.0,1,1,1,0,4
Bilal El Khannouss,MAR,MF,Leicester City,Premier League,20-160,2004,0.9,48,56,85.7,707,166,30,30,100.0,8,11,72.7,6,8,75.0,0,0.1,0.0,-0.1,2,6,2,0,8
Wahbi Khazri,TUN,FW,Montpellier,Ligue 1,33-252,1991,2.1,51,63,81.0,748,226,31,33,93.9,14,20,70.0,3,6,50.0,1,0.0,0.1,+1.0,2,5,2,1,7
Rani Khedira,GER,MF,Union Berlin,Bundesliga,30-264,1994,6.0,152,210,72.4,2325,823,81,99,81.8,50,66,75.8,10,20,50.0,0,0.1,0.1,-0.1,2,19,2,1,15
Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,20-231,2004,5.2,191,217,88.0,3410,1476,74,79,93.7,94,100,94.0,18,27,66.7,0,0.0,0.0,0.0,0,11,0,0,12
Kialonda,ANG,DF,Lecce,Serie A,27-020,1997,7.0,230,277,83.0,4686,1724,67,76,88.2,133,150,88.7,27,43,62.8,1,0.3,0.5,+0.7,3,5,0,0,5
Kiké,ESP,FW,Alavés,La Liga,34-327,1989,4.7,59,81,72.8,1014,227,22,30,73.3,22,28,78.6,8,11,72.7,0,0.3,0.4,-0.3,4,5,1,0,10
Max Kilman,ENG,DF,West Ham,Premier League,27-147,1997,7.0,344,390,88.2,6834,2533,109,118,92.4,196,207,94.7,36,57,63.2,1,0.2,0.1,+0.8,5,30,2,0,36
Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,29-252,1995,6.0,648,715,90.6,11031,3274,317,328,96.6,273,294,92.9,55,80,68.8,0,1.4,1.7,-1.4,16,75,8,2,59
Joshua King,NOR,"FW,MF",Toulouse,Ligue 1,32-276,1992,2.1,34,41,82.9,437,106,20,22,90.9,12,12,100.0,0,1,0.0,0,0.1,0.1,-0.1,3,2,0,0,4
Cédric Kipré,CIV,DF,Reims,Ligue 1,27-313,1996,4.1,180,199,90.5,3096,1281,78,83,94.0,89,99,89.9,10,12,83.3,1,0.3,0.4,+0.7,2,9,0,0,7
Jakub Kiwior,POL,DF,Arsenal,Premier League,24-245,2000,0.2,4,7,57.1,50,29,2,2,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Tim Kleindienst,GER,FW,Gladbach,Bundesliga,29-047,1995,5.9,61,107,57.0,841,208,38,56,67.9,20,34,58.8,1,2,50.0,1,1.5,1.1,-0.5,7,2,3,1,6
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,28-136,1996,4.2,314,352,89.2,5395,1832,127,139,91.4,165,176,93.8,17,26,65.4,0,0.0,0.1,0.0,0,19,1,0,22
Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,25-165,1999,4.3,74,112,66.1,1276,262,35,51,68.6,32,43,74.4,7,8,87.5,1,0.8,0.6,+0.2,7,3,5,1,15
Ansgar Knauff,GER,MF,Eint Frankfurt,Bundesliga,22-281,2002,2.3,36,55,65.5,515,277,20,24,83.3,13,23,56.5,1,3,33.3,2,1.0,0.4,+1.0,5,2,2,0,9
Magnus Knudsen,NOR,MF,Holstein Kiel,Bundesliga,23-124,2001,5.7,214,239,89.5,3753,1167,95,103,92.2,97,107,90.7,18,23,78.3,0,0.2,0.3,-0.2,3,10,2,0,19
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,26-316,1997,6.0,217,252,86.1,4848,3257,61,63,96.8,113,114,99.1,43,75,57.3,0,0.0,0.0,0.0,0,1,0,0,0
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,28-092,1996,6.0,271,301,90.0,5353,1989,91,96,94.8,147,157,93.6,32,40,80.0,0,0.0,0.1,0.0,0,19,1,0,18
Magnus Kofod Andersen,DEN,MF,Venezia,Serie A,25-160,1999,3.0,101,124,81.5,1725,474,43,49,87.8,49,52,94.2,7,17,41.2,0,0.1,0.1,-0.1,3,5,0,0,8
Derrick Köhn,GER,DF,Werder Bremen,Bundesliga,25-256,1999,2.5,96,109,88.1,1438,218,50,55,90.9,42,45,93.3,2,4,50.0,0,0.1,0.2,-0.1,2,2,4,0,6
Philipp Köhn,SUI,GK,Monaco,Ligue 1,26-198,1998,7.0,143,197,72.6,3774,2803,27,27,100.0,72,75,96.0,44,95,46.3,0,0.0,0.0,0.0,0,1,0,0,0
Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,30-260,1994,5.8,188,259,72.6,3281,1291,79,96,82.3,87,104,83.7,15,43,34.9,0,0.1,0.2,-0.1,1,15,1,1,20
Koke,ESP,MF,Atlético Madrid,La Liga,32-283,1992,7.1,387,459,84.3,6322,1838,195,222,87.8,147,164,89.6,31,50,62.0,0,0.9,0.7,-0.9,4,28,5,2,27
Sead Kolašinac,BIH,DF,Atalanta,Serie A,31-119,1993,3.9,212,241,88.0,3416,946,100,110,90.9,99,107,92.5,8,13,61.5,0,0.4,0.3,-0.4,1,16,1,0,25
Randal Kolo Muani,FRA,FW,Paris S-G,Ligue 1,25-317,1998,3.3,46,58,79.3,632,81,29,37,78.4,12,13,92.3,2,3,66.7,0,0.3,0.3,-0.3,2,0,1,0,3
Marco Komenda,CRO,DF,Holstein Kiel,Bundesliga,27-326,1996,1.1,28,43,65.1,494,208,14,18,77.8,9,16,56.3,4,7,57.1,0,0.0,0.0,0.0,1,4,0,0,1
Mert Kömür,GER,MF,Augsburg,Bundesliga,19-092,2005,0.3,6,8,75.0,82,15,3,4,75.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,25-145,1999,6.3,428,468,91.5,7662,3068,165,174,94.8,242,250,96.8,20,41,48.8,1,0.2,0.1,+0.8,2,30,3,0,22
Geoffrey Kondogbia,CTA,"MF,DF",Marseille,Ligue 1,31-245,1993,5.9,367,398,92.2,5328,1704,211,221,95.5,136,143,95.1,10,21,47.6,0,0.0,0.4,0.0,1,37,6,0,26
Abdoul Koné,FRA,DF,Reims,Ligue 1,19-178,2005,0.7,17,27,63.0,362,67,7,7,100.0,6,9,66.7,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,2
Amadou Koné,MLI,MF,Reims,Ligue 1,19-156,2005,0.2,15,16,93.8,282,67,4,4,100.0,10,11,90.9,1,1,100.0,0,0.0,0.0,0.0,1,2,1,0,2
Ismaël Koné,CAN,MF,Marseille,Ligue 1,22-133,2002,1.6,48,56,85.7,779,199,22,24,91.7,22,26,84.6,2,3,66.7,0,0.2,0.0,-0.2,1,4,0,0,3
Manu Koné,FRA,MF,Roma,Serie A,23-153,2001,2.9,148,167,88.6,2226,446,74,83,89.2,64,67,95.5,5,6,83.3,0,0.1,0.1,-0.1,3,11,1,0,18
Ezri Konsa,ENG,DF,Aston Villa,Premier League,26-360,1997,6.1,320,343,93.3,5373,1568,126,129,97.7,180,186,96.8,8,17,47.1,0,0.0,0.1,0.0,1,33,0,0,26
Teun Koopmeiners,NED,MF,Juventus,Serie A,26-232,1998,4.0,199,237,84.0,3230,778,101,110,91.8,80,90,88.9,14,28,50.0,1,0.6,0.6,+0.4,12,19,5,2,19
Odilon Kossounou,CIV,DF,Atalanta,Serie A,23-287,2001,1.7,89,94,94.7,1884,663,20,20,100.0,56,59,94.9,13,14,92.9,0,0.0,0.0,0.0,0,5,0,0,5
Christian Kouamé,CIV,"MF,FW",Fiorentina,Serie A,26-316,1997,3.3,87,117,74.4,1376,316,43,54,79.6,27,33,81.8,11,16,68.8,0,0.3,0.2,-0.3,7,6,3,1,11
Henri Koudossou,GER,DF,Augsburg,Bundesliga,25-044,1999,0.7,14,18,77.8,191,64,10,11,90.9,4,7,57.1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,20-324,2003,2.6,63,91,69.2,1326,594,23,27,85.2,27,39,69.2,12,22,54.5,1,0.0,0.1,+1.0,1,3,3,2,3
Jules Koundé,FRA,DF,Barcelona,La Liga,25-340,1998,8.3,536,612,87.6,8766,2706,259,282,91.8,239,268,89.2,26,39,66.7,1,1.2,1.2,-0.2,10,46,9,4,54
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,27-185,1997,1.2,21,28,75.0,443,186,7,9,77.8,9,10,90.0,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,1
Mateo Kovačić,CRO,MF,Manchester City,Premier League,30-164,1994,5.8,454,484,93.8,6840,1719,256,266,96.2,173,183,94.5,18,23,78.3,0,0.3,0.7,-0.3,8,46,6,0,31
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,24-153,2000,1.0,24,25,96.0,633,434,6,6,100.0,12,12,100.0,6,7,85.7,0,0.0,0.0,0.0,0,2,0,0,0
Mateusz Kowalski,POL,MF,Parma,Serie A,19-088,2005,0.6,8,12,66.7,95,24,5,8,62.5,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,30-076,1994,2.7,59,74,79.7,1018,485,26,33,78.8,29,33,87.9,4,6,66.7,0,0.1,0.0,-0.1,1,3,0,0,1
Alex Král,CZE,"MF,FW",Espanyol,La Liga,26-151,1998,8.4,184,240,76.7,3047,793,89,107,83.2,74,88,84.1,17,28,60.7,0,0.4,0.4,-0.4,2,20,4,0,27
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,33-120,1991,4.7,153,196,78.1,2425,607,85,94,90.4,47,64,73.4,13,22,59.1,1,0.9,1.3,+0.1,7,10,7,2,22
Frans Krätzig,GER,DF,Stuttgart,Bundesliga,21-277,2003,0.6,36,41,87.8,510,123,23,23,100.0,12,16,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,2
Ladislav Krejčí,CZE,DF,Girona,La Liga,25-180,1999,3.1,255,286,89.2,4400,1450,105,110,95.5,135,138,97.8,11,32,34.4,0,0.0,0.0,0.0,0,17,0,0,12
Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,Bundesliga,27-098,1997,6.0,201,265,75.8,3715,1678,93,102,91.2,79,105,75.2,25,43,58.1,0,0.8,1.5,-0.8,5,25,8,1,27
Thomas Kristensen,DEN,DF,Udinese,Serie A,22-274,2002,2.1,90,106,84.9,1791,678,33,39,84.6,42,47,89.4,15,19,78.9,0,0.0,0.0,0.0,0,4,0,0,2
Nikola Krstović,MNE,FW,Lecce,Serie A,24-195,2000,6.7,95,132,72.0,1388,342,57,71,80.3,29,36,80.6,6,14,42.9,0,0.2,0.2,-0.2,5,11,3,0,13
Lukas Kübler,GER,DF,Freiburg,Bundesliga,32-048,1992,5.2,169,230,73.5,3045,958,61,76,80.3,85,112,75.9,16,29,55.2,0,0.3,0.2,-0.3,3,14,2,0,18
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,23-135,2001,7.0,180,243,74.1,2520,773,110,131,84.0,42,54,77.8,13,25,52.0,0,0.9,0.8,-0.9,9,18,10,1,32
Mohammed Kudus,GHA,"MF,FW",West Ham,Premier League,24-076,2000,6.4,140,174,80.5,2383,352,70,82,85.4,54,59,91.5,13,20,65.0,0,0.8,0.8,-0.8,5,8,4,3,15
Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,24-175,2000,5.9,152,207,73.4,2198,825,92,107,86.0,44,58,75.9,9,21,42.9,1,1.9,1.2,-0.9,21,17,14,0,36
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,19-205,2005,1.0,43,50,86.0,646,219,23,23,100.0,19,23,82.6,1,3,33.3,0,0.1,0.1,-0.1,1,3,1,1,5
Marash Kumbulla,ALB,DF,Espanyol,La Liga,24-252,2000,7.7,310,354,87.6,5990,2486,114,120,95.0,156,164,95.1,36,62,58.1,0,0.0,0.1,0.0,0,18,1,1,22
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,31-276,1993,3.5,107,139,77.0,1621,584,62,75,82.7,34,47,72.3,7,11,63.6,0,0.0,0.3,0.0,1,7,2,0,21
Khvicha Kvaratskhelia,GEO,"MF,FW",Napoli,Serie A,23-248,2001,5.8,131,177,74.0,2106,564,81,92,88.0,34,45,75.6,13,24,54.2,2,2.5,1.9,-0.5,13,10,9,1,21
Moritz-Broni Kwarteng,GHA,MF,Bochum,Bundesliga,26-172,1998,0.7,22,24,91.7,280,76,11,11,100.0,9,10,90.0,0,0,,0,0.1,0.0,-0.1,3,3,2,0,5
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,28-255,1996,7.0,246,324,75.9,4123,1354,119,134,88.8,99,123,80.5,23,50,46.0,1,0.4,0.4,+0.6,9,22,2,0,23
Rémy Labeau Lascary,GLP,FW,Lens,Ligue 1,21-228,2003,2.7,40,60,66.7,485,64,28,36,77.8,10,15,66.7,1,2,50.0,0,0.4,0.4,-0.4,2,2,1,0,2
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,30-167,1994,0.9,21,28,75.0,281,40,15,16,93.8,5,8,62.5,1,1,100.0,1,0.1,0.2,+0.9,1,0,1,1,2
Nediljko Labrović,CRO,GK,Augsburg,Bundesliga,25-007,1999,6.0,135,188,71.8,3996,3054,16,16,100.0,74,75,98.7,45,94,47.9,0,0.0,0.0,0.0,0,7,0,0,0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33-142,1991,4.9,96,134,71.6,1316,410,59,72,81.9,26,37,70.3,5,10,50.0,1,1.1,1.3,-0.1,5,8,5,2,19
Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,24-194,2000,4.0,164,211,77.7,3381,1399,57,72,79.2,83,97,85.6,23,38,60.5,1,0.3,0.4,+0.7,3,14,0,0,7
Alban Lafont,FRA,GK,Nantes,Ligue 1,25-268,1999,7.0,127,180,70.6,3596,2751,24,24,100.0,66,66,100.0,37,88,42.0,0,0.0,0.0,0.0,1,3,0,0,0
Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,27-143,1997,1.3,72,84,85.7,977,168,48,55,87.3,23,25,92.0,0,0,,0,0.0,0.1,0.0,0,8,2,0,12
Stefan Lainer,AUT,DF,Gladbach,Bundesliga,32-051,1992,0.2,17,21,81.0,199,54,13,15,86.7,4,4,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Kenny Lala,MAD,DF,Brest,Ligue 1,33-014,1991,6.0,276,350,78.9,5675,1898,98,109,89.9,122,150,81.3,51,76,67.1,0,0.3,0.8,-0.3,7,22,9,4,19
Adam Lallana,ENG,MF,Southampton,Premier League,36-160,1988,1.3,81,92,88.0,1088,328,54,59,91.5,23,25,92.0,1,4,25.0,2,0.8,0.2,+1.2,2,5,4,0,9
Mathis Lambourde,FRA,"DF,MF",Hellas Verona,Serie A,18-282,2006,0.1,2,2,100.0,29,16,1,1,100.0,1,1,100.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0
Mohamed Lamine Bayo,GUI,FW,Lille,Ligue 1,26-135,1998,2.1,25,34,73.5,301,55,17,19,89.5,7,9,77.8,0,1,0.0,0,0.2,0.1,-0.2,2,1,0,0,2
Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,34-253,1990,1.0,9,17,52.9,106,15,6,7,85.7,2,5,40.0,0,2,0.0,0,0.0,0.1,0.0,1,0,0,0,3
Cyle Larin,CAN,FW,Mallorca,La Liga,29-183,1995,4.6,62,86,72.1,729,98,42,55,76.4,12,18,66.7,2,2,100.0,2,1.0,0.0,+1.0,3,4,0,0,5
Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,27-237,1997,7.0,155,253,61.3,4716,3854,17,17,100.0,79,80,98.8,59,155,38.1,0,0.0,0.0,0.0,0,3,0,0,0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20-112,2004,5.6,146,167,87.4,2422,720,72,74,97.3,56,64,87.5,13,21,61.9,0,0.2,0.3,-0.2,3,10,2,0,19
Juanmi Latasa,ESP,FW,Valladolid,La Liga,23-208,2001,4.6,46,78,59.0,669,149,27,37,73.0,15,28,53.6,2,4,50.0,0,0.2,0.2,-0.2,3,4,0,0,8
Toni Lato,ESP,DF,Mallorca,La Liga,26-331,1997,1.9,86,115,74.8,1599,614,37,47,78.7,42,52,80.8,7,12,58.3,0,0.3,0.4,-0.3,4,7,7,6,9
Roméo Lavia,BEL,MF,Chelsea,Premier League,20-285,2004,0.9,47,49,95.9,846,247,18,19,94.7,26,26,100.0,2,3,66.7,0,0.5,0.2,-0.5,1,3,1,0,2
Valentino Lazaro,AUT,DF,Torino,Serie A,28-207,1996,6.3,265,337,78.6,4427,1198,124,141,87.9,118,140,84.3,19,43,44.2,2,1.2,1.2,+0.8,8,14,7,4,21
Darko Lazović,SRB,"MF,FW",Hellas Verona,Serie A,34-032,1990,5.7,98,157,62.4,1633,646,50,57,87.7,39,65,60.0,7,25,28.0,3,1.5,0.4,+1.5,6,4,5,3,14
Manuel Lazzari,ITA,DF,Lazio,Serie A,30-323,1993,5.5,248,308,80.5,3858,1054,122,131,93.1,102,126,81.0,13,25,52.0,0,0.5,0.5,-0.5,10,18,9,9,30
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27-075,1997,4.8,195,232,84.1,4146,1592,67,74,90.5,95,101,94.1,31,53,58.5,0,0.0,0.1,0.0,1,10,0,0,10
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26-179,1998,1.1,11,14,78.6,181,36,6,8,75.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
Enzo Le Fée,FRA,MF,Roma,Serie A,24-257,2000,1.0,50,66,75.8,798,150,27,35,77.1,20,24,83.3,2,5,40.0,0,0.1,0.1,-0.1,2,4,1,0,5
Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27-341,1996,7.0,381,424,89.9,6880,2153,133,140,95.0,220,229,96.1,22,45,48.9,0,0.1,0.0,-0.1,1,19,1,0,28
Rafael Leão,POR,FW,Milan,Serie A,25-129,1999,5.7,159,205,77.6,2676,721,83,99,83.8,58,72,80.6,15,23,65.2,3,1.8,1.5,+1.2,15,11,16,2,27
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,33-174,1991,4.0,90,133,67.7,2577,2134,15,15,100.0,43,43,100.0,32,75,42.7,0,0.0,0.0,0.0,0,3,0,0,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31-145,1993,0.5,37,42,88.1,613,236,18,19,94.7,18,19,94.7,1,2,50.0,0,0.0,0.0,0.0,1,4,2,0,9
Jordan Lefort,FRA,DF,Angers,Ligue 1,31-069,1993,7.0,353,435,81.1,6360,2978,157,170,92.4,161,183,88.0,33,67,49.3,0,0.8,0.5,-0.8,5,26,4,2,27
Diogo Leite,POR,DF,Union Berlin,Bundesliga,25-268,1999,6.0,209,278,75.2,3853,1963,95,110,86.4,72,96,75.0,31,56,55.4,1,0.1,0.3,+0.9,4,17,5,1,21
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,26-152,1998,3.1,101,131,77.1,1621,606,53,61,86.9,43,54,79.6,4,12,33.3,0,0.0,0.0,0.0,1,7,0,0,8
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,33-150,1991,9.0,337,414,81.4,7761,3474,68,84,81.0,208,224,92.9,59,95,62.1,1,0.1,0.1,+0.9,1,33,0,0,34
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,31-166,1993,3.5,141,184,76.6,2217,754,68,79,86.1,62,77,80.5,7,20,35.0,0,0.1,0.0,-0.1,3,16,0,0,18
Nunzio Lella,ITA,MF,Venezia,Serie A,24-081,2000,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Félix Lemaréchal,FRA,"FW,MF",Strasbourg,Ligue 1,21-071,2003,0.9,23,30,76.7,412,40,13,16,81.3,6,8,75.0,4,5,80.0,0,0.0,0.0,0.0,1,1,0,0,0
Mario Lemina,GAB,"MF,FW",Wolves,Premier League,31-046,1993,7.0,198,246,80.5,3663,1058,75,92,81.5,98,113,86.7,21,28,75.0,1,0.3,0.7,+0.7,4,16,8,3,21
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29-122,1995,1.0,30,38,78.9,493,240,15,15,100.0,14,15,93.3,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,0
Bernd Leno,GER,GK,Fulham,Premier League,32-227,1992,7.0,197,252,78.2,4667,2605,37,38,97.4,123,124,99.2,35,88,39.8,0,0.0,0.0,0.0,0,2,0,0,0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,31-349,1992,7.0,152,245,62.0,4748,3983,26,26,100.0,68,68,100.0,58,150,38.7,1,0.1,0.0,+0.9,1,6,1,0,0
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-182,2000,1.3,17,23,73.9,258,26,8,9,88.9,9,12,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Johann Lepenant,FRA,MF,Nantes,Ligue 1,21-361,2002,4.9,117,145,80.7,1831,479,60,69,87.0,45,52,86.5,7,11,63.6,1,0.7,1.2,+0.3,2,13,4,0,19
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,29-358,1994,3.4,144,182,79.1,2591,907,69,78,88.5,63,76,82.9,12,26,46.2,0,0.8,0.4,-0.8,3,17,2,0,20
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-268,2006,0.2,10,11,90.9,160,31,6,6,100.0,2,3,66.7,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,0,1
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-057,1988,8.2,119,165,72.1,1669,351,76,97,78.4,28,36,77.8,7,10,70.0,2,1.4,0.4,+0.6,6,10,3,0,14
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-234,2001,5.5,141,200,70.5,2091,540,89,103,86.4,43,61,70.5,7,19,36.8,0,1.3,0.9,-1.3,9,11,8,5,20
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-331,2004,5.4,249,282,88.3,3379,535,164,181,90.6,75,82,91.5,7,9,77.8,2,0.2,0.2,+1.8,3,19,4,0,18
Keane Lewis-Potter,ENG,"DF,MF",Brentford,Premier League,23-238,2001,5.1,109,144,75.7,1952,395,60,68,88.2,32,40,80.0,15,21,71.4,1,0.5,0.7,+0.5,4,7,7,2,16
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-021,2006,0.0,1,1,100.0,15,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-098,1996,5.5,364,419,86.9,7097,2778,125,135,92.6,199,211,94.3,38,63,60.3,0,0.0,0.2,0.0,0,35,2,0,31
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-066,1999,4.5,236,266,88.7,4185,1006,81,92,88.0,143,148,96.6,11,23,47.8,0,0.0,0.0,0.0,1,9,0,0,7
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,30-092,1994,0.5,14,14,100.0,198,58,7,7,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,1,0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-231,2000,1.7,35,51,68.6,449,138,27,30,90.0,5,10,50.0,2,5,40.0,0,0.5,0.5,-0.5,3,1,0,0,2
Karol Linetty,POL,MF,Torino,Serie A,29-258,1995,4.9,145,172,84.3,2454,510,74,82,90.2,51,61,83.6,16,22,72.7,0,0.1,0.2,-0.1,4,12,3,0,9
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,24-299,1999,4.6,184,222,82.9,2884,673,108,116,93.1,58,68,85.3,14,23,60.9,1,0.9,0.5,+0.1,4,11,8,2,18
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-065,1997,1.5,37,52,71.2,565,154,21,23,91.3,12,17,70.6,2,6,33.3,1,0.1,0.0,+0.9,1,0,1,1,0
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-166,2001,2.7,16,35,45.7,193,83,8,19,42.1,4,7,57.1,0,2,0.0,0,0.3,0.2,-0.3,2,3,1,1,2
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-340,2002,3.9,129,167,77.2,1935,675,75,87,86.2,49,61,80.3,5,13,38.5,0,0.1,0.0,-0.1,2,4,0,0,5
Diego Llorente,ESP,DF,Betis,La Liga,31-062,1993,9.0,469,551,85.1,8897,2831,135,154,87.7,299,317,94.3,30,72,41.7,0,0.1,0.2,-0.1,3,21,1,0,25
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-261,1995,7.0,301,352,85.5,4588,1177,159,175,90.9,114,131,87.0,16,23,69.6,1,1.4,1.2,-0.4,8,24,11,7,33
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-091,1995,7.0,251,299,83.9,4497,1772,110,119,92.4,119,131,90.8,18,41,43.9,0,0.5,0.3,-0.5,1,20,1,0,26
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-191,1996,5.1,238,302,78.8,4104,1441,109,127,85.8,87,101,86.1,30,53,56.6,0,1.5,1.9,-1.5,15,34,14,0,48
