Player,Nation,Pos,Squad,Comp,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-074,1993,7.0,331,394,84.0,5389,2055,172,191,90.1,131,151,86.8,25,33,75.8,0,0.8,0.7,-0.8,12,42,8,3,49
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-336,1996,4.7,82,99,82.8,1317,159,40,52,76.9,29,31,93.5,8,8,100.0,0,0.7,0.6,-0.7,5,6,3,0,13
Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,19-025,2005,0.6,14,16,87.5,180,24,6,6,100.0,6,8,75.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,1
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-285,2001,7.0,552,582,94.8,10475,3676,165,177,93.2,341,347,98.3,38,41,92.7,1,0.1,0.1,+0.9,1,41,0,0,26
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-302,2003,5.5,99,116,85.3,1591,293,42,48,87.5,45,50,90.0,5,5,100.0,1,0.5,0.6,+0.5,4,7,8,1,20
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-098,2002,3.8,168,204,82.4,2273,479,102,117,87.2,47,51,92.2,9,15,60.0,1,1.2,0.8,-0.2,12,6,10,0,18
Assane Diao,ESP,FW,Betis,La Liga,19-040,2005,1.9,21,26,80.8,262,25,15,16,93.8,5,5,100.0,0,0,,1,0.9,0.4,+0.1,4,1,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-288,2004,6.3,161,195,82.6,2578,448,83,96,86.5,68,73,93.2,6,14,42.9,0,0.6,0.5,-0.6,3,14,2,1,17
Moussa Diarra,MLI,DF,Alavés,La Liga,23-342,2000,4.2,98,125,78.4,1508,702,51,57,89.5,41,50,82.0,4,9,44.4,0,0.0,0.1,0.0,0,7,2,0,9
Rúben Dias,POR,DF,Manchester City,Premier League,27-156,1997,6.1,536,572,93.7,9066,2810,242,253,95.7,253,263,96.2,34,45,75.6,0,0.1,0.5,-0.1,3,48,2,0,32
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-235,1999,0.4,16,23,69.6,342,136,3,7,42.9,11,13,84.6,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,3
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-250,2000,0.0,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-243,2005,0.2,6,7,85.7,117,60,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-075,1999,1.3,61,73,83.6,834,250,33,37,89.2,22,26,84.6,2,3,66.7,1,0.3,0.6,+0.7,4,7,4,0,10
Luis Díaz,COL,FW,Liverpool,Premier League,27-278,1997,5.0,156,178,87.6,2398,548,91,100,91.0,46,53,86.8,13,14,92.9,1,1.1,0.7,-0.1,10,12,8,1,16
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-134,1998,0.6,12,16,75.0,210,71,5,6,83.3,7,7,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,3
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-219,2006,4.1,106,132,80.3,1765,393,49,57,86.0,49,56,87.5,6,11,54.5,0,0.8,0.6,-0.8,7,7,7,0,17
Diego,ESP,"FW,MF",Leganés,La Liga,24-182,2000,1.3,12,23,52.2,222,22,5,8,62.5,5,13,38.5,2,2,100.0,0,0.1,0.0,-0.1,2,2,0,0,2
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-325,2004,0.3,11,17,64.7,113,12,8,10,80.0,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-208,2000,2.3,33,40,82.5,356,49,23,26,88.5,6,9,66.7,0,1,0.0,0,0.0,0.1,0.0,0,0,1,0,2
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-276,1994,0.1,8,8,100.0,105,36,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-089,1993,5.8,237,306,77.5,3825,1055,120,131,91.6,102,130,78.5,11,28,39.3,2,1.1,1.1,+0.9,6,7,9,5,10
Federico Dimarco,ITA,DF,Inter,Serie A,26-342,1997,6.3,286,360,79.4,4846,1131,143,157,91.1,111,136,81.6,27,56,48.2,1,1.7,1.7,-0.7,17,16,13,10,22
Junior Dina Ebimbe,FRA,"FW,MF",Eint Frankfurt,Bundesliga,23-331,2000,1.3,23,41,56.1,372,68,10,20,50.0,13,17,76.5,0,3,0.0,1,0.9,0.6,+0.1,3,1,1,0,2
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-309,2001,2.8,79,107,73.8,1098,272,45,53,84.9,26,35,74.3,2,5,40.0,1,0.5,0.2,+0.5,8,4,5,0,10
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-191,2001,4.3,163,200,81.5,3029,1476,58,67,86.6,90,99,90.9,14,25,56.0,1,0.2,0.1,+0.8,1,16,0,0,19
Lois Diony,FRA,FW,Angers,Ligue 1,31-302,1992,0.2,1,4,25.0,9,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Issa Diop,FRA,DF,Fulham,Premier League,27-282,1997,3.1,120,145,82.8,2538,942,32,37,86.5,72,81,88.9,15,25,60.0,0,0.0,0.0,0.0,1,10,1,0,7
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-130,2000,0.5,33,37,89.2,486,145,17,18,94.4,13,15,86.7,1,1,100.0,0,0.0,0.1,0.0,1,5,1,0,4
Andy Diouf,FRA,MF,Lens,Ligue 1,21-153,2003,6.0,187,251,74.5,2581,598,114,139,82.0,54,68,79.4,10,16,62.5,0,0.7,0.7,-0.7,6,11,7,1,25
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-336,1999,7.0,192,279,68.8,5200,3742,26,26,100.0,106,108,98.1,58,140,41.4,0,0.0,0.0,0.0,0,2,0,0,0
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-027,1997,0.1,16,17,94.1,325,89,7,7,100.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,3
Axel Disasi,FRA,DF,Chelsea,Premier League,26-220,1998,1.0,64,74,86.5,1011,433,33,35,94.3,26,28,92.9,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,5
Roman Dixon,ENG,DF,Everton,Premier League,19-296,2004,1.0,11,19,57.9,205,111,6,8,75.0,4,8,50.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-062,1999,2.1,26,37,70.3,360,70,17,21,81.0,6,11,54.5,2,3,66.7,0,0.3,0.2,-0.3,1,3,1,1,3
Djené,TOG,DF,Getafe,La Liga,32-291,1991,8.2,170,243,70.0,3227,1464,66,84,78.6,80,108,74.1,22,42,52.4,0,0.3,0.4,-0.3,2,12,4,2,18
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-241,1993,6.0,290,328,88.4,5180,1559,107,118,90.7,160,171,93.6,18,29,62.1,0,0.5,0.1,-0.5,3,18,3,0,30
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-267,1992,3.0,46,94,48.9,1542,1258,9,9,100.0,21,21,100.0,16,63,25.4,0,0.0,0.0,0.0,0,1,0,0,0
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-123,1998,5.6,131,194,67.5,2222,874,58,77,75.3,56,77,72.7,14,21,66.7,0,0.0,0.6,0.0,1,17,5,0,28
Dodô,BRA,DF,Fiorentina,Serie A,25-335,1998,7.0,268,355,75.5,5113,1613,88,103,85.4,150,180,83.3,26,54,48.1,0,1.3,1.0,-1.3,12,23,12,9,33
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-109,1998,6.0,141,193,73.1,2442,877,62,71,87.3,59,72,81.9,15,37,40.5,0,0.0,0.0,0.0,1,6,0,0,7
Matt Doherty,IRL,DF,Wolves,Premier League,32-275,1992,2.3,74,105,70.5,1262,285,34,42,81.0,34,51,66.7,6,9,66.7,0,0.1,0.1,-0.1,1,4,1,0,6
Jeremy Doku,BEL,FW,Manchester City,Premier League,22-143,2002,3.7,131,158,82.9,1847,274,88,98,89.8,38,48,79.2,4,5,80.0,0,1.0,0.8,-1.0,6,1,8,1,11
Marc Domenech,ESP,FW,Mallorca,La Liga,18-290,2006,1.3,15,22,68.2,210,66,11,15,73.3,2,3,66.7,1,1,100.0,0,0.0,0.1,0.0,1,0,1,1,2
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-249,2001,3.8,261,297,87.9,4870,1736,75,79,94.9,163,180,90.6,15,28,53.6,0,0.0,0.1,0.0,1,18,0,0,23
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-111,1998,2.0,60,84,71.4,782,251,40,55,72.7,17,21,81.0,1,1,100.0,0,0.0,0.1,0.0,1,9,1,0,6
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-199,2005,1.9,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0,0.0,0.0,0.0,0,13,0,0,13
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-235,1999,5.0,124,147,84.4,2638,1529,35,35,100.0,68,68,100.0,20,43,46.5,0,0.0,0.0,0.0,0,0,0,0,0
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,19-357,2004,5.5,125,170,73.5,2083,601,57,67,85.1,56,69,81.2,10,21,47.6,0,0.1,0.1,-0.1,5,10,1,0,9
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-276,1998,0.4,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-276,1998,1.4,62,72,86.1,1185,446,24,24,100.0,25,27,92.6,10,15,66.7,0,0.1,0.2,-0.1,3,7,2,0,7
Alberto Dossena,ITA,DF,Como,Serie A,26-004,1998,5.7,253,290,87.2,4798,1590,79,86,91.9,145,154,94.2,24,38,63.2,1,0.4,0.0,+0.6,1,15,0,0,17
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-290,1993,4.4,109,143,76.2,1843,286,53,62,85.5,42,54,77.8,12,17,70.6,0,0.1,0.1,-0.1,4,8,2,0,13
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-283,2000,1.0,45,49,91.8,709,169,23,23,100.0,17,17,100.0,3,5,60.0,0,0.0,0.0,0.0,0,4,0,0,6
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-136,2005,1.6,66,81,81.5,1015,250,37,38,97.4,23,29,79.3,4,8,50.0,1,1.3,0.8,-0.3,6,7,3,2,13
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-000,2002,7.0,361,440,82.0,6632,3127,137,145,94.5,183,217,84.3,34,64,53.1,0,0.0,0.1,0.0,2,26,2,1,25
Douglas,BRA,MF,Nantes,Ligue 1,27-278,1997,5.6,257,297,86.5,4233,1286,127,138,92.0,102,114,89.5,21,29,72.4,0,0.3,0.2,-0.3,3,26,1,1,27
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-085,2003,6.5,228,266,85.7,3855,958,95,108,88.0,113,124,91.1,14,22,63.6,1,0.6,0.2,+0.4,5,24,0,0,24
Issa Doumbia,CIV,MF,Venezia,Serie A,21-001,2003,1.6,43,56,76.8,639,129,25,28,89.3,16,20,80.0,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-242,2003,2.1,75,91,82.4,1081,228,46,49,93.9,24,28,85.7,3,9,33.3,0,0.1,0.2,-0.1,2,4,1,0,6
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-076,1999,3.9,40,54,74.1,540,89,22,30,73.3,14,17,82.4,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,3
Artem Dovbyk,UKR,FW,Roma,Serie A,27-118,1997,6.8,79,105,75.2,853,114,58,73,79.5,12,16,75.0,1,1,100.0,0,0.3,0.5,-0.3,5,4,1,0,3
Flynn Downes,ENG,MF,Southampton,Premier League,25-271,1999,7.0,389,426,91.3,5582,1135,233,250,93.2,129,136,94.9,13,21,61.9,0,0.8,0.9,-0.8,11,26,8,0,31
Tommy Doyle,ENG,MF,Wolves,Premier League,23-000,2001,0.8,52,70,74.3,1117,380,15,17,88.2,26,30,86.7,11,17,64.7,0,0.0,0.1,0.0,2,11,2,0,12
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-257,2002,1.1,48,57,84.2,838,290,16,18,88.9,31,33,93.9,0,3,0.0,0,0.0,0.0,0.0,0,7,0,0,1
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-256,1993,6.0,173,269,64.3,6181,5342,28,28,100.0,57,57,100.0,88,181,48.6,0,0.0,0.0,0.0,0,5,0,0,0
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-225,2005,3.7,139,163,85.3,2390,925,74,80,92.5,50,57,87.7,13,18,72.2,0,0.0,0.2,0.0,1,13,2,0,14
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-224,1994,5.1,98,158,62.0,1869,556,39,55,70.9,29,47,61.7,21,39,53.8,1,0.9,1.4,+0.1,7,8,6,3,17
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-317,1994,4.3,166,212,78.3,2843,938,85,96,88.5,51,64,79.7,19,36,52.8,1,1.2,1.1,-0.2,7,24,6,0,21
Denzel Dumfries,NED,DF,Inter,Serie A,28-182,1996,1.8,58,77,75.3,979,258,29,32,90.6,23,32,71.9,6,11,54.5,0,0.1,0.1,-0.1,2,2,2,2,3
Alfred Duncan,GHA,MF,Venezia,Serie A,31-221,1993,3.7,114,148,77.0,1968,543,54,66,81.8,43,50,86.0,12,20,60.0,0,0.2,0.4,-0.2,3,7,7,3,10
Lewis Dunk,ENG,DF,Brighton,Premier League,32-331,1991,6.8,560,615,91.1,9732,3358,243,251,96.8,270,286,94.4,39,66,59.1,0,0.4,0.3,-0.4,4,51,1,0,55
Jhon Durán,COL,FW,Aston Villa,Premier League,20-309,2003,2.1,35,52,67.3,497,117,19,23,82.6,12,18,66.7,2,4,50.0,0,0.0,0.2,0.0,1,6,0,0,5
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-145,2001,1.9,34,47,72.3,428,30,20,24,83.3,9,12,75.0,2,5,40.0,1,0.2,0.1,+0.8,2,0,2,1,2
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-165,2006,0.3,3,7,42.9,50,40,2,3,66.7,1,3,33.3,0,1,0.0,0,0.3,0.5,-0.3,1,0,0,0,1
Hugo Duro,ESP,FW,Valencia,La Liga,24-342,1999,5.8,68,93,73.1,918,78,42,55,76.4,20,25,80.0,1,4,25.0,0,0.2,0.1,-0.2,6,3,1,0,4
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-097,1997,3.6,148,189,78.3,2487,1064,70,81,86.4,63,74,85.1,14,25,56.0,0,0.1,0.1,-0.1,1,14,2,2,14
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-337,1993,3.2,117,148,79.1,1926,413,62,68,91.2,36,42,85.7,13,26,50.0,0,1.4,1.2,-1.4,11,8,3,1,10
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-216,2005,1.8,103,110,93.6,1876,686,37,38,97.4,62,65,95.4,3,6,50.0,0,0.0,0.0,0.0,0,6,0,0,6
Adam Dźwigała,POL,"DF,MF",St. Pauli,Bundesliga,29-022,1995,1.0,48,66,72.7,900,425,13,18,72.2,30,33,90.9,4,14,28.6,0,0.0,0.1,0.0,0,3,1,0,4
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26-180,1998,5.1,138,190,72.6,2144,748,84,92,91.3,45,61,73.8,8,23,34.8,0,0.2,0.2,-0.2,3,10,4,1,22
Ederson,BRA,GK,Manchester City,Premier League,31-061,1993,7.0,210,250,84.0,5135,3399,46,46,100.0,114,116,98.3,49,86,57.0,1,0.4,0.0,+0.6,1,6,1,0,1
Éderson,BRA,MF,Atalanta,Serie A,25-102,1999,6.6,315,364,86.5,6138,1626,111,129,86.0,159,171,93.0,42,52,80.8,1,0.4,0.9,+0.6,4,32,10,2,45
George Edmundson,ENG,DF,Ipswich Town,Premier League,27-047,1997,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26-275,1998,1.3,17,28,60.7,230,46,11,16,68.8,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,4
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26-275,1998,0.3,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21-263,2003,0.7,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26-162,1998,5.3,105,146,71.9,1614,350,51,64,79.7,38,49,77.6,8,18,44.4,1,1.0,0.5,0.0,8,7,5,1,15
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-314,1996,5.7,191,238,80.3,3198,886,95,111,85.6,84,97,86.6,10,15,66.7,0,0.2,0.4,-0.2,3,21,2,2,25
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29-145,1995,6.7,159,216,73.6,2495,781,82,98,83.7,59,79,74.7,11,20,55.0,1,0.8,0.7,+0.2,6,4,6,6,11
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,26-289,1998,5.5,203,252,80.6,3102,582,118,132,89.4,62,76,81.6,16,25,64.0,0,1.3,0.6,-1.3,14,11,13,2,23
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17-341,2006,0.7,13,19,68.4,123,33,10,13,76.9,1,2,50.0,0,0,,0,0.0,0.1,0.0,1,1,1,0,1
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22-119,2002,3.9,76,102,74.5,1069,216,46,58,79.3,26,31,83.9,2,4,50.0,2,1.8,1.2,+0.2,9,3,8,2,7
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24-195,2000,3.2,98,118,83.1,1501,390,49,54,90.7,40,49,81.6,5,9,55.6,0,0.0,0.1,0.0,0,9,3,0,19
Jacques Ekomie,GAB,DF,Angers,Ligue 1,21-059,2003,2.5,64,97,66.0,807,380,44,50,88.0,17,28,60.7,1,7,14.3,0,0.0,0.0,0.0,0,4,0,0,6
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22-114,2002,0.7,9,15,60.0,150,21,4,7,57.1,5,6,83.3,0,0,,0,0.1,0.0,-0.1,1,1,0,0,2
Caleb Ekuban,GHA,FW,Genoa,Serie A,30-208,1994,2.3,20,25,80.0,305,66,10,12,83.3,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,2,3,0,0,3
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22-276,2002,4.0,145,169,85.8,2604,785,65,73,89.0,65,70,92.9,13,22,59.1,0,0.0,0.2,0.0,2,14,4,0,20
Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22-173,2002,4.0,80,109,73.4,1142,381,48,55,87.3,17,29,58.6,7,13,53.8,1,0.6,0.5,+0.4,8,3,3,0,8
Mikael Ellertsson,ISL,MF,Venezia,Serie A,22-220,2002,4.8,55,79,69.6,683,235,33,44,75.0,17,26,65.4,1,4,25.0,1,0.5,0.6,+0.5,8,3,3,0,6
Harvey Elliott,ENG,FW,Liverpool,Premier League,21-196,2003,0.1,12,14,85.7,156,10,10,10,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30-203,1994,2.7,160,187,85.6,2881,1029,60,66,90.9,86,95,90.5,11,21,52.4,0,0.1,0.0,-0.1,2,14,0,0,10
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28-017,1996,5.5,368,407,90.4,5940,1815,171,184,92.9,178,192,92.7,13,20,65.0,0,0.1,0.1,-0.1,1,15,1,0,17
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32-163,1992,6.0,129,222,58.1,2267,652,67,85,78.8,37,58,63.8,20,56,35.7,1,1.0,0.7,0.0,7,11,4,2,17
Breel Embolo,SUI,FW,Monaco,Ligue 1,27-246,1997,3.7,49,68,72.1,654,109,33,42,78.6,11,14,78.6,3,6,50.0,2,1.8,0.8,+0.2,7,3,3,0,6
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21-257,2003,6.6,63,83,75.9,791,70,35,44,79.5,19,21,90.5,1,1,100.0,1,1.1,0.2,-0.1,5,1,2,0,3
Emerson,BRA,DF,Milan,Serie A,25-277,1999,5.0,263,306,85.9,4196,1178,133,149,89.3,116,126,92.1,8,15,53.3,0,0.5,0.4,-0.5,8,9,6,4,18
Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,18-281,2006,0.2,11,14,78.6,180,43,7,7,100.0,2,3,66.7,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,1
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20-268,2004,0.9,35,50,70.0,519,197,22,25,88.0,8,13,61.5,3,9,33.3,0,0.1,0.2,-0.1,3,5,1,1,4
Wataru Endo,JPN,MF,Liverpool,Premier League,31-251,1993,0.0,6,7,85.7,66,18,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
Endrick,BRA,FW,Real Madrid,La Liga,18-088,2006,0.5,14,18,77.8,265,22,5,6,83.3,6,9,66.7,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,1
Yannik Engelhardt,GER,MF,Como,Serie A,23-253,2001,0.9,41,42,97.6,637,132,19,20,95.0,22,22,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,4
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21-039,2003,0.9,19,27,70.4,195,57,14,16,87.5,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32-246,1992,2.9,161,193,83.4,2919,960,88,91,96.7,53,64,82.8,18,34,52.9,0,1.4,0.9,-1.4,8,16,1,0,17
Martin Erlic,CRO,DF,Bologna,Serie A,26-267,1998,2.5,150,163,92.0,3143,963,36,38,94.7,93,99,93.9,19,23,82.6,0,0.0,0.0,0.0,0,8,0,0,8
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29-270,1995,3.5,158,166,95.2,2591,1020,73,76,96.1,75,77,97.4,7,9,77.8,0,0.1,0.1,-0.1,2,0,0,0,3
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32-286,1992,3.4,71,121,58.7,1165,698,36,40,90.0,29,53,54.7,5,20,25.0,0,0.0,0.0,0.0,1,10,0,0,8
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22-107,2002,5.0,86,139,61.9,1140,435,46,70,65.7,28,35,80.0,4,12,33.3,0,0.2,0.2,-0.2,5,4,4,0,14
Samuel Essende,COD,FW,Augsburg,Bundesliga,26-268,1998,3.6,43,61,70.5,592,102,16,25,64.0,18,22,81.8,1,1,100.0,0,0.8,1.1,-0.8,4,1,1,1,3
Dario Essugo,POR,MF,Las Palmas,La Liga,19-217,2005,3.6,221,245,90.2,3943,1097,90,98,91.8,105,112,93.8,22,27,81.5,0,0.1,0.3,-0.1,2,20,3,0,28
Nahuel Estévez,ARG,MF,Parma,Serie A,28-338,1995,1.8,44,55,80.0,703,214,21,22,95.5,20,21,95.2,3,11,27.3,0,0.0,0.0,0.0,1,2,0,0,4
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26-270,1998,2.6,146,181,80.7,2150,670,90,97,92.8,45,57,78.9,8,19,42.1,0,0.2,0.4,-0.2,4,11,4,3,15
Evanilson,BRA,FW,Bournemouth,Premier League,25-011,1999,4.8,40,60,66.7,545,114,25,37,67.6,9,10,90.0,3,3,100.0,0,0.6,0.6,-0.6,4,1,1,0,5
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36-288,1988,1.3,58,66,87.9,925,310,27,29,93.1,27,28,96.4,2,5,40.0,0,0.0,0.0,0.0,0,5,1,0,5
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26-110,1998,7.0,228,287,79.4,3950,1086,105,122,86.1,97,110,88.2,21,36,58.3,0,0.8,1.0,-0.8,14,19,13,1,39
Abde Ezzalzouli,MAR,FW,Betis,La Liga,22-305,2001,7.1,191,264,72.3,2379,708,137,166,82.5,47,65,72.3,3,10,30.0,0,0.5,0.4,-0.5,7,17,8,0,27
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21-277,2003,3.3,45,58,77.6,688,85,27,32,84.4,16,19,84.2,1,2,50.0,0,0.1,0.0,-0.1,1,5,1,0,4
Łukasz Fabiański,POL,GK,West Ham,Premier League,39-182,1985,0.5,5,8,62.5,194,144,0,0,,2,2,100.0,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Alieu Fadera,GAM,"FW,MF",Como,Serie A,22-349,2001,3.5,91,118,77.1,1372,219,49,52,94.2,35,45,77.8,4,8,50.0,1,0.1,0.2,+0.9,3,4,3,0,5
Wout Faes,BEL,DF,Leicester City,Premier League,26-197,1998,7.0,260,300,86.7,4778,1739,114,118,96.6,120,127,94.5,26,47,55.3,0,0.0,0.1,0.0,1,14,0,0,13
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23-248,2001,3.8,263,292,90.1,4522,874,119,128,93.0,125,133,94.0,16,26,61.5,0,0.1,0.3,-0.1,4,26,4,0,26
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26-095,1998,2.9,84,101,83.2,1285,322,53,63,84.1,26,29,89.7,4,4,100.0,0,0.2,0.8,-0.2,2,10,3,0,13
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29-188,1995,7.0,123,188,65.4,3740,2852,21,21,100.0,50,50,100.0,51,114,44.7,0,0.0,0.0,0.0,0,5,0,0,0
Davide Faraoni,ITA,"MF,DF",Hellas Verona,Serie A,32-358,1991,0.3,8,13,61.5,161,42,1,2,50.0,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20-223,2004,3.1,47,76,61.8,902,254,20,29,69.0,16,23,69.6,9,17,52.9,1,0.5,0.6,+0.5,2,5,4,1,8
Ansu Fati,ESP,FW,Barcelona,La Liga,21-352,2002,0.3,10,13,76.9,87,19,10,11,90.9,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20-130,2004,2.8,121,141,85.8,2280,663,54,60,90.0,48,54,88.9,18,25,72.0,0,0.1,0.2,-0.1,3,12,2,0,17
