Player,Nation,Pos,Squad,Age,Born,90s,PassCompleted,PassAtt,PassCompleted%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,xA,A-xAG,KeyPasses,FinalThird,PassesPenArea,CrossPenArea,ProgPasses
Chuba Akpom,ENG,FW,Ajax,29-030,1995,1.1,25,34,73.5,295,45,17,24,70.8,6,8,75.0,0,0,,0,0.1,0.1,-0.1,1,3,0,0,2
Baba Alhassan,GHA,"MF,FW",FCSB,24-310,2000,1.8,57,69,82.6,839,296,38,44,86.4,14,15,93.3,4,6,66.7,0,0.1,0.0,-0.1,1,3,1,0,6
Mohamed Ali Cho,FRA,"FW,MF",Nice,20-294,2004,1.0,14,24,58.3,257,118,6,8,75.0,5,8,62.5,2,5,40.0,0,0.1,0.4,-0.1,1,0,2,2,1
Dinis Almeida,POR,DF,Ludogorets,29-133,1995,3.9,122,149,81.9,2491,1025,30,37,81.1,79,87,90.8,12,24,50.0,0,0.0,0.0,0.0,0,9,0,0,5
Barış Alper Yılmaz,TUR,"DF,FW",Galatasaray,24-169,2000,3.8,129,172,75.0,1590,412,87,98,88.8,27,42,64.3,6,14,42.9,0,0.9,1.3,-0.9,7,5,11,4,11
Aurele Amenda,SUI,DF,Eint Frankfurt,21-100,2003,1.2,77,86,89.5,1413,476,28,29,96.6,44,47,93.6,5,7,71.4,0,0.0,0.0,0.0,0,7,0,0,10
Sofyan Amrabat,MAR,MF,Fenerbahçe,28-079,1996,4.0,227,257,88.3,4344,1387,77,83,92.8,117,126,92.9,29,39,74.4,1,0.7,0.4,+0.3,2,21,1,0,21
Francis Amuzu,BEL,FW,Anderlecht,25-077,1999,1.1,26,37,70.3,351,54,16,20,80.0,7,8,87.5,1,5,20.0,0,0.0,0.0,0.0,1,3,0,0,1
Joel Andersson,SWE,DF,Midtjylland,27-363,1996,3.8,186,239,77.8,3487,1425,77,90,85.6,88,102,86.3,21,41,51.2,1,0.9,0.5,+0.1,3,16,4,1,23
Leandro Andrade,CPV,"FW,MF",Qarabağ,25-045,1999,2.2,69,79,87.3,1075,175,35,37,94.6,27,34,79.4,4,4,100.0,0,0.0,0.3,0.0,0,5,3,0,10
Patrick Andrade,CPV,MF,Qarabağ,31-273,1993,3.1,113,141,80.1,2153,623,37,44,84.1,60,66,90.9,15,24,62.5,0,0.1,0.1,-0.1,1,17,1,0,13
Fredrik André Bjørkan,NOR,DF,Bodø/Glimt,26-079,1998,3.9,189,231,81.8,2492,955,124,133,93.2,55,72,76.4,4,12,33.3,1,0.8,0.8,+0.2,3,12,5,1,15
Valdemar Andreasen,DEN,"MF,FW",Midtjylland,19-288,2005,0.6,27,35,77.1,391,197,17,18,94.4,10,13,76.9,0,2,0.0,0,0.2,0.2,-0.2,3,4,2,0,7
Oleksandr Andriyevskyi,UKR,MF,Dynamo Kyiv,30-136,1994,0.9,36,45,80.0,654,175,12,14,85.7,19,21,90.5,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,4
Angeliño,ESP,DF,Roma,27-309,1997,4.0,181,240,75.4,3147,796,86,97,88.7,72,89,80.9,18,47,38.3,1,0.8,0.5,+0.2,11,6,7,3,14
Nilson Angulo,ECU,FW,Anderlecht,21-142,2003,0.5,8,8,100.0,99,15,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,1
Antony,BRA,FW,Manchester Utd,24-258,2000,0.4,10,15,66.7,159,27,6,7,85.7,3,6,50.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0
Apostolos Apostolopoulos,GRE,DF,Olympiacos,21-333,2002,0.5,16,21,76.2,240,80,8,9,88.9,7,8,87.5,1,3,33.3,0,0.0,0.0,0.0,1,1,0,0,1
Jon Aramburu,VEN,DF,Real Sociedad,22-108,2002,2.2,130,150,86.7,1817,624,80,87,92.0,38,41,92.7,6,9,66.7,0,0.1,0.1,-0.1,2,11,1,0,16
Bright Arrey-Mbi,GER,DF,Braga,21-227,2003,2.1,127,140,90.7,2134,724,56,60,93.3,64,71,90.1,5,6,83.3,0,0.0,0.1,0.0,0,2,1,0,4
Tyrese Asante,NED,DF,Maccabi Tel Aviv,22-213,2002,2.0,81,97,83.5,1351,419,33,39,84.6,42,48,87.5,4,7,57.1,0,0.0,0.0,0.0,0,3,0,0,4
Majeed Ashimeru,GHA,MF,Anderlecht,27-029,1997,0.9,61,67,91.0,878,320,38,41,92.7,14,14,100.0,7,8,87.5,0,0.2,0.2,-0.2,2,12,2,0,7
Kristoffer Askildsen,NOR,"MF,FW",Midtjylland,23-304,2001,0.6,8,14,57.1,95,48,7,8,87.5,1,2,50.0,0,3,0.0,1,0.7,0.4,+0.3,1,1,1,0,1
Ludwig Augustinsson,SWE,DF,Anderlecht,30-201,1994,1.0,58,67,86.6,911,267,32,35,91.4,21,25,84.0,4,6,66.7,0,0.2,0.4,-0.2,2,6,2,1,7
Sondre Auklend,NOR,MF,Bodø/Glimt,21-151,2003,0.3,12,13,92.3,183,39,6,6,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Nəriman Axundzadə,AZE,FW,Qarabağ,20-199,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Kaan Ayhan,TUR,DF,Galatasaray,29-364,1994,3.6,221,263,84.0,3884,1368,103,119,86.6,99,110,90.0,17,27,63.0,0,0.4,0.9,-0.4,4,10,7,2,21
Youri Baas,NED,DF,Ajax,21-236,2003,2.8,216,239,90.4,4009,1562,77,80,96.3,121,130,93.1,17,27,63.0,0,0.0,0.0,0.0,0,10,0,0,9
William Baeten,BEL,FW,FCSB,27-275,1997,0.3,14,16,87.5,169,66,10,10,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
Michael Baidoo,GHA,FW,Elfsborg,25-178,1999,3.5,73,89,82.0,1147,260,31,38,81.6,36,41,87.8,2,3,66.7,0,0.1,0.2,-0.1,2,4,3,0,12
Nedim Bajrami,ALB,FW,Rangers,25-254,1999,3.6,94,117,80.3,1622,514,40,50,80.0,39,43,90.7,11,14,78.6,0,1.8,0.7,-1.8,11,10,4,0,19
Tiemoué Bakayoko,FRA,MF,PAOK,30-083,1994,1.3,79,92,85.9,1282,321,38,43,88.4,33,35,94.3,5,7,71.4,0,0.0,0.1,0.0,0,5,1,0,9
Tommaso Baldanzi,ITA,MF,Roma,21-230,2003,3.1,94,111,84.7,1323,263,48,58,82.8,32,37,86.5,6,6,100.0,0,0.0,0.2,0.0,1,5,4,0,12
Daniels Balodis,LVA,DF,FK Rīgas FS,26-151,1998,2.5,54,73,74.0,1010,283,19,21,90.5,31,36,86.1,4,14,28.6,0,0.2,0.0,-0.2,1,1,0,0,1
Leon Balogun,NGA,DF,Rangers,36-133,1988,0.7,40,42,95.2,864,280,11,11,100.0,19,21,90.5,8,8,100.0,0,0.0,0.0,0.0,1,1,0,0,0
Alexandru Băluță,ROU,"MF,FW",FCSB,31-056,1993,1.8,32,43,74.4,520,128,17,19,89.5,11,12,91.7,4,6,66.7,0,0.1,0.0,-0.1,1,5,1,0,5
Melvin Bard,FRA,"MF,DF",Nice,24-002,2000,2.0,76,113,67.3,1158,286,43,47,91.5,27,36,75.0,5,14,35.7,0,0.0,0.0,0.0,0,1,1,0,3
Abdülkerim Bardakcı,TUR,DF,Galatasaray,30-062,1994,3.9,252,307,82.1,4308,1637,117,128,91.4,108,127,85.0,22,42,52.4,0,0.1,0.3,-0.1,2,18,4,3,19
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,22-317,2001,1.3,38,56,67.9,463,142,26,34,76.5,9,13,69.2,1,3,33.3,0,0.5,0.3,-0.5,3,3,1,0,6
Connor Barron,SCO,MF,Rangers,22-071,2002,3.8,130,162,80.2,2117,710,59,66,89.4,46,60,76.7,15,20,75.0,1,0.1,0.1,+0.9,2,13,3,0,18
Michy Batshuayi,BEL,"FW,DF",Galatasaray,31-037,1993,0.5,16,22,72.7,228,8,11,14,78.6,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Oliver Baumann,GER,GK,Hoffenheim,34-159,1990,4.0,94,128,73.4,2432,1712,18,19,94.7,51,51,100.0,24,57,42.1,0,0.0,0.0,0.0,0,1,1,0,0
Toral Bayramov,AZE,"DF,FW",Qarabağ,23-259,2001,2.2,78,102,76.5,1390,474,35,39,89.7,34,39,87.2,7,16,43.8,0,0.1,0.1,-0.1,2,15,3,0,13
Rodrigo Becão,BRA,DF,Fenerbahçe,28-294,1996,3.2,151,168,89.9,2790,611,45,48,93.8,98,106,92.5,8,12,66.7,1,0.2,0.0,+0.8,1,3,0,0,5
Mads Bech Sørensen,DEN,DF,Midtjylland,25-306,1999,4.0,206,255,80.8,4157,1856,53,57,93.0,132,146,90.4,20,46,43.5,0,0.2,0.3,-0.2,2,17,1,1,12
Sheraldo Becker,SUR,"MF,FW",Real Sociedad,29-273,1995,1.0,39,49,79.6,535,169,25,29,86.2,10,13,76.9,3,5,60.0,1,0.7,1.1,+0.3,5,3,4,3,3
Kristijan Belic,SRB,MF,AZ Alkmaar,23-228,2001,0.9,45,50,90.0,724,161,21,23,91.3,20,21,95.2,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,2
Saïd Benrahma,ALG,"FW,MF",Lyon,29-090,1995,1.8,46,63,73.0,657,195,27,32,84.4,13,16,81.3,4,10,40.0,0,0.8,0.8,-0.8,6,6,5,1,8
Rodrigo Bentancur,URU,MF,Tottenham,27-136,1997,1.7,121,135,89.6,1903,510,57,64,89.1,59,63,93.7,3,3,100.0,0,0.0,0.4,0.0,0,17,2,0,11
Yassine Benzia,ALG,"MF,FW",Qarabağ,30-061,1994,3.2,140,178,78.7,2453,728,70,79,88.6,56,71,78.9,14,23,60.9,1,0.5,0.5,+0.5,7,15,4,1,18
Yuri Berchiche,ESP,DF,Athletic Club,34-272,1990,4.0,203,253,80.2,3625,1350,87,102,85.3,97,116,83.6,15,27,55.6,0,0.4,0.1,-0.4,5,39,2,0,35
Álex Berenguer,ESP,"MF,FW",Athletic Club,29-127,1995,2.1,50,73,68.5,806,195,27,31,87.1,14,21,66.7,6,13,46.2,1,0.3,0.2,+0.7,3,3,1,1,6
Lasse Berg Johnsen,NOR,MF,Malmö,25-082,1999,3.7,231,269,85.9,3570,1313,127,139,91.4,75,84,89.3,18,25,72.0,1,0.6,0.6,+0.4,6,30,6,0,32
Oliver Berg,NOR,"MF,FW",Malmö,31-072,1993,2.4,68,86,79.1,841,251,50,55,90.9,14,18,77.8,2,2,100.0,0,0.4,0.2,-0.4,6,9,5,0,13
Patrick Berg,NOR,MF,Bodø/Glimt,26-350,1997,4.0,175,212,82.5,2957,1001,79,88,89.8,73,84,86.9,16,28,57.1,1,0.8,0.6,+0.2,5,17,5,0,26
Mitchell van Bergen,NED,FW,Twente,25-073,1999,2.2,24,43,55.8,429,161,11,17,64.7,9,15,60.0,3,6,50.0,0,0.3,0.2,-0.3,2,2,4,3,3
Steven Berghuis,NED,MF,Ajax,32-325,1991,0.3,19,22,86.4,279,105,11,13,84.6,6,6,100.0,1,1,100.0,1,0.2,0.4,+0.8,1,2,2,0,5
Lucas Bergvall,SWE,MF,Tottenham,18-280,2006,2.4,77,93,82.8,1354,227,37,40,92.5,31,37,83.8,9,14,64.3,0,0.4,0.3,-0.4,3,4,2,0,8
Mergim Berisha,GER,FW,Hoffenheim,26-181,1998,0.6,7,7,100.0,122,41,4,4,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Gijs Besselink,NED,MF,Twente,20-145,2004,1.2,25,31,80.6,455,193,10,11,90.9,13,15,86.7,2,4,50.0,0,0.3,0.2,-0.3,2,4,1,0,7
Raul Bicalho,BRA,DF,Ferencváros,25-198,1999,1.0,30,38,78.9,627,289,8,9,88.9,19,21,90.5,3,8,37.5,0,0.0,0.0,0.0,0,1,0,0,0
Kristian Bilovar,UKR,DF,Dynamo Kyiv,23-277,2001,2.8,98,110,89.1,2067,514,28,31,90.3,54,56,96.4,15,21,71.4,0,0.1,0.0,-0.1,1,3,0,0,6
Daniel Birligea,ROU,FW,FCSB,24-203,2000,3.6,58,75,77.3,740,87,35,46,76.1,18,21,85.7,0,0,,0,0.1,0.5,-0.1,3,0,2,0,3
Tom Bischof,GER,MF,Hoffenheim,19-133,2005,3.8,181,227,79.7,3256,1104,73,84,86.9,81,94,86.2,22,33,66.7,1,1.0,1.4,0.0,13,25,6,1,18
Yves Bissouma,MLI,MF,Tottenham,28-070,1996,2.8,151,175,86.3,2119,715,84,90,93.3,54,61,88.5,3,8,37.5,0,0.1,0.2,-0.1,1,6,1,0,11
Jeremie Boga,CIV,"MF,FW",Nice,27-310,1997,1.5,55,63,87.3,682,185,37,39,94.9,12,15,80.0,2,3,66.7,0,0.1,0.2,-0.1,3,5,1,0,7
Hugo Bolin,SWE,"FW,DF",Malmö,21-107,2003,2.9,91,118,77.1,1230,308,58,65,89.2,24,34,70.6,4,7,57.1,0,0.4,0.4,-0.4,4,6,6,1,14
Moïse Bombito,CAN,DF,Nice,24-223,2000,4.0,201,223,90.1,3580,1213,71,77,92.2,105,112,93.8,20,28,71.4,0,0.0,0.1,0.0,0,15,0,0,16
Ruben van Bommel,NED,FW,AZ Alkmaar,20-097,2004,2.1,59,77,76.6,939,205,30,40,75.0,26,31,83.9,2,2,100.0,0,0.2,0.4,-0.2,2,3,1,0,5
Hendrik Bonmann,GER,GK,Ludogorets,30-291,1994,2.0,57,86,66.3,1821,1426,7,7,100.0,20,20,100.0,30,59,50.8,0,0.0,0.0,0.0,0,1,0,0,0
Gonçalo Borges,POR,FW,Porto,23-224,2001,0.7,19,24,79.2,356,30,8,8,100.0,8,10,80.0,2,4,50.0,0,0.0,0.0,0.0,0,0,1,1,0
Kady Borges,BRA,"FW,MF",Ferencváros,28-190,1996,2.7,64,93,68.8,946,417,37,45,82.2,20,30,66.7,4,8,50.0,2,0.5,0.3,+1.5,6,9,4,1,13
Jan Bořil,CZE,DF,Slavia Prague,33-302,1991,3.0,187,232,80.6,3464,1463,74,86,86.0,89,102,87.3,20,33,60.6,0,0.0,0.2,0.0,1,14,3,2,29
Erik Botheim,NOR,"FW,MF",Malmö,24-303,2000,3.2,67,81,82.7,680,102,44,50,88.0,15,17,88.2,0,4,0.0,0,0.3,0.6,-0.3,3,0,2,0,4
Endre Botka,HUN,DF,Ferencváros,30-075,1994,1.2,47,56,83.9,661,229,28,31,90.3,19,22,86.4,0,3,0.0,0,0.0,0.0,0.0,1,2,0,0,3
Badredine Bouanani,ALG,"MF,FW",Nice,19-336,2004,2.0,59,70,84.3,917,251,30,34,88.2,19,22,86.4,6,7,85.7,0,0.2,0.2,-0.2,3,8,2,0,10
Hicham Boudaoui,ALG,MF,Nice,25-046,1999,1.8,62,74,83.8,1066,364,30,35,85.7,24,28,85.7,6,9,66.7,0,0.2,0.1,-0.2,2,8,2,0,13
Sofiane Boufal,MAR,"MF,FW",Union SG,31-052,1993,0.4,7,11,63.6,129,87,3,5,60.0,3,3,100.0,1,2,50.0,0,0.1,0.0,-0.1,2,3,1,0,4
Maksym Braharu,UKR,"MF,FW",Dynamo Kyiv,22-110,2002,0.4,8,11,72.7,113,19,6,7,85.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1
Brandon,ESP,FW,PAOK,29-278,1995,0.7,10,17,58.8,101,25,4,5,80.0,3,6,50.0,0,0,,0,0.1,0.1,-0.1,2,1,1,0,2
Pedro Bravo,COL,MF,Midtjylland,19-348,2004,0.7,26,29,89.7,443,54,10,11,90.9,12,12,100.0,2,3,66.7,0,0.1,0.0,-0.1,1,1,0,0,1
Volodymyr Brazhko,UKR,MF,Dynamo Kyiv,22-290,2002,3.2,130,156,83.3,2748,837,43,49,87.8,63,69,91.3,23,30,76.7,0,0.1,0.3,-0.1,1,15,2,1,12
Brian Brobbey,NED,FW,Ajax,22-281,2002,2.4,37,50,74.0,409,98,23,29,79.3,7,10,70.0,1,1,100.0,3,1.3,1.2,+1.7,9,2,1,0,4
Bruma,POR,"FW,MF",Braga,30-015,1994,3.3,105,134,78.4,1639,561,65,79,82.3,31,39,79.5,7,11,63.6,0,1.6,1.2,-1.6,8,5,12,0,20
Max Bruns,NED,DF,Twente,22-002,2002,3.0,139,152,91.4,2645,727,50,52,96.2,76,81,93.8,12,16,75.0,0,0.0,0.0,0.0,0,4,0,0,8
Sondre Brunstad Fet,NOR,MF,Bodø/Glimt,27-296,1997,1.8,47,58,81.0,621,131,24,31,77.4,19,20,95.0,0,0,,0,0.0,0.0,0.0,0,4,1,1,4
Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,26-050,1998,1.5,24,35,68.6,292,29,15,20,75.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,2
Ibrahim Buhari,NGA,DF,Elfsborg,23-031,2001,4.0,74,116,63.8,1333,695,30,41,73.2,34,49,69.4,9,22,40.9,0,0.0,0.1,0.0,0,11,1,1,11
Adam Buksa,POL,FW,Midtjylland,28-119,1996,2.0,22,41,53.7,346,83,12,20,60.0,7,12,58.3,2,2,100.0,0,0.0,0.1,0.0,1,1,0,0,2
Marius Bülter,GER,"DF,FW",Hoffenheim,31-224,1993,1.3,27,40,67.5,493,187,12,15,80.0,10,16,62.5,5,7,71.4,0,0.5,0.4,-0.5,4,0,4,3,1
Onur Bulut,TUR,"DF,FW",Beşiktaş,30-206,1994,0.4,31,33,93.9,484,143,19,19,100.0,9,10,90.0,2,2,100.0,0,0.1,0.1,-0.1,1,1,2,2,5
Fabijan Buntić,CRO,GK,Qarabağ,27-258,1997,1.0,11,13,84.6,245,153,2,2,100.0,8,8,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
Christian Burgess,ENG,DF,Union SG,33-032,1991,3.9,152,187,81.3,3041,1343,44,54,81.5,91,99,91.9,17,32,53.1,0,0.0,0.1,0.0,1,12,0,0,12
Busanello,BRA,DF,Malmö,26-010,1998,4.0,229,316,72.5,3530,1655,124,135,91.9,77,118,65.3,19,39,48.7,1,0.1,0.6,+0.9,3,15,4,1,17
Heorhiy Bushchan,UKR,GK,Dynamo Kyiv,30-161,1994,3.0,69,99,69.7,2066,1417,4,4,100.0,37,37,100.0,28,57,49.1,0,0.0,0.0,0.0,0,2,0,0,1
Jack Butland,ENG,GK,Rangers,31-243,1993,4.0,92,131,70.2,2281,1573,23,23,100.0,47,47,100.0,22,59,37.3,0,0.0,0.0,0.0,0,0,0,0,0
Zico Buurmeester,NED,MF,AZ Alkmaar,22-154,2002,1.1,25,38,65.8,379,117,14,20,70.0,8,9,88.9,2,3,66.7,0,0.3,0.0,-0.3,1,1,0,0,2
Vitaliy Buyalskyi,UKR,MF,Dynamo Kyiv,31-307,1993,0.4,6,7,85.7,112,40,3,3,100.0,1,1,100.0,2,3,66.7,0,0.1,0.1,-0.1,2,0,1,0,1
Marcin Bułka,POL,GK,Nice,25-035,1999,4.0,114,136,83.8,2613,1699,27,28,96.4,55,57,96.5,28,46,60.9,0,0.0,0.0,0.0,0,0,0,0,0
Cadu,BRA,DF,Viktoria Plzeň,27-092,1997,3.7,110,150,73.3,1595,734,64,77,83.1,29,35,82.9,9,18,50.0,0,1.1,0.7,-1.1,7,14,3,1,19
Duje Ćaleta-Car,CRO,DF,Lyon,28-052,1996,3.0,174,195,89.2,3184,1143,66,70,94.3,95,103,92.2,13,22,59.1,0,0.0,0.0,0.0,0,10,0,0,7
Aguibou Camara,GUI,"FW,MF",Ludogorets,23-172,2001,1.0,34,40,85.0,437,80,24,24,100.0,8,11,72.7,1,3,33.3,0,0.0,0.0,0.0,0,3,1,0,5
Issiaga Camara,GUI,MF,Nice,19-280,2005,0.5,16,18,88.9,246,62,11,11,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,2
Mohamed Camara,GUI,MF,PAOK,27-254,1997,3.5,163,189,86.2,3218,977,61,68,89.7,78,88,88.6,22,26,84.6,1,0.4,0.6,+0.6,3,24,2,0,23
Maxence Caqueret,FRA,MF,Lyon,24-267,2000,1.9,104,123,84.6,1571,588,56,61,91.8,40,49,81.6,4,4,100.0,0,0.0,0.2,0.0,1,18,3,0,15
David Carmo,ANG,DF,Olympiacos,25-112,1999,3.9,156,196,79.6,3647,1395,37,47,78.7,89,93,95.7,29,52,55.8,0,0.0,0.0,0.0,0,21,1,0,22
Vitor Carvalho,BRA,MF,Braga,27-165,1997,2.1,94,116,81.0,1801,475,35,40,87.5,42,49,85.7,14,19,73.7,0,0.4,0.2,-0.4,1,11,2,0,10
Casemiro,BRA,MF,Manchester Utd,32-259,1992,2.4,120,144,83.3,2010,679,59,65,90.8,45,51,88.2,11,18,61.1,0,0.3,0.2,-0.3,7,13,4,1,11
Valentín Castellanos,ARG,FW,Lazio,26-036,1998,2.3,26,46,56.5,401,125,15,25,60.0,8,12,66.7,2,4,50.0,1,0.2,0.3,+0.8,2,3,1,0,5
Denil Castillo,ECU,MF,Midtjylland,20-229,2004,2.6,55,73,75.3,834,135,28,37,75.7,22,27,81.5,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,2
Jonny Castro,ESP,DF,PAOK,30-250,1994,2.8,137,162,84.6,2346,718,70,80,87.5,48,52,92.3,16,18,88.9,0,0.0,0.1,0.0,0,8,4,0,7
Alessio Castro-Montes,BEL,DF,Union SG,27-175,1997,2.0,62,94,66.0,1068,412,28,34,82.4,22,28,78.6,8,19,42.1,0,0.4,0.4,-0.4,6,4,2,2,7
Brayan Ceballos,COL,DF,Dynamo Kyiv,23-168,2001,0.2,23,24,95.8,472,68,6,6,100.0,14,14,100.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1
Zeki Çelik,TUR,DF,Roma,27-265,1997,3.8,272,326,83.4,4481,1447,134,150,89.3,114,131,87.0,18,31,58.1,0,0.1,0.7,-0.1,3,20,5,1,22
Václav Černý,CZE,FW,Rangers,27-022,1997,3.3,65,101,64.4,965,288,36,49,73.5,23,31,74.2,4,14,28.6,2,1.1,0.5,+0.9,9,3,5,0,12
Lukáš Červ,CZE,MF,Viktoria Plzeň,23-212,2001,3.0,82,110,74.5,1277,371,42,50,84.0,30,40,75.0,6,11,54.5,0,0.1,0.1,-0.1,1,13,1,0,14
Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,21-346,2002,0.8,27,37,73.0,451,175,17,21,81.0,3,4,75.0,5,7,71.4,0,0.2,0.1,-0.2,2,2,0,0,1
Fyodor Chalov,RUS,"FW,DF",PAOK,26-212,1998,2.0,37,51,72.5,609,119,18,24,75.0,15,17,88.2,3,5,60.0,0,0.1,0.2,-0.1,2,3,5,1,7
Arthur Chaves,BRA,DF,Hoffenheim,23-284,2001,1.9,49,58,84.5,775,315,26,29,89.7,19,20,95.0,3,7,42.9,0,0.0,0.0,0.0,0,6,0,0,4
Rayan Cherki,FRA,"MF,FW",Lyon,21-083,2003,2.8,122,169,72.2,1843,714,63,80,78.8,43,50,86.0,7,21,33.3,2,2.1,2.3,-0.1,15,12,10,0,23
Edward Chilufya,ZAM,FW,Midtjylland,25-052,1999,1.4,15,22,68.2,190,22,10,15,66.7,5,6,83.3,0,0,,0,0.4,0.1,-0.4,2,0,1,0,1
Chiquinho,POR,MF,Olympiacos,29-112,1995,3.4,65,107,60.7,987,311,39,54,72.2,16,24,66.7,7,16,43.8,1,0.6,0.3,+0.4,7,5,2,0,9
Vlad Chiricheș,ROU,DF,FCSB,34-360,1989,1.0,85,87,97.7,1862,557,25,25,100.0,43,43,100.0,17,18,94.4,1,0.4,0.4,+0.6,1,2,1,0,2
Ivaylo Chochev,BUL,MF,Ludogorets,31-264,1993,2.2,51,63,81.0,734,213,28,34,82.4,16,18,88.9,3,4,75.0,0,0.1,0.1,-0.1,1,4,1,0,6
Tomáš Chorý,CZE,FW,Slavia Prague,29-287,1995,2.0,22,42,52.4,281,66,14,26,53.8,4,11,36.4,1,1,100.0,1,0.2,0.0,+0.8,2,2,1,0,4
Anders Christiansen,DEN,"FW,MF",Malmö,34-153,1990,2.7,102,125,81.6,1339,319,60,66,90.9,30,34,88.2,4,12,33.3,1,0.9,1.3,+0.1,4,8,4,1,14
Mojmir Chytil,CZE,FW,Slavia Prague,25-193,1999,2.0,15,27,55.6,160,50,10,13,76.9,3,7,42.9,0,1,0.0,0,0.0,0.0,0.0,0,1,2,0,4
