Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Rodrigo De Paul,ARG,MT,Atlético Madrid,30-144,1994,8,4,370,4.1,0,1,1,0,0,0,1,0,0.0,0.0,1.7,1.7,12,41,24,0.00,0.24,0.24,0.00,0.24,0.00,0.41,0.41,0.00,0.41
Assane Diao,ESP,AT,Betis,19-038,2005,4,2,175,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,0,13,0.00,0.51,0.51,0.00,0.51,0.20,0.53,0.73,0.20,0.73
Moussa Diarra,MLI,DF,Alavés,23-340,2000,6,4,380,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brahim Díaz,MAR,"AT,MT",Real Madrid,25-073,1999,5,2,120,1.3,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,9,10,17,0.75,0.75,1.50,0.75,1.50,0.23,0.25,0.48,0.23,0.48
Pedro Díaz,ESP,"MT,AT",Rayo Vallecano,26-132,1998,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego,ESP,"AT,MT",Leganés,24-180,2000,4,1,113,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,8,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.28,0.22,0.28
Álvaro djaló,ESP,AT,Athletic Club,25-060,1999,5,2,185,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,7,3,23,0.49,0.00,0.49,0.49,0.49,0.11,0.14,0.25,0.11,0.25
Djené,TOG,DF,Getafe,32-289,1991,9,9,737,8.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,5,18,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05
Marko Dmitrović,SRB,GB,Leganés,32-265,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marc Domenech,ESP,AT,Mallorca,18-288,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,8,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
Carlos Dominguez,ESP,DF,Celta Vigo,23-247,2001,6,4,344,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,23,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Sergi Dominguez,ESP,DF,Barcelona,19-197,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Anastasios Douvikas,GRE,AT,Celta Vigo,25-074,1999,9,3,352,3.9,1,0,1,1,0,0,1,0,1.3,1.3,0.0,1.3,4,3,23,0.26,0.00,0.26,0.26,0.26,0.33,0.00,0.33,0.33,0.33
Pablo Durán,ESP,"AT,MT",Celta Vigo,23-143,2001,4,2,172,1.9,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,3,2,14,0.00,0.52,0.52,0.00,0.52,0.06,0.13,0.19,0.06,0.19
Hugo Duro,ESP,AT,Valencia,24-340,1999,7,6,523,5.8,2,0,2,2,0,0,1,0,1.3,1.3,0.2,1.5,4,4,18,0.34,0.00,0.34,0.34,0.34,0.23,0.04,0.27,0.22,0.26
Chidera Ejuke,NGA,"AT,MT",Sevilla,26-287,1998,8,5,499,5.5,1,0,1,1,0,0,0,0,0.7,0.7,1.3,1.9,47,23,59,0.18,0.00,0.18,0.18,0.18,0.12,0.23,0.35,0.12,0.35
Aritz Elustondo,ESP,DF,Real Sociedad,30-201,1994,4,3,245,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,10,1,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.11,0.08,0.11
Adri Embarba,ESP,"AT,MT",Rayo Vallecano,32-161,1992,9,7,541,6.0,0,1,1,0,0,0,2,0,0.4,0.4,1.0,1.4,14,17,42,0.00,0.17,0.17,0.00,0.17,0.06,0.17,0.22,0.06,0.22
Endrick,BRA,AT,Real Madrid,18-086,2006,7,0,46,0.5,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,4,1,8,1.96,0.00,1.96,1.96,1.96,1.25,0.00,1.25,1.25,1.25
Alfonso Espino,URU,DF,Rayo Vallecano,32-284,1992,4,4,304,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Dario Essugo,POR,MT,Las Palmas,19-215,2005,4,4,321,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,28,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Abde Ezzalzouli,MAR,AT,Betis,22-303,2001,9,7,636,7.1,1,0,1,1,0,1,1,0,3.9,3.1,0.5,3.6,39,27,79,0.14,0.00,0.14,0.14,0.14,0.55,0.07,0.62,0.44,0.51
Ansu Fati,ESP,AT,Barcelona,21-350,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.56,0.56,0.56
Peter Federico,DOM,"MT,AT",Getafe,22-082,2002,5,1,138,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,6,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14
Nabil Fekir,FRA,MT,Betis,31-089,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,9,10,18,0.00,0.50,0.50,0.00,0.50,0.34,0.26,0.61,0.34,0.61
Kiko Femenía,ESP,DF,Villarreal,33-256,1991,9,9,810,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,27,42,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04
Valery Fernández,ESP,"MT,AT",Mallorca,24-327,1999,5,0,108,1.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,1,3,5,1.67,0.00,1.67,1.67,1.67,0.70,0.00,0.70,0.70,0.70
Pablo Fornals,ESP,"AT,MT",Betis,28-236,1996,9,7,609,6.8,0,0,0,0,0,0,1,0,0.6,0.6,1.2,1.8,11,53,43,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.27,0.10,0.27
Héctor Fort,ESP,DF,Barcelona,18-074,2006,5,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,9,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04
Dimitri Foulquier,FRA,DF,Valencia,31-206,1993,9,4,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,7,11,15,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Alejandro Francés,ESP,DF,Girona,22-075,2002,6,5,443,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,29,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Enric Franquesa,ESP,"AT,DF",Leganés,27-232,1997,8,4,362,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,3,6,17,0.25,0.00,0.25,0.25,0.25,0.07,0.03,0.10,0.07,0.10
Jorge de Frutos,ESP,"MT,AT",Rayo Vallecano,27-238,1997,9,7,607,6.7,3,1,4,3,0,0,0,0,1.2,1.2,0.6,1.8,19,13,49,0.44,0.15,0.59,0.44,0.59,0.19,0.09,0.27,0.19,0.27
Manuel Fuster,ESP,"MT,AT",Las Palmas,26-359,1997,6,1,143,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.5,4,5,23,0.00,0.00,0.00,0.00,0.00,0.10,0.22,0.32,0.10,0.32
Javi Galán,ESP,DF,Atlético Madrid,29-331,1994,2,1,98,1.1,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.8,2,2,1,0.00,0.92,0.92,0.00,0.92,0.00,0.74,0.74,0.00,0.74
Iñigo Ruiz de Galarreta,ESP,MT,Athletic Club,31-070,1993,5,3,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,4,16,6,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Conor Gallagher,ENG,MT,Atlético Madrid,24-252,2000,7,6,504,5.6,2,0,2,2,0,0,1,0,0.9,0.9,0.1,1.0,4,13,12,0.36,0.00,0.36,0.36,0.36,0.16,0.02,0.18,0.16,0.18
Álvaro García,ESP,"AT,MT",Rayo Vallecano,31-354,1992,7,4,371,4.1,1,0,1,1,0,0,1,0,1.2,1.2,0.6,1.9,11,15,46,0.24,0.00,0.24,0.24,0.24,0.30,0.16,0.46,0.30,0.46
Eric García,ESP,MT,Barcelona,23-280,2001,8,3,443,4.9,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,8,29,5,0.00,0.20,0.20,0.00,0.20,0.12,0.07,0.19,0.12,0.19
Fran Garcia,ESP,DF,Real Madrid,25-062,1999,6,2,253,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,22,24,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
Joan García,ESP,GB,Espanyol,23-164,2001,9,9,810,9.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Rubén García,ESP,"AT,MT",Osasuna,31-093,1993,9,7,536,6.0,1,1,2,1,0,0,1,0,0.7,0.7,0.5,1.1,5,25,36,0.17,0.17,0.34,0.17,0.34,0.11,0.08,0.19,0.11,0.19
Yarek Gasiorowski,ESP,DF,Valencia,19-277,2005,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
Paulo Gazzaniga,ARG,GB,Girona,32-287,1992,9,9,810,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bryan Gil,ESP,"AT,MT",Girona,23-247,2001,9,6,520,5.8,1,0,1,1,0,0,1,0,1.3,1.3,0.7,2.1,18,21,68,0.17,0.00,0.17,0.17,0.17,0.23,0.13,0.36,0.23,0.36
Dani Gómez,ESP,AT,Valencia,26-077,1998,8,3,328,3.6,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,1,3,12,0.27,0.00,0.27,0.27,0.27,0.24,0.00,0.24,0.24,0.24
Moi Gómez,ESP,"MT,AT",Osasuna,30-114,1994,8,3,308,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,15,5,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
Sergi Gómez,ESP,DF,Espanyol,32-201,1992,7,3,358,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Sergio Gómez,ESP,"MT,DF",Real Sociedad,24-041,2000,9,8,688,7.6,0,3,3,0,0,0,0,0,0.2,0.2,3.7,3.9,16,28,42,0.00,0.39,0.39,0.00,0.39,0.02,0.48,0.51,0.02,0.51
Unai Gómez,ESP,"MT,AT",Athletic Club,21-143,2003,9,2,292,3.2,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.6,5,7,13,0.00,0.31,0.31,0.00,0.31,0.14,0.04,0.18,0.14,0.18
Fabio González,ESP,MT,Las Palmas,27-246,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Urko González,ESP,MT,Real Sociedad,23-209,2001,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andoni Gorosabel,ESP,DF,Athletic Club,28-072,1996,3,2,184,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,1,6,7,0.00,0.49,0.49,0.00,0.49,0.00,0.28,0.28,0.00,0.28
José Gragera,ESP,MT,Espanyol,23-320,2000,9,6,524,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,12,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Dominik Greif,SVK,GB,Mallorca,27-192,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Griezmann,FRA,"AT,MT",Atlético Madrid,33-208,1991,9,7,667,7.4,2,4,6,2,0,0,0,0,1.1,1.1,1.7,2.8,15,40,52,0.27,0.54,0.81,0.27,0.81,0.15,0.23,0.38,0.15,0.38
Vicente Guaita,ESP,GB,Celta Vigo,37-279,1987,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sergi Guardiola,ESP,AT,Rayo Vallecano,33-139,1991,3,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.48,0.48
Nemanja Gudelj,SRB,"MT,DF",Sevilla,32-334,1991,7,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,2,12,1,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Javier Guerra,ESP,"MT,AT",Valencia,21-288,2003,8,5,418,4.6,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,7,18,20,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Ander Guevara,ESP,MT,Alavés,27-100,1997,8,5,484,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,7,29,5,0.00,0.19,0.19,0.00,0.19,0.06,0.08,0.15,0.06,0.15
Pape Gueye,SEN,MT,Villarreal,25-265,1999,8,5,473,5.3,0,0,0,0,0,0,3,1,0.3,0.3,0.2,0.5,6,35,14,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Hugo Guillamón,ESP,MT,Valencia,24-258,2000,6,4,307,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,10,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Arda Güler,TUR,"MT,AT",Real Madrid,19-233,2005,7,3,251,2.8,0,0,0,0,0,0,1,0,1.0,1.0,1.0,2.0,6,19,26,0.00,0.00,0.00,0.00,0.00,0.35,0.36,0.71,0.35,0.71
Gerard Gumbau,ESP,MT,Rayo Vallecano,29-302,1994,5,1,208,2.3,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,1,11,7,0.00,0.43,0.43,0.00,0.43,0.09,0.08,0.16,0.09,0.16
Jon Guridi,ESP,MT,Alavés,29-230,1995,7,4,380,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,9,20,12,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Gorka Guruzeta,ESP,AT,Athletic Club,28-033,1996,9,6,504,5.6,2,2,4,2,0,0,0,0,1.1,1.1,0.2,1.3,1,3,23,0.36,0.36,0.71,0.36,0.71,0.19,0.04,0.22,0.19,0.22
Miguel Gutiérrez,ESP,DF,Girona,23-080,2001,8,8,720,8.0,0,1,1,0,0,0,0,0,0.4,0.4,2.4,2.9,19,35,52,0.00,0.12,0.12,0.00,0.12,0.05,0.31,0.36,0.05,0.36
Munir El Haddadi,MAR,"MT,AT",Leganés,29-044,1995,4,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Sébastien Haller,CIV,AT,Leganés,30-115,1994,5,4,321,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,1,4,9,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.17,0.11,0.17
Javi Hernández,ESP,DF,Leganés,26-166,1998,7,7,606,6.7,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,15,21,35,0.00,0.15,0.15,0.00,0.15,0.03,0.13,0.16,0.03,0.16
Jorge Herrando,ESP,DF,Osasuna,23-230,2001,5,4,367,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Ander Herrera,ESP,MT,Athletic Club,35-062,1989,5,2,216,2.4,0,0,0,0,0,1,2,0,0.9,0.1,0.1,0.2,2,9,3,0.00,0.00,0.00,0.00,0.00,0.38,0.04,0.42,0.05,0.09
Sergio Herrera,ESP,GB,Osasuna,31-132,1993,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yangel Herrera,VEN,MT,Girona,26-275,1998,8,7,548,6.1,1,1,2,1,0,0,2,0,0.9,0.9,0.3,1.2,4,38,20,0.16,0.16,0.33,0.16,0.33,0.15,0.04,0.20,0.15,0.20
Juan Herzog,ESP,DF,Las Palmas,21-155,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,11,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Omar El Hilali,MAR,DF,Espanyol,21-033,2003,9,9,806,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,14,26,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dinko Horkaš,CRO,GB,Las Palmas,25-219,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pablo Ibáñez,ESP,MT,Osasuna,26-025,1998,8,2,295,3.3,0,1,1,0,0,0,1,0,0.8,0.8,1.0,1.8,1,9,5,0.00,0.31,0.31,0.00,0.31,0.25,0.30,0.55,0.25,0.55
Stanis Idumbo,BEL,AT,Sevilla,19-108,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Iglesias,ESP,DF,Getafe,26-104,1998,9,7,696,7.7,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.8,6,18,17,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Borja Iglesias,ESP,AT,Celta Vigo,31-272,1993,9,6,458,5.1,4,0,4,4,0,0,0,0,3.0,3.0,0.1,3.1,2,3,19,0.79,0.00,0.79,0.79,0.79,0.59,0.01,0.61,0.59,0.61
Kelechi Iheanacho,NGA,AT,Sevilla,28-012,1996,5,3,271,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,2,3,7,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.28,0.21,0.28
Karl Jakob Hein,EST,GB,Valladolid,22-185,2002,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adnan Januzaj,BEL,"MT,AT",Las Palmas,29-253,1995,4,2,191,2.1,0,1,1,0,0,0,2,0,0.2,0.2,0.4,0.6,8,12,21,0.00,0.47,0.47,0.00,0.47,0.11,0.17,0.27,0.11,0.27
Mikel Jauregizar,ESP,MT,Athletic Club,20-338,2003,7,4,386,4.3,1,0,1,1,0,0,2,1,0.2,0.2,0.2,0.4,2,15,3,0.23,0.00,0.23,0.23,0.23,0.06,0.04,0.09,0.06,0.09
John Joe,IRL,"AT,MT",Getafe,20-357,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28
Jofre,ESP,"MT,AT",Espanyol,23-120,2001,9,7,549,6.1,2,2,4,2,0,0,2,0,0.9,0.9,1.3,2.2,14,13,42,0.33,0.33,0.66,0.33,0.66,0.15,0.22,0.36,0.15,0.36
Frenkie de Jong,NED,MT,Barcelona,27-156,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joan Jordán,ESP,MT,Alavés,30-101,1994,4,2,218,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.4,1,15,4,0.00,0.41,0.41,0.00,0.41,0.12,0.07,0.18,0.12,0.18
Juanmi,ESP,AT,Betis,31-148,1993,5,2,143,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,3,2,6,0.00,0.00,0.00,0.00,0.00,0.36,0.18,0.54,0.36,0.54
Juanpe,ESP,DF,Girona,33-168,1991,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Abdulai Juma Bah,SLE,DF,Valladolid,18-187,2006,3,3,257,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
Vinicius Júnior,BRA,AT,Real Madrid,24-095,2000,9,8,725,8.1,4,4,8,2,2,2,3,0,2.7,1.4,3.2,4.6,55,29,93,0.50,0.50,0.99,0.25,0.74,0.34,0.40,0.73,0.17,0.57
Stanko Jurić,CRO,MT,Valladolid,28-060,1996,9,5,552,6.1,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,2,20,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Willy Kambwala,FRA,DF,Villarreal,20-051,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Abdoulaye Keita,ESP,MT,Getafe,22-044,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kenedy,BRA,MT,Valladolid,28-250,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiké,ESP,AT,Alavés,34-325,1989,9,4,423,4.7,2,0,2,2,0,0,1,0,1.3,1.3,0.3,1.7,0,10,17,0.43,0.00,0.43,0.43,0.43,0.28,0.07,0.35,0.28,0.35
Koke,ESP,MT,Atlético Madrid,32-281,1992,9,7,640,7.1,1,0,1,1,0,0,2,0,0.9,0.9,0.9,1.8,6,27,3,0.14,0.00,0.14,0.14,0.14,0.13,0.12,0.25,0.13,0.25
Jules Koundé,FRA,DF,Barcelona,25-338,1998,9,8,744,8.3,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.5,12,54,57,0.12,0.12,0.24,0.12,0.24,0.03,0.15,0.18,0.03,0.18
Alex Král,CZE,"MT,AT",Espanyol,26-149,1998,9,8,754,8.4,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,11,27,21,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Ladislav Krejčí,CZE,DF,Girona,25-178,1999,4,3,280,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,4,12,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Takefusa Kubo,JPN,"MT,AT",Real Sociedad,23-133,2001,9,7,629,7.0,2,0,2,2,0,0,1,0,1.3,1.3,0.9,2.2,33,32,69,0.29,0.00,0.29,0.29,0.29,0.19,0.13,0.32,0.19,0.32
Marash Kumbulla,ALB,DF,Espanyol,24-250,2000,8,8,694,7.7,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,5,22,0,0.13,0.00,0.13,0.13,0.13,0.07,0.00,0.07,0.07,0.07
Cyle Larin,CAN,AT,Mallorca,29-181,1995,7,5,413,4.6,1,2,3,1,0,0,1,0,1.2,1.2,1.0,2.2,2,5,20,0.22,0.44,0.65,0.22,0.65,0.26,0.21,0.47,0.26,0.47
Juanmi Latasa,ESP,AT,Valladolid,23-206,2001,7,4,413,4.6,0,0,0,0,0,0,3,0,0.9,0.9,0.2,1.1,1,8,13,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.24,0.21,0.24
Toni Lato,ESP,DF,Mallorca,26-329,1997,4,2,173,1.9,0,0,0,0,0,0,0,1,0.0,0.0,0.3,0.3,7,9,12,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Robin Le Normand,ESP,DF,Atlético Madrid,27-339,1996,7,7,630,7.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,4,28,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Florian Lejeune,FRA,DF,Rayo Vallecano,33-148,1991,9,9,810,9.0,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,5,34,1,0.00,0.11,0.11,0.00,0.11,0.05,0.01,0.06,0.05,0.06
Iñigo Lekue,ESP,DF,Athletic Club,31-164,1993,6,3,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,18,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Clément Lenglet,FRA,DF,Atlético Madrid,29-120,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robert Lewandowski,POL,AT,Barcelona,36-055,1988,9,9,735,8.2,10,2,12,9,1,2,1,0,9.7,8.1,1.4,9.5,7,14,43,1.22,0.24,1.47,1.10,1.35,1.18,0.17,1.35,0.99,1.16
Samuel Lino,BRA,"DF,MT",Atlético Madrid,24-297,1999,7,6,417,4.6,0,1,1,0,0,0,1,0,2.0,2.0,0.9,2.9,13,18,47,0.00,0.22,0.22,0.00,0.22,0.43,0.20,0.62,0.43,0.62
Diego Llorente,ESP,DF,Betis,31-060,1993,9,9,810,9.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,25,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Marcos Llorente,ESP,"DF,MT",Atlético Madrid,29-259,1995,8,7,629,7.0,2,1,3,2,0,0,0,1,0.2,0.2,1.4,1.6,14,33,47,0.29,0.14,0.43,0.29,0.43,0.02,0.21,0.23,0.02,0.23
Giovani Lo Celso,ARG,MT,Betis,28-189,1996,6,5,458,5.1,5,0,5,4,1,1,1,0,2.2,1.4,1.5,2.9,8,48,26,0.98,0.00,0.98,0.79,0.79,0.42,0.30,0.72,0.27,0.57
