Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Abel,ESP,DF,Osasuna,24-055,2000,8,7,611,6.8,2,0,2,2,0,0,1,0,0.2,0.2,0.3,0.5,13,29,14,0.29,0.00,0.29,0.29,0.29,0.03,0.04,0.08,0.03,0.08
Nabil Aberdin,FRA,MT,Getafe,22-053,2002,5,3,232,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Abdel Abqar,MAR,DF,Alavés,25-219,1999,9,9,678,7.5,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,6,20,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Julen Agirrezabala,ESP,GB,Athletic Club,23-294,2000,6,6,486,5.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucien Agoume,FRA,MT,Sevilla,22-249,2002,9,6,536,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,8,29,10,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Álvaro Aguado,ESP,MT,Espanyol,28-167,1996,7,2,228,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,19,2,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
Nayef Aguerd,MAR,DF,Real Sociedad,28-199,1996,5,5,424,4.7,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,7,20,0,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.19,0.19,0.19
Joseph Aidoo,GHA,DF,Celta Vigo,29-016,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ilias Akhomach,MAR,MT,Villarreal,20-182,2004,8,4,390,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,20,6,44,0.00,0.00,0.00,0.00,0.00,0.07,0.18,0.25,0.07,0.25
Raúl Albiol,ESP,DF,Villarreal,39-041,1985,7,6,468,5.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Omar Alderete,PAR,DF,Getafe,27-294,1996,8,8,720,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,7,35,0,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.13,0.04,0.13
Carles Aleñá,ESP,"MT,AT",Getafe,26-284,1998,6,3,305,3.4,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,2,8,7,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
Alfon,ESP,"AT,MT",Celta Vigo,25-164,1999,4,2,187,2.1,0,0,0,0,0,0,0,1,0.7,0.7,0.3,1.1,9,6,20,0.00,0.00,0.00,0.00,0.00,0.35,0.17,0.52,0.35,0.52
Domingos André Ribeiro Almeida,POR,"AT,MT",Valencia,24-138,2000,8,5,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,8,31,17,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08
Iker Almena,ESP,"AT,DF",Girona,20-164,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33
Marcos Alonso,ESP,"DF,MT",Celta Vigo,33-292,1990,5,3,372,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,12,34,18,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
Adrià Altimira,ESP,"AT,DF",Leganés,23-201,2001,5,3,268,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,14,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Sergi Altimira,ESP,MT,Betis,23-051,2001,6,3,354,3.9,0,1,1,0,0,0,2,0,0.3,0.2,0.2,0.4,5,21,6,0.00,0.25,0.25,0.00,0.25,0.07,0.05,0.12,0.04,0.09
Hugo Álvarez,ESP,"MT,DF",Celta Vigo,21-105,2003,9,7,672,7.5,1,1,2,1,0,0,3,0,0.4,0.4,0.3,0.8,33,23,74,0.13,0.13,0.27,0.13,0.27,0.06,0.05,0.10,0.06,0.10
Julián Álvarez,ARG,"AT,MT",Atlético Madrid,24-258,2000,9,6,511,5.7,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,13,6,29,0.53,0.00,0.53,0.53,0.53,0.31,0.03,0.34,0.31,0.34
Yeray Álvarez,ESP,DF,Athletic Club,29-265,1995,4,4,360,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,28,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Selim Amallah,MAR,MT,Valladolid,27-335,1996,7,6,456,5.1,1,1,2,1,0,0,1,0,1.6,1.6,0.1,1.8,9,22,10,0.20,0.20,0.39,0.20,0.39,0.32,0.03,0.35,0.32,0.35
Amath,SEN,"AT,DF",Valladolid,28-091,1996,6,5,293,3.3,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.6,7,10,17,0.00,0.31,0.31,0.00,0.31,0.11,0.06,0.17,0.11,0.17
Marcos André,BRA,AT,Valladolid,27-361,1996,5,3,252,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,4,7,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Antoniu,ESP,MT,Espanyol,22-040,2002,3,0,36,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.04,0.23,0.26,0.04,0.26
Anuar,MAR,AT,Valladolid,29-274,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.07,0.50,0.56,0.07,0.56
Aritz Arambarri,ESP,DF,Leganés,26-258,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Mauro Arambarri,URU,"MT,AT",Getafe,29-015,1995,9,5,468,5.2,2,0,2,2,0,0,3,0,0.4,0.4,0.0,0.5,2,12,6,0.38,0.00,0.38,0.38,0.38,0.08,0.00,0.09,0.08,0.09
Jon Aramburu,VEN,DF,Real Sociedad,22-084,2002,7,5,436,4.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,10,24,13,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11
Adu Ares,ESP,AT,Athletic Club,23-003,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jesús Areso,ESP,DF,Osasuna,25-105,1999,8,8,702,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,28,24,34,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
José Arnaiz,ESP,AT,Osasuna,29-183,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41
Takuma Asano,JPN,AT,Mallorca,29-340,1994,6,4,319,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,16,9,20,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
Iago Aspas,ESP,"AT,MT",Celta Vigo,37-075,1987,9,7,631,7.0,4,2,6,3,1,2,3,1,3.1,1.5,0.8,2.3,19,46,50,0.57,0.29,0.86,0.43,0.71,0.44,0.11,0.55,0.22,0.33
Yaser Asprilla,COL,"AT,MT",Girona,20-331,2003,6,3,340,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,19,31,42,0.26,0.00,0.26,0.26,0.26,0.16,0.14,0.29,0.16,0.29
Ezequiel Ávila,ARG,AT,Betis,30-252,1994,7,2,210,2.3,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.9,4,7,25,0.00,0.00,0.00,0.00,0.00,0.10,0.27,0.37,0.10,0.37
César Azpilicueta,ESP,DF,Atlético Madrid,35-048,1989,5,5,390,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,29,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Loïc Bade,FRA,DF,Sevilla,24-187,2000,7,6,561,6.2,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,6,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Alex Baena,ESP,"MT,AT",Villarreal,23-087,2001,8,7,575,6.4,1,5,6,1,0,1,2,0,2.1,1.3,2.7,4.0,12,43,36,0.16,0.78,0.94,0.16,0.94,0.32,0.43,0.75,0.20,0.63
Eric Bailly,CIV,DF,Villarreal,30-186,1994,7,5,489,5.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Cédric Bakambu,COD,AT,Betis,33-187,1991,4,1,136,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,8,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.20,0.18,0.20
Alejandro Balde,ESP,DF,Barcelona,20-363,2003,8,6,546,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,20,19,49,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
Iván Balliu,ALB,DF,Rayo Vallecano,32-288,1992,8,5,496,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,21,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Jonathan Bamba,CIV,"AT,MT",Celta Vigo,28-203,1996,4,3,251,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,9,11,21,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.38,0.10,0.38
Valentín Barco,ARG,DF,Sevilla,20-084,2004,5,3,250,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,9,10,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21
Enzo Barrenechea,ARG,MT,Valencia,23-146,2001,5,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Ander Barrenetxea,ESP,"MT,AT",Real Sociedad,22-293,2001,6,2,280,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,9,36,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19
Pablo Barrios,ESP,MT,Atlético Madrid,21-122,2003,5,4,405,4.5,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,24,13,0.00,0.22,0.22,0.00,0.22,0.03,0.06,0.09,0.03,0.09
Thierno Barry,FRA,AT,Villarreal,21-360,2002,8,5,536,6.0,2,1,3,2,0,0,1,0,3.3,3.3,0.7,4.0,7,6,20,0.34,0.17,0.50,0.34,0.50,0.55,0.12,0.67,0.55,0.67
Marc Bartra,ESP,DF,Betis,33-274,1991,2,2,175,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,0,0.51,0.00,0.51,0.51,0.51,0.09,0.00,0.09,0.09,0.09
Aboubacar Bassinga,CIV,MT,Las Palmas,19-094,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Augusto Batalla,ARG,GB,Rayo Vallecano,28-168,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sheraldo Becker,SUR,"AT,MT",Real Sociedad,29-249,1995,8,6,496,5.5,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,22,11,52,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.21,0.14,0.21
Donny van de Beek,NED,"MT,AT",Girona,27-180,1997,5,1,211,2.3,0,1,1,0,0,0,0,0,0.2,0.2,1.2,1.3,3,6,18,0.00,0.43,0.43,0.00,0.43,0.07,0.50,0.57,0.07,0.57
Héctor Bellerín,ESP,DF,Betis,29-210,1995,5,4,389,4.3,0,1,1,0,0,0,1,0,0.0,0.0,1.2,1.2,3,22,14,0.00,0.23,0.23,0.00,0.23,0.00,0.28,0.28,0.00,0.28
Jude Bellingham,ENG,MT,Real Madrid,21-108,2003,5,5,440,4.9,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.3,16,39,27,0.00,0.20,0.20,0.00,0.20,0.08,0.18,0.26,0.08,0.26
Fran Beltrán,ESP,MT,Celta Vigo,25-255,1999,7,6,502,5.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,9,33,9,0.18,0.00,0.18,0.18,0.18,0.04,0.11,0.14,0.04,0.14
Carlos Benavídez,URU,MT,Alavés,26-199,1998,5,3,214,2.4,1,1,2,1,0,0,1,0,0.1,0.1,0.6,0.7,1,10,2,0.42,0.42,0.84,0.42,0.84,0.04,0.26,0.30,0.04,0.30
Iker Benito,ESP,"AT,MT",Osasuna,22-066,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Yuri Berchiche,ESP,DF,Athletic Club,34-248,1990,7,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,9,39,14,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
Álex Berenguer,ESP,AT,Athletic Club,29-103,1995,8,6,506,5.6,0,2,2,0,0,1,2,0,1.7,0.9,1.5,2.4,18,9,46,0.00,0.36,0.36,0.00,0.36,0.30,0.27,0.57,0.16,0.43
Marc Bernal,ESP,MT,Barcelona,17-142,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
Juan Bernat,ESP,"DF,MT",Villarreal,31-228,1993,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28
Juan Berrocal,ESP,DF,Getafe,25-164,1999,5,5,441,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Antonio Blanco,ESP,MT,Alavés,24-084,2000,9,6,526,5.8,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,1,30,4,0.00,0.17,0.17,0.00,0.17,0.08,0.09,0.17,0.08,0.17
Daley Blind,NED,DF,Girona,34-220,1990,8,8,683,7.6,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,13,78,11,0.00,0.13,0.13,0.00,0.13,0.00,0.08,0.08,0.00,0.08
Adama Boiro,ESP,DF,Athletic Club,22-115,2002,3,3,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Enzo Boyomo,CMR,DF,Osasuna,23-008,2001,6,6,540,6.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,1,19,0,0.17,0.00,0.17,0.17,0.17,0.02,0.00,0.02,0.02,0.02
Enzo Boyomo,CMR,DF,Valladolid,23-008,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Darko Brašanac,SRB,MT,Leganés,32-246,1992,9,5,500,5.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,0,15,13,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08
Ante Budimir,CRO,AT,Osasuna,33-085,1991,9,7,595,6.6,4,1,5,2,2,2,1,0,2.5,1.0,0.3,1.3,7,5,29,0.61,0.15,0.76,0.30,0.45,0.38,0.04,0.43,0.15,0.19
Pau Cabanes,ESP,MT,Villarreal,19-241,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leandro Cabrera,URU,DF,Espanyol,33-120,1991,5,5,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Fernando Calero,ESP,DF,Espanyol,29-031,1995,3,2,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eduardo Camavinga,FRA,MT,Real Madrid,21-340,2002,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Sergio Camello,ESP,AT,Rayo Vallecano,23-248,2001,9,6,499,5.5,2,0,2,2,0,0,1,0,1.9,1.9,0.3,2.2,10,7,32,0.36,0.00,0.36,0.36,0.36,0.35,0.05,0.40,0.35,0.40
José Campaña,ESP,MT,Las Palmas,31-137,1993,4,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,15,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10
Peio Canales,ESP,MT,Athletic Club,19-272,2005,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Sergi Canós,ESP,"MT,AT",Valencia,27-256,1997,6,1,130,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,2,19,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15
Cárdenas,ESP,GB,Rayo Vallecano,27-201,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Irvin Cardona,FRA,"MT,AT",Espanyol,27-068,1997,8,2,282,3.1,0,1,1,0,0,0,1,0,0.8,0.8,0.5,1.3,6,7,18,0.00,0.32,0.32,0.00,0.32,0.25,0.15,0.40,0.25,0.40
Marc Cardona,ESP,AT,Las Palmas,29-099,1995,3,0,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
Sergi Cardona,ESP,DF,Villarreal,25-099,1999,9,9,796,8.8,1,1,2,1,0,0,2,0,1.3,1.3,1.4,2.8,16,21,52,0.11,0.11,0.23,0.11,0.23,0.15,0.16,0.31,0.15,0.31
Johnny Cardoso,USA,MT,Betis,23-025,2001,5,2,240,2.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,10,6,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20
Carmona,ESP,DF,Sevilla,22-260,2002,9,9,790,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,6,28,5,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10
Sergio Carreira,ESP,"MT,DF",Celta Vigo,24-002,2000,4,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,6,8,23,0.00,0.00,0.00,0.00,0.00,0.01,0.31,0.32,0.01,0.32
Dani Carvajal,ESP,DF,Real Madrid,32-278,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.00,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22
William Carvalho,POR,MT,Betis,32-191,1992,4,4,247,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,20,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Marc Casado,ESP,MT,Barcelona,21-031,2003,7,5,473,5.3,0,1,1,0,0,0,0,0,0.8,0.8,0.5,1.2,5,42,11,0.00,0.19,0.19,0.00,0.19,0.14,0.09,0.24,0.14,0.24
Catena,ESP,DF,Osasuna,29-353,1994,8,8,720,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,18,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Dani Ceballos,ESP,MT,Real Madrid,28-069,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Franco Cervi,ARG,DF,Celta Vigo,30-142,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raúl Chasco,ESP,DF,Valladolid,21-032,2003,1,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pep Chavarría,ESP,"DF,MT",Rayo Vallecano,26-188,1998,6,3,307,3.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,10,15,16,0.00,0.29,0.29,0.00,0.29,0.00,0.02,0.02,0.00,0.02
Walid Cheddira,MAR,AT,Espanyol,26-267,1998,7,2,228,2.5,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,2,3,14,0.00,0.39,0.39,0.00,0.39,0.04,0.24,0.29,0.04,0.29
Julián Chicco,ARG,MT,Leganés,26-276,1998,4,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Chiquinho,POR,"MT,AT",Mallorca,24-253,2000,3,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17
Andreas Christensen,DEN,DF,Barcelona,28-188,1996,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jasper Cillessen,NED,GB,Las Palmas,35-176,1989,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pathé Ciss,SEN,MT,Rayo Vallecano,30-213,1994,7,3,300,3.3,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,2,24,2,0.00,0.30,0.30,0.00,0.30,0.09,0.18,0.26,0.09,0.26
Seydouba Cissé,GUI,MT,Leganés,23-248,2001,9,7,609,6.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,35,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
Eray Cömert,SUI,"DF,MT",Valladolid,26-254,1998,8,7,562,6.2,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,3,11,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Santi Comesaña,ESP,MT,Villarreal,28-010,1996,9,8,672,7.5,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.8,13,48,16,0.00,0.27,0.27,0.00,0.27,0.02,0.09,0.11,0.02,0.11
Diego Conde,ESP,GB,Villarreal,25-353,1998,9,9,810,9.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.11,0.11,0.00,0.11,0.00,0.02,0.02,0.00,0.02
Tomás Conechny,ARG,"MT,AT",Alavés,26-199,1998,6,5,391,4.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.4,8,5,25,0.23,0.00,0.23,0.23,0.23,0.29,0.03,0.32,0.29,0.32
Copete,ESP,DF,Mallorca,25-005,1999,7,3,308,3.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,8,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Ángel Correa,ARG,"AT,MT",Atlético Madrid,29-220,1995,8,0,190,2.1,2,0,2,2,0,0,0,0,2.1,2.1,0.2,2.3,6,7,19,0.95,0.00,0.95,0.95,0.95,1.00,0.08,1.09,1.00,1.09
Thierry Correia,POR,DF,Valencia,25-220,1999,9,7,643,7.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,14,37,40,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Logan Costa,CPV,DF,Villarreal,23-197,2001,7,6,556,6.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,25,0,0.16,0.00,0.16,0.16,0.16,0.04,0.00,0.04,0.04,0.04
Samu Costa,POR,MT,Mallorca,23-323,2000,9,9,807,9.0,0,1,1,0,0,0,3,0,0.8,0.8,0.2,1.0,8,42,20,0.00,0.11,0.11,0.00,0.11,0.09,0.02,0.11,0.09,0.11
Thibaut Courtois,BEL,GB,Real Madrid,32-157,1992,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juan Cruz Armada,ESP,DF,Osasuna,32-079,1992,4,2,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Juan Cruz,ESP,"AT,MT",Leganés,24-173,2000,9,6,516,5.7,3,0,3,3,0,0,1,0,0.9,0.9,0.7,1.7,16,24,31,0.52,0.00,0.52,0.52,0.52,0.16,0.12,0.29,0.16,0.29
Pau Cubarsí,ESP,DF,Barcelona,17-267,2007,9,8,662,7.4,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,8,41,1,0.00,0.14,0.14,0.00,0.14,0.02,0.12,0.13,0.02,0.13
Arnaut Danjuma,NED,AT,Villarreal,27-258,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38
Arnaut Danjuma,NED,"AT,MT",Girona,27-258,1997,6,4,330,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2,21,15,43,0.00,0.00,0.00,0.00,0.00,0.21,0.11,0.32,0.21,0.32
Sergi Darder,ESP,"MT,AT",Mallorca,30-298,1993,9,7,590,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,10,25,21,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
