Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Armin Gigovic,BIH,MT,Holstein Kiel,22-192,2002,5,3,252,2.8,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,9,6,4,0.36,0.00,0.36,0.36,0.36,0.13,0.01,0.14,0.13,0.14
Benedikt Gimber,GER,DF,Heidenheim,27-239,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,1,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Matthias Ginter,GER,DF,Freiburg,30-270,1994,5,3,333,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,27,2,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
Jamie Gittens,ENG,AT,Dortmund,20-068,2004,6,3,288,3.2,2,1,3,2,0,0,1,0,0.6,0.6,0.4,1.0,22,7,21,0.62,0.31,0.94,0.62,0.94,0.19,0.12,0.31,0.19,0.31
Serge Gnabry,GER,"AT,MT",Bayern Munich,29-093,1995,6,5,390,4.3,2,2,4,2,0,0,0,0,2.1,2.1,1.0,3.1,23,22,60,0.46,0.46,0.92,0.46,0.92,0.48,0.23,0.71,0.48,0.71
Leon Goretzka,GER,DF,Bayern Munich,29-252,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Gosens,GER,DF,Union Berlin,30-102,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15
Mario Götze,GER,"AT,MT",Eint Frankfurt,32-134,1992,5,3,238,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,6,11,10,0.00,0.38,0.38,0.00,0.38,0.04,0.11,0.16,0.04,0.16
Jeffrey Gouweleeuw,NED,DF,Augsburg,33-097,1991,6,6,540,6.0,0,1,1,0,0,1,3,0,0.8,0.0,0.6,0.7,10,35,6,0.00,0.17,0.17,0.00,0.17,0.14,0.11,0.24,0.01,0.11
Kamil Grabara,POL,GB,Wolfsburg,25-281,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Gregoritsch,AUT,AT,Freiburg,30-180,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vincenzo Grifo,ITA,"AT,MT",Freiburg,31-191,1993,6,6,479,5.3,2,3,5,2,0,1,0,0,2.2,1.4,1.9,3.3,15,32,35,0.38,0.56,0.94,0.38,0.94,0.40,0.36,0.76,0.26,0.61
Florian Grillitsch,AUT,"MT,DF",Hoffenheim,29-069,1995,4,4,293,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,10,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Álex Grimaldo,ESP,DF,Leverkusen,29-025,1995,6,6,539,6.0,1,1,2,1,0,0,2,0,0.9,0.9,2.0,2.9,24,45,79,0.17,0.17,0.33,0.17,0.33,0.16,0.33,0.49,0.16,0.49
Pascal Groß,GER,MT,Dortmund,33-122,1991,6,6,468,5.2,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,6,45,19,0.00,0.19,0.19,0.00,0.19,0.06,0.19,0.25,0.06,0.25
Marco Grüll,AUT,"AT,MT",Werder Bremen,26-101,1998,6,1,148,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,2,6,5,0.00,0.00,0.00,0.00,0.00,0.37,0.11,0.48,0.37,0.48
Raphaël Guerreiro,POR,DF,Bayern Munich,30-298,1993,5,4,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,14,21,27,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26
Morgan Guilavogui,GUI,"AT,MT",St. Pauli,26-219,1998,5,3,219,2.4,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.9,3,3,22,0.00,0.00,0.00,0.00,0.00,0.20,0.17,0.37,0.20,0.37
Serhou Guirassy,GUI,AT,Dortmund,28-217,1996,4,4,341,3.8,3,0,3,3,0,0,0,0,2.7,2.7,0.4,3.1,4,4,25,0.79,0.00,0.79,0.79,0.79,0.72,0.11,0.83,0.72,0.83
Péter Gulácsi,HUN,GB,RB Leipzig,34-162,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Günter,GER,DF,Freiburg,31-230,1993,6,6,512,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,4,8,36,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11
Janik Haberer,GER,"DF,MT",Union Berlin,30-196,1994,6,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,18,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Robin Hack,GER,"AT,MT",Gladbach,26-049,1998,5,1,165,1.8,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.7,8,7,18,0.00,0.55,0.55,0.00,0.55,0.20,0.17,0.37,0.20,0.37
Amadou Haidara,MLI,MT,RB Leipzig,26-258,1998,6,6,370,4.1,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,2,19,6,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.22,0.11,0.22
Andreas Hanche-Olsen,NOR,DF,Mainz 05,27-272,1997,4,4,298,3.3,0,1,1,0,0,0,3,1,0.0,0.0,0.2,0.2,0,3,2,0.00,0.30,0.30,0.00,0.30,0.00,0.07,0.07,0.00,0.07
Ramon Hendriks,NED,DF,Stuttgart,23-089,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benjamin Henrichs,GER,DF,RB Leipzig,27-235,1997,6,2,243,2.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.3,6,11,22,0.00,0.37,0.37,0.00,0.37,0.12,0.35,0.47,0.11,0.47
Piero Hincapié,ECU,DF,Leverkusen,22-280,2002,6,4,421,4.7,1,0,1,1,0,0,0,0,1.4,1.4,0.4,1.8,6,27,7,0.21,0.00,0.21,0.21,0.21,0.30,0.08,0.38,0.30,0.38
Adam Hložek,CZE,"AT,MT",Hoffenheim,22-082,2002,5,4,301,3.3,1,1,2,1,0,0,1,0,1.3,1.3,0.7,2.0,4,6,11,0.30,0.30,0.60,0.30,0.60,0.40,0.20,0.60,0.40,0.60
Nicolas Höfler,GER,MT,Freiburg,34-220,1990,3,0,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Jonas Hofmann,GER,MT,Leverkusen,32-093,1992,2,2,123,1.4,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,2,3,11,0.73,0.00,0.73,0.73,0.73,0.34,0.11,0.44,0.34,0.44
Philipp Hofmann,GER,AT,Bochum,31-199,1993,6,5,405,4.5,0,2,2,0,0,0,1,0,0.7,0.7,1.1,1.8,2,7,19,0.00,0.44,0.44,0.00,0.44,0.16,0.25,0.41,0.16,0.41
Lucas Höler,GER,"MT,AT",Freiburg,30-097,1994,6,0,119,1.3,0,1,1,0,0,1,0,0,1.2,0.4,0.2,0.6,1,2,11,0.00,0.76,0.76,0.00,0.76,0.92,0.13,1.05,0.33,0.45
Benedict Hollerbach,GER,"MT,AT",Union Berlin,23-151,2001,6,6,427,4.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,18,11,25,0.21,0.00,0.21,0.21,0.21,0.14,0.07,0.21,0.14,0.21
Lewis Holtby,GER,MT,Holstein Kiel,34-027,1990,6,6,479,5.3,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,9,11,0.00,0.19,0.19,0.00,0.19,0.02,0.09,0.11,0.02,0.11
Franck Honorat,FRA,AT,Gladbach,28-065,1996,3,3,234,2.6,1,1,2,1,0,0,0,0,1.6,1.6,1.2,2.7,9,10,16,0.38,0.38,0.77,0.38,0.77,0.61,0.45,1.06,0.61,1.06
Mathias Honsak,AUT,"MT,AT",Heidenheim,27-300,1996,4,1,84,0.9,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,2,1,7,0.00,1.07,1.07,0.00,1.07,0.23,0.97,1.19,0.23,1.19
Lukáš Hrádecký,FIN,GB,Leverkusen,34-326,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Hranáč,CZE,DF,Hoffenheim,24-260,2000,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hong Hyunseok,KOR,MT,Mainz 05,25-121,1999,5,4,228,2.5,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.1,0,6,8,0.00,0.39,0.39,0.00,0.39,0.20,0.22,0.42,0.20,0.42
Oscar Højlund,DEN,MT,Eint Frankfurt,19-285,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jackson Irvine,AUS,MT,St. Pauli,31-222,1993,6,6,540,6.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,7,31,12,0.00,0.17,0.17,0.00,0.17,0.09,0.13,0.22,0.09,0.22
Ko Itakura,JPN,DF,Gladbach,27-262,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,12,0,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06
Marko Ivezić,SRB,DF,Holstein Kiel,22-318,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lee Jae-sung,KOR,MT,Mainz 05,32-066,1992,5,5,430,4.8,1,0,1,1,0,0,0,0,0.7,0.7,0.8,1.5,4,19,20,0.21,0.00,0.21,0.21,0.21,0.15,0.17,0.32,0.15,0.32
Kristijan Jakić,CRO,MT,Augsburg,27-154,1997,5,4,347,3.9,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,7,24,3,0.00,0.26,0.26,0.00,0.26,0.07,0.05,0.12,0.07,0.12
Dominik Javorček,SVK,DF,Holstein Kiel,21-348,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fredrik Jensen,FIN,"MT,DF",Augsburg,27-036,1997,5,1,117,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,10,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Moritz Jenz,GER,DF,Mainz 05,25-168,1999,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carl Johansson,SWE,DF,Holstein Kiel,30-145,1994,4,4,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
Anthony Jung,GER,DF,Werder Bremen,32-347,1991,6,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,31,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David Jurásek,CZE,AT,Hoffenheim,24-069,2000,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yusuf Kabadayı,GER,"MT,AT",Augsburg,20-256,2004,3,0,37,0.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.7,1,2,2,2.43,0.00,2.43,2.43,2.43,1.49,0.12,1.61,1.49,1.61
Pavel Kadeřábek,CZE,DF,Hoffenheim,32-173,1992,5,5,435,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.5,1,12,29,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09
Jakub Kamiński,POL,"DF,MT",Wolfsburg,22-132,2002,6,6,528,5.9,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,11,17,21,0.00,0.17,0.17,0.00,0.17,0.05,0.26,0.32,0.05,0.32
Kevin Kampl,SVN,MT,RB Leipzig,34-006,1990,3,3,265,2.9,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,1,17,4,0.34,0.00,0.34,0.34,0.34,0.17,0.02,0.19,0.17,0.19
Harry Kane,ENG,AT,Bayern Munich,31-079,1993,6,6,501,5.6,5,5,10,3,2,2,1,0,3.1,1.6,1.5,3.1,6,20,31,0.90,0.90,1.80,0.54,1.44,0.56,0.27,0.83,0.28,0.55
Atakan Karazor,,MT,Stuttgart,28-002,1996,6,6,441,4.9,0,1,1,0,0,0,3,1,0.2,0.2,1.0,1.2,1,20,4,0.00,0.20,0.20,0.00,0.20,0.04,0.21,0.24,0.04,0.24
Mikkel Kaufmann,DEN,AT,Heidenheim,23-286,2001,3,2,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Andu Kelati,GER,MT,Holstein Kiel,22-063,2002,2,1,99,1.1,0,1,1,0,0,0,2,1,0.2,0.2,0.7,1.0,2,7,1,0.00,0.91,0.91,0.00,0.91,0.21,0.66,0.87,0.21,0.87
Aljoscha Kemlein,GER,MT,Union Berlin,20-074,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Luca Kerber,GER,"MT,AT",Heidenheim,22-219,2002,3,0,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Rani Khedira,GER,MT,Union Berlin,30-262,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Joshua Kimmich,GER,"MT,DF",Bayern Munich,29-250,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.4,0.4,1.4,1.8,12,59,20,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30
Tim Kleindienst,GER,AT,Gladbach,29-045,1995,6,6,530,5.9,3,1,4,3,0,0,0,0,2.1,2.1,1.5,3.6,11,6,26,0.51,0.17,0.68,0.51,0.68,0.35,0.25,0.60,0.35,0.60
Lukas Klostermann,GER,DF,RB Leipzig,28-134,1996,5,4,376,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,8,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Ansgar Knauff,GER,MT,Eint Frankfurt,22-279,2002,6,2,208,2.3,0,2,2,0,0,0,0,0,0.1,0.1,1.0,1.0,4,9,11,0.00,0.87,0.87,0.00,0.87,0.03,0.41,0.44,0.03,0.44
Magnus Knudsen,NOR,MT,Holstein Kiel,23-122,2001,6,6,512,5.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,5,19,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Gregor Kobel,SUI,GB,Dortmund,26-314,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Koch,GER,DF,Eint Frankfurt,28-090,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Derrick Köhn,GER,DF,Werder Bremen,25-254,1999,4,2,222,2.5,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,8,6,22,0.41,0.00,0.41,0.41,0.41,0.16,0.03,0.19,0.16,0.19
Dominik Kohr,GER,"DF,MT",Mainz 05,30-258,1994,6,6,523,5.8,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,8,20,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02
Marco Komenda,CRO,DF,Holstein Kiel,27-324,1996,3,2,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
Mert Kömür,GER,MT,Augsburg,19-090,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Henri Koudossou,GER,DF,Augsburg,25-042,1999,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Konstantinos Koulierakis,GRE,DF,Wolfsburg,20-322,2003,4,2,232,2.6,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.39,0.39,0.00,0.39,0.00,0.02,0.02,0.00,0.02
Matej Kovar,CZE,GB,Leverkusen,24-151,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrej Kramarić,CRO,MT,Hoffenheim,33-118,1991,5,5,427,4.7,4,1,5,3,1,1,1,0,2.8,2.1,0.9,2.9,16,22,33,0.84,0.21,1.05,0.63,0.84,0.60,0.19,0.79,0.43,0.62
Frans Krätzig,GER,DF,Stuttgart,21-275,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rasmus Kristensen,DEN,"DF,MT",Eint Frankfurt,27-096,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,11,27,15,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14
Lukas Kübler,GER,DF,Freiburg,32-046,1992,6,6,470,5.2,2,0,2,2,0,0,1,0,0.7,0.7,0.3,1.0,3,18,13,0.38,0.00,0.38,0.38,0.38,0.13,0.06,0.19,0.13,0.19
Moritz-Broni Kwarteng,GHA,MT,Bochum,26-170,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,5,4,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29
Nediljko Labrović,CRO,GB,Augsburg,25-005,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Konrad Laimer,AUT,"DF,MT",Bayern Munich,27-141,1997,5,1,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Stefan Lainer,AUT,DF,Gladbach,32-049,1992,3,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hugo Larsson,SWE,MT,Eint Frankfurt,20-110,2004,6,6,507,5.6,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,2,19,4,0.36,0.00,0.36,0.36,0.36,0.31,0.03,0.34,0.31,0.34
Diogo Leite,POR,DF,Union Berlin,25-266,1999,6,6,540,6.0,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,4,21,5,0.00,0.17,0.17,0.00,0.17,0.05,0.02,0.08,0.05,0.08
Maxim Leitsch,GER,DF,Mainz 05,26-150,1998,5,3,283,3.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,1,8,1,0.32,0.00,0.32,0.32,0.32,0.14,0.01,0.14,0.14,0.14
Jamie Leweling,GER,"AT,MT",Stuttgart,23-232,2001,6,6,492,5.5,1,0,1,1,0,0,1,0,0.3,0.3,1.3,1.6,18,20,54,0.18,0.00,0.18,0.18,0.18,0.06,0.23,0.29,0.06,0.29
Philipp Lienhart,AUT,DF,Freiburg,28-096,1996,6,6,495,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,11,31,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Anthony Losilla,FRA,MT,Bochum,38-219,1986,5,4,339,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,8,4,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
Castello Lukeba,FRA,DF,RB Leipzig,21-303,2002,5,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,13,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senne Lynen,BEL,MT,Werder Bremen,25-239,1999,5,5,433,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,9,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06
Shuto Machino,JPN,"AT,MT",Holstein Kiel,25-015,1999,6,5,378,4.2,4,0,4,3,1,1,0,0,2.2,1.4,0.3,1.7,4,13,20,0.95,0.00,0.95,0.71,0.71,0.52,0.07,0.58,0.33,0.39
Arne Maier,GER,MT,Augsburg,25-281,1999,4,2,169,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,1,12,11,0.00,0.00,0.00,0.00,0.00,0.32,0.24,0.55,0.32,0.55
Patrick Mainka,GER,DF,Heidenheim,29-344,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,2,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
Lovro Majer,CRO,MT,Wolfsburg,26-272,1998,2,2,121,1.3,2,0,2,1,1,1,0,0,1.1,0.4,0.0,0.4,2,1,2,1.49,0.00,1.49,0.74,0.74,0.85,0.00,0.85,0.26,0.26
Jordy Makengo,FRA,DF,Freiburg,23-073,2001,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.47,0.00,0.47
Julián Malatini,ARG,DF,Werder Bremen,23-137,2001,4,2,216,2.4,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,2,12,0,0.42,0.00,0.42,0.42,0.42,0.06,0.00,0.06,0.06,0.06
Donyell Malen,NED,"AT,DF",Dortmund,25-280,1999,5,2,192,2.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,5,5,27,0.47,0.00,0.47,0.47,0.47,0.12,0.00,0.12,0.12,0.12
Lennard Maloney,USA,MT,Heidenheim,25-007,1999,6,5,353,3.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.07,0.07,0.07
Johan Manzambi,SUI,AT,Freiburg,19-001,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Omar Marmoush,EGY,"AT,MT",Eint Frankfurt,25-251,1999,6,6,501,5.6,8,4,12,7,1,1,1,0,4.0,3.3,3.8,7.1,26,13,36,1.44,0.72,2.16,1.26,1.98,0.73,0.69,1.42,0.59,1.28
Erhan Mašović,SRB,DF,Bochum,25-328,1998,4,4,285,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
Igor Matanovic,CRO,AT,Eint Frankfurt,21-198,2003,5,1,145,1.6,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,2,2,12,0.62,0.00,0.62,0.62,0.62,0.45,0.02,0.47,0.45,0.47
Chrislain Matsima,FRA,DF,Augsburg,22-153,2002,2,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jean Mattéo Bahoya,FRA,MT,Eint Frankfurt,19-161,2005,2,0,29,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,2,0.00,3.10,3.10,0.00,3.10,0.00,1.05,1.05,0.00,1.05
Keke Maximilian Topp,GER,"AT,MT",Werder Bremen,20-204,2004,6,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,4,3,12,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.00,0.56
Jakov Medić,CRO,DF,Bochum,26-038,1998,6,6,525,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Connor Metcalfe,AUS,MT,St. Pauli,24-345,1999,4,2,227,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,6,8,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19
Karol Mets,EST,DF,St. Pauli,31-152,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,43,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Florian Micheler,AUT,MT,Hoffenheim,19-151,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Enzo Millot,FRA,MT,Stuttgart,22-090,2002,6,5,427,4.7,3,2,5,3,0,1,1,0,4.2,3.3,1.4,4.7,7,24,24,0.63,0.42,1.05,0.63,1.05,0.88,0.30,1.18,0.70,1.00
Kim Min-jae,KOR,DF,Bayern Munich,27-335,1996,6,6,530,5.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,50,3,0.17,0.00,0.17,0.17,0.17,0.06,0.00,0.06,0.06,0.06
Maximilian Mittelstädt,GER,DF,Stuttgart,27-211,1997,6,5,461,5.1,0,3,3,0,0,0,2,0,0.3,0.3,0.6,0.9,7,40,26,0.00,0.59,0.59,0.00,0.59,0.07,0.11,0.18,0.07,0.18
Koji Miyoshi,JPN,MT,Bochum,27-203,1997,3,1,85,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27
